Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o_google_ux_Score
21,0.59405386,0.79702693,0.61044514,0.8052226,0.55303824,0.7765191,0.57848036,0.7892402,0.60459876,0.8022994,0.67553425,0.8377671,0.6876097,0.84380484,0.67666924,0.8383346,0.6949243,0.8474622,0.70791596,0.853958
22,0.21318951,0.60659474,0.21503732,0.6075187,0.14173608,0.570868,0.2581521,0.62907606,0.19574392,0.59787196,0.3243593,0.66217965,0.30864698,0.65432346,0.2749098,0.63745487,0.3268879,0.6634439,0.30609167,0.65304583
23,0.21181014,0.60590506,0.23318672,0.61659336,0.15297908,0.57648957,0.29852563,0.6492628,0.17514817,0.58757406,0.24977577,0.6248879,0.25849742,0.62924874,0.28672972,0.64336485,0.32982957,0.6649148,0.27448285,0.6372414
24,0.09847115,0.5492356,0.0763283,0.53816414,0.06373499,0.5318675,0.13789734,0.5689487,0.030407771,0.5152039,0.098098606,0.5490493,0.12430443,0.5621522,0.099103615,0.5495518,0.17726834,0.5886342,0.14032649,0.57016325
25,0.68263745,0.8413187,0.71305186,0.8565259,0.63461953,0.81730974,0.68245816,0.8412291,0.7020428,0.8510214,0.7935194,0.8967597,0.7284137,0.86420685,0.80439514,0.9021976,0.8053577,0.90267885,0.80876285,0.9043814
26,0.56394804,0.781974,0.58120537,0.7906027,0.53296113,0.76648057,0.5604904,0.7802452,0.5563242,0.7781621,0.61464643,0.8073232,0.6192889,0.80964446,0.6023242,0.8011621,0.6404448,0.8202224,0.6555745,0.8277873
27,0.6471716,0.8235858,0.6678512,0.8339256,0.6014447,0.80072236,0.6068907,0.80344534,0.6746429,0.83732146,0.76487327,0.88243663,0.72660416,0.8633021,0.7702533,0.88512665,0.79188526,0.8959426,0.8147075,0.90735376
28,0.033388857,0.5166944,0.03741929,0.51870966,-0.0037538838,0.49812305,0.08795619,0.5439781,-0.021668375,0.4891658,0.02460492,0.51230246,0.028194034,0.51409703,0.041172914,0.52058643,0.10073452,0.55036724,0.038559634,0.51927984
29,0.00047482084,0.5002374,-0.020493252,0.48975337,-0.04013939,0.4799303,0.01902394,0.50951195,-0.051129125,0.47443545,-0.00216062,0.4989197,-0.017327895,0.49133605,0.0051853275,0.5025927,0.056817226,0.5284086,-0.0047792513,0.49761036
30,0.14027786,0.57013893,0.13401568,0.56700784,0.08206919,0.5410346,0.1926018,0.5963009,0.082494415,0.5412472,0.17356502,0.5867825,0.15728495,0.5786425,0.18115377,0.5905769,0.21106121,0.6055306,0.1735323,0.5867661
31,0.14446634,0.5722332,0.16293156,0.5814658,0.074280776,0.53714037,0.17234321,0.5861716,0.11975616,0.5598781,0.14034969,0.5701748,0.15618758,0.57809377,0.13275813,0.5663791,0.17138986,0.5856949,0.15924317,0.57962155
32,0.17688523,0.5884426,0.18787163,0.59393585,0.13953912,0.56976956,0.22731331,0.61365664,0.1290985,0.56454927,0.20833427,0.6041671,0.18656662,0.5932833,0.21867016,0.60933506,0.27049372,0.6352469,0.22600174,0.61300087
33,0.18724178,0.5936209,0.18062402,0.590312,0.14533526,0.5726676,0.19397178,0.5969859,0.15869977,0.5793499,0.20362765,0.6018138,0.18484604,0.592423,0.21278262,0.6063913,0.24301434,0.62150717,0.20432696,0.6021635
34,0.15093538,0.5754677,0.11824134,0.55912066,0.102399126,0.55119956,0.16556162,0.58278084,0.12584995,0.562925,0.23327649,0.61663824,0.21484697,0.6074235,0.1794309,0.5897155,0.23919022,0.6195951,0.22981742,0.6149087
35,0.13578963,0.5678948,0.11465269,0.5573263,0.094409205,0.5472046,0.20781218,0.6039061,0.07719826,0.53859913,0.15504758,0.57752377,0.13480285,0.5674014,0.17892686,0.5894634,0.22963253,0.61481625,0.1817044,0.5908522
36,0.2191043,0.60955215,0.22190396,0.61095196,0.16459942,0.5822997,0.23378852,0.61689425,0.19819728,0.5990986,0.29961717,0.6498086,0.27050403,0.635252,0.26836616,0.63418305,0.3113609,0.6556804,0.30652964,0.6532648
37,0.15781853,0.5789093,0.14262189,0.57131094,0.11658041,0.5582902,0.18370777,0.59185386,0.15479626,0.5773981,0.23173122,0.6158656,0.24775304,0.6238765,0.22055367,0.6102768,0.26536906,0.6326845,0.24738029,0.6236901
38,0.32198462,0.6609923,0.31147715,0.6557386,0.26929852,0.6346493,0.35749912,0.67874956,0.28849772,0.64424884,0.41342008,0.70671004,0.40665817,0.7033291,0.39077348,0.69538677,0.44967452,0.72483724,0.42389154,0.7119458
39,0.10591966,0.5529598,0.085298836,0.5426494,0.0624446,0.5312223,0.14606814,0.57303405,0.05128776,0.5256439,0.12949835,0.5647492,0.1150468,0.55752337,0.11550066,0.55775034,0.17378607,0.586893,0.12984958,0.5649248
40,0.17639706,0.58819854,0.17424074,0.58712035,0.13139884,0.5656994,0.24616878,0.62308437,0.16563426,0.58281714,0.24678406,0.62339205,0.23394342,0.61697173,0.2318052,0.6159026,0.30892813,0.65446407,0.27363688,0.6368184
41,0.10698695,0.5534935,0.103996076,0.551998,0.09439563,0.5471978,0.12645262,0.56322634,0.10065612,0.5503281,0.12132731,0.56066364,0.14824034,0.57412016,0.12563878,0.56281936,0.14382459,0.5719123,0.11792091,0.55896044
42,0.5248589,0.7624295,0.55918777,0.7795939,0.5006796,0.7503398,0.5566069,0.77830344,0.5606511,0.78032553,0.6009039,0.800452,0.5137578,0.7568789,0.5944376,0.7972188,0.6207306,0.8103653,0.6063552,0.8031776
43,0.17215209,0.586076,0.17822585,0.58911294,0.10889542,0.5544477,0.22960934,0.6148047,0.12805323,0.5640266,0.16608372,0.58304185,0.17693803,0.588469,0.20043692,0.6002185,0.2559607,0.62798035,0.19594157,0.5979708
44,0.061991524,0.5309958,0.030082177,0.5150411,0.039692692,0.5198463,0.09867679,0.5493384,-0.008682208,0.4956589,0.029952066,0.514976,0.013224246,0.5066121,0.066038735,0.53301936,0.089002654,0.5445013,0.04812886,0.5240644
45,0.14345813,0.57172906,0.11607407,0.55803704,0.08132501,0.5406625,0.14415398,0.572077,0.085667565,0.5428338,0.14670108,0.57335055,0.15245509,0.57622755,0.13875583,0.5693779,0.19198838,0.5959942,0.15902397,0.579512
46,0.34015232,0.67007613,0.3981678,0.6990839,0.30996644,0.6549832,0.37125963,0.68562984,0.31235522,0.65617764,0.30766305,0.65383154,0.36274952,0.6813748,0.34130362,0.6706518,0.40451813,0.70225906,0.3878584,0.6939292
47,0.19242531,0.5962126,0.17194933,0.5859747,0.1494821,0.57474107,0.23513065,0.61756533,0.16189834,0.5809492,0.27609834,0.6380492,0.209481,0.6047405,0.23163582,0.6158179,0.3065224,0.6532612,0.28425002,0.642125
48,0.08633043,0.5431652,0.054898083,0.527449,0.03770349,0.51885176,0.1247972,0.5623986,0.024275808,0.5121379,0.06433292,0.5321665,0.05438391,0.52719194,0.09938763,0.5496938,0.14929466,0.5746473,0.093077764,0.5465389
49,0.23906502,0.6195325,0.18387695,0.5919385,0.16165566,0.58082783,0.2637736,0.6318868,0.18510129,0.59255064,0.2943629,0.64718145,0.27513033,0.63756514,0.25323752,0.62661874,0.34254867,0.6712743,0.31122905,0.6556145
50,0.071879484,0.53593975,0.07552716,0.5377636,0.03907734,0.51953864,0.13498408,0.567492,0.030154556,0.5150773,0.09445597,0.547228,0.09120789,0.54560393,0.07798892,0.53899443,0.13841674,0.5692084,0.109941654,0.5549708
51,0.07579013,0.5378951,0.044909794,0.5224549,0.04472384,0.52236193,0.107963696,0.55398184,0.008099882,0.50404996,0.07612972,0.53806484,0.05456431,0.5272822,0.0990647,0.54953235,0.11094625,0.55547315,0.081944354,0.5409722
52,0.09223683,0.54611844,0.048054498,0.5240272,0.04784059,0.5239203,0.13499817,0.5674991,0.052316863,0.52615845,0.13165566,0.56582785,0.11167787,0.55583894,0.10097661,0.5504883,0.15964583,0.5798229,0.13527286,0.56763643
53,0.03634459,0.5181723,0.026088115,0.51304406,0.008167306,0.50408363,0.076046154,0.53802305,-0.011194997,0.4944025,0.052362226,0.5261811,0.035841275,0.5179206,0.057346497,0.52867323,0.09393893,0.5469695,0.04977002,0.524885
54,0.22094363,0.61047184,0.173191,0.5865955,0.16786435,0.58393216,0.23896125,0.6194806,0.15836921,0.5791846,0.28254804,0.64127403,0.19631992,0.59815997,0.22047356,0.61023676,0.30235028,0.65117514,0.26255518,0.63127756
55,0.16918221,0.5845911,0.17339818,0.58669907,0.15288784,0.5764439,0.23328693,0.6166435,0.116866365,0.5584332,0.20522673,0.6026134,0.1963427,0.59817135,0.19173399,0.595867,0.25977102,0.6298855,0.19897446,0.59948725
56,0.10574517,0.5528726,0.11518866,0.5575943,0.043045554,0.52152276,0.13409781,0.5670489,0.077848196,0.5389241,0.118591614,0.55929583,0.12711704,0.5635585,0.11432302,0.5571615,0.15263003,0.57631505,0.13260563,0.56630284
57,0.13174707,0.5658735,0.13774246,0.56887126,0.09869768,0.54934883,0.2028212,0.6014106,0.07594772,0.5379739,0.16303328,0.5815166,0.12004097,0.5600205,0.16363809,0.58181906,0.20279412,0.60139704,0.15576094,0.5778805
58,0.05156731,0.52578366,0.049071245,0.5245356,0.005934325,0.5029672,0.08566472,0.5428324,-0.012391948,0.49380404,0.056196906,0.52809846,0.03693425,0.5184671,0.058165863,0.52908295,0.117231205,0.5586156,0.08030524,0.5401526
59,0.045143135,0.52257156,0.046306387,0.5231532,0.026775064,0.51338756,0.09436713,0.5471836,0.0113102365,0.5056551,0.07074857,0.5353743,0.069471,0.5347355,0.078308724,0.53915435,0.10714796,0.55357397,0.07509324,0.53754663
60,0.0725611,0.5362806,0.076388404,0.5381942,0.05166628,0.52583313,0.09380962,0.5469048,0.019522572,0.5097613,0.09447913,0.54723954,0.06812293,0.5340615,0.08882743,0.5444137,0.115369424,0.5576847,0.10376054,0.55188024
61,0.18442747,0.59221375,0.1516569,0.57582843,0.11781554,0.55890775,0.18837772,0.59418887,0.14371292,0.57185644,0.22336188,0.6116809,0.19235107,0.59617555,0.2126225,0.60631126,0.2206913,0.61034566,0.21409643,0.6070482
62,0.19114588,0.59557295,0.17847021,0.5892351,0.12217528,0.5610876,0.22870347,0.61435175,0.13474673,0.5673734,0.20801675,0.6040084,0.21425574,0.60712785,0.21985981,0.6099299,0.24211457,0.6210573,0.22833306,0.6141665
63,0.09538685,0.54769343,0.06833832,0.53416914,0.049459603,0.5247298,0.102633744,0.55131686,0.05651369,0.52825683,0.14353114,0.57176554,0.111335196,0.5556676,0.12091112,0.56045556,0.18704715,0.59352356,0.143715,0.5718575
64,-0.015149206,0.49242538,-0.0385034,0.4807483,-0.04422707,0.47788647,-0.014141068,0.49292946,-0.07434344,0.46282828,0.0005952325,0.5002976,-0.028728932,0.48563552,-0.0029964596,0.49850178,0.013973333,0.5069867,-0.004196964,0.49790153
65,0.06598682,0.53299344,0.04276846,0.52138424,0.035682544,0.5178413,0.090086475,0.54504323,0.02160269,0.5108013,0.08100186,0.54050094,0.0533774,0.5266887,0.08047482,0.5402374,0.113178454,0.55658925,0.09215242,0.5460762
66,0.061083842,0.5305419,0.028981093,0.51449054,0.03535361,0.51767683,0.109701306,0.55485064,-0.016781794,0.4916091,0.031442255,0.51572114,0.0028875414,0.50144374,0.04809303,0.52404654,0.07316249,0.5365812,0.052379277,0.5261896
67,0.2771036,0.63855183,0.2844324,0.6422162,0.23144582,0.6157229,0.3246757,0.66233784,0.18236428,0.5911821,0.1807542,0.5903771,0.17124787,0.5856239,0.22101621,0.6105081,0.22831844,0.6141592,0.16413867,0.58206934
68,0.052331712,0.52616584,0.025472574,0.51273626,0.045449838,0.5227249,0.09291436,0.5464572,0.015616551,0.50780827,0.05536088,0.52768046,0.06486442,0.5324322,0.064497605,0.5322488,0.095712975,0.5478565,0.07445377,0.5372269
69,0.25115865,0.62557936,0.27163628,0.6358181,0.21374457,0.60687226,0.30382997,0.65191495,0.19732067,0.59866035,0.29064658,0.6453233,0.25381795,0.62690896,0.33173853,0.66586924,0.39371055,0.6968553,0.33391458,0.66695726
70,0.07889083,0.5394454,0.064027496,0.5320138,0.057892468,0.5289462,0.10269404,0.551347,0.046813976,0.523407,0.08312501,0.5415625,0.070099935,0.53505,0.078078225,0.53903913,0.14119929,0.5705997,0.08563937,0.5428197
71,0.13241652,0.56620824,0.14010735,0.5700537,0.08662662,0.5433133,0.16451961,0.5822598,0.08494802,0.54247403,0.11159128,0.55579567,0.125233,0.56261647,0.13312417,0.56656206,0.16560397,0.582802,0.13018933,0.56509465
72,0.19097213,0.59548604,0.17995387,0.5899769,0.12598452,0.5629923,0.24054405,0.62027204,0.11002157,0.5550108,0.21731368,0.6086568,0.2055301,0.6027651,0.23813896,0.61906946,0.28652644,0.6432632,0.2475437,0.62377185
73,-0.034667894,0.48266605,-0.040944595,0.4795277,-0.02656746,0.48671627,0.0014359625,0.500718,-0.061543234,0.4692284,-0.00634312,0.49682844,-0.012042802,0.4939786,-0.0026226041,0.4986887,0.04020228,0.52010113,0.011740035,0.50587004
74,0.22697034,0.61348516,0.19731286,0.5986564,0.17558226,0.58779114,0.3032534,0.6516267,0.1822047,0.59110236,0.28047305,0.6402365,0.260569,0.6302845,0.2610095,0.6305047,0.33720613,0.66860306,0.29609603,0.64804804
75,0.024032336,0.5120162,-0.0016106814,0.49919465,-0.011209392,0.49439532,0.030494886,0.51524746,-0.040881544,0.47955924,0.024191193,0.5120956,-0.0030811233,0.49845943,0.030318664,0.5151593,0.038956583,0.5194783,0.023071174,0.5115356
76,0.04670006,0.52335,0.03327392,0.51663697,0.035818942,0.51790947,0.09846052,0.5492303,0.01147963,0.5057398,0.0693361,0.534668,0.052094672,0.52604735,0.083386056,0.54169303,0.13491616,0.5674581,0.0874773,0.54373866
77,0.1241537,0.56207687,0.13839206,0.56919605,0.079030015,0.539515,0.21038221,0.6051911,0.07839893,0.5391995,0.17645898,0.5882295,0.16023946,0.5801197,0.19222434,0.5961122,0.2484889,0.62424445,0.21555537,0.6077777
78,0.0043869354,0.50219345,-0.01615672,0.49192163,-0.01748385,0.49125808,0.020720126,0.51036006,-0.05298509,0.47350746,0.01177012,0.50588506,-0.020427972,0.48978603,0.016878821,0.5084394,0.06443411,0.532217,0.021466158,0.51073307
79,0.016168088,0.50808406,-0.005854331,0.49707285,-0.011020219,0.49448988,0.037557267,0.5187786,-0.01206057,0.4939697,0.031556077,0.51577806,0.037060156,0.5185301,0.037212074,0.51860607,0.056465883,0.52823293,0.046399616,0.5231998
80,0.09251119,0.5462556,0.0762164,0.5381082,0.05006246,0.5250312,0.11562459,0.5578123,0.039964665,0.51998234,0.09494062,0.54747033,0.10817553,0.55408776,0.08323214,0.5416161,0.14600581,0.57300293,0.09861777,0.5493089
81,0.2307629,0.6153815,0.2774892,0.6387446,0.24008249,0.62004125,0.31276459,0.6563823,0.17339727,0.58669865,0.24754187,0.62377095,0.23849669,0.61924833,0.2834701,0.6417351,0.3328377,0.66641885,0.2783633,0.6391816
82,-0.0012180905,0.49939096,-0.01331548,0.49334225,-0.021687627,0.4891562,0.019229958,0.509615,-0.029230699,0.48538464,0.015446927,0.50772345,0.0061531216,0.50307655,0.016387234,0.5081936,0.059353992,0.529677,0.023009475,0.5115047
83,0.027005458,0.5135027,0.020301564,0.5101508,0.02215441,0.5110772,0.08373999,0.54187,-0.009542571,0.4952287,0.062131643,0.5310658,0.030288745,0.51514435,0.061182935,0.5305915,0.09682001,0.54841,0.06009797,0.53004897
84,0.110233665,0.55511683,0.038098782,0.5190494,0.0690542,0.5345271,0.115779676,0.5578898,0.05188817,0.5259441,0.10549113,0.5527456,0.060553677,0.53027683,0.10188552,0.5509428,0.13487123,0.5674356,0.0833084,0.5416542
85,0.15728083,0.5786404,0.14559157,0.5727958,0.14522891,0.57261443,0.17169306,0.58584654,0.13343363,0.5667168,0.15640923,0.57820463,0.14104655,0.57052326,0.16671509,0.5833576,0.1991549,0.5995774,0.16718277,0.5835914
