Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_Modelopenai/gpt-4o_google_ux_Score
2577,0.7683845,0.8841922,0.74939585,0.8746979,0.70248324,0.8512416,0.6758565,0.83792824,0.68054014,0.84027004,0.6774255,0.83871275,0.6740918,0.8370459,0.6930083,0.84650415,0.68948555,0.8447428,0.7011756,0.8505878
2582,0.68048716,0.8402436,0.6469239,0.82346195,0.6602007,0.83010036,0.5864154,0.7932077,0.6213943,0.81069714,0.65027666,0.82513833,0.58466434,0.7923322,0.6568215,0.82841074,0.6392175,0.81960875,0.6233957,0.81169784
2583,0.6597365,0.82986826,0.74584,0.87292004,0.700057,0.8500285,0.6538778,0.82693887,0.65026045,0.8251302,0.6110971,0.80554855,0.6293596,0.8146798,0.67699194,0.83849597,0.6714202,0.8357101,0.6384758,0.8192379
2584,0.73448545,0.8672427,0.6628634,0.8314317,0.66616726,0.8330836,0.599944,0.799972,0.6663321,0.83316606,0.6695695,0.83478475,0.59899867,0.79949933,0.67952204,0.839761,0.58240676,0.7912034,0.6225247,0.81126237
2585,0.6423482,0.8211741,0.66258836,0.8312942,0.5910773,0.79553866,0.5786277,0.78931385,0.61687744,0.8084387,0.62434876,0.8121744,0.63817465,0.8190873,0.65129024,0.8256451,0.630272,0.81513596,0.63706726,0.81853366
2586,0.7646328,0.8823164,0.7617519,0.88087595,0.7066224,0.8533112,0.6744378,0.8372189,0.70657986,0.85328996,0.7203591,0.86017954,0.6509832,0.8254916,0.75408006,0.87704,0.7250339,0.86251694,0.7063308,0.8531654
2587,0.703619,0.8518095,0.6891815,0.8445908,0.69037396,0.84518695,0.61479044,0.8073952,0.66333634,0.83166814,0.65158534,0.8257927,0.61742646,0.8087132,0.68662,0.84331,0.626383,0.81319153,0.6432874,0.8216437
2588,0.7333476,0.8666738,0.7106931,0.85534656,0.65087616,0.8254381,0.66870856,0.8343543,0.62432104,0.8121605,0.6458069,0.82290345,0.6021494,0.80107474,0.6862206,0.8431103,0.6994904,0.8497452,0.67174006,0.83587
2589,0.7706616,0.8853308,0.7106072,0.8553036,0.709304,0.854652,0.6487931,0.82439655,0.6892128,0.8446064,0.70324427,0.8516221,0.61982405,0.809912,0.7113514,0.8556757,0.63816345,0.8190817,0.67507213,0.8375361
2590,0.7281695,0.8640847,0.69295025,0.8464751,0.6867176,0.8433588,0.65369594,0.826848,0.6860269,0.8430134,0.67934775,0.8396739,0.6516954,0.8258477,0.7049738,0.8524869,0.60851586,0.8042579,0.68078434,0.8403922
2591,0.74864936,0.8743247,0.7323169,0.8661585,0.6772045,0.83860224,0.6363523,0.81817615,0.7108461,0.8554231,0.7345567,0.86727834,0.68239784,0.8411989,0.748496,0.874248,0.7053843,0.8526921,0.72813153,0.86406577
2592,0.7401053,0.87005264,0.69043815,0.8452191,0.68182886,0.8409144,0.6667526,0.8333763,0.6920295,0.84601474,0.6439189,0.82195944,0.61700714,0.80850357,0.66756475,0.8337824,0.63909584,0.8195479,0.65565765,0.8278288
2594,0.6788726,0.8394363,0.6499001,0.82495004,0.66363573,0.83181787,0.702049,0.8510245,0.659611,0.8298055,0.6130495,0.80652475,0.58596253,0.79298127,0.6516936,0.8258468,0.6092582,0.8046291,0.60069597,0.800348
2595,0.6977242,0.8488621,0.6753032,0.8376516,0.6875286,0.8437643,0.6272055,0.81360275,0.6465775,0.82328874,0.6572802,0.8286401,0.6188295,0.80941474,0.69230086,0.8461504,0.63654375,0.8182719,0.66174114,0.83087057
2597,0.8203453,0.91017264,0.72576076,0.86288035,0.7629628,0.8814814,0.6553431,0.8276715,0.7495378,0.8747689,0.7578306,0.8789153,0.6612943,0.8306471,0.7491776,0.8745888,0.6718354,0.8359177,0.71643627,0.85821813
2645,0.6582211,0.82911056,0.6741473,0.8370737,0.64129823,0.82064915,0.61905754,0.80952877,0.63064086,0.81532043,0.6353612,0.8176806,0.6250874,0.8125437,0.66610694,0.83305347,0.6757426,0.8378713,0.6706594,0.8353297
2654,0.70624053,0.85312027,0.72057384,0.86028695,0.6919195,0.8459598,0.6890907,0.84454536,0.67721283,0.8386064,0.62020373,0.81010187,0.59480244,0.7974012,0.7012918,0.8506459,0.629595,0.8147975,0.63789093,0.81894547
2655,0.72500175,0.8625009,0.69363284,0.8468164,0.6695757,0.83478785,0.66293335,0.8314667,0.6765085,0.8382542,0.6845335,0.84226674,0.653437,0.8267185,0.6753144,0.8376572,0.6617016,0.83085084,0.67137647,0.83568823
2656,0.67007554,0.83503777,0.70594275,0.8529714,0.64570266,0.8228513,0.6284883,0.81424415,0.6048637,0.8024318,0.62374586,0.81187296,0.5802293,0.79011464,0.6543572,0.8271786,0.63673353,0.81836677,0.6258562,0.8129281
2657,0.6436951,0.82184756,0.6342039,0.81710196,0.6010636,0.8005318,0.5803275,0.79016376,0.64127135,0.8206357,0.69602287,0.84801143,0.6260339,0.81301695,0.73188305,0.8659415,0.72035253,0.86017627,0.7090316,0.8545158
2658,0.6921457,0.84607285,0.60979855,0.8048993,0.6232369,0.81161845,0.60455704,0.8022785,0.5854609,0.79273045,0.5905402,0.7952701,0.49398082,0.74699044,0.6112408,0.80562043,0.6080612,0.8040306,0.56089807,0.78044903
2659,0.7349006,0.8674503,0.70215243,0.85107625,0.6708158,0.8354079,0.6227198,0.8113599,0.71049094,0.8552455,0.7112812,0.8556406,0.71748734,0.85874367,0.7190908,0.8595454,0.72194993,0.86097497,0.736554,0.868277
2660,0.6907086,0.8453543,0.7014636,0.8507318,0.6392201,0.81961006,0.61985874,0.8099294,0.66127217,0.8306361,0.62826663,0.8141333,0.66558945,0.8327947,0.6694016,0.8347008,0.6482116,0.8241058,0.6505603,0.8252802
2741,0.6987598,0.8493799,0.63864946,0.81932473,0.58364975,0.7918249,0.6225407,0.81127036,0.6071783,0.8035891,0.56948847,0.78474426,0.5593701,0.779685,0.5997266,0.79986334,0.62762475,0.8138124,0.59596694,0.79798347
2766,0.7193141,0.85965705,0.8022438,0.9011219,0.7075782,0.8537891,0.6505098,0.8252549,0.6691419,0.83457094,0.6658226,0.8329113,0.6491671,0.82458353,0.7584884,0.8792442,0.7044774,0.8522387,0.6648916,0.8324458
2793,0.7099193,0.8549596,0.7242342,0.8621171,0.6231946,0.8115973,0.6239157,0.81195784,0.67845905,0.8392295,0.7037126,0.8518563,0.71363795,0.856819,0.7130183,0.85650915,0.6880451,0.8440225,0.7204629,0.86023146
2810,0.6729049,0.8364525,0.6953063,0.84765315,0.6571212,0.8285606,0.5792505,0.7896253,0.5977235,0.79886174,0.53503203,0.767516,0.48089063,0.7404453,0.6451163,0.82255816,0.5652359,0.7826179,0.4876783,0.74383914
2824,0.6908383,0.84541917,0.74049556,0.8702478,0.66528547,0.83264273,0.6716554,0.8358277,0.68924594,0.84462297,0.62520313,0.81260157,0.63642275,0.8182114,0.69953525,0.8497676,0.68736744,0.8436837,0.67133784,0.8356689
3002,0.7188164,0.8594082,0.72872865,0.8643643,0.6784484,0.8392242,0.67928225,0.8396411,0.67723835,0.8386192,0.6194487,0.80972433,0.6796378,0.8398189,0.6785448,0.8392724,0.68350565,0.8417528,0.66983545,0.8349177
3021,0.642452,0.821226,0.67396295,0.8369815,0.59656465,0.7982823,0.59347266,0.79673636,0.57555705,0.7877785,0.51825464,0.7591273,0.5446388,0.77231944,0.5960672,0.7980336,0.57146424,0.78573215,0.52335197,0.76167595
3093,0.76924014,0.8846201,0.7614615,0.88073075,0.6960218,0.8480109,0.70529413,0.85264707,0.76202106,0.88101053,0.7432762,0.87163806,0.7464167,0.87320834,0.76715803,0.883579,0.7085695,0.85428476,0.74220145,0.8711007
3105,0.76890075,0.8844504,0.7362424,0.8681212,0.6892122,0.8446061,0.6207696,0.8103848,0.73017895,0.8650895,0.7241566,0.8620783,0.72416854,0.86208427,0.72025824,0.8601291,0.6951252,0.8475626,0.7431257,0.87156284
3113,0.6152008,0.8076004,0.5695782,0.7847891,0.5595218,0.7797609,0.52126646,0.76063323,0.5367869,0.76839346,0.63555264,0.8177763,0.5446898,0.7723449,0.5927653,0.79638267,0.5758271,0.78791356,0.59981346,0.79990673
3118,0.5584489,0.77922446,0.5880992,0.7940496,0.50667834,0.7533392,0.529928,0.764964,0.57297015,0.7864851,0.5443517,0.77217585,0.5755034,0.7877517,0.5714971,0.78574854,0.5916592,0.7958296,0.5691662,0.7845831
3120,0.6851331,0.84256655,0.6665267,0.83326334,0.60841644,0.8042082,0.62483835,0.8124192,0.6533493,0.82667464,0.69857204,0.849286,0.6697087,0.83485436,0.6915034,0.8457517,0.68752444,0.8437622,0.7325773,0.86628866
3122,0.79378486,0.8968924,0.7376277,0.8688139,0.7368796,0.8684398,0.63715225,0.8185761,0.7373891,0.86869454,0.75219095,0.8760955,0.6736069,0.83680344,0.76000845,0.8800042,0.7152543,0.85762715,0.7423911,0.87119555
3123,0.6970681,0.84853405,0.68044335,0.84022164,0.64641607,0.82320803,0.60227084,0.8011354,0.6809598,0.8404799,0.7250762,0.8625381,0.6984025,0.84920126,0.72289264,0.8614463,0.7049035,0.85245174,0.7405583,0.8702792
3133,0.717209,0.8586045,0.6761148,0.8380574,0.6608848,0.8304424,0.63073754,0.8153688,0.6429474,0.8214737,0.68419456,0.8420973,0.64472044,0.8223602,0.6969986,0.8484993,0.6475344,0.8237672,0.6948289,0.8474145
3134,0.7696195,0.88480973,0.7193315,0.85966575,0.70844424,0.8542221,0.6537055,0.82685274,0.72067136,0.8603357,0.73409593,0.86704797,0.6691277,0.83456385,0.74242115,0.8712106,0.6954006,0.8477003,0.71696687,0.85848343
3135,0.7911873,0.89559364,0.7262714,0.8631357,0.7374301,0.86871505,0.65639246,0.8281962,0.72854984,0.8642749,0.70115167,0.8505758,0.6387925,0.81939626,0.7125312,0.8562656,0.676933,0.8384665,0.6853242,0.8426621
3136,0.79028285,0.8951414,0.7709513,0.88547564,0.69973385,0.8498669,0.6578376,0.8289188,0.72840047,0.86420023,0.7421576,0.8710788,0.69429135,0.8471457,0.7692386,0.8846193,0.73426056,0.8671303,0.7415881,0.87079406
3137,0.7576687,0.87883437,0.7128841,0.8564421,0.7034889,0.8517444,0.6326942,0.8163471,0.6968751,0.84843755,0.7003714,0.8501857,0.65155876,0.8257794,0.7135105,0.85675526,0.6679542,0.8339771,0.689021,0.8445105
3138,0.71241784,0.8562089,0.63226557,0.8161328,0.6625692,0.83128464,0.6042955,0.80214775,0.628327,0.8141635,0.6754516,0.83772576,0.59210956,0.7960548,0.64637166,0.8231858,0.61274695,0.8063735,0.6441911,0.8220955
3139,0.7441855,0.8720927,0.69232523,0.8461626,0.6746048,0.8373024,0.61709607,0.80854803,0.66752017,0.8337601,0.71070784,0.85535395,0.6069683,0.80348414,0.69837713,0.84918857,0.66614056,0.8330703,0.66354805,0.831774
3140,0.72456765,0.8622838,0.64003813,0.82001907,0.63650703,0.8182535,0.6209171,0.81045854,0.6306076,0.8153038,0.64614475,0.8230724,0.60102993,0.80051494,0.6415013,0.82075065,0.6065227,0.80326134,0.62918925,0.8145946
3141,0.6822697,0.84113485,0.71802473,0.85901237,0.646104,0.823052,0.5925361,0.79626805,0.64263463,0.8213173,0.66114825,0.83057415,0.62642187,0.81321096,0.67528886,0.83764446,0.6489702,0.82448506,0.6784339,0.83921695
3142,0.79930913,0.89965457,0.73003256,0.8650163,0.72581804,0.862909,0.67670345,0.8383517,0.723704,0.861852,0.7472706,0.8736353,0.6795174,0.8397587,0.765231,0.8826155,0.7275893,0.8637947,0.74142176,0.87071085
3143,0.78365,0.89182496,0.73004115,0.8650206,0.733562,0.866781,0.6515814,0.8257907,0.72166216,0.8608311,0.7175169,0.85875845,0.6571026,0.8285513,0.71809185,0.8590459,0.6593428,0.8296714,0.6906279,0.8453139
3144,0.7737304,0.8868652,0.7106542,0.8553271,0.70749354,0.8537468,0.63429904,0.8171495,0.7130976,0.8565488,0.73693585,0.8684679,0.67717004,0.838585,0.7529903,0.8764951,0.6763674,0.8381837,0.70282567,0.85141283
3145,0.6099904,0.8049952,0.610466,0.805233,0.5483931,0.7741965,0.55695325,0.7784766,0.5788835,0.78944176,0.55551267,0.77775633,0.58113647,0.79056823,0.5597337,0.7798668,0.56703043,0.7835152,0.56333995,0.78167
3146,0.73191863,0.8659593,0.6518149,0.82590747,0.67372143,0.8368607,0.5893223,0.79466116,0.6853547,0.84267735,0.7380961,0.86904806,0.6551559,0.82757795,0.70254844,0.85127425,0.64200425,0.8210021,0.69574475,0.8478724
3147,0.7255253,0.8627627,0.7015346,0.8507673,0.67875206,0.83937603,0.6639634,0.83198166,0.6878116,0.8439058,0.69543254,0.8477163,0.6625116,0.8312558,0.71567345,0.8578367,0.70659316,0.8532966,0.70684963,0.8534248
3148,0.7372937,0.86864686,0.69636285,0.8481814,0.66735685,0.8336784,0.59509206,0.797546,0.6917547,0.84587735,0.7380945,0.8690473,0.70645136,0.8532257,0.73003167,0.86501586,0.6877012,0.8438506,0.7413036,0.87065184
3149,0.74040014,0.87020004,0.70558107,0.85279053,0.6888653,0.84443265,0.65420264,0.82710135,0.6960935,0.8480468,0.65272367,0.82636184,0.6065034,0.80325174,0.65779865,0.8288993,0.6120733,0.80603665,0.6358428,0.8179214
3150,0.75243926,0.87621963,0.6862633,0.84313166,0.65865886,0.82932943,0.6354834,0.8177417,0.68057704,0.8402885,0.71066034,0.85533017,0.6596602,0.8298301,0.7040057,0.85200286,0.6402991,0.82014954,0.69632393,0.84816194
3153,0.69220686,0.8461034,0.620541,0.8102705,0.62368023,0.8118401,0.61650455,0.8082523,0.6271881,0.81359404,0.65241635,0.8262082,0.5985335,0.79926676,0.6410869,0.8205434,0.618468,0.809234,0.63994735,0.8199737
3155,0.5962064,0.7981032,0.5391573,0.76957864,0.54454803,0.772274,0.43724465,0.7186223,0.5343816,0.7671908,0.5096731,0.75483656,0.4564961,0.72824806,0.5156057,0.75780284,0.44894576,0.7244729,0.4627915,0.7313957
3156,0.8055651,0.90278256,0.69684255,0.8484213,0.70976853,0.85488427,0.62913156,0.8145658,0.70246565,0.8512328,0.7163061,0.85815305,0.63417983,0.8170899,0.7090262,0.8545131,0.6253276,0.8126638,0.67588687,0.83794343
3157,0.74634135,0.8731707,0.67180574,0.83590287,0.7198475,0.8599237,0.64284116,0.82142055,0.70809215,0.8540461,0.73613954,0.86806977,0.64972275,0.8248614,0.722924,0.861462,0.67646575,0.8382329,0.6959807,0.8479904
3158,0.65564215,0.8278211,0.60868454,0.80434227,0.55323786,0.77661896,0.54228425,0.7711421,0.58683807,0.793419,0.63424003,0.81712,0.60307044,0.80153525,0.6130012,0.8065006,0.5839875,0.79199374,0.5981475,0.79907376
3159,0.7447322,0.8723661,0.65954506,0.82977253,0.69302785,0.8465139,0.5576901,0.7788451,0.6949769,0.84748846,0.7594155,0.87970775,0.65366983,0.8268349,0.71999985,0.8599999,0.6406014,0.8203007,0.7165418,0.8582709
3160,0.7180382,0.8590191,0.67270666,0.8363533,0.6571708,0.8285854,0.606814,0.803407,0.66290975,0.8314549,0.6868358,0.8434179,0.65558857,0.8277943,0.69460535,0.8473027,0.6677082,0.8338541,0.68882525,0.8444126
3161,0.7972766,0.8986383,0.76762503,0.88381255,0.758516,0.87925804,0.66058105,0.83029056,0.76811385,0.8840569,0.71819323,0.85909665,0.66611314,0.83305657,0.75254154,0.8762708,0.6778302,0.8389151,0.73502153,0.8675108
3162,0.72360814,0.86180407,0.6369914,0.8184957,0.6482365,0.82411826,0.6087831,0.80439156,0.64244735,0.8212237,0.6911828,0.8455914,0.61464363,0.8073218,0.69691294,0.8484565,0.674631,0.8373155,0.6814965,0.84074825
3186,0.79629457,0.8981473,0.7243092,0.8621546,0.6942094,0.84710467,0.66270477,0.83135235,0.7691356,0.8845678,0.74625456,0.8731273,0.69363284,0.8468164,0.7431434,0.87157166,0.697349,0.84867454,0.75915384,0.8795769
3225,0.7245325,0.86226624,0.73174894,0.86587447,0.66327846,0.83163923,0.668489,0.8342445,0.6716422,0.8358211,0.6438974,0.8219487,0.6317673,0.81588364,0.6850259,0.84251297,0.6347823,0.81739116,0.6386801,0.81934005
3315,0.6905587,0.84527934,0.62827575,0.8141379,0.6355231,0.81776154,0.54703724,0.7735186,0.64146197,0.820731,0.7263788,0.8631894,0.64834905,0.8241745,0.69387466,0.8469373,0.6496945,0.8248472,0.69306815,0.8465341
3321,0.62691224,0.8134561,0.5946801,0.79734004,0.5661784,0.78308916,0.5992789,0.79963946,0.5481961,0.77409804,0.54694223,0.7734711,0.5219803,0.76099014,0.6009253,0.80046266,0.5287106,0.7643553,0.52194166,0.76097083
3332,0.69522476,0.8476124,0.69845486,0.8492274,0.73377347,0.86688673,0.6283128,0.8141564,0.6387456,0.8193728,0.65334547,0.82667273,0.5823337,0.79116684,0.69478166,0.84739083,0.64553916,0.8227696,0.63757867,0.81878936
5877,0.67379403,0.836897,0.7415147,0.87075734,0.6533506,0.8266753,0.6215936,0.8107968,0.6490359,0.82451797,0.58693576,0.7934679,0.60609823,0.8030491,0.639531,0.8197655,0.6354232,0.8177116,0.63262403,0.816312
5981,0.77454585,0.88727295,0.70503485,0.8525174,0.73399234,0.86699617,0.6611845,0.8305923,0.7453284,0.8726642,0.74998856,0.8749943,0.7089729,0.85448647,0.72665906,0.8633295,0.7154765,0.85773826,0.74581337,0.8729067
6043,0.7308644,0.8654322,0.6813718,0.8406859,0.6220276,0.8110138,0.6226322,0.81131613,0.6920798,0.8460399,0.6933535,0.8466767,0.6741376,0.8370688,0.6691501,0.83457506,0.69482255,0.8474113,0.6772113,0.83860564
6078,0.7821845,0.89109224,0.6876551,0.84382755,0.6847999,0.84239995,0.6227997,0.8113998,0.7106588,0.8553294,0.70470846,0.8523542,0.6345997,0.81729984,0.6869743,0.84348714,0.68444854,0.84222424,0.7010598,0.8505299
6081,0.79009974,0.89504987,0.6971649,0.84858245,0.7288081,0.8644041,0.7308535,0.8654268,0.7053752,0.8526876,0.77534777,0.88767385,0.6948534,0.8474267,0.7406762,0.8703381,0.75979805,0.879899,0.7734374,0.8867187
6082,0.7267381,0.86336905,0.6545783,0.82728916,0.6260332,0.8130166,0.61160576,0.8058029,0.70390385,0.85195196,0.74233556,0.8711678,0.7294849,0.86474246,0.71246654,0.85623324,0.7182245,0.85911226,0.727594,0.863797
6090,0.6859181,0.84295905,0.65004617,0.82502306,0.66907686,0.83453846,0.6449729,0.82248646,0.63325816,0.81662905,0.6418154,0.8209077,0.6271632,0.8135816,0.6730902,0.8365451,0.6635057,0.83175284,0.6631664,0.8315832
6127,0.7756785,0.88783926,0.76159894,0.8807995,0.74768126,0.87384063,0.6413958,0.8206979,0.78882295,0.89441144,0.79802895,0.8990145,0.69578624,0.8478931,0.78287375,0.8914369,0.67247796,0.836239,0.76276624,0.8813831
6211,0.74473095,0.8723655,0.6920848,0.8460424,0.6934865,0.8467432,0.5728414,0.7864207,0.6930131,0.84650654,0.7505207,0.87526035,0.6681573,0.83407867,0.7149137,0.85745686,0.68189013,0.84094507,0.7099116,0.8549558
