Unnamed: 0,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o_google_ux_Score
31,0.19603854,0.59801924,0.1682807,0.58414036,0.11244896,0.55622447,0.21502747,0.6075137,0.15496477,0.5774824,0.2258687,0.61293435,0.21454267,0.6072713,0.19528586,0.5976429,0.2478931,0.62394655,0.22089693,0.6104485
32,0.18608329,0.59304166,0.19140561,0.5957028,0.13879046,0.56939524,0.23858051,0.61929023,0.15305778,0.5765289,0.22508642,0.6125432,0.21255139,0.6062757,0.22985879,0.6149294,0.26995757,0.6349788,0.23717868,0.61858934
33,0.22151521,0.6107576,0.22476855,0.61238426,0.19135389,0.59567696,0.22865325,0.6143266,0.19630513,0.5981526,0.21677557,0.60838777,0.22180268,0.61090136,0.25301367,0.6265068,0.271497,0.6357485,0.22590709,0.61295354
34,0.10147987,0.55073994,0.065610364,0.5328052,0.0631472,0.5315736,0.12961808,0.564809,0.045259163,0.52262956,0.14622682,0.57311344,0.11359781,0.55679893,0.12020953,0.5601048,0.17082608,0.58541304,0.14563788,0.57281893
35,0.06401464,0.53200734,0.059696153,0.5298481,0.025925206,0.5129626,0.123997435,0.5619987,0.026600752,0.51330036,0.07985349,0.53992677,0.088183686,0.5440918,0.10473582,0.5523679,0.14361481,0.5718074,0.106623925,0.55331194
36,0.19922093,0.59961045,0.20069882,0.6003494,0.1419242,0.5709621,0.22925252,0.6146263,0.1580432,0.5790216,0.26375133,0.63187563,0.2356933,0.61784667,0.23612502,0.6180625,0.29926673,0.64963335,0.2732486,0.63662434
37,0.19271538,0.5963577,0.1961982,0.5980991,0.13365772,0.56682885,0.22026898,0.6101345,0.18608576,0.59304285,0.27579314,0.63789654,0.27021605,0.635108,0.2492018,0.6246009,0.3040431,0.6520215,0.2831812,0.6415906
38,0.26128167,0.63064086,0.25109553,0.62554777,0.1823819,0.59119093,0.31311792,0.656559,0.24062152,0.6203108,0.34829247,0.67414623,0.34416604,0.672083,0.31092715,0.6554636,0.37282753,0.68641376,0.34960854,0.6748043
39,0.09793046,0.5489652,0.08125456,0.5406273,0.05488808,0.52744406,0.13944733,0.56972367,0.03927742,0.5196387,0.11881181,0.5594059,0.09128508,0.54564255,0.108748406,0.5543742,0.16277258,0.58138627,0.11417805,0.55708903
40,0.20251566,0.6012578,0.1884001,0.5942001,0.1378276,0.5689138,0.26080215,0.6304011,0.17501208,0.58750606,0.24049577,0.6202479,0.24336845,0.6216842,0.24429476,0.6221474,0.2878395,0.64391977,0.26377445,0.6318872
41,0.011628698,0.5058144,0.006760819,0.5033804,-0.01602208,0.49198896,0.052180566,0.52609026,-0.021026503,0.48948675,0.031871513,0.5159358,0.025758909,0.51287943,0.034596153,0.5172981,0.072973296,0.5364866,0.018908562,0.5094543
42,0.031843387,0.5159217,-0.0070627257,0.49646863,-0.008248389,0.4958758,0.06277085,0.5313854,-0.0035793688,0.4982103,0.049821943,0.524911,0.044691812,0.5223459,0.041199274,0.52059966,0.09070418,0.5453521,0.055687826,0.5278439
43,0.17817658,0.5890883,0.1819995,0.5909997,0.13159582,0.5657979,0.25035948,0.62517977,0.14047979,0.5702399,0.19350526,0.59675264,0.1951879,0.59759396,0.20280012,0.6014001,0.24073263,0.62036633,0.2178409,0.60892045
44,0.07655787,0.53827894,0.079773344,0.53988665,0.05720189,0.52860093,0.13798034,0.5689902,0.020507636,0.51025385,0.041550227,0.52077514,0.0402399,0.52011997,0.09700952,0.54850477,0.13805813,0.5690291,0.06628251,0.53314126
45,0.09064604,0.545323,0.070834555,0.53541726,0.031058239,0.5155291,0.08421906,0.54210955,0.05010657,0.52505326,0.106295705,0.55314785,0.11516135,0.55758065,0.09118961,0.5455948,0.15527698,0.5776385,0.12937123,0.5646856
46,0.09199445,0.5459972,0.112268336,0.55613416,0.060436662,0.5302183,0.13195221,0.5659761,0.070946336,0.53547317,0.109364636,0.5546823,0.12587532,0.5629377,0.102239594,0.5511198,0.16745865,0.5837293,0.13844286,0.56922144
47,0.10065353,0.55032676,0.14179084,0.57089543,0.0721215,0.53606075,0.13510267,0.5675513,0.07706437,0.5385322,0.09506314,0.54753155,0.11805417,0.5590271,0.11894351,0.5594717,0.16924995,0.584625,0.14972654,0.57486326
48,0.086606726,0.5433034,0.05180574,0.52590287,0.038446438,0.5192232,0.124034315,0.56201714,0.02160364,0.5108018,0.06185083,0.5309254,0.053815816,0.5269079,0.09725927,0.54862964,0.14588523,0.5729426,0.09462623,0.5473131
49,0.17267103,0.58633554,0.1190874,0.5595437,0.10595855,0.5529793,0.19624129,0.5981206,0.104008555,0.5520043,0.21271333,0.6063567,0.20902708,0.6045135,0.18472832,0.5923642,0.2705242,0.63526213,0.2346023,0.61730117
50,-0.0059735468,0.49701324,-0.024286196,0.4878569,-0.022848383,0.48857582,0.0611149,0.53055745,-0.06314514,0.46842742,0.0065935547,0.5032968,0.014716435,0.5073582,0.006271724,0.50313586,0.0777515,0.53887576,0.022593278,0.51129663
51,0.072512254,0.53625613,0.038697924,0.519349,0.029831085,0.5149155,0.108328044,0.55416405,0.014341466,0.50717074,0.08229524,0.5411476,0.0626203,0.53131014,0.094107926,0.54705393,0.106026106,0.553013,0.080771506,0.5403857
52,0.082583115,0.54129153,0.09037259,0.5451863,0.038884502,0.51944226,0.13248701,0.5662435,0.05688311,0.52844155,0.09732099,0.5486605,0.11802584,0.5590129,0.09346192,0.54673094,0.14338723,0.5716936,0.12139987,0.56069994
53,0.19115219,0.5955761,0.19103037,0.5955152,0.109365314,0.5546827,0.215857,0.6079285,0.13072415,0.5653621,0.1996598,0.5998299,0.19564462,0.5978223,0.20788485,0.6039424,0.26145947,0.63072973,0.23146579,0.6157329
54,0.20225827,0.6011291,0.148819,0.5744095,0.16100591,0.580503,0.19812758,0.5990638,0.1700455,0.58502275,0.2730316,0.6365158,0.19843733,0.59921867,0.1956318,0.5978159,0.2758773,0.6379386,0.24721545,0.62360775
55,0.24101454,0.62050724,0.26217592,0.63108796,0.17587161,0.5879358,0.2939595,0.64697975,0.19698115,0.5984906,0.2707299,0.63536495,0.2736603,0.63683015,0.25951153,0.62975574,0.31211862,0.6560593,0.2906829,0.64534146
56,0.0070479093,0.50352395,-0.018568275,0.49071586,-0.010389034,0.49480549,0.019725861,0.50986296,-0.02911541,0.48544228,0.01207272,0.50603634,-0.0020038998,0.49899805,0.027747504,0.51387376,0.050568074,0.52528405,0.023589164,0.51179457
57,0.11514892,0.55757445,0.12623215,0.5631161,0.098887086,0.54944354,0.18296352,0.59148175,0.08226077,0.54113036,0.14294517,0.5714726,0.12542218,0.5627111,0.1571379,0.57856894,0.19241497,0.5962075,0.1445015,0.5722507
58,0.00994983,0.5049749,-0.005393844,0.49730307,-0.030923098,0.48453844,0.046594724,0.52329737,-0.04398051,0.47800976,0.019340985,0.5096705,0.03230378,0.5161519,0.02082698,0.51041347,0.078780144,0.5393901,0.055360623,0.52768034
59,0.067242205,0.5336211,0.073076054,0.536538,0.03791499,0.5189575,0.13627681,0.5681384,0.025493002,0.5127465,0.08759913,0.5437996,0.08434064,0.54217035,0.10049789,0.5502489,0.1487636,0.5743818,0.0946816,0.5473408
60,0.1618363,0.58091813,0.13823414,0.56911707,0.13291624,0.5664581,0.19547789,0.5977389,0.10151246,0.5507562,0.21789065,0.6089453,0.16633569,0.58316785,0.19469634,0.59734815,0.23363733,0.61681867,0.21883409,0.609417
61,0.18442747,0.59221375,0.1516569,0.57582843,0.11781554,0.55890775,0.18837772,0.59418887,0.14371292,0.57185644,0.22336188,0.6116809,0.19235107,0.59617555,0.2126225,0.60631126,0.2206913,0.61034566,0.21409643,0.6070482
62,0.14854568,0.5742729,0.13512148,0.56756073,0.07962586,0.5398129,0.18996623,0.5949831,0.10068986,0.55034494,0.20316838,0.6015842,0.18396349,0.59198177,0.2013622,0.60068107,0.23045257,0.61522627,0.20466222,0.6023311
63,0.1632675,0.58163375,0.15850504,0.57925254,0.10982217,0.5549111,0.19007884,0.5950394,0.1320708,0.5660354,0.21937859,0.6096893,0.21494967,0.6074748,0.19986813,0.59993404,0.27159375,0.6357969,0.23531003,0.61765504
64,0.00879725,0.50439864,-0.012352622,0.49382368,-0.02023587,0.48988205,0.010521576,0.50526077,-0.049293846,0.47535306,0.013386987,0.5066935,-0.010345859,0.49482706,0.019500462,0.50975025,0.044621162,0.52231055,0.016903749,0.5084519
65,0.084192276,0.54209614,0.0579562,0.5289781,0.050274186,0.52513707,0.104571864,0.5522859,0.035829652,0.51791483,0.10413182,0.5520659,0.06707691,0.53353846,0.101775646,0.5508878,0.13305083,0.5665254,0.11326973,0.55663484
66,0.070105664,0.53505284,0.027816417,0.5139082,0.04599438,0.5229972,0.1172048,0.5586024,-0.017516352,0.4912418,0.031119157,0.51555955,-0.0044691833,0.49776542,0.04949581,0.5247479,0.07173926,0.5358696,0.04708956,0.5235448
67,0.3088016,0.6544008,0.339099,0.66954947,0.28273225,0.6413661,0.3628022,0.68140113,0.22615336,0.6130767,0.24301338,0.6215067,0.23327568,0.6166378,0.27810314,0.63905156,0.2796781,0.63983905,0.22706895,0.61353445
68,0.107629225,0.5538146,0.124459095,0.5622296,0.058774978,0.5293875,0.13737349,0.5686867,0.0796209,0.5398104,0.120716825,0.5603584,0.10792674,0.55396336,0.12897027,0.56448513,0.1790604,0.5895302,0.14809328,0.5740466
69,0.21891774,0.60945886,0.25626624,0.6281331,0.17420809,0.587104,0.26821202,0.63410604,0.17044377,0.5852219,0.2744634,0.6372317,0.22224003,0.61112,0.2994784,0.6497392,0.354232,0.67711604,0.30469853,0.65234923
70,0.061684117,0.53084207,0.049441665,0.52472085,0.04137162,0.5206858,0.077422775,0.53871137,0.028375188,0.5141876,0.062763706,0.53138185,0.05149018,0.5257451,0.06446268,0.53223133,0.122741446,0.56137073,0.06423899,0.5321195
71,0.07735793,0.53867894,0.05954248,0.52977127,0.025991792,0.5129959,0.10406871,0.5520344,0.014584082,0.50729203,0.06849611,0.53424805,0.060537286,0.53026867,0.07576142,0.5378807,0.12411457,0.56205726,0.09676631,0.5483832
72,0.20976913,0.60488456,0.19415583,0.5970779,0.14532056,0.57266027,0.25080484,0.62540245,0.12637006,0.56318504,0.23517099,0.6175855,0.23075101,0.6153755,0.25410768,0.62705386,0.29946107,0.64973056,0.27756333,0.63878167
73,-0.0367706,0.4816147,-0.041645437,0.4791773,-0.025135912,0.48743203,0.0153012555,0.5076506,-0.05690572,0.47154713,-0.012119514,0.49394023,0.0018397896,0.5009199,-0.0016938229,0.49915308,0.045320947,0.5226605,0.010908045,0.505454
74,0.20658205,0.60329103,0.16892156,0.5844608,0.14050329,0.57025164,0.27242088,0.63621044,0.16033535,0.58016765,0.2619374,0.6309687,0.24333897,0.6216695,0.23414838,0.6170742,0.32516116,0.6625806,0.2775157,0.6387578
75,0.0042621735,0.5021311,-0.014536552,0.49273172,-0.034015067,0.48299247,-0.005944127,0.49702793,-0.0388282,0.4805859,0.020731483,0.5103657,0.0003448613,0.50017244,0.02006294,0.51003146,0.036452435,0.5182262,0.024735233,0.5123676
76,0.057534598,0.5287673,0.05201654,0.52600825,0.059937272,0.5299686,0.11518407,0.55759203,0.03711909,0.5185596,0.0871862,0.5435931,0.087042205,0.5435211,0.09592341,0.5479617,0.15483062,0.5774153,0.10903546,0.55451775
77,0.15559,0.577795,0.17281088,0.58640546,0.10420205,0.552101,0.23365295,0.6168265,0.12661965,0.56330985,0.19444288,0.59722143,0.19950616,0.5997531,0.2243844,0.6121922,0.26771256,0.6338563,0.23753622,0.6187681
78,0.10694115,0.55347055,0.09983364,0.5499168,0.08891259,0.5444563,0.1613046,0.5806523,0.04764107,0.5238205,0.106391534,0.5531958,0.071947336,0.53597367,0.12989333,0.56494665,0.14451864,0.5722593,0.102759145,0.55137956
79,0.035154864,0.5175774,0.020634037,0.510317,0.0020564646,0.50102824,0.05295618,0.5264781,-0.0123947915,0.4938026,0.016925627,0.5084628,0.0202158,0.5101079,0.043968312,0.52198416,0.06694646,0.53347325,0.037452307,0.51872617
80,0.16322844,0.5816142,0.16737548,0.5836877,0.09986881,0.5499344,0.17610475,0.5880524,0.12666363,0.56333184,0.16773757,0.5838688,0.16866258,0.5843313,0.166887,0.5834435,0.21233758,0.6061688,0.19296268,0.5964813
81,0.15315755,0.5765788,0.14402305,0.57201153,0.14438,0.57219,0.22090411,0.61045206,0.10868873,0.55434436,0.15820464,0.57910234,0.13250111,0.56625056,0.17450538,0.5872527,0.19507554,0.59753776,0.18261096,0.5913055
82,-0.009320726,0.49533963,-0.025485445,0.48725727,-0.023238685,0.48838067,0.017343218,0.5086716,-0.0413542,0.4793229,0.010029241,0.5050146,-0.0071659535,0.49641702,0.011701755,0.50585085,0.062272616,0.53113633,0.02186288,0.51093143
83,0.11116144,0.55558074,0.103121094,0.5515605,0.06449853,0.5322493,0.16421402,0.582107,0.06551808,0.5327591,0.13515165,0.5675758,0.110069826,0.55503494,0.133659,0.5668295,0.17320062,0.5866003,0.14312816,0.5715641
84,0.13527422,0.5676371,0.075305805,0.5376529,0.094525635,0.5472628,0.13940391,0.56970197,0.09621352,0.5481068,0.13925444,0.5696272,0.1046592,0.5523296,0.13599275,0.5679964,0.15487793,0.57743895,0.1274338,0.5637169
85,0.13316959,0.5665848,0.09492066,0.5474603,0.11211988,0.55605996,0.12306641,0.5615332,0.107395515,0.55369776,0.1416176,0.57080877,0.10762723,0.55381364,0.14472543,0.5723627,0.15764025,0.5788201,0.1303411,0.5651705
86,0.015010905,0.5075055,0.0083424095,0.5041712,-0.003874839,0.49806258,0.072138086,0.53606904,-0.008679249,0.49566036,0.025838466,0.51291925,0.034899175,0.5174496,0.038614236,0.51930714,0.07364069,0.53682035,0.040059485,0.5200297
