Unnamed: 0,Modifiedgpt4o-onmini_doordash_pm_Raw_Score,Modifiedgpt4o-onmini_doordash_pm_Score,Modifiedgpt4o-onmini_apple_pm_Raw_Score,Modifiedgpt4o-onmini_apple_pm_Score,Modifiedgpt4o-onmini_samsara_pm_Raw_Score,Modifiedgpt4o-onmini_samsara_pm_Score,Modifiedgpt4o-onmini_yelp_pm_Raw_Score,Modifiedgpt4o-onmini_yelp_pm_Score,Modifiedgpt4o-onmini_match_pm_Raw_Score,Modifiedgpt4o-onmini_match_pm_Score,Modifiedgpt4o-onmini_i2c_ux_Raw_Score,Modifiedgpt4o-onmini_i2c_ux_Score,Modifiedgpt4o-onmini_adobe_ux_Raw_Score,Modifiedgpt4o-onmini_adobe_ux_Score,Modifiedgpt4o-onmini_amazon_ux_Raw_Score,Modifiedgpt4o-onmini_amazon_ux_Score,Modifiedgpt4o-onmini_rowan_ux_Raw_Score,Modifiedgpt4o-onmini_rowan_ux_Score,Modifiedgpt4o-onmini_google_ux_Raw_Score,Modifiedgpt4o-onmini_google_ux_Score
2584,0.7738967,0.88694835,0.7118583,0.85592914,0.6689465,0.83447325,0.60347164,0.8017358,0.72236943,0.8611847,0.7150987,0.8575493,0.6585785,0.82928926,0.7078,0.85389996,0.6277065,0.81385326,0.6674659,0.83373296
2585,0.6584971,0.82924855,0.6467736,0.8233868,0.57971495,0.7898575,0.5705185,0.78525925,0.61297977,0.8064899,0.6549125,0.82745624,0.6362177,0.81810886,0.6490439,0.82452196,0.62990403,0.814952,0.6597707,0.82988536
2586,0.7515184,0.87575924,0.7522961,0.87614805,0.65882945,0.8294147,0.66671526,0.83335763,0.67347115,0.8367356,0.6809524,0.8404762,0.6407079,0.820354,0.7225934,0.8612967,0.69592005,0.84796,0.6661835,0.83309174
2587,0.7076446,0.8538223,0.65921545,0.8296077,0.65630573,0.8281529,0.62400436,0.8120022,0.6214681,0.81073403,0.6291396,0.81456983,0.5789747,0.78948736,0.6536331,0.82681656,0.6149196,0.80745983,0.63076824,0.81538415
2588,0.7711053,0.88555264,0.7198244,0.85991216,0.6973425,0.84867126,0.67226124,0.8361306,0.6647359,0.83236796,0.66343665,0.8317183,0.5753033,0.78765166,0.7134743,0.85673714,0.68085825,0.8404291,0.6508296,0.8254148
2589,0.8068645,0.90343225,0.72605413,0.8630271,0.73118556,0.8655928,0.6355133,0.81775665,0.7320437,0.8660219,0.74539137,0.8726957,0.6551621,0.82758105,0.73563325,0.8678166,0.6588629,0.8294314,0.71842146,0.8592107
2590,0.715156,0.85757804,0.6980927,0.84904635,0.684302,0.842151,0.6375157,0.8187579,0.65591604,0.827958,0.6427245,0.82136226,0.63194096,0.8159705,0.6751684,0.8375842,0.6043291,0.80216455,0.64771956,0.8238598
2591,0.75496095,0.8774805,0.7059749,0.8529874,0.6711318,0.8355659,0.62204516,0.8110226,0.6992993,0.84964967,0.75636005,0.87818,0.6902045,0.84510225,0.74186736,0.87093365,0.70082563,0.85041285,0.7468151,0.87340754
2592,0.7232877,0.86164385,0.6942274,0.8471137,0.6918402,0.8459201,0.6492542,0.8246271,0.6848602,0.8424301,0.6588266,0.8294133,0.6107942,0.8053971,0.6613362,0.8306681,0.62537384,0.8126869,0.6536379,0.82681894
2594,0.71815825,0.8590791,0.67623156,0.8381158,0.6537656,0.82688284,0.71333474,0.8566674,0.67400676,0.83700335,0.65152586,0.8257629,0.63302743,0.8165137,0.68771464,0.8438573,0.658555,0.8292775,0.6518158,0.8259079
2595,0.70719063,0.8535953,0.72122747,0.8606137,0.6803396,0.8401698,0.66481924,0.8324096,0.66670275,0.8333514,0.6433401,0.82167006,0.63462603,0.817313,0.690132,0.845066,0.6338343,0.8169172,0.65690076,0.8284504
2597,0.7722934,0.88614666,0.7137993,0.8568996,0.73438424,0.86719215,0.6490207,0.82451034,0.70878094,0.8543905,0.71873987,0.85936993,0.64019156,0.8200958,0.72738373,0.86369187,0.64981914,0.82490957,0.67648035,0.83824015
2645,0.7024791,0.85123956,0.7266475,0.86332375,0.65609586,0.82804793,0.658286,0.829143,0.67112064,0.8355603,0.62891334,0.8144567,0.6260204,0.8130102,0.68106556,0.8405328,0.66643083,0.8332154,0.65996164,0.82998085
2654,0.69108605,0.845543,0.6987912,0.84939563,0.67595977,0.8379799,0.68826336,0.8441317,0.6609452,0.8304726,0.6066721,0.803336,0.58278835,0.7913942,0.6843413,0.84217066,0.6177398,0.8088699,0.6259636,0.81298184
2655,0.6822281,0.84111404,0.6541049,0.8270525,0.64948976,0.8247449,0.6847714,0.8423857,0.6345279,0.81726396,0.61520946,0.80760473,0.57778704,0.7888935,0.6266831,0.81334156,0.62541306,0.81270653,0.6029543,0.8014772
2656,0.646232,0.823116,0.69991875,0.8499594,0.64188075,0.8209404,0.6277499,0.81387496,0.58451545,0.7922577,0.5648241,0.78241205,0.5327189,0.76635945,0.63889384,0.8194469,0.57789123,0.7889456,0.5745903,0.78729516
2657,0.69633245,0.8481662,0.7065474,0.8532737,0.6452934,0.82264674,0.62622595,0.813113,0.6895269,0.84476346,0.72251666,0.8612583,0.6881379,0.84406894,0.788257,0.8941285,0.79211736,0.8960587,0.7710617,0.8855308
2658,0.7240057,0.86200285,0.6548756,0.82743776,0.6586229,0.8293115,0.6247882,0.81239414,0.6246575,0.81232876,0.63766885,0.8188344,0.5486202,0.7743101,0.6487947,0.8243973,0.6237032,0.8118516,0.596365,0.7981825
2659,0.62560594,0.812803,0.64856696,0.8242835,0.5903106,0.7951553,0.60263336,0.8013167,0.61401147,0.80700576,0.6328437,0.81642187,0.6668751,0.83343756,0.6317345,0.81586725,0.69043887,0.84521943,0.6894474,0.8447237
2660,0.63656735,0.8182837,0.6575093,0.82875466,0.6089624,0.8044812,0.5940089,0.79700446,0.59256756,0.7962838,0.56592107,0.78296053,0.5852573,0.79262865,0.60868394,0.804342,0.5883156,0.7941578,0.58278686,0.7913934
2741,0.7132764,0.8566382,0.6294285,0.81471425,0.61929023,0.8096451,0.63442373,0.81721187,0.6091434,0.8045717,0.59903467,0.79951733,0.56005526,0.7800276,0.59484637,0.7974232,0.6196179,0.80980897,0.60538495,0.8026925
2766,0.6868577,0.84342885,0.7811294,0.8905647,0.6394358,0.8197179,0.6355773,0.81778866,0.63389635,0.8169482,0.6007676,0.8003838,0.63782907,0.81891453,0.6842747,0.84213734,0.65778583,0.82889295,0.6492426,0.8246213
2793,0.74650705,0.8732535,0.76063067,0.8803153,0.6607736,0.83038676,0.62944794,0.81472397,0.7177757,0.85888785,0.74725014,0.87362504,0.74671817,0.8733591,0.74125713,0.8706286,0.71420467,0.85710233,0.7482145,0.87410724
2810,0.6906612,0.8453306,0.7072466,0.8536233,0.6791489,0.83957446,0.60898876,0.8044944,0.60883456,0.80441725,0.55895245,0.7794762,0.5104049,0.7552024,0.6666376,0.8333188,0.60523295,0.8026165,0.53055274,0.7652764
2824,0.7137608,0.8568804,0.7407566,0.87037826,0.6993207,0.84966034,0.6681082,0.8340541,0.6770637,0.83853185,0.61459845,0.80729926,0.6186218,0.8093109,0.71734035,0.8586702,0.6499433,0.8249717,0.6254648,0.8127324
3002,0.68712664,0.8435633,0.66976845,0.8348842,0.6141855,0.8070928,0.62494725,0.81247365,0.61526835,0.8076342,0.591084,0.795542,0.6385057,0.81925285,0.61137617,0.8056881,0.6305258,0.8152629,0.6239679,0.81198394
3021,0.65615594,0.828078,0.6757691,0.83788455,0.58864427,0.79432213,0.5790534,0.7895267,0.6184336,0.8092168,0.5255637,0.76278186,0.5506209,0.77531046,0.6000371,0.80001855,0.5750158,0.7875079,0.53607905,0.7680395
3093,0.759822,0.879911,0.7632032,0.8816016,0.69348496,0.8467425,0.6874318,0.8437159,0.7509676,0.8754838,0.7075019,0.85375094,0.72457933,0.86228967,0.7295919,0.8647959,0.7322916,0.8661458,0.7511734,0.8755867
3105,0.75697476,0.87848735,0.6995058,0.8497529,0.66426516,0.8321326,0.61762816,0.80881405,0.6800839,0.84004194,0.68445385,0.8422269,0.66230357,0.8311518,0.67597,0.83798504,0.65340126,0.8267006,0.6685847,0.83429235
3113,0.6258471,0.81292355,0.58470654,0.7923533,0.5678059,0.78390294,0.53206235,0.76603115,0.55264735,0.7763237,0.6205344,0.8102672,0.549405,0.7747025,0.59593534,0.7979677,0.5706013,0.7853006,0.5889993,0.79449964
3118,0.66099465,0.8304973,0.64940804,0.82470405,0.5789145,0.78945726,0.580596,0.790298,0.6314768,0.81573844,0.62875235,0.8143762,0.63919127,0.81959563,0.64909863,0.8245493,0.6663002,0.8331501,0.6663901,0.8331951
3120,0.6744288,0.8372144,0.6641688,0.8320844,0.61513305,0.8075665,0.6093155,0.80465776,0.627554,0.81377697,0.6436793,0.8218397,0.62812954,0.81406474,0.672262,0.836131,0.6406342,0.8203171,0.67683387,0.83841693
3122,0.79365194,0.89682597,0.73734164,0.8686708,0.7332876,0.8666438,0.6369758,0.8184879,0.72660255,0.8633013,0.74510914,0.87255454,0.6813179,0.84065896,0.75693953,0.87846977,0.701208,0.850604,0.73337954,0.8666898
3123,0.75642085,0.8782104,0.72150457,0.8607523,0.7074543,0.85372716,0.636016,0.818008,0.71327466,0.85663736,0.7073675,0.8536837,0.68348074,0.84174037,0.7338921,0.86694604,0.69677496,0.8483875,0.7005154,0.8502577
3133,0.7184121,0.8592061,0.6803535,0.84017676,0.64183193,0.82091594,0.62078995,0.810395,0.65048325,0.8252416,0.67392945,0.8369647,0.65274215,0.8263711,0.70120305,0.85060155,0.642475,0.8212375,0.6870104,0.8435052
3134,0.7853121,0.8926561,0.7223247,0.86116236,0.73212755,0.8660638,0.6526079,0.82630396,0.71754134,0.85877067,0.7656817,0.8828409,0.65964705,0.8298235,0.76628304,0.8831415,0.71218574,0.8560929,0.72896904,0.86448455
3135,0.7691922,0.8845961,0.680212,0.840106,0.6951314,0.8475657,0.60882765,0.8044138,0.68342936,0.8417147,0.6671286,0.8335643,0.5902703,0.79513514,0.65348977,0.8267449,0.62167776,0.8108389,0.6304708,0.8152354
3136,0.77906156,0.8895308,0.73851776,0.8692589,0.66956854,0.83478427,0.6389144,0.8194572,0.7140759,0.85703796,0.73093,0.865465,0.6598754,0.8299377,0.7528392,0.8764196,0.70818627,0.85409313,0.7242335,0.86211675
3137,0.73197424,0.8659871,0.65116537,0.8255827,0.6474943,0.82374716,0.5961884,0.7980942,0.6477678,0.8238839,0.6797352,0.8398676,0.6160827,0.80804133,0.67243296,0.83621645,0.6206114,0.8103057,0.6609172,0.83045864
3138,0.7155222,0.85776114,0.6509862,0.8254931,0.6686461,0.83432305,0.61054265,0.8052713,0.6277461,0.81387305,0.6684754,0.8342377,0.59381604,0.796908,0.65554875,0.8277744,0.6098558,0.8049279,0.6525248,0.8262624
3139,0.71076405,0.855382,0.66619694,0.8330985,0.65990317,0.8299516,0.6027746,0.8013873,0.6300606,0.81503034,0.6739499,0.836975,0.5627266,0.7813633,0.67137355,0.8356868,0.6276821,0.81384104,0.6448723,0.82243615
3140,0.77098215,0.8854911,0.6886723,0.84433615,0.6862972,0.8431486,0.6282599,0.81412995,0.6845058,0.8422529,0.69315135,0.8465757,0.6460737,0.82303685,0.70029116,0.8501456,0.65853125,0.8292656,0.68978345,0.8448917
3141,0.73518276,0.8675914,0.73083913,0.86541957,0.6612045,0.8306023,0.61080337,0.8054017,0.69382906,0.8469145,0.7112875,0.85564375,0.6699822,0.8349911,0.702127,0.8510635,0.6815333,0.84076667,0.72274184,0.8613709
3142,0.7831675,0.89158374,0.6741347,0.83706737,0.7136128,0.8568064,0.62107635,0.8105382,0.71293986,0.8564699,0.7599525,0.8799763,0.62758195,0.813791,0.7399863,0.86999315,0.67020893,0.83510447,0.71939886,0.8596994
3143,0.75919807,0.87959903,0.68223286,0.8411164,0.6848711,0.84243554,0.61160135,0.8058007,0.69837725,0.8491886,0.71382976,0.8569149,0.65460867,0.82730436,0.7085009,0.85425043,0.65708375,0.8285419,0.693283,0.84664154
3144,0.78541064,0.8927053,0.72253835,0.8612692,0.72582215,0.8629111,0.63381594,0.816908,0.72463083,0.8623154,0.75075763,0.87537885,0.6770216,0.8385108,0.76222026,0.88111013,0.67985654,0.83992827,0.7046702,0.8523351
3145,0.60758996,0.803795,0.60153383,0.80076694,0.54567957,0.7728398,0.53965706,0.76982856,0.585223,0.7926115,0.57773864,0.7888693,0.57152337,0.7857617,0.5604122,0.7802061,0.5683726,0.7841863,0.5725913,0.78629565
3146,0.68232036,0.8411602,0.6481306,0.8240653,0.63587487,0.81793743,0.59480405,0.797402,0.6284969,0.81424844,0.6695214,0.83476067,0.61407936,0.8070397,0.6496905,0.82484525,0.6418632,0.8209316,0.64466447,0.82233226
3147,0.6912349,0.8456174,0.6650925,0.83254623,0.66105783,0.8305289,0.6449155,0.8224578,0.6297293,0.81486464,0.6658381,0.83291906,0.6084411,0.80422056,0.6901318,0.8450659,0.6930614,0.8465307,0.6708604,0.8354302
3148,0.7090205,0.85451025,0.66782475,0.8339124,0.64472264,0.82236135,0.57892966,0.78946483,0.6792755,0.83963776,0.71818066,0.8590903,0.7019087,0.85095435,0.70608103,0.8530405,0.66153944,0.8307697,0.71239877,0.8561994
3149,0.7635658,0.8817829,0.69203675,0.8460184,0.66020155,0.8301008,0.6429845,0.82149225,0.683542,0.841771,0.6847762,0.8423881,0.6386435,0.81932175,0.6745447,0.83727235,0.6455767,0.82278836,0.66243565,0.8312178
3150,0.75876236,0.8793812,0.6427304,0.82136524,0.66498446,0.83249223,0.60787725,0.8039386,0.64685,0.823425,0.709157,0.8545785,0.5873208,0.7936604,0.6732019,0.83660096,0.62584853,0.81292427,0.66602165,0.8330108
3153,0.70360184,0.8518009,0.6301887,0.81509435,0.62988967,0.81494486,0.5887614,0.79438066,0.6279427,0.81397134,0.6672859,0.83364296,0.5892216,0.7946108,0.61832964,0.8091648,0.61521375,0.8076069,0.63535094,0.8176755
3155,0.68704003,0.84352005,0.64784753,0.82392377,0.62588763,0.8129438,0.550112,0.775056,0.61256635,0.8062832,0.6203816,0.8101908,0.5939386,0.7969693,0.6212454,0.8106227,0.57745683,0.7887284,0.61323184,0.80661595
3156,0.77705014,0.88852507,0.647004,0.823502,0.72131336,0.8606567,0.6045279,0.802264,0.7142294,0.8571147,0.6808102,0.8404051,0.5709506,0.7854753,0.68189335,0.8409467,0.59793246,0.7989662,0.65046775,0.8252339
3157,0.7398968,0.8699484,0.66555834,0.83277917,0.7017775,0.8508887,0.6169877,0.80849385,0.6897402,0.8448701,0.6816172,0.84080863,0.62728095,0.8136405,0.6729415,0.8364707,0.63685274,0.8184264,0.6695803,0.8347901
3158,0.7097642,0.8548821,0.65672517,0.8283626,0.632884,0.816442,0.57154405,0.785772,0.6566057,0.82830286,0.6716187,0.83580935,0.6096616,0.8048308,0.6522025,0.82610124,0.603672,0.801836,0.6433472,0.82167363
3159,0.6712915,0.83564574,0.61362684,0.8068134,0.67674106,0.83837056,0.51196885,0.7559844,0.67010367,0.83505183,0.69922686,0.8496134,0.62572634,0.8128632,0.68895817,0.8444791,0.60288405,0.801442,0.66437477,0.8321874
3160,0.7380571,0.86902857,0.70901746,0.85450876,0.682907,0.8414535,0.608998,0.80449903,0.68550813,0.84275407,0.6978834,0.8489417,0.6768365,0.83841825,0.7058185,0.8529092,0.66046494,0.8302325,0.70332277,0.8516614
3161,0.81858146,0.90929073,0.77312696,0.8865635,0.71740925,0.8587046,0.6529608,0.8264804,0.7584889,0.87924445,0.74337184,0.8716859,0.67271435,0.8363572,0.7406305,0.87031525,0.6858438,0.8429219,0.7362,0.8681
3162,0.7473947,0.87369734,0.6573815,0.82869077,0.6431032,0.82155156,0.6059164,0.8029582,0.6589169,0.8294585,0.66994536,0.8349727,0.60809714,0.80404854,0.6661835,0.83309174,0.6320344,0.8160172,0.64513886,0.82256943
3186,0.8033229,0.90166146,0.7678782,0.8839391,0.72587705,0.8629385,0.67166287,0.8358314,0.75881314,0.8794066,0.7370527,0.86852634,0.7110711,0.8555355,0.7540052,0.8770026,0.70940703,0.85470355,0.75068456,0.87534225
3225,0.7920087,0.8960043,0.77212197,0.88606095,0.72439885,0.8621994,0.71665573,0.85832787,0.7399981,0.86999905,0.7135446,0.8567723,0.6755693,0.83778465,0.7460202,0.8730101,0.69196725,0.8459836,0.7042359,0.85211796
3315,0.6953002,0.8476501,0.6367108,0.81835544,0.6566951,0.82834756,0.5674107,0.78370535,0.6326201,0.81631005,0.73545736,0.8677287,0.6484512,0.8242256,0.69578254,0.8478913,0.6660162,0.8330081,0.7008797,0.85043985
3321,0.63176596,0.815883,0.6310315,0.81551576,0.58497167,0.79248583,0.5978309,0.79891545,0.5659852,0.7829926,0.5290654,0.7645327,0.512163,0.75608146,0.60544,0.80272,0.5307004,0.7653502,0.524297,0.7621485
3332,0.7292509,0.86462545,0.722546,0.861273,0.7462988,0.8731494,0.63391864,0.8169593,0.6821857,0.8410928,0.6982882,0.8491441,0.6355747,0.81778735,0.71452343,0.8572617,0.68255824,0.84127915,0.68704456,0.8435223
5877,0.68509066,0.84254533,0.75537145,0.8776857,0.68545586,0.8427279,0.65370405,0.826852,0.66519535,0.8325977,0.6026273,0.80131364,0.61441165,0.8072058,0.6644876,0.8322438,0.6445718,0.8222859,0.64593786,0.82296896
5981,0.77384996,0.886925,0.71815443,0.8590772,0.70838934,0.85419464,0.63431025,0.8171551,0.77364564,0.8868228,0.77689075,0.8884454,0.72114336,0.8605717,0.7533075,0.8766538,0.72017854,0.8600893,0.7613707,0.8806853
6043,0.74025583,0.8701279,0.66738313,0.8336916,0.6244313,0.8122157,0.5880383,0.79401916,0.68158084,0.8407904,0.7003209,0.8501605,0.66491437,0.8324572,0.65209734,0.8260487,0.6810641,0.84053206,0.67437106,0.8371855
6078,0.7039796,0.8519898,0.62769413,0.81384706,0.63736653,0.81868327,0.58312356,0.7915618,0.6633245,0.83166224,0.6125107,0.80625534,0.5342299,0.76711494,0.6165061,0.80825305,0.6182484,0.80912423,0.6132724,0.8066362
6081,0.7855716,0.8927858,0.6884062,0.8442031,0.7032956,0.8516478,0.7067116,0.85335577,0.71811396,0.85905695,0.7818185,0.89090925,0.6933445,0.84667224,0.74086016,0.8704301,0.7462308,0.8731154,0.7585877,0.87929386
6082,0.7663371,0.8831686,0.6456013,0.82280064,0.6601379,0.83006895,0.63520545,0.81760275,0.6906179,0.84530896,0.7583864,0.8791932,0.69316554,0.8465828,0.6917105,0.84585524,0.71839035,0.8591952,0.73528326,0.8676416
6090,0.64130706,0.82065356,0.59124076,0.7956204,0.55917794,0.77958894,0.572521,0.7862605,0.5769606,0.7884803,0.60428244,0.8021412,0.59735227,0.79867613,0.60342824,0.8017141,0.59147334,0.7957367,0.61856806,0.80928403
6127,0.7030642,0.8515321,0.7245703,0.86228514,0.7137896,0.8568948,0.630008,0.815004,0.67499316,0.8374966,0.6914615,0.8457308,0.62061095,0.8103055,0.69922006,0.84961003,0.65038204,0.825191,0.6838326,0.8419163
6211,0.653471,0.8267355,0.6439489,0.82197446,0.5898836,0.7949418,0.5490936,0.7745468,0.60157895,0.8007895,0.61232835,0.80616415,0.5982213,0.79911065,0.620574,0.810287,0.6016674,0.8008337,0.61829126,0.8091456
6213,0.7586274,0.8793137,0.6464727,0.82323635,0.63145113,0.81572556,0.55287147,0.77643573,0.6749521,0.837476,0.7020238,0.8510119,0.61493325,0.8074666,0.6535751,0.8267876,0.64685273,0.82342637,0.67168045,0.8358402
6214,0.67404765,0.83702385,0.6416909,0.8208455,0.6353354,0.8176677,0.5605719,0.78028595,0.6099576,0.8049788,0.6582823,0.82914114,0.61387,0.806935,0.6369958,0.8184979,0.62133694,0.81066847,0.64867365,0.8243368
6231,0.6816865,0.84084326,0.64689493,0.82344747,0.6364888,0.8182444,0.56690884,0.7834544,0.6411289,0.82056445,0.6520511,0.82602555,0.6179885,0.8089943,0.65302,0.82651,0.6236911,0.81184554,0.64781964,0.8239098
6232,0.7765125,0.88825625,0.6930344,0.8465172,0.7229785,0.86148924,0.61256915,0.80628455,0.70554924,0.8527746,0.7236855,0.86184275,0.61902595,0.809513,0.72221494,0.86110747,0.6636533,0.8318267,0.70335203,0.851676
6233,0.7435471,0.87177354,0.7151399,0.85756993,0.7204386,0.8602193,0.5971409,0.79857045,0.6742877,0.83714384,0.684528,0.842264,0.5991335,0.79956675,0.6870146,0.8435073,0.6656693,0.83283466,0.6448865,0.82244325
6239,0.6060351,0.80301756,0.6045427,0.80227137,0.57737446,0.7886872,0.60318387,0.80159193,0.55354446,0.77677226,0.5820209,0.79101044,0.576749,0.78837454,0.59814644,0.7990732,0.6358169,0.8179084,0.6122134,0.8061067
6240,0.71558726,0.8577936,0.6340815,0.81704074,0.65054137,0.82527065,0.5501114,0.7750557,0.67184603,0.835923,0.66436124,0.8321806,0.6079296,0.8039648,0.61861527,0.80930763,0.5987421,0.79937106,0.6256572,0.8128286
6254,0.7170602,0.8585301,0.7632865,0.88164324,0.6667319,0.8333659,0.6531162,0.8265581,0.70766056,0.8538303,0.6626602,0.83133006,0.66489434,0.8324472,0.73689485,0.8684474,0.6649807,0.8324903,0.67280895,0.83640444
6255,0.66453946,0.8322697,0.605472,0.80273604,0.6096493,0.80482465,0.5521859,0.77609295,0.59986544,0.7999327,0.6175139,0.80875695,0.59762114,0.7988106,0.59781754,0.79890877,0.5962614,0.7981307,0.5973098,0.7986549
6342,0.6449428,0.8224714,0.65136755,0.8256838,0.59457433,0.79728717,0.5307689,0.76538444,0.65551996,0.82776,0.6249876,0.8124938,0.6195049,0.80975246,0.6344452,0.8172226,0.6033883,0.80169415,0.5885407,0.79427034
7630,0.6270013,0.81350064,0.6882784,0.8441392,0.5636116,0.7818058,0.59717923,0.7985896,0.6088387,0.80441934,0.59802055,0.7990103,0.63394487,0.81697243,0.67485285,0.8374264,0.63743776,0.8187189,0.67184913,0.83592457
7654,0.61971265,0.8098563,0.6198207,0.80991036,0.57767224,0.7888361,0.5377046,0.7688523,0.55156136,0.7757807,0.56407726,0.7820386,0.52645695,0.7632285,0.5455633,0.7727816,0.5774609,0.78873044,0.56367254,0.7818363
8890,0.7196145,0.85980725,0.6781459,0.83907294,0.6432523,0.8216262,0.6392065,0.81960326,0.6667627,0.83338135,0.75079083,0.8753954,0.6864772,0.8432386,0.7394904,0.8697452,0.7349562,0.86747813,0.76592016,0.8829601
8916,0.68537986,0.84268993,0.6579751,0.82898754,0.6346804,0.8173402,0.56790113,0.78395057,0.61713517,0.8085676,0.6016534,0.80082667,0.58599734,0.7929987,0.6126145,0.80630726,0.6050043,0.80250216,0.59386665,0.7969333
9028,0.6687547,0.83437735,0.6449152,0.8224576,0.63178945,0.8158947,0.6000175,0.8000088,0.60599804,0.802999,0.6711241,0.83556205,0.6289613,0.81448066,0.6727705,0.83638525,0.6427617,0.82138085,0.70189965,0.8509498
9066,0.7206625,0.86033124,0.66378593,0.83189297,0.6377132,0.8188566,0.58877504,0.7943875,0.66334665,0.8316733,0.6578225,0.82891124,0.60453725,0.8022686,0.6614194,0.8307097,0.63503337,0.8175167,0.64554524,0.8227726
