Unnamed: 0,Modifiedgpt4o-on3.5_doordash_pm_Raw_Score,Modifiedgpt4o-on3.5_doordash_pm_Score,Modifiedgpt4o-on3.5_apple_pm_Raw_Score,Modifiedgpt4o-on3.5_apple_pm_Score,Modifiedgpt4o-on3.5_samsara_pm_Raw_Score,Modifiedgpt4o-on3.5_samsara_pm_Score,Modifiedgpt4o-on3.5_yelp_pm_Raw_Score,Modifiedgpt4o-on3.5_yelp_pm_Score,Modifiedgpt4o-on3.5_match_pm_Raw_Score,Modifiedgpt4o-on3.5_match_pm_Score,Modifiedgpt4o-on3.5_i2c_ux_Raw_Score,Modifiedgpt4o-on3.5_i2c_ux_Score,Modifiedgpt4o-on3.5_adobe_ux_Raw_Score,Modifiedgpt4o-on3.5_adobe_ux_Score,Modifiedgpt4o-on3.5_amazon_ux_Raw_Score,Modifiedgpt4o-on3.5_amazon_ux_Score,Modifiedgpt4o-on3.5_rowan_ux_Raw_Score,Modifiedgpt4o-on3.5_rowan_ux_Score,Modifiedgpt4o-on3.5_google_ux_Raw_Score,Modifiedgpt4o-on3.5_google_ux_Score
2584,0.7676226,0.8838113,0.71884584,0.8594229,0.6845222,0.8422611,0.63446224,0.8172311,0.7059214,0.8529607,0.69026965,0.84513485,0.64785206,0.82392603,0.7184942,0.8592471,0.6301755,0.81508774,0.67241,0.836205
2585,0.63020504,0.8151025,0.61539996,0.8077,0.60020924,0.8001046,0.5679956,0.7839978,0.5943585,0.7971792,0.6423028,0.8211514,0.58729225,0.7936461,0.6384362,0.8192181,0.6615774,0.83078873,0.6422149,0.82110745
2586,0.7519109,0.87595546,0.73510396,0.867552,0.67878366,0.8393918,0.66280794,0.831404,0.6557689,0.82788444,0.6907594,0.8453797,0.6189752,0.8094876,0.72913337,0.8645667,0.7000697,0.85003483,0.69024384,0.8451219
2587,0.62118894,0.81059444,0.60602486,0.80301243,0.5822897,0.79114485,0.5659016,0.78295076,0.53944916,0.7697246,0.5488191,0.77440953,0.52079934,0.7603997,0.5872969,0.7936485,0.5698518,0.78492594,0.5568713,0.77843565
2588,0.81222695,0.9061135,0.7486316,0.8743158,0.7164542,0.85822713,0.7086157,0.8543079,0.7008572,0.8504286,0.72652745,0.8632637,0.6465407,0.8232703,0.7610066,0.8805033,0.72921634,0.86460817,0.7248901,0.86244506
2589,0.74247897,0.8712395,0.6583067,0.82915336,0.7004123,0.85020614,0.60365814,0.8018291,0.68163025,0.8408151,0.7294753,0.86473763,0.63568366,0.8178418,0.70527387,0.85263693,0.66184527,0.8309226,0.7069502,0.8534751
2590,0.71288,0.85644,0.68471277,0.8423564,0.6505399,0.82526994,0.6348835,0.81744176,0.6380874,0.8190437,0.6800633,0.8400316,0.65966487,0.82983243,0.6630696,0.8315348,0.6292553,0.81462765,0.67304504,0.8365225
2591,0.6923398,0.8461699,0.68992805,0.844964,0.6655081,0.832754,0.6351036,0.8175518,0.6689967,0.83449835,0.69468737,0.8473437,0.68532026,0.8426601,0.71003056,0.8550153,0.70901114,0.85450554,0.72431064,0.8621553
2592,0.7671815,0.88359076,0.7037395,0.85186976,0.7205492,0.8602746,0.66536796,0.832684,0.72073424,0.8603671,0.6988239,0.84941196,0.5993381,0.799669,0.70723337,0.8536167,0.63136876,0.8156844,0.6572695,0.82863474
2594,0.7201612,0.8600806,0.71138304,0.85569155,0.6453622,0.82268107,0.6971524,0.8485762,0.69503057,0.8475153,0.6574404,0.8287202,0.66073227,0.83036613,0.68218017,0.8410901,0.6723901,0.83619505,0.6605965,0.83029824
2595,0.61497784,0.8074889,0.64743,0.823715,0.6016838,0.8008419,0.56591904,0.7829595,0.57923865,0.7896193,0.5943729,0.7971865,0.60250616,0.8012531,0.61994755,0.8099738,0.62243223,0.8112161,0.62353796,0.811769
2597,0.7949529,0.89747643,0.70643497,0.8532175,0.73788154,0.8689408,0.621307,0.8106535,0.73292935,0.8664647,0.7621637,0.8810818,0.6481979,0.82409894,0.72385323,0.8619266,0.64795077,0.8239754,0.6943022,0.8471511
2645,0.657388,0.828694,0.683571,0.8417855,0.72464776,0.8623239,0.62605983,0.8130299,0.6068908,0.8034454,0.6364281,0.81821406,0.5692041,0.78460205,0.6599765,0.82998824,0.67285204,0.836426,0.66529644,0.8326482
2654,0.6950719,0.84753597,0.6721556,0.8360778,0.6522845,0.82614225,0.644076,0.822038,0.64059544,0.8202977,0.5959295,0.79796475,0.54845655,0.7742283,0.6376009,0.81880045,0.5723822,0.7861911,0.578326,0.789163
2655,0.70666146,0.85333073,0.6642004,0.8321002,0.6529999,0.82649994,0.6792309,0.83961546,0.65238523,0.8261926,0.6536453,0.82682264,0.6214064,0.81070316,0.64599943,0.8229997,0.6534988,0.82674944,0.64444333,0.82222164
2656,0.68566895,0.8428345,0.71119773,0.85559887,0.64015955,0.8200798,0.60216963,0.8010848,0.6343573,0.8171786,0.62398493,0.81199247,0.5951026,0.7975513,0.6749134,0.8374567,0.6344391,0.81721956,0.60506403,0.802532
2657,0.6212461,0.81062305,0.6357179,0.81785893,0.6269481,0.81347406,0.5749389,0.78746945,0.64371073,0.82185537,0.70546687,0.85273343,0.63645613,0.81822807,0.7326269,0.86631346,0.76794255,0.8839713,0.7263634,0.8631817
2658,0.6958133,0.84790665,0.6196001,0.8098,0.62248504,0.8112425,0.59735674,0.7986784,0.5861404,0.7930702,0.6087141,0.80435705,0.5239055,0.76195276,0.61953473,0.80976737,0.6234751,0.81173754,0.5884425,0.7942213
2659,0.73260206,0.86630106,0.7216264,0.8608132,0.6595454,0.8297727,0.65795946,0.82897973,0.7303072,0.8651536,0.69570506,0.8478525,0.72550327,0.8627516,0.7149647,0.8574823,0.69200444,0.8460022,0.7120557,0.85602784
2660,0.7296649,0.86483246,0.7288277,0.86441386,0.68196225,0.8409811,0.6644295,0.8322147,0.6886363,0.84431815,0.6357791,0.8178896,0.6824752,0.8412376,0.6946709,0.84733546,0.6359897,0.81799483,0.65908,0.82954
2741,0.7057068,0.8528534,0.6267201,0.81336004,0.57276905,0.7863845,0.6395234,0.8197617,0.6151467,0.8075733,0.5962339,0.7981169,0.5866727,0.7933364,0.59148324,0.7957416,0.6052011,0.80260056,0.6032822,0.8016411
2766,0.6762457,0.83812284,0.7281779,0.86408895,0.66617775,0.8330889,0.6116197,0.80580986,0.62690383,0.8134519,0.62661517,0.8133076,0.5698688,0.7849344,0.71288383,0.8564419,0.64008594,0.82004297,0.6095344,0.8047672
2793,0.7314334,0.8657167,0.73409617,0.8670481,0.654316,0.827158,0.6685047,0.83425236,0.73343587,0.86671793,0.72403705,0.8620185,0.7584797,0.87923986,0.73098195,0.865491,0.77131414,0.8856571,0.7459176,0.8729588
2810,0.6504767,0.82523835,0.6739601,0.83698004,0.64038193,0.82019097,0.56437516,0.7821876,0.55842316,0.7792116,0.53124297,0.7656215,0.46939582,0.73469794,0.63412595,0.817063,0.56648624,0.7832431,0.48818293,0.74409145
2824,0.69114816,0.8455741,0.73879063,0.8693953,0.679798,0.839899,0.65505695,0.8275285,0.6901196,0.8450598,0.6389395,0.81946975,0.6155759,0.80778795,0.7402954,0.8701477,0.69339705,0.8466985,0.6520461,0.82602304
3002,0.74112904,0.8705645,0.71084297,0.8554215,0.6957867,0.84789336,0.68151796,0.840759,0.6842917,0.84214586,0.63522804,0.817614,0.6693369,0.83466846,0.68276227,0.84138113,0.67702353,0.83851177,0.6794684,0.8397342
3021,0.63426673,0.81713337,0.58470356,0.7923518,0.5384935,0.76924676,0.5801958,0.7900979,0.5853271,0.7926636,0.522306,0.761153,0.52403677,0.7620184,0.5535953,0.77679765,0.54960704,0.7748035,0.5288007,0.76440036
3093,0.7417493,0.87087464,0.77793944,0.8889697,0.7413692,0.8706846,0.6856533,0.84282666,0.76332366,0.88166183,0.71615005,0.858075,0.7050985,0.85254925,0.7721175,0.88605875,0.76610535,0.8830527,0.7720429,0.88602144
3105,0.7342662,0.86713314,0.6923213,0.84616065,0.6565368,0.8282684,0.602772,0.801386,0.68202245,0.8410112,0.67941284,0.8397064,0.6852262,0.8426131,0.6754271,0.83771354,0.66194093,0.83097047,0.692624,0.846312
3113,0.63363117,0.8168156,0.5970418,0.7985209,0.5734452,0.7867226,0.5266728,0.7633364,0.5676539,0.78382695,0.66743547,0.8337177,0.58253825,0.7912691,0.61370945,0.8068547,0.5981537,0.79907686,0.6332586,0.8166293
3118,0.72099006,0.86049503,0.7014935,0.85074675,0.6302688,0.8151344,0.59544694,0.7977235,0.70858747,0.8542937,0.6989479,0.84947395,0.705228,0.852614,0.7018504,0.8509252,0.68790495,0.8439525,0.7096826,0.8548413
3120,0.65836245,0.8291812,0.6478642,0.8239321,0.56889147,0.78444576,0.5976876,0.7988438,0.6153294,0.8076647,0.6519238,0.8259619,0.63392866,0.8169643,0.6650779,0.83253896,0.65141106,0.8257055,0.6975833,0.84879166
3122,0.72129,0.860645,0.68979424,0.84489715,0.6691639,0.834582,0.6096796,0.8048398,0.6234503,0.81172514,0.66343653,0.83171827,0.59804046,0.79902023,0.67080027,0.8354001,0.6509835,0.8254918,0.6499316,0.82496583
3123,0.72833216,0.8641661,0.6932844,0.8466422,0.65889096,0.8294455,0.6337285,0.81686425,0.7100601,0.85503006,0.76930106,0.8846505,0.7089639,0.85448194,0.7482004,0.8741002,0.7438593,0.87192965,0.7629696,0.8814848
3133,0.7408757,0.87043786,0.67347026,0.8367351,0.6826794,0.8413397,0.6083878,0.8041939,0.6748965,0.83744824,0.7143127,0.85715634,0.6559508,0.8279754,0.7116163,0.85580814,0.63540477,0.8177024,0.68937314,0.84468657
3134,0.7768189,0.88840944,0.72297835,0.8614892,0.72256243,0.8612812,0.66339695,0.8316985,0.7307977,0.8653989,0.75402886,0.8770144,0.6810446,0.8405223,0.7612017,0.8806008,0.7190244,0.8595122,0.7403805,0.87019026
3135,0.75499296,0.8774965,0.7081345,0.8540672,0.6941003,0.8470502,0.64510953,0.82255477,0.6991036,0.8495518,0.6759066,0.8379533,0.6266682,0.8133341,0.679507,0.8397535,0.64897996,0.82448995,0.64442354,0.82221174
3136,0.69415987,0.84707993,0.71872956,0.85936475,0.67164457,0.8358223,0.6023853,0.80119264,0.67404735,0.8370237,0.6666081,0.83330405,0.6618029,0.83090144,0.7129417,0.8564708,0.69013214,0.8450661,0.6932155,0.84660774
3137,0.7738247,0.88691235,0.7269096,0.8634548,0.7047461,0.85237306,0.6289127,0.81445634,0.7249523,0.8624761,0.74374104,0.8718705,0.67767715,0.8388386,0.7466538,0.8733269,0.68002075,0.8400104,0.73224664,0.8661233
3138,0.6935246,0.8467623,0.60473895,0.8023695,0.64360476,0.8218024,0.5970051,0.79850256,0.6077913,0.80389565,0.6642362,0.8321181,0.5782884,0.78914416,0.63719296,0.8185965,0.6101216,0.8050608,0.64149374,0.8207469
3139,0.7140231,0.85701156,0.6527299,0.826365,0.67357624,0.8367881,0.597006,0.79850304,0.6276305,0.81381524,0.6794059,0.83970296,0.57888186,0.78944093,0.67199546,0.8359977,0.659117,0.8295585,0.6461985,0.82309926
3140,0.71339846,0.8566992,0.68336916,0.8416846,0.6463111,0.8231555,0.6014286,0.8007143,0.6587945,0.82939726,0.6981788,0.8490894,0.6627856,0.83139277,0.6709782,0.8354891,0.6513334,0.82566667,0.6783359,0.83916795
3141,0.76508117,0.8825406,0.71232116,0.8561606,0.68275344,0.8413767,0.5916911,0.7958455,0.7211107,0.86055535,0.752344,0.876172,0.67953765,0.8397688,0.7326871,0.86634356,0.6752566,0.8376283,0.74195164,0.87097585
3142,0.7679422,0.8839711,0.65537167,0.82768583,0.71217626,0.85608816,0.6218297,0.8109149,0.69941986,0.8497099,0.73330647,0.8666532,0.6070249,0.80351245,0.7122265,0.85611326,0.6540299,0.8270149,0.7069832,0.8534916
3143,0.7610222,0.8805111,0.67757463,0.8387873,0.6795671,0.83978355,0.61476743,0.8073837,0.70642954,0.85321474,0.7403668,0.8701834,0.6632989,0.8316494,0.71522534,0.85761267,0.6754563,0.83772814,0.7069328,0.8534664
3144,0.6579349,0.82896745,0.6070577,0.80352885,0.6398139,0.81990695,0.5276038,0.76380193,0.6173738,0.8086869,0.6399144,0.8199572,0.5443064,0.7721532,0.663983,0.8319915,0.57284707,0.78642356,0.57051766,0.7852588
3145,0.658998,0.829499,0.6205958,0.8102979,0.58569723,0.7928486,0.57358617,0.7867931,0.6111376,0.8055688,0.62096155,0.8104808,0.60360146,0.8018007,0.6112691,0.80563456,0.60707617,0.8035381,0.6190987,0.80954933
3146,0.61898357,0.80949175,0.61484313,0.80742157,0.63601947,0.81800973,0.54992485,0.7749624,0.602106,0.801053,0.6045664,0.80228317,0.588392,0.794196,0.6199062,0.8099531,0.59803295,0.7990165,0.57823175,0.7891159
3147,0.72008276,0.8600414,0.70387053,0.85193527,0.6818626,0.8409313,0.6585416,0.82927084,0.679835,0.83991754,0.6899625,0.84498125,0.656608,0.828304,0.7066005,0.8533002,0.7051738,0.85258687,0.7004484,0.8502242
3148,0.7256158,0.86280787,0.68294084,0.8414704,0.6809869,0.84049344,0.59090793,0.79545397,0.68241054,0.84120524,0.7244743,0.86223716,0.69213057,0.8460653,0.71356446,0.8567822,0.6710019,0.83550096,0.7255064,0.8627532
3149,0.72396994,0.86198497,0.6781882,0.8390941,0.65690535,0.8284527,0.6380472,0.8190236,0.66793144,0.8339657,0.6882334,0.8441167,0.6315145,0.8157573,0.660816,0.830408,0.6463214,0.8231607,0.6641778,0.8320889
3150,0.7093567,0.8546784,0.5828526,0.7914263,0.6240082,0.8120041,0.54038274,0.7701914,0.616933,0.8084665,0.6916164,0.8458082,0.5372165,0.7686082,0.6474693,0.82373464,0.5750241,0.78751206,0.63750523,0.81875265
3153,0.69000745,0.8450037,0.66049325,0.8302466,0.62319,0.81159496,0.62870145,0.8143507,0.63641053,0.81820524,0.6446254,0.8223127,0.6335602,0.8167801,0.6434903,0.82174516,0.64496607,0.82248306,0.6408552,0.8204276
3155,0.6287086,0.8143543,0.5742117,0.78710586,0.59118634,0.79559314,0.45407975,0.7270399,0.5601516,0.7800758,0.5396539,0.76982695,0.48690486,0.7434524,0.5453434,0.7726717,0.5042738,0.7521369,0.5032352,0.7516176
3156,0.7917043,0.89585215,0.6431869,0.82159346,0.71060574,0.8553029,0.6072942,0.8036471,0.7106405,0.8553202,0.6928516,0.8464258,0.5633293,0.7816646,0.689731,0.8448655,0.5966691,0.79833454,0.65811324,0.8290566
3157,0.72278786,0.8613939,0.6717198,0.8358599,0.70464456,0.8523223,0.6497464,0.8248732,0.67821527,0.83910763,0.6928226,0.8464113,0.643316,0.821658,0.7082481,0.85412407,0.67350477,0.8367524,0.69386315,0.8469316
3158,0.66944975,0.8347249,0.62866426,0.8143321,0.5779654,0.7889827,0.54778945,0.7738947,0.6092771,0.80463856,0.65255916,0.8262796,0.61714226,0.8085711,0.63268155,0.8163408,0.6019108,0.8009554,0.6226894,0.81134474
3159,0.74639976,0.8731999,0.65666187,0.82833093,0.6952556,0.84762776,0.55317914,0.7765896,0.6960126,0.8480063,0.7481315,0.87406576,0.63374877,0.8168744,0.7183256,0.8591628,0.6395922,0.8197961,0.7036228,0.8518114
3160,0.6822357,0.84111786,0.6468681,0.82343405,0.5993031,0.79965156,0.5712354,0.7856177,0.620182,0.810091,0.6754715,0.8377358,0.6375356,0.8187678,0.659963,0.8299815,0.6312102,0.8156051,0.66724014,0.8336201
3161,0.8087963,0.90439814,0.76554024,0.8827701,0.7628189,0.8814094,0.6636864,0.8318432,0.7768153,0.88840765,0.7558867,0.87794334,0.7058234,0.8529117,0.77254355,0.8862718,0.6881334,0.84406674,0.76342213,0.88171107
3162,0.7313657,0.86568284,0.71796614,0.85898304,0.6917409,0.84587044,0.6674508,0.8337254,0.697841,0.84892046,0.70763624,0.8538181,0.69904304,0.8495215,0.75131094,0.8756555,0.75084156,0.8754208,0.7536383,0.87681913
3186,0.80329496,0.90164745,0.7698997,0.88494986,0.72696275,0.8634814,0.6832687,0.8416344,0.77203166,0.88601583,0.75027245,0.87513626,0.7315303,0.86576515,0.7600465,0.88002324,0.72952926,0.86476463,0.7730918,0.8865459
3225,0.7258676,0.8629338,0.74996114,0.87498057,0.67119366,0.8355968,0.67195207,0.835976,0.6736663,0.8368331,0.6418557,0.82092786,0.6222218,0.8111109,0.67399323,0.8369966,0.6359273,0.81796366,0.6318772,0.8159386
3315,0.6595323,0.82976615,0.61715156,0.80857575,0.626976,0.813488,0.55118954,0.7755948,0.60443664,0.8022183,0.70744634,0.85372317,0.636112,0.818056,0.67501223,0.8375061,0.65391755,0.8269588,0.69291335,0.84645665
3321,0.6636578,0.8318289,0.6448357,0.82241786,0.6093949,0.80469745,0.61517406,0.807587,0.609622,0.804811,0.5816138,0.7908069,0.5585023,0.77925116,0.6356362,0.8178181,0.5608158,0.7804079,0.5580605,0.77903026
3332,0.74011755,0.8700588,0.7340125,0.86700624,0.73520374,0.8676019,0.64889693,0.82444847,0.71772724,0.8588636,0.739824,0.869912,0.6785537,0.83927685,0.74019146,0.87009573,0.7219013,0.86095065,0.7300962,0.8650481
5877,0.67351997,0.83676,0.7569387,0.87846935,0.65734833,0.8286742,0.63343775,0.8167189,0.66014755,0.8300738,0.5955129,0.79775643,0.6270328,0.8135164,0.6460973,0.82304865,0.63998455,0.8199923,0.6445696,0.8222848
5981,0.7578348,0.8789174,0.6919633,0.84598166,0.7556547,0.87782735,0.64743435,0.8237172,0.72422767,0.86211383,0.6852406,0.8426203,0.62361467,0.81180733,0.70410484,0.85205245,0.67283535,0.8364177,0.66885215,0.83442605
6043,0.7463064,0.8731532,0.6834179,0.84170896,0.62147087,0.81073546,0.6268754,0.8134377,0.6893543,0.84467715,0.69967794,0.849839,0.6796469,0.8398235,0.669325,0.8346625,0.7076376,0.8538188,0.6844886,0.84224427
6078,0.77101624,0.8855081,0.6989238,0.8494619,0.68501556,0.8425078,0.60368097,0.8018405,0.71905017,0.8595251,0.7087878,0.8543939,0.6376341,0.818817,0.68675685,0.8433784,0.6696259,0.83481294,0.7025534,0.8512767
6081,0.76577634,0.8828882,0.6628796,0.8314398,0.6792872,0.8396436,0.6721623,0.83608115,0.72435516,0.8621776,0.7840145,0.89200723,0.70158744,0.8507937,0.7248175,0.86240876,0.7111103,0.8555552,0.73698443,0.86849225
6082,0.75589514,0.87794757,0.6696722,0.8348361,0.654518,0.827259,0.61131126,0.8056556,0.70464796,0.852324,0.7619009,0.88095045,0.7163378,0.8581689,0.6957048,0.8478524,0.6986784,0.8493392,0.7373085,0.86865425
6090,0.6503798,0.8251899,0.61187154,0.80593574,0.58799934,0.7939997,0.5953002,0.7976501,0.58576417,0.7928821,0.6062267,0.80311334,0.6095325,0.80476624,0.6240338,0.8120169,0.6074912,0.8037456,0.61711085,0.8085554
6127,0.7363095,0.86815476,0.7766566,0.8883283,0.76682115,0.8834106,0.6545925,0.82729626,0.764122,0.882061,0.745913,0.8729565,0.6808007,0.84040034,0.78025377,0.8901269,0.6796347,0.83981735,0.72320956,0.8616048
6211,0.7494869,0.87474346,0.70572805,0.852864,0.70290494,0.85145247,0.5805224,0.7902612,0.6972128,0.8486064,0.75449085,0.8772454,0.67257833,0.83628917,0.71930325,0.8596516,0.6902859,0.84514296,0.71616703,0.8580835
6213,0.7418882,0.87094414,0.6472211,0.82361054,0.6162292,0.8081146,0.5487242,0.7743621,0.66247857,0.8312393,0.699143,0.84957147,0.6370457,0.8185228,0.6605855,0.83029276,0.66494477,0.8324724,0.68085074,0.8404254
6214,0.68403417,0.84201705,0.63027745,0.8151387,0.67912734,0.83956367,0.5826744,0.7913372,0.6182779,0.80913895,0.656932,0.828466,0.5944751,0.7972375,0.6411648,0.8205824,0.6487801,0.82439005,0.6544809,0.82724047
6231,0.6837245,0.84186226,0.6670381,0.83351904,0.655161,0.8275805,0.54699814,0.7734991,0.652686,0.826343,0.63319194,0.816596,0.59961575,0.7998079,0.63792014,0.8189601,0.61608183,0.8080409,0.6186495,0.80932474
6232,0.7434473,0.87172365,0.65418994,0.827095,0.7065984,0.8532992,0.59111595,0.795558,0.6810215,0.8405107,0.6879027,0.84395134,0.57954377,0.7897719,0.70490575,0.8524529,0.61817384,0.8090869,0.67615604,0.838078
6233,0.7606983,0.88034916,0.72998774,0.8649939,0.7367075,0.8683537,0.6167718,0.8083859,0.7167324,0.8583662,0.70185,0.85092497,0.5909138,0.7954569,0.71903837,0.8595192,0.6734561,0.83672804,0.65588444,0.82794225
6239,0.62909085,0.8145454,0.6023332,0.8011666,0.5768837,0.78844184,0.573598,0.786799,0.57659006,0.78829503,0.6461298,0.8230649,0.61819816,0.8090991,0.6374377,0.81871885,0.654933,0.8274665,0.66594964,0.8329748
6240,0.69315183,0.8465759,0.62612534,0.81306267,0.64926326,0.82463163,0.5625284,0.7812642,0.6365069,0.81825346,0.6251006,0.8125503,0.596549,0.7982745,0.59571636,0.7978582,0.6071962,0.8035981,0.619256,0.809628
6254,0.6730177,0.83650887,0.7673373,0.88366866,0.60432297,0.80216146,0.62890774,0.81445384,0.68973404,0.844867,0.6404564,0.8202282,0.7031604,0.8515802,0.7271044,0.8635522,0.691302,0.84565103,0.70187426,0.8509371
6255,0.7228057,0.86140287,0.6512388,0.8256194,0.66681767,0.83340883,0.6170074,0.8085037,0.6522976,0.8261488,0.6609307,0.8304653,0.6394124,0.8197062,0.66414356,0.8320718,0.6605705,0.83028525,0.658864,0.829432
6342,0.61748445,0.8087422,0.6283833,0.81419164,0.5713842,0.7856921,0.5554366,0.7777183,0.5857234,0.7928617,0.5708679,0.78543395,0.5800185,0.79000926,0.6018746,0.8009373,0.557762,0.778881,0.5454194,0.7727097
7630,0.6284838,0.8142419,0.6695403,0.83477014,0.56242335,0.7812117,0.59565306,0.7978265,0.57466966,0.7873348,0.5592016,0.7796008,0.5888045,0.79440224,0.6411576,0.8205788,0.6261886,0.81309426,0.65804625,0.8290231
7654,0.6173471,0.80867356,0.6552168,0.8276084,0.64450806,0.82225406,0.58359027,0.79179513,0.5897106,0.7948553,0.56179976,0.7808999,0.5610794,0.7805397,0.5822479,0.791124,0.62133694,0.81066847,0.5864255,0.7932128
8890,0.69640267,0.84820133,0.6999248,0.8499624,0.62035847,0.81017923,0.65328074,0.82664037,0.68111575,0.8405579,0.711509,0.8557545,0.70991385,0.8549569,0.75095654,0.87547827,0.760357,0.8801785,0.76461303,0.8823065
8916,0.59900236,0.7995012,0.6252825,0.81264126,0.59724927,0.79862463,0.5702112,0.7851056,0.57061785,0.78530896,0.5347222,0.7673611,0.57318294,0.7865915,0.5714568,0.7857284,0.5891925,0.79459625,0.55604875,0.7780244
9028,0.66601765,0.8330088,0.6608962,0.8304481,0.60544086,0.8027204,0.60861444,0.8043072,0.5904367,0.79521835,0.6084372,0.8042186,0.5935292,0.7967646,0.65497506,0.8274875,0.6245628,0.81228137,0.6301619,0.81508094
