Unnamed: 0,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_doordash_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_apple_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_samsara_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_yelp_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_match_pm_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_i2c_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_adobe_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_amazon_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_rowan_ux_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Raw_Score,Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_Modified_deepseek/deepseek-chat_of_resume_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_Modeldeepseek/deepseek-chat_google_ux_Score
56657,0.51249146,0.75624573,0.46933147,0.73466575,0.4345951,0.71729755,0.44892517,0.72446257,0.54163563,0.7708178,0.6863154,0.8431577,0.65203094,0.8260155,0.5989975,0.79949874,0.648841,0.8244205,0.697117,0.8485585
56661,0.7209313,0.86046565,0.6850991,0.84254956,0.59564567,0.79782283,0.59895015,0.7994751,0.7158909,0.85794544,0.8155043,0.90775216,0.71353805,0.856769,0.7645254,0.8822627,0.7559147,0.87795734,0.7944785,0.8972392
56662,0.58562124,0.7928106,0.614918,0.807459,0.540637,0.7703185,0.6083325,0.80416626,0.5671178,0.7835589,0.6442474,0.8221237,0.60442734,0.80221367,0.7206806,0.8603403,0.7362989,0.86814946,0.7149032,0.85745156
56725,0.63057536,0.8152877,0.6187206,0.80936027,0.5349629,0.76748145,0.5831137,0.79155684,0.6186067,0.80930334,0.7200208,0.8600104,0.69806194,0.849031,0.7037543,0.85187715,0.71355164,0.8567758,0.78019273,0.89009637
56795,0.7171708,0.85858536,0.68143904,0.8407195,0.62799215,0.8139961,0.6164714,0.8082357,0.7634865,0.88174325,0.86056674,0.93028337,0.8318825,0.91594124,0.8346566,0.9173283,0.80994546,0.90497273,0.8827711,0.9413855
56796,0.66002166,0.83001083,0.62839127,0.81419563,0.5588486,0.7794243,0.59222174,0.79611087,0.6745683,0.83728415,0.7723429,0.88617146,0.73333097,0.8666655,0.7479602,0.8739801,0.75810045,0.87905025,0.78257066,0.8912853
56797,0.6358881,0.81794405,0.65244555,0.8262228,0.52430224,0.7621511,0.5735284,0.7867642,0.63094944,0.81547475,0.69594896,0.8479745,0.67448163,0.8372408,0.71108615,0.8555431,0.72790694,0.8639535,0.73382217,0.86691105
56798,0.6724796,0.8362398,0.64470136,0.8223507,0.5694176,0.7847088,0.61202115,0.8060106,0.653159,0.8265795,0.7179599,0.85897994,0.7545997,0.87729985,0.6937026,0.8468513,0.7260816,0.8630408,0.7670922,0.8835461
56799,0.6037517,0.8018758,0.549217,0.7746085,0.4969,0.74845,0.50346154,0.7517308,0.6173958,0.80869794,0.73713744,0.8685687,0.70572174,0.85286087,0.68082964,0.8404148,0.72036976,0.8601849,0.76912314,0.88456154
56800,0.6457505,0.82287526,0.6146942,0.80734706,0.53837764,0.7691888,0.6154827,0.80774134,0.58273023,0.79136515,0.65922904,0.8296145,0.59791124,0.7989556,0.67228305,0.8361415,0.68115264,0.8405763,0.6728016,0.8364008
56801,0.64476335,0.8223817,0.6271105,0.81355524,0.55716443,0.7785822,0.5608218,0.7804109,0.642185,0.8210925,0.75361466,0.87680733,0.6732896,0.83664477,0.69984484,0.8499224,0.7208122,0.8604061,0.7431154,0.8715577
56802,0.57964575,0.7898229,0.5533999,0.77669996,0.49646932,0.7482346,0.5295844,0.7647922,0.57888263,0.78944135,0.70270884,0.8513544,0.6727567,0.83637834,0.6645539,0.83227694,0.7269849,0.8634925,0.7531427,0.87657136
56803,0.6830373,0.84151864,0.6874139,0.84370697,0.5954453,0.79772264,0.6116282,0.8058141,0.6872567,0.84362835,0.7772001,0.88860005,0.7674587,0.88372934,0.7688594,0.8844297,0.7390286,0.8695143,0.8338738,0.9169369
56804,0.7235416,0.8617708,0.7255798,0.86278987,0.6332154,0.8166077,0.64588183,0.82294095,0.69651186,0.84825593,0.7790412,0.8895206,0.7179543,0.85897714,0.8045573,0.90227866,0.7977309,0.89886546,0.7941817,0.89709085
56805,0.6410663,0.82053316,0.57841825,0.7892091,0.57866085,0.7893304,0.62111026,0.8105551,0.559105,0.77955246,0.6627455,0.83137274,0.5847279,0.79236394,0.6773819,0.83869094,0.7125636,0.85628176,0.7060926,0.8530463
56807,0.6348282,0.8174141,0.6815579,0.84077895,0.55908585,0.7795429,0.5913,0.79565,0.65811026,0.82905513,0.656852,0.828426,0.6987802,0.8493901,0.6843767,0.84218836,0.7203468,0.8601734,0.715209,0.8576045
56809,0.7412538,0.8706269,0.69190145,0.8459507,0.6504091,0.82520455,0.66858375,0.8342919,0.7361548,0.8680774,0.83022964,0.9151148,0.74453264,0.8722663,0.82690954,0.9134548,0.78304327,0.89152163,0.8197924,0.9098962
56859,0.56249714,0.78124857,0.54913276,0.7745664,0.44377124,0.7218856,0.576595,0.78829753,0.55608624,0.77804315,0.650342,0.825171,0.62435937,0.8121797,0.6342677,0.81713384,0.694833,0.8474165,0.67850184,0.8392509
56860,0.6537106,0.8268553,0.6586484,0.8293242,0.6013338,0.8006669,0.70213366,0.8510668,0.66213584,0.8310679,0.72831434,0.8641572,0.6824355,0.84121776,0.76050276,0.8802514,0.76458555,0.88229275,0.7814783,0.89073914
56861,0.7638637,0.88193184,0.7055949,0.85279745,0.6522703,0.82613516,0.671083,0.8355415,0.7593373,0.87966865,0.8339683,0.91698414,0.7599325,0.87996626,0.8164555,0.90822774,0.78539455,0.8926973,0.8388289,0.91941446
56862,0.72299755,0.8614988,0.70449245,0.8522462,0.5959188,0.7979594,0.6529185,0.8264593,0.7090657,0.85453284,0.770679,0.8853395,0.7464992,0.8732496,0.77888185,0.8894409,0.76327455,0.8816373,0.78972566,0.89486283
57384,0.7537309,0.87686545,0.7008798,0.8504399,0.6579298,0.8289649,0.662465,0.8312325,0.75609887,0.87804943,0.85314023,0.9265701,0.7860786,0.8930393,0.8186767,0.90933836,0.78309643,0.8915482,0.84583414,0.92291707
57400,0.804968,0.902484,0.74238825,0.8711941,0.68659425,0.8432971,0.6695843,0.83479214,0.7942934,0.8971467,0.8273801,0.9136901,0.74937147,0.87468576,0.83058894,0.91529447,0.73975277,0.8698764,0.8184302,0.9092151
62042,0.73868424,0.8693421,0.6989112,0.8494556,0.67911935,0.8395597,0.6625145,0.8312572,0.6924702,0.8462351,0.70682234,0.8534112,0.624213,0.8121065,0.70704925,0.8535246,0.6742012,0.8371006,0.6636358,0.83181787
63086,0.4859967,0.74299836,0.4961325,0.74806625,0.4492724,0.7246362,0.45212537,0.72606266,0.50672865,0.7533643,0.60770446,0.8038522,0.59859353,0.79929674,0.57599974,0.78799987,0.61812973,0.80906487,0.6409677,0.82048386
63087,0.65098476,0.8254924,0.6237594,0.8118797,0.55981356,0.77990675,0.6003972,0.8001986,0.6571631,0.8285816,0.7160156,0.8580078,0.74841416,0.8742071,0.6676101,0.8338051,0.70597833,0.8529892,0.74607974,0.87303984
83710,0.69168615,0.8458431,0.68885523,0.8444276,0.5990207,0.79951036,0.6687655,0.8343828,0.69949275,0.84974635,0.7601801,0.88009006,0.689586,0.84479296,0.7742052,0.8871026,0.7694013,0.88470066,0.7754884,0.8877442
83711,0.57238364,0.7861918,0.60538733,0.80269367,0.5594057,0.77970284,0.5872408,0.7936204,0.51210165,0.7560508,0.51394224,0.7569711,0.49315393,0.74657696,0.614414,0.807207,0.5806668,0.7903334,0.54785573,0.77392787
86666,0.61327845,0.8066392,0.6898143,0.84490716,0.5919717,0.7959858,0.6221156,0.8110578,0.6215099,0.81075495,0.6915829,0.84579146,0.70757014,0.85378504,0.77462775,0.88731384,0.74548835,0.8727442,0.7461852,0.8730926
87779,0.45601994,0.72800994,0.5183298,0.7591649,0.40593767,0.70296884,0.51066506,0.7553325,0.44387943,0.7219397,0.4062602,0.7031301,0.4718003,0.73590016,0.46931773,0.73465884,0.49445182,0.7472259,0.44111753,0.72055876
97622,0.7131554,0.8565777,0.6822729,0.84113646,0.63062674,0.81531334,0.61420584,0.8071029,0.73783135,0.8689157,0.85543936,0.9277197,0.7920312,0.89601564,0.79485077,0.8974254,0.8087115,0.90435576,0.8623072,0.9311536
98134,0.62593603,0.812968,0.6045604,0.8022802,0.52989864,0.7649493,0.5250151,0.76250756,0.6310626,0.8155313,0.73652637,0.8682632,0.717422,0.858711,0.7222744,0.8611372,0.7150058,0.85750294,0.76399064,0.8819953
98135,0.62236625,0.8111831,0.6461756,0.8230878,0.5852004,0.7926002,0.6089052,0.8044526,0.6579095,0.82895476,0.7438285,0.87191427,0.7271588,0.8635794,0.7410692,0.8705346,0.7404949,0.8702475,0.7626412,0.8813206
98136,0.6435197,0.8217598,0.5886338,0.7943169,0.5395022,0.7697511,0.5744153,0.78720766,0.6570647,0.82853234,0.7596022,0.8798011,0.66600096,0.8330005,0.70322376,0.85161185,0.72161376,0.8608069,0.7602589,0.88012946
98137,0.63863784,0.8193189,0.63036937,0.8151847,0.5425579,0.771279,0.62018406,0.81009203,0.6389594,0.8194797,0.71367466,0.85683733,0.6892388,0.8446194,0.73769236,0.8688462,0.709715,0.8548575,0.7437806,0.8718903
98138,0.57593435,0.7879672,0.56820726,0.78410363,0.50378853,0.75189424,0.55340755,0.7767038,0.6001104,0.8000552,0.72549987,0.86274993,0.68260217,0.8413011,0.694507,0.8472535,0.7498449,0.87492245,0.78127146,0.8906357
98171,0.6890275,0.8445138,0.6671986,0.8335993,0.577917,0.7889585,0.6108979,0.80544895,0.69670945,0.8483547,0.7822343,0.89111716,0.74998057,0.8749903,0.75503826,0.87751913,0.7659408,0.8829704,0.8182013,0.90910065
98172,0.6292038,0.8146019,0.636166,0.818083,0.53447723,0.7672386,0.58524185,0.7926209,0.6764704,0.8382352,0.754217,0.8771085,0.7350331,0.8675165,0.7295275,0.86476374,0.74266905,0.87133455,0.7811202,0.8905601
98173,0.6421547,0.82107735,0.63377,0.816885,0.5650104,0.7825052,0.5795307,0.78976536,0.6568095,0.8284048,0.77233636,0.8861682,0.7117456,0.8558728,0.7161803,0.85809016,0.75856256,0.8792813,0.7847924,0.8923962
98245,0.61083984,0.8054199,0.607041,0.8035205,0.5708934,0.7854467,0.5887549,0.79437745,0.61708647,0.8085432,0.7025152,0.85125756,0.65401244,0.8270062,0.69719374,0.8485969,0.73485637,0.8674282,0.71753037,0.8587652
98250,0.61985826,0.80992913,0.67268956,0.8363448,0.5826266,0.7913133,0.60911006,0.80455506,0.5891489,0.79457444,0.56275445,0.7813772,0.5638863,0.78194314,0.6309689,0.81548446,0.61629945,0.8081497,0.5720909,0.78604543
98251,0.6468643,0.82343215,0.6014316,0.8007158,0.530923,0.7654615,0.5818381,0.79091907,0.61766136,0.8088307,0.6462703,0.82313514,0.6443634,0.8221817,0.6299752,0.8149876,0.6808369,0.84041846,0.6479994,0.8239997
98252,0.4611171,0.7305585,0.46333545,0.73166776,0.36945316,0.6847266,0.6190026,0.8095013,0.46804476,0.7340224,0.4257676,0.71288383,0.4371278,0.7185639,0.4530172,0.7265086,0.51698554,0.75849277,0.43732774,0.7186639
98253,0.6959918,0.8479959,0.6819718,0.8409859,0.6150076,0.8075038,0.6337148,0.8168574,0.6824864,0.8412432,0.69075096,0.8453755,0.63929117,0.8196456,0.6932303,0.84661514,0.7094898,0.8547449,0.690556,0.845278
98254,0.65476537,0.8273827,0.65687144,0.8284357,0.60767514,0.80383754,0.65140617,0.8257031,0.6822293,0.84111464,0.7524509,0.8762255,0.688833,0.8444165,0.76849437,0.8842472,0.7584647,0.87923235,0.78056204,0.890281
98255,0.7582679,0.87913394,0.7685518,0.8842759,0.7215953,0.86079764,0.754382,0.877191,0.7432519,0.87162596,0.7508488,0.8754244,0.6934091,0.84670454,0.83031607,0.91515803,0.77779806,0.888899,0.78038955,0.8901948
98256,0.6375536,0.8187768,0.6093377,0.80466884,0.54998744,0.7749937,0.6441649,0.82208246,0.63366807,0.81683403,0.7226653,0.86133265,0.6096241,0.8048121,0.68701994,0.84351,0.69587326,0.84793663,0.6837741,0.84188706
98257,0.7357185,0.86785924,0.7665732,0.8832866,0.66108024,0.8305401,0.741059,0.87052953,0.7285221,0.86426103,0.7691163,0.88455814,0.74371684,0.8718584,0.82345265,0.91172636,0.80188024,0.9009401,0.8124071,0.9062035
98258,0.62495613,0.81247807,0.6505806,0.8252903,0.5657729,0.78288645,0.6457834,0.8228917,0.57824713,0.78912354,0.6256635,0.81283176,0.64640194,0.82320094,0.642982,0.821491,0.70107394,0.85053694,0.6948685,0.8474343
98259,0.663034,0.831517,0.60624933,0.80312467,0.57206786,0.7860339,0.58956057,0.79478025,0.6767937,0.83839685,0.7999941,0.89999706,0.7362522,0.8681261,0.7291507,0.8645754,0.76834065,0.8841703,0.80990255,0.9049513
98260,0.6637352,0.8318676,0.66106,0.83053,0.6476803,0.82384014,0.7332848,0.86664236,0.64761823,0.82380915,0.7303096,0.8651548,0.676856,0.838428,0.76214993,0.88107497,0.764625,0.88231254,0.76187325,0.8809366
98261,0.7194474,0.8597237,0.6947052,0.8473526,0.6596837,0.82984185,0.7129798,0.8564899,0.67540866,0.8377043,0.75484955,0.8774248,0.7144605,0.85723025,0.74306047,0.87153023,0.77628475,0.88814235,0.8195772,0.9097886
98262,0.66450673,0.83225334,0.6511492,0.82557464,0.6255623,0.81278116,0.6714276,0.8357138,0.65138376,0.8256919,0.7505296,0.87526476,0.69402397,0.847012,0.7366761,0.86833805,0.762953,0.8814765,0.82032096,0.9101605
98263,0.6068927,0.80344635,0.64075625,0.8203781,0.6120626,0.8060313,0.6468352,0.8234176,0.63259506,0.81629753,0.6664641,0.83323205,0.6009152,0.8004576,0.6941596,0.8470798,0.6818869,0.84094346,0.6852354,0.8426177
98264,0.6583891,0.82919455,0.6709639,0.83548194,0.59936726,0.79968363,0.7217993,0.8608997,0.62419343,0.8120967,0.598229,0.79911447,0.5529064,0.7764532,0.69125867,0.84562933,0.6580211,0.82901055,0.61307406,0.80653703
98265,0.6908059,0.84540296,0.6242746,0.8121373,0.59930825,0.7996541,0.6353071,0.81765354,0.6779757,0.8389878,0.82252586,0.9112629,0.69821787,0.84910893,0.7556007,0.87780035,0.78040385,0.8902019,0.77598584,0.8879929
98266,0.7772726,0.8886363,0.6846588,0.8423294,0.67059183,0.8352959,0.68487215,0.8424361,0.7380724,0.8690362,0.8568869,0.92844343,0.72991973,0.86495984,0.8127693,0.90638465,0.78595877,0.8929794,0.8224162,0.9112081
98267,0.6618626,0.8309313,0.6714326,0.8357163,0.62391007,0.81195503,0.6934731,0.84673655,0.6708716,0.8354358,0.63535786,0.8176789,0.6180546,0.8090273,0.7135323,0.85676616,0.75199234,0.8759962,0.69074273,0.84537137
98268,0.7201365,0.86006826,0.7291515,0.86457574,0.6860876,0.8430438,0.68000567,0.84000283,0.7051643,0.85258216,0.76261014,0.8813051,0.6609093,0.83045465,0.7873602,0.8936801,0.7293146,0.8646573,0.75355834,0.8767792
98269,0.668504,0.834252,0.62008476,0.8100424,0.58842325,0.7942116,0.608418,0.804209,0.637858,0.81892896,0.7488316,0.8744158,0.64970124,0.8248506,0.7449521,0.87247604,0.7199936,0.8599968,0.7574631,0.87873155
98270,0.67312264,0.8365613,0.6293446,0.8146723,0.5530214,0.7765107,0.59941167,0.79970586,0.64786935,0.8239347,0.7513794,0.8756897,0.691307,0.84565353,0.7145373,0.8572687,0.7533177,0.87665886,0.73876524,0.8693826
98271,0.5882019,0.79410094,0.54278433,0.77139217,0.4772282,0.7386141,0.5326409,0.76632047,0.5757375,0.78786874,0.738044,0.869022,0.67103076,0.8355154,0.65529263,0.8276463,0.7068492,0.8534246,0.7550895,0.87754476
98272,0.6800482,0.8400241,0.6727588,0.8363794,0.5821869,0.79109347,0.6159104,0.8079552,0.6855781,0.84278905,0.81693673,0.90846837,0.73098373,0.86549187,0.7912148,0.8956074,0.7784274,0.8892137,0.8373976,0.9186988
98273,0.7234614,0.8617307,0.7128849,0.85644245,0.61131597,0.805658,0.6631835,0.8315917,0.7207645,0.86038226,0.8185506,0.9092753,0.75874,0.87937,0.82483387,0.91241693,0.7973884,0.89869416,0.86435854,0.9321793
98274,0.71621037,0.8581052,0.68662894,0.84331447,0.6437872,0.8218936,0.7030427,0.8515214,0.7002566,0.8501283,0.8091318,0.90456593,0.73577243,0.8678862,0.79232407,0.89616203,0.79297906,0.8964895,0.8201702,0.9100851
98275,0.72588503,0.8629425,0.68442345,0.8422117,0.62403846,0.8120192,0.6831999,0.84159994,0.7623776,0.8811888,0.8150944,0.90754724,0.7495072,0.8747536,0.805964,0.902982,0.77200484,0.8860024,0.81916344,0.9095817
98276,0.69996434,0.84998214,0.6762742,0.8381371,0.61196077,0.8059804,0.6338587,0.81692934,0.7526845,0.87634224,0.79947054,0.8997353,0.7581093,0.87905467,0.8010896,0.90054476,0.80318433,0.90159214,0.8171412,0.9085706
98277,0.59149355,0.7957468,0.5796124,0.7898062,0.51547426,0.75773716,0.59693074,0.7984654,0.60466766,0.80233383,0.69049704,0.8452485,0.67539513,0.83769757,0.6874338,0.84371686,0.7231401,0.86157006,0.7055813,0.85279065
98278,0.66914386,0.83457196,0.6587074,0.8293537,0.60015583,0.8000779,0.6648534,0.83242667,0.6868063,0.84340316,0.79178286,0.8958914,0.72231424,0.8611571,0.77019465,0.8850973,0.7563335,0.87816674,0.7674703,0.8837352
98279,0.71961796,0.859809,0.6887654,0.8443827,0.6296836,0.8148418,0.68869424,0.8443471,0.732054,0.866027,0.81501186,0.9075059,0.72252685,0.8612634,0.7953958,0.8976979,0.7646969,0.8823484,0.7956788,0.8978394
98280,0.6916559,0.84582794,0.66540706,0.83270353,0.61832255,0.8091613,0.6960689,0.84803444,0.64089495,0.82044744,0.72607017,0.8630351,0.6676667,0.83383334,0.7410594,0.8705297,0.75726044,0.8786302,0.7409769,0.87048846
98281,0.67466116,0.8373306,0.62674624,0.8133731,0.57166314,0.7858316,0.6060567,0.80302835,0.6720623,0.83603114,0.7862089,0.89310443,0.7172122,0.8586061,0.74274504,0.8713725,0.77490044,0.8874502,0.79186845,0.8959342
98282,0.68216336,0.8410817,0.730459,0.8652295,0.6431232,0.8215616,0.68877804,0.844389,0.69873524,0.8493676,0.7675567,0.88377833,0.7447616,0.8723808,0.78902376,0.8945119,0.7792039,0.88960195,0.80204296,0.9010215
98283,0.7481306,0.8740653,0.7016146,0.8508073,0.63735855,0.8186793,0.65279865,0.8263993,0.78058183,0.8902909,0.83386475,0.91693234,0.7806729,0.89033645,0.79939455,0.8996973,0.7771847,0.88859236,0.8350644,0.9175322
98284,0.5023289,0.75116444,0.5218911,0.76094556,0.44337422,0.7216871,0.49896097,0.7494805,0.527749,0.76387453,0.61611676,0.8080584,0.6496917,0.82484585,0.6419264,0.8209632,0.6658782,0.8329391,0.6717003,0.8358501
98285,0.5853235,0.7926618,0.55897,0.779485,0.47563297,0.73781645,0.5612632,0.7806316,0.6044241,0.80221206,0.6873325,0.84366626,0.6536737,0.8268368,0.66469306,0.83234656,0.70078385,0.8503919,0.693426,0.846713
98286,0.58579844,0.79289925,0.6008502,0.8004251,0.54422534,0.77211267,0.5645633,0.78228164,0.58865476,0.7943274,0.6634693,0.83173466,0.6341032,0.8170516,0.6972194,0.8486097,0.6979065,0.84895325,0.70579785,0.85289896
98287,0.7033965,0.8516983,0.6938438,0.8469219,0.6590309,0.82951546,0.6724322,0.8362161,0.7051827,0.85259134,0.8051836,0.9025918,0.7232048,0.8616024,0.8188417,0.90942085,0.7898647,0.8949324,0.82005537,0.9100277
98288,0.70526814,0.8526341,0.70037305,0.8501865,0.652179,0.8260895,0.6227412,0.8113706,0.659985,0.82999253,0.690786,0.845393,0.6477196,0.8238598,0.73971736,0.8698587,0.760109,0.8800545,0.725484,0.862742
98289,0.6715313,0.83576566,0.6362238,0.8181119,0.6044414,0.8022207,0.63761485,0.8188074,0.6486555,0.8243277,0.75749815,0.8787491,0.653204,0.826602,0.72427976,0.8621399,0.7404254,0.8702127,0.7402379,0.870119
98290,0.473548,0.73677397,0.48173136,0.7408657,0.4620005,0.73100024,0.4388702,0.7194351,0.5193618,0.75968087,0.6263387,0.81316936,0.6462038,0.8231019,0.5628538,0.7814269,0.6275158,0.8137579,0.67812324,0.8390616
98291,0.7118077,0.85590386,0.66871005,0.834355,0.625228,0.81261396,0.6128715,0.80643576,0.6962111,0.84810555,0.81126726,0.9056336,0.72441876,0.8622094,0.763952,0.881976,0.78305185,0.8915259,0.8114456,0.9057228
98292,0.63830906,0.8191545,0.6187291,0.80936456,0.5456082,0.77280414,0.6180424,0.80902123,0.68060505,0.8403025,0.7611384,0.8805692,0.7355275,0.86776376,0.7526343,0.87631714,0.7417387,0.87086934,0.7875526,0.8937763
98293,0.6609185,0.83045924,0.6460227,0.82301134,0.5634941,0.78174704,0.6336007,0.81680036,0.6569556,0.8284778,0.7559642,0.87798214,0.7142299,0.8571149,0.75180584,0.8759029,0.7579591,0.87897956,0.7661279,0.8830639
98294,0.63337016,0.8166851,0.5993151,0.7996576,0.58959407,0.79479706,0.61944234,0.8097212,0.62983423,0.8149171,0.6769408,0.8384704,0.60070777,0.8003539,0.66807556,0.8340378,0.7118573,0.85592866,0.66914463,0.8345723
98295,0.61540115,0.8077006,0.5907068,0.7953534,0.5573715,0.77868575,0.58914757,0.7945738,0.62910295,0.8145515,0.7620556,0.8810278,0.6965734,0.8482867,0.72755486,0.8637774,0.7661278,0.8830639,0.7949221,0.89746106
98296,0.63196874,0.81598437,0.6413368,0.8206684,0.5477998,0.7738999,0.5743748,0.7871874,0.6443771,0.82218856,0.7192162,0.8596081,0.67620635,0.8381032,0.71278894,0.85639447,0.74409294,0.8720465,0.7570648,0.8785324
98297,0.7172599,0.85862994,0.69646686,0.84823346,0.6502805,0.82514024,0.69993836,0.84996915,0.6548094,0.82740474,0.7251153,0.86255765,0.6834495,0.84172475,0.7582259,0.87911296,0.7675572,0.8837786,0.791674,0.895837
98298,0.7083626,0.8541813,0.68187207,0.84093606,0.59932554,0.79966277,0.6698777,0.8349389,0.686741,0.8433705,0.78327364,0.89163685,0.7232673,0.86163366,0.7687353,0.88436764,0.7683867,0.88419336,0.7801926,0.8900963
98299,0.67273784,0.8363689,0.6870575,0.84352875,0.62999,0.814995,0.6302456,0.81512284,0.7043163,0.8521582,0.77148056,0.8857403,0.6990024,0.8495012,0.7771643,0.8885821,0.7012087,0.85060436,0.7389357,0.86946785
98300,0.620691,0.81034553,0.59905183,0.7995259,0.5707786,0.7853893,0.5807052,0.7903526,0.63018894,0.8150945,0.7527919,0.87639594,0.68785155,0.8439258,0.7394579,0.8697289,0.7240787,0.8620393,0.7864342,0.8932171
98301,0.57878214,0.78939104,0.53125894,0.7656295,0.5205161,0.7602581,0.49133176,0.7456659,0.61057794,0.805289,0.71275914,0.85637957,0.6691266,0.83456326,0.66305196,0.831526,0.7095974,0.8547987,0.7360327,0.86801636
98302,0.77467465,0.8873373,0.7075074,0.8537537,0.66719353,0.83359677,0.6776762,0.8388381,0.77853996,0.88926995,0.8658953,0.93294764,0.7843771,0.89218855,0.84093106,0.9204655,0.7885264,0.8942632,0.86675644,0.9333782
98303,0.65330017,0.8266501,0.6204148,0.81020737,0.566183,0.7830915,0.60100806,0.800504,0.6696996,0.83484983,0.7889444,0.89447224,0.7112917,0.85564584,0.7124065,0.85620326,0.7553328,0.8776664,0.7885922,0.8942961
