Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_doordash_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_apple_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_samsara_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_yelp_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_match_pm_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_i2c_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_adobe_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_amazon_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_rowan_ux_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Raw_Score,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_google_ux_Score
53972,0.6484161,0.824208,0.65375197,0.826876,0.5881226,0.7940613,0.5782619,0.7891309,0.69432926,0.84716463,0.73721313,0.86860657,0.73283273,0.86641634,0.7180773,0.85903865,0.741414,0.87070704,0.7515284,0.8757642
53973,0.6658216,0.8329108,0.6530973,0.82654864,0.60051763,0.8002588,0.642392,0.82119596,0.6893971,0.84469855,0.7847879,0.89239395,0.73984545,0.86992276,0.79755545,0.8987777,0.78018075,0.89009035,0.8150437,0.90752184
53974,0.6426817,0.82134086,0.59441656,0.7972083,0.577004,0.788502,0.61183214,0.8059161,0.6840873,0.84204364,0.75670576,0.8783529,0.75811714,0.8790586,0.72792864,0.8639643,0.73368615,0.8668431,0.7953541,0.89767706
53975,0.6867342,0.8433671,0.6588656,0.8294328,0.6549721,0.82748604,0.62584555,0.8129228,0.7129363,0.85646814,0.81540966,0.90770483,0.72149086,0.86074543,0.7494346,0.8747173,0.797186,0.898593,0.79787123,0.8989356
53976,0.60404074,0.8020204,0.5597187,0.77985936,0.5348595,0.7674297,0.5263906,0.7631953,0.6162425,0.80812126,0.7086107,0.8543054,0.6914839,0.845742,0.65046644,0.8252332,0.68569696,0.8428485,0.68295836,0.8414792
53977,0.7451848,0.8725924,0.65430015,0.8271501,0.6297524,0.8148762,0.62045574,0.8102279,0.7421632,0.8710816,0.8218451,0.9109225,0.75236917,0.8761846,0.7770738,0.88853693,0.7725357,0.88626784,0.80354625,0.9017731
53978,0.6822355,0.84111774,0.6323273,0.81616366,0.59133047,0.79566526,0.58731437,0.7936572,0.7142905,0.85714525,0.8184963,0.9092481,0.7155745,0.85778725,0.77009696,0.8850485,0.74378645,0.8718932,0.8190315,0.90951574
53979,0.7447362,0.8723681,0.6875431,0.8437716,0.6467296,0.8233648,0.6283478,0.81417394,0.75366884,0.8768344,0.84612095,0.9230605,0.75829583,0.8791479,0.7990333,0.89951664,0.77302516,0.8865126,0.8023528,0.9011764
53981,0.6718528,0.8359264,0.648051,0.8240255,0.5911175,0.79555875,0.605148,0.80257404,0.7161156,0.8580578,0.79601765,0.8980088,0.7741664,0.8870832,0.7674459,0.88372296,0.75238025,0.8761901,0.797256,0.898628
54796,0.60061586,0.8003079,0.62850237,0.8142512,0.50952643,0.75476325,0.6004065,0.80020326,0.56527156,0.7826358,0.59076685,0.79538345,0.6189572,0.80947864,0.6812339,0.84061694,0.67030656,0.8351533,0.6257752,0.8128876
54797,0.7289995,0.86449975,0.7009219,0.85046095,0.6781684,0.8390842,0.63414943,0.8170747,0.77174693,0.88587344,0.8666072,0.9333036,0.7602143,0.88010716,0.83258426,0.91629213,0.7602515,0.88012576,0.8478621,0.92393106
54798,0.6482831,0.82414156,0.67871463,0.8393573,0.61369944,0.8068497,0.62062275,0.8103114,0.67473114,0.83736557,0.71016234,0.8550812,0.6642971,0.83214855,0.7174451,0.85872257,0.77761436,0.8888072,0.7083198,0.8541599
54799,0.64737487,0.82368743,0.645722,0.82286096,0.5503674,0.7751837,0.5900527,0.79502636,0.6735897,0.83679485,0.7721767,0.8860884,0.7754384,0.8877192,0.7514942,0.8757471,0.8026869,0.90134346,0.8422997,0.92114985
54800,0.6220342,0.8110171,0.6128893,0.80644464,0.5825193,0.79125965,0.56027853,0.78013927,0.6378339,0.8189169,0.7048674,0.8524337,0.7388932,0.86944664,0.73273385,0.8663669,0.72596866,0.8629843,0.76068974,0.88034487
56453,0.7096877,0.85484385,0.70553565,0.8527678,0.68222123,0.8411106,0.6289896,0.8144948,0.7567697,0.8783848,0.7534037,0.87670183,0.79979676,0.8998984,0.7648076,0.8824038,0.7895516,0.8947758,0.79713655,0.8985683
56528,0.6152651,0.80763257,0.57644385,0.78822196,0.48756734,0.74378365,0.57767165,0.7888358,0.6399722,0.8199861,0.7094074,0.85470366,0.6686572,0.8343286,0.6656488,0.8328244,0.68583083,0.8429154,0.6920277,0.84601384
56542,0.6666273,0.83331364,0.645826,0.822913,0.5896151,0.79480755,0.65178144,0.8258907,0.6775167,0.83875835,0.7500427,0.87502134,0.7021314,0.8510657,0.779084,0.889542,0.74022967,0.8701148,0.7877046,0.8938523
56543,0.5444345,0.7722173,0.5585107,0.7792554,0.47646958,0.73823476,0.47912467,0.73956233,0.57761186,0.78880596,0.6210675,0.81053376,0.69278204,0.846391,0.62154925,0.8107746,0.64553595,0.822768,0.6485745,0.82428724
56544,0.6460149,0.82300746,0.65605396,0.828027,0.59945947,0.7997297,0.6355363,0.81776816,0.668609,0.8343045,0.74021864,0.8701093,0.70927906,0.85463953,0.76225346,0.88112676,0.7448009,0.87240046,0.7793189,0.88965946
56545,0.5645084,0.7822542,0.6007748,0.8003874,0.49416673,0.74708337,0.54508555,0.7725428,0.53545237,0.7677262,0.5048819,0.7524409,0.5186564,0.7593282,0.6217162,0.81085813,0.5888735,0.79443675,0.5327428,0.76637137
56618,0.57884014,0.78942007,0.62394226,0.8119711,0.53826773,0.76913387,0.5696719,0.78483593,0.598488,0.799244,0.64419854,0.82209927,0.6655978,0.8327989,0.70565385,0.85282695,0.714393,0.8571965,0.70881957,0.8544098
56619,0.5800844,0.79004216,0.6148851,0.80744255,0.5190345,0.75951725,0.57554793,0.78777397,0.6200953,0.8100476,0.67744917,0.8387246,0.69071716,0.8453586,0.6944803,0.84724015,0.69776,0.84888,0.72668195,0.863341
56629,0.7527503,0.87637514,0.7095749,0.85478747,0.66851354,0.83425677,0.7001047,0.85005236,0.74449694,0.8722485,0.82761145,0.9138057,0.74935687,0.87467843,0.8514088,0.92570436,0.78458714,0.8922936,0.8283851,0.91419256
56630,0.68210256,0.8410513,0.65028876,0.8251444,0.58577853,0.79288924,0.6029966,0.8014983,0.69924235,0.8496212,0.8190415,0.90952075,0.7696731,0.88483655,0.80498016,0.9024901,0.79341424,0.8967071,0.85914147,0.92957073
56631,0.5749892,0.7874946,0.6140669,0.8070334,0.5544511,0.77722555,0.5773394,0.7886697,0.6112678,0.8056339,0.69230163,0.8461508,0.6670793,0.83353966,0.7037948,0.85189736,0.74200296,0.8710015,0.77323437,0.8866172
56632,0.7037558,0.8518779,0.7076428,0.8538214,0.6418116,0.8209058,0.66344166,0.8317208,0.7223166,0.8611583,0.82715034,0.9135752,0.7999128,0.8999564,0.82663614,0.91331804,0.80839187,0.9041959,0.8661928,0.9330964
56633,0.6019546,0.8009773,0.56475824,0.78237915,0.5626707,0.78133535,0.53188944,0.7659447,0.5901803,0.79509014,0.7091832,0.8545916,0.694139,0.8470695,0.69200885,0.8460044,0.69224733,0.8461237,0.741899,0.8709495
56634,0.5737204,0.7868602,0.5787635,0.78938174,0.5019906,0.7509953,0.531,0.7655,0.63079274,0.81539637,0.72176975,0.8608849,0.7099137,0.85495687,0.72110546,0.8605527,0.7509044,0.87545216,0.7594204,0.8797102
56635,0.63306284,0.8165314,0.6814604,0.8407302,0.59356284,0.7967814,0.59120154,0.7956008,0.6768354,0.8384177,0.7616788,0.8808394,0.77736473,0.88868237,0.7850183,0.89250916,0.76062304,0.8803115,0.82841086,0.91420543
56637,0.6253098,0.8126549,0.6144012,0.8072006,0.5428598,0.7714299,0.6133494,0.8066747,0.6699919,0.834996,0.7324723,0.86623615,0.7172127,0.85860634,0.73679024,0.8683951,0.70764816,0.8538241,0.7505442,0.8752721
56638,0.7122731,0.85613656,0.7373354,0.8686677,0.6702393,0.83511966,0.66216475,0.83108234,0.75088906,0.87544453,0.7210487,0.86052436,0.7618017,0.88090086,0.75861156,0.8793058,0.75198495,0.8759925,0.7638205,0.88191026
56639,0.60651326,0.80325663,0.59174716,0.7958736,0.57134473,0.78567237,0.56325734,0.78162867,0.6529663,0.82648313,0.7391887,0.86959434,0.7270776,0.8635388,0.7304343,0.86521715,0.7280004,0.8640002,0.78095067,0.89047533
56641,0.58421016,0.7921051,0.5720185,0.78600925,0.5229569,0.7614784,0.55684865,0.7784243,0.63078296,0.8153915,0.73956543,0.8697827,0.74512094,0.8725605,0.6851816,0.8425908,0.7297493,0.86487466,0.77683544,0.8884177
56642,0.654872,0.827436,0.62843597,0.814218,0.55853844,0.7792692,0.57461476,0.7873074,0.6510746,0.8255373,0.7359136,0.86795676,0.73800945,0.8690047,0.7140611,0.8570305,0.7543194,0.8771597,0.76649225,0.8832461
56643,0.73751175,0.8687559,0.70166135,0.8508307,0.68853676,0.8442684,0.6723233,0.8361616,0.705974,0.852987,0.73200166,0.86600083,0.6261405,0.81307024,0.7701375,0.8850688,0.7318605,0.86593026,0.72516954,0.86258477
56644,0.44298267,0.72149134,0.4952899,0.74764496,0.38257113,0.69128555,0.4819417,0.74097085,0.50583875,0.7529194,0.5087985,0.75439924,0.5926131,0.79630655,0.53500366,0.76750183,0.62277955,0.8113898,0.57613015,0.7880651
56645,0.64009607,0.82004803,0.63311386,0.81655693,0.5792009,0.7896005,0.6128975,0.80644876,0.65557516,0.8277876,0.7039052,0.8519526,0.70684934,0.85342467,0.75812995,0.879065,0.7268412,0.8634206,0.7484325,0.87421626
56646,0.52191025,0.7609551,0.5316218,0.7658109,0.44206053,0.72103024,0.5224334,0.7612167,0.5185485,0.75927424,0.57629085,0.7881454,0.591645,0.7958225,0.59224916,0.7961246,0.6156381,0.807819,0.6088498,0.8044249
56647,0.71222377,0.8561119,0.7331303,0.8665651,0.6636673,0.83183366,0.69181526,0.8459076,0.7578398,0.8789199,0.7780892,0.88904464,0.78444576,0.8922229,0.8143307,0.90716535,0.78935814,0.89467907,0.8309123,0.9154562
56648,0.70751876,0.8537594,0.6433926,0.8216963,0.6283159,0.81415796,0.64324427,0.82162213,0.67296267,0.83648133,0.72546256,0.8627313,0.6613935,0.83069676,0.75957036,0.8797852,0.71753496,0.8587675,0.71345073,0.85672534
56649,0.338235,0.6691175,0.38272834,0.69136417,0.29673195,0.648366,0.27073395,0.635367,0.38195628,0.69097817,0.40682948,0.70341474,0.40155405,0.70077705,0.34710222,0.6735511,0.40084034,0.70042014,0.39004338,0.6950217
56650,0.65725666,0.8286283,0.6537572,0.8268786,0.60606676,0.80303335,0.5937357,0.79686785,0.7108459,0.855423,0.7752404,0.8876202,0.7793739,0.88968694,0.74849194,0.874246,0.7690794,0.8845397,0.81701684,0.9085084
56651,0.5613946,0.7806973,0.5595899,0.77979493,0.49785396,0.748927,0.5048004,0.75240016,0.6233969,0.81169844,0.69684285,0.84842145,0.6993804,0.8496902,0.6534784,0.8267392,0.6736344,0.8368172,0.71108985,0.8555449
56652,0.73907393,0.869537,0.7186663,0.85933316,0.65545315,0.8277266,0.6737168,0.8368584,0.74266183,0.8713309,0.7951913,0.89759564,0.7566377,0.87831885,0.8152782,0.9076391,0.80151284,0.9007564,0.8101211,0.9050605
56653,0.49991208,0.749956,0.5179884,0.7589942,0.47236398,0.736182,0.4740215,0.7370107,0.49321765,0.74660885,0.57334566,0.78667283,0.5785528,0.78927636,0.59502256,0.7975113,0.6229341,0.81146705,0.60242313,0.8012116
56654,0.73147756,0.86573875,0.7118282,0.8559141,0.6541529,0.82707644,0.6550036,0.8275018,0.7862363,0.89311814,0.83837944,0.9191897,0.81473994,0.90737,0.81358755,0.9067938,0.81705356,0.9085268,0.8765098,0.9382549
56656,0.6081516,0.80407584,0.60723644,0.8036182,0.57415664,0.7870783,0.5502299,0.77511495,0.6492393,0.82461965,0.7117132,0.8558566,0.6926321,0.84631604,0.6795566,0.8397783,0.7158338,0.8579169,0.71899235,0.8594962
56657,0.5230078,0.76150393,0.46274215,0.73137105,0.42161334,0.71080667,0.4381462,0.7190731,0.558573,0.7792865,0.7303659,0.86518294,0.6960697,0.84803486,0.6028055,0.80140275,0.64179385,0.8208969,0.7353641,0.86768204
56661,0.727893,0.8639465,0.6942375,0.84711874,0.61057913,0.80528957,0.6244905,0.81224525,0.7293255,0.86466277,0.8062186,0.9031093,0.71788955,0.8589448,0.7736306,0.8868153,0.77208614,0.8860431,0.80190766,0.9009538
56662,0.62940973,0.8147049,0.6687626,0.83438134,0.5594835,0.77974176,0.62143123,0.8107156,0.6333163,0.81665814,0.69050014,0.84525007,0.67788315,0.8389416,0.7704334,0.8852167,0.77566224,0.8878311,0.74212945,0.8710647
56725,0.67579985,0.8378999,0.6639634,0.83198166,0.6024183,0.80120915,0.6427904,0.82139516,0.7073631,0.85368156,0.7821543,0.89107716,0.7472778,0.87363887,0.78652,0.89326,0.7305199,0.86525995,0.81664157,0.9083208
56795,0.5774319,0.78871596,0.62821627,0.81410813,0.5444405,0.77222025,0.58748317,0.7937416,0.62735593,0.81367797,0.66962075,0.8348104,0.72852796,0.864264,0.74327433,0.87163717,0.7221453,0.86107266,0.7467969,0.8733984
56796,0.63948214,0.8197411,0.63091886,0.81545943,0.5864885,0.79324424,0.5859889,0.79299444,0.6972389,0.84861946,0.77708024,0.88854015,0.7276044,0.8638022,0.79396033,0.89698017,0.74442744,0.8722137,0.77768743,0.8888437
56797,0.61996084,0.8099804,0.6344874,0.8172437,0.54799384,0.77399695,0.572719,0.7863595,0.6300797,0.8150399,0.6627314,0.8313657,0.66332453,0.8316623,0.70856076,0.85428035,0.6914221,0.84571105,0.68562514,0.84281254
