Unnamed: 0,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_doordash_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_doordash_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_apple_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_apple_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_samsara_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_samsara_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_yelp_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_yelp_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_match_pm_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_match_pm_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_i2c_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_i2c_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_adobe_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_adobe_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_amazon_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_amazon_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_rowan_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_rowan_ux_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_google_ux_Raw_Score,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o_google_ux_Score
2577,0.7365113,0.8682556,0.73285854,0.86642927,0.67319655,0.8365983,0.6599855,0.8299928,0.6430756,0.8215378,0.6559286,0.8279643,0.66007376,0.8300369,0.67501473,0.83750737,0.6634412,0.8317206,0.6834688,0.8417344
2582,0.69414353,0.84707177,0.6520121,0.82600605,0.6701188,0.8350594,0.5922979,0.79614896,0.6315103,0.8157551,0.6633318,0.8316659,0.58499265,0.7924963,0.664002,0.832001,0.64395964,0.8219798,0.6297259,0.81486297
2583,0.67511845,0.8375592,0.7258164,0.86290824,0.71602154,0.85801077,0.6514661,0.82573307,0.6569531,0.82847655,0.6320059,0.81600296,0.5896268,0.7948134,0.6704564,0.8352282,0.66271126,0.83135563,0.6396916,0.8198458
2584,0.7563872,0.8781936,0.63955414,0.8197771,0.676841,0.8384205,0.5698596,0.7849298,0.6958554,0.8479277,0.695688,0.847844,0.6072166,0.8036083,0.67834884,0.8391744,0.586611,0.7933055,0.67008275,0.8350414
2585,0.6380726,0.8190363,0.6471543,0.82357717,0.575893,0.78794646,0.57890296,0.7894515,0.60398626,0.80199313,0.6178434,0.8089217,0.6221877,0.8110938,0.64335084,0.8216754,0.63485837,0.8174292,0.6393712,0.8196856
2586,0.7388961,0.86944807,0.7398175,0.86990875,0.6863985,0.84319925,0.66172266,0.83086133,0.66776884,0.8338844,0.68642616,0.8432131,0.61848015,0.8092401,0.72264016,0.8613201,0.6971564,0.8485782,0.6808133,0.84040666
2587,0.6707798,0.8353899,0.6686722,0.8343361,0.6737903,0.8368951,0.60078144,0.8003907,0.6173397,0.8086698,0.61097157,0.8054858,0.5767298,0.7883649,0.66289425,0.8314471,0.6068045,0.80340225,0.61467147,0.80733573
2588,0.7552314,0.8776157,0.73478794,0.867394,0.6746869,0.83734345,0.68033975,0.8401699,0.6450599,0.8225299,0.64959544,0.82479775,0.6043577,0.80217886,0.70594627,0.8529731,0.6966897,0.84834486,0.66883785,0.8344189
2589,0.77406573,0.88703287,0.7134362,0.85671806,0.71068364,0.8553418,0.64887404,0.824437,0.69358927,0.8467946,0.7084993,0.85424966,0.6155069,0.80775344,0.7128556,0.8564278,0.6460612,0.8230306,0.68626225,0.8431311
2590,0.7302848,0.8651424,0.69083154,0.8454158,0.68793786,0.8439689,0.65118665,0.82559335,0.6893191,0.84465957,0.68644804,0.84322405,0.6582226,0.82911134,0.70290697,0.8514535,0.6129216,0.8064608,0.6935564,0.8467782
2591,0.7435599,0.8717799,0.70711064,0.8535553,0.67123437,0.8356172,0.6208252,0.8104126,0.69679415,0.8483971,0.756357,0.8781785,0.67174786,0.83587396,0.74388385,0.8719419,0.6979381,0.84896904,0.7439101,0.87195504
2592,0.7247242,0.8623621,0.67455673,0.83727837,0.65978026,0.82989013,0.65260065,0.8263003,0.67814344,0.83907175,0.6261476,0.8130738,0.6026337,0.80131686,0.6564192,0.82820964,0.61890566,0.80945283,0.64031494,0.82015747
2594,0.6761061,0.83805305,0.6448468,0.8224234,0.66243875,0.8312194,0.6986109,0.84930545,0.65492356,0.8274618,0.61441165,0.8072058,0.5835333,0.79176664,0.6489171,0.82445854,0.6081905,0.80409527,0.6027243,0.80136216
2595,0.69635665,0.8481783,0.671088,0.835544,0.68444455,0.8422223,0.6212139,0.81060696,0.6444436,0.82222176,0.65779436,0.8288972,0.6151094,0.8075547,0.68947506,0.8447375,0.6349236,0.8174618,0.6611272,0.8305636
2597,0.8200096,0.9100048,0.7293327,0.86466634,0.7679199,0.88395995,0.65650344,0.8282517,0.75096315,0.8754816,0.76282275,0.8814114,0.66398597,0.831993,0.753968,0.876984,0.67549324,0.8377466,0.7179197,0.85895985
2645,0.6696811,0.83484054,0.677625,0.8388125,0.6474403,0.82372016,0.6210841,0.81054205,0.6420452,0.8210226,0.6433244,0.8216622,0.6279409,0.81397045,0.67086476,0.8354324,0.6774106,0.8387053,0.67604715,0.83802354
2654,0.6925047,0.8462523,0.69160116,0.8458006,0.6738243,0.83691216,0.67605263,0.8380263,0.64700484,0.8235024,0.60546863,0.8027343,0.5725149,0.78625745,0.6769122,0.8384561,0.6091957,0.80459785,0.61818874,0.80909437
2655,0.73109716,0.8655486,0.69993883,0.8499694,0.6756406,0.8378203,0.6684613,0.83423066,0.6802829,0.8401414,0.68673205,0.843366,0.6578615,0.82893074,0.68286633,0.84143317,0.6694452,0.83472264,0.6778796,0.8389398
2656,0.65037286,0.82518643,0.67801106,0.83900553,0.61464906,0.8073245,0.6233188,0.8116594,0.5762024,0.7881012,0.57458603,0.787293,0.54599935,0.77299964,0.61746055,0.80873024,0.5994494,0.7997247,0.5802586,0.7901293
2657,0.6206373,0.81031865,0.61839235,0.8091962,0.5837638,0.7918819,0.5819251,0.7909626,0.6125646,0.8062823,0.6656037,0.8328018,0.6162004,0.8081002,0.7077611,0.8538805,0.7169396,0.85846984,0.6931361,0.84656805
2658,0.6938555,0.84692776,0.6136497,0.80682486,0.62799937,0.81399965,0.6071789,0.80358946,0.5871984,0.7935992,0.5922965,0.79614824,0.4987836,0.7493918,0.6146896,0.8073448,0.6095698,0.8047849,0.5650743,0.78253716
2659,0.73902327,0.8695116,0.716141,0.8580705,0.67709804,0.838549,0.63765496,0.8188275,0.7143186,0.85715926,0.7003516,0.8501758,0.71867716,0.8593386,0.72062695,0.8603135,0.72296095,0.8614805,0.72649556,0.86324775
2660,0.69621384,0.8481069,0.70735407,0.85367703,0.6456559,0.82282794,0.62666094,0.8133305,0.66928893,0.83464444,0.6381704,0.81908524,0.6751107,0.83755535,0.6767628,0.8383814,0.6608161,0.83040804,0.6623762,0.8311881
2741,0.6987598,0.8493799,0.63864946,0.81932473,0.58364975,0.7918249,0.6225407,0.81127036,0.6071783,0.8035891,0.56948847,0.78474426,0.5593701,0.779685,0.5997266,0.79986334,0.62762475,0.8138124,0.59596694,0.79798347
2766,0.6905214,0.84526074,0.7605374,0.8802687,0.67940974,0.8397049,0.63587284,0.8179364,0.64781594,0.823908,0.6125188,0.8062594,0.5760875,0.78804374,0.7177177,0.8588588,0.63691044,0.8184552,0.6004856,0.8002428
2793,0.71190345,0.8559517,0.7282459,0.864123,0.62449396,0.812247,0.62976336,0.8148817,0.6913385,0.84566927,0.71145964,0.8557298,0.72324526,0.86162263,0.7207575,0.86037874,0.6948242,0.8474121,0.7310369,0.86551845
2810,0.6736336,0.8368168,0.69719845,0.8485992,0.6585757,0.8292879,0.58084464,0.7904223,0.60064685,0.8003234,0.53699434,0.76849717,0.48409268,0.74204636,0.64674056,0.8233703,0.56798404,0.78399205,0.4896307,0.74481535
2824,0.69105864,0.8455293,0.7383816,0.8691908,0.6750096,0.8375048,0.6867337,0.84336686,0.6749007,0.8374504,0.60603744,0.8030187,0.61818326,0.8090916,0.6866429,0.84332144,0.6936425,0.84682125,0.66593724,0.8329686
3002,0.71654296,0.8582715,0.70248353,0.85124177,0.67305636,0.8365282,0.66633344,0.8331667,0.6508211,0.82541054,0.61744803,0.80872405,0.655771,0.8278855,0.6623469,0.8311734,0.6694714,0.8347357,0.65454435,0.8272722
3021,0.6441659,0.82208294,0.6687548,0.8343774,0.5957821,0.797891,0.59870684,0.7993534,0.5839629,0.79198146,0.5264902,0.7632451,0.5557507,0.77787536,0.5942304,0.7971152,0.57918614,0.7895931,0.53752655,0.7687633
3093,0.7486495,0.87432474,0.74962986,0.8748149,0.6719752,0.83598757,0.68776494,0.84388244,0.7495029,0.87475145,0.724622,0.862311,0.7421882,0.8710941,0.7556788,0.8778394,0.69534844,0.84767425,0.7257372,0.8628686
3105,0.774313,0.8871565,0.73896646,0.86948323,0.69473076,0.8473654,0.62558067,0.81279033,0.73377055,0.8668853,0.7287108,0.8643554,0.7269056,0.8634528,0.7222991,0.86114955,0.698924,0.84946203,0.7461326,0.8730663
3113,0.6168914,0.8084457,0.587891,0.7939455,0.5656025,0.7828013,0.5295478,0.7647739,0.54120684,0.7706034,0.6317414,0.8158707,0.5547997,0.77739984,0.6027132,0.8013566,0.5787049,0.7893524,0.6056744,0.8028372
3118,0.5495254,0.7747627,0.58475685,0.7923784,0.4920112,0.7460056,0.51864386,0.7593219,0.56806266,0.78403133,0.5346458,0.7673229,0.5781207,0.78906035,0.5640212,0.7820106,0.5845612,0.7922806,0.5627084,0.7813542
3120,0.6641197,0.83205986,0.6490563,0.82452816,0.5852021,0.79260105,0.60998523,0.8049926,0.6281719,0.81408596,0.6722543,0.83612716,0.6443584,0.8221792,0.67268634,0.83634317,0.6677712,0.8338856,0.6977355,0.8488678
3122,0.7849572,0.8924786,0.7428874,0.8714437,0.7360889,0.86804444,0.67327976,0.8366399,0.73718476,0.8685924,0.7146618,0.8573309,0.6480613,0.82403064,0.7636976,0.8818488,0.70855594,0.85427797,0.7214588,0.8607294
3123,0.69509375,0.8475469,0.6799456,0.8399728,0.6423565,0.82117826,0.6048416,0.8024208,0.67637765,0.8381888,0.7160405,0.85802025,0.69076025,0.8453801,0.72052205,0.860261,0.7017671,0.85088354,0.733446,0.866723
3133,0.7188158,0.8594079,0.68103004,0.840515,0.6643511,0.83217555,0.6319782,0.81598914,0.6468371,0.82341856,0.6872721,0.84363604,0.6509871,0.8254936,0.70080733,0.85040367,0.65453446,0.8272672,0.7014991,0.85074955
3134,0.7721564,0.88607824,0.71750224,0.8587511,0.71217173,0.8560859,0.6554891,0.82774454,0.7203382,0.8601691,0.7399203,0.8699602,0.671323,0.83566153,0.74513614,0.8725681,0.698246,0.849123,0.7227154,0.8613577
3135,0.7814703,0.89073515,0.71003294,0.85501647,0.7114707,0.85573536,0.63869464,0.8193473,0.7133448,0.8566724,0.6952639,0.84763193,0.63385975,0.8169299,0.6878563,0.84392816,0.65982425,0.8299121,0.6715453,0.83577263
3136,0.77931273,0.88965636,0.7647282,0.8823641,0.7072917,0.85364586,0.6521268,0.8260634,0.7220967,0.86104834,0.7374371,0.86871856,0.6890872,0.8445436,0.7638028,0.8819014,0.72709906,0.86354953,0.72952425,0.8647621
3137,0.75985056,0.87992525,0.7136662,0.8568331,0.7043901,0.852195,0.6320908,0.8160454,0.7013595,0.85067976,0.70183194,0.85091597,0.6558267,0.82791334,0.71513724,0.8575686,0.6706039,0.83530194,0.6907649,0.84538245
3138,0.7021516,0.85107577,0.6170028,0.80850136,0.6443833,0.82219166,0.6069447,0.80347234,0.6157546,0.8078773,0.6726316,0.8363158,0.5915608,0.7957804,0.6423135,0.82115674,0.6190081,0.80950403,0.65258557,0.82629275
3139,0.7367338,0.8683669,0.6890255,0.84451276,0.6766567,0.83832836,0.6347085,0.81735426,0.6514731,0.8257365,0.68430793,0.84215397,0.59926367,0.79963183,0.68635225,0.8431761,0.66523707,0.83261853,0.65769327,0.82884663
3140,0.7360204,0.86801016,0.6509342,0.8254671,0.6459729,0.8229865,0.6231452,0.8115726,0.64038086,0.8201904,0.65428543,0.8271427,0.60098886,0.80049443,0.6490813,0.8245406,0.6076734,0.8038367,0.63561165,0.8178058
3141,0.70249975,0.8512499,0.72351396,0.861757,0.6648475,0.83242375,0.5962055,0.79810274,0.65232724,0.82616365,0.661654,0.830827,0.62406945,0.8120347,0.682571,0.84128547,0.64427567,0.82213783,0.6735333,0.83676666
3142,0.77583534,0.88791764,0.73129797,0.865649,0.70786476,0.8539324,0.6720693,0.83603466,0.7145883,0.85729414,0.7386149,0.86930746,0.7053325,0.85266626,0.7605954,0.88029766,0.7196268,0.8598134,0.7477379,0.87386894
3143,0.7846542,0.8923271,0.7222079,0.86110395,0.7309669,0.86548346,0.64542115,0.8227106,0.72911465,0.8645573,0.7231298,0.8615649,0.6639607,0.83198035,0.72946966,0.8647348,0.6683721,0.8341861,0.703298,0.851649
3144,0.77821094,0.88910544,0.70326704,0.85163355,0.7227281,0.861364,0.621521,0.8107605,0.7244108,0.8622054,0.7463179,0.87315893,0.65901935,0.8295097,0.75651634,0.87825817,0.66563773,0.83281887,0.6942283,0.84711415
3145,0.60618305,0.8030915,0.60605925,0.80302966,0.5455462,0.7727731,0.5666156,0.7833078,0.5617281,0.78086406,0.5309833,0.76549166,0.5565027,0.77825135,0.5478756,0.7739378,0.5573243,0.77866215,0.54435635,0.7721782
3146,0.7393414,0.8696707,0.6975008,0.8487504,0.69592506,0.8479625,0.64818585,0.8240929,0.71463966,0.85731983,0.72116256,0.8605813,0.69602334,0.8480117,0.7135943,0.85679716,0.66059124,0.8302956,0.6906774,0.8453387
3147,0.7167306,0.8583653,0.68744236,0.84372115,0.6627096,0.8313548,0.65927255,0.8296363,0.6719273,0.8359636,0.67373306,0.8368665,0.6387503,0.81937516,0.6947738,0.8473869,0.69244444,0.8462222,0.6882329,0.84411645
3148,0.72765875,0.8638294,0.6902435,0.84512174,0.67131245,0.8356562,0.5927932,0.7963966,0.68818617,0.8440931,0.7249613,0.86248064,0.68945247,0.8447262,0.7248209,0.8624104,0.6699474,0.8349737,0.71967494,0.8598375
3149,0.73759305,0.8687965,0.7058284,0.8529142,0.6826501,0.84132504,0.655451,0.8277255,0.6946898,0.8473449,0.6432785,0.82163924,0.6106899,0.80534494,0.6530326,0.8265163,0.60617244,0.8030862,0.6280447,0.81402236
3150,0.7341912,0.8670956,0.6629947,0.8314973,0.6295461,0.8147731,0.609614,0.804807,0.6522001,0.82610005,0.6939246,0.84696233,0.6291893,0.8145946,0.68084526,0.84042263,0.6217365,0.81086826,0.6843653,0.84218264
3153,0.6618293,0.8309146,0.64171743,0.8208587,0.6117774,0.8058887,0.64809144,0.8240457,0.6056452,0.8028226,0.60320497,0.8016025,0.5939843,0.7969922,0.6202321,0.81011605,0.62508833,0.81254417,0.61395323,0.8069766
3155,0.59062994,0.79531497,0.5527514,0.7763757,0.547686,0.773843,0.42985386,0.71492696,0.5332727,0.7666364,0.5153381,0.7576691,0.47902262,0.7395113,0.52380717,0.7619036,0.46500427,0.7325021,0.46806955,0.7340348
3156,0.7624711,0.88123554,0.62787986,0.8139399,0.69965005,0.849825,0.58746696,0.7937335,0.68045384,0.8402269,0.66145456,0.8307273,0.53158575,0.76579285,0.6600574,0.8300287,0.589963,0.7949815,0.6365142,0.8182571
3157,0.74737525,0.8736876,0.6690658,0.83453286,0.7149433,0.85747164,0.6262038,0.8131019,0.7053647,0.85268235,0.73770756,0.8688538,0.64692086,0.82346046,0.7210511,0.86052555,0.66851556,0.8342578,0.68752384,0.8437619
3158,0.6555714,0.82778573,0.6124623,0.80623114,0.55279446,0.7763972,0.546293,0.7731465,0.5858239,0.79291195,0.63199925,0.8159996,0.6086596,0.8043298,0.61405444,0.8070272,0.5887243,0.7943622,0.60397327,0.80198663
3159,0.7459631,0.87298155,0.66100097,0.8305005,0.6921344,0.8460672,0.558892,0.779446,0.69922304,0.8496115,0.76397824,0.8819891,0.65996265,0.8299813,0.7220811,0.8610406,0.6443925,0.82219625,0.721602,0.860801
3160,0.7180382,0.8590191,0.67270666,0.8363533,0.6571708,0.8285854,0.606814,0.803407,0.66290975,0.8314549,0.6868358,0.8434179,0.65558857,0.8277943,0.69460535,0.8473027,0.6677082,0.8338541,0.68882525,0.8444126
3161,0.7972766,0.8986383,0.76762503,0.88381255,0.758516,0.87925804,0.66058105,0.83029056,0.76811385,0.8840569,0.71819323,0.85909665,0.66611314,0.83305657,0.75254154,0.8762708,0.6778302,0.8389151,0.73502153,0.8675108
3162,0.7052324,0.8526162,0.6199292,0.8099646,0.6333133,0.81665665,0.5916797,0.79583985,0.62034106,0.81017053,0.67251384,0.8362569,0.5873889,0.79369444,0.675015,0.8375075,0.64230883,0.8211544,0.6487354,0.8243677
3186,0.7982335,0.89911675,0.71980596,0.859903,0.7028681,0.85143405,0.653351,0.82667553,0.7723105,0.88615525,0.74126923,0.8706346,0.681054,0.840527,0.7369443,0.86847216,0.68159735,0.8407987,0.7427449,0.87137246
3225,0.7296076,0.8648038,0.7385429,0.86927146,0.6687918,0.8343959,0.66778624,0.8338931,0.6748583,0.83742917,0.66031116,0.8301556,0.6336317,0.81681585,0.68838555,0.84419274,0.647494,0.82374704,0.6433874,0.82169366
3315,0.6869153,0.84345764,0.62309146,0.8115457,0.64023066,0.8201153,0.5566347,0.77831733,0.6267245,0.81336224,0.7180673,0.85903364,0.63452226,0.8172611,0.68845713,0.84422857,0.65333927,0.82666963,0.6937145,0.84685725
3321,0.63009965,0.8150498,0.6035576,0.8017788,0.57563615,0.7878181,0.60017633,0.80008817,0.55392784,0.77696395,0.55273044,0.7763652,0.5260884,0.76304424,0.607815,0.8039075,0.53207445,0.7660372,0.52727896,0.76363945
3332,0.7005595,0.85027975,0.7045002,0.8522501,0.72728354,0.86364174,0.63125074,0.81562537,0.65114284,0.8255714,0.6663618,0.8331809,0.60396284,0.80198145,0.7065846,0.8532923,0.6613345,0.83066726,0.65706027,0.82853013
5877,0.6496402,0.8248201,0.7360518,0.8680259,0.6476792,0.8238396,0.61732125,0.8086606,0.63275254,0.81637627,0.56577855,0.78288925,0.5833445,0.7916722,0.62008655,0.8100433,0.614264,0.807132,0.6144971,0.8072486
5981,0.77454585,0.88727295,0.70503485,0.8525174,0.73399234,0.86699617,0.6611845,0.8305923,0.7453284,0.8726642,0.74998856,0.8749943,0.7089729,0.85448647,0.72665906,0.8633295,0.7154765,0.85773826,0.74581337,0.8729067
6043,0.7251353,0.86256766,0.6520922,0.8260461,0.6017975,0.8008988,0.6037186,0.80185926,0.66599154,0.8329958,0.6834859,0.841743,0.6538991,0.82694954,0.64274573,0.82137287,0.67237866,0.8361893,0.66275716,0.8313786
6078,0.75113225,0.8755661,0.68999183,0.8449959,0.670092,0.835046,0.6234302,0.8117151,0.6967421,0.848371,0.67530584,0.8376529,0.62212646,0.81106323,0.6719433,0.83597165,0.6624203,0.83121014,0.6675291,0.83376455
6081,0.7908479,0.89542395,0.69065005,0.845325,0.7226413,0.8613206,0.73873425,0.8693671,0.70185333,0.85092664,0.7696415,0.88482076,0.7008736,0.8504368,0.73040086,0.8652004,0.7592374,0.8796187,0.77622676,0.8881134
6082,0.7267381,0.86336905,0.6545783,0.82728916,0.6260332,0.8130166,0.61160576,0.8058029,0.70390385,0.85195196,0.74233556,0.8711678,0.7294849,0.86474246,0.71246654,0.85623324,0.7182245,0.85911226,0.727594,0.863797
6090,0.69468033,0.84734017,0.65305007,0.82652503,0.6773895,0.83869475,0.66190726,0.8309536,0.6398948,0.81994736,0.6352043,0.81760216,0.6229884,0.81149423,0.6797811,0.83989054,0.66110504,0.8305525,0.65856946,0.8292847
6127,0.7564608,0.8782304,0.7563802,0.8781901,0.7530496,0.8765248,0.6456039,0.82280195,0.7675748,0.8837874,0.77214384,0.8860719,0.68148935,0.8407447,0.77058303,0.8852915,0.667387,0.8336935,0.7452029,0.87260145
6211,0.73420143,0.8671007,0.6842598,0.8421299,0.6941748,0.8470874,0.56790507,0.78395253,0.686035,0.84301746,0.73375154,0.86687577,0.65376484,0.8268824,0.7026179,0.85130894,0.6652622,0.8326311,0.69478583,0.8473929
6213,0.7404268,0.8702134,0.64742947,0.82371473,0.6382333,0.81911665,0.56094015,0.7804701,0.6564398,0.8282199,0.6621803,0.83109015,0.5934899,0.79674494,0.65711975,0.8285599,0.62935513,0.8146776,0.625798,0.812899
6214,0.6393486,0.8196743,0.6260306,0.81301534,0.60592973,0.80296487,0.5631239,0.781562,0.5642824,0.7821412,0.5911728,0.7955864,0.5818677,0.79093385,0.6073076,0.80365384,0.6098716,0.8049358,0.59951246,0.7997562
6231,0.65982074,0.8299104,0.64249355,0.82124674,0.60669076,0.8033454,0.5537805,0.7768903,0.60910654,0.8045533,0.5891192,0.7945596,0.58498335,0.7924917,0.6138786,0.8069393,0.5746416,0.7873208,0.58590305,0.7929515
6232,0.76863396,0.884317,0.70064235,0.8503212,0.7304378,0.8652189,0.6529263,0.82646316,0.6905869,0.84529346,0.7132027,0.85660136,0.6398243,0.81991214,0.731544,0.865772,0.6757822,0.8378911,0.7220475,0.8610238
6233,0.72224176,0.8611209,0.69544655,0.84772325,0.71280754,0.85640377,0.59641397,0.798207,0.65437317,0.8271866,0.67987156,0.8399358,0.5791538,0.7895769,0.6768831,0.83844155,0.6584892,0.8292446,0.6322572,0.8161286
6239,0.5996536,0.7998268,0.6230799,0.81153995,0.5566013,0.77830064,0.59678113,0.79839057,0.5590838,0.7795419,0.57385707,0.78692853,0.6008289,0.80041444,0.60282636,0.8014132,0.6429745,0.82148725,0.61194503,0.8059725
6240,0.73191804,0.86595905,0.64624846,0.82312423,0.66296446,0.83148223,0.5855435,0.79277176,0.6782301,0.839115,0.6761836,0.8380918,0.61476517,0.8073826,0.65188247,0.8259412,0.6490449,0.82452244,0.6643623,0.83218116
6254,0.70075333,0.85037667,0.74246645,0.8712332,0.6512459,0.8256229,0.6131195,0.80655974,0.6675104,0.8337552,0.6574981,0.82874906,0.6530421,0.82652104,0.7088047,0.85440236,0.6449737,0.8224869,0.6491208,0.8245604
6255,0.6643889,0.83219445,0.6006075,0.80030376,0.61553633,0.80776817,0.5609781,0.7804891,0.6000907,0.8000454,0.6246207,0.81231034,0.59266686,0.79633343,0.59707856,0.7985393,0.61045706,0.80522853,0.61668646,0.80834323
6342,0.57351327,0.78675663,0.59465957,0.7973298,0.5408044,0.7704022,0.47916052,0.7395803,0.58126915,0.7906346,0.56258035,0.7812902,0.57568026,0.7878401,0.5905297,0.79526484,0.54298884,0.7714944,0.5322503,0.76612514
