,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
29788,0.64178747,0.82089376,0.6305944,0.8152972,0.5567781,0.77838904,0.5670912,0.7835456,0.69022655,0.8451133,0.79587847,0.8979392,0.7703383,0.88516915,0.7622414,0.8811207,0.7737025,0.88685125,0.820783,0.9103915
29835,0.66327035,0.8316352,0.6850821,0.84254104,0.57417285,0.7870864,0.5973718,0.7986859,0.6613915,0.83069575,0.7397544,0.8698772,0.7312533,0.8656267,0.7552014,0.87760067,0.763072,0.881536,0.7742462,0.8871231
30606,0.6548624,0.8274312,0.5853126,0.7926563,0.5772464,0.7886232,0.55682766,0.77841383,0.6596981,0.82984906,0.76632524,0.8831626,0.6556951,0.82784754,0.70010436,0.8500522,0.755013,0.8775065,0.7678156,0.8839078
30845,0.6456355,0.82281774,0.6386168,0.8193084,0.55628633,0.77814317,0.59502697,0.7975135,0.6809472,0.8404736,0.77859867,0.88929933,0.7323247,0.86616236,0.7488088,0.87440443,0.7727368,0.8863684,0.79513943,0.8975697
32072,0.7342284,0.8671142,0.70722795,0.853614,0.6923425,0.84617126,0.6621002,0.8310501,0.71272314,0.85636157,0.7785158,0.8892579,0.7111268,0.8555634,0.8004643,0.90023214,0.7454674,0.8727337,0.7551744,0.8775872
46443,0.69110906,0.84555453,0.7139361,0.85696805,0.6689587,0.83447933,0.650025,0.8250125,0.6965287,0.84826434,0.74855435,0.8742772,0.6856848,0.8428424,0.7892254,0.89461267,0.77628815,0.8881441,0.7932961,0.89664805
46506,0.49568075,0.7478404,0.53151387,0.76575696,0.462123,0.7310615,0.47110343,0.7355517,0.5168241,0.75841206,0.5987097,0.79935485,0.55662566,0.7783128,0.61653095,0.80826545,0.671958,0.835979,0.6566731,0.82833654
50300,0.686123,0.8430615,0.6924238,0.8462119,0.6653953,0.83269763,0.62269175,0.8113459,0.7063075,0.8531537,0.7686796,0.8843398,0.7192464,0.8596232,0.7680784,0.88403916,0.74796003,0.87398005,0.79727197,0.898636
51419,0.67605543,0.8380277,0.66118765,0.8305938,0.6161256,0.8080628,0.58339506,0.7916975,0.6918911,0.84594554,0.78410864,0.8920543,0.75168395,0.875842,0.76211995,0.88106,0.7731123,0.88655615,0.81261986,0.90630996
53971,0.6947893,0.84739465,0.6464783,0.82323915,0.5836119,0.791806,0.5747192,0.7873596,0.7240006,0.8620003,0.80357164,0.90178585,0.797294,0.898647,0.7644702,0.8822351,0.7896522,0.8948261,0.81216884,0.9060844
53972,0.637855,0.8189275,0.5994164,0.7997082,0.5411885,0.77059424,0.54867494,0.7743375,0.6430037,0.82150185,0.76413465,0.8820673,0.7072132,0.8536066,0.7190995,0.85954976,0.74636203,0.873181,0.7625792,0.8812896
53973,0.67054147,0.83527076,0.6466217,0.82331085,0.58757013,0.7937851,0.61703455,0.8085173,0.69588417,0.8479421,0.78971493,0.89485747,0.75503373,0.87751687,0.8071079,0.90355396,0.7756575,0.8878287,0.8165506,0.9082753
53974,0.62412405,0.812062,0.59880424,0.7994021,0.55845946,0.77922976,0.58042467,0.79021233,0.67710197,0.838551,0.7620312,0.8810156,0.73014206,0.86507106,0.71855617,0.8592781,0.75018317,0.87509155,0.77476966,0.88738483
53975,0.6514647,0.82573235,0.6289468,0.8144734,0.5914372,0.7957186,0.5702411,0.78512055,0.6892712,0.8446356,0.7947533,0.89737666,0.7443664,0.8721832,0.7162508,0.8581254,0.75784516,0.8789226,0.78676236,0.8933812
53976,0.6281339,0.81406695,0.5819795,0.79098976,0.5393166,0.7696583,0.5297532,0.7648766,0.66331255,0.8316563,0.7391793,0.8695897,0.74786365,0.8739318,0.68033606,0.840168,0.7336231,0.8668115,0.7417409,0.8708705
53977,0.7655684,0.8827842,0.72247183,0.8612359,0.663912,0.831956,0.6978411,0.8489206,0.7347743,0.8673872,0.7757696,0.8878848,0.7675282,0.8837641,0.794924,0.897462,0.8016323,0.90081614,0.80016685,0.9000834
53978,0.6526371,0.82631856,0.61945176,0.8097259,0.5810069,0.79050344,0.58574396,0.79287195,0.68755156,0.84377575,0.779974,0.889987,0.72913754,0.86456877,0.71135396,0.855677,0.75828654,0.87914324,0.78890824,0.8944541
53979,0.7330726,0.86653626,0.70261574,0.85130787,0.66524756,0.8326238,0.64626294,0.82313144,0.75928366,0.87964183,0.84621596,0.923108,0.7850851,0.89254254,0.8181306,0.9090653,0.8057481,0.90287405,0.8317553,0.91587764
53981,0.6064291,0.80321455,0.62626046,0.81313026,0.5416243,0.77081215,0.5858394,0.7929197,0.6270175,0.81350875,0.70358896,0.8517945,0.7027622,0.85138106,0.68451464,0.8422573,0.72271955,0.8613598,0.72438335,0.8621917
54796,0.6550908,0.8275454,0.649667,0.8248335,0.54175067,0.77087533,0.6208065,0.8104032,0.6068938,0.8034469,0.6731036,0.8365518,0.68062437,0.8403122,0.7210135,0.8605068,0.7360834,0.8680417,0.7175666,0.8587833
54797,0.729297,0.86464846,0.6839483,0.84197414,0.68141586,0.8407079,0.6171343,0.80856717,0.7597203,0.87986016,0.8746251,0.93731254,0.77066815,0.8853341,0.8216148,0.9108074,0.7538041,0.87690204,0.85356975,0.9267849
54798,0.6637,0.83185,0.6970092,0.8485046,0.6029917,0.80149585,0.6234577,0.81172884,0.6650201,0.83251005,0.7350562,0.8675281,0.7237109,0.86185545,0.7309932,0.86549664,0.7853135,0.89265674,0.7655014,0.8827507
54799,0.553221,0.7766105,0.55599344,0.7779967,0.45607442,0.72803724,0.52477485,0.7623874,0.5542492,0.77712464,0.6370177,0.81850886,0.65090686,0.8254534,0.61879104,0.80939555,0.69106966,0.8455348,0.70372,0.85186
54800,0.65829337,0.8291467,0.6713656,0.8356828,0.59301853,0.79650927,0.59547555,0.7977378,0.6677593,0.83387965,0.7169583,0.85847914,0.7292056,0.8646028,0.74713933,0.87356967,0.75922775,0.8796139,0.74867344,0.8743367
56453,0.65917945,0.8295897,0.6521568,0.8260784,0.5954751,0.79773754,0.5406217,0.7703109,0.70260966,0.8513048,0.7558446,0.8779223,0.7666391,0.88331956,0.7190562,0.85952806,0.72894144,0.8644707,0.7672138,0.8836069
56528,0.60953546,0.8047677,0.56391,0.781955,0.49802315,0.7490116,0.54084563,0.7704228,0.5914659,0.795733,0.65321124,0.8266056,0.6461676,0.82308376,0.6143074,0.8071537,0.6816685,0.84083426,0.6484379,0.824219
56542,0.7012012,0.8506006,0.6780398,0.8390199,0.6064321,0.80321604,0.65368307,0.82684153,0.7174813,0.8587407,0.7961281,0.898064,0.76928604,0.884643,0.80351824,0.90175915,0.79678476,0.8983924,0.83422184,0.9171109
56543,0.65578866,0.82789433,0.6190748,0.8095374,0.55691314,0.77845657,0.5665567,0.78327835,0.6488185,0.82440925,0.7377598,0.8688799,0.7275289,0.86376446,0.71929955,0.8596498,0.75534046,0.8776702,0.750546,0.875273
56544,0.7192531,0.85962653,0.6970739,0.84853697,0.61780524,0.8089026,0.66544294,0.8327215,0.7032796,0.8516398,0.7830055,0.89150274,0.7608105,0.88040525,0.77677804,0.888389,0.77372193,0.88686097,0.801779,0.9008895
56545,0.54496646,0.7724832,0.599599,0.7997995,0.4653561,0.73267806,0.5143852,0.7571926,0.51769054,0.75884527,0.53389823,0.7669491,0.59396213,0.7969811,0.6132636,0.8066318,0.6234785,0.8117392,0.57776046,0.7888802
56618,0.6498624,0.8249312,0.6930221,0.846511,0.5656078,0.7828039,0.5978997,0.79894984,0.6495808,0.82479036,0.7117071,0.85585356,0.7238139,0.86190695,0.74906343,0.87453175,0.77130866,0.88565433,0.75128317,0.8756416
56619,0.6564436,0.8282218,0.6441809,0.82209045,0.55476606,0.777383,0.5757303,0.78786516,0.67955744,0.8397787,0.7597889,0.87989444,0.75773954,0.8788698,0.709565,0.85478246,0.75019336,0.8750967,0.7844909,0.8922454
56629,0.7022759,0.85113794,0.68905044,0.8445252,0.5866903,0.79334515,0.6266767,0.81333834,0.71800864,0.8590043,0.8352256,0.9176128,0.7879547,0.89397734,0.8238815,0.91194075,0.7786219,0.88931096,0.84485424,0.9224271
56630,0.6629326,0.8314663,0.6613153,0.83065766,0.55810946,0.77905476,0.6029458,0.8014729,0.68314147,0.84157073,0.76968217,0.8848411,0.7746725,0.88733625,0.7542833,0.87714165,0.7910485,0.89552426,0.8191354,0.9095677
56631,0.5682416,0.7841208,0.5737542,0.7868771,0.4864273,0.74321365,0.53987217,0.7699361,0.58323073,0.79161537,0.66604555,0.8330228,0.6438942,0.8219471,0.6671491,0.83357453,0.7071184,0.8535592,0.7485741,0.874287
56632,0.65200496,0.8260025,0.6440764,0.8220382,0.5668447,0.78342235,0.6184281,0.80921406,0.67650163,0.8382508,0.76294935,0.8814747,0.74339306,0.87169653,0.78143907,0.89071953,0.7489183,0.87445915,0.80318266,0.9015913
56633,0.6933756,0.8466878,0.6065431,0.80327153,0.5870574,0.7935287,0.56904495,0.7845225,0.65613425,0.8280671,0.7896451,0.89482254,0.7329292,0.8664646,0.7324195,0.86620975,0.72110474,0.8605524,0.7891438,0.8945719
56634,0.5078331,0.75391656,0.5145242,0.7572621,0.44789833,0.7239492,0.4884893,0.74424464,0.51645315,0.7582266,0.5677706,0.7838853,0.57263213,0.78631604,0.59242135,0.79621065,0.6461389,0.82306945,0.65602803,0.828014
56635,0.5854696,0.7927348,0.66641104,0.8332055,0.5476486,0.77382433,0.5755428,0.7877714,0.61074024,0.8053701,0.6466989,0.8233495,0.64584684,0.8229234,0.6734998,0.8367499,0.69733274,0.84866637,0.70607066,0.85303533
56637,0.6335474,0.8167737,0.65473664,0.8273683,0.5491065,0.77455324,0.64040697,0.8202035,0.6434573,0.82172865,0.71296775,0.8564839,0.6990409,0.84952044,0.756575,0.8782875,0.7459272,0.8729636,0.7605523,0.88027614
56638,0.726472,0.863236,0.67866224,0.83933115,0.59533757,0.7976688,0.60820526,0.80410266,0.7303088,0.8651544,0.8321142,0.9160571,0.78824866,0.8941243,0.7641108,0.8820554,0.7502749,0.87513745,0.8173089,0.90865445
56639,0.47992775,0.7399639,0.4797215,0.7398608,0.4375466,0.7187733,0.432925,0.7164625,0.49783346,0.74891675,0.65523255,0.8276163,0.6193783,0.80968916,0.59939057,0.79969525,0.64031005,0.820155,0.6707161,0.835358
56641,0.55616826,0.77808416,0.5437467,0.77187335,0.48117873,0.7405894,0.50248915,0.75124454,0.59998095,0.7999905,0.7017884,0.8508942,0.7091402,0.8545701,0.6489991,0.82449955,0.6801105,0.8400552,0.74306077,0.8715304
56642,0.6183231,0.80916154,0.57997346,0.7899867,0.5039331,0.75196654,0.5183568,0.7591784,0.6147929,0.8073964,0.7130108,0.8565054,0.7216152,0.8608076,0.66112864,0.8305643,0.72438306,0.86219156,0.74052036,0.8702602
56643,0.76519537,0.8825977,0.7130434,0.8565217,0.70122886,0.8506144,0.7033044,0.8516522,0.69935536,0.8496777,0.7332641,0.86663204,0.6436286,0.8218143,0.77631617,0.8881581,0.7650931,0.88254654,0.7329336,0.86646676
56644,0.5521623,0.77608114,0.57310575,0.7865529,0.450337,0.72516847,0.511368,0.755684,0.5601585,0.78007925,0.6002814,0.80014074,0.6703403,0.83517015,0.62284493,0.81142247,0.6490135,0.82450676,0.6273689,0.81368446
56645,0.70660347,0.85330176,0.6952261,0.84761304,0.6117959,0.80589795,0.65727925,0.8286396,0.687408,0.843704,0.78624046,0.8931202,0.7357766,0.86788833,0.8133235,0.90666175,0.8015301,0.90076506,0.80409485,0.9020474
56646,0.51558816,0.7577941,0.5332644,0.7666322,0.41723725,0.70861864,0.5314299,0.76571494,0.5177885,0.75889426,0.5934489,0.79672444,0.6045607,0.8022803,0.5891278,0.7945639,0.65933055,0.8296653,0.6441642,0.8220821
56647,0.6808289,0.84041446,0.67015815,0.8350791,0.587607,0.7938035,0.6528853,0.82644266,0.6957917,0.84789586,0.77543247,0.88771623,0.75104403,0.875522,0.7612655,0.88063276,0.75787723,0.8789386,0.80916214,0.90458107
56648,0.7229749,0.86148745,0.6845524,0.8422762,0.6090002,0.8045001,0.66231763,0.8311588,0.71794224,0.8589711,0.7734296,0.8867148,0.770728,0.885364,0.7736201,0.88681006,0.75860447,0.87930226,0.7757075,0.88785374
56649,0.68472517,0.8423626,0.70189315,0.85094655,0.61931866,0.80965936,0.638937,0.8194685,0.65385014,0.82692504,0.682008,0.841004,0.6437674,0.8218837,0.7277256,0.8638628,0.73319227,0.8665961,0.69863296,0.8493165
56650,0.70495635,0.85247815,0.67700326,0.83850163,0.6120771,0.80603856,0.59975326,0.79987663,0.71631,0.858155,0.80312985,0.90156496,0.7729384,0.8864692,0.75016296,0.8750815,0.7547687,0.87738436,0.8125675,0.90628374
56651,0.57576215,0.7878811,0.543337,0.7716685,0.47498924,0.7374946,0.47785735,0.7389287,0.60618967,0.80309486,0.6986258,0.8493129,0.6933007,0.84665036,0.648577,0.8242885,0.6944414,0.84722066,0.71667767,0.85833883
56652,0.7271136,0.8635568,0.67823696,0.8391185,0.63644046,0.81822026,0.6452395,0.82261974,0.74596035,0.8729802,0.82093126,0.9104656,0.77565926,0.88782966,0.79646623,0.8982331,0.80679715,0.9033986,0.8483193,0.92415965
56653,0.6336808,0.8168404,0.63183796,0.815919,0.57295585,0.7864779,0.5582673,0.7791337,0.6499096,0.8249548,0.73740697,0.8687035,0.7059063,0.85295314,0.72342575,0.8617129,0.742844,0.871422,0.7604033,0.88020164
56654,0.77275085,0.8863754,0.7422327,0.87111634,0.7025024,0.85125124,0.66627353,0.8331368,0.7945006,0.8972503,0.8421539,0.92107695,0.78374374,0.89187187,0.81931657,0.9096583,0.82239914,0.91119957,0.8444386,0.9222193
56656,0.5883956,0.7941978,0.576332,0.788166,0.50477344,0.7523867,0.53625524,0.7681276,0.6156246,0.80781233,0.6688913,0.83444566,0.6661778,0.8330889,0.64560044,0.8228002,0.6720995,0.83604974,0.69002306,0.84501153
56657,0.57327414,0.78663707,0.5420352,0.7710176,0.46474865,0.7323743,0.50402546,0.7520127,0.6046814,0.8023407,0.7389271,0.86946356,0.71065044,0.8553252,0.6590576,0.8295288,0.70296335,0.8514817,0.749375,0.8746875
56661,0.72980165,0.8649008,0.7081897,0.85409486,0.61026716,0.8051336,0.618966,0.809483,0.7320811,0.8660406,0.8100289,0.90501446,0.7414571,0.87072855,0.7662524,0.8831262,0.7705748,0.8852874,0.796565,0.8982825
56662,0.67535084,0.83767545,0.6783774,0.8391887,0.5636473,0.78182364,0.6324942,0.8162471,0.6649767,0.83248836,0.7648936,0.88244677,0.70174104,0.8508705,0.80087507,0.90043753,0.806767,0.9033835,0.81178284,0.9058914
56725,0.7390257,0.86951286,0.6925558,0.8462779,0.6506845,0.82534224,0.65562797,0.827814,0.73562884,0.8678144,0.8328384,0.9164192,0.78191674,0.89095837,0.81748635,0.90874314,0.7757526,0.8878763,0.8385192,0.9192596
56795,0.62502533,0.81251264,0.61842227,0.80921113,0.5706217,0.78531086,0.5737602,0.78688014,0.66923773,0.83461887,0.74197775,0.87098885,0.7577636,0.8788818,0.7689139,0.884457,0.76016366,0.88008183,0.8032658,0.9016329
56796,0.6168553,0.8084277,0.6282929,0.81414646,0.5745867,0.7872933,0.5860449,0.79302245,0.6770981,0.838549,0.73781335,0.8689067,0.7448215,0.8724108,0.75303787,0.87651896,0.73131496,0.86565745,0.76547855,0.8827393
56797,0.68444264,0.8422213,0.7141283,0.8570641,0.5942896,0.7971448,0.6321473,0.81607366,0.70423925,0.8521196,0.72521424,0.8626071,0.72421384,0.8621069,0.752449,0.8762245,0.76340544,0.8817027,0.73694795,0.868474
56798,0.605955,0.8029775,0.6075158,0.8037579,0.5315074,0.7657537,0.5619167,0.78095835,0.62636554,0.8131828,0.68563414,0.84281707,0.73093665,0.8654683,0.69706595,0.848533,0.72780764,0.8639038,0.75748646,0.87874323
56799,0.6470893,0.8235446,0.63835895,0.8191795,0.5461754,0.77308774,0.5903454,0.7951727,0.6718788,0.8359394,0.72421706,0.8621085,0.75425136,0.8771257,0.73698366,0.8684918,0.7584431,0.87922156,0.77841306,0.8892065
56800,0.66340363,0.8317018,0.62432224,0.8121611,0.55109876,0.7755494,0.6327901,0.81639504,0.604699,0.8023495,0.6675148,0.8337574,0.60156476,0.8007824,0.68051195,0.840256,0.67041105,0.83520555,0.6624007,0.83120036
56801,0.6853439,0.842672,0.6853025,0.84265125,0.5948627,0.79743135,0.59137666,0.79568833,0.705168,0.852584,0.7930856,0.8965428,0.7481288,0.8740644,0.7522503,0.87612516,0.7720686,0.8860343,0.7829982,0.8914991
56802,0.5471465,0.7735733,0.52447814,0.7622391,0.47449416,0.7372471,0.5128107,0.75640535,0.5251595,0.76257974,0.6364788,0.8182394,0.6279398,0.8139699,0.61967146,0.80983573,0.6831419,0.841571,0.66903454,0.83451724
56803,0.74546945,0.8727347,0.6897501,0.84487504,0.657178,0.82858896,0.61721295,0.8086065,0.7289245,0.86446226,0.84161794,0.920809,0.7682183,0.88410914,0.78386474,0.89193237,0.74567986,0.8728399,0.84062207,0.92031103
56804,0.6823149,0.84115744,0.68849415,0.8442471,0.622782,0.811391,0.63080895,0.8154045,0.6953146,0.8476573,0.7691402,0.8845701,0.7244758,0.86223793,0.79280704,0.89640355,0.76069033,0.88034517,0.77136195,0.885681
56805,0.6079321,0.80396605,0.6161237,0.80806184,0.544188,0.772094,0.59392875,0.7969644,0.5648109,0.78240544,0.6196989,0.80984944,0.61741626,0.80870813,0.6584661,0.82923305,0.6970309,0.84851545,0.67108023,0.8355401
56807,0.66798115,0.8339906,0.6828587,0.84142935,0.60027695,0.8001385,0.6032161,0.8016081,0.68813723,0.84406865,0.73732984,0.8686649,0.7740036,0.8870018,0.7246101,0.86230505,0.7765846,0.8882923,0.78198576,0.8909929
56809,0.7317708,0.8658854,0.69689703,0.8484485,0.63785326,0.81892663,0.6659403,0.83297014,0.73513997,0.86757,0.8052361,0.90261805,0.75232977,0.8761649,0.81396973,0.90698487,0.7991777,0.8995888,0.7955334,0.8977667
56859,0.59749377,0.7987469,0.5899552,0.7949776,0.47351712,0.7367586,0.5565682,0.7782841,0.6006431,0.8003216,0.67593986,0.8379699,0.66877425,0.8343871,0.65590906,0.82795453,0.7171837,0.85859185,0.7039231,0.85196155
56860,0.68975216,0.84487605,0.70439434,0.8521972,0.60645854,0.8032293,0.68333066,0.8416653,0.71612406,0.858062,0.79249,0.896245,0.77702665,0.8885133,0.8146267,0.90731335,0.8000874,0.9000437,0.8395082,0.9197541
56861,0.60189104,0.8009455,0.5547757,0.77738786,0.53093076,0.7654654,0.6000917,0.80004585,0.5931402,0.79657006,0.68608534,0.8430427,0.6577002,0.8288501,0.6876416,0.8438208,0.68642515,0.8432126,0.7119627,0.85598135
56862,0.6883657,0.84418285,0.6712154,0.8356077,0.593884,0.796942,0.60624266,0.8031213,0.66171694,0.83085847,0.7728152,0.8864076,0.73434293,0.86717147,0.7392483,0.86962414,0.7813967,0.8906983,0.7750692,0.8875346
57384,0.72699475,0.8634974,0.69527185,0.8476359,0.6639087,0.83195436,0.6634742,0.8317371,0.7320206,0.8660103,0.81495345,0.9074767,0.7550476,0.8775238,0.80213547,0.90106773,0.74301696,0.8715085,0.81100756,0.90550375
57400,0.75314355,0.8765718,0.70965946,0.8548297,0.6443716,0.8221858,0.6392551,0.8196275,0.7416891,0.87084454,0.8037102,0.9018551,0.747548,0.873774,0.7965927,0.89829636,0.7243819,0.86219096,0.7878764,0.8939382
62042,0.69300956,0.8465048,0.66640174,0.8332009,0.6392898,0.8196449,0.6447958,0.8223979,0.6333407,0.81667036,0.64501774,0.8225089,0.63885283,0.8194264,0.6513377,0.8256688,0.66558534,0.83279264,0.65579784,0.8278989
63086,0.46376693,0.73188347,0.47178861,0.7358943,0.40843803,0.704219,0.41260773,0.70630383,0.4639079,0.731954,0.5868711,0.7934356,0.5728462,0.7864231,0.54425323,0.7721266,0.6124891,0.80624455,0.61435986,0.8071799
63087,0.6630182,0.8315091,0.60897386,0.80448693,0.56347656,0.7817383,0.6040511,0.80202556,0.6526054,0.8263027,0.7414739,0.87073696,0.74549305,0.8727465,0.6854895,0.8427447,0.7098637,0.85493183,0.75695145,0.8784757
83710,0.7052293,0.85261464,0.6624518,0.8312259,0.60583365,0.8029168,0.646127,0.8230635,0.66084874,0.83042437,0.7582799,0.87913996,0.6439414,0.8219707,0.76554734,0.88277364,0.71822363,0.8591118,0.7419343,0.87096715
83711,0.51304257,0.7565213,0.58457875,0.7922894,0.53642786,0.7682139,0.5037627,0.75188136,0.4634888,0.7317444,0.41453907,0.70726955,0.43475062,0.7173753,0.5269093,0.7634547,0.50292027,0.75146013,0.4502104,0.72510517
86666,0.673962,0.836981,0.70527667,0.85263836,0.6174434,0.80872166,0.63630986,0.81815493,0.6815351,0.84076756,0.80593467,0.90296733,0.7942774,0.8971387,0.8179097,0.90895486,0.8060936,0.9030468,0.836635,0.9183175
87779,0.40011424,0.70005715,0.46592772,0.73296386,0.34450763,0.67225385,0.4208058,0.7104029,0.39580834,0.69790417,0.36785573,0.6839279,0.44119006,0.720595,0.41914183,0.7095709,0.44905576,0.7245279,0.41277087,0.70638543
97622,0.69843924,0.8492196,0.6842809,0.84214044,0.6333251,0.81666255,0.6030495,0.80152476,0.72930676,0.86465335,0.8443272,0.9221636,0.7651887,0.88259435,0.8073218,0.9036609,0.796813,0.8984065,0.8468311,0.92341554
98134,0.6346891,0.81734455,0.619699,0.8098495,0.5806365,0.79031825,0.5328847,0.76644236,0.66537774,0.83268887,0.75482684,0.8774134,0.7480023,0.87400115,0.7283918,0.86419594,0.76601994,0.88300997,0.80660284,0.9033014
