,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Score
29788,0.5917231,0.79586154,0.60802734,0.80401367,0.49428338,0.7471417,0.5419159,0.77095795,0.62467545,0.81233776,0.6996782,0.8498391,0.71792537,0.85896266,0.6867654,0.8433827,0.70541584,0.8527079,0.7179787,0.85898936
29835,0.66450393,0.83225197,0.68484163,0.8424208,0.58676046,0.79338026,0.603739,0.8018695,0.6747433,0.83737165,0.7623626,0.8811813,0.7487358,0.8743679,0.7721059,0.88605297,0.7881919,0.89409596,0.8090787,0.90453935
30606,0.62944174,0.81472087,0.5753337,0.78766686,0.56219363,0.7810968,0.57464975,0.7873249,0.61890036,0.80945015,0.74940264,0.8747013,0.6783104,0.8391552,0.70459044,0.8522952,0.7366833,0.8683417,0.77414894,0.8870745
30845,0.6069546,0.8034773,0.58300424,0.7915021,0.5205797,0.76028985,0.54800904,0.7740045,0.63964635,0.81982315,0.7594037,0.87970185,0.7054657,0.85273284,0.70749575,0.85374784,0.73828965,0.8691448,0.7756491,0.88782454
32072,0.756966,0.878483,0.7138622,0.8569311,0.7162896,0.85814476,0.6780772,0.8390386,0.7162689,0.85813445,0.78027743,0.89013875,0.705288,0.85264397,0.7968319,0.8984159,0.76902,0.88451004,0.7661464,0.8830732
46443,0.6917447,0.84587234,0.7010071,0.85050356,0.6619166,0.8309583,0.6387789,0.81938946,0.7260386,0.8630193,0.77350295,0.8867515,0.7074252,0.85371256,0.79920274,0.89960134,0.77263033,0.88631517,0.8037404,0.9018702
46506,0.5090911,0.75454557,0.53811896,0.7690595,0.4759822,0.7379911,0.49455327,0.74727666,0.5592644,0.7796322,0.63823056,0.8191153,0.6006299,0.80031496,0.6653185,0.83265924,0.69313717,0.8465686,0.7001686,0.8500843
50300,0.64698994,0.823495,0.6779079,0.838954,0.66088223,0.8304411,0.6070824,0.8035412,0.6732366,0.8366183,0.7303877,0.86519384,0.6650213,0.83251065,0.73793346,0.8689667,0.73677886,0.8683894,0.77663,0.88831496
51419,0.6251143,0.81255716,0.6488298,0.8244149,0.5791357,0.7895678,0.5901494,0.7950747,0.6254226,0.8127113,0.68418443,0.8420922,0.69368875,0.8468444,0.723246,0.861623,0.73734915,0.8686746,0.72292066,0.8614603
53971,0.6738404,0.8369202,0.63852143,0.8192607,0.559535,0.7797675,0.55660623,0.77830315,0.70232743,0.85116374,0.76217926,0.8810896,0.7792642,0.8896321,0.73222333,0.86611164,0.75651705,0.8782585,0.7790191,0.88950956
53972,0.6323178,0.8161589,0.61797315,0.80898654,0.5471542,0.7735771,0.56050473,0.78025234,0.6452526,0.8226263,0.76458216,0.8822911,0.71553576,0.8577679,0.7298766,0.86493826,0.7573567,0.8786783,0.7553819,0.8776909
53973,0.61615455,0.8080773,0.6139387,0.80696934,0.5409756,0.7704878,0.5717805,0.7858902,0.6390681,0.81953406,0.73002654,0.86501324,0.6934532,0.8467266,0.72582173,0.86291087,0.7457573,0.8728787,0.7618282,0.8809141
53974,0.64291155,0.8214558,0.61250246,0.8062512,0.58306086,0.79153043,0.6070572,0.8035286,0.65733683,0.8286684,0.71850514,0.8592526,0.70233846,0.8511692,0.7066055,0.8533027,0.73089564,0.8654478,0.73915374,0.8695769
53975,0.6697153,0.83485764,0.60339725,0.8016986,0.60683805,0.803419,0.5785494,0.7892747,0.6812017,0.84060085,0.7837256,0.8918628,0.70853525,0.8542676,0.71963936,0.85981965,0.7484114,0.8742057,0.7635701,0.88178504
53976,0.56217265,0.7810863,0.5426326,0.7713163,0.46406114,0.7320306,0.49488857,0.7474443,0.58464015,0.7923201,0.6566358,0.8283179,0.6754222,0.8377111,0.6165931,0.80829656,0.670076,0.835038,0.68479615,0.84239805
53977,0.7437128,0.8718564,0.6979481,0.84897405,0.6392374,0.8196187,0.66690755,0.8334538,0.728858,0.864429,0.78884315,0.8944216,0.76411355,0.8820568,0.7946845,0.89734226,0.7956655,0.89783275,0.8053416,0.9026708
53978,0.65817064,0.82908535,0.6108801,0.80544007,0.5769754,0.7884877,0.56445706,0.7822285,0.68122405,0.84061205,0.7929454,0.8964727,0.7167595,0.8583797,0.71625054,0.85812527,0.735821,0.8679105,0.7887336,0.8943668
53979,0.79732734,0.89866364,0.7307588,0.8653794,0.7155691,0.8577845,0.6599933,0.82999665,0.79055876,0.8952794,0.8837537,0.9418769,0.79447556,0.8972378,0.84559506,0.92279756,0.80042624,0.9002131,0.85139513,0.92569757
53981,0.64347947,0.82173973,0.64205635,0.8210282,0.57660127,0.78830063,0.59783125,0.7989156,0.6635562,0.8317781,0.7321067,0.86605334,0.7250315,0.86251575,0.70627147,0.8531357,0.7395253,0.86976266,0.734864,0.867432
54796,0.6762819,0.83814096,0.6587079,0.8293539,0.5816126,0.7908063,0.59855926,0.79927963,0.62359935,0.81179965,0.71824145,0.8591207,0.69093394,0.845467,0.7434592,0.8717296,0.748286,0.874143,0.73874134,0.8693707
54797,0.72298473,0.8614924,0.6918746,0.8459373,0.68475115,0.8423756,0.6290505,0.81452525,0.7472973,0.87364864,0.84926003,0.92463005,0.7609755,0.88048774,0.8052474,0.9026237,0.7496257,0.87481284,0.83554304,0.9177715
54798,0.6590153,0.82950765,0.7066617,0.85333085,0.61555016,0.8077751,0.6387089,0.8193544,0.6636598,0.8318299,0.71785617,0.8589281,0.70621085,0.8531054,0.73517823,0.8675891,0.7921606,0.89608026,0.7636323,0.88181615
54799,0.53058267,0.76529133,0.5452881,0.77264404,0.44071832,0.72035915,0.50556153,0.7527808,0.5344381,0.76721907,0.6087893,0.80439466,0.63271254,0.8163563,0.6051949,0.80259746,0.6861286,0.8430643,0.7001091,0.85005456
54800,0.6117712,0.8058856,0.6500304,0.8250152,0.55855787,0.77927893,0.57808244,0.7890412,0.61976475,0.8098824,0.6464013,0.82320064,0.6833364,0.8416682,0.7182327,0.8591163,0.73157185,0.86578596,0.71755624,0.8587781
56453,0.6698325,0.83491623,0.64082813,0.82041407,0.5700425,0.78502125,0.5554714,0.7777357,0.6853095,0.84265476,0.76682985,0.8834149,0.8031008,0.9015504,0.701211,0.8506055,0.7367265,0.86836326,0.7834277,0.89171386
56528,0.6480362,0.8240181,0.61802435,0.8090122,0.551305,0.7756525,0.5602213,0.78011066,0.6622515,0.83112574,0.7105968,0.8552984,0.72110486,0.86055243,0.6712885,0.83564425,0.7150079,0.85750395,0.71211374,0.85605687
56542,0.7055385,0.85276926,0.69792587,0.8489629,0.6024215,0.80121076,0.67536724,0.8376836,0.70311475,0.8515574,0.7754512,0.8877256,0.7436657,0.87183285,0.7995609,0.89978045,0.7993664,0.89968324,0.8096309,0.90481544
56543,0.61105585,0.8055279,0.5926726,0.7963363,0.50464576,0.7523229,0.5434734,0.77173674,0.6055946,0.8027973,0.6826575,0.84132874,0.70122355,0.8506118,0.65941656,0.8297083,0.71101224,0.8555061,0.71101683,0.85550845
56544,0.71783787,0.8589189,0.69805336,0.8490267,0.6222609,0.81113046,0.6652155,0.83260775,0.7158575,0.85792875,0.79627424,0.8981371,0.7677678,0.8838839,0.77658075,0.8882904,0.8020265,0.90101326,0.8298441,0.91492206
56545,0.5291792,0.7645896,0.6082141,0.80410707,0.4520049,0.72600245,0.54324883,0.77162445,0.4958855,0.74794275,0.50228465,0.7511423,0.53754985,0.7687749,0.6066853,0.80334264,0.63139033,0.81569517,0.57841474,0.78920734
56618,0.64143723,0.82071865,0.669104,0.834552,0.5789871,0.78949356,0.6082012,0.80410063,0.62589586,0.8129479,0.69517976,0.84758985,0.69270825,0.8463541,0.7476947,0.87384737,0.76461565,0.8823078,0.7462722,0.8731361
56619,0.61127895,0.8056395,0.62401044,0.8120052,0.5295998,0.7647999,0.57153285,0.7857664,0.6395706,0.8197853,0.71126163,0.8556308,0.7045424,0.8522712,0.687664,0.843832,0.7106929,0.85534644,0.74841046,0.87420523
56629,0.7485992,0.8742996,0.73922265,0.8696113,0.65451264,0.8272563,0.71108747,0.85554373,0.7303561,0.86517805,0.7908273,0.89541364,0.74273527,0.87136763,0.8319355,0.91596776,0.79873323,0.8993666,0.8094421,0.904721
56630,0.678399,0.83919954,0.6506264,0.8253132,0.5537541,0.77687705,0.5757325,0.78786623,0.6905378,0.8452689,0.7985885,0.89929426,0.7585305,0.87926525,0.7560259,0.87801296,0.76618,0.88309,0.80798596,0.903993
56631,0.5298667,0.76493335,0.54095757,0.7704788,0.465578,0.732789,0.52244496,0.7612225,0.5347989,0.76739943,0.60493594,0.80246794,0.5985627,0.79928136,0.61133933,0.80566967,0.6607325,0.83036625,0.69152784,0.8457639
56632,0.6758771,0.83793855,0.6834504,0.84172523,0.60549414,0.8027471,0.6331848,0.8165924,0.7019816,0.8509908,0.77337956,0.8866898,0.7830597,0.89152986,0.7789928,0.8894964,0.79184663,0.8959233,0.8291805,0.91459024
56633,0.63463944,0.81731975,0.62957054,0.81478524,0.5893655,0.79468274,0.57729125,0.7886456,0.63331664,0.8166583,0.6966078,0.8483039,0.71722907,0.85861456,0.7185343,0.8592671,0.6928223,0.8464111,0.71509075,0.8575454
56634,0.60759234,0.8037962,0.6042049,0.80210245,0.5039587,0.75197935,0.5455954,0.7727977,0.62383896,0.81191945,0.71093386,0.85546696,0.7035824,0.8517912,0.70155585,0.8507779,0.75110036,0.87555015,0.7489512,0.8744756
56635,0.51943725,0.75971866,0.61917233,0.80958617,0.4675059,0.73375297,0.4828427,0.74142134,0.5392987,0.7696494,0.5697742,0.7848871,0.6166704,0.8083352,0.6123991,0.80619955,0.6351649,0.8175825,0.62385786,0.8119289
56637,0.73257864,0.8662893,0.72232294,0.8611615,0.6289767,0.81448835,0.66816545,0.8340827,0.741379,0.8706895,0.8141392,0.90706956,0.7795361,0.88976806,0.8394104,0.9197052,0.80075085,0.9003754,0.8353295,0.91766477
56638,0.7465192,0.8732596,0.7036727,0.8518363,0.6233952,0.8116976,0.6328479,0.81642395,0.74930775,0.8746539,0.82465136,0.9123257,0.81211704,0.90605855,0.78453505,0.8922675,0.7603153,0.88015765,0.8134774,0.9067387
56639,0.4586749,0.72933745,0.49537563,0.7476878,0.40652463,0.7032623,0.44453052,0.72226524,0.4971941,0.748597,0.58344007,0.79172003,0.5980091,0.79900455,0.59211147,0.79605573,0.6118816,0.8059408,0.64108884,0.8205444
56641,0.5444491,0.77222455,0.51236266,0.75618136,0.46511978,0.7325599,0.49541268,0.74770635,0.56328374,0.78164184,0.6584189,0.82920945,0.6698886,0.8349443,0.6130662,0.8065331,0.67030174,0.83515084,0.7205169,0.86025846
56642,0.59640646,0.79820323,0.56443596,0.782218,0.50125563,0.7506278,0.50639284,0.7531964,0.5849472,0.7924736,0.7035843,0.85179216,0.69262344,0.8463117,0.6375325,0.81876624,0.7028035,0.85140175,0.7227713,0.86138564
56643,0.73666716,0.8683336,0.694029,0.8470145,0.6856662,0.8428331,0.6879279,0.843964,0.6832987,0.84164935,0.72258705,0.86129355,0.6312653,0.81563264,0.7638842,0.8819421,0.762753,0.8813765,0.723369,0.8616845
56644,0.52250886,0.76125443,0.55122435,0.7756122,0.4465454,0.7232727,0.50700575,0.75350285,0.5402024,0.7701012,0.5731076,0.7865538,0.6225538,0.8112769,0.598809,0.7994045,0.63388735,0.81694365,0.6089518,0.8044759
56645,0.63293374,0.81646687,0.6513622,0.8256811,0.56139123,0.7806956,0.6196182,0.8098091,0.63693166,0.8184658,0.72853684,0.8642684,0.69732773,0.84866387,0.74851376,0.87425685,0.7467687,0.87338436,0.75870407,0.87935203
56646,0.5245976,0.7622988,0.5143116,0.7571558,0.41719818,0.7085991,0.54522604,0.77261305,0.51635456,0.7581773,0.58169115,0.7908456,0.5895041,0.79475206,0.587651,0.7938255,0.64092296,0.8204615,0.6383906,0.8191953
56647,0.69610095,0.8480505,0.68589723,0.8429486,0.63078976,0.8153949,0.6225965,0.81129825,0.7226964,0.8613482,0.8002012,0.9001006,0.78491306,0.89245653,0.77414846,0.88707423,0.76200414,0.88100207,0.83626986,0.9181349
56648,0.772848,0.886424,0.7071717,0.85358584,0.67527235,0.8376362,0.68804306,0.84402156,0.7415328,0.8707664,0.7748039,0.88740194,0.76215076,0.8810754,0.8033627,0.90168136,0.7637538,0.8818769,0.7943351,0.89716756
56649,0.6990386,0.8495193,0.684259,0.84212947,0.64422023,0.8221101,0.6265991,0.81329954,0.67593837,0.8379692,0.7355858,0.8677929,0.6663967,0.8331983,0.73850787,0.86925393,0.7514765,0.87573826,0.7415614,0.8707807
56650,0.6624915,0.8312458,0.6530738,0.8265369,0.5942163,0.7971082,0.58924246,0.7946212,0.7158306,0.8579153,0.7894925,0.89474624,0.80219376,0.9010969,0.75076765,0.87538385,0.7797967,0.88989836,0.82629347,0.91314673
56651,0.51420766,0.7571038,0.53237134,0.76618564,0.45405394,0.72702694,0.47648484,0.7382424,0.54469264,0.7723463,0.6301713,0.81508565,0.631001,0.8155005,0.64487016,0.8224351,0.63754237,0.8187712,0.6768905,0.83844525
56652,0.6531141,0.82655704,0.6376956,0.8188478,0.55449164,0.7772458,0.59061897,0.7953095,0.636802,0.818401,0.7188231,0.85941154,0.69945216,0.8497261,0.7168108,0.8584054,0.7358529,0.8679265,0.75688964,0.8784448
56653,0.5576862,0.7788431,0.56761694,0.78380847,0.5086999,0.75434995,0.5129078,0.7564539,0.55106163,0.7755308,0.61134523,0.80567265,0.60622585,0.8031129,0.6264782,0.8132391,0.6702485,0.83512425,0.65328276,0.8266414
56654,0.737517,0.8687585,0.70314986,0.8515749,0.63667405,0.818337,0.6426244,0.8213122,0.7430059,0.87150294,0.82968146,0.9148407,0.79432136,0.89716065,0.7845058,0.8922529,0.80373394,0.901867,0.8520266,0.9260133
56656,0.6726485,0.8363242,0.6375315,0.81876576,0.57038623,0.7851931,0.5632279,0.78161395,0.66452205,0.832261,0.7364547,0.86822736,0.73205596,0.86602795,0.6802707,0.84013534,0.7104519,0.8552259,0.74583614,0.87291807
56657,0.5741955,0.78709775,0.52784085,0.7639204,0.48321772,0.74160886,0.49504054,0.74752027,0.5980673,0.79903364,0.7494959,0.874748,0.6896063,0.84480315,0.65846235,0.82923114,0.6974425,0.84872127,0.7682259,0.88411295
56661,0.70053464,0.8502673,0.7039261,0.85196304,0.6067085,0.80335426,0.61385584,0.8069279,0.7127392,0.8563696,0.8051776,0.90258884,0.76202524,0.8810126,0.7618636,0.8809318,0.77017665,0.8850883,0.80867934,0.9043397
56662,0.7181448,0.8590724,0.70478743,0.85239375,0.62036943,0.8101847,0.67726994,0.83863497,0.69558036,0.8477902,0.77494884,0.8874744,0.7210306,0.8605153,0.80489767,0.90244883,0.8204969,0.91024846,0.80017984,0.9000899
56725,0.68461657,0.8423083,0.6846522,0.8423261,0.60916317,0.8045816,0.6346786,0.8173393,0.7169239,0.858462,0.8017304,0.9008652,0.779089,0.8895445,0.782024,0.891012,0.7768278,0.8884139,0.8376309,0.9188155
56795,0.64717126,0.8235856,0.68902946,0.8445147,0.6064311,0.80321556,0.6413873,0.8206936,0.69988775,0.8499439,0.71560156,0.8578008,0.77635646,0.8881782,0.7796085,0.88980424,0.7908839,0.89544195,0.78490293,0.89245147
56796,0.6607264,0.8303632,0.64868844,0.8243442,0.57073015,0.7853651,0.60136294,0.8006815,0.7021564,0.8510782,0.7885773,0.89428866,0.76721895,0.8836095,0.78317416,0.8915871,0.7917624,0.8958812,0.80225706,0.90112853
56797,0.7034344,0.85171723,0.71912915,0.85956454,0.5974221,0.79871106,0.6198593,0.8099296,0.69915634,0.84957814,0.73228663,0.86614335,0.708228,0.854114,0.75409806,0.877049,0.7580069,0.8790034,0.74414366,0.87207186
56798,0.60885656,0.8044283,0.6163349,0.80816746,0.53560805,0.767804,0.5677935,0.78389674,0.62661576,0.8133079,0.68377006,0.84188503,0.7383825,0.8691913,0.6800659,0.84003294,0.6948944,0.84744716,0.7453294,0.8726647
56799,0.6708939,0.83544695,0.64324594,0.82162297,0.5847561,0.79237807,0.59775174,0.79887587,0.6811329,0.84056646,0.74351776,0.8717589,0.7550918,0.8775459,0.73170114,0.86585057,0.756181,0.8780905,0.7955959,0.89779794
56800,0.70067227,0.85033613,0.6850237,0.8425119,0.60858786,0.80429393,0.6356488,0.81782436,0.6668251,0.8334125,0.7236364,0.8618182,0.6533723,0.82668614,0.75186193,0.87593096,0.7145709,0.85728544,0.7107001,0.85535
56801,0.659456,0.829728,0.66667044,0.8333352,0.5988134,0.7994067,0.6010848,0.8005424,0.6714044,0.8357022,0.76529264,0.8826463,0.718938,0.859469,0.75118315,0.8755916,0.7570348,0.8785174,0.7710441,0.885522
56802,0.574087,0.7870435,0.5765462,0.7882731,0.50872016,0.7543601,0.5460629,0.7730315,0.57501435,0.7875072,0.6537889,0.82689446,0.66714394,0.833572,0.64871746,0.8243587,0.7157737,0.85788685,0.69434726,0.84717363
56803,0.7550832,0.8775416,0.7114655,0.85573274,0.6557773,0.8278886,0.659611,0.8298055,0.71875155,0.8593758,0.82299507,0.91149753,0.7698262,0.8849131,0.7939627,0.89698136,0.74918246,0.87459123,0.8214074,0.91070366
56804,0.6883236,0.8441618,0.69777215,0.8488861,0.6188425,0.80942124,0.63887817,0.81943905,0.68656623,0.8432831,0.759148,0.879574,0.72581685,0.8629084,0.7881522,0.8940761,0.7761942,0.8880971,0.78113866,0.8905693
56805,0.57290924,0.7864546,0.5608206,0.7804103,0.513854,0.756927,0.5455472,0.7727736,0.51907516,0.7595376,0.622988,0.811494,0.57850754,0.7892538,0.6274862,0.8137431,0.6757433,0.8378717,0.66136956,0.8306848
56807,0.67454624,0.8372731,0.67066693,0.83533347,0.5912378,0.7956189,0.61810476,0.80905235,0.7000407,0.85002035,0.77025,0.88512504,0.77553207,0.887766,0.7589545,0.87947726,0.777852,0.888926,0.8261517,0.91307586
56809,0.68859524,0.84429765,0.69638264,0.8481913,0.6108214,0.80541074,0.68346936,0.84173465,0.68373275,0.8418664,0.73390704,0.8669535,0.71136177,0.8556809,0.7723034,0.8861517,0.80384314,0.9019216,0.76834565,0.8841728
56859,0.5519395,0.77596974,0.5270724,0.7635362,0.4418251,0.7209126,0.55274,0.77637,0.54864424,0.77432215,0.61735123,0.80867565,0.616697,0.80834854,0.59642327,0.79821163,0.66108704,0.8305435,0.63120866,0.8156043
56860,0.643806,0.821903,0.6582933,0.8291466,0.5717877,0.78589386,0.651645,0.8258225,0.6394229,0.81971145,0.72783834,0.86391914,0.6914146,0.8457073,0.7583949,0.8791975,0.75074786,0.87537396,0.77765286,0.88882643
56861,0.5127522,0.7563761,0.5124077,0.7562039,0.4167106,0.7083553,0.5384012,0.76920056,0.50031316,0.7501566,0.5299587,0.76497936,0.5748043,0.78740215,0.56858283,0.7842914,0.58964646,0.7948232,0.5870446,0.7935223
56862,0.70557684,0.85278845,0.7107222,0.8553611,0.61430585,0.8071529,0.66511023,0.8325551,0.68999755,0.8449988,0.7539482,0.8769741,0.7475029,0.87375146,0.78237975,0.8911899,0.78544736,0.8927237,0.77815413,0.88907707
57384,0.77559507,0.88779753,0.7468314,0.8734157,0.7011337,0.85056686,0.6884332,0.8442166,0.7792374,0.8896187,0.83513343,0.9175667,0.7802278,0.8901139,0.85331905,0.9266595,0.7730446,0.8865223,0.8250986,0.91254926
57400,0.7903335,0.89516675,0.71461475,0.8573074,0.70451665,0.8522583,0.6615289,0.8307644,0.75760144,0.87880075,0.81358385,0.9067919,0.7395587,0.86977935,0.80030596,0.900153,0.7111505,0.85557526,0.78491807,0.89245903
62042,0.7055754,0.85278773,0.6768311,0.83841556,0.63413703,0.8170685,0.6504035,0.82520175,0.6512448,0.82562244,0.67122906,0.83561456,0.6648189,0.83240944,0.67574716,0.8378736,0.697364,0.848682,0.6854987,0.84274936
63086,0.508273,0.7541365,0.5113512,0.7556756,0.4510216,0.72551084,0.45672685,0.7283634,0.51905036,0.7595252,0.6172064,0.80860317,0.6135092,0.8067546,0.5773175,0.78865874,0.6262033,0.81310165,0.6342648,0.8171324
63087,0.6645863,0.83229315,0.63917565,0.8195878,0.572484,0.786242,0.6386554,0.8193277,0.65942097,0.8297105,0.7186827,0.8593414,0.7345314,0.8672657,0.68874645,0.8443732,0.72319925,0.8615996,0.7475943,0.8737972
83710,0.73465,0.867325,0.730585,0.8652925,0.6593006,0.8296503,0.7075381,0.85376906,0.73715556,0.8685778,0.78522235,0.89261115,0.7217106,0.86085534,0.81894183,0.9094709,0.795329,0.8976645,0.80374134,0.90187067
83711,0.61407274,0.8070364,0.64924985,0.8246249,0.6382533,0.8191266,0.608969,0.8044845,0.5364828,0.7682414,0.49669147,0.74834573,0.49350816,0.74675405,0.6119462,0.8059731,0.5852829,0.79264146,0.5411343,0.7705672
86666,0.6534753,0.82673764,0.7224211,0.8612106,0.6123356,0.80616784,0.67198825,0.8359941,0.6685853,0.83429265,0.7470566,0.8735283,0.76301813,0.88150907,0.8070488,0.9035244,0.8016752,0.9008376,0.8032806,0.9016403
87779,0.37506735,0.6875337,0.43820226,0.71910113,0.32307693,0.6615385,0.42137763,0.7106888,0.35244122,0.6762206,0.3122201,0.65611005,0.3841134,0.6920567,0.3838231,0.6919116,0.40238494,0.7011925,0.37011606,0.685058
97622,0.67482316,0.8374116,0.67307734,0.8365387,0.61443996,0.80722,0.603372,0.801686,0.6978899,0.84894496,0.81830055,0.90915024,0.7455785,0.87278926,0.79960644,0.8998032,0.7908736,0.89543676,0.82668734,0.91334367
98134,0.658262,0.829131,0.6333443,0.81667215,0.58795786,0.7939789,0.5487318,0.7743659,0.6657891,0.83289456,0.7808893,0.89044464,0.76447165,0.8822358,0.7342752,0.8671376,0.7427073,0.8713536,0.8060223,0.90301114
