,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Score
54800,0.52688986,0.7634449,0.53039765,0.7651988,0.48248744,0.7412437,0.4749298,0.7374649,0.53640914,0.76820457,0.6198329,0.80991644,0.6716335,0.83581674,0.6341163,0.81705815,0.65713596,0.828568,0.6697266,0.8348633
56453,0.65521705,0.8276085,0.6520229,0.8260114,0.5896494,0.7948247,0.60484266,0.80242133,0.6933247,0.84666234,0.7160381,0.85801905,0.7857123,0.8928561,0.70368946,0.8518447,0.7613547,0.88067734,0.76250315,0.8812516
56528,0.602444,0.80122197,0.567958,0.783979,0.5088144,0.75440717,0.5619459,0.78097296,0.59674275,0.7983714,0.68257225,0.8412861,0.64685386,0.82342696,0.63669634,0.81834817,0.7035065,0.85175323,0.68033546,0.84016776
56542,0.7062005,0.85310024,0.67369604,0.836848,0.61044383,0.8052219,0.62538344,0.8126917,0.70594007,0.85297,0.81652546,0.9082627,0.7377193,0.86885965,0.79617906,0.8980895,0.7846816,0.8923408,0.8397317,0.91986585
56543,0.60048413,0.80024207,0.5682467,0.78412336,0.5111605,0.75558025,0.5309419,0.765471,0.58646953,0.79323477,0.68184936,0.8409247,0.68144226,0.84072113,0.64555836,0.8227792,0.700603,0.8503015,0.69803303,0.84901655
56544,0.6504659,0.825233,0.64920545,0.8246027,0.5916175,0.7958088,0.6513262,0.8256631,0.6636305,0.83181524,0.70841634,0.8542082,0.7276102,0.86380506,0.713132,0.856566,0.7191845,0.85959226,0.7490374,0.8745187
56545,0.5220091,0.76100457,0.58642423,0.7932121,0.47461438,0.7373072,0.5163234,0.75816166,0.505052,0.752526,0.52063084,0.7603154,0.584854,0.792427,0.6005643,0.8002821,0.63382614,0.81691307,0.5864557,0.79322785
56618,0.57078886,0.78539443,0.6058929,0.80294645,0.504001,0.7520005,0.5677684,0.78388417,0.5579369,0.77896845,0.6002444,0.8001222,0.6319616,0.8159808,0.66133046,0.83066523,0.6879709,0.84398544,0.66900635,0.8345032
56619,0.56543386,0.78271693,0.5766088,0.7883044,0.49454024,0.7472701,0.52956617,0.7647831,0.5892253,0.79461265,0.66303444,0.8315172,0.681093,0.8405465,0.6288999,0.8144499,0.6876746,0.84383726,0.6906893,0.84534466
56629,0.7354337,0.86771685,0.6846442,0.8423221,0.62325466,0.8116273,0.693612,0.846806,0.6892757,0.8446379,0.79427636,0.8971382,0.72946274,0.8647314,0.80522215,0.9026111,0.7647791,0.88238955,0.8126661,0.9063331
56630,0.54698235,0.77349114,0.54651535,0.7732577,0.46102256,0.7305113,0.5281012,0.7640506,0.53684944,0.76842475,0.62984943,0.8149247,0.6517482,0.8258741,0.6445734,0.8222867,0.6710105,0.83550525,0.70593596,0.852968
56631,0.57814515,0.7890726,0.59661764,0.79830885,0.50637543,0.7531877,0.56717205,0.783586,0.5961833,0.79809165,0.65704453,0.82852226,0.6475521,0.823776,0.6807802,0.8403901,0.7326993,0.86634964,0.74447024,0.8722351
56632,0.6968956,0.8484478,0.6698369,0.83491844,0.62874466,0.8143723,0.6546041,0.82730204,0.68971455,0.8448573,0.8015118,0.9007559,0.7418113,0.87090564,0.80332196,0.901661,0.7763728,0.8881864,0.81929696,0.9096485
56633,0.5565258,0.7782629,0.548016,0.77400804,0.5193855,0.7596928,0.4932508,0.7466254,0.53501767,0.76750886,0.64736575,0.8236829,0.6148368,0.8074184,0.6109575,0.80547875,0.6561215,0.82806075,0.6653024,0.8326512
56634,0.5510813,0.77554065,0.58670366,0.7933518,0.4840358,0.74201787,0.5200361,0.76001805,0.59679115,0.7983956,0.6727911,0.83639556,0.69801724,0.8490086,0.6665899,0.833295,0.72275966,0.86137986,0.7406353,0.87031764
56635,0.45138755,0.72569376,0.5337683,0.76688415,0.4125268,0.7062634,0.41995695,0.70997846,0.46966714,0.7348336,0.5265833,0.76329166,0.5582198,0.7791099,0.5575229,0.77876145,0.5406465,0.7703233,0.57448095,0.7872405
56637,0.6337706,0.8168853,0.63408947,0.81704473,0.53772974,0.76886487,0.62397027,0.81198514,0.6490842,0.8245421,0.71097976,0.85548985,0.7159245,0.85796225,0.7135072,0.8567536,0.7155758,0.8577879,0.7395217,0.8697609
56638,0.6567972,0.8283986,0.69175506,0.8458775,0.5969676,0.7984838,0.59985054,0.79992527,0.6981467,0.84907335,0.7279717,0.86398584,0.77164125,0.8858206,0.7532558,0.8766279,0.7183625,0.8591813,0.7436248,0.8718124
56639,0.4063465,0.7031733,0.42231333,0.71115667,0.39163756,0.6958188,0.3945425,0.6972712,0.4400937,0.7200469,0.5401512,0.77007556,0.53850913,0.76925457,0.5240655,0.76203275,0.5629641,0.78148204,0.5918083,0.79590416
56641,0.52461874,0.7623094,0.51823723,0.7591186,0.4462081,0.72310406,0.4797866,0.7398933,0.5685102,0.7842551,0.649517,0.8247585,0.6873239,0.84366196,0.6004516,0.8002258,0.66249967,0.83124983,0.6988166,0.84940827
56642,0.51929647,0.7596482,0.5295173,0.76475865,0.44521588,0.722608,0.47868627,0.73934317,0.5252357,0.7626178,0.56899536,0.7844977,0.6252307,0.8126154,0.5672271,0.78361356,0.63142174,0.8157109,0.6232856,0.81164277
56643,0.7213171,0.8606585,0.68725115,0.84362555,0.6676322,0.8338161,0.67232275,0.8361614,0.6515337,0.82576686,0.6882659,0.84413296,0.61943024,0.80971515,0.726145,0.8630725,0.74690473,0.87345237,0.69322205,0.846611
56644,0.4956783,0.74783915,0.5103624,0.7551812,0.41204107,0.70602053,0.46644843,0.7332242,0.50504994,0.752525,0.54635763,0.7731788,0.61307585,0.8065379,0.5856846,0.79284227,0.62347174,0.81173587,0.6102601,0.80513006
56645,0.5402684,0.7701342,0.5715298,0.78576493,0.50831854,0.7541593,0.54835594,0.77417797,0.5182885,0.75914425,0.58300686,0.7915034,0.58572096,0.7928605,0.65085554,0.8254278,0.6438816,0.8219408,0.6482351,0.82411754
56646,0.43847635,0.71923816,0.44934934,0.7246747,0.34700108,0.67350054,0.46048248,0.73024124,0.45494682,0.7274734,0.50105023,0.7505251,0.54930866,0.7746543,0.527619,0.7638095,0.5567499,0.7783749,0.5680842,0.7840421
56647,0.66136515,0.8306826,0.67305905,0.8365295,0.5999185,0.79995924,0.6545956,0.8272978,0.6663095,0.83315474,0.7114222,0.8557111,0.7245694,0.86228466,0.7431239,0.87156194,0.7272732,0.8636366,0.7498394,0.8749197
56648,0.7477251,0.87386256,0.67789257,0.8389463,0.65469044,0.82734525,0.6740813,0.83704066,0.6942351,0.84711754,0.7688975,0.88444877,0.70030004,0.85015,0.79970574,0.8998529,0.771191,0.8855955,0.7829485,0.89147425
56649,0.6689721,0.834486,0.67066157,0.8353308,0.6086164,0.8043082,0.6252762,0.8126381,0.62570214,0.8128511,0.67584395,0.837922,0.6325152,0.8162576,0.7135024,0.8567512,0.7310586,0.8655293,0.6914433,0.84572166
56650,0.605044,0.802522,0.60286117,0.8014306,0.5031546,0.75157726,0.53503245,0.76751626,0.6218542,0.8109271,0.7066189,0.85330945,0.7155415,0.85777074,0.6688049,0.83440244,0.7101239,0.85506195,0.7468566,0.8734283
56651,0.4199146,0.7099573,0.4310317,0.71551585,0.33922905,0.66961455,0.38456374,0.69228184,0.43638152,0.7181908,0.49985564,0.7499278,0.55050117,0.77525055,0.48528078,0.7426404,0.51960623,0.7598031,0.550334,0.775167
56652,0.69805723,0.8490286,0.69870913,0.84935457,0.5867056,0.79335284,0.63587385,0.8179369,0.6976045,0.8488022,0.752978,0.87648904,0.7654335,0.8827168,0.7710018,0.8855009,0.7686431,0.8843216,0.7781656,0.8890828
56653,0.5207353,0.76036763,0.51340115,0.7567006,0.4594048,0.7297024,0.47405875,0.7370294,0.51669747,0.7583487,0.58793366,0.7939668,0.58349884,0.7917494,0.5845002,0.7922501,0.61397874,0.8069894,0.6151951,0.8075975
56654,0.6906071,0.84530354,0.69695044,0.8484752,0.61888385,0.8094419,0.6297861,0.814893,0.7422184,0.8711092,0.797475,0.8987375,0.8014735,0.90073675,0.778259,0.8891295,0.79380095,0.8969005,0.8278078,0.9139039
56656,0.58895546,0.7944777,0.59504104,0.7975205,0.5383396,0.7691698,0.5620006,0.78100026,0.62417674,0.8120884,0.657491,0.8287455,0.66036063,0.8301803,0.64893997,0.82447,0.67248017,0.83624005,0.6890928,0.84454644
56657,0.5279583,0.76397914,0.5206784,0.7603392,0.45122635,0.7256132,0.49220896,0.7461045,0.54148,0.77074003,0.6772169,0.83860844,0.6347054,0.8173527,0.619925,0.8099625,0.6561098,0.8280549,0.69951665,0.8497583
56661,0.67157584,0.8357879,0.6676775,0.83383876,0.5737823,0.78689116,0.59327817,0.7966391,0.67693627,0.83846813,0.79036033,0.89518017,0.72121775,0.8606089,0.7424612,0.8712306,0.7595502,0.8797751,0.7895253,0.89476264
56662,0.62906003,0.81453,0.6995553,0.84977764,0.5899806,0.7949903,0.6439728,0.82198644,0.61609775,0.80804884,0.6294379,0.81471896,0.62804615,0.8140231,0.727339,0.8636695,0.74314046,0.8715702,0.679562,0.839781
56725,0.60006475,0.8000324,0.6317067,0.81585336,0.5457696,0.7728848,0.57935,0.789675,0.6124055,0.80620277,0.64976245,0.8248812,0.71485674,0.8574284,0.7127385,0.85636926,0.6679057,0.83395284,0.6965792,0.8482896
56795,0.5260041,0.76300204,0.59435856,0.7971793,0.51563156,0.7578158,0.5592234,0.7796117,0.55075425,0.77537715,0.5503695,0.77518475,0.64423,0.822115,0.6545695,0.82728475,0.6441424,0.8220712,0.62359065,0.81179535
56796,0.54074764,0.7703738,0.5640665,0.78203326,0.50036603,0.750183,0.5304072,0.7652036,0.62308437,0.81154215,0.6623537,0.8311769,0.6949964,0.8474982,0.67089117,0.8354456,0.6583913,0.8291956,0.69209695,0.8460485
56797,0.58698153,0.79349077,0.6246731,0.81233656,0.5026717,0.75133586,0.55736107,0.77868056,0.58369625,0.7918481,0.625755,0.81287754,0.6257607,0.81288034,0.6762147,0.83810735,0.6658604,0.8329302,0.66529703,0.8326485
56798,0.5842897,0.7921449,0.61744463,0.8087223,0.5266674,0.7633337,0.5707195,0.78535974,0.6135131,0.80675656,0.66430104,0.8321505,0.7292346,0.8646173,0.6768859,0.8384429,0.7015102,0.8507551,0.732353,0.8661765
56799,0.5599412,0.7799706,0.5459649,0.7729825,0.47085,0.735425,0.50609297,0.7530465,0.5824733,0.79123664,0.6740793,0.83703965,0.69563633,0.84781814,0.6510408,0.8255204,0.6968355,0.84841776,0.73753494,0.8687675
56800,0.6579411,0.82897055,0.63480556,0.8174028,0.5594257,0.77971286,0.62860453,0.81430227,0.6103692,0.8051846,0.6792586,0.8396293,0.62857383,0.81428695,0.6962736,0.8481368,0.71021825,0.8551091,0.6919267,0.84596336
56801,0.5802989,0.79014945,0.6103661,0.80518305,0.53553,0.767765,0.54671353,0.7733568,0.6007924,0.8003962,0.6583482,0.8291741,0.64412045,0.8220602,0.66605484,0.8330274,0.6794253,0.8397126,0.67506,0.83753
56802,0.55808616,0.7790431,0.5291983,0.76459914,0.50068367,0.75034183,0.51863563,0.7593178,0.52363956,0.7618198,0.62994885,0.8149744,0.61937535,0.8096877,0.616385,0.8081925,0.6841808,0.84209037,0.6808845,0.84044224
56803,0.6859765,0.84298825,0.70714176,0.8535709,0.63205516,0.8160276,0.63516104,0.8175805,0.70733416,0.8536671,0.75751877,0.8787594,0.787405,0.8937025,0.76925164,0.8846258,0.7648308,0.8824154,0.80855167,0.90427583
56804,0.72325426,0.8616271,0.69552624,0.8477631,0.6419916,0.8209958,0.65691817,0.8284591,0.7044667,0.85223335,0.77191174,0.88595587,0.70858926,0.85429466,0.791677,0.8958385,0.7739592,0.8869796,0.77243865,0.8862193
56805,0.51202583,0.7560129,0.5377956,0.7688978,0.48437193,0.74218595,0.52191806,0.760959,0.47354406,0.73677206,0.52360624,0.76180315,0.53160715,0.7658036,0.5749512,0.7874756,0.623953,0.8119765,0.57567185,0.78783596
56807,0.62764037,0.8138202,0.63566947,0.81783473,0.5548136,0.7774068,0.59794706,0.79897356,0.61602986,0.8080149,0.66414917,0.8320746,0.6993502,0.84967506,0.66423976,0.8321199,0.7259954,0.8629977,0.7257606,0.8628803
56809,0.6281674,0.8140837,0.6127752,0.8063876,0.5763241,0.78816205,0.61729336,0.8086467,0.5957383,0.79786915,0.7164763,0.85823816,0.6383041,0.81915206,0.7382865,0.86914325,0.7440299,0.87201494,0.74547976,0.8727399
56859,0.5592525,0.77962625,0.55089676,0.7754484,0.4536078,0.7268039,0.5538438,0.77692187,0.56540674,0.7827034,0.6245778,0.8122889,0.63513315,0.8175666,0.6197083,0.80985415,0.66190386,0.8309519,0.6611073,0.83055365
56860,0.65535736,0.8276787,0.6661177,0.83305883,0.59296155,0.7964808,0.696772,0.848386,0.68521595,0.842608,0.7497363,0.87486815,0.73067653,0.86533827,0.7593471,0.87967354,0.7721834,0.8860917,0.8163439,0.90817195
56861,0.50096637,0.75048316,0.49616492,0.74808246,0.40995795,0.70497894,0.5305841,0.76529205,0.48652047,0.74326026,0.54126465,0.7706323,0.5499966,0.7749983,0.56498784,0.78249395,0.5962295,0.7981148,0.5877007,0.79385036
56862,0.5878322,0.7939161,0.6051651,0.80258256,0.49978372,0.7498919,0.56486356,0.7824318,0.5705029,0.78525144,0.6420643,0.82103217,0.6579529,0.82897645,0.6640997,0.83204985,0.6785355,0.83926773,0.6770557,0.83852786
57384,0.7195829,0.85979146,0.7093029,0.85465145,0.6590177,0.82950884,0.6564163,0.82820815,0.7485639,0.87428194,0.844285,0.9221425,0.77263534,0.8863177,0.83333695,0.9166685,0.7879591,0.89397955,0.8458673,0.92293364
57400,0.81019795,0.905099,0.7216463,0.86082315,0.7308659,0.865433,0.67333055,0.8366653,0.7733952,0.8866976,0.82065445,0.9103272,0.74179745,0.8708987,0.82463646,0.9123182,0.72207475,0.8610374,0.79657537,0.89828765
62042,0.66838354,0.8341918,0.6595521,0.82977605,0.6129955,0.80649775,0.64038837,0.8201942,0.6243346,0.8121673,0.65777826,0.82888913,0.6653899,0.83269495,0.6831094,0.8415547,0.6964148,0.8482074,0.6883818,0.8441909
63086,0.46668148,0.73334074,0.4851728,0.7425864,0.43663287,0.71831644,0.4362155,0.71810776,0.48436502,0.7421825,0.5762181,0.78810906,0.5829661,0.79148304,0.54350793,0.77175397,0.60064864,0.8003243,0.5970497,0.79852486
63087,0.61009914,0.80504954,0.5861769,0.79308844,0.5264009,0.76320046,0.55709386,0.7785469,0.63120615,0.8156031,0.7099025,0.85495126,0.728528,0.864264,0.67484444,0.83742225,0.6971545,0.84857726,0.7436491,0.87182456
83710,0.64597726,0.8229886,0.6822624,0.8411312,0.57830775,0.7891539,0.6756531,0.83782655,0.6588448,0.8294224,0.666482,0.833241,0.64103866,0.8205193,0.72334963,0.8616748,0.7166239,0.85831195,0.7091613,0.85458064
83711,0.54524124,0.7726206,0.61157584,0.8057879,0.53681684,0.7684084,0.57304156,0.7865208,0.5002776,0.75013876,0.47119087,0.73559546,0.5161956,0.75809777,0.587219,0.7936095,0.58583885,0.7929194,0.5282559,0.76412797
86666,0.55651253,0.7782563,0.6530423,0.82652116,0.52662534,0.7633127,0.5687356,0.7843678,0.56869876,0.7843494,0.638456,0.819228,0.6703849,0.83519244,0.71863127,0.85931563,0.7131193,0.85655963,0.69310147,0.8465507
87779,0.5367002,0.7683501,0.6052635,0.80263174,0.46537197,0.732686,0.55908495,0.77954245,0.5023324,0.7511662,0.49146903,0.7457345,0.5383097,0.76915485,0.5618837,0.78094184,0.5605122,0.7802561,0.53105485,0.7655274
97622,0.66683733,0.83341867,0.6582452,0.8291226,0.6042719,0.80213594,0.6149584,0.8074792,0.681706,0.840853,0.7873008,0.8936504,0.73139685,0.86569846,0.76607645,0.8830382,0.76847947,0.88423973,0.79494107,0.89747053
