,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview
98301,"[Your Name]
[Your Contact Information]

**PROFESSIONAL SUMMARY**

Junior UI/UX Designer with a multidisciplinary background in graphic design, 3D modelling, and animation. Skilled in utilizing Figma and Adobe Creative Suite to translate design research and SWOT analysis into effective user-friendly prototypes. Committed to applying strong visual design principles, including typography and illustration, to create impactful digital experiences.

**TECHNICAL PROFICIENCY**

*   **UI/UX & Design:** Figma, Adobe Photoshop, Adobe Illustrator
*   **Motion & Video:** Adobe After Effects, Adobe Premiere Pro
*   **3D Design:** Maya

**KEY COMPETENCIES**

*   **UI/UX Methodology:** Design Research, SWOT Analysis, Prototyping, User Interface Design.
*   **Visual Communication:** Graphic Design, Typography Principles, Image Making, Illustration.
*   **Multimedia:** 3D Modelling, Animation.

**EDUCATION**

**Design IT Step Academy**
*   Completed comprehensive training curriculum focused on Graphic Design, 3D Modelling, Animation, and UI/UX Design."
98302,"**Junior UI/UX Designer**

**Professional Summary**
Detail-oriented Junior UI/UX Designer with a full-cycle approach to creating effective web and mobile applications. Skilled in translating concepts into functional prototypes and aesthetically pleasing visual styles. Proficient in analyzing user tasks, conducting research, and implementing responsive designs that simplify user interactions. Committed to delivering usable, high-quality end products through rigorous attention to detail and creative problem-solving.

**Project Experience**

**Paw Rescue | Lost & Found Pet Service**
*Role: Team Leader & Designer*
*   Spearheaded the design team, overseeing workflow organization and structuring assignments to ensure project efficiency.
*   Developed and utilized a comprehensive design system to build a modern, convenient website interface.
*   Executed competitor analysis to inform the site structure and strategic design decisions.
*   Engineered optimized user flows to guide users efficiently toward their objectives.

**Italian Sauce Website | Redesign Project**
*Role: UI/UX Designer*
*   Redesigned the website interface to enhance user-friendliness and drive customer engagement.
*   Implemented responsive design adaptations to ensure seamless functionality across mobile and tablet devices.
*   Modernized the visual identity by updating color schemes, standardizing photography, and applying modern typography.
*   Leveraged competitor research to identify and implement successful industry design standards.

**Flower Lover | Landing Page**
*Role: UI/UX Designer*
*   Designed a comprehensive landing page interface from scratch, managing the process from concept to final visual execution.
*   Conducted target audience analysis to align design aesthetics and functionality with customer preferences.
*   Architected a clear interface structure, incorporating intuitive navigation and necessary menu components.

**Core Skills**

*   **UI/UX Design:** Web & Mobile Design, Interface Design, Visual Style Creation, Prototyping, Responsive Design (Mobile/Tablet), Design Systems.
*   **Research & Strategy:** Competitor Analysis, Target Audience Analysis, User Flow Creation, Task Analysis.
*   **Team Collaboration:** Team Leadership, Workflow Organization, Project Coordination."
98303,"**[Your Name]**
[Phone Number] | [Email Address] | [Portfolio Link/LinkedIn]

**PROFESSIONAL SUMMARY**

Junior UI/UX Designer with a strong foundation in creating user-centric interfaces and responsive designs for web services and mobile applications. Proficient in Figma, Adobe Photoshop, and Protopie, with a focus on wireframing, interactive prototyping, and visual consistency. Adept at collaborating with cross-functional teams to translate project requirements into high-fidelity mockups, ensuring usability across various screen sizes while adhering to strict deadlines.

**TECHNICAL SKILLS**

*   **Design & Prototyping:** Figma, Adobe Photoshop, Adobe Illustrator, Protopie, FigJam.
*   **UI/UX Design:** Wireframing, Interactive Prototyping, User Flows, Journey Mapping, Responsive Web Design, Mobile App Design (Touch Interactions), Visual Hierarchy, Design Systems.
*   **Workflow & Soft Skills:** Task Management, Cross-functional Team Collaboration, Graphic Editing, Adaptability.

**PROFESSIONAL EXPERIENCE**

**Junior UI/UX Designer**
*   Partner with cross-functional teams to design intuitive user interfaces for web services and mobile apps, balancing aesthetic appeal with core usability principles.
*   Develop responsive layouts for web platforms, ensuring seamless adaptation and visual integrity across diverse screen sizes and devices.
*   Design mobile application screens with a focus on clear information architecture and optimized touch interactions.
*   Execute professional layouts, high-fidelity mockups, and visual assets utilizing Figma, Adobe Photoshop, and Protopie.
*   Construct detailed user flows and journey maps to visualize and optimize user navigation paths.
*   Manage and prioritize design tasks to meet project deadlines while accommodating evolving project requirements.

**KEY PROJECTS**

**“Custom Concepts” – Tattoo Studio Website Redesign**
*   Revamped an existing tattoo salon website to improve user experience and streamline navigation.
*   Established a new visual hierarchy and modernized the color palette to align with brand identity.
*   Designed a simplified booking form and integrated high-quality photography to facilitate easier appointment scheduling.

**“PetRescue” – Web Service for Searching Animals**
*   Designed a comprehensive web application platform dedicated to reuniting lost pets with their owners.
*   Created user-friendly interfaces enabling local community members to report and search for missing animals.
*   Leveraged Figma, Adobe Photoshop, FigJam, and Adobe Illustrator to execute the end-to-end design process.

**LANGUAGES**

*   **Ukrainian:** Native
*   **Russian:** Fluent
*   **English:** Upper-Intermediate
*   **Polish:** Elementary"
98304,"**JUNIOR UI/UX DESIGNER**

**PROFESSIONAL SUMMARY**

UI/UX Designer specializing in creating digital experiences that blend visual aesthetics with optimal user flows. Experienced in developing landing pages, web services, mobile applications, and comprehensive system redesigns. Skilled in executing end-to-end research methodologies, including in-depth interviews, persona formation, and empathy mapping. Passionate about design innovation and seeking to contribute to a collaborative team environment.

**PROJECT EXPERIENCE**

**Buki School | Team Lead**
*   Led the design team and orchestrated the project workflow for the comprehensive redesign of the student cabinet.
*   Addressed stakeholder concerns regarding low attendance and engagement by conceptualizing a new vision that enables students to locate necessary information intuitively and rapidly.
*   Executed full-cycle UX research, including competitive analysis, heuristic evaluation, in-depth interviews, persona creation, and surveys.
*   Managed all stages of the design process, delivering a fully interactive, clickable prototype of the new cabinet.
*   Presented project milestones and final deliverables directly to the client.

**DocMe Web Service | UI/UX Designer**
*   Designed a web service platform dedicated to organizing and documenting doctor-patient meetings.
*   Developed unique functionality for automatic report generation and distinct dashboard interfaces for both doctors and patients.
*   Conducted extensive UX research utilizing methodologies such as competitor analysis, target audience segmentation, Personas, Jobs to be Done (JBTD), and Customer Journey Maps (CJM).
*   Designed the main website interface and implemented UI/UX optimizations for patient and doctor user cabinets.

**SKILLS & METHODOLOGIES**

*   **Design:** Landing Pages, Web Services, Mobile Applications, Prototyping, Redesigns.
*   **Research:** In-depth Interviews, Questionnaires, Personas, Empathy Maps, Competitive Analysis, Heuristic Analysis, JBTD, CJM.
*   **Management:** Team Leadership, Project Organization, Client Presentation."
98305,"[Name]
[Phone Number] | [Email Address] | [Portfolio URL] | [City, State]

**PROFESSIONAL SUMMARY**

UI/UX Designer with a strong foundation in design principles and user experience methodologies. Proven experience leading student teams and collaborating with developers on startup initiatives. Committed to creating intuitive, visually appealing interfaces and seeking an opportunity to contribute to high-level projects within a professional team.

**PROJECT EXPERIENCE**

**Web-Service for Finding Lost Pets** | *Team Leader & UI/UX Designer*
*   **Team Leadership:** Orchestrated workflow and determined project direction for a student team. Distributed responsibilities and managed schedules to ensure smooth team function and timely project completion.
*   **UX Research & Strategy:** Conducted comprehensive research, including Competitor Analysis, Target Audience Analysis, User Personas, Jobs to be Done (JTBD), and Customer Journey Maps (CJM).
*   **Design Execution:** Developed User Flows and an intuitive interface that fully met target audience expectations.
*   **Achievement:** Delivered a project that was highly commended by the mentor for its functionality and adherence to deadlines.

**Start-Up Project: Accountant Assistance Web Service** | *UI/UX Designer*
*   Collaborating with developers on a web service designed to assist accountants in calculating salaries and bonuses.
*   Translating user requirements into functional design solutions to streamline professional accounting workflows.

**Mobile Application for Coffee Shop Chain** | *UI/UX Designer*
*   Designed a youth-oriented mobile application featuring an intuitive interface and robust functionality.
*   Executed a full design cycle including Competitor Analysis, Target Audience Analysis, Persona Creation, and JTBD.
*   Delivered comprehensive User Flows, Wireframes, final UI Designs, and interactive Animations.

**Travel Agency Website Redesign** | *UI/UX Designer*
*   Redesigned a travel website to structure large amounts of information effectively, ensuring the platform stood out from competitors.
*   Created a clean, concise design suitable for a broad target audience, utilizing high-quality imagery.
*   Conducted Competitor and Target Audience Analysis to inform the development of Wireframes, UI Design, Responsive Adaptation, and Animations.

**SKILLS**

*   **UX Research:** Competitor Analysis, Target Audience Analysis, User Personas, Jobs to be Done (JTBD), Customer Journey Maps (CJM).
*   **UI Design:** User Flow, Wireframing, Interface Design, Animation, Responsive Adaptation.
*   **Soft Skills:** Team Leadership, Workflow Organization, Task Distribution, Collaboration with Developers.

**EDUCATION & QUALIFICATIONS**

**Specialized UI/UX Design Course**
*   Completed comprehensive training in user interface and experience design.
*   Successfully executed 6 case studies, applying design principles to create user-friendly and visually appealing interfaces."
98306,"[Name]
[Phone Number] | [Email Address] | [Portfolio Link]

**PROFESSIONAL SUMMARY**

Junior UX/UI Designer with a focus on user-centered design, research, and usability testing. Proven ability to execute full-cycle design projects, ranging from stakeholder requirement gathering to delivering high-fidelity prototypes. Proficient in Figma and Miro with a strong aptitude for translating theoretical foundations into practical, intuitive interface solutions.

**TECHNICAL SKILLS**

*   **UX/UI Design:** High-fidelity Wireframing, Interactive Prototyping, UI Design, Interaction Design, Information Architecture.
*   **Research & Strategy:** User Research, Task Analysis, Persona Development, Usability Testing, Stakeholder Requirement Gathering.
*   **Software & Tools:** Figma, Miro.

**PROJECT EXPERIENCE**

**UX/UI Design Projects**
*Portfolio: Planner Application, eCommerce Website Redesign, Landing Page, CRM System, Corporate Website*

*   **End-to-End Design Execution:** Managed the full design lifecycle for multiple web and mobile applications, ensuring alignment with stakeholder requirements and business goals.
*   **User Research & Strategy:** Conducted in-depth user research and utilized Miro to develop detailed user personas, establishing a user-centric foundation for design decisions.
*   **Information Architecture:** Performed rigorous task analysis to optimize user flows and structure information architecture for maximum usability.
*   **Prototyping & UI:** Designed high-fidelity wireframes and complex interactive prototypes using Figma to visualize solutions and user pathways.
*   **Validation & Testing:** Executed usability testing to validate design concepts, identifying pain points and iterating on designs to enhance the overall user experience.
*   **Stakeholder Communication:** Delivered professional presentations of design solutions, clearly articulating design rationale and project outcomes.

**EDUCATION & CERTIFICATION**

**UX Design & Interaction Design**
Projektor

**UI/UX Course**
Skill-up School"
98307,"**JUNIOR UX/UI DESIGNER**

**PROFESSIONAL SUMMARY**
Dedicated UX/UI Designer with freelance experience delivering end-to-end design solutions, from e-commerce redesigns to high-conversion landing pages. Skilled in translating user research, competitor analysis, and usability heuristics into responsive, visually engaging interfaces. Proven ability to optimize user experiences through strategic content layout, intuitive prototyping, and brand-aligned visual design.

**PROFESSIONAL EXPERIENCE**

**Freelance UX/UI Designer**

*Key Project: E-commerce Skincare Website Redesign*
*   **User Research & Strategy:** Conducted comprehensive user research, including competitor analysis and the development of detailed user personas, to identify pain points and define user preferences.
*   **Prototyping & Interaction:** Applied usability heuristics to design intuitive prototypes, effectively simplifying the user journey and enhancing navigation.
*   **Visual Interface Design:** Optimized the interface’s visual hierarchy and aesthetic appeal while ensuring a fully responsive layout for seamless access across all devices.

*Key Project: Landing Page Development (Educational & Agricultural Sectors)*
*   **Engagement Optimization:** Strategically implemented clear Call-to-Actions (CTAs) to drive user interaction and enhance engagement metrics.
*   **Content Strategy:** Structured content to emphasize course benefits and outcomes, allowing users to rapidly grasp value propositions.
*   **Branding & UI:** Developed cohesive visual identities by utilizing color schemes, typography, and imagery tailored to the specific essence of educational and agricultural topics.
*   **Responsive Implementation:** Delivered fully responsive designs to ensure consistent functionality and visual quality across mobile and desktop platforms.

**CORE COMPETENCIES**

*   **UX Design:** User Research, Competitor Analysis, User Personas, Usability Heuristics, Prototyping, User Experience Optimization.
*   **UI Design:** Visual Design, Responsive Design, Typography, Color Theory, Landing Page Design, Brand Alignment."
98308,"[Your Name]
[City, State, Zip Code] | [Phone Number] | [Email Address]
[Portfolio Link / LinkedIn URL]

**UX/UI DESIGNER**

**PROFESSIONAL SUMMARY**
Creative and disciplined UX/UI Designer with a strong foundation in Digital Marketing and Hospitality Management. Skilled in utilizing Figma and Adobe Creative Cloud to craft intuitive user interfaces that maximize user experience. Brings a unique background as a former professional athlete, offering a resilient, team-oriented mindset and the ability to perform in high-pressure environments. Dedicated to research, problem-solving, and adhering to high quality standards to drive engagement and business success.

**TECHNICAL SKILLS**
*   **Design Software:** Figma, Adobe Illustrator, Adobe Photoshop
*   **Core Competencies:** UX/UI Design, User Interface Creation, Digital Marketing, User Research, Creative Strategy, Problem Solving

**DESIGN PROJECTS**

**VitalMed** | Web Service Design
*   Designed a web-based service platform for a private medical clinic.
*   Focused on crafting an intuitive user interface to streamline navigation and improve the overall patient experience.

**Tattoo Salon** | Website Redesign
*   Executed a comprehensive website redesign project.
*   Enhanced the visual presentation of the brand and optimized the user experience (UX) for site visitors.

**Citroen C4** | Landing Page Design
*   Designed a promotional landing page specifically aimed at increasing user engagement.
*   Implemented design elements focused on motivating user action and improving conversion results.

**EDUCATION & CERTIFICATIONS**

**University of Miami**
Digital Marketing Professional Certificate

**Florida International University**
Bachelor’s Degree in Hospitality and Tourism Management
*   Minor: International Relations

**ADDITIONAL EXPERIENCE**

**Ukrainian National Team** | Professional Athlete
*   Developed and maintained a strong work ethic and the discipline required for professional competition.
*   Demonstrated the ability to perform consistently in high-pressure environments.
*   Collaborated effectively within a team structure to achieve collective goals."
98309,"[Name]
[Phone Number] | [Email Address] | [Portfolio URL/LinkedIn URL]

**PROFESSIONAL SUMMARY**

Junior Web Designer with hands-on experience in the warehousing software sector. specialized in end-to-end website design, from initial conceptualization to final visual implementation. Adept at translating complex product functionalities into intuitive user interfaces and engaging multimedia content. Proven track record of collaborating with cross-functional development and QA teams to ensure design fidelity.

**PROFESSIONAL EXPERIENCE**

**Junior Web Designer**
*Warehousing Software Provider*

*   Spearheaded the design of the company’s corporate website from scratch, establishing the visual layout and user interface standards.
*   Developed comprehensive wireframes, high-fidelity mockups, and interactive prototypes to effectively visualize concepts for stakeholders.
*   Partnered with software developers and QA testers to execute visual quality assurance, ensuring the final web product matched design specifications.
*   Produced full-cycle video content for the company YouTube channel, including recording product demonstrations via OBS Studio, editing footage, and designing high-click-through thumbnails.
*   Created branded digital assets and graphics for various social media platforms to support marketing initiatives.

**TECHNICAL SKILLS**

*   **Design & Prototyping:** Figma, Adobe Illustrator, Wireframing, Mockups, UI Design.
*   **Multimedia Production:** OBS Studio, Video Editing, Thumbnail Design, Content Creation.
*   **Workflow & Collaboration:** Visual Quality Assurance, Cross-functional Team Collaboration, Concept Development."
98310,"**PROFESSIONAL SUMMARY**

Product Designer specializing in the lifecycle development and optimization of consumer products. Expertise in refining existing designs and conducting rigorous comparative analysis of competitor concepts to ensure market-leading standards of quality and performance.

**PROFESSIONAL EXPERIENCE**

**Product Designer**

*   Manage the end-to-end design and development of consumer products.
*   Assess existing product portfolios to identify areas for improvement and implement strategic design enhancements.
*   Perform in-depth benchmarking of competitor concepts to align product specifications with industry standards for quality and performance."
98311,"**UI/UX DESIGNER**

**PROFESSIONAL SUMMARY**
Detail-oriented UI/UX Designer with a strong command of Figma, Prototyping, and Adobe Photoshop. Demonstrated success in the freelance sector by delivering creative, non-standard design solutions to complex problems. A highly motivated and communicative collaborator capable of making critical design decisions independently. Possesses an aptitude for rapid learning and a commitment to accuracy. Seeking a remote position to leverage design expertise and drive project success.

**CORE SKILLS**
*   **Design Software:** Figma, Adobe Photoshop.
*   **Technical Proficiencies:** UI/UX Design, High-Fidelity Prototyping, Visual Design.
*   **Soft Skills:** Creative Problem Solving, Strategic Decision-Making, Client Communication, Rapid Adaptability, Attention to Detail.

**PROFESSIONAL EXPERIENCE**

**Freelance UI/UX Designer**
*   Executed multiple design projects from concept to completion, delivering innovative and non-standard solutions tailored to specific requirements.
*   Applied rigorous attention to detail to ensure high accuracy in all visual outputs and user interface elements.
*   Leveraged strong decision-making skills to manage project priorities and drive tasks to successful closure.
*   Maintained effective communication and collaboration workflows, ensuring clarity and alignment on project deliverables.
*   Demonstrated self-motivation and accountability while managing independent workloads."
98312,"[Your Name]
[Your Phone Number] | [Your Email Address]
[Link to Portfolio - Optional] | [City, State]

**PROFESSIONAL SUMMARY**

Emerging UX/UI Designer with a Master’s degree in Economics and a professional foundation in Auditing. Synthesizes analytical rigor with creative design capabilities to solve complex problems. Experienced in graphic design, comprehensive branding, and visual storytelling within the education sector. Dedicated to leveraging a background in data analysis, precision, and business strategy to deliver intuitive, user-centric interfaces and enhance user experiences.

**EXPERIENCE**

**Graphic and Social Media Designer**
[Name of Education Center] | [Location] | [Dates]

*   **Branding & Visual Identity:** Managed the end-to-end branding process, establishing and maintaining visual consistency across all digital and print platforms to strengthen organizational identity.
*   **User-Centric Design:** Translated conceptual requirements into visually compelling assets by applying user-centric design principles, ensuring accessibility and engagement.
*   **Content Creation:** Designed diverse visual collateral, including social media campaigns, promotional posters, and print materials, tailored to specific audience needs.
*   **Visual Communication:** Maintained high aesthetic standards, focusing on clarity, layout, and effective visual messaging.

**Auditor**
[Name of Company] | [Location] | [Dates]

*   **Data Analysis & Problem Solving:** Applied a meticulous approach to complex problem-solving and data analysis, identifying discrepancies and ensuring data integrity.
*   **Attention to Detail:** Conducted thorough audits utilizing strong analytical skills, demonstrating the discipline and precision required for error-free deliverables.
*   **Compliance & Strategy:** Leveraged a comprehensive understanding of business principles to ensure strict accuracy and regulatory compliance.
*   **Time Management:** Executed detailed tasks within strict deadlines, prioritizing efficiency without compromising quality.

**EDUCATION**

**Master’s Degree in Economics**
[University Name] | [Location]

**Bachelor’s Degree in Economics**
[University Name] | [Location]

*   **Analytical Foundation:** Developed a robust understanding of business principles, market dynamics, and research methodologies.
*   **Design Coursework:** Supplemented academic studies with various graphic design projects, building a dual competency in logic and aesthetics.

**SKILLS**

*   **Design & UI:** Graphic Design, User-Centric Principles, Branding & Identity, Visual Communication, Layout Design, Print Design, Social Media Design.
*   **Research & Analysis:** Analytical Thinking, Data Analysis, Business Strategy, Creative Problem-Solving, Attention to Detail.
*   **Professional Attributes:** Time Management, Strategic Planning, Precision & Accuracy."
98313,"**UI/UX DESIGNER**

**PROFESSIONAL SUMMARY**
Results-oriented UI/UX Designer with commercial experience across diverse domains, specializing in mobile application development and adaptive web redesigns. Proven track record of building scalable design systems, conducting in-depth user research, and collaborating cross-functionally with developers and stakeholders. Expert in the Design Thinking process, information architecture, and the creation of cohesive marketing materials.

**PROFESSIONAL EXPERIENCE**

**UI/UX Designer**
*   **Mobile Application Design:** Designed end-to-end mobile applications, including a Guide App and a Lottery App, strictly adhering to platform-specific patterns and guidelines (iOS HIG, Google Material Design).
*   **Adaptive Web Redesign:** Spearheaded the adaptive redesign of a corporate website for desktop, tablet, and mobile platforms, utilizing legacy screen analysis to optimize user experience.
*   **Design Systems & Strategy:** Established comprehensive style guides and design systems based on Design Thinking methodologies to ensure visual consistency and scalability across projects.
*   **User Research & IA:** Executed user research, competitor analysis, and brainstorming workshops to define and establish robust Information Architecture.
*   **Prototyping & Visualization:** Translated concepts into high-fidelity wireframes, mockups, and interactive prototypes to effectively visualize and test design solutions.
*   **Cross-Functional Collaboration:** Partnered closely with client teams and developers to facilitate accurate project implementation, utilizing knowledge of frameworks such as Angular Material and Kendo UI.
*   **Marketing & Content Creation:** Developed visual assets for marketing initiatives and created engaging content for company social media channels across all platforms.
*   **Documentation:** Produced detailed case studies and professional presentations for Behance to document design logic and project outcomes.

**SKILLS & TECHNICAL KNOWLEDGE**

*   **Design Strategy:** Design Thinking, User Experience (UX) Research, Information Architecture (IA), Competitor Analysis, Adaptive & Responsive Design.
*   **UI & Prototyping:** User Interface (UI) Design, Wireframing, Interactive Prototyping, Mockups, Style Guides.
*   **Frameworks & Guidelines:** Human Interface Guidelines (iOS), Google Material Design, Angular Material, Kendo UI."
98314,"**PROFESSIONAL SUMMARY**

UI/UX Designer focused on creating seamless, intuitive user experiences for web and mobile applications. Skilled in the end-to-end design process, including user research, wireframing, high-fidelity prototyping, and visual storytelling. Collaborative problem-solver dedicated to addressing user pain points and delivering impactful interfaces that drive engagement and business growth.

**PROJECT EXPERIENCE**

**Table Tab Mobile App Design** | *UI/UX Designer*
*June 2023 – August 2023*

*   Collaborated with a cross-functional team to design a mobile application focused on streamlining restaurant reservations.
*   Conducted visual research and selected design systems to maximize usability and aesthetic consistency.
*   Iterated on wireframes and developed high-fidelity prototypes to produce final UI screens.
*   Conceptualized and designed a dedicated rewards program interface to support user engagement and retention goals.

**Host Radar Project Design** | *UI/UX Designer*
*April 2023 – June 2023*

*   Designed the web interface for a service-exchange platform connecting travelers with host accommodations.
*   Executed comprehensive market and competitor analysis to drive evidence-based design strategies.
*   Synthesized visual references and created structural wireframes to guide the development process.
*   Produced animated prototypes and delivered final UI design assets for implementation.

**Mainsal Realty Company Redesign** | *Lead Designer*
*February 2023 – April 2023*

*   Led an end-to-end website redesign to establish a modern, user-friendly platform focused on customer loyalty.
*   Audited the existing website to identify and resolve UX pain points, specifically reducing information overload and improving navigation.
*   Performed competitive research within the US real estate market to align the redesign with industry standards.
*   Delivered an intuitive final design optimized for user convenience and business growth."
98315,"[Your Name]
[Your Phone Number] | [Your Email Address]
[Link to Portfolio/LinkedIn Profile]

**PROFESSIONAL SUMMARY**

Emerging UI/UX Designer with a strong foundation in user-centered design principles and technical proficiency in Figma. Recent Pluralcode Academy graduate currently applying skills in wireframing, prototyping, and user research within a professional software agency environment. Committed to delivering intuitive web and mobile solutions through collaborative teamwork and rigorous usability testing.

**TECHNICAL SKILLS**

*   **Design Tools:** Figma
*   **Core Competencies:** User Interface (UI) Design, User Experience (UX) Design, Wireframing, Prototyping, User Research, Usability Testing, Web & Mobile Application Design.
*   **Soft Skills:** Cross-functional Collaboration, Problem-Solving, Time Management, Project Delivery.

**PROFESSIONAL EXPERIENCE**

**UI/UX Design Intern** | Software Agency
*Current*

*   Develop comprehensive website and mobile interface designs for a cryptocurrency platform, ensuring responsive layouts and visual consistency.
*   Execute the end-to-end UI design for a resort center website, focusing on aesthetic appeal and intuitive user navigation.
*   Collaborate within a team environment to produce high-quality design deliverables while maintaining strict adherence to project deadlines.
*   Translate industry-standard design principles into functional prototypes and high-fidelity mockups for live client projects.

**EDUCATION & CERTIFICATION**

**Graduate, UI/UX Design** | Pluralcode Academy
*Recent*

*   **Capstone Project:** Conceptualized and designed a complete mobile application for a salon service, executing the full design lifecycle from ideation to final prototype.
*   Acquired in-depth knowledge of user research methodologies and usability testing frameworks to validate design decisions.
*   Mastered the creation of low-to-high fidelity wireframes and interactive prototypes for diverse web and mobile interfaces."
98316,"**PROFESSIONAL SUMMARY**

Marketing professional with over two years of experience transitioning into UI/UX Design. Combines a strong foundation in market analysis, user personas, and client relations with technical proficiency in Figma and Adobe Photoshop. Proven ability to translate business goals into user-centric design solutions through strategic research and prototyping. Adept at project management and cross-functional collaboration to deliver visually appealing and functional experiences.

**SKILLS & TOOLS**

*   **Design & Prototyping:** Figma, Adobe Photoshop, Protopie, Visual Design.
*   **UX Research & Strategy:** Market Analysis, User Personas, Pain Point Analysis, User Flows, Strategic Thinking.
*   **Professional Skills:** Project Management, Team Leadership, Stakeholder Communication, Collaboration, Empathy-Driven Design.

**UI/UX PROJECT EXPERIENCE**

**Travel Service Website**
*   Designed and prototyped a dedicated web platform focused on connecting global users.
*   Executed comprehensive UI/UX research to validate design decisions and optimize layout.
*   Collaborated within a multidisciplinary team to manage project timelines and execute necessary design adaptations effectively.

**Scan-and-Go Mobile App**
*   Conducted extensive market analysis to conceptualize a mobile application aimed at streamlining the retail checkout process.
*   Implemented standard user patterns and workflows to optimize usability and reduce friction.
*   Leveraged Figma, Adobe Photoshop, and Protopie to build and present a fully functional, interactive prototype.

**Case Studies Project**
*   Served as Team Leader, overseeing task delegation and coordinating collaborative design efforts.
*   Iterated on designs and features based on target audience analysis and empathy-driven insights to ensure a seamless user experience.

**PROFESSIONAL EXPERIENCE**

**Marketing Professional** | (2+ Years Experience)
*   Managed client relationships across diverse industries, delivering tailored design and marketing solutions aligned with specific business objectives.
*   Applied analysis of user personas and customer pain points to inform strategic design decisions and marketing campaigns.
*   Facilitated effective communication with stakeholders while managing creative projects from concept to execution."
98317,"[Your Name]
[City, State, Zip Code]
[Phone Number] | [Email Address]
[Portfolio URL]

**PROFESSIONAL SUMMARY**

Creative and dedicated UI Designer with 3 years of experience crafting engaging digital experiences for web and mobile platforms. Expert in translating client visions into intuitive, aesthetically pleasing interfaces with a strong focus on user-centered design principles. Proven track record of delivering high-quality visual assets that align with brand identity and exceed project expectations.

**TECHNICAL SKILLS & COMPETENCIES**

*   **Design Software:** Figma, Adobe Photoshop, Adobe Illustrator
*   **Platforms:** Web Design, Mobile App Design
*   **Core Competencies:** User Interface (UI) Design, Visual Design, User-Centered Design, Layout & Navigation, Brand Alignment, Client Collaboration

**PROFESSIONAL EXPERIENCE**

**UI Designer** | [Dates of Employment]

*   Designed and developed intuitive, high-quality user interfaces for web and mobile applications utilizing Figma, Adobe Photoshop, and Illustrator.
*   Partnered with clients and stakeholders to translate abstract concepts into polished visual designs that strictly adhered to brand identity and project goals.
*   Optimized user engagement by crafting user-friendly navigation and layouts based on user behavior patterns and preferences.
*   Managed the full design lifecycle from initial concept to final completion, maintaining visual consistency and aesthetic excellence across all deliverables.
*   Executed projects with meticulous attention to detail to ensure high-fidelity outputs that consistently met client requirements."
98318,"[Name]
[Phone Number] | [Email Address] | [Portfolio Link]

**UI/UX DESIGNER**

**PROFESSIONAL SUMMARY**
UI/UX Designer with a strong foundation in full-cycle design processes, ranging from landing pages and web services to mobile applications. Proficient in Figma and Adobe Creative Suite, with a focus on creating intuitive, responsive interfaces. Collaborative team player experienced in conducting user research, defining information architecture, and executing visual design strategies to enhance user experiences and achieve project goals.

**SKILLS**
*   **Design Software:** Figma, Adobe Photoshop, Adobe Illustrator, Canva.
*   **UX Research & Strategy:** Competitive Analysis, User Personas, Jobs to be Done (JTBD), Customer Journey Maps (CJM).
*   **Interface Design:** User Flows, Wireframing, Visual Design, Responsive Design, Information Architecture (IA).

**PROJECT EXPERIENCE**

**Cozy House Web Service** | *Team Project*
*Full-Cycle Design*
*   Executed the end-to-end design process for a host reservation platform connecting travelers with affordable accommodation.
*   Conducted in-depth competitive analysis to define accurate user personas and Jobs to be Done (JTBD) frameworks.
*   Developed Customer Journey Maps (CJM), user flows, and low-fidelity wireframes to map out the user experience.
*   Delivered final high-fidelity visual designs and ensured responsive adaptation for various devices.

**Cucina di Catherina Website**
*Website Redesign*
*   Spearheaded the redesign of an existing website to resolve navigation issues and modernize the visual identity.
*   Restructured the information architecture to eliminate distractions and streamline the user journey.
*   Enhanced the visual content to highlight the product's Unique Selling Proposition (USP) and improve brand professionalism.
*   Optimized the layout to reduce information overload and increase user engagement.

**ADDITIONAL EXPERIENCE**
*   **Portfolio Overview:** Completed three full-cycle design projects to date, covering diverse formats including mobile applications, landing pages, and web service platforms."
98319,"[Your Name]
[Your Location/Contact Information]
[Link to Portfolio/LinkedIn]

**PROFESSIONAL SUMMARY**

UI/UX Designer focused on creating responsive and user-centric designs for web and mobile applications. Experienced in leading design teams and translating concepts into functional interfaces that address specific user needs. Proven ability to develop detailed user flows, wireframes, and adaptive designs while streamlining complex processes.

**PROFESSIONAL EXPERIENCE**

**UI/UX Designer** | Commercial Coaches Service
*Current*
*   Designing the user interface and experience for a commercial platform dedicated to professional coaching services.

**Team Lead & UI/UX Designer** | Travel Service Project
*   Led the design team for a web-based travel platform connecting accommodation hosts with tourists providing household assistance.
*   Developed the service interface and architected distinct user flows tailored to dual personas (hosts and tourists).
*   Produced comprehensive wireframes and designed adaptive versions to ensure full platform responsiveness across devices.

**PROJECTS**

**Ukrainian School Platform Redesign**
*   Executed the redesign of an informational educational platform, integrating features for direct communication between users and the school.
*   Created detailed wireframes and designed the complete desktop interface.
*   Developed adaptive layouts optimized specifically for tablet and mobile usage.

**Table Booking Application** | Personal Project
*   Designed a service application aimed at streamlining the table reservation process for restaurants and cafes.
*   Created a visual selection feature enabling users to view and book specific available tables, eliminating the need for phone reservations.

**SKILLS**

*   **Core:** UI/UX Design, Web Design, Mobile App Design, Wireframing, User Flows, Adaptive Design.
*   **Soft Skills:** Team Leadership, Collaboration, Problem Solving."
