,Unnamed: 0.1,Unnamed: 0, GPT-35 Conversation-Improved CV DoorDash PM Score, GPT-4o Conversation-Improved CV DoorDash PM Score, Twice GPT-4o Conversation-Improved CV DoorDash PM Score,True Label,GPT-4o-mini Improved CVDoorDash Score,Original CVDoorDash Score
,40,40,77.019,76.51,77.61,0,77.482,78.659
,41,41,80.474,81.155,78.832,0,79.02,76.695
,42,42,79.965,80.294,81.018,0,81.025,80.098
,43,43,77.768,80.546,82.234,0,82.164,80.914
,44,44,78.955,79.205,80.615,0,81.488,79.556
,45,45,75.288,74.866,79.514,0,79.78,77.586
,46,46,79.048,79.385,77.837,0,79.516,79.801
,47,47,78.873,79.937,80.76,0,81.626,80.576
,48,48,79.876,80.796,80.701,0,81.427,80.151
,49,49,80.271,80.93,82.345,0,82.403,81.412
,50,50,77.027,78.198,79.93,0,80.224,79.681
,51,51,82.271,82.041,84.064,0,82.444,83.103
,52,52,79.722,83.434,82.245,0,82.277,81.225
,53,53,78.0,80.111,80.808,0,79.762,79.333
,54,54,77.54,81.651,80.407,0,80.207,78.186
,55,55,79.547,78.195,78.061,0,78.399,79.441
,56,56,80.393,79.483,78.581,0,78.545,80.144
,57,57,77.883,76.266,80.015,0,80.628,79.738
,58,58,76.487,79.294,77.675,0,77.528,77.819
,59,59,76.648,76.677,79.565,0,79.804,77.139
,60,60,75.5,76.408,76.323,0,76.625,78.387
,61,61,77.917,78.865,79.737,0,80.026,80.71
,62,62,81.43,81.432,81.019,0,81.241,80.003
,63,63,75.226,74.758,79.978,0,79.84,77.204
,64,64,80.97,81.098,81.464,0,81.409,79.887
,65,65,79.075,80.722,79.042,0,79.17,78.576
,66,66,81.796,81.636,81.658,0,81.649,80.54
,67,67,81.318,81.883,81.221,0,79.529,82.133
,68,68,77.994,77.586,78.52,0,78.872,79.492
,69,69,79.971,80.12,80.516,0,80.809,78.92
,70,70,77.962,78.478,79.962,0,79.722,77.769
,71,71,79.981,81.243,81.111,0,81.031,80.217
,72,72,78.338,80.219,80.66,0,80.769,79.974
,73,73,78.568,79.154,81.872,0,81.881,80.307
,74,74,76.863,76.657,79.696,0,79.217,77.936
,75,75,75.922,77.433,79.231,0,78.854,79.239
,76,76,79.444,78.424,79.934,0,79.634,78.557
,77,77,79.419,78.968,81.316,0,81.765,81.499
,78,78,76.655,82.459,81.188,0,81.551,77.527
,79,79,77.143,77.723,78.836,0,78.717,79.297
,80,80,78.264,79.256,80.099,0,80.127,81.26
,81,81,80.641,80.649,80.635,0,80.523,80.761
,82,82,78.368,81.959,82.136,0,82.606,79.775
,83,83,76.154,79.765,81.131,0,80.651,79.674
,84,84,79.386,80.041,80.748,0,81.403,79.354
,85,85,78.161,78.908,80.818,0,81.371,78.98
,86,86,79.484,79.685,79.44,0,79.927,77.926
,87,87,81.119,80.477,80.199,0,80.58,79.463
,88,88,77.359,79.647,81.207,0,81.327,79.716
,89,89,78.841,79.246,79.641,0,80.226,79.844
,90,90,82.784,82.728,81.834,0,82.44,82.715
,91,91,76.936,78.231,80.384,0,80.314,79.575
,92,92,77.724,77.78,82.71,0,82.562,78.304
,93,93,78.041,81.755,80.964,0,80.588,78.474
,94,94,78.754,79.959,79.954,0,79.801,78.766
,95,95,79.182,78.637,78.811,0,80.03,77.401
,96,96,80.582,78.67,79.612,0,79.726,80.412
,97,97,80.725,79.842,81.461,0,81.622,80.529
,98,98,81.339,79.26,82.829,0,82.395,81.584
,99,99,81.047,82.153,81.088,0,80.654,80.697
,100,100,80.276,81.205,81.064,0,81.053,78.462
,101,101,78.626,79.801,81.374,0,82.245,79.701
,102,102,78.116,79.041,79.497,0,77.745,78.676
,103,103,76.869,78.847,80.397,0,80.548,79.205
,104,104,79.826,81.816,80.899,0,80.011,79.874
,105,105,79.779,81.317,81.287,0,81.171,78.635
,106,106,83.59,83.423,82.959,0,83.031,82.134
,107,107,80.519,78.446,80.583,0,80.964,80.636
,108,108,78.259,79.197,79.234,0,79.992,78.511
,109,109,78.729,80.286,82.078,0,82.457,79.825
,110,110,81.976,82.576,79.732,0,80.489,82.594
,111,111,77.904,76.648,77.669,0,77.732,77.581
,112,112,78.955,79.186,81.326,0,81.564,79.008
,113,113,79.402,80.173,80.555,0,80.196,78.793
,114,114,81.606,82.965,80.821,0,79.789,80.606
,115,115,78.376,79.625,79.89,0,78.357,77.948
,116,116,79.289,80.802,80.331,0,80.698,77.436
,117,117,81.011,79.155,80.526,0,80.964,81.45
,118,118,81.463,80.278,82.066,0,81.254,81.112
,119,119,80.414,80.228,79.858,0,80.338,79.315
,120,120,80.114,80.278,82.418,0,80.564,80.221
,121,121,77.245,79.256,78.66,0,77.553,76.43
,122,122,77.05,78.464,76.921,0,77.314,77.267
,123,123,79.657,80.087,81.374,0,81.169,79.808
,124,124,76.381,76.382,77.154,0,77.476,77.557
,125,125,79.659,79.912,78.626,0,78.944,79.619
,126,126,79.131,78.034,78.004,0,79.143,78.76
,127,127,76.491,76.722,78.601,0,78.829,76.356
,128,128,76.692,78.164,79.811,0,79.311,76.764
,129,129,78.106,78.975,80.022,0,79.665,79.209
,130,130,77.315,77.783,78.051,0,78.076,77.965
,131,131,75.762,78.058,76.697,0,76.63,77.012
,132,132,77.627,80.52,79.017,0,78.628,78.41
,133,133,79.247,80.741,79.78,0,79.036,80.724
,134,134,81.281,81.083,81.638,0,81.417,81.668
,135,135,74.584,75.089,75.838,0,75.296,76.652
,136,136,72.122,76.892,77.006,0,76.957,74.694
,137,137,78.64,78.34,79.822,0,80.131,78.634
,138,138,79.562,80.728,81.537,0,81.54,81.444
,139,139,80.296,80.619,80.078,0,79.558,79.632
,140,140,78.06,78.588,79.141,0,79.992,77.946
,141,141,76.093,77.089,76.125,0,75.895,76.808
,142,142,81.144,82.63,82.78,0,82.268,81.646
,143,143,77.775,79.166,78.123,0,77.17,77.546
,144,144,75.854,75.51,74.841,0,76.077,75.992
,145,145,78.899,78.946,79.88,0,80.058,79.052
,146,146,75.235,79.792,80.214,0,80.299,78.432
,147,147,73.412,76.213,78.533,0,74.035,73.741
,148,148,80.416,79.667,83.441,0,83.301,83.078
,149,149,76.955,78.213,80.95,0,77.714,78.375
,150,150,78.123,79.416,79.619,0,79.547,78.595
,151,151,75.073,76.499,77.739,0,76.228,76.529
,152,152,75.661,76.852,76.983,0,76.918,75.692
,153,153,76.907,80.291,83.671,0,82.885,78.75
,154,154,74.991,74.064,78.401,0,77.967,76.452
,155,155,76.827,80.179,81.286,0,80.431,78.962
,156,156,77.855,80.156,79.268,0,79.373,78.206
,157,157,78.489,80.38,79.734,0,80.318,77.906
,158,158,82.336,81.254,81.12,0,81.235,81.529
,159,159,76.576,80.728,78.397,0,78.33,77.64
,160,160,77.032,76.571,81.358,0,81.643,80.385
,161,161,78.332,78.457,80.071,0,80.412,80.598
,162,162,81.776,82.28,82.584,0,83.381,81.865
,163,163,81.971,83.284,82.982,0,83.12,82.265
,164,164,82.172,82.27,83.598,0,83.867,83.063
,165,165,78.997,81.64,80.564,0,80.276,78.716
,166,166,76.487,78.641,78.714,0,78.84,76.482
,167,167,76.375,76.547,76.691,0,77.964,76.887
,168,168,77.996,79.27,79.507,0,80.333,77.869
,169,169,78.076,80.967,81.794,0,81.082,78.229
,170,170,78.598,81.512,81.235,0,81.493,76.049
,171,171,76.462,78.035,79.562,0,78.738,78.007
,172,172,80.41,80.67,77.321,0,77.906,79.835
,173,173,78.142,78.449,80.469,0,80.751,77.305
,174,174,77.746,79.531,81.126,0,80.514,77.886
,175,175,77.203,78.164,77.795,0,76.623,77.801
,176,176,75.085,77.068,76.858,0,77.029,80.451
,177,177,83.805,84.67,79.763,0,79.445,79.815
,178,178,78.196,79.376,78.875,0,78.909,76.479
,179,179,81.19,80.68,80.474,0,79.997,78.818
,180,180,78.787,80.084,80.408,0,80.619,78.349
,181,181,77.246,78.216,78.871,0,78.738,78.91
,182,182,77.581,78.007,81.147,0,80.56,77.683
,183,183,79.712,79.538,79.931,0,79.332,78.456
,184,184,78.203,76.61,79.284,0,78.252,82.058
,185,185,83.517,83.322,81.753,0,82.71,83.853
,186,186,77.191,77.299,75.972,0,76.281,78.875
,187,187,77.724,79.304,79.76,0,78.778,79.5
,188,188,77.008,78.247,80.222,0,80.284,78.645
,189,189,79.009,81.749,82.809,0,81.768,79.216
,190,190,79.258,78.492,79.864,0,80.251,79.788
,191,191,77.751,79.77,79.979,0,79.172,76.396
,192,192,77.142,79.823,77.039,0,78.151,75.904
,193,193,79.764,81.502,81.391,0,80.996,81.031
,194,194,79.903,81.504,81.766,0,81.998,78.412
,195,195,79.296,81.198,81.044,0,81.508,78.653
,196,196,76.529,80.036,79.033,0,79.609,77.748
,197,197,80.108,83.915,82.638,0,82.419,80.937
,198,198,80.681,82.327,83.887,0,84.314,80.786
,199,199,81.417,84.487,82.738,0,82.517,82.737
,200,200,76.461,77.018,79.437,0,79.951,76.138
,201,201,79.238,79.381,81.819,0,81.738,77.622
,202,202,79.108,80.077,79.698,0,80.398,80.152
,203,203,80.515,80.871,80.059,0,79.314,78.065
,204,204,78.815,78.458,80.6,0,80.324,78.649
,205,205,78.22,80.219,78.769,0,77.681,77.925
,206,206,77.969,76.742,79.301,0,78.662,78.303
,207,207,80.531,81.199,80.285,0,80.379,82.023
,208,208,80.773,80.898,79.964,0,80.884,79.168
,209,209,79.972,80.006,80.186,0,80.186,78.575
,210,210,79.867,80.87,82.154,0,79.992,79.362
,211,211,81.523,82.882,81.591,0,81.313,83.116
,212,212,79.941,78.874,79.899,0,80.521,81.508
,213,213,77.582,78.824,79.826,0,80.259,77.424
,214,214,77.015,77.092,80.283,0,79.813,77.568
,215,215,78.682,80.709,80.848,0,80.156,78.971
,216,216,79.804,80.578,79.887,0,79.788,80.659
,217,217,80.259,80.22,80.601,0,81.817,81.461
,218,218,78.198,79.658,80.113,0,80.227,78.629
,219,219,79.961,81.478,82.244,0,81.685,79.438
,220,220,79.155,79.612,80.974,0,80.892,79.498
,221,221,80.28,80.411,79.56,0,79.591,79.643
,222,222,82.442,83.593,83.259,0,83.126,81.933
,223,223,78.043,78.186,79.78,0,79.681,78.557
,224,224,81.834,79.181,80.901,0,80.784,80.006
,225,225,78.738,80.134,78.477,0,78.454,78.156
,226,226,79.25,79.049,81.338,0,82.178,79.9
,227,227,81.199,82.215,82.936,0,83.589,83.101
,228,228,79.72,79.485,79.679,0,79.593,80.481
,229,229,84.141,85.172,83.939,0,83.538,85.276
,230,230,76.169,77.781,79.461,0,79.408,77.873
,231,231,77.42,79.728,81.917,0,81.68,78.138
,232,232,78.838,76.971,80.435,0,80.799,79.223
,233,233,76.847,77.538,79.711,0,79.667,79.388
,234,234,79.164,80.578,82.387,0,82.997,79.715
,235,235,77.407,78.785,80.18,0,80.452,79.101
,236,236,78.562,77.944,79.929,0,79.478,77.363
,237,237,78.497,78.482,80.462,0,80.558,78.917
,238,238,80.107,80.438,80.178,0,80.226,79.198
,239,239,74.58,79.27,78.578,0,78.916,76.082
,240,240,79.581,80.201,81.715,0,81.626,79.085
,241,241,79.55,79.995,81.47,0,81.183,79.782
,242,242,82.977,81.339,81.783,0,81.64,81.774
,243,243,79.599,77.562,79.86,0,80.552,79.206
,244,244,82.618,80.757,80.16,0,82.513,80.575
,245,245,79.62,77.776,80.515,0,80.353,80.918
,246,246,78.283,79.911,82.431,0,82.071,79.338
,247,247,75.906,79.261,79.867,0,79.614,76.92
,248,248,80.81,80.829,81.776,0,80.488,80.322
,249,249,77.745,80.465,80.485,0,80.141,78.188
,250,250,79.565,79.859,79.091,0,79.471,80.16
,251,251,80.839,83.842,83.564,0,83.774,81.158
,252,252,77.368,79.449,80.338,0,81.086,79.662
,253,253,78.809,79.248,81.256,0,81.339,80.624
,254,254,81.276,83.121,83.152,0,82.5,81.36
,255,255,80.534,82.109,81.653,0,81.289,80.571
,256,256,79.641,79.085,82.278,0,82.41,79.874
,257,257,79.756,80.647,79.985,0,80.041,79.729
,258,258,79.271,79.355,77.76,0,77.628,76.527
,259,259,76.766,78.48,77.885,0,77.263,75.215
,260,260,83.743,84.076,82.921,1,82.319,81.061
,261,261,83.544,84.001,83.684,1,83.709,84.806
,262,262,81.011,81.767,83.344,1,84.412,81.328
,263,263,83.281,82.825,82.783,1,83.534,82.467
,264,264,79.332,81.636,81.65,1,82.256,81.239
,265,265,79.711,83.103,82.522,1,78.125,78.576
,266,266,80.848,83.383,85.823,1,82.006,81.196
,267,267,80.087,80.509,81.251,1,81.433,80.252
,268,268,83.979,84.55,84.584,1,85.364,84.576
,269,269,79.791,81.853,83.253,1,83.596,79.446
,270,270,82.178,83.494,82.484,1,82.54,81.59
,271,271,81.474,81.493,82.26,1,81.752,79.582
,272,272,82.264,81.513,85.217,1,83.544,85.334
,273,273,79.257,81.584,81.274,1,80.577,79.147
,274,274,84.609,83.922,85.475,1,85.806,84.456
,275,275,80.123,83.517,82.012,1,81.767,80.748
,276,276,80.523,80.481,80.266,1,79.717,78.747
,277,277,78.741,81.663,81.234,1,80.834,80.034
,278,278,76.835,77.535,78.856,1,79.196,79.222
,279,279,78.306,78.864,81.641,1,81.34,78.72
,280,280,82.075,81.409,80.765,1,81.406,81.981
,281,281,77.604,82.168,82.311,1,81.676,77.844
,282,282,81.644,84.903,82.187,1,82.007,82.191
,283,283,80.178,85.264,81.094,1,80.203,80.268
,284,284,81.606,82.829,82.234,1,81.721,81.376
,285,285,78.839,78.864,80.843,1,81.76,79.921
,286,286,81.657,81.289,81.917,1,81.959,81.741
,287,287,81.193,83.109,83.306,1,82.293,82.577
,288,288,77.938,80.58,78.293,1,78.031,79.643
,289,289,83.087,84.034,81.371,1,81.757,82.204
,290,290,79.676,78.296,78.621,1,79.058,80.412
,291,291,82.339,82.594,84.083,1,84.105,83.747
,292,292,83.856,83.577,83.637,1,83.8,83.41
,293,293,82.822,83.767,83.001,1,82.528,80.488
,294,294,77.833,78.679,77.85,1,77.2,78.533
,295,295,82.956,83.051,82.728,1,83.947,82.808
,296,296,84.069,83.169,84.572,1,85.311,82.911
,297,297,78.603,78.126,79.065,1,79.27,79.108
,298,298,83.463,84.167,85.544,1,85.764,85.071
,299,299,79.426,81.364,81.411,1,81.623,80.347
,300,300,82.283,80.803,81.199,1,80.65,79.548
,301,301,76.725,78.571,79.158,1,79.079,77.226
,302,302,78.166,79.188,81.176,1,81.635,82.431
,303,303,80.112,81.315,82.354,1,82.79,80.178
,304,304,79.684,81.72,80.842,1,80.146,79.263
,305,305,80.214,81.61,81.894,1,82.63,80.745
,306,306,81.284,82.882,84.954,1,81.715,81.369
,307,307,81.474,83.636,83.175,1,83.016,81.448
,308,308,80.846,80.678,81.544,1,81.395,80.692
,309,309,80.07,81.599,80.499,1,80.276,79.425
,310,310,81.982,83.07,84.468,1,84.124,83.81
,311,311,80.92,82.067,81.93,1,82.006,82.776
,312,312,79.341,78.312,78.926,1,78.169,78.394
,313,313,78.005,77.798,81.084,1,80.67,79.21
,314,314,77.004,78.44,77.792,1,77.184,75.63
,315,315,77.664,78.51,79.554,1,79.488,78.077
,316,316,79.765,82.61,83.313,1,83.671,81.891
,317,317,77.016,77.81,80.979,1,81.575,77.147
,318,318,83.244,82.637,82.753,1,83.003,82.487
,319,319,81.417,82.85,81.437,1,80.871,81.159
,320,320,80.833,81.12,83.216,1,83.555,83.06
,321,321,81.71,81.267,81.97,1,81.975,81.739
,322,322,79.425,79.563,80.544,1,80.909,83.006
,323,323,80.739,81.862,82.131,1,81.967,81.921
,324,324,80.155,80.196,80.029,1,81.305,81.118
,325,325,77.995,78.786,80.348,1,80.697,77.278
,326,326,80.444,81.893,81.612,1,82.022,81.733
,327,327,80.114,81.832,81.748,1,81.882,82.369
,328,328,80.792,81.0,82.155,1,80.986,81.93
,329,329,81.568,83.757,81.663,1,81.333,80.587
,330,330,80.606,82.95,81.138,1,79.926,78.893
,331,331,84.237,83.938,83.55,1,84.322,84.068
,332,332,81.373,83.213,81.987,1,82.039,81.257
,333,333,76.569,76.189,77.157,1,78.887,78.357
,334,334,82.68,83.638,84.513,1,85.004,85.063
,335,335,79.231,79.655,82.373,1,82.02,77.09
,336,336,80.884,83.012,82.3,1,81.695,81.318
,337,337,83.006,83.193,83.428,1,83.497,85.619
,338,338,80.606,81.404,82.353,1,81.821,82.794
,339,339,78.043,79.702,80.089,1,80.81,78.957
,340,340,80.26,81.967,80.63,1,80.792,80.064
,341,341,81.974,84.718,82.996,1,82.467,82.266
,342,342,80.501,82.592,80.804,1,81.061,81.905
,343,343,82.794,82.817,83.68,1,83.941,83.257
,344,344,78.903,79.017,80.02,1,79.866,78.534
,345,345,83.389,83.379,84.09,1,84.018,83.421
,346,346,77.843,78.428,78.429,1,78.657,78.766
,347,347,81.761,82.4,82.916,1,82.503,80.782
,348,348,80.62,80.094,82.406,1,81.354,80.259
,349,349,82.395,80.783,83.083,1,82.893,82.705
,350,350,82.551,81.313,84.014,1,83.749,82.431
,351,351,79.731,83.117,82.937,1,82.96,82.61
,352,352,83.614,83.675,84.313,1,84.695,82.365
,353,353,79.602,81.962,80.457,1,80.114,80.758
,354,354,81.783,82.267,82.838,1,82.217,81.767
,355,355,80.021,79.989,79.651,1,79.981,79.957
,356,356,79.078,80.491,79.371,1,79.363,81.575
,357,357,81.501,81.875,81.932,1,81.729,82.244
,358,358,81.717,83.195,85.883,1,85.622,83.887
,359,359,81.395,82.385,84.003,1,84.585,83.523
,360,360,83.184,83.858,84.007,1,83.572,82.712
,361,361,80.912,81.044,83.335,1,82.654,81.421
,362,362,81.124,82.086,81.656,1,82.485,81.739
,363,363,82.903,82.436,83.286,1,83.67,82.691
,364,364,80.22,80.395,82.617,1,82.281,79.894
,365,365,81.774,84.133,83.772,1,83.803,82.429
,366,366,83.569,84.057,83.708,1,83.65,84.072
,367,367,83.794,85.859,86.151,1,85.677,86.226
,368,368,82.525,83.681,83.557,1,82.819,82.022
,369,369,82.278,80.626,81.961,1,82.875,82.225
,370,370,77.476,79.265,79.429,1,78.992,77.676
,371,371,80.975,81.743,84.282,1,84.292,81.82
,372,372,74.678,75.055,77.895,1,77.595,75.947
,373,373,83.578,84.138,82.748,1,82.831,83.692
,374,374,81.536,84.615,85.106,1,83.673,81.879
,375,375,81.429,80.821,81.863,1,80.914,80.707
,376,376,79.287,81.79,83.009,1,80.757,81.438
,377,377,79.785,83.636,82.406,1,82.307,80.522
,378,378,79.195,81.092,80.636,1,79.376,81.658
,379,379,83.3,85.141,85.316,1,86.245,83.731
,380,380,81.911,82.46,83.883,1,83.038,83.276
,381,381,79.045,79.155,83.161,1,83.162,79.291
,382,382,84.236,83.526,84.531,1,83.966,84.793
,383,383,82.881,84.43,84.031,1,84.296,83.757
,384,384,77.201,80.778,80.403,1,78.989,78.55
,385,385,84.282,84.139,85.088,1,84.582,79.793
,386,386,78.244,78.282,80.747,1,81.068,79.524
,387,387,80.024,80.869,82.822,1,81.863,82.209
,388,388,82.631,82.727,84.648,1,83.661,83.692
,389,389,81.931,81.547,83.584,1,83.495,81.896
,390,390,78.445,79.152,81.133,1,81.665,78.75
,391,391,80.465,82.014,84.113,1,83.724,80.813
,392,392,82.377,84.273,85.33,1,85.451,83.072
,393,393,81.823,81.553,81.98,1,82.573,81.579
,394,394,81.061,79.593,80.146,1,79.876,79.328
,395,395,83.032,83.165,84.943,1,84.897,83.897
,396,396,80.58,83.562,82.94,1,82.492,82.934
,397,397,77.038,79.547,78.609,1,77.668,77.038
,398,398,79.393,80.65,78.685,1,78.902,79.224
,399,399,82.862,84.577,84.304,1,84.161,84.515
,400,400,83.958,82.995,83.319,1,83.868,83.958
,401,401,80.943,82.454,81.902,1,81.55,81.297
,402,402,80.094,82.196,79.114,1,79.066,80.619
,403,403,77.868,84.727,82.864,1,82.442,78.942
,404,404,80.325,79.935,81.642,1,81.781,78.897
,405,405,78.154,81.408,79.181,1,78.935,78.552
,406,406,80.405,82.815,80.436,1,79.825,79.871
,407,407,82.811,82.154,82.93,1,81.225,81.35
,408,408,84.014,83.014,84.269,1,84.438,84.624
,409,409,81.667,81.453,82.881,1,83.006,82.581
,410,410,79.0,81.332,80.243,1,80.022,78.309
,411,411,85.451,85.721,85.8,1,86.168,85.277
,412,412,82.03,82.864,82.912,1,81.865,79.051
,413,413,80.932,81.625,80.588,1,81.274,80.395
,414,414,79.293,80.23,80.793,1,81.194,80.329
,415,415,79.565,80.013,81.111,1,81.134,76.664
,416,416,80.824,82.525,82.941,1,82.309,81.203
,417,417,84.696,83.52,85.807,1,85.109,84.533
,418,418,82.9,85.046,84.768,1,84.395,83.062
,419,419,81.254,83.261,83.905,1,83.812,83.818
,420,420,80.01,83.286,80.05,1,78.986,78.785
,421,421,82.944,82.43,83.229,1,83.479,82.805
,422,422,76.734,77.865,78.791,1,78.018,77.633
,423,423,78.78,78.847,82.855,1,78.929,79.316
,424,424,80.103,84.747,84.951,1,84.943,81.943
,425,425,77.105,77.982,74.831,1,75.512,76.085
,426,426,79.424,79.396,78.98,1,78.828,78.873
,427,427,83.567,82.44,83.064,1,82.794,83.258
,428,428,81.756,82.473,81.848,1,81.709,81.268
,429,429,80.581,80.146,81.813,1,82.659,78.64
,430,430,78.922,80.151,83.417,1,83.498,78.478
,431,431,82.55,81.357,81.819,1,81.668,82.198
,432,432,81.391,81.108,81.739,1,81.517,82.059
,433,433,79.451,80.74,83.042,1,81.518,80.915
,434,434,82.439,83.583,82.865,1,83.733,81.245
,435,435,80.561,80.515,81.859,1,81.845,80.522
,436,436,84.249,83.748,85.364,1,85.308,79.313
,437,437,82.547,82.247,84.249,1,84.602,82.226
,438,438,81.585,80.758,81.385,1,80.775,81.471
,439,439,81.229,82.723,82.449,1,82.36,81.726
,440,440,79.166,79.797,79.351,1,79.214,74.687
,441,441,84.11,83.868,84.817,1,84.053,81.497
,442,442,79.449,80.636,80.731,1,80.595,79.557
,443,443,81.117,83.863,80.441,1,81.004,79.557
,444,444,81.14,82.559,83.246,1,83.389,82.229
,445,445,81.614,83.699,81.155,1,81.92,79.405
,446,446,84.381,84.284,86.24,1,86.668,84.608
,447,447,78.199,80.783,82.186,1,81.609,80.46
,448,448,79.479,79.982,82.764,1,81.723,80.465
,449,449,82.304,83.456,82.899,1,82.972,82.819
,450,450,79.57,80.075,81.027,1,81.135,80.367
,451,451,78.228,77.384,79.622,1,78.925,78.76
,452,452,82.002,81.86,82.131,1,82.276,82.005
,453,453,84.132,86.854,85.095,1,85.378,84.72
,454,454,80.072,81.26,80.706,1,80.116,78.112
,455,455,82.588,81.843,82.82,1,82.988,83.121
,456,456,82.935,83.139,85.12,1,85.572,83.253
,457,457,82.586,82.554,84.376,1,81.152,81.368
,458,458,79.756,81.377,80.773,1,80.483,79.012
,459,459,79.238,81.624,82.432,1,82.964,80.697
,460,460,84.165,85.041,84.333,1,84.315,82.452
,461,461,77.985,78.99,80.068,1,79.533,80.463
,462,462,75.949,78.416,80.241,1,79.703,79.485
,463,463,82.84,82.724,82.682,1,83.543,82.934
,464,464,82.604,84.274,83.92,1,84.246,81.023
,465,465,79.553,79.151,80.459,1,79.662,79.193
,466,466,80.751,81.39,81.231,1,82.233,82.243
,467,467,81.511,84.136,83.068,1,83.73,83.329
,468,468,81.672,82.916,83.939,1,84.288,81.598
,469,469,78.123,78.447,78.633,1,78.388,77.563
,470,470,82.489,81.749,84.072,1,84.045,84.02
,471,471,78.51,80.651,82.277,1,82.544,78.753
,472,472,77.058,78.404,76.914,1,77.805,78.047
,473,473,80.332,80.043,81.069,1,80.819,80.2
,474,474,82.236,82.74,81.208,1,80.57,82.275
,475,475,83.72,83.995,81.971,1,81.301,81.813
,476,476,74.073,76.835,75.778,1,76.164,72.684
,477,477,82.263,82.749,82.702,1,82.811,82.953
,478,478,74.669,75.857,74.793,1,75.369,75.122
,479,479,80.758,82.863,82.226,1,82.597,79.49
,480,480,80.663,81.127,84.203,1,83.14,82.145
,481,481,77.059,76.39,77.928,1,77.57,77.294
,482,482,80.523,81.328,81.628,1,82.29,77.803
,483,483,78.343,78.495,82.611,1,82.061,81.062
,484,484,79.117,79.402,81.55,1,81.554,79.93
,485,485,81.35,82.179,83.175,1,81.027,79.006
,486,486,78.704,82.708,79.287,1,79.85,78.149
,487,487,77.077,82.41,83.077,1,82.973,80.306
,488,488,82.456,81.892,83.654,1,83.808,82.156
,489,489,76.6,77.638,78.653,1,78.377,77.328
,490,490,79.182,79.157,82.399,1,81.791,81.13
,491,491,78.836,80.298,79.975,1,80.613,78.274
,492,492,79.539,79.4,80.677,1,81.759,81.436
,493,493,81.042,81.643,81.721,1,81.364,81.637
,494,494,83.394,81.448,82.621,1,82.459,81.369
,495,495,78.509,81.373,80.341,1,77.881,78.668
,496,496,80.26,82.256,83.358,1,83.156,81.307
,497,497,82.303,83.186,84.159,1,83.963,83.532
,498,498,80.167,80.384,82.61,1,82.494,82.702
,499,499,79.301,81.512,80.981,1,78.45,78.003
,500,500,81.314,81.905,82.857,1,83.46,83.212
,501,501,79.683,83.07,80.942,1,80.69,81.222
,502,502,82.865,84.279,83.726,1,84.088,81.245
,503,503,78.65,79.934,79.301,1,79.095,78.863
,504,504,79.853,80.422,79.844,1,79.066,79.373
,505,505,78.036,77.921,78.807,1,78.992,76.503
,506,506,78.337,82.245,85.256,1,85.159,83.182
,507,507,82.653,84.101,83.48,1,83.63,81.416
