id,sonnet_doordash_pm resumes,haiku_doordash_pm resumes,gemini_flash_doordash_pm resumes,opus_doordash_pm resumes,gemini_flash_lite_doordash_pm resumes,gemini_pro_doordash_pm resumes
3146,0.8638121,0.85263896,0.85021675,0.8626019,0.85549676,0.8519298
3147,0.8688931,0.8552314,0.8804259,0.8549897,0.87529653,0.8671356
3148,0.8675591,0.8692418,0.87225544,0.86240727,0.8427232,0.8720195
3149,0.85467625,0.8716386,0.8609758,0.8565704,0.83978516,0.86521536
3150,0.86339265,0.87420493,0.87524873,0.8894594,0.88404846,0.89647806
3153,0.850718,0.8593334,0.8496914,0.85177934,0.8431171,0.85770303
3155,0.7572894,0.81793606,0.8104832,0.80621004,0.78711134,0.8283944
3156,0.8916129,0.8868184,0.9044101,0.87814254,0.88500345,0.9006167
3157,0.86647916,0.8695133,0.88323164,0.8796369,0.8678771,0.88446605
3158,0.85455143,0.85500044,0.87432605,0.8398818,0.85964143,0.87149626
3159,0.869888,0.87223417,0.88323104,0.8581978,0.847328,0.871499
3160,0.87305117,0.8711515,0.8710414,0.87480724,0.84399664,0.8726684
3161,0.9112042,0.8792766,0.90820885,0.88715196,0.881958,0.9044177
3162,0.8568404,0.8285829,0.82941884,0.8509847,0.85491854,0.8479649
3186,0.9093478,0.8925715,0.8905238,0.9046126,0.8962517,0.8644799
3225,0.78097856,0.86589485,0.8034735,0.8246506,0.8434152,0.82242745
3315,0.84074163,0.8329706,0.82711613,0.83782387,0.8181144,0.83772254
3321,0.8153808,0.8575332,0.85064584,0.82133514,0.81394213,0.84199595
3332,0.82908297,0.8236239,0.84985226,0.82742393,0.8217504,0.850703
5877,0.8006183,0.8186466,0.80784386,0.83413994,0.81542957,0.82746327
5981,0.87043095,0.88261914,0.8943766,0.88105464,0.8942441,0.88562
6018,0.83323205,0.82962465,0.8389497,0.8236447,0.8232249,0.8593608
6021,0.835515,0.8285603,0.86654717,0.8432605,0.85801154,0.8481407
6026,0.81859803,0.8271412,0.8543389,0.8202383,0.7931256,0.8798022
6043,0.8745557,0.8644094,0.86985505,0.86351377,0.8594254,0.8759213
6078,0.8476462,0.8492894,0.8549197,0.87628436,0.87601143,0.864272
6081,0.8846239,0.88666666,0.8719946,0.8923583,0.8752414,0.8866823
6082,0.86540645,0.86401105,0.83993715,0.8580435,0.8568292,0.83852786
6090,0.82347023,0.83821666,0.8281001,0.8441589,0.7836974,0.8564744
6127,0.8724203,0.8731257,0.87529445,0.8839682,0.86171025,0.877672
6211,0.8655809,0.8683177,0.8827003,0.84019446,0.83015525,0.8811706
6213,0.84399277,0.85712767,0.8752229,0.8647969,0.8377224,0.88054746
6214,0.84643394,0.81329596,0.85023326,0.83137524,0.80714726,0.83925045
6231,0.83210963,0.8355894,0.8535272,0.8281797,0.80736303,0.8228121
6232,0.89067554,0.8867552,0.86707366,0.8832004,0.89847213,0.8863581
6233,0.87453485,0.8656175,0.8791287,0.85322773,0.88043815,0.8763015
6239,0.84314394,0.7786907,0.85422194,0.8432813,0.8015484,0.846645
6240,0.83463156,0.8593899,0.85806274,0.8467537,0.83497524,0.8849247
6254,0.87614894,0.8327507,0.86397946,0.85163623,0.8150138,0.8397225
6255,0.81979823,0.8223107,0.86728084,0.8078877,0.8032188,0.8420268
6342,0.8278044,0.79246795,0.85109293,0.8233051,0.7934396,0.82502246
7630,0.8220843,0.81276125,0.8321806,0.8241043,0.7775862,0.8348037
7654,0.8555119,0.81120914,0.8436459,0.8349128,0.8308866,0.8292449
8890,0.8305212,0.787663,0.80090356,0.79254246,0.78534293,0.7907378
8916,0.8066577,0.80880535,0.7812708,0.7671468,0.79387164,0.81828344
9028,0.8252901,0.8205351,0.8144697,0.82419074,0.80794597,0.85351473
9066,0.84772325,0.84721,0.8504494,0.8689844,0.8708203,0.86199594
9445,0.83983636,0.83875215,0.8184072,0.842269,0.8505014,0.82258344
9479,0.8229568,0.83567274,0.83253986,0.8157138,0.8398932,0.84071434
9542,0.84286195,0.8386247,0.87132984,0.85356647,0.8530621,0.8555094
9546,0.86648214,0.8647354,0.87485117,0.8432939,0.8854025,0.8515999
9547,0.8162597,0.7992594,0.84622747,0.8287659,0.8300726,0.8393805
9583,0.8018676,0.81527096,0.8543056,0.82782847,0.8532539,0.8594594
9587,0.82692885,0.82937276,0.8207258,0.8037844,0.8445085,0.8205332
12037,0.83160603,0.82777816,0.8453735,0.8622316,0.85829055,0.85794926
12116,0.8137393,0.83011484,0.8252611,0.82969695,0.81604266,0.8014932
12122,0.8498057,0.8583125,0.8654069,0.84763765,0.8583367,0.8551592
12124,0.8186493,0.8428097,0.8148687,0.8356278,0.7979772,0.8110513
12141,0.83836913,0.8503621,0.8432372,0.81857014,0.8559269,0.8514579
12143,0.82845026,0.84603685,0.83435595,0.8373141,0.8396045,0.8385804
12149,0.8472215,0.8568543,0.88663423,0.850189,0.816324,0.83116466
12161,0.7894332,0.76012784,0.816197,0.81747437,0.7916167,0.80286795
12252,0.83620536,0.79306436,0.85866505,0.85319495,0.8596184,0.85353476
12408,0.83023095,0.8096893,0.83967733,0.814981,0.82702875,0.8434074
12409,0.86476296,0.81711304,0.8608097,0.8500433,0.82718647,0.86007345
12410,0.8667308,0.8586234,0.87062246,0.87455916,0.8672914,0.87062293
12418,0.8416194,0.8531111,0.8669398,0.8539327,0.8601008,0.8584648
12422,0.8531538,0.84326535,0.8247347,0.82472855,0.8468792,0.85092485
12435,0.7941761,0.76916957,0.82178354,0.7828214,0.7996936,0.80023193
12436,0.82837003,0.82275903,0.83568716,0.8516921,0.8326994,0.8389541
12437,0.79613626,0.8034229,0.8162989,0.83286726,0.8039875,0.81537473
12447,0.8602468,0.8657094,0.8945599,0.8780704,0.89057934,0.84687847
12448,0.898125,0.88936615,0.8971653,0.88209623,0.89706033,0.9202524
12449,0.85265225,0.8516453,0.8440895,0.8622031,0.85369194,0.8479027
12450,0.842174,0.82110846,0.842685,0.84718823,0.7963613,0.8399515
12451,0.84421587,0.8411204,0.8735079,0.841698,0.85955346,0.85440165
12452,0.85750014,0.85672134,0.8626926,0.86691296,0.8585206,0.86476797
12453,0.82573307,0.8319775,0.8530041,0.8150822,0.858055,0.8767197
12454,0.86455727,0.8181764,0.8862974,0.86291885,0.84949166,0.87334627
12455,0.8458265,0.856658,0.87633765,0.8693909,0.8433395,0.8684473
12456,0.88693696,0.8775105,0.8867607,0.88232857,0.8864125,0.88912904
12457,0.86762047,0.8440591,0.8682263,0.8517917,0.8714632,0.8631454
12458,0.88145524,0.8783928,0.8556564,0.85751545,0.8549351,0.87752146
12459,0.84894127,0.86753815,0.87209004,0.8369475,0.8390784,0.85502756
12460,0.8235797,0.8720995,0.8852975,0.8646997,0.85939944,0.8781322
12461,0.862951,0.87755823,0.8658133,0.87002736,0.8571471,0.8753711
12462,0.83654726,0.85883546,0.8603404,0.8388088,0.85040283,0.86221105
12463,0.8059906,0.8258178,0.8329045,0.82103044,0.8412627,0.8392866
12464,0.8633569,0.8634132,0.8750872,0.8757958,0.87508655,0.8736845
12465,0.87741333,0.8503604,0.8322244,0.8730782,0.8075073,0.8380122
12466,0.80769295,0.7944339,0.82488334,0.7884572,0.8315873,0.82462615
12467,0.80757797,0.8196232,0.84400827,0.8140155,0.82190365,0.8396158
12468,0.8503628,0.8403703,0.8443152,0.84092915,0.7917398,0.84590745
12469,0.7129628,0.7563507,0.72561437,0.7693199,0.73319435,0.7363732
12470,0.86722475,0.8953075,0.8877496,0.89983594,0.83489805,0.9034072
12471,0.85879433,0.8673386,0.857861,0.89001215,0.8458114,0.83610094
12472,0.8795287,0.83469456,0.877182,0.8562348,0.85042304,0.8693378
12473,0.8468729,0.86059743,0.8396452,0.84662944,0.8519242,0.8627334
12474,0.80245006,0.7896907,0.8210238,0.79341084,0.7702504,0.8014417
12475,0.82901645,0.8508928,0.86317647,0.82763475,0.8489146,0.8582406
12476,0.8385182,0.8250686,0.8315927,0.8330027,0.8532275,0.8252245
12477,0.8442615,0.8393588,0.80084467,0.826853,0.8388121,0.8489393
12478,0.8772324,0.85526776,0.8834764,0.8131832,0.8494164,0.8504169
12479,0.81479657,0.81601906,0.80973905,0.78296524,0.8132322,0.84236413
12480,0.8665764,0.8653173,0.8666187,0.87766725,0.85336447,0.87494576
12481,0.8769287,0.716263,0.8656685,0.8648953,0.8266602,0.8632695
12482,0.8645811,0.8598021,0.84347665,0.8722607,0.88101774,0.85943687
12483,0.85747164,0.8483804,0.8490401,0.8225682,0.83625215,0.828921
12484,0.79352945,0.8470863,0.83273655,0.8347645,0.81895494,0.8182733
12485,0.829486,0.82088196,0.8493335,0.8205371,0.83542186,0.83649933
12486,0.86981124,0.8915279,0.86927116,0.86691046,0.86433583,0.8874722
12487,0.86281776,0.8780673,0.88175166,0.87464166,0.88166964,0.8796094
12488,0.8311359,0.80243874,0.8380482,0.7662954,0.77640617,0.83180964
12489,0.82448506,0.80917674,0.8321284,0.8002981,0.78139025,0.8214837
12490,0.8108385,0.7843317,0.81620574,0.7894813,0.79860604,0.82470864
12491,0.8663498,0.86648166,0.8432287,0.8176796,0.8490444,0.8331028
12492,0.78443354,0.7977783,0.79749703,0.77875686,0.8249004,0.83209217
12493,0.8207969,0.846214,0.8300052,0.8222319,0.79478693,0.79636675
12494,0.86602247,0.85722774,0.85089064,0.8391906,0.8209516,0.8611113
12495,0.85122895,0.8553592,0.8686543,0.8560398,0.86759126,0.87036115
12496,0.87933236,0.8713299,0.88351977,0.8741794,0.8709935,0.8798083
12497,0.8816905,0.86994344,0.89020354,0.8948176,0.8777268,0.8765767
12498,0.8095193,0.8424603,0.90308064,0.8232474,0.85229695,0.87073344
12499,0.84931725,0.86026204,0.8457367,0.84129953,0.83386254,0.8513854
12500,0.8600441,0.84756124,0.84634936,0.84555244,0.7861453,0.8575992
12501,0.75014716,0.7598157,0.81376433,0.7777155,0.7418026,0.82106006
12502,0.8732597,0.85594064,0.8565919,0.8455794,0.8487944,0.8456894
12503,0.8033064,0.8263891,0.86179423,0.7972586,0.80996543,0.8311575
12504,0.8636097,0.8574848,0.86423934,0.86539876,0.84595215,0.8759648
12505,0.8134695,0.812691,0.8331435,0.833503,0.8340044,0.82076705
12506,0.81944424,0.8160898,0.85803646,0.8351872,0.8268149,0.8379617
12507,0.8288489,0.8357661,0.8338335,0.8335763,0.7818559,0.8510292
12508,0.8708448,0.88205564,0.8858205,0.87095875,0.8682438,0.87872034
12509,0.8307264,0.811186,0.8235584,0.81577253,0.8348522,0.83117616
12510,0.77204174,0.8115892,0.81118655,0.8037582,0.78740203,0.80714726
12511,0.7881565,0.76434445,0.78478515,0.82122564,0.8133973,0.8230139
12512,0.82339156,0.81213266,0.8276704,0.80732703,0.83106196,0.8332437
12513,0.8191012,0.8228425,0.85268474,0.82313025,0.8372221,0.8505366
12514,0.8766707,0.8454383,0.88356525,0.87831235,0.8678886,0.9042053
12515,0.8355991,0.8413316,0.89251405,0.8453163,0.85038203,0.8699935
12516,0.8921106,0.8660666,0.8874724,0.87430024,0.8431201,0.87789273
12518,0.84409523,0.8405388,0.84643465,0.8465137,0.8278479,0.8334016
12519,0.8289068,0.79573417,0.8533187,0.84118354,0.8321739,0.8336803
12520,0.8465066,0.87209487,0.8539207,0.88840145,0.83929396,0.8650174
12521,0.88928986,0.8807914,0.86781657,0.87909627,0.8638524,0.8856606
12523,0.8377587,0.8476217,0.8519345,0.8343994,0.80672437,0.8441092
12525,0.90296185,0.9202888,0.9115468,0.90649706,0.91816956,0.8972929
12526,0.86158717,0.87278515,0.84092677,0.8755911,0.8694535,0.87569356
12527,0.86947465,0.8795074,0.8730788,0.87211245,0.87850755,0.8691198
12528,0.8247477,0.8183619,0.83913857,0.81134945,0.85714006,0.84797037
12529,0.8840649,0.86585855,0.9035951,0.890025,0.8957932,0.9031298
12530,0.7802429,0.7600142,0.8066655,0.7838099,0.752386,0.78880465
12531,0.8102316,0.7992867,0.83203626,0.8157811,0.7670933,0.8543268
12532,0.86724764,0.863203,0.84537584,0.8710295,0.8851966,0.8362557
12533,0.845871,0.8494483,0.87235177,0.8510423,0.84536177,0.8530854
12565,0.89019275,0.88701326,0.83991635,0.8926643,0.88336146,0.84381825
12656,0.83801836,0.84969586,0.8388089,0.8222134,0.84782547,0.85825825
12674,0.87501407,0.8855205,0.8763225,0.8632127,0.8820427,0.8757331
12687,0.8188231,0.79911524,0.7883683,0.8159989,0.7875854,0.8015927
12736,0.83431494,0.8552873,0.9010142,0.890689,0.8498651,0.8640579
13078,0.8284085,0.8538122,0.86805594,0.84496635,0.8628626,0.8734703
13080,0.86317486,0.86097455,0.8749554,0.8751178,0.8691102,0.84905016
13146,0.8533553,0.84483796,0.8381429,0.8561675,0.8301729,0.8844663
13147,0.86452156,0.8982841,0.901226,0.868052,0.8524996,0.8880782
13148,0.84871495,0.8449632,0.83955306,0.8182502,0.8191005,0.85377467
13149,0.8138515,0.8139355,0.83417714,0.80559725,0.8224365,0.8003725
13150,0.8785734,0.87740004,0.8706305,0.8681165,0.8784275,0.86255664
13196,0.81657696,0.8323897,0.8667958,0.8609524,0.8601523,0.86123216
13382,0.8399343,0.8532775,0.84178704,0.83167326,0.8286074,0.8441439
13461,0.84029984,0.8329894,0.8422845,0.84108126,0.82120126,0.857
13475,0.8678504,0.8791602,0.88750225,0.8463295,0.8724759,0.87984544
13477,0.85183644,0.8472433,0.847258,0.83304405,0.8719127,0.8605384
13537,0.8788241,0.8621657,0.89326465,0.8766618,0.88211596,0.8612794
13893,0.88390714,0.8829863,0.87030005,0.843774,0.8454101,0.8816578
13897,0.84617704,0.8599346,0.84052724,0.8599229,0.7961031,0.8480723
14744,0.8737611,0.88608545,0.864306,0.8626482,0.8666411,0.87078273
14862,0.89118177,0.8593463,0.8833773,0.88290966,0.8935969,0.8928242
14882,0.89535475,0.88460886,0.88338125,0.88569796,0.89426005,0.88091904
14890,0.8716243,0.86012584,0.8876967,0.87144166,0.86385375,0.8959897
14906,0.8166748,0.7877904,0.8534293,0.81627953,0.84088385,0.8523023
14907,0.79904276,0.80097085,0.8303117,0.77050424,0.7989885,0.8619051
14914,0.8226211,0.8101702,0.83408195,0.84722114,0.8475666,0.84607923
14916,0.8080245,0.8571338,0.8757129,0.84456,0.8068035,0.8409082
14930,0.87723035,0.8641538,0.86486214,0.8759901,0.90053594,0.86222476
14932,0.84153235,0.80871886,0.8382557,0.7969651,0.8066976,0.8362594
14939,0.8823954,0.88445634,0.86400235,0.8859496,0.8787574,0.8624871
14947,0.85933053,0.8226897,0.839936,0.8469103,0.8086107,0.8618628
15180,0.80122554,0.7832291,0.8182354,0.8187567,0.8370801,0.8241113
15240,0.79801184,0.7917829,0.83418745,0.8188331,0.80200475,0.8408516
15339,0.7921666,0.79931647,0.85374534,0.7848419,0.8421893,0.8360722
15419,0.8697746,0.883662,0.8838334,0.8925104,0.8744862,0.8825488
15425,0.8450316,0.8618008,0.8661571,0.89656115,0.89622426,0.8665688
15426,0.82350975,0.84211314,0.8085768,0.8407331,0.8083011,0.81558555
15474,0.8670467,0.82685435,0.85073173,0.8549971,0.8642299,0.8280735
15519,0.86073434,0.8562857,0.5821111,0.87050664,0.8678254,0.86289203
15524,0.8278676,0.8222741,0.5821111,0.84197396,0.8351837,0.89814556
15589,0.8407208,0.88270104,0.8364361,0.8589411,0.8796482,0.8537512
15679,0.7861236,0.76703686,0.7591499,0.7777597,0.755895,0.7691332
15743,0.875833,0.86009616,0.88313216,0.872202,0.85510474,0.8958695
16036,0.8592187,0.87935734,0.8902865,0.8764193,0.8596746,0.88155913
16039,0.83544594,0.834526,0.82875216,0.8323628,0.8324014,0.8540595
16064,0.91621673,0.9110651,0.8577183,0.90372694,0.8896343,0.8793832
16980,0.85527194,0.876446,0.890224,0.8623414,0.8767123,0.8934432
17014,0.7368834,0.7136797,0.7665882,0.76690835,0.6637174,0.7273676
18230,0.8077462,0.84105116,0.86587703,0.8187051,0.8052875,0.8602853
18348,0.8281747,0.8450584,0.8256761,0.8094858,0.80494106,0.82637596
26715,0.85969,0.8498323,0.85302854,0.8475214,0.844221,0.86483335
26747,0.88993144,0.87927747,0.9051642,0.89673084,0.86284304,0.9139088
29788,0.7695427,0.7648467,0.82089376,0.7675791,0.76430535,0.79586154
29835,0.8248843,0.8582848,0.8316352,0.80979997,0.82602,0.83225197
30606,0.816246,0.7556634,0.8274312,0.75930417,0.818783,0.81472087
30845,0.86492085,0.8587512,0.82281774,0.8220302,0.84919846,0.8034773
32072,0.8804308,0.8793803,0.8671142,0.86830735,0.8681191,0.878483
46443,0.8824854,0.8696248,0.84555453,0.8848126,0.8728112,0.84587234
46506,0.7354275,0.74658895,0.7478404,0.73611605,0.71154535,0.75454557
50300,0.83378786,0.8480365,0.8430615,0.8698584,0.82450753,0.823495
51419,0.8185726,0.8253143,0.8380277,0.83955693,0.78531253,0.81255716
53971,0.8112867,0.7792193,0.84739465,0.81998706,0.78722644,0.8369202
53972,0.8155211,0.80995524,0.8189275,0.802126,0.7777598,0.8161589
53973,0.81289387,0.82923573,0.83527076,0.86499065,0.80855757,0.8080773
53974,0.79863465,0.8108016,0.812062,0.81031966,0.81806314,0.8214558
53975,0.8229199,0.8128805,0.82573235,0.81321144,0.8283491,0.83485764
53976,0.7683631,0.7505828,0.81406695,0.76209533,0.75215495,0.7810863
53977,0.87781084,0.8343478,0.8827842,0.8723872,0.8607,0.8718564
53978,0.8534301,0.8350323,0.82631856,0.84045297,0.818183,0.82908535
53979,0.86483574,0.8676752,0.86653626,0.8745574,0.87627363,0.89866364
53981,0.7681146,0.8111602,0.80321455,0.81436086,0.7875674,0.82173973
54796,0.8018804,0.8183059,0.8275454,0.8013295,0.7529579,0.83814096
54797,0.867838,0.8408265,0.86464846,0.8535538,0.85649645,0.8614924
54798,0.8031502,0.80708855,0.83185,0.8155121,0.7973604,0.82950765
54799,0.76681066,0.76965636,0.7766105,0.7603671,0.76831263,0.76529133
54800,0.8223741,0.8094425,0.8291467,0.8318654,0.7634449,0.8058856
56453,0.8453243,0.8594866,0.8295897,0.8199613,0.8276085,0.83491623
56528,0.8179831,0.8145994,0.8047677,0.7832625,0.80122197,0.8240181
56542,0.82735896,0.8322296,0.8506006,0.84661996,0.85310024,0.85276926
56543,0.77558535,0.8327966,0.82789433,0.7878274,0.80024207,0.8055279
56544,0.8542143,0.82637143,0.85962653,0.8331784,0.825233,0.8589189
56545,0.74928087,0.788808,0.7724832,0.7558282,0.76100457,0.7645896
56618,0.8258712,0.8338758,0.8249312,0.8148093,0.78539443,0.82071865
56619,0.7906308,0.8054866,0.8282218,0.7940108,0.78271693,0.8056395
56629,0.87609375,0.8599087,0.85113794,0.8490381,0.86771685,0.8742996
56630,0.8285514,0.8335975,0.8314663,0.82882047,0.77349114,0.83919954
56631,0.7881683,0.79125017,0.7841208,0.7978072,0.7890726,0.76493335
56632,0.8353219,0.8608916,0.8260025,0.87092495,0.8484478,0.83793855
56633,0.8265786,0.84217846,0.8466878,0.8461282,0.7782629,0.81731975
56634,0.7684664,0.7645153,0.75391656,0.7642948,0.77554065,0.8037962
56635,0.74298,0.76546633,0.7927348,0.7500384,0.72569376,0.75971866
56637,0.8131665,0.80730164,0.8167737,0.8219688,0.8168853,0.8662893
56638,0.85258245,0.8663269,0.863236,0.8520052,0.8283986,0.8732596
56639,0.7579573,0.8073354,0.7399639,0.7808752,0.7031733,0.72933745
56641,0.77970463,0.7846628,0.77808416,0.8246161,0.7623094,0.77222455
56642,0.7893647,0.80565566,0.80916154,0.8120002,0.7596482,0.79820323
56643,0.86579293,0.8546489,0.8825977,0.86213475,0.8606585,0.8683336
56644,0.82775587,0.7862996,0.77608114,0.799625,0.74783915,0.76125443
56645,0.81111366,0.8098644,0.85330176,0.8171596,0.7701342,0.81646687
56646,0.7658609,0.7787534,0.7577941,0.763065,0.71923816,0.7622988
56647,0.8432331,0.8438082,0.84041446,0.8350047,0.8306826,0.8480505
56648,0.84418917,0.85412174,0.86148745,0.84686583,0.87386256,0.886424
56649,0.8082609,0.79813445,0.8423626,0.8074185,0.834486,0.8495193
56650,0.846086,0.8553277,0.85247815,0.8607113,0.802522,0.8312458
56651,0.77135897,0.804341,0.7878811,0.81212974,0.7099573,0.7571038
56652,0.82634264,0.8338312,0.8635568,0.83709717,0.8490286,0.82655704
56653,0.824582,0.780365,0.8168404,0.80769354,0.76036763,0.7788431
56654,0.8676709,0.8732916,0.8863754,0.84590894,0.84530354,0.8687585
56656,0.7903364,0.7977916,0.7941978,0.7994623,0.7944777,0.8363242
56657,0.75336117,0.79431427,0.78663707,0.7444707,0.76397914,0.78709775
56661,0.86265755,0.86599624,0.8649008,0.85105395,0.8357879,0.8502673
56662,0.8490699,0.8292166,0.83767545,0.83829165,0.81453,0.8590724
56725,0.85377145,0.8636047,0.86951286,0.82626057,0.8000324,0.8423083
56795,0.8295402,0.8158735,0.81251264,0.81593263,0.76300204,0.8235856
56796,0.78079057,0.8227737,0.8084277,0.76675993,0.7703738,0.8303632
56797,0.8443506,0.8314209,0.8422213,0.8427559,0.79349077,0.85171723
56798,0.8608156,0.82418495,0.8029775,0.7900627,0.7921449,0.8044283
56799,0.80237424,0.7941417,0.8235446,0.7717734,0.7799706,0.83544695
56800,0.79898167,0.80102074,0.8317018,0.7974418,0.82897055,0.85033613
56801,0.8201902,0.8366621,0.842672,0.83924925,0.79014945,0.829728
56802,0.8003473,0.7826875,0.7735733,0.7861159,0.7790431,0.7870435
56803,0.86636126,0.8691737,0.8727347,0.8650694,0.84298825,0.8775416
56804,0.8612468,0.85339123,0.84115744,0.8593112,0.8616271,0.8441618
56805,0.7906335,0.8178972,0.80396605,0.81330645,0.7560129,0.7864546
56807,0.85207784,0.8284661,0.8339906,0.8479105,0.8138202,0.8372731
56809,0.85670507,0.8649854,0.8658854,0.85293937,0.8140837,0.84429765
56859,0.8003408,0.8132627,0.7987469,0.7934075,0.77962625,0.77596974
56860,0.80557704,0.8558235,0.84487605,0.830139,0.8276787,0.821903
56861,0.7933996,0.7928103,0.8009455,0.77054393,0.75048316,0.7563761
56862,0.8405633,0.8259512,0.84418285,0.83261925,0.7939161,0.85278845
57384,0.87062454,0.87810695,0.8634974,0.8630017,0.85979146,0.88779753
57400,0.88361907,0.8888794,0.8765718,0.8745162,0.905099,0.89516675
62042,0.86670184,0.82254624,0.8465048,0.8617368,0.8341918,0.85278773
63086,0.78216743,0.73590064,0.73188347,0.7526638,0.73334074,0.7541365
63087,0.8436618,0.83907294,0.8315091,0.85681987,0.80504954,0.83229315
83710,0.8438164,0.8310207,0.85261464,0.8574332,0.8229886,0.867325
83711,0.7466264,0.800249,0.7565213,0.73173517,0.7726206,0.8070364
86666,0.83639336,0.82721657,0.836981,0.8242055,0.7782563,0.82673764
