id,CV_doordash_pm_Score,CV_google_ux_Score,match
6081,0.8562356,0.8253772,0
6082,0.8470831,0.8522604,0
6090,0.8467526,0.8513255,0
6127,0.8665401,0.8665751,0
6211,0.8724283,0.86351216,0
6213,0.8614832,0.83832467,0
6214,0.81894183,0.7846246,0
6231,0.8255758,0.8258405,0
6232,0.88748217,0.85837823,0
6233,0.87056446,0.8273622,0
6239,0.8235125,0.8404798,0
6240,0.86700875,0.838385,0
6254,0.8251339,0.8061795,0
6255,0.8171914,0.81709623,0
6342,0.8308965,0.7909814,0
7630,0.80359954,0.83453745,0
7654,0.8508226,0.8320582,0
8890,0.74895525,0.7789756,0
8916,0.72840434,0.7053652,0
9028,0.8308677,0.8357327,0
9066,0.8443363,0.79769707,0
9445,0.86507416,0.8742231,0
9542,0.83278036,0.77940977,0
9546,0.84526294,0.8366903,0
9547,0.7864922,0.74193406,0
9583,0.7972942,0.7737558,0
9587,0.8249047,0.8387146,0
12037,0.8601822,0.89143896,0
12116,0.8247259,0.81545496,0
12122,0.8648567,0.81585336,0
12124,0.7830934,0.78855205,0
12141,0.8065652,0.79752886,0
12143,0.8440236,0.85167617,0
12149,0.8351863,0.82711685,0
12161,0.7679222,0.79660296,0
12252,0.8113075,0.8366364,0
12408,0.82491493,0.8533317,0
12409,0.8578761,0.85049844,0
12410,0.8721597,0.8123833,0
12418,0.8682589,0.8888532,0
12422,0.8286647,0.8247972,0
12435,0.76910895,0.7629402,0
12436,0.8436675,0.8058424,0
12437,0.75273037,0.7424794,0
12447,0.86654127,0.82456815,0
12448,0.89462125,0.86876017,0
12449,0.84469485,0.8346772,0
12450,0.78859484,0.7849453,0
12451,0.853368,0.81165004,0
12452,0.7562582,0.73011976,0
12453,0.7978387,0.8055031,0
12454,0.8361125,0.7988582,0
12455,0.8560313,0.8108105,0
12456,0.87720513,0.7945707,0
12457,0.8550555,0.81873095,0
12458,0.8695786,0.82816607,0
12459,0.8370085,0.8009814,0
12460,0.8817624,0.879796,0
12461,0.8702887,0.82957274,0
12462,0.8393404,0.8384975,0
12463,0.79178816,0.80669373,0
12464,0.8687967,0.8497877,0
12465,0.8112127,0.80837417,0
12466,0.8140123,0.8015171,0
12467,0.8064508,0.8234978,0
12468,0.80680215,0.80568635,0
12469,0.69812965,0.7370056,0
12470,0.83054507,0.8195256,0
12471,0.85621697,0.8338932,0
12472,0.803887,0.81001735,0
12473,0.83709764,0.837713,0
12474,0.7743483,0.7755635,0
12475,0.8652705,0.8449532,0
12476,0.83497024,0.82577723,0
12477,0.82803357,0.84929353,0
12478,0.8045817,0.77919173,0
12479,0.81422186,0.78507626,0
12480,0.8704195,0.84524214,0
12481,0.79064596,0.78419405,0
12482,0.8441304,0.8136099,0
12483,0.83386683,0.8653332,0
12484,0.7984182,0.78128046,0
12485,0.82364416,0.8758292,0
12486,0.8708213,0.85754085,0
12487,0.8574241,0.842872,0
12488,0.7426532,0.75723994,0
12489,0.80066776,0.8032624,0
12490,0.8102569,0.8304068,0
12491,0.8413532,0.85003,0
12492,0.76951814,0.73196137,0
12493,0.7858606,0.78645617,0
12494,0.8421483,0.86197686,0
12495,0.8490308,0.87250775,0
12496,0.86765456,0.84916335,0
12497,0.8451767,0.83894575,0
12498,0.8345253,0.8569708,0
12499,0.832065,0.82609534,0
12500,0.87420356,0.8663311,0
12501,0.67357177,0.6299272,0
12502,0.7876369,0.7718325,0
12503,0.8076711,0.81522113,0
12504,0.8439155,0.81008804,0
12505,0.82947344,0.8261603,0
12506,0.82028174,0.81695366,0
12507,0.8391852,0.8950169,0
12508,0.8802246,0.84503067,0
12509,0.8589124,0.84159756,0
12510,0.77112615,0.7948022,0
12511,0.8083052,0.81859386,0
12512,0.8264768,0.8478011,0
12513,0.82689226,0.80833143,0
12514,0.8573679,0.83695185,0
12515,0.87572306,0.83642495,0
12516,0.8571903,0.83505553,0
12518,0.843373,0.8718581,0
12519,0.8175309,0.7718308,0
12520,0.8608545,0.85679084,0
12521,0.86341625,0.8509068,0
12523,0.8016061,0.82116735,0
12525,0.92284715,0.86580145,0
12526,0.8813155,0.86712986,0
12527,0.87566686,0.84692144,0
12528,0.81222665,0.79740256,0
12529,0.8656503,0.79682124,0
12530,0.7872703,0.7393456,0
12531,0.77687985,0.8076165,0
12532,0.85467815,0.7948754,0
12533,0.8708032,0.85488373,0
12565,0.86390424,0.85982656,0
12656,0.8236949,0.8154668,0
12674,0.861879,0.84101814,0
12687,0.82821435,0.833519,0
12736,0.84386504,0.79976606,0
13078,0.887864,0.88525605,0
13080,0.85797817,0.8143656,0
13146,0.8627501,0.8592385,0
13147,0.852391,0.80338174,0
13148,0.82274324,0.7483763,0
13149,0.81150484,0.8020536,0
13150,0.86206806,0.8098408,0
13196,0.8070009,0.73650587,0
13382,0.8615687,0.85974437,0
13461,0.7645274,0.768472,0
13475,0.8355739,0.83014095,0
13477,0.8798153,0.83854806,0
13537,0.87308204,0.85388005,0
13893,0.8677634,0.81530356,0
13897,0.8501364,0.77728856,0
14744,0.8518465,0.82406497,0
14862,0.8688046,0.8428002,0
14882,0.8948673,0.8675205,0
14890,0.86354035,0.84162474,0
14906,0.7912284,0.77281296,0
14907,0.7850788,0.8179903,0
14914,0.8362917,0.7732521,0
14916,0.795343,0.7878452,0
14930,0.86520386,0.8480462,0
14932,0.80005085,0.8133546,0
14939,0.8734168,0.878004,0
14947,0.85030717,0.82928175,0
15180,0.80986845,0.76334167,0
15240,0.82747036,0.8439591,0
15339,0.7506038,0.70279175,0
15419,0.8495611,0.8214382,0
15425,0.8744749,0.8193672,0
15426,0.7974769,0.77678484,0
15474,0.7782046,0.74609524,0
15519,0.8003719,0.7912343,0
15524,0.84044474,0.8529163,0
15589,0.83223695,0.78208494,0
15679,0.74587786,0.7920731,0
15743,0.85744256,0.8372932,0
16036,0.8150358,0.7534083,0
16039,0.8294579,0.7697879,0
16064,0.89049715,0.86509323,0
