id,ScoresDoorDash_Original_File_merged_DS1 resumes,ScoresDoorDash_Original_File_merged_DS2 resumes,ScoresDoorDash_Original_File_merged_DS3 resumes,ScoresDoorDash_Original_File_merged_GPT-mini1 resumes,ScoresDoorDash_Original_File_merged_Mixtral3 resumes,ScoresDoorDash_Original_File_merged_Mixtral2 resumes,ScoresDoorDash_Original_File_merged_GPT-mini2 resumes,ScoresDoorDash_Original_File_merged_Mixtral1 resumes,ScoresDoorDash_Original_File_merged_GPT-mini3 resumes,ScoresDoorDash_Original_File_twice_sonnet_doordash_pm resumes,ScoresDoorDash_Original_File_Good_merged_Llama3 resumes,ScoresDoorDash_Original_File_Good_merged_Llama2 resumes,ScoresDoorDash_Original_File_merged resumes,ScoresDoorDash_Original_File_Good_merged_Llama1 resumes,ScoresDoorDash_Original_File_sonnet_doordash_pm resumes,ScoresDoorDash_Original_File_merged_GPT-4o1 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.1 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.3 resumes,ScoresDoorDash_Original_File_merged_GPT-4o3 resumes,ScoresDoorDash_Original_File_merged_GPT-4o2 resumes,ScoresDoorDash_Original_File_merged_GPT-3.5.2 resumes
2582,82.851,82.242,82.72,80.953,71.181,74.38,80.953,70.439,80.953,81.597,80.672,80.608,79.841,80.608,81.756,82.688,79.719,79.448,82.879,82.737,79.448
2583,79.472,80.494,80.555,82.08,82.003,80.991,81.976,79.693,81.976,82.508,81.207,81.715,79.894,80.077,82.452,79.888,80.523,80.523,82.501,81.802,80.523
2584,84.009,83.37,83.37,84.028,81.117,80.204,84.028,79.868,83.755,83.813,82.088,82.347,82.429,82.436,83.797,83.991,82.986,79.114,82.724,83.35,78.816
2585,82.695,82.812,82.812,83.264,81.001,82.005,83.32,82.949,83.32,81.968,81.856,81.669,82.342,81.264,82.157,83.822,80.047,80.047,83.636,84.012,80.047
2586,83.706,81.634,81.574,82.545,80.774,80.713,82.545,81.809,82.545,81.979,81.4,81.316,81.45,81.27,81.611,82.834,81.207,81.125,82.85,82.678,81.125
2587,82.523,82.47,82.47,82.81,81.138,81.247,82.81,80.972,82.81,82.126,81.254,81.254,80.201,81.339,82.174,82.34,81.753,81.753,82.966,82.878,81.753
2588,81.614,81.133,81.133,80.833,77.744,80.665,80.708,82.468,80.708,81.335,80.484,80.805,82.33,81.023,81.533,83.147,82.156,81.433,83.158,83.214,81.433
2589,84.75,85.155,85.205,84.266,83.112,82.919,84.22,83.433,84.22,83.86,83.694,83.694,84.072,83.694,83.898,84.717,82.356,82.356,84.628,84.628,82.356
2590,83.893,83.877,84.449,83.533,81.14,81.04,84.522,83.705,84.522,84.473,83.533,82.925,83.86,82.71,84.303,82.891,82.601,82.601,83.165,82.912,82.601
2591,82.68,82.961,82.608,82.741,81.077,80.323,82.741,80.15,82.741,82.827,80.818,80.818,80.966,80.59,82.788,83.086,80.284,79.946,83.061,83.565,79.946
2592,85.335,84.916,84.916,85.357,84.109,84.193,85.35,85.39,85.35,85.804,84.528,84.528,84.51,84.262,85.468,85.309,83.165,82.245,84.899,84.885,82.692
2594,83.211,84.106,83.549,83.723,80.722,80.95,83.635,77.795,83.914,84.731,82.876,82.061,83.499,82.466,84.498,82.594,82.65,82.136,82.786,82.645,82.136
2595,83.252,82.081,82.157,81.785,80.954,80.14,81.871,80.492,81.871,82.089,80.988,80.988,83.092,80.815,82.273,82.559,80.456,80.456,82.523,82.523,80.456
2597,86.045,86.045,86.045,85.6,84.698,84.839,85.6,81.589,85.6,86.977,85.737,85.737,86.226,85.737,86.881,85.893,84.909,84.721,85.93,85.93,84.721
2645,82.441,84.26,83.009,82.766,82.253,82.67,82.766,82.052,82.766,82.731,82.949,82.949,81.308,82.418,83.044,82.971,83.514,82.234,83.107,83.036,82.234
2654,82.085,82.134,81.701,82.922,82.826,82.255,82.922,82.701,82.922,83.591,82.425,82.425,81.921,82.425,83.591,82.626,81.921,81.696,83.074,83.074,81.696
2655,83.587,83.976,84.58,82.961,82.389,82.572,82.961,82.461,82.961,83.173,82.813,82.813,82.022,82.748,83.213,82.694,82.895,82.895,83.378,83.357,82.895
2656,82.919,82.981,83.105,82.889,81.279,81.748,82.743,82.305,82.743,83.307,83.156,82.928,83.083,83.329,82.579,82.801,82.052,81.328,82.318,82.347,81.328
2657,79.645,79.377,79.517,80.406,79.959,77.991,80.406,77.991,80.406,78.455,78.413,78.413,77.689,79.125,78.366,79.825,77.314,77.314,79.015,79.312,77.314
2658,81.284,82.471,82.471,82.616,79.981,81.105,82.616,80.572,82.616,82.425,81.365,80.727,81.724,81.298,81.668,82.345,81.954,81.891,82.632,82.39,81.891
2659,82.015,82.249,83.603,80.635,80.637,81.054,83.213,80.811,83.213,81.664,81.273,81.273,79.967,81.081,81.73,82.934,80.642,80.034,83.102,83.102,80.034
2660,84.455,84.587,84.587,84.487,80.891,80.623,84.487,82.904,84.487,83.57,84.534,84.534,83.092,84.373,83.611,84.167,82.328,82.411,84.022,84.022,82.411
2741,78.11,78.11,78.525,80.116,80.541,81.491,80.116,79.821,80.116,79.197,78.117,78.117,77.723,78.209,79.315,81.77,77.131,78.497,81.77,81.77,77.07
2766,81.229,81.63,80.263,83.212,79.726,79.615,83.212,80.567,83.212,79.703,79.466,79.466,79.144,79.152,79.703,78.48,79.579,79.579,77.923,78.121,79.579
2793,83.086,83.086,82.003,83.907,81.927,83.228,83.907,81.889,83.907,83.086,82.981,82.981,82.69,82.981,82.839,84.104,82.12,81.954,83.799,83.592,81.954
2810,79.138,79.138,79.138,79.205,79.467,78.884,79.205,78.498,79.205,79.307,79.324,79.324,79.027,79.324,79.623,79.38,78.941,78.419,79.366,79.366,78.419
2824,82.373,82.373,82.373,82.967,82.602,82.602,82.967,83.386,82.967,83.217,82.22,82.813,82.082,82.813,83.394,82.321,82.781,82.781,82.523,82.336,82.781
3002,83.631,84.144,83.967,83.126,82.813,81.784,83.126,81.837,83.126,84.368,84.437,84.132,80.341,82.838,83.772,84.078,82.406,82.406,84.225,83.998,82.406
3021,84.166,83.698,83.661,82.988,83.67,83.198,82.988,83.23,82.988,83.405,84.53,84.53,82.509,84.471,82.705,84.154,82.106,82.1,84.131,84.122,82.086
3093,82.868,82.064,82.064,82.87,81.519,81.624,82.87,81.729,82.87,83.292,81.562,81.562,80.967,81.562,83.405,83.137,80.563,80.563,83.332,83.344,80.563
3105,82.308,83.821,82.941,83.62,80.907,80.571,83.62,81.055,83.62,84.593,83.313,83.313,82.276,83.427,84.638,83.558,82.317,82.317,83.461,83.461,82.317
3113,80.007,80.007,80.007,81.115,76.215,76.497,81.115,76.154,81.115,77.161,78.581,78.239,76.928,78.239,77.212,79.441,77.671,77.532,79.524,79.524,77.532
3118,83.508,83.508,84.739,83.638,82.932,82.713,83.638,82.833,83.638,83.956,81.721,81.976,78.741,81.911,82.749,81.371,81.413,81.163,81.962,81.962,81.163
3120,82.462,82.462,82.632,82.46,81.565,81.018,82.46,81.087,82.46,82.06,83.261,83.261,77.42,81.566,82.024,82.995,79.953,79.194,82.52,82.52,79.194
3122,83.017,83.017,82.733,81.541,81.012,81.544,83.353,82.031,83.353,80.918,80.133,80.408,81.297,79.73,81.637,81.32,82.44,82.44,81.723,81.81,82.44
3123,80.814,80.424,80.814,83.456,78.682,79.315,83.456,79.17,83.456,81.2,80.309,80.309,78.761,80.309,80.115,82.064,79.156,79.156,82.829,82.638,79.156
3133,83.726,83.726,83.726,84.098,83.663,83.452,84.098,82.746,84.098,83.562,81.059,81.059,80.768,81.059,82.704,84.446,80.545,80.545,84.415,84.582,80.545
3134,82.92,82.92,82.92,84.198,83.986,83.761,84.29,84.459,84.29,82.757,84.119,84.086,83.242,83.562,82.791,84.381,81.76,81.595,84.439,84.439,81.595
3135,84.811,84.811,84.617,84.853,71.497,84.905,84.004,84.549,84.004,85.713,84.797,84.797,84.517,85.413,85.834,84.101,84.441,83.332,84.619,84.762,84.459
3136,82.859,82.546,82.546,83.956,79.87,75.504,83.956,82.26,83.956,82.595,80.418,80.418,79.17,80.43,82.408,82.803,79.701,79.52,83.165,83.094,79.52
3137,82.785,83.048,82.851,83.303,82.223,82.262,83.303,82.497,83.303,82.935,81.503,81.503,82.506,81.764,83.984,82.876,84.233,83.564,82.835,82.835,83.564
3138,80.339,80.339,80.583,81.019,78.531,78.247,80.781,79.371,80.781,83.122,81.966,80.934,81.519,81.417,83.003,80.65,81.93,77.74,80.844,81.149,77.74
3139,80.222,80.762,79.213,81.592,80.679,79.83,81.592,79.611,81.592,82.772,80.127,80.69,79.939,80.364,79.657,82.67,80.067,80.067,82.452,82.394,80.067
3140,82.103,82.103,82.103,80.913,81.459,81.761,80.913,81.395,80.913,81.247,80.439,80.439,81.652,80.453,81.168,82.017,81.558,80.693,81.187,81.538,80.693
3141,82.357,82.301,82.208,84.224,80.814,79.91,84.224,82.343,84.224,77.567,82.314,81.928,79.027,81.752,77.567,83.772,82.661,82.661,83.599,83.678,82.661
3142,84.284,84.284,83.974,83.39,82.477,82.579,83.804,82.851,83.777,83.604,80.355,82.792,82.955,82.792,83.146,84.674,82.343,82.343,84.013,84.171,82.546
3143,80.257,79.758,79.758,81.817,79.667,78.961,81.817,81.126,81.817,81.875,79.079,79.079,81.015,80.898,81.875,83.333,79.814,79.347,83.02,82.882,79.347
3144,80.162,81.916,81.871,82.7,80.546,80.722,82.7,81.091,82.7,80.486,79.661,79.389,76.994,81.837,79.102,82.32,80.717,80.737,82.48,82.169,80.737
3145,78.41,80.802,82.033,80.692,79.398,80.524,80.355,79.641,80.355,80.017,78.751,78.751,78.842,78.751,79.992,79.81,78.799,78.799,79.365,79.313,78.799
3146,78.676,78.198,78.308,80.228,79.377,78.625,80.366,78.966,80.366,79.247,79.163,79.001,77.933,79.306,79.181,77.209,77.507,77.507,78.362,78.185,77.507
3147,81.004,82.236,81.321,81.09,80.724,80.988,81.09,82.853,81.09,82.695,80.225,80.225,79.918,80.448,82.018,81.561,79.731,81.033,81.073,81.073,81.033
3148,80.881,80.881,80.881,81.706,80.176,79.756,81.706,80.454,81.706,81.33,79.713,79.632,80.058,80.42,80.995,81.786,79.969,79.989,81.839,81.839,79.989
3149,82.538,82.538,82.538,83.049,81.672,81.587,83.049,82.241,83.049,81.549,80.992,80.992,80.726,81.755,82.612,81.89,81.522,80.913,82.919,81.554,80.913
3150,83.078,83.057,83.232,84.905,81.639,82.283,84.905,82.251,84.905,83.212,81.62,83.247,81.964,83.151,83.44,83.619,82.55,82.55,83.313,83.776,82.55
3153,81.729,81.12,81.998,81.416,77.844,78.548,81.416,79.524,81.416,81.019,80.863,80.863,78.503,80.863,81.212,81.808,78.094,79.336,81.432,81.587,78.318
3155,81.573,81.168,82.532,81.394,77.8,76.727,81.394,78.422,81.394,79.401,78.908,77.864,74.177,77.044,78.589,77.441,75.248,75.248,77.315,76.869,75.636
3156,82.601,82.876,83.103,80.546,80.572,80.636,80.81,79.323,80.629,79.207,80.673,80.673,79.653,80.183,79.901,80.029,79.348,79.348,82.743,82.784,79.348
3157,78.674,78.674,78.674,79.708,79.595,79.654,79.708,80.018,79.708,79.129,79.552,79.552,80.882,80.891,79.224,78.842,79.525,79.666,79.94,79.94,79.666
3158,82.378,79.127,79.127,83.283,80.258,80.856,83.67,82.226,83.67,81.323,80.2,80.2,81.608,82.162,82.318,82.31,80.482,79.583,82.056,82.096,79.583
3159,81.364,82.2,82.4,79.922,81.409,80.803,80.196,81.428,80.196,81.633,80.453,80.662,79.054,80.662,82.789,81.523,80.891,80.891,81.601,81.437,80.891
3160,80.329,80.329,82.229,80.808,79.387,79.3,80.808,80.34,80.808,81.603,79.271,79.271,78.679,79.271,81.451,80.773,79.644,79.644,80.773,80.773,79.644
3161,86.491,85.472,85.472,84.822,80.783,83.358,84.822,83.811,84.822,86.068,82.424,82.424,83.266,82.424,85.966,83.057,82.957,82.957,83.057,83.057,82.957
3162,80.759,80.759,80.759,83.26,81.514,81.514,83.26,81.594,83.26,82.978,81.945,81.735,81.467,82.115,82.855,80.307,81.968,81.968,80.194,80.194,81.968
3186,81.0,81.0,81.0,81.236,83.939,84.197,81.236,81.882,81.236,81.714,82.127,82.127,81.428,82.127,81.966,81.341,81.489,81.489,82.432,82.434,81.489
3225,83.408,84.862,84.842,82.772,80.89,84.28,82.332,84.295,82.079,82.848,83.213,83.265,82.351,83.265,83.357,84.516,82.802,81.214,84.287,84.253,82.123
3315,81.644,79.836,79.836,82.886,80.907,80.558,82.886,76.88,82.886,79.92,81.684,81.684,77.596,81.004,80.402,82.042,78.443,78.443,82.045,81.822,78.443
3321,84.054,82.622,83.908,82.588,82.691,82.4,82.588,82.953,82.588,82.274,81.917,81.917,82.115,80.572,82.095,81.943,82.152,82.152,82.028,82.028,82.152
3332,81.488,77.213,80.24,81.087,80.399,79.031,81.087,81.324,81.087,79.545,74.841,74.841,75.786,74.841,79.425,80.672,77.13,77.13,80.101,80.533,77.13
5877,78.468,78.468,80.03,79.785,67.014,78.333,80.427,78.813,80.427,79.31,79.927,79.234,77.985,79.409,79.31,81.54,77.337,77.337,81.094,81.417,77.337
5981,84.097,84.393,84.393,84.284,82.47,83.093,84.447,82.335,84.447,83.718,85.604,85.604,83.509,84.787,83.974,85.269,83.345,83.345,85.269,85.269,83.345
6018,78.83,77.927,77.927,78.522,77.658,77.513,78.522,78.108,78.522,77.699,77.237,77.117,77.359,77.617,77.356,78.879,76.732,77.827,78.879,78.879,77.827
6021,77.789,79.526,79.526,77.821,80.427,80.443,77.821,82.024,78.054,78.292,78.719,78.719,76.957,77.839,77.666,80.784,77.173,77.081,80.784,80.784,76.911
6026,82.436,80.148,79.775,80.127,76.66,75.23,80.127,81.622,80.127,79.893,78.637,78.637,78.456,77.636,79.585,80.264,78.438,79.112,80.651,80.651,79.112
6043,83.23,83.23,83.324,84.153,80.728,79.771,84.153,74.686,84.153,82.936,83.439,83.439,83.045,83.264,82.631,84.368,81.183,80.847,83.774,83.93,80.91
6078,81.938,81.938,81.938,81.078,80.462,81.391,80.945,81.823,81.686,81.55,80.966,81.349,80.289,80.774,80.415,82.654,81.108,81.933,82.324,82.198,81.933
6081,82.41,82.41,82.41,82.718,81.499,81.948,82.718,82.853,82.718,84.301,82.568,83.093,82.085,83.253,83.381,84.69,82.06,82.06,84.322,84.322,82.06
6082,81.789,81.795,81.795,82.016,78.767,80.277,82.659,80.536,82.694,82.581,83.167,83.167,80.058,83.167,82.491,83.272,80.344,80.344,83.272,83.272,80.344
6090,80.644,79.991,79.991,81.551,80.162,80.648,81.551,78.249,81.551,83.34,81.232,80.79,79.671,80.147,82.445,80.024,81.005,81.005,79.911,79.911,81.005
6127,85.804,85.934,86.926,85.454,85.252,85.297,85.388,84.347,85.388,85.154,85.127,85.127,83.267,85.127,86.13,86.019,84.355,84.355,85.695,85.622,84.355
6211,80.751,82.045,82.045,82.867,82.075,74.508,82.867,77.099,82.867,81.02,80.93,79.936,80.623,79.936,81.827,80.1,80.402,80.142,79.811,79.698,80.142
6213,84.413,84.413,82.441,82.42,80.804,81.12,82.42,82.616,82.42,83.036,82.299,82.299,84.161,82.796,81.326,82.224,84.08,83.732,81.494,82.193,84.61
6214,82.873,82.873,82.707,83.032,80.548,81.8,83.39,82.156,83.39,82.294,80.277,79.79,81.763,80.734,82.046,82.906,80.019,79.428,83.537,83.537,79.428
6231,81.108,79.89,79.615,81.138,79.859,80.685,81.102,81.903,81.102,80.712,79.79,79.645,80.656,79.615,80.401,81.923,80.572,81.135,81.62,81.917,81.135
6232,83.007,82.787,83.902,82.95,80.703,81.949,83.284,80.863,83.339,83.332,80.87,80.87,81.245,80.87,82.52,83.236,80.275,80.275,82.56,82.793,80.275
6233,82.28,83.468,83.5,81.322,83.487,83.753,81.322,84.338,83.341,81.741,82.318,82.318,81.557,82.318,82.029,83.14,81.459,81.459,83.218,83.369,81.459
6239,76.9,78.226,78.831,79.821,73.807,71.675,79.821,78.201,79.821,80.382,78.369,78.565,77.256,78.805,80.72,81.431,78.146,78.146,82.343,82.343,78.146
6240,82.768,82.85,83.329,82.697,82.42,80.191,82.697,83.927,82.697,81.909,82.828,82.789,82.129,82.746,80.959,81.696,81.775,81.644,81.742,81.757,81.644
6254,82.862,82.862,82.867,82.571,81.281,81.14,82.591,82.546,82.591,82.382,80.644,80.644,82.058,80.782,82.415,82.229,81.343,80.432,82.06,82.278,80.432
6255,79.462,79.462,79.462,81.662,83.095,83.14,81.456,81.389,81.456,81.382,80.634,80.634,80.384,80.725,81.346,81.911,80.066,80.066,81.911,81.911,80.066
6342,80.505,80.647,81.653,79.878,80.199,79.332,79.878,79.203,79.878,80.74,79.613,79.613,80.357,79.44,80.25,80.02,80.395,80.395,80.446,80.086,80.395
7630,79.472,79.472,79.472,82.413,81.085,81.085,82.413,80.779,82.413,82.441,80.506,79.464,80.044,79.464,80.829,84.271,79.104,79.104,84.353,84.271,79.104
7654,81.04,81.159,81.159,82.061,81.086,80.874,82.061,80.813,82.061,80.097,82.153,81.978,79.56,81.89,80.53,81.897,79.334,79.012,81.749,82.077,79.012
8890,82.053,82.053,82.403,82.226,84.796,84.831,82.226,81.613,82.226,82.367,79.352,79.352,72.057,79.356,82.477,81.232,77.725,77.725,81.005,81.005,77.725
8916,78.169,78.43,78.69,79.349,75.13,74.572,79.349,76.417,79.349,77.616,76.724,76.332,76.812,75.539,77.426,78.336,75.135,74.997,78.592,79.114,74.997
9028,80.591,80.564,80.564,79.812,79.581,79.689,79.989,79.653,79.989,78.687,79.13,78.659,78.622,78.634,78.962,80.956,79.934,79.934,80.58,80.681,79.934
9066,77.959,79.312,81.658,80.19,79.113,79.006,80.19,79.846,80.19,80.296,80.045,79.95,77.931,79.332,79.999,78.043,77.232,77.232,77.686,78.213,77.232
9445,81.243,82.153,82.153,81.961,81.625,77.293,81.961,82.101,81.961,82.077,80.966,80.966,81.801,80.966,81.517,80.869,80.125,80.125,80.67,80.852,80.125
9479,78.941,78.906,78.941,80.224,81.143,81.16,80.224,81.247,80.224,79.736,79.888,79.699,78.834,79.142,79.851,79.129,77.294,78.853,79.224,79.224,78.033
9542,82.277,82.951,82.911,82.149,80.152,79.561,82.149,81.066,82.149,82.423,81.249,80.394,79.739,80.536,80.742,78.233,78.305,78.386,78.418,77.885,78.386
9546,82.785,82.785,82.785,83.83,83.005,84.375,83.83,84.556,83.299,83.585,82.852,82.924,82.295,82.495,82.631,82.339,82.822,82.822,82.339,82.339,82.684
9547,79.941,80.035,79.607,83.596,81.47,80.077,83.611,80.269,83.611,80.743,82.167,82.155,80.354,78.999,80.744,83.775,79.731,79.799,83.531,83.326,79.731
9583,81.13,81.039,81.039,82.186,82.122,82.071,82.236,82.459,82.236,82.704,82.057,82.057,81.023,82.791,81.653,81.833,81.122,81.103,81.98,81.98,81.103
9587,77.732,78.909,75.985,79.31,78.472,79.124,79.31,77.2,79.31,78.293,77.772,77.772,76.728,77.772,78.007,80.975,78.771,78.771,81.24,80.805,78.771
12037,82.816,81.843,82.202,81.232,80.038,79.643,81.242,80.294,81.242,82.311,82.094,82.358,80.739,82.358,81.642,82.397,80.913,80.742,82.315,82.315,80.742
12116,79.487,79.693,79.809,78.706,76.226,77.383,78.706,77.385,78.706,79.94,76.774,76.774,76.891,76.774,79.937,80.48,77.07,76.505,80.49,80.49,77.978
12122,82.91,82.91,84.168,83.248,81.881,82.26,83.556,81.681,83.556,82.942,82.812,82.812,81.708,81.69,82.815,83.386,81.953,81.7,82.931,82.679,81.7
12124,83.3,82.862,82.533,81.951,83.092,82.858,81.951,83.537,81.951,83.172,83.856,83.856,80.016,83.856,83.07,81.895,80.255,81.219,82.251,82.663,81.219
12141,81.882,81.893,81.594,82.746,77.44,76.768,82.746,80.198,82.746,81.43,82.362,82.362,81.284,82.094,80.131,81.105,80.435,80.694,81.349,81.349,80.694
12143,80.781,80.781,80.781,81.523,80.017,80.499,81.523,80.091,81.523,80.626,80.343,80.587,78.464,80.587,79.065,80.308,77.651,77.795,80.095,80.045,77.795
12149,81.387,80.903,82.339,81.632,81.809,83.436,80.998,83.997,80.998,82.56,81.329,81.329,82.387,81.329,83.376,81.963,81.986,81.51,84.607,84.563,81.51
12161,80.936,81.928,82.333,80.895,74.281,74.181,80.918,75.57,80.918,75.797,77.606,77.606,75.648,77.727,76.1,81.166,76.449,76.449,81.688,80.734,74.378
12252,82.501,84.239,82.134,83.387,81.452,81.574,83.565,83.521,83.565,81.524,82.35,82.35,81.65,82.35,81.732,80.948,81.738,81.738,81.072,81.072,81.738
12408,79.601,78.822,80.142,80.208,79.149,79.256,80.208,80.005,80.208,78.928,78.938,78.938,78.619,78.63,79.14,81.214,79.003,78.475,80.146,80.146,78.475
12409,82.999,82.767,82.865,82.665,82.113,82.246,82.601,81.449,82.601,82.847,80.959,80.959,80.564,80.959,82.375,81.342,81.787,81.488,81.714,81.56,81.488
12410,82.299,82.299,82.203,83.774,82.179,82.439,83.452,81.744,83.336,82.156,80.698,80.698,81.924,82.583,82.156,82.412,83.044,82.957,82.415,82.121,82.957
12418,82.263,81.175,81.175,83.041,83.21,82.921,83.041,84.277,83.041,85.032,81.725,81.14,80.887,80.83,84.935,82.771,80.276,80.498,82.717,82.771,80.498
12422,82.054,81.959,81.959,82.776,80.611,80.494,82.737,80.737,82.737,81.648,81.491,81.491,81.647,81.447,81.683,82.991,81.219,81.197,83.205,83.205,81.197
12435,82.347,82.433,82.433,81.911,80.853,80.574,80.812,81.785,81.1,82.035,81.934,81.934,80.205,80.812,80.428,81.561,80.447,81.196,81.734,81.591,81.353
12436,78.183,79.666,79.666,82.43,78.596,78.849,82.43,79.032,82.43,80.701,80.941,81.231,77.55,79.309,80.795,81.21,77.665,78.01,82.233,82.596,78.01
12437,81.733,80.343,80.161,81.392,80.033,79.748,81.559,80.202,81.559,78.188,79.441,79.441,74.847,79.441,78.368,81.888,75.956,76.434,81.283,80.969,76.434
12447,82.696,82.869,82.523,82.813,84.049,83.711,82.813,83.787,82.813,84.142,81.75,81.75,80.9,81.75,83.655,83.799,82.611,82.611,83.346,83.346,82.611
12448,83.926,83.926,83.926,84.263,83.011,82.828,84.263,84.178,84.263,84.76,82.561,82.539,82.373,82.539,83.413,83.902,82.993,82.993,84.06,84.06,82.993
12449,82.826,81.993,82.223,83.842,82.092,82.328,83.842,83.499,83.842,83.061,80.435,81.061,81.108,79.893,83.01,84.173,79.295,79.328,83.855,83.855,79.328
12450,81.093,81.093,81.277,82.368,79.727,80.261,82.376,80.363,82.376,81.749,77.805,77.805,78.652,77.836,81.432,82.256,78.839,78.839,82.214,81.495,78.839
12451,80.768,82.981,83.209,82.544,81.882,82.0,82.635,81.336,82.635,82.307,81.954,81.954,80.616,81.535,82.164,81.625,79.892,79.933,82.117,82.152,79.933
12452,83.551,83.551,83.551,83.919,81.841,81.617,84.281,81.16,84.239,81.237,82.819,82.696,78.411,78.647,80.674,80.003,80.175,80.006,84.597,85.457,80.006
12453,82.69,82.656,82.497,81.76,79.899,80.486,81.76,79.725,81.76,82.114,81.091,80.974,81.291,80.807,81.08,82.049,80.766,80.766,82.049,82.049,80.766
12454,82.594,80.899,80.899,81.778,81.408,81.019,81.778,83.627,81.778,81.875,83.539,83.539,81.058,83.547,81.634,81.395,79.542,79.542,81.405,81.405,79.542
12455,84.652,85.038,84.633,84.627,85.298,85.238,84.627,84.296,84.627,86.159,83.542,83.542,84.639,83.542,85.398,83.715,84.494,84.45,83.707,83.761,84.593
12456,83.502,83.502,85.215,83.961,84.337,84.712,83.961,83.518,83.961,84.873,84.631,84.631,83.603,83.338,85.076,84.859,81.453,80.902,83.964,84.004,80.902
12457,81.242,81.242,82.314,82.001,81.951,81.097,81.985,82.327,81.985,82.297,80.837,80.837,81.619,81.046,82.357,81.117,82.331,81.978,81.031,81.117,81.978
12458,80.855,80.918,80.918,85.379,80.658,78.715,85.379,78.632,85.379,84.636,85.52,85.519,79.287,83.33,84.143,85.786,79.287,78.663,85.194,85.194,78.663
12459,81.96,81.96,81.96,79.873,77.949,77.36,79.689,76.96,79.689,81.462,81.718,79.616,79.189,79.863,80.793,82.564,80.069,79.958,82.474,82.339,79.958
