id,CV_doordash_pm_Score,CV_google_ux_Score,match
1784,0.8285054,0.8384842,1
2476,0.8900116,0.86058086,1
2515,0.86512005,0.809559,1
2517,0.85117435,0.7790281,1
2529,0.83344495,0.8075952,1
2538,0.86645854,0.8388186,1
2551,0.8642418,0.82589924,1
2553,0.85661566,0.84315014,1
2554,0.8483356,0.88773555,1
2555,0.795359,0.767254,1
2556,0.8195891,0.78244853,1
2577,0.8765625,0.8478489,1
2582,0.80512565,0.8319945,1
2583,0.82784677,0.7961286,1
2584,0.8832773,0.8308548,1
2585,0.8538586,0.8360106,1
2586,0.85742444,0.8146164,1
2587,0.8147562,0.7734189,1
2588,0.86025,0.7951935,1
2589,0.88578635,0.8463442,1
2590,0.84511566,0.80378807,1
2591,0.8347032,0.8190783,1
2592,0.8289002,0.7943027,1
2594,0.8294232,0.78411674,1
2595,0.77076805,0.76573473,1
2597,0.9040507,0.8524417,1
2645,0.8376616,0.856686,1
2654,0.85553414,0.8073052,1
2655,0.87124294,0.8544034,1
2656,0.82107806,0.76682276,1
2657,0.786547,0.81277645,1
2658,0.8342012,0.78131264,1
2659,0.8048557,0.7972296,1
2660,0.8132871,0.84373116,1
2741,0.81387657,0.767277,1
2766,0.83081454,0.7931061,1
2793,0.867027,0.8683407,1
2810,0.8344412,0.76372373,1
2824,0.84722483,0.8072246,1
3002,0.8165206,0.7897488,1
3021,0.8377304,0.79731363,1
3093,0.8622755,0.8668024,1
3105,0.90316683,0.8597156,1
3113,0.80617887,0.8171634,1
3118,0.82301414,0.8347217,1
3120,0.7711218,0.74378717,1
3122,0.8959418,0.85451865,1
3123,0.8228147,0.829955,1
3133,0.8692981,0.85005116,1
3134,0.8787253,0.8538699,1
3135,0.87871623,0.8282829,1
3136,0.81823766,0.7716567,1
3137,0.87268054,0.83745444,1
3138,0.8263556,0.7781962,1
3139,0.86727273,0.8321459,1
3140,0.88344514,0.8588563,1
3141,0.80440986,0.79872435,1
3142,0.8750624,0.8416499,1
3143,0.87675196,0.8384461,1
3144,0.8072184,0.77075773,1
3145,0.8266345,0.79993796,1
3146,0.8721714,0.8366957,1
3147,0.84753644,0.84660137,1
3148,0.85311085,0.86151314,1
3149,0.86844766,0.81935775,1
3150,0.8601192,0.818242,1
3153,0.82057106,0.8032559,1
3155,0.7183062,0.6238825,1
3156,0.88945204,0.8224602,1
3157,0.857635,0.8193352,1
3158,0.84789824,0.8064054,1
3159,0.8232134,0.79227376,1
3160,0.86725646,0.8609222,1
3161,0.86030626,0.8077696,1
3162,0.8516009,0.8187549,1
3186,0.89190596,0.8675002,1
3225,0.79387325,0.76175356,1
3315,0.803627,0.78799903,1
3321,0.8171251,0.80485606,1
3332,0.7954789,0.7653886,1
5877,0.8263602,0.8179576,1
5981,0.87756526,0.82764477,1
6043,0.86164045,0.8268631,1
6078,0.85087144,0.7927079,1
6081,0.8562356,0.8253772,1
6082,0.8470831,0.8522604,1
6090,0.8467526,0.8513255,1
6127,0.8665401,0.8665751,1
6211,0.8724283,0.86351216,1
6213,0.8614832,0.83832467,1
6214,0.81894183,0.7846246,1
6231,0.8255758,0.8258405,1
6232,0.88748217,0.85837823,1
6233,0.87056446,0.8273622,1
6239,0.8235125,0.8404798,1
6240,0.86700875,0.838385,1
6254,0.8251339,0.8061795,1
6255,0.8171914,0.81709623,1
6342,0.8308965,0.7909814,1
7630,0.80359954,0.83453745,1
7654,0.8508226,0.8320582,1
8890,0.74895525,0.7789756,1
8916,0.72840434,0.7053652,1
9028,0.8308677,0.8357327,1
9066,0.8443363,0.79769707,1
9445,0.86507416,0.8742231,1
9542,0.83278036,0.77940977,1
9546,0.84526294,0.8366903,1
9547,0.7864922,0.74193406,1
9583,0.7972942,0.7737558,1
9587,0.8249047,0.8387146,1
12037,0.8601822,0.89143896,1
12116,0.8247259,0.81545496,1
12122,0.8648567,0.81585336,1
12124,0.7830934,0.78855205,1
12141,0.8065652,0.79752886,1
12143,0.8440236,0.85167617,1
12149,0.8351863,0.82711685,1
12161,0.7679222,0.79660296,1
12252,0.8113075,0.8366364,1
12408,0.82491493,0.8533317,1
12409,0.8578761,0.85049844,1
12410,0.8721597,0.8123833,1
12418,0.8682589,0.8888532,1
12422,0.8286647,0.8247972,1
12435,0.76910895,0.7629402,1
12436,0.8436675,0.8058424,1
12437,0.75273037,0.7424794,1
12447,0.86654127,0.82456815,1
12448,0.89462125,0.86876017,1
12449,0.84469485,0.8346772,1
12450,0.78859484,0.7849453,1
12451,0.853368,0.81165004,1
12452,0.7562582,0.73011976,1
12453,0.7978387,0.8055031,1
12454,0.8361125,0.7988582,1
12455,0.8560313,0.8108105,1
12456,0.87720513,0.7945707,1
12457,0.8550555,0.81873095,1
12458,0.8695786,0.82816607,1
12459,0.8370085,0.8009814,1
12460,0.8817624,0.879796,1
12461,0.8702887,0.82957274,1
12462,0.8393404,0.8384975,1
12463,0.79178816,0.80669373,1
12464,0.8687967,0.8497877,1
12465,0.8112127,0.80837417,1
12466,0.8140123,0.8015171,1
12467,0.8064508,0.8234978,1
12468,0.80680215,0.80568635,1
12469,0.69812965,0.7370056,1
12470,0.83054507,0.8195256,1
12471,0.85621697,0.8338932,1
12472,0.803887,0.81001735,1
12473,0.83709764,0.837713,1
12474,0.7743483,0.7755635,1
12475,0.8652705,0.8449532,1
12476,0.83497024,0.82577723,1
12477,0.82803357,0.84929353,1
12478,0.8045817,0.77919173,1
12479,0.81422186,0.78507626,1
12480,0.8704195,0.84524214,1
12481,0.79064596,0.78419405,1
12482,0.8441304,0.8136099,1
12483,0.83386683,0.8653332,1
12484,0.7984182,0.78128046,1
12485,0.82364416,0.8758292,1
12486,0.8708213,0.85754085,1
12487,0.8574241,0.842872,1
12488,0.7426532,0.75723994,1
12489,0.80066776,0.8032624,1
12490,0.8102569,0.8304068,1
12491,0.8413532,0.85003,1
12492,0.76951814,0.73196137,1
12493,0.7858606,0.78645617,1
12494,0.8421483,0.86197686,1
12495,0.8490308,0.87250775,1
12496,0.86765456,0.84916335,1
12497,0.8451767,0.83894575,1
12498,0.8345253,0.8569708,1
12499,0.832065,0.82609534,1
12500,0.87420356,0.8663311,1
12501,0.67357177,0.6299272,1
12502,0.7876369,0.7718325,1
12503,0.8076711,0.81522113,1
12504,0.8439155,0.81008804,1
12505,0.82947344,0.8261603,1
12506,0.82028174,0.81695366,1
12507,0.8391852,0.8950169,1
12508,0.8802246,0.84503067,1
12509,0.8589124,0.84159756,1
12510,0.77112615,0.7948022,1
12511,0.8083052,0.81859386,1
12512,0.8264768,0.8478011,1
12513,0.82689226,0.80833143,1
12514,0.8573679,0.83695185,1
12515,0.87572306,0.83642495,1
12516,0.8571903,0.83505553,1
12518,0.843373,0.8718581,1
12519,0.8175309,0.7718308,1
12520,0.8608545,0.85679084,1
12521,0.86341625,0.8509068,1
12523,0.8016061,0.82116735,1
12525,0.92284715,0.86580145,1
12526,0.8813155,0.86712986,1
12527,0.87566686,0.84692144,1
12528,0.81222665,0.79740256,1
12529,0.8656503,0.79682124,1
12530,0.7872703,0.7393456,1
12531,0.77687985,0.8076165,1
12532,0.85467815,0.7948754,1
12533,0.8708032,0.85488373,1
12565,0.86390424,0.85982656,1
12656,0.8236949,0.8154668,1
12674,0.861879,0.84101814,1
12687,0.82821435,0.833519,1
12736,0.84386504,0.79976606,1
13078,0.887864,0.88525605,1
13080,0.85797817,0.8143656,1
13146,0.8627501,0.8592385,1
13147,0.852391,0.80338174,1
13148,0.82274324,0.7483763,1
13149,0.81150484,0.8020536,1
13150,0.86206806,0.8098408,1
13196,0.8070009,0.73650587,1
13382,0.8615687,0.85974437,1
13461,0.7645274,0.768472,1
13475,0.8355739,0.83014095,1
13477,0.8798153,0.83854806,1
13537,0.87308204,0.85388005,1
13893,0.8677634,0.81530356,1
13897,0.8501364,0.77728856,1
14744,0.8518465,0.82406497,1
14862,0.8688046,0.8428002,1
14882,0.8948673,0.8675205,1
14890,0.86354035,0.84162474,1
14906,0.7912284,0.77281296,1
14907,0.7850788,0.8179903,1
14914,0.8362917,0.7732521,1
14916,0.795343,0.7878452,1
14930,0.86520386,0.8480462,1
14932,0.80005085,0.8133546,1
14939,0.8734168,0.878004,1
14947,0.85030717,0.82928175,1
15180,0.80986845,0.76334167,1
15240,0.82747036,0.8439591,1
15339,0.7506038,0.70279175,1
15419,0.8495611,0.8214382,1
15425,0.8744749,0.8193672,1
15426,0.7974769,0.77678484,1
15474,0.7782046,0.74609524,1
15519,0.8003719,0.7912343,1
15524,0.84044474,0.8529163,1
15589,0.83223695,0.78208494,1
15679,0.74587786,0.7920731,1
15743,0.85744256,0.8372932,1
16036,0.8150358,0.7534083,1
16039,0.8294579,0.7697879,1
16064,0.89049715,0.86509323,1
