id,original_cvs resumes,haiku_google_ux resumes,gemini_flash_lite_google_ux resumes,gemini_pro_google_ux resumes,opus_google_ux resumes,gemini_flash_google_ux resumes,sonnet_google_ux resumes,True
6081,0.8562356,0.89116144,0.89288014,0.8753258,0.88494956,0.88647705,0.8743707,0
6082,0.8470831,0.85227925,0.8524818,0.8412564,0.8556559,0.84776247,0.8653976,0
6090,0.8467526,0.8372183,0.79144067,0.8196847,0.838596,0.8156967,0.84386396,0
6127,0.8665401,0.8714545,0.86221254,0.8728834,0.8791497,0.86770326,0.88144684,0
6211,0.8724283,0.8598505,0.8681777,0.87513596,0.84463036,0.87093365,0.8702976,0
6213,0.8614832,0.85805196,0.85956234,0.88121825,0.86893713,0.8379129,0.86253595,0
6214,0.81894183,0.81014705,0.8068155,0.8337523,0.80912596,0.84367037,0.8390202,0
6231,0.8255758,0.79633516,0.8246176,0.8407551,0.8317558,0.8424605,0.8147166,0
6232,0.88748217,0.8965784,0.8867378,0.884696,0.88807696,0.8768042,0.8888116,0
6233,0.87056446,0.8735725,0.88800675,0.878458,0.8622267,0.87428707,0.8674597,0
6239,0.8235125,0.77665675,0.81987524,0.8550837,0.8155093,0.8400745,0.80741066,0
6240,0.86700875,0.8496687,0.8572668,0.8652221,0.84811044,0.856654,0.8638873,0
6254,0.8251339,0.8268735,0.8050324,0.8479755,0.8720264,0.86302525,0.88147926,0
6255,0.8171914,0.8444716,0.8469798,0.84640867,0.82347894,0.86645806,0.8240472,0
6342,0.8308965,0.7898712,0.81707937,0.8292285,0.81874055,0.8319479,0.8255989,0
7630,0.80359954,0.808481,0.7960678,0.8490377,0.83960515,0.85159945,0.8275871,0
7654,0.8508226,0.842487,0.85799754,0.8327508,0.838431,0.8634852,0.8548916,0
8890,0.74895525,0.7954823,0.8134578,0.78093904,0.8143623,0.7908331,0.793382,0
8916,0.72840434,0.78445643,0.81210375,0.82088387,0.80173624,0.8226145,0.7802857,0
9028,0.8308677,0.8174933,0.8375279,0.8262943,0.8302725,0.8503531,0.8239318,0
9066,0.8443363,0.8495287,0.8614085,0.84166765,0.87478465,0.85189015,0.8499438,0
9445,0.86507416,0.8456112,0.8302743,0.81703985,0.82850075,0.81882596,0.821546,0
9479,0.83632195,0.8421128,0.8359517,0.8127539,0.83673924,0.85858095,0.82423824,1
9542,0.83278036,0.84070796,0.8722613,0.8660735,0.86136043,0.87895656,0.82994545,0
9546,0.84526294,0.8415814,0.85932064,0.85990936,0.85650873,0.86307997,0.8321516,0
9547,0.7864922,0.8013674,0.80951464,0.86020404,0.81697106,0.8616231,0.77745926,0
9583,0.7972942,0.81735,0.8433108,0.8444254,0.844967,0.85004073,0.8021532,0
9587,0.8249047,0.8214755,0.82357454,0.82563,0.82697564,0.81398666,0.810324,0
12037,0.8601822,0.8306425,0.86532557,0.8643443,0.84960634,0.86902416,0.849763,0
12116,0.8247259,0.8183346,0.806424,0.8171941,0.82906896,0.82627225,0.8045874,0
12122,0.8648567,0.8744625,0.8518261,0.8497884,0.8503666,0.8657043,0.8469627,0
12124,0.7830934,0.8565457,0.7839143,0.8283006,0.8365878,0.8485558,0.8433757,0
12141,0.8065652,0.8729879,0.7884525,0.8695011,0.8211966,0.83889574,0.83659995,0
12143,0.8440236,0.834749,0.8293476,0.82419515,0.83541083,0.8446341,0.8226976,0
12149,0.8351863,0.87081915,0.841814,0.8612982,0.8558965,0.87713647,0.8564609,0
12161,0.7679222,0.78805405,0.77817345,0.82820773,0.8150674,0.8499505,0.7804722,0
12252,0.8113075,0.79938734,0.85925925,0.86631936,0.83516395,0.84043413,0.84816235,0
12408,0.82491493,0.8366144,0.79632425,0.8086441,0.810773,0.8114603,0.81460965,0
12409,0.8578761,0.8171197,0.79879546,0.861738,0.86035734,0.8676295,0.8819194,0
12410,0.8721597,0.8679909,0.85369897,0.8791368,0.87813145,0.8569617,0.8601046,0
12418,0.8682589,0.83856446,0.8545583,0.87016666,0.8375374,0.8355892,0.82681656,0
12422,0.8286647,0.84524053,0.8308814,0.8319013,0.8315107,0.8462315,0.8610847,0
12435,0.76910895,0.7739851,0.79346836,0.80892265,0.7768917,0.796396,0.7796088,0
12436,0.8436675,0.8359497,0.84526205,0.83708996,0.84485924,0.8369789,0.8090974,0
12437,0.75273037,0.8052155,0.7944288,0.8090704,0.83508694,0.8185413,0.81267834,0
12447,0.86654127,0.8596171,0.8805984,0.8293606,0.8700966,0.87249887,0.84915924,0
12448,0.89462125,0.89926356,0.89682496,0.90966296,0.8900739,0.91520816,0.87633187,0
12449,0.84469485,0.8389462,0.8400725,0.8641105,0.8438708,0.8534282,0.8759104,0
12450,0.78859484,0.82799846,0.8098874,0.857104,0.8345471,0.85199344,0.8513671,0
12451,0.853368,0.8674344,0.85885745,0.8579649,0.8367894,0.86445355,0.84228146,0
12452,0.7562582,0.8415154,0.8731817,0.8520546,0.8524139,0.86056507,0.85933554,0
12453,0.7978387,0.8721067,0.86046755,0.89245397,0.8345038,0.858457,0.8278389,0
12454,0.8361125,0.82746816,0.858863,0.85888726,0.88894635,0.86147547,0.87782115,0
12455,0.8560313,0.8584433,0.8614001,0.87415266,0.88185066,0.86447835,0.86278135,0
12456,0.87720513,0.87094903,0.8784729,0.8764853,0.8880473,0.8890699,0.89025,0
12457,0.8550555,0.85727,0.8595786,0.8676896,0.85648763,0.865376,0.8628811,0
12458,0.8695786,0.87975204,0.8798464,0.8662381,0.86550033,0.86501205,0.885597,0
12459,0.8370085,0.8613452,0.7942731,0.8671528,0.84148073,0.8549952,0.85608965,0
12460,0.8817624,0.8791263,0.832997,0.8735765,0.8724878,0.8463964,0.8675807,0
12461,0.8702887,0.87024915,0.8818945,0.87827414,0.86945313,0.8764324,0.86584306,0
12462,0.8393404,0.8435382,0.8474765,0.86262107,0.8336478,0.86177826,0.8391674,0
12463,0.79178816,0.8086157,0.8272242,0.84010637,0.8091211,0.83933157,0.8008921,0
12464,0.8687967,0.8686435,0.88213134,0.88244605,0.87461436,0.87788653,0.872985,0
12465,0.8112127,0.8357854,0.8201977,0.8163236,0.84484124,0.8333365,0.852377,0
12466,0.8140123,0.81836146,0.8236258,0.8073662,0.80961853,0.8052812,0.8334689,0
12467,0.8064508,0.8017813,0.83719635,0.83335143,0.8198386,0.8291887,0.7981783,0
12468,0.80680215,0.84289175,0.78652525,0.85226655,0.84217215,0.8635722,0.8636933,0
12469,0.69812965,0.7279992,0.7521248,0.77236325,0.78242433,0.7181873,0.7358755,0
12470,0.83054507,0.8915093,0.8381429,0.8818928,0.89973724,0.8669149,0.8856231,0
12471,0.85621697,0.85445917,0.83881354,0.85123765,0.8970447,0.86992633,0.85816854,0
12472,0.803887,0.8320961,0.8261677,0.8645915,0.8605618,0.8505424,0.8651733,0
12473,0.83709764,0.8479827,0.8376897,0.87239045,0.84129226,0.84434795,0.8522824,0
12474,0.7743483,0.7765243,0.768288,0.80706686,0.78859097,0.7894148,0.8122356,0
12475,0.8652705,0.8346665,0.8470412,0.8734447,0.820835,0.84077686,0.86784315,0
12476,0.83497024,0.8246524,0.8150669,0.81666595,0.8428564,0.87754834,0.8511203,0
12477,0.82803357,0.8314815,0.7865323,0.85750955,0.83854365,0.844105,0.8447648,0
12478,0.8045817,0.84735537,0.85812676,0.86782074,0.823212,0.8830867,0.8685066,0
12479,0.81422186,0.81467867,0.82890123,0.8470462,0.78296524,0.8321074,0.8213812,0
12480,0.8704195,0.86728144,0.85115385,0.86567605,0.86297977,0.8734372,0.8658565,0
12481,0.79064596,0.703937,0.83822626,0.8763889,0.83571196,0.8701161,0.87504077,0
12482,0.8441304,0.8727434,0.8818601,0.8526782,0.87673324,0.87948287,0.87571347,0
12483,0.83386683,0.8467784,0.82560825,0.8386116,0.84433067,0.84754676,0.84492475,0
12484,0.7984182,0.8270519,0.8364567,0.82566833,0.8264808,0.8498482,0.79795414,0
12485,0.82364416,0.8106491,0.833547,0.8288522,0.82665414,0.8544822,0.83694977,0
12486,0.8708213,0.8651595,0.89252454,0.87940884,0.86015743,0.8816109,0.8852962,0
12487,0.8574241,0.8702064,0.8697204,0.854344,0.87931406,0.89119345,0.87974346,0
12488,0.7426532,0.76731443,0.79214585,0.85607916,0.81129396,0.8559782,0.8295194,0
12489,0.80066776,0.83287203,0.7928219,0.806753,0.8068824,0.82014775,0.81171775,0
12490,0.8102569,0.7853457,0.8168836,0.8214094,0.7904336,0.82406497,0.81667584,0
12491,0.8413532,0.8515438,0.8547489,0.8425938,0.8325895,0.8431145,0.86703193,0
12492,0.76951814,0.80821455,0.8032578,0.84498334,0.7808088,0.8598833,0.78260195,0
12493,0.7858606,0.8376726,0.8089295,0.8126836,0.8305324,0.79695153,0.8341982,0
12494,0.8421483,0.83094555,0.8141381,0.85341823,0.85563225,0.8501576,0.85152984,0
12495,0.8490308,0.85449433,0.8681675,0.8801267,0.868713,0.85289633,0.865651,0
12496,0.86765456,0.8750344,0.8633423,0.8766186,0.8796494,0.8781378,0.8611596,0
12497,0.8451767,0.8701737,0.8601166,0.87799525,0.8858124,0.880958,0.88999534,0
12498,0.8345253,0.85070074,0.8495398,0.8781518,0.86035275,0.8785974,0.81423193,0
12499,0.832065,0.84942704,0.8542605,0.8511966,0.84275365,0.822696,0.8510099,0
12500,0.87420356,0.84820426,0.76989204,0.8655733,0.8406321,0.8609772,0.86806715,0
12501,0.67357177,0.74466944,0.7296949,0.77570486,0.7918278,0.82359135,0.7437151,0
12502,0.7876369,0.85907,0.78861904,0.8815075,0.8363992,0.8484347,0.8705809,0
12503,0.8076711,0.82497287,0.82467157,0.8280544,0.8013241,0.82546914,0.8241755,0
12504,0.8439155,0.8488994,0.83097106,0.8512612,0.87265253,0.877332,0.8671638,0
12505,0.82947344,0.8135655,0.84202135,0.8484776,0.818483,0.82666993,0.8131397,0
12506,0.82028174,0.83295673,0.8322361,0.85096586,0.84036124,0.84704757,0.81262344,0
12507,0.8391852,0.8231439,0.79764324,0.85638785,0.81515133,0.86205673,0.83967125,0
12508,0.8802246,0.8624099,0.8652826,0.86508083,0.867574,0.883806,0.8723514,0
12509,0.8589124,0.8483946,0.80385685,0.79961175,0.8358807,0.8463477,0.8097874,0
12510,0.77112615,0.8278331,0.79722744,0.811303,0.8145033,0.80553615,0.7682875,0
12511,0.8083052,0.78946996,0.78741187,0.79693377,0.8106016,0.77952176,0.775634,0
12512,0.8264768,0.82995117,0.7850559,0.8228532,0.8105776,0.82199633,0.81865394,0
12513,0.82689226,0.8229218,0.83790684,0.84937084,0.82073975,0.84949327,0.81599456,0
12514,0.8573679,0.8310684,0.8755991,0.8650997,0.88505733,0.86514974,0.8546474,0
12515,0.87572306,0.8405559,0.86222434,0.8712526,0.85839987,0.86361337,0.85671496,0
12516,0.8571903,0.8469892,0.8275759,0.87355685,0.8777681,0.89014775,0.87857884,0
12518,0.843373,0.8514905,0.8294555,0.8333471,0.8475333,0.8524971,0.8369733,0
12519,0.8175309,0.83159053,0.8305193,0.8173671,0.8407057,0.8434092,0.8412684,0
12520,0.8608545,0.87451726,0.8219945,0.86416423,0.88502014,0.8712992,0.8851315,0
12521,0.86341625,0.87480605,0.8687491,0.87644744,0.8727587,0.86901116,0.8910055,0
12523,0.8016061,0.84753877,0.83023816,0.85366786,0.8287093,0.8298799,0.83447146,0
12525,0.92284715,0.91164625,0.92299515,0.9177324,0.9183088,0.90669346,0.9165265,0
12526,0.8813155,0.88416165,0.8700558,0.86348164,0.8825244,0.8793293,0.8659247,0
12527,0.87566686,0.8793755,0.8779156,0.8647413,0.8771999,0.8762064,0.88237643,0
12528,0.81222665,0.8247957,0.8395506,0.832202,0.80553055,0.8377801,0.81429076,0
12529,0.8656503,0.8808857,0.89649856,0.8965117,0.89112234,0.8922188,0.8707684,0
12530,0.7872703,0.7834083,0.7984127,0.79106635,0.78073955,0.8373302,0.76068544,0
12531,0.77687985,0.8052764,0.7732291,0.79930484,0.8098194,0.84267974,0.8222997,0
12532,0.85467815,0.8748969,0.88089114,0.8562027,0.86506927,0.8466215,0.86238706,0
12533,0.8708032,0.84010303,0.84882367,0.86496973,0.8630713,0.8594208,0.8703728,0
12565,0.86390424,0.88061243,0.8820867,0.89564455,0.9009565,0.8542517,0.8691988,0
12656,0.8236949,0.8521524,0.8468741,0.833488,0.8248979,0.84361297,0.84113115,0
12674,0.861879,0.8575754,0.85975003,0.87134135,0.8712007,0.8619365,0.8697437,0
12687,0.82821435,0.7919952,0.7939868,0.76599085,0.79698795,0.81356776,0.79057646,0
12736,0.84386504,0.8579162,0.83687246,0.85908765,0.8604237,0.9053037,0.822315,0
13078,0.887864,0.8367866,0.89190364,0.8589075,0.8471352,0.86670005,0.8381115,0
13080,0.85797817,0.8549022,0.85198873,0.844651,0.85663253,0.88453126,0.856484,0
13146,0.8627501,0.8343365,0.8482758,0.8842174,0.88256675,0.82894325,0.87278056,0
13147,0.852391,0.8922651,0.86305916,0.8687799,0.88043916,0.8845735,0.8631794,0
13148,0.82274324,0.849938,0.81392044,0.86503685,0.82111335,0.85917497,0.8335834,0
13149,0.81150484,0.8457462,0.8433852,0.8378557,0.8098203,0.843686,0.85376936,0
13150,0.86206806,0.8641273,0.8984176,0.85936296,0.856768,0.8767755,0.8807233,0
13196,0.8070009,0.85013294,0.8716903,0.8687688,0.86731195,0.8695525,0.8361077,0
13382,0.8615687,0.8440635,0.8345245,0.8325763,0.8472194,0.8269808,0.83815545,0
13461,0.7645274,0.8452972,0.7994598,0.8341328,0.8491713,0.8598321,0.8436275,0
13475,0.8355739,0.88138515,0.8655328,0.8819366,0.84138644,0.8589495,0.8825603,0
13477,0.8798153,0.8710776,0.8371109,0.85905147,0.84742814,0.8507972,0.86469495,0
13537,0.87308204,0.86606526,0.8725373,0.88870513,0.8792789,0.90026605,0.87858146,0
13893,0.8677634,0.8287528,0.842587,0.84834975,0.82819813,0.86994827,0.84636015,0
13897,0.8501364,0.8248913,0.7939503,0.8492995,0.84610516,0.8711058,0.8240132,0
14744,0.8518465,0.8674505,0.8766621,0.85006815,0.8538001,0.8633617,0.85579807,0
14862,0.8688046,0.8585768,0.8758058,0.88631266,0.86907345,0.8817767,0.8822923,0
14882,0.8948673,0.8900858,0.88529015,0.87384033,0.8853042,0.8536353,0.8774529,0
14890,0.86354035,0.8560636,0.8695878,0.9026514,0.8696444,0.8844327,0.8866091,0
14906,0.7912284,0.8074126,0.850196,0.85309833,0.85070306,0.8604376,0.78608525,0
14907,0.7850788,0.7697583,0.7823835,0.841558,0.7945069,0.8242929,0.81527925,0
14914,0.8362917,0.8211049,0.8457837,0.8341706,0.8505923,0.8394668,0.8293333,0
14916,0.795343,0.8286597,0.81634843,0.87506014,0.8547106,0.8650843,0.81974435,0
14930,0.86520386,0.86708975,0.88634354,0.86285657,0.88107467,0.86968803,0.8716466,0
14932,0.80005085,0.8233487,0.81756485,0.8156115,0.79921174,0.82300735,0.82048416,0
14939,0.8734168,0.87909156,0.8695107,0.8580136,0.8663377,0.85572726,0.88123524,0
14947,0.85030717,0.84025747,0.82324225,0.85042566,0.85624176,0.84409046,0.85503817,0
15180,0.80986845,0.7939874,0.83710104,0.834046,0.8158717,0.8312483,0.7970002,0
15240,0.82747036,0.78733104,0.8006933,0.8238346,0.7905754,0.8376645,0.78485644,0
15339,0.7506038,0.8078719,0.793413,0.8500168,0.7868216,0.8597884,0.8102323,0
15419,0.8495611,0.8804334,0.8616949,0.8842654,0.8867132,0.8785037,0.87018675,0
15425,0.8744749,0.8779334,0.9018758,0.85461164,0.87252295,0.87491333,0.8426417,0
15426,0.7974769,0.8194437,0.8125118,0.830855,0.8316284,0.84838325,0.8446289,0
15474,0.7782046,0.8186006,0.84693986,0.88892984,0.8503771,0.84283733,0.87974244,0
15519,0.8003719,0.8540578,0.8396754,0.8782338,0.8427527,0.8639327,0.87250376,0
15524,0.84044474,0.8210484,0.8252094,0.8691665,0.844588,0.86450326,0.8441753,0
15589,0.83223695,0.88520145,0.8622161,0.8547417,0.86882454,0.8498287,0.8515311,0
15679,0.74587786,0.7657769,0.7342947,0.7483374,0.7809712,0.78128856,0.77455825,0
15743,0.85744256,0.863685,0.86351097,0.87699944,0.8833331,0.87712026,0.87308013,0
16036,0.8150358,0.855819,0.8612682,0.8740979,0.86166376,0.88014394,0.86606646,0
16039,0.8294579,0.8388561,0.8208833,0.8517598,0.83297235,0.8188831,0.8354602,0
16064,0.89049715,0.9180174,0.9193898,0.86066425,0.90780926,0.90338516,0.8976811,0
16980,0.8366052,0.8787967,0.8709534,0.86797,0.87867105,0.88166785,0.8536349,1
17014,0.6996542,0.74628484,0.66644263,0.72342,0.7623932,0.76050967,0.73830515,1
18230,0.81689143,0.83288646,0.77625227,0.8731702,0.8506506,0.8369388,0.82139695,1
18348,0.8176062,0.8158115,0.8176673,0.84767354,0.8192617,0.8403051,0.81897974,1
26715,0.8056642,0.8264885,0.85125375,0.85659665,0.8416035,0.84280926,0.8558728,1
26747,0.897603,0.88017565,0.8816024,0.9104447,0.9089728,0.9030415,0.9050173,1
29788,0.8390851,0.76134247,0.7648087,0.79105675,0.778423,0.79771256,0.75986284,1
29835,0.8466531,0.8221563,0.8310658,0.836255,0.8302736,0.86401033,0.83172524,1
30606,0.771918,0.77497536,0.7968448,0.8115866,0.80834204,0.81121176,0.8365902,1
30845,0.8575687,0.8454505,0.86239976,0.82163656,0.8606372,0.82844913,0.8303671,1
32072,0.88726735,0.88924444,0.86565286,0.86605144,0.880303,0.8770268,0.88015383,1
46443,0.86540306,0.84474474,0.86646813,0.8440783,0.87174785,0.8403543,0.87794137,1
46506,0.70401543,0.7113197,0.7283846,0.75082564,0.73493075,0.72908664,0.72092116,1
50300,0.8785915,0.8590989,0.8443936,0.8255382,0.8563524,0.8470868,0.867389,1
51419,0.7494608,0.8078499,0.7741541,0.8287728,0.8290293,0.83244765,0.8296017,1
53971,0.7726426,0.81122214,0.8163217,0.8312695,0.840639,0.84877104,0.7976423,1
53972,0.7750432,0.7971039,0.7939949,0.8125321,0.8028197,0.8430237,0.8153446,1
53973,0.87178874,0.819963,0.79840434,0.8483075,0.85534906,0.84007215,0.82883155,1
53974,0.81922936,0.79766,0.7974781,0.85050225,0.79499745,0.8262043,0.809603,1
53975,0.8485755,0.8111012,0.8246432,0.82319725,0.80769336,0.8173934,0.8042846,1
53976,0.7678846,0.77206975,0.7562239,0.799626,0.7717854,0.78018093,0.7615741,1
53977,0.8739735,0.87198174,0.8795556,0.88329566,0.8371969,0.83997345,0.8575491,1
53978,0.818787,0.85801506,0.80554914,0.85731673,0.8407613,0.8192247,0.83394563,1
53979,0.8568124,0.87103397,0.87350357,0.8946179,0.8697903,0.88161385,0.86835784,1
53981,0.80299306,0.7902192,0.7692424,0.80771774,0.8123566,0.82611823,0.7901849,1
54796,0.7993674,0.84048295,0.8028264,0.820192,0.8027212,0.8391237,0.8232698,1
54797,0.8695857,0.85448426,0.8578758,0.86167306,0.8519992,0.8418657,0.8606665,1
54798,0.80559033,0.826828,0.82161826,0.82991576,0.82196236,0.83676654,0.80149746,1
54799,0.75056404,0.7584195,0.7528051,0.7966262,0.74430573,0.8107842,0.76914036,1
54800,0.76831985,0.80093366,0.7375174,0.81546175,0.8233794,0.83894575,0.8203638,1
56453,0.8227838,0.8276539,0.8326771,0.8309346,0.82129633,0.8433955,0.8413649,1
56528,0.7918203,0.78954744,0.80406356,0.8174762,0.7966792,0.83431935,0.8089974,1
