id,merged_DS1 resumes,merged_Mixtral1 resumes,Good_merged_Llama1 resumes,merged_GPT-4o1 resumes,merged_GPT-mini resumes,merged_GPT-3.5 resumes,twice_sonnet_doordash_pm resumes
3122,0.87025523,0.88837117,0.8852738,0.8924786,0.89204705,0.8904085,0.8919798
3123,0.88029397,0.84830266,0.8329961,0.8475469,0.88471276,0.84398764,0.8715388
3133,0.88427305,0.87646353,0.8720448,0.8594079,0.8592061,0.8696398,0.8708019
3134,0.8754363,0.8943705,0.8871314,0.88607824,0.89606994,0.8789916,0.88994205
3135,0.8870887,0.8662399,0.884846,0.89073515,0.87629175,0.87343043,0.8729128
3136,0.858253,0.83869755,0.8675711,0.88965636,0.8832326,0.84026235,0.87845063
3137,0.8636747,0.8869718,0.85804045,0.87992525,0.8697421,0.8683667,0.8788617
3138,0.82885,0.82735103,0.82728994,0.85107577,0.8645617,0.7983967,0.883505
3139,0.8802685,0.84809256,0.85218424,0.8683669,0.8555031,0.8661958,0.87477654
3140,0.8872477,0.8805574,0.8864929,0.86801016,0.88076127,0.8812884,0.8713192
3141,0.8192233,0.84692144,0.8604394,0.8512499,0.8484008,0.84872377,0.77947426
3142,0.88887286,0.88462454,0.88313735,0.88791764,0.89253414,0.8726701,0.89007026
3143,0.8376866,0.8749553,0.8845229,0.8923271,0.88049316,0.8598262,0.8911162
3144,0.8688211,0.88910687,0.87248063,0.88910544,0.89115226,0.82547903,0.8755135
3145,0.8306744,0.81096226,0.84485495,0.8030915,0.78536713,0.82238454,0.81586254
3146,0.8754252,0.8472931,0.8478286,0.8696707,0.84830564,0.7791562,0.8641449
3147,0.86687136,0.8378681,0.844085,0.8583653,0.8635707,0.83856726,0.8604974
3148,0.8664292,0.851959,0.88380593,0.8638294,0.8515573,0.85403216,0.8754002
3149,0.8691583,0.84498763,0.8846239,0.8687965,0.8771359,0.8271866,0.8671508
3150,0.87423056,0.86910397,0.86751133,0.8670956,0.881919,0.85755646,0.8648467
3153,0.8682885,0.8363222,0.8524398,0.8309146,0.8510978,0.8134762,0.8279127
3155,0.8562336,0.8126722,0.74914956,0.79531497,0.8223404,0.758692,0.84536237
3156,0.90748656,0.8759624,0.8968042,0.88123554,0.8844242,0.8980682,0.8874122
3157,0.8895122,0.8667892,0.8839662,0.8736876,0.86878705,0.87609696,0.88187647
3158,0.84009683,0.85140395,0.8475195,0.82778573,0.86146784,0.84620595,0.8556517
3159,0.8476293,0.8771613,0.85614526,0.87298155,0.83966196,0.8239481,0.8762571
3160,0.8672111,0.8747794,0.8787838,0.8590191,0.8630196,0.85263973,0.8870377
3161,0.9071028,0.85440445,0.87025017,0.8986383,0.90417886,0.8477274,0.911972
3162,0.8461021,0.8796147,0.8602781,0.8526162,0.86857796,0.8504422,0.86981356
3186,0.9033223,0.89186245,0.89870554,0.89911675,0.90010554,0.89459634,0.9068792
3225,0.8397581,0.8600729,0.844782,0.8648038,0.7946726,0.8117334,0.82510316
3315,0.8603159,0.818782,0.8414508,0.84345764,0.8306788,0.8052462,0.83592373
3321,0.83944046,0.8408861,0.8173229,0.8150498,0.8187126,0.8191895,0.8405544
3332,0.8606826,0.8234867,0.7991174,0.85027975,0.86499023,0.8269303,0.83614653
5877,0.830364,0.81053704,0.8536327,0.8248201,0.8450202,0.8247674,0.8006183
5981,0.8753803,0.86676514,0.90191376,0.88727295,0.88168937,0.8739165,0.8650483
6018,0.82640696,0.86126894,0.82367873,0.83675265,0.80389786,0.83745223,0.8437538
6021,0.8335931,0.82595557,0.8487935,0.86045474,0.8463359,0.8450348,0.83755815
6026,0.8468408,0.8191028,0.78172994,0.81581795,0.7769687,0.7936336,0.82408977
6043,0.85437816,0.71203434,0.86481154,0.86256766,0.871222,0.834713,0.8792676
6078,0.8481036,0.8549725,0.8446386,0.8755661,0.8529215,0.84748316,0.8751073
6081,0.894492,0.8782362,0.88745165,0.89542395,0.88099015,0.86437047,0.8688561
6082,0.87116724,0.83740366,0.8487263,0.86336905,0.8766498,0.8547336,0.8636253
6090,0.8318379,0.72665274,0.8356798,0.84734017,0.82242256,0.8463934,0.84934235
6127,0.8855189,0.86198556,0.84984803,0.8782304,0.8487801,0.85589385,0.8865358
6211,0.87855154,0.75021946,0.86811674,0.8671007,0.8198942,0.86800015,0.8629742
6213,0.87520516,0.84518117,0.8624116,0.8702134,0.8653309,0.8520993,0.86642975
6214,0.85495514,0.8374592,0.8375602,0.8196743,0.8320797,0.8056536,0.8669554
6231,0.8371937,0.7864608,0.840412,0.8299104,0.8344524,0.8365573,0.81377506
6232,0.88105994,0.8905586,0.89195585,0.884317,0.887907,0.8672465,0.9022845
6233,0.86678684,0.84389067,0.86592484,0.8611209,0.8718293,0.869647,0.8626466
6239,0.79821396,0.8405807,0.827333,0.7998268,0.81936824,0.8017643,0.8447577
6240,0.8590179,0.8624482,0.8495204,0.86595905,0.8504214,0.8285777,0.8787831
6254,0.8430415,0.82995486,0.86531025,0.85037667,0.8534045,0.8147837,0.8676389
6255,0.802374,0.8710711,0.811221,0.83219445,0.846022,0.7831273,0.83595735
6342,0.81461096,0.7973412,0.7745006,0.78675663,0.8008128,0.7978784,0.8247226
7630,0.7944075,0.79498076,0.8120505,0.8373344,0.8270998,0.7780533,0.8753092
7654,0.82710165,0.8367118,0.85484654,0.8086163,0.7794785,0.8061628,0.8293703
8890,0.83151525,0.78607124,0.8586309,0.8149442,0.8565615,0.79106545,0.8289451
8916,0.7818038,0.7728879,0.74372166,0.8517998,0.8435834,0.73507774,0.8668599
9028,0.8466422,0.8352617,0.8657407,0.8154748,0.84394735,0.83412015,0.8261842
9066,0.8501724,0.8440947,0.8280993,0.8467799,0.85008836,0.8266851,0.8515789
9445,0.864437,0.8109056,0.85232955,0.86744726,0.85743546,0.79701275,0.844688
9479,0.8556413,0.85585034,0.8522299,0.8346482,0.8638457,0.84489393,0.8302461
9542,0.85063124,0.82350886,0.8377398,0.8475681,0.83831304,0.84456766,0.8547024
9546,0.8603338,0.8359515,0.8385396,0.8595325,0.85681665,0.81811553,0.8776924
9547,0.78506386,0.79187775,0.81829005,0.86987853,0.82321095,0.7874755,0.8780542
9583,0.8475454,0.849458,0.87345594,0.8417721,0.8459977,0.80288845,0.8711276
9587,0.8226852,0.8398134,0.82535297,0.8570277,0.87330097,0.8241902,0.8392194
12037,0.8755194,0.8606564,0.8637479,0.87465465,0.86045814,0.8551426,0.8459745
12116,0.83518124,0.8342042,0.8225932,0.81859493,0.82150567,0.8065836,0.8113166
12122,0.85202295,0.8720817,0.84784466,0.85382974,0.85257244,0.85600686,0.8615308
12124,0.7849413,0.7759441,0.79403067,0.779172,0.7804789,0.77426183,0.82738465
12141,0.8426775,0.761544,0.86661494,0.86146283,0.8435117,0.8245168,0.8431375
12143,0.8399632,0.8157033,0.8254575,0.8085515,0.8365139,0.82814944,0.83628356
12149,0.84428895,0.82192194,0.84142315,0.84460425,0.8507176,0.8070714,0.8700735
12161,0.8335042,0.7677045,0.8215509,0.7920347,0.8470109,0.7703706,0.77923095
12252,0.83183914,0.8293811,0.8359065,0.8312739,0.8738745,0.8120784,0.83893096
12408,0.82804334,0.8161578,0.8043504,0.81252265,0.80580497,0.82379866,0.82833105
12409,0.82258236,0.83935356,0.82411325,0.841903,0.8503891,0.76415735,0.8733098
12410,0.8964288,0.86129653,0.87679404,0.87174016,0.8519814,0.86735404,0.8667308
12418,0.8173876,0.8027259,0.833835,0.84026,0.8248277,0.84591955,0.8431793
12422,0.83581585,0.8300313,0.8425261,0.82606333,0.84081334,0.82503873,0.85165095
12435,0.8104077,0.7661434,0.772919,0.7761446,0.81354386,0.77154255,0.7987812
12436,0.82643163,0.8348515,0.8230822,0.81957763,0.8527012,0.8194928,0.8265111
12437,0.8200884,0.80741006,0.7910039,0.8655975,0.8301935,0.7576362,0.7910704
12447,0.86383694,0.8799374,0.87894607,0.8773694,0.89511675,0.8739392,0.85940427
12448,0.89036846,0.84975296,0.89001894,0.89062047,0.8934927,0.88123554,0.89148664
12449,0.8627775,0.86070263,0.85169923,0.8527171,0.87290406,0.82615674,0.8503127
12450,0.83622444,0.8295387,0.8378376,0.83665264,0.8540186,0.78835076,0.8567773
12451,0.8565395,0.8491641,0.8594172,0.8325763,0.8490692,0.8311527,0.84454775
12452,0.88810277,0.8577816,0.8288069,0.843412,0.8688382,0.83692306,0.8545779
12453,0.8322371,0.82992095,0.8558972,0.85901606,0.8523743,0.7998456,0.8628574
12454,0.8900416,0.84175676,0.8797322,0.8480959,0.8773541,0.84621143,0.8718258
12455,0.85330886,0.8595352,0.8688943,0.86073124,0.8620583,0.8560313,0.86714387
12456,0.8970516,0.87553626,0.8876903,0.90222067,0.8976289,0.87156135,0.8840388
12457,0.8494531,0.8599524,0.8705422,0.8566102,0.86856717,0.8587307,0.86719054
12458,0.8749046,0.8550836,0.8788332,0.90755373,0.90124327,0.8695786,0.8798623
12459,0.86150825,0.7874255,0.81674117,0.8458384,0.833064,0.826586,0.8730215
12460,0.8838498,0.8372799,0.8876112,0.8898537,0.87741977,0.86094725,0.81573635
12461,0.8753549,0.85757947,0.8742485,0.8598235,0.86830133,0.8702887,0.88014245
12462,0.8546505,0.86233824,0.8649273,0.85716283,0.87215054,0.8451414,0.8381554
12463,0.82222235,0.7935593,0.81623673,0.8146383,0.8398293,0.7562409,0.8096901
12464,0.88774425,0.8681011,0.8711301,0.8927119,0.88001025,0.867159,0.875905
12465,0.87808585,0.8166977,0.851171,0.82902175,0.82859635,0.81404626,0.8756138
12466,0.8153905,0.8085383,0.81595385,0.8084307,0.8024204,0.8206924,0.8101184
12467,0.82994735,0.78909546,0.81974936,0.8266431,0.84151334,0.79826343,0.8452508
12468,0.8655573,0.82883567,0.8116042,0.8050945,0.8730331,0.7878222,0.8609019
12469,0.73946977,0.74449825,0.73127955,0.7901755,0.7992091,0.69812965,0.74215424
12470,0.88922143,0.8557542,0.8511057,0.88138837,0.85735637,0.8209899,0.8903326
12471,0.8965863,0.87108636,0.8840178,0.8496491,0.8837007,0.8556923,0.86295027
12472,0.8894925,0.7687718,0.86447144,0.8454371,0.8805736,0.8096467,0.8914033
12473,0.8512819,0.8406349,0.83518213,0.86419046,0.88503176,0.8367928,0.8475654
12474,0.7798642,0.81852263,0.7958696,0.7888658,0.7675139,0.7743483,0.81361526
12475,0.82970345,0.8027589,0.83905524,0.8244364,0.82143104,0.82198316,0.85166174
12476,0.86484426,0.8393074,0.85357195,0.85289043,0.8280721,0.8449962,0.83746815
12477,0.8250772,0.80326176,0.76905614,0.824448,0.841556,0.81639147,0.8442615
12478,0.86626047,0.8051418,0.8792435,0.86955416,0.8584177,0.8230989,0.8797134
12479,0.8509141,0.81718487,0.8390322,0.84816045,0.85005236,0.8012238,0.8425037
12480,0.86883473,0.86702657,0.87160563,0.8613564,0.8697628,0.87159836,0.8719218
12481,0.8520764,0.8303361,0.8624111,0.8486751,0.88183177,0.8185803,0.8795092
12482,0.89165837,0.854635,0.852948,0.88220876,0.8894135,0.8597437,0.8744453
12483,0.83276165,0.8078829,0.8520836,0.8256062,0.78548414,0.84458387,0.869889
12484,0.83866817,0.8100672,0.8604849,0.8403809,0.8459029,0.7856139,0.8131932
12485,0.81080496,0.820432,0.83607924,0.8186202,0.8179932,0.8311426,0.82559776
12486,0.89143836,0.8527932,0.8814306,0.8709949,0.87263924,0.84580296,0.86866474
12487,0.8800892,0.88892543,0.8851239,0.87485784,0.884643,0.88160384,0.8938543
12488,0.76229167,0.7710278,0.7637681,0.8278776,0.7797774,0.7489258,0.86452556
12489,0.79784495,0.7920695,0.8004877,0.7995942,0.7969057,0.7863984,0.8203741
12490,0.82063746,0.7922438,0.7996484,0.79794157,0.80248344,0.79638135,0.8129779
12491,0.83673257,0.84615207,0.82822675,0.8669435,0.8563773,0.84918684,0.87339985
12492,0.7800547,0.8007414,0.78789175,0.8377564,0.8064899,0.77239305,0.8683343
12493,0.7861197,0.7829597,0.79878825,0.8400893,0.8552255,0.7806167,0.82630205
12494,0.849591,0.84862095,0.8640042,0.85097706,0.8163487,0.8265583,0.8696673
12495,0.8592097,0.8681547,0.85270596,0.8487109,0.8485277,0.8556239,0.8624093
12496,0.87065935,0.86522996,0.85351485,0.8755173,0.88560873,0.82656205,0.8791766
12497,0.8343949,0.8363215,0.85048527,0.82582057,0.8467263,0.835986,0.8851704
12498,0.8146115,0.85747707,0.8526362,0.8817276,0.88348705,0.8499317,0.8993827
12499,0.86771524,0.8497694,0.85642433,0.83570564,0.87771285,0.83738846,0.84780055
12500,0.8639884,0.8536446,0.8488158,0.8759242,0.8583312,0.86944175,0.8705828
12501,0.78693247,0.7465953,0.73883164,0.71349657,0.71148574,0.6785873,0.7350438
12502,0.85916495,0.7961765,0.8372899,0.8697453,0.8729385,0.80280954,0.8767903
12503,0.80786616,0.8054082,0.8166512,0.83688563,0.85955274,0.80401075,0.8028236
12504,0.8990175,0.84234977,0.84486383,0.8991393,0.894227,0.8197882,0.8537635
12505,0.8165754,0.6455469,0.8311942,0.84454703,0.84697306,0.80533767,0.8366704
12506,0.82018095,0.832835,0.82635164,0.83225185,0.84973073,0.8357823,0.8275182
12507,0.82904375,0.8419604,0.8436339,0.8076198,0.82406044,0.8066184,0.82359374
12508,0.8755897,0.8679517,0.86924005,0.8758009,0.87806255,0.861964,0.87241316
12509,0.84976757,0.860818,0.8576989,0.863309,0.8479797,0.82823545,0.8301177
12510,0.8411903,0.78388816,0.8142172,0.8334362,0.8571614,0.7541251,0.79540503
12511,0.8048459,0.7923316,0.8066366,0.77408385,0.80349857,0.8024451,0.82214665
12512,0.83790016,0.7800815,0.8079474,0.8112667,0.79677546,0.7952183,0.8127627
12513,0.8287916,0.82580894,0.829891,0.8357559,0.827818,0.83533627,0.8197745
12514,0.8808626,0.8448813,0.86384237,0.859156,0.8583773,0.85913765,0.8766707
12515,0.885478,0.87092054,0.85875607,0.8797422,0.87233967,0.86297345,0.8741779
12516,0.87333286,0.8235497,0.8709743,0.82998383,0.8728522,0.8567284,0.8890621
12518,0.90616864,0.88850486,0.83941865,0.842963,0.8372562,0.8355782,0.8500706
12519,0.8525689,0.8237587,0.8489846,0.8691337,0.88081545,0.8014227,0.8374472
12520,0.83617306,0.86683,0.8629398,0.84345293,0.8434613,0.838338,0.88523585
12521,0.89781046,0.85915715,0.88320535,0.8801056,0.86794776,0.8501899,0.89582604
12523,0.8147244,0.78115565,0.844574,0.82704353,0.8350421,0.8109644,0.8500739
12525,0.9199876,0.90428865,0.92036843,0.91308725,0.91089153,0.9143069,0.90375364
12526,0.878924,0.85252917,0.8673407,0.86499774,0.8756309,0.88498056,0.8705915
12527,0.8768016,0.87093973,0.8795243,0.878492,0.8791466,0.87566686,0.87495923
12528,0.8224713,0.8332073,0.822016,0.83648765,0.82850116,0.81222665,0.8423874
12529,0.89170355,0.8875936,0.89853984,0.8860194,0.8899095,0.8831586,0.87133163
12530,0.8001324,0.77048063,0.7855063,0.7711407,0.7533041,0.7519189,0.7858955
12531,0.7693598,0.72255695,0.79651433,0.80270815,0.78388447,0.74220824,0.8060074
12532,0.8716228,0.8668259,0.87796026,0.87510264,0.8727658,0.85995746,0.8823743
12533,0.859478,0.8515882,0.85485816,0.8698345,0.8803534,0.8271222,0.8741683
12565,0.8844647,0.88375264,0.8492947,0.8967663,0.9007122,0.86393166,0.89019275
12656,0.82602227,0.83368593,0.8472236,0.8384008,0.82862985,0.84093475,0.8261064
12674,0.88038146,0.875573,0.8749987,0.87282497,0.8762443,0.843707,0.87612283
12687,0.78978527,0.7159151,0.8056799,0.8105509,0.81074244,0.8285172,0.82275164
12736,0.8875246,0.8383888,0.85686046,0.85454106,0.8515872,0.855832,0.8467856
13078,0.88569957,0.88196975,0.86265516,0.8679028,0.8784764,0.84537303,0.84719527
13080,0.8610395,0.84565604,0.87108326,0.8707208,0.87003326,0.85797817,0.8686229
13146,0.87891406,0.8459837,0.8765971,0.8748839,0.880155,0.85671484,0.8724736
13147,0.8851037,0.8475868,0.89448076,0.87185955,0.8637778,0.8632823,0.89165854
13148,0.83446705,0.8451405,0.85138017,0.8375965,0.83285177,0.85603714,0.86545664
13149,0.8284974,0.80951464,0.83934885,0.8353485,0.83411604,0.8492615,0.8213558
13150,0.88249856,0.8790287,0.8842509,0.87703,0.8665271,0.87340856,0.88080263
13196,0.8632634,0.86204916,0.8563731,0.856223,0.8583148,0.8012146,0.8239192
13382,0.8486296,0.8500538,0.8317387,0.8472574,0.8542561,0.83777463,0.8368338
13461,0.8527841,0.85923445,0.82805055,0.85093,0.80256796,0.7878331,0.849177
13475,0.87133956,0.8576303,0.87873155,0.87271243,0.84971786,0.843554,0.87927794
13477,0.85952705,0.8584995,0.87376976,0.87290555,0.862978,0.8664758,0.85183644
13537,0.86252177,0.8857335,0.8765001,0.8867601,0.8974807,0.8599413,0.8881273
13893,0.88377166,0.82991016,0.8642363,0.87276864,0.88209844,0.8003168,0.88029146
13897,0.83777237,0.8704046,0.83220685,0.8231832,0.84343874,0.80051863,0.8500751
14744,0.86903346,0.86596996,0.861203,0.8655038,0.84836066,0.8518465,0.8741983
14862,0.88480854,0.86097664,0.8700698,0.8776981,0.86787295,0.86118907,0.88808656
14882,0.88423425,0.8648096,0.88755643,0.8695146,0.8577485,0.8914505,0.88964176
14890,0.8614887,0.86830926,0.87545574,0.86405855,0.8638381,0.86316764,0.8749695
14906,0.8022435,0.800078,0.8191149,0.86192536,0.85606,0.7943701,0.8559331
14907,0.78129756,0.789703,0.79226714,0.78527963,0.75096583,0.78981346,0.79904276
14914,0.86661035,0.82953036,0.7960585,0.8257392,0.8455614,0.80616343,0.8629549
14916,0.81206584,0.81302404,0.85941315,0.8546734,0.616467,0.82599413,0.8204172
14930,0.87681425,0.8792517,0.88495624,0.88120127,0.87259793,0.8815265,0.87610066
14932,0.8080456,0.8166957,0.8071002,0.8228267,0.8389416,0.7903591,0.83986706
14939,0.8650836,0.87822187,0.8594447,0.8628578,0.86835945,0.8216944,0.8823623
14947,0.8596466,0.82895434,0.85726523,0.8518661,0.8543793,0.847794,0.86487156
15180,0.8198481,0.81332135,0.87328005,0.849496,0.8108722,0.8096608,0.82140684
15240,0.8410386,0.78823656,0.8423437,0.809639,0.7873212,0.82747036,0.8357997
15339,0.8284708,0.76981145,0.8461126,0.81241035,0.84384465,0.74667895,0.7892612
15419,0.8686639,0.88725257,0.87751836,0.8975581,0.87668896,0.87841463,0.86764574
15425,0.8880821,0.8829136,0.8929135,0.88907534,0.8726867,0.86676353,0.8601035
15426,0.8743134,0.7748591,0.78740335,0.8598609,0.86226666,0.81673473,0.8596731
15474,0.8528599,0.83293283,0.84664875,0.82453173,0.8523535,0.8215289,0.8447772
15519,0.8394688,0.8174736,0.84451175,0.8716196,0.84078294,0.7967395,0.8684281
15524,0.8459185,0.8122211,0.8282314,0.85106844,0.8507114,0.81144035,0.8278676
15589,0.8669096,0.83488095,0.9034222,0.86575633,0.8582394,0.8380768,0.8625303
15679,0.80643266,0.67781574,0.753689,0.7952794,0.7707565,0.73525697,0.78176194
15743,0.8519293,0.8441402,0.8599144,0.90193796,0.87996256,0.8358741,0.8862549
16036,0.8419233,0.8479473,0.8761036,0.8695586,0.8664011,0.8441384,0.85407805
16039,0.8332281,0.823688,0.85377115,0.82391727,0.8388888,0.8323581,0.8353099
16064,0.8719286,0.88375866,0.90773165,0.90736365,0.89012533,0.89049715,0.91304433
16980,0.88205945,0.7612443,0.8742741,0.87080413,0.8399119,0.85937804,0.85373986
17014,0.73268133,0.70723426,0.66515326,0.7156162,0.7343155,0.672288,0.7368834
18230,0.8672981,0.8124225,0.82977414,0.8309474,0.8505206,0.800888,0.8557054
18348,0.8152635,0.80330956,0.82883626,0.8199035,0.81208813,0.82741386,0.82683223
26715,0.8392664,0.8187163,0.8425331,0.8531174,0.82923687,0.80514365,0.8516876
26747,0.88471067,0.8924363,0.8793539,0.9019812,0.9064095,0.9058744,0.8939736
29788,0.771233,0.8068537,0.8239029,0.8269949,0.79226303,0.8322954,0.77230406
29835,0.85106814,0.8407229,0.8528887,0.8110041,0.8107181,0.8397534,0.8264132
30606,0.78980285,0.84018373,0.7668328,0.8393474,0.84683836,0.75612897,0.8411189
30845,0.8691006,0.8388777,0.87244076,0.86327344,0.8743039,0.8468924,0.8483333
32072,0.8644567,0.88290614,0.867452,0.8650279,0.8859804,0.8901489,0.8893533
46443,0.88712174,0.87108237,0.87228906,0.86637264,0.87680864,0.8438353,0.8713357
46506,0.74671286,0.7098923,0.7349571,0.76895607,0.7822297,0.7104704,0.7779825
50300,0.85979176,0.8423098,0.852178,0.8352467,0.84263223,0.8739823,0.84630895
51419,0.8207471,0.78546035,0.8017765,0.8321963,0.84444296,0.7848873,0.8494129
53971,0.8450095,0.8361473,0.7719807,0.84809136,0.84367216,0.74972093,0.8147174
53972,0.8269241,0.7717025,0.80973357,0.8291568,0.84117097,0.79315263,0.81264424
53973,0.8468975,0.8443546,0.8380012,0.82892716,0.83364534,0.8364905,0.8107363
53974,0.8364842,0.8085271,0.8206624,0.82716256,0.83321875,0.789457,0.81352717
53975,0.8164653,0.82867265,0.85113275,0.80164033,0.83072454,0.84718317,0.81577957
53976,0.75881636,0.75964904,0.8087379,0.7538161,0.732968,0.7512902,0.825166
53977,0.87987614,0.8751144,0.8725924,0.8843639,0.8621197,0.82803947,0.8541488
53978,0.84011555,0.81205285,0.8433919,0.8122761,0.83352125,0.8202889,0.8633908
53979,0.8727288,0.8769412,0.8750358,0.87173754,0.8700273,0.84236884,0.85354793
53981,0.78331554,0.8017643,0.8313318,0.81610584,0.8254608,0.7931694,0.7712183
54796,0.8213495,0.75890523,0.8003079,0.83931416,0.83504295,0.8179053,0.82487464
54797,0.87489504,0.8353008,0.8651147,0.8508794,0.8708189,0.8719594,0.85986936
54798,0.8263851,0.81498206,0.82414156,0.8156798,0.835492,0.802029,0.8168532
54799,0.7687758,0.78882563,0.8186072,0.7891715,0.8039405,0.7486435,0.8065405
54800,0.8034958,0.8186894,0.81616336,0.82271755,0.853733,0.7632209,0.8322463
56453,0.8706255,0.8094492,0.84869504,0.83642054,0.85625654,0.8004695,0.83460295
56528,0.8103109,0.7643578,0.80763257,0.8130465,0.80353296,0.79969215,0.81829107
56542,0.8729383,0.8395929,0.84584683,0.84998214,0.82852125,0.8332246,0.84238446
56543,0.77728206,0.83606195,0.7762766,0.84707355,0.83863235,0.7407948,0.7792922
56544,0.8173493,0.8037771,0.82300746,0.8233392,0.8316013,0.8078491,0.8588213
56545,0.76593715,0.86203307,0.7886376,0.8032526,0.8301589,0.77417153,0.7630184
56618,0.86588895,0.8193177,0.78942007,0.8176446,0.8742997,0.79549056,0.8258712
56619,0.82019156,0.7598306,0.79004216,0.7927762,0.7897799,0.76931226,0.80858976
56629,0.87474155,0.7989853,0.8900909,0.8466074,0.8763212,0.88266075,0.8725981
56630,0.8278738,0.81318986,0.8410513,0.8259229,0.8051672,0.747359,0.8302934
56631,0.81566936,0.7934046,0.7874946,0.7635424,0.81014454,0.80173975,0.7812176
56632,0.86529315,0.87199533,0.8512442,0.82575154,0.844432,0.87348646,0.8353219
56633,0.8137559,0.794654,0.8009773,0.8186756,0.817247,0.81685936,0.8207295
56634,0.8004179,0.7576241,0.7864466,0.84066105,0.8143915,0.74329674,0.7840711
56635,0.8275913,0.79678166,0.8140997,0.8207119,0.80148244,0.73532534,0.7914151
