id,haiku resumes,gemini_flash_lite resumes,gemini_pro resumes,opus resumes,gemini_flash resumes,sonnet resumes,True,CV google Score
2655,0.84112704,0.80767286,0.81204677,0.8110988,0.86845505,0.8539091,0,0.8544034
2656,0.77329916,0.8125382,0.8294837,0.80285466,0.8009229,0.7980931,0,0.76682276
2657,0.8505861,0.85017234,0.86693704,0.849393,0.88210785,0.86265373,0,0.81277645
2658,0.77082956,0.77256274,0.7762387,0.7639425,0.7879662,0.8025615,0,0.78131264
2659,0.82593906,0.78328145,0.865305,0.83454,0.83274573,0.8202646,0,0.7972296
2660,0.8390842,0.8066373,0.8387623,0.8156014,0.8350735,0.811414,0,0.84373116
2741,0.7763585,0.7545384,0.7610508,0.75373805,0.7551198,0.7537011,0,0.767277
2766,0.82555217,0.83680224,0.8335613,0.81919956,0.85434955,0.83362156,0,0.7931061
2793,0.8572398,0.84964633,0.8643783,0.824134,0.8633716,0.8067319,0,0.8683407
2810,0.7541119,0.76141167,0.7671918,0.747166,0.7836633,0.73728085,0,0.76372373
2824,0.8503308,0.83348626,0.8340555,0.81992686,0.8313161,0.8426787,0,0.8072246
3002,0.84745973,0.82669985,0.80441695,0.83697,0.8214439,0.8186867,0,0.7897488
3021,0.7771895,0.7535647,0.8124553,0.77000666,0.8098636,0.7998583,0,0.79731363
3093,0.88032407,0.8673426,0.888525,0.87597454,0.87520325,0.8798114,0,0.8668024
3105,0.865491,0.84838,0.8487933,0.8753567,0.8566593,0.8790745,0,0.8597156
3113,0.8062887,0.80323505,0.8187971,0.8175769,0.84487164,0.8057534,0,0.8171634
3118,0.8345604,0.86593986,0.84466493,0.83843994,0.85436106,0.8195256,0,0.8347217
3120,0.8260537,0.8393644,0.8184172,0.8122375,0.8025147,0.81678325,0,0.74378717
3122,0.8522845,0.84698653,0.86912,0.8558105,0.85591006,0.86337036,0,0.85451865
3123,0.8521199,0.85851425,0.879457,0.866445,0.88136125,0.8821877,0,0.829955
3133,0.8580576,0.83844,0.865469,0.8347218,0.89265484,0.8537399,0,0.85005116
3134,0.8697418,0.8562851,0.8573796,0.8732779,0.85429484,0.8432275,0,0.8538699
3135,0.8237243,0.7991785,0.81913567,0.8299001,0.8052603,0.82344854,0,0.8282829
3136,0.8484427,0.8097555,0.82805157,0.84496164,0.8546686,0.8294842,0,0.7716567
3137,0.81219155,0.81905484,0.84115195,0.85563153,0.8276968,0.81582284,0,0.83745444
3138,0.7705987,0.79427576,0.8120362,0.8214569,0.8464781,0.8392352,0,0.7781962
3139,0.8075141,0.8351761,0.83824503,0.84399754,0.83732945,0.8083967,0,0.8321459
3140,0.84177303,0.83725464,0.8503954,0.84396374,0.8200013,0.83469075,0,0.8588563
3141,0.7985863,0.8313755,0.84878397,0.8438407,0.84419227,0.7665056,0,0.79872435
3142,0.85059696,0.84114885,0.8514216,0.851349,0.8446999,0.85642093,0,0.8416499
3143,0.8325171,0.8419895,0.8535175,0.8498261,0.8439846,0.8462738,0,0.8384461
3144,0.79876125,0.8451494,0.8127933,0.8047603,0.8156769,0.80041677,0,0.77075773
3145,0.80661815,0.73560333,0.78269243,0.8226873,0.7871173,0.80949026,0,0.79993796
3146,0.84391236,0.8212925,0.82166487,0.8300284,0.8398911,0.839679,0,0.8366957
3147,0.8372321,0.85001844,0.8660384,0.8242896,0.85302174,0.8433964,0,0.84660137
3148,0.83653176,0.85012174,0.86054045,0.8734801,0.85297537,0.87296855,0,0.86151314
3149,0.8195379,0.8367372,0.8191512,0.8172122,0.83353764,0.8395197,0,0.81935775
3150,0.84058815,0.8478133,0.84658825,0.8450941,0.8161307,0.83075714,0,0.818242
3153,0.8489345,0.81710905,0.82823604,0.8389666,0.83854985,0.8173285,0,0.8032559
3155,0.71338964,0.7597025,0.74076784,0.7623273,0.70683014,0.7105862,0,0.6238825
3156,0.8271575,0.8339168,0.82533836,0.8186321,0.832214,0.79622483,0,0.8224602
3157,0.8652394,0.85771704,0.83660614,0.8392655,0.8455731,0.8535862,0,0.8193352
3158,0.8161086,0.7957283,0.83332205,0.76576865,0.84074986,0.8139343,0,0.8064054
3159,0.8310162,0.81987786,0.8360317,0.8150934,0.83131427,0.85257894,0,0.79227376
3160,0.86366904,0.8583828,0.84935737,0.8670172,0.8565178,0.8370659,0,0.8609222
3161,0.8482843,0.8431989,0.8443807,0.84381634,0.8577155,0.8688998,0,0.8077696
3162,0.84275335,0.8276639,0.85494685,0.8263169,0.8418641,0.8288813,0,0.8187549
3186,0.8783903,0.8567597,0.86347926,0.85322094,0.86525774,0.872587,0,0.8675002
3225,0.7919867,0.77895355,0.7433127,0.79341745,0.795625,0.7275439,0,0.76175356
3315,0.8208349,0.816955,0.83569366,0.82684255,0.83869445,0.8269088,0,0.78799903
3321,0.8168483,0.7873051,0.77922356,0.7912026,0.810443,0.8197508,0,0.80485606
3332,0.8040537,0.78244054,0.8122362,0.7919734,0.8154472,0.79480493,0,0.7653886
5877,0.8065126,0.7990231,0.817456,0.8331574,0.82692516,0.79815495,0,0.8179576
5981,0.82111835,0.83171713,0.8645109,0.82210433,0.85745156,0.8247715,0,0.82764477
6018,0.8640226,0.8932608,0.90991974,0.8980421,0.89118326,0.89163685,1,0.8420464
6021,0.8473097,0.8893222,0.873324,0.85568184,0.8804271,0.856938,1,0.8393103
6026,0.8717501,0.83587825,0.9077915,0.8552375,0.90264285,0.88618994,1,0.89357126
6043,0.8485859,0.8104161,0.8450602,0.8339444,0.8449025,0.841706,0,0.8268631
6078,0.817375,0.84118044,0.82410526,0.8306007,0.84818923,0.80557394,0,0.7927079
6081,0.8669393,0.8999715,0.8916395,0.85430104,0.8914636,0.86518884,0,0.8253772
6082,0.84594643,0.8560775,0.84922934,0.8414032,0.8587785,0.86156994,0,0.8522604
6090,0.81478155,0.7904889,0.80994797,0.8088239,0.79982,0.80716884,0,0.8513255
6127,0.8511437,0.8389071,0.86197543,0.85417503,0.8616133,0.849098,0,0.8665751
6211,0.8469682,0.87180555,0.86246014,0.83751345,0.8497362,0.84911835,0,0.86351216
6213,0.8418472,0.8183594,0.8403586,0.8172298,0.82872224,0.81945527,0,0.83832467
6214,0.7677494,0.7915853,0.79387593,0.79271775,0.81473535,0.7998956,0,0.7846246
6231,0.7589195,0.81118846,0.79334086,0.80036,0.7962444,0.7862749,0,0.8258405
6232,0.8640811,0.86386275,0.8508426,0.8575262,0.8654481,0.8611216,0,0.85837823
6233,0.8078895,0.8297168,0.82608914,0.8060116,0.81993204,0.8022318,0,0.8273622
6239,0.799777,0.8326189,0.8395556,0.814808,0.844899,0.8279921,0,0.8404798
6240,0.80686986,0.8128712,0.825989,0.8068879,0.80475646,0.82685035,0,0.838385
6254,0.81183463,0.793791,0.87054294,0.8645044,0.8606477,0.8486828,0,0.8061795
6255,0.8334564,0.8246536,0.8282638,0.7999396,0.82612467,0.7888926,0,0.81709623
6342,0.7817625,0.7887541,0.7911124,0.7829432,0.810483,0.796476,0,0.7909814
7630,0.8526756,0.8256041,0.8370183,0.8710926,0.8401939,0.8707334,0,0.83453745
7654,0.8237321,0.81584233,0.80297637,0.81357807,0.8438248,0.8221258,0,0.8320582
8890,0.84870005,0.85340476,0.8210957,0.8504135,0.83660704,0.8095002,0,0.7789756
8916,0.75937873,0.7899321,0.7756535,0.7438178,0.7788421,0.7116993,0,0.7053652
9028,0.81300443,0.83609664,0.8251419,0.82018733,0.8307098,0.83096784,0,0.8357327
9066,0.78436196,0.80080426,0.776958,0.81380814,0.7984234,0.781946,0,0.79769707
9445,0.8505444,0.82109684,0.83699614,0.82038945,0.82870394,0.80329746,0,0.8742231
9479,0.8939403,0.8815533,0.8824606,0.88161886,0.91433483,0.89499146,1,0.8915758
9542,0.79319113,0.817431,0.8282592,0.8098235,0.84194076,0.7855726,0,0.77940977
9546,0.785111,0.8190991,0.8391694,0.79412305,0.8484421,0.792557,0,0.8366903
9547,0.7592582,0.77335423,0.8241598,0.7750454,0.8372121,0.7331735,0,0.74193406
9583,0.7949734,0.80084646,0.8076861,0.7835889,0.8094491,0.7622212,0,0.7737558
9587,0.81869495,0.83411944,0.8241118,0.8169495,0.82020336,0.81007534,0,0.8387146
12037,0.8563496,0.83971167,0.8730616,0.84765816,0.8788171,0.87821686,0,0.89143896
12116,0.8349304,0.8060334,0.83405685,0.8475203,0.8424199,0.8162611,0,0.81545496
12122,0.8334328,0.80142605,0.8129992,0.7983765,0.8263836,0.79804003,0,0.81585336
12124,0.8384007,0.7767489,0.84094274,0.8245777,0.85627955,0.8431064,0,0.78855205
12141,0.8505653,0.77615845,0.8333437,0.80464137,0.81640196,0.8438798,0,0.79752886
12143,0.8357612,0.82237506,0.83518517,0.8455125,0.82855266,0.8348773,0,0.85167617
12149,0.8782042,0.82492465,0.85299194,0.8355149,0.87288797,0.84898096,0,0.82711685
12161,0.80142903,0.7806999,0.8329568,0.79863626,0.8577113,0.78898144,0,0.79660296
12252,0.8086899,0.8675138,0.8602998,0.8345579,0.836726,0.8632206,0,0.8366364
12408,0.8496368,0.8017114,0.83070135,0.83030653,0.82433593,0.8335149,0,0.8533317
12409,0.8032743,0.78458464,0.8321185,0.84595025,0.85472673,0.8542526,0,0.85049844
12410,0.85426867,0.82206386,0.85672367,0.8441193,0.83010554,0.8272414,0,0.8123833
12418,0.82727224,0.8556241,0.8645245,0.8167081,0.83571345,0.8037614,0,0.8888532
12422,0.83789974,0.8240438,0.8037963,0.7976506,0.8161038,0.85267365,0,0.8247972
12435,0.75136006,0.7796103,0.7783538,0.7573057,0.784084,0.77455795,0,0.7629402
12436,0.8175271,0.8144341,0.80109453,0.8007452,0.8028859,0.7714639,0,0.8058424
12437,0.82814693,0.7988577,0.81325436,0.8440869,0.8346745,0.8239262,0,0.7424794
12447,0.84833515,0.85681844,0.84595585,0.8466111,0.85530263,0.830838,0,0.82456815
12448,0.8845184,0.8851008,0.8888911,0.86967087,0.8889501,0.8643833,0,0.86876017
12449,0.8191394,0.81013566,0.84014076,0.824716,0.83766973,0.84062606,0,0.8346772
12450,0.81221366,0.8078358,0.8368407,0.8252105,0.83174485,0.8353217,0,0.7849453
12451,0.82301015,0.8276073,0.81700486,0.7701807,0.8213038,0.8026198,0,0.81165004
12452,0.82155144,0.844489,0.830661,0.81803,0.845902,0.8233004,0,0.73011976
12453,0.83304477,0.82202435,0.8651009,0.8078982,0.8328445,0.8053733,0,0.8055031
12454,0.7911136,0.8296522,0.82029164,0.85083103,0.8234885,0.85579044,0,0.7988582
12455,0.8280319,0.8287715,0.8642825,0.8502806,0.8600578,0.8297918,0,0.8108105
12456,0.84254205,0.81864333,0.83380514,0.85483634,0.8423462,0.84100986,0,0.7945707
12457,0.8436123,0.84077495,0.8356801,0.82975316,0.8413534,0.8442643,0,0.81873095
12458,0.8360922,0.854597,0.8540509,0.8237663,0.84409773,0.8659274,0,0.82816607
12459,0.82780766,0.76403433,0.8468771,0.80929625,0.8357551,0.8208518,0,0.8009814
12460,0.8683952,0.8347737,0.87345606,0.86104476,0.8707791,0.8613015,0,0.879796
12461,0.8376516,0.8571377,0.84535205,0.8411508,0.8378624,0.823605,0,0.82957274
12462,0.8514123,0.8651176,0.88432044,0.823617,0.8753839,0.8337864,0,0.8384975
12463,0.82907397,0.8648527,0.848572,0.824244,0.8518241,0.8060914,0,0.80669373
12464,0.83999395,0.858298,0.85950404,0.8560974,0.8681109,0.8476808,0,0.8497877
12465,0.83192074,0.83622295,0.8098023,0.8095561,0.82100564,0.8222735,0,0.80837417
12466,0.8092414,0.8052003,0.8200894,0.78909457,0.8030869,0.83498645,0,0.8015171
12467,0.8312284,0.8616124,0.8626945,0.8232953,0.8538041,0.8096476,0,0.8234978
12468,0.8616839,0.79792106,0.8403754,0.8451134,0.86514366,0.8596061,0,0.80568635
12469,0.7718291,0.7902584,0.8138273,0.8374491,0.75891536,0.7785056,0,0.7370056
12470,0.84537154,0.82474333,0.8502084,0.8842437,0.85482395,0.85159993,0,0.8195256
12471,0.88388777,0.86297077,0.8742164,0.88793707,0.8719763,0.9057748,0,0.8338932
12472,0.8339627,0.82939744,0.85052663,0.87041616,0.85135394,0.87300086,0,0.81001735
12473,0.853224,0.85866994,0.8448453,0.831601,0.84837323,0.86028844,0,0.837713
12474,0.7852953,0.77123386,0.8192448,0.79190683,0.78105474,0.82210934,0,0.7755635
12475,0.849649,0.8273038,0.877215,0.7960424,0.8613845,0.8435689,0,0.8449532
12476,0.8288537,0.8116399,0.84095883,0.8588008,0.85589015,0.8596631,0,0.82577723
12477,0.8525911,0.8017604,0.8483779,0.8700619,0.86715394,0.85613847,0,0.84929353
12478,0.8648381,0.8400655,0.86592,0.8290031,0.8801635,0.8723241,0,0.77919173
12479,0.81348455,0.825341,0.8431507,0.7726725,0.8171515,0.7991026,0,0.78507626
12480,0.8301267,0.83398813,0.84182334,0.8180058,0.843664,0.8286221,0,0.84524214
12481,0.7429717,0.8379922,0.87472737,0.8434396,0.8531838,0.8575081,0,0.78419405
12482,0.86181265,0.8720991,0.8275063,0.85541993,0.834805,0.8584918,0,0.8136099
12483,0.86514235,0.8571296,0.8568434,0.85304546,0.86369574,0.8583299,0,0.8653332
12484,0.80280983,0.8236644,0.78180206,0.82111275,0.8375826,0.77482593,0,0.78128046
12485,0.85199827,0.881814,0.8530474,0.8466239,0.8567128,0.85719985,0,0.8758292
12486,0.856583,0.88278246,0.8801528,0.82495254,0.8633308,0.87364733,0,0.85754085
12487,0.86955833,0.8503672,0.8505621,0.87174374,0.8723683,0.8547037,0,0.842872
12488,0.7776135,0.81226194,0.86685586,0.8179104,0.8517917,0.85442805,0,0.75723994
12489,0.8250148,0.7918923,0.80795515,0.7912437,0.8226166,0.79505247,0,0.8032624
12490,0.76681757,0.8141366,0.7992776,0.77054316,0.8009006,0.804204,0,0.8304068
12491,0.84056926,0.85747343,0.8411515,0.8319798,0.83928746,0.85747004,0,0.85003
12492,0.75188506,0.7652663,0.805278,0.74461806,0.8217556,0.742635,0,0.73196137
12493,0.84813476,0.8255824,0.83514017,0.84633124,0.821828,0.84450233,0,0.78645617
12494,0.8349941,0.8302479,0.870458,0.8632856,0.8736625,0.86254257,0,0.86197686
12495,0.8752361,0.8887689,0.89504474,0.87142104,0.8663369,0.85813487,0,0.87250775
12496,0.86157393,0.8581043,0.8667995,0.880275,0.8874242,0.8567836,0,0.84916335
12497,0.84631205,0.8371622,0.84216166,0.86081576,0.8742031,0.8563262,0,0.83894575
12498,0.8555788,0.84324384,0.8397267,0.8590894,0.84922725,0.8211646,0,0.8569708
12499,0.82517385,0.84170175,0.8328564,0.8250003,0.8073823,0.83764243,0,0.82609534
12500,0.838868,0.7471268,0.84276235,0.83484423,0.8311589,0.85168356,0,0.8663311
12501,0.6993498,0.7020507,0.7332703,0.74283195,0.78596145,0.6965991,0,0.6299272
12502,0.8349677,0.8045164,0.8611481,0.8002505,0.8400877,0.8259169,0,0.7718325
12503,0.812695,0.79006755,0.8187535,0.77813554,0.8207573,0.81794983,0,0.81522113
12504,0.80629605,0.7909967,0.8020805,0.819363,0.8386164,0.80400085,0,0.81008804
12505,0.7929994,0.8241948,0.83797634,0.8054697,0.8310266,0.79310894,0,0.8261603
12506,0.8275164,0.8166275,0.8511807,0.82272947,0.8357966,0.79258776,0,0.81695366
12507,0.85970247,0.820215,0.90678924,0.8403329,0.9067578,0.8731411,0,0.8950169
12508,0.86409265,0.8295133,0.8554561,0.825987,0.8443258,0.8607804,0,0.84503067
12509,0.8511044,0.80915,0.8088776,0.8392855,0.84516877,0.8126157,0,0.84159756
12510,0.83756953,0.82298195,0.8311991,0.82938606,0.8320959,0.7975307,0,0.7948022
12511,0.7975629,0.787318,0.7905928,0.8012439,0.7657089,0.767485,0,0.81859386
12512,0.8151655,0.7581632,0.79378086,0.7965335,0.80556655,0.8085539,0,0.8478011
12513,0.8050146,0.80402875,0.8077163,0.7925551,0.8306972,0.795829,0,0.80833143
12514,0.78862447,0.84377575,0.8470442,0.85689306,0.84064865,0.8090874,0,0.83695185
12515,0.82796645,0.83143747,0.8507541,0.8306331,0.84011,0.83209777,0,0.83642495
12516,0.79454285,0.7782625,0.84215677,0.834411,0.8237562,0.8292032,0,0.83505553
12518,0.8741676,0.84498644,0.8755222,0.8716325,0.8828184,0.86175853,0,0.8718581
12519,0.79498696,0.7916921,0.7874874,0.8237087,0.8085512,0.7887685,0,0.7718308
12520,0.8460222,0.8210873,0.8809602,0.87761545,0.85715,0.8667243,0,0.85679084
12521,0.85633737,0.8343422,0.88294995,0.85380507,0.85950124,0.8617809,0,0.8509068
12523,0.8509897,0.8363884,0.84891045,0.84169185,0.83581746,0.84342,0,0.82116735
12525,0.8798804,0.877494,0.8859702,0.8822926,0.868572,0.8737404,0,0.86580145
12526,0.88383603,0.84882385,0.86623394,0.86126757,0.8848481,0.8329181,0,0.86712986
12527,0.8492127,0.8464513,0.8505973,0.862599,0.86922044,0.8494519,0,0.84692144
12528,0.7912078,0.8352382,0.8038219,0.7990849,0.8314084,0.7930459,0,0.79740256
12529,0.83017075,0.8405122,0.8328153,0.8388413,0.86066735,0.81258565,0,0.79682124
12530,0.7431372,0.7765175,0.75877285,0.73650485,0.81626475,0.720438,0,0.7393456
12531,0.8241478,0.78636825,0.82133675,0.82495046,0.82760596,0.82271546,0,0.8076165
12532,0.8455323,0.84575677,0.86602217,0.82250476,0.85927826,0.8334507,0,0.7948754
12533,0.8159925,0.822152,0.8478161,0.84712934,0.82984847,0.83837956,0,0.85488373
12565,0.8540646,0.8592365,0.8548853,0.8667547,0.8663874,0.86015505,0,0.85982656
12656,0.8489407,0.86329633,0.8287488,0.8232923,0.8560195,0.8385511,0,0.8154668
12674,0.84144205,0.85782707,0.87604874,0.86211264,0.8562228,0.8500071,0,0.84101814
12687,0.8348958,0.8507287,0.84072495,0.82960355,0.8578983,0.82917094,0,0.833519
12736,0.82096106,0.8076421,0.82074565,0.82206583,0.8735237,0.78809154,0,0.79976606
13078,0.8229923,0.8793,0.85245484,0.8422487,0.8513557,0.8256856,0,0.88525605
13080,0.8292153,0.8130182,0.8449718,0.83774394,0.8637278,0.8316865,0,0.8143656
13146,0.82215875,0.847772,0.8431779,0.8552362,0.81963205,0.85184824,0,0.8592385
13147,0.8634859,0.851546,0.86542505,0.82923603,0.8759328,0.8296244,0,0.80338174
13148,0.7796439,0.73809457,0.7947367,0.75518197,0.78264177,0.76671517,0,0.7483763
13149,0.8333746,0.7967206,0.7923584,0.7891921,0.80125135,0.80765957,0,0.8020536
13150,0.82896847,0.8808309,0.8691531,0.8289561,0.8713653,0.8535291,0,0.8098408
13196,0.79560804,0.83210045,0.8130585,0.815892,0.8319965,0.77862126,0,0.73650587
13382,0.8534863,0.8380692,0.8482398,0.85871446,0.845001,0.83106196,0,0.85974437
13461,0.8238568,0.7727171,0.8128129,0.8207326,0.8299868,0.79537743,0,0.768472
13475,0.8583088,0.8520552,0.86057323,0.81293344,0.8443958,0.8657284,0,0.83014095
13477,0.84355474,0.8037077,0.84955275,0.8340186,0.83988845,0.8248551,0,0.83854806
13537,0.8306165,0.8346019,0.8501467,0.84419334,0.8700292,0.84723294,0,0.85388005
13893,0.78264034,0.79102594,0.8033565,0.76791507,0.8348401,0.77716774,0,0.81530356
13897,0.733901,0.717309,0.7478209,0.7438111,0.78536934,0.7375711,0,0.77728856
14744,0.8466414,0.8556131,0.8325118,0.84238416,0.8440684,0.8246225,0,0.82406497
14862,0.8302281,0.8318656,0.8555075,0.8330554,0.84009886,0.8182644,0,0.8428002
14882,0.8297817,0.8540884,0.84164816,0.8308635,0.8420131,0.8632575,0,0.8675205
14890,0.8427417,0.8335953,0.8647058,0.85278845,0.8655435,0.86063236,0,0.84162474
14906,0.7765317,0.7924337,0.80268455,0.811564,0.806937,0.7368142,0,0.77281296
14907,0.80906796,0.7766252,0.8278463,0.78168875,0.81994534,0.83113486,0,0.8179903
14914,0.74311036,0.7943629,0.763782,0.76580596,0.76941437,0.7478751,0,0.7732521
14916,0.81357384,0.79655814,0.86614156,0.8134535,0.8337545,0.78582597,0,0.7878452
14930,0.8396572,0.859376,0.8552139,0.8695511,0.85975647,0.8420279,0,0.8480462
14932,0.84223497,0.8363235,0.840005,0.82240057,0.8354702,0.8349061,0,0.8133546
14939,0.8776224,0.8639396,0.85851884,0.87228376,0.85698235,0.8758291,0,0.878004
14947,0.8321481,0.800464,0.8281249,0.8372957,0.8285765,0.83755505,0,0.82928175
15180,0.7560362,0.8095043,0.80654347,0.7840549,0.79958326,0.7624359,0,0.76334167
15240,0.83718276,0.8148392,0.8300235,0.8154939,0.8479519,0.8008437,0,0.8439591
15339,0.7584723,0.7767525,0.8047955,0.76695216,0.8356734,0.76508135,0,0.70279175
15419,0.8307502,0.8195003,0.8348621,0.8527311,0.83348256,0.82827973,0,0.8214382
15425,0.8503325,0.87693536,0.84200776,0.85350543,0.849737,0.8291403,0,0.8193672
15426,0.7887306,0.7806189,0.79521906,0.77351147,0.8150996,0.8012608,0,0.77678484
15474,0.83681786,0.83994204,0.8650168,0.85792094,0.8366309,0.83917034,0,0.74609524
15519,0.8409977,0.8294552,0.8425207,0.82827437,0.8431045,0.8585894,0,0.7912343
15524,0.8437902,0.8447154,0.87956333,0.8726126,0.8621424,0.8663142,0,0.8529163
15589,0.872305,0.84754646,0.8412528,0.83627576,0.8279667,0.8234547,0,0.78208494
15679,0.8013135,0.7651832,0.7893604,0.8143462,0.8345896,0.79869753,0,0.7920731
15743,0.8429099,0.85209197,0.8582964,0.87273765,0.8691309,0.85568535,0,0.8372932
16036,0.7851919,0.80472845,0.8135685,0.7982099,0.8291783,0.831916,0,0.7534083
16039,0.77521527,0.74532104,0.769009,0.7524233,0.7431241,0.76615244,0,0.7697879
16064,0.8903647,0.87315845,0.8532574,0.8747406,0.86561656,0.8702862,0,0.86509323
16980,0.8977519,0.8893737,0.8925373,0.9001342,0.91087115,0.87266964,1,0.8578857
17014,0.8240689,0.6924906,0.77173865,0.8285815,0.8267534,0.7877648,1,0.76679975
18230,0.8533519,0.8160982,0.90302306,0.86159897,0.8749764,0.85842687,1,0.823526
18348,0.91536844,0.89761746,0.91619664,0.8976035,0.9405202,0.9115542,1,0.89789426
26715,0.85290277,0.8643347,0.8711189,0.8613622,0.8664107,0.86592567,1,0.8276862
26747,0.8917828,0.88985914,0.9076146,0.8988171,0.8792342,0.9110367,1,0.88696706
29788,0.82635576,0.8249982,0.8671218,0.85169345,0.86880386,0.8184595,1,0.8660176
29835,0.89725256,0.8976404,0.90275735,0.88725233,0.9211466,0.888893,1,0.90271384
30606,0.8313374,0.8587612,0.8761915,0.85853094,0.848001,0.8928821,1,0.82136893
30845,0.91720796,0.90214384,0.89985836,0.9092479,0.9000087,0.9057572,1,0.89139396
32072,0.8995055,0.86709636,0.8839988,0.8812727,0.8801435,0.88264316,1,0.8879692
46443,0.9175858,0.9289838,0.89615965,0.9216087,0.9047907,0.9272945,1,0.897422
46506,0.7901208,0.79434794,0.8347673,0.8198699,0.8116388,0.80048347,1,0.77095646
50300,0.9208926,0.8881613,0.88280576,0.9112848,0.8930902,0.9134408,1,0.8818548
51419,0.8670411,0.8477788,0.89001286,0.88439786,0.87207717,0.88715583,1,0.80637556
53971,0.8678993,0.8555943,0.88562346,0.8829925,0.89102435,0.8336989,1,0.80634475
53972,0.8395089,0.8433179,0.87587065,0.8463082,0.89750767,0.8571446,1,0.8202273
53973,0.897529,0.8780502,0.91212153,0.9096916,0.9096324,0.8958744,1,0.9200014
53974,0.8587956,0.8612728,0.8978853,0.855775,0.8922131,0.87493896,1,0.88183206
53975,0.8680803,0.86813855,0.88789356,0.8487524,0.88646775,0.85870576,1,0.88424504
53976,0.84688056,0.81310534,0.86114967,0.8306,0.84132886,0.8104919,1,0.8280685
53977,0.88735366,0.88671637,0.8925086,0.8622245,0.8742398,0.8873574,1,0.89750004
53978,0.919019,0.86463225,0.91681,0.90285605,0.8763808,0.9080994,1,0.88238174
53979,0.9037421,0.924214,0.9251994,0.8978665,0.9243605,0.89732945,1,0.89340967
53981,0.846946,0.8226027,0.8868558,0.8581962,0.8950237,0.866685,1,0.87299556
54796,0.8715506,0.8350092,0.85627,0.8111197,0.86868286,0.83427435,1,0.79660195
54797,0.89158034,0.89840066,0.90488046,0.9003747,0.89933085,0.8859182,1,0.89337444
54798,0.8883669,0.8633772,0.8798492,0.860875,0.8767797,0.8233349,1,0.8623495
54799,0.8555266,0.84892166,0.8783398,0.8283195,0.88752675,0.86070955,1,0.83735955
54800,0.8690178,0.81115025,0.8732138,0.8435308,0.896695,0.8706174,1,0.83516073
56453,0.8826567,0.88249505,0.87078893,0.8915287,0.88422775,0.8909594,1,0.8676262
56528,0.8277765,0.8399299,0.8592552,0.83102316,0.855857,0.8513287,1,0.83900297
56542,0.8857704,0.8782791,0.88811773,0.88709474,0.8999383,0.88742405,1,0.91303563
56543,0.82302725,0.8312145,0.86699265,0.7981834,0.878199,0.7919091,1,0.78725725
