id,haiku resumes,opus resumes,CV doordash Score,sonnet resumes,ScoresDoorDash_Original_File_gemini_flash_lite resumes,ScoresDoorDash_Original_File_gemini_pro resumes,ScoresDoorDash_Original_File_gemini_flash resumes,True
12454,80.15,81.394,81.058,81.634,81.986,83.125,82.293,1
12455,84.177,85.009,84.639,85.398,84.054,85.196,84.282,1
12456,82.351,83.896,83.603,85.076,83.524,83.84,83.777,1
12457,80.703,81.303,81.619,82.357,82.468,80.714,81.482,1
12458,83.291,80.498,79.287,84.143,80.338,80.598,79.058,1
12459,81.774,81.495,79.189,80.793,80.832,81.199,80.837,1
12460,85.609,84.112,84.031,82.377,83.341,83.59,82.493,1
12461,84.312,81.506,76.918,76.437,81.614,82.051,83.531,1
12462,80.07,80.855,79.285,80.979,81.433,81.196,81.066,1
12463,77.561,79.254,74.3,77.483,79.282,77.459,79.316,1
12464,86.11,84.391,83.39,81.31,84.699,84.368,84.838,1
12465,82.371,82.806,80.344,83.015,82.431,81.642,81.44,1
12466,79.453,80.254,79.429,80.757,81.532,81.527,81.826,1
12467,82.422,81.939,82.072,82.982,83.516,82.693,82.897,1
12468,78.074,80.439,78.341,80.154,81.346,80.73,81.138,1
12469,75.777,76.105,74.243,76.347,76.941,77.841,74.785,1
12470,86.907,84.842,80.991,83.109,82.962,86.029,84.86,1
12471,82.723,82.072,84.184,84.811,84.31,83.622,83.759,1
12472,81.12,81.713,80.53,82.13,82.302,83.088,82.725,1
12473,82.089,81.746,82.216,82.41,82.785,82.675,82.492,1
12474,78.044,78.175,79.462,78.15,80.407,79.606,78.175,1
12475,82.816,82.587,82.06,81.759,82.266,82.63,83.598,1
12476,81.353,81.26,82.204,81.149,81.711,81.645,81.12,1
12477,79.421,81.282,82.083,87.6,84.947,85.783,86.301,1
12478,82.822,81.841,80.015,83.499,82.542,83.335,84.901,1
12479,78.156,75.855,78.869,80.326,81.749,81.192,78.663,1
12480,82.067,81.388,82.038,81.968,82.2,82.454,82.829,1
12481,76.195,82.727,80.903,82.711,79.47,80.252,78.612,1
12482,82.961,83.01,83.031,82.776,82.698,83.471,83.16,1
12483,79.594,80.502,81.297,81.474,81.504,81.713,81.214,1
12484,81.583,80.508,78.232,77.712,80.488,79.805,79.364,1
12485,81.376,81.629,81.38,82.061,82.982,82.857,81.387,1
12486,83.448,83.037,82.114,83.493,83.192,82.866,83.269,1
12487,84.853,83.553,84.148,83.558,83.733,83.188,82.587,1
12488,79.589,79.984,81.203,80.179,80.889,80.305,80.929,1
12489,79.139,78.489,77.179,80.022,79.26,79.655,79.689,1
12490,79.212,79.96,80.169,80.661,81.743,81.209,81.649,1
12491,83.803,82.046,80.571,82.973,83.097,82.707,82.877,1
12492,81.193,82.107,81.785,82.034,79.683,81.447,81.264,1
12493,82.378,81.007,77.354,80.456,79.398,79.221,79.745,1
12494,80.165,80.274,79.893,81.428,81.139,80.673,80.022,1
12495,84.022,83.144,83.082,83.014,83.953,83.871,84.058,1
12496,80.409,82.62,79.886,82.101,82.52,81.904,81.766,1
12497,84.069,85.746,82.928,84.983,86.777,86.555,86.136,1
12498,82.486,83.513,83.737,84.112,83.788,84.23,85.264,1
12499,81.253,80.779,80.214,81.566,82.661,81.45,81.707,1
12500,80.646,79.729,79.336,80.243,81.675,81.297,81.687,1
12501,77.628,78.875,73.249,77.341,78.465,78.658,79.072,1
12502,81.519,83.237,79.626,82.908,82.638,81.706,82.099,1
12503,78.074,77.288,76.122,76.672,78.484,78.812,80.947,1
12504,81.135,82.796,83.023,83.32,81.635,81.346,82.661,1
12505,76.899,77.314,76.132,76.253,76.55,76.532,76.386,1
12506,81.872,81.976,81.809,83.037,82.772,83.011,82.111,1
12507,79.674,81.189,81.053,79.221,79.903,81.038,79.969,1
12508,82.158,82.291,81.937,82.072,81.171,81.351,82.916,1
12509,79.909,81.009,79.714,81.392,80.97,81.471,82.436,1
12510,81.272,81.472,79.411,80.472,82.072,82.354,79.763,1
12511,79.616,81.701,80.135,81.354,82.169,82.053,81.256,1
12512,80.141,79.568,80.673,79.709,80.333,80.503,78.229,1
12513,80.646,80.118,79.544,79.689,79.457,80.316,80.442,1
12514,85.969,83.848,82.236,85.407,84.876,85.684,85.535,1
12515,81.707,82.304,81.648,83.269,82.619,83.466,83.704,1
12516,83.139,84.092,83.058,84.358,84.517,81.507,83.547,1
12518,81.943,82.549,81.753,82.195,83.587,82.473,83.431,1
12519,80.676,80.377,79.677,81.084,81.899,81.675,81.047,1
12520,84.664,84.403,84.553,84.183,84.538,85.028,85.433,1
12521,82.486,82.415,82.633,82.524,82.455,83.039,83.07,1
12523,84.714,81.261,78.456,84.377,81.559,83.962,84.431,1
12525,86.697,86.613,85.303,86.211,85.596,84.919,85.858,1
12526,83.336,82.776,82.639,83.751,84.348,84.515,85.074,1
12527,82.997,82.526,81.905,82.881,82.805,82.564,83.06,1
12528,78.788,79.302,79.472,80.128,79.731,80.042,79.551,1
12529,83.334,84.978,85.004,84.925,85.357,86.233,85.548,1
12530,80.128,81.339,79.314,80.0,79.979,80.465,80.58,1
12531,79.817,80.065,76.728,78.998,80.379,79.97,80.8,1
12532,80.308,81.979,79.832,81.106,82.564,82.78,82.312,1
12533,81.944,81.899,81.969,81.473,81.777,82.567,81.377,1
12565,83.826,83.62,84.886,85.023,84.985,82.928,83.213,1
12656,80.969,83.237,82.681,81.914,83.168,82.956,82.215,1
12674,83.083,82.515,81.642,82.88,82.118,83.695,83.502,1
12687,79.224,80.286,79.369,79.385,79.057,79.715,81.465,1
12736,83.167,83.376,82.133,82.797,82.154,82.932,82.856,1
13078,80.822,81.84,82.662,82.274,80.478,81.79,82.416,1
13080,83.395,83.792,82.397,83.375,84.398,83.479,83.706,1
13146,81.268,82.625,79.198,80.798,80.896,83.216,81.421,1
13147,81.923,82.288,81.122,81.058,82.444,82.689,82.172,1
13148,83.669,81.873,82.124,83.031,81.95,83.103,83.283,1
13149,80.504,81.016,80.98,81.678,81.406,81.251,82.249,1
13150,82.215,81.894,83.228,82.2,83.25,82.624,82.028,1
13196,85.619,83.994,82.047,85.725,84.866,84.483,84.281,1
13382,82.489,81.891,77.717,81.544,81.83,82.085,82.358,1
13461,80.37,81.02,77.719,81.057,80.378,81.164,81.005,1
13475,84.04,83.746,82.804,84.748,83.609,84.421,84.005,1
13477,81.223,79.248,80.048,80.4,82.159,82.066,81.064,1
13537,83.263,83.34,80.83,83.135,83.538,84.121,83.873,1
13893,80.854,80.833,82.617,81.777,82.989,83.736,82.886,1
13897,80.933,81.568,79.197,80.789,79.161,81.439,81.227,1
14744,81.727,81.647,80.258,83.817,83.376,84.476,83.671,1
14862,82.104,82.003,80.284,81.466,82.733,82.462,82.59,1
14882,83.363,84.506,82.443,84.906,83.191,84.912,85.039,1
14890,79.473,82.191,79.639,82.954,82.14,83.131,82.919,1
14906,80.536,80.332,81.154,80.91,80.663,81.552,81.672,1
14907,82.681,80.549,80.215,81.857,82.122,83.177,80.746,1
14914,79.99,81.7,79.951,82.049,82.36,81.723,81.779,1
14916,80.175,78.963,79.431,80.786,81.171,81.049,79.837,1
14930,82.963,82.68,81.419,83.463,83.189,83.507,83.831,1
14932,77.707,76.49,75.023,78.846,79.595,79.557,79.188,1
14939,80.347,80.016,80.096,79.942,79.944,82.699,82.193,1
14947,80.734,81.091,79.241,82.152,83.187,80.661,83.949,1
15180,80.737,81.375,80.155,80.245,80.458,81.229,80.723,1
15240,81.782,80.378,79.513,80.576,81.272,82.56,80.308,1
15339,80.703,81.195,79.347,81.817,81.54,82.752,84.786,1
15419,80.61,80.413,82.234,80.731,81.784,83.125,81.527,1
15425,83.905,83.631,80.784,84.337,84.527,84.534,83.613,1
15426,82.472,81.878,79.82,79.84,80.99,83.074,82.531,1
15474,83.193,84.27,81.051,84.947,84.308,85.192,84.999,1
15519,82.34,81.227,78.923,81.395,81.875,80.797,67.578,1
15524,82.039,81.895,82.165,82.979,82.586,83.379,67.578,1
15589,79.615,79.757,78.509,77.976,80.998,79.708,82.042,1
15679,75.507,75.64,74.458,77.78,77.456,77.468,75.17,1
15743,76.209,78.394,77.237,77.923,78.424,79.39,78.49,1
16036,83.555,82.994,80.419,83.471,85.004,83.96,83.805,1
16039,81.37,81.818,80.565,81.734,80.132,80.373,80.328,1
16064,86.083,83.929,85.761,84.238,84.629,85.658,85.42,1
16980,79.173,78.8,77.141,78.795,78.646,79.962,79.227,0
17014,75.071,75.74,77.237,76.381,75.716,76.156,76.109,0
18230,77.617,76.993,75.989,76.714,77.326,77.625,77.523,0
18348,79.681,80.767,78.917,79.538,79.613,81.11,79.472,0
26715,80.513,81.9,79.694,81.969,82.246,82.052,81.821,0
26747,79.782,81.99,80.852,84.443,83.159,85.701,83.41,0
29788,78.02,77.535,78.953,77.56,78.629,77.661,77.979,0
29835,80.125,79.113,79.948,80.971,80.791,81.888,80.47,0
30606,75.559,74.423,76.332,79.027,79.538,81.09,77.906,0
30845,81.123,80.836,80.344,81.758,81.406,81.733,80.885,0
32072,79.448,77.512,78.465,80.175,78.168,80.396,77.426,0
46443,82.713,82.44,82.198,83.475,82.832,82.893,83.563,0
46506,77.844,76.984,75.488,77.078,77.68,78.47,77.445,0
50300,81.314,81.857,81.352,81.686,81.386,81.019,82.078,0
51419,77.982,77.845,79.169,78.607,79.16,78.447,79.435,0
53971,78.538,77.876,74.711,78.215,77.325,77.717,77.669,0
53972,77.481,77.895,77.173,77.883,78.779,78.98,78.543,0
53973,76.807,76.216,76.43,77.274,76.633,77.413,76.613,0
53974,76.618,76.582,77.267,76.466,77.153,77.872,77.446,0
53975,78.814,77.919,79.808,78.707,79.107,79.585,78.964,0
53976,74.761,76.965,75.827,77.427,76.072,80.372,76.366,0
53977,80.791,81.646,81.101,81.938,80.746,81.494,82.044,0
53978,75.957,76.877,76.586,76.819,75.91,78.505,77.885,0
53979,78.567,78.132,77.557,78.171,77.325,78.731,77.471,0
53981,77.569,78.419,79.713,77.094,78.382,79.298,79.688,0
54796,76.635,77.644,76.356,76.861,77.347,77.73,77.082,0
54797,77.972,78.865,76.764,78.822,78.392,79.093,78.044,0
54798,78.322,79.326,79.209,79.463,79.525,78.695,79.812,0
54799,77.212,77.385,76.467,77.319,77.535,77.509,78.77,0
54800,74.425,75.736,72.283,75.011,72.824,74.072,75.093,0
56453,81.266,79.825,80.597,80.634,80.506,81.748,78.334,0
56528,78.292,76.623,76.399,78.693,78.725,78.906,78.17,0
56542,77.547,75.757,76.652,76.948,76.591,77.323,75.32,0
56543,78.138,74.689,75.785,74.454,78.362,76.953,77.334,0
56544,75.227,77.463,74.694,76.05,76.739,76.251,77.391,0
56545,78.928,78.299,75.462,78.01,80.533,78.604,79.12,0
56618,79.229,79.433,78.883,80.146,79.444,79.391,79.879,0
56619,77.678,76.83,73.858,74.404,74.907,76.095,75.736,0
56629,78.891,77.541,79.632,79.666,79.686,80.157,80.273,0
56630,75.799,76.439,75.11,77.256,76.548,78.268,77.518,0
56631,80.212,80.923,79.128,82.114,82.496,80.469,80.522,0
56632,78.439,80.259,77.946,77.786,78.743,80.092,79.822,0
56633,80.991,81.151,82.506,80.093,81.266,80.758,77.92,0
56634,74.575,74.64,72.819,77.025,76.813,77.619,77.392,0
56635,78.648,78.672,77.42,78.317,77.827,77.956,78.141,0
56637,76.493,76.006,76.808,76.856,75.813,76.647,77.088,0
56638,79.725,78.578,77.201,78.321,80.794,80.748,80.895,0
56639,77.588,75.771,75.957,76.046,76.192,76.195,76.711,0
56641,77.928,78.164,76.011,77.186,75.218,79.35,78.369,0
56642,78.15,78.28,78.507,77.638,78.311,79.059,77.74,0
56643,82.979,83.444,81.646,82.47,82.557,83.435,82.816,0
56644,78.583,77.103,76.768,78.429,76.781,76.942,76.699,0
56645,77.024,78.219,78.242,77.472,77.701,77.571,78.187,0
56646,77.475,77.275,76.798,76.573,77.622,77.484,77.725,0
56647,79.34,79.745,78.899,80.308,78.493,79.033,80.339,0
56648,78.257,78.388,77.546,78.542,76.055,78.981,79.243,0
56649,74.018,76.75,75.992,76.171,75.552,76.355,76.627,0
56650,78.767,78.215,79.052,78.047,79.827,78.072,79.759,0
56651,77.354,77.017,74.71,77.529,74.166,77.083,78.471,0
56652,79.099,80.962,78.297,78.674,79.511,79.893,79.186,0
56653,79.051,78.311,75.895,78.754,78.178,78.168,78.656,0
56654,79.049,78.88,78.432,79.165,80.338,81.336,79.732,0
56656,76.833,77.25,77.962,76.488,76.316,77.314,76.074,0
56657,77.09,76.04,73.741,76.62,75.877,76.95,77.193,0
56661,78.034,79.767,78.375,79.06,79.693,78.882,79.11,0
56662,76.772,79.591,75.993,79.558,81.42,80.581,79.146,0
56725,79.848,77.323,75.809,76.398,75.335,78.515,77.116,0
56795,75.623,75.186,75.511,74.82,72.569,75.02,75.934,0
56796,76.157,73.608,75.926,75.759,73.905,75.468,75.132,0
56797,77.175,77.985,76.937,76.987,77.5,78.83,78.144,0
56798,76.054,75.087,75.36,79.208,77.677,76.149,76.506,0
56799,75.531,76.635,74.378,76.445,73.445,74.832,75.569,0
56800,78.552,78.776,78.206,77.798,77.795,78.463,77.199,0
56801,77.98,78.932,75.463,77.299,76.989,79.061,79.22,0
56802,76.714,75.528,71.36,75.514,77.244,76.324,73.764,0
56803,81.908,81.635,82.419,82.287,80.915,82.384,81.294,0
56804,78.051,78.381,77.906,79.161,79.006,78.388,78.524,0
56805,79.939,77.626,78.13,79.357,78.956,77.908,78.932,0
56807,81.344,81.919,81.529,82.193,81.804,79.31,79.578,0
56809,80.497,79.18,78.706,79.685,81.381,79.792,79.233,0
56859,75.893,76.374,76.593,76.86,75.117,75.884,77.546,0
56860,78.511,78.139,80.598,78.527,79.463,82.175,80.067,0
56861,77.914,77.746,77.416,76.25,78.441,78.399,76.369,0
56862,77.499,77.959,77.833,79.235,79.18,79.691,80.115,0
57384,82.988,82.039,82.265,81.59,82.688,82.981,82.623,0
57400,83.486,81.046,83.063,83.023,84.54,83.735,83.632,0
62042,80.711,80.775,78.342,79.633,82.377,80.698,80.49,0
63086,75.518,76.099,73.924,76.799,75.634,76.402,75.385,0
63087,83.84,80.596,80.053,83.424,81.817,81.894,82.28,0
83710,78.601,77.773,79.315,78.84,80.336,80.035,79.269,0
83711,76.738,75.048,73.625,74.576,79.019,78.211,74.452,0
86666,79.719,80.035,77.242,80.497,78.466,79.587,80.335,0
87779,80.682,81.948,80.134,80.34,82.869,80.289,79.066,0
97622,77.632,78.64,78.58,77.574,78.968,78.835,79.881,0
98134,80.929,81.147,79.325,80.178,79.045,78.861,78.717,0
98135,78.616,78.827,78.06,78.033,79.214,79.989,79.23,0
98136,78.892,78.232,79.131,78.227,78.544,80.044,77.94,0
98137,75.675,76.581,75.016,75.381,76.087,76.352,76.336,0
98138,77.75,77.942,78.248,76.795,76.884,78.517,78.238,0
98171,77.94,76.921,77.291,78.864,78.953,78.966,77.953,0
98172,75.774,76.287,74.379,75.604,74.724,77.682,77.467,0
98173,81.341,80.291,77.869,80.306,79.788,81.025,80.267,0
98245,76.915,77.811,75.013,77.621,79.129,78.112,77.552,0
98250,81.922,80.904,81.731,82.302,82.967,83.086,83.237,0
98251,77.275,77.781,76.195,77.421,78.108,77.985,77.367,0
98252,80.578,79.52,76.396,79.658,76.917,77.696,76.928,0
98253,79.185,81.048,79.332,79.365,82.15,81.017,80.534,0
98254,76.577,78.59,75.904,77.444,77.663,79.811,78.914,0
98255,79.658,80.99,80.908,80.119,80.337,81.397,81.215,0
98256,77.718,78.316,77.506,76.371,79.482,79.876,80.639,0
98257,78.516,81.926,81.031,81.14,82.804,82.708,82.185,0
98258,79.627,80.636,78.106,80.273,81.194,79.929,80.054,0
98259,79.912,80.758,79.045,81.427,81.308,80.399,80.636,0
98260,80.851,81.276,77.723,78.975,79.627,81.09,81.251,0
98261,82.005,81.054,78.412,81.811,78.954,82.688,80.778,0
98262,77.953,79.245,78.653,79.443,81.29,80.819,80.73,0
98263,80.03,80.089,77.748,78.192,80.897,80.194,81.384,0
98264,81.397,83.634,80.937,78.987,82.652,82.909,83.454,0
98265,83.694,84.12,80.786,80.952,81.645,83.338,81.771,0
98266,82.97,83.541,82.737,82.241,83.828,83.192,82.893,0
98267,78.922,77.659,76.138,78.746,78.731,77.885,77.552,0
98268,78.128,77.34,76.766,78.247,81.702,77.208,79.95,0
98269,77.516,79.855,77.463,78.051,78.596,77.925,79.109,0
98270,79.348,80.555,77.622,79.799,79.336,81.375,80.685,0
98271,78.968,78.976,76.141,78.746,78.584,77.502,78.347,0
98272,78.853,80.096,80.152,79.475,81.255,80.415,80.837,0
98273,77.766,79.193,78.203,78.583,78.919,79.342,78.612,0
98274,77.971,79.044,78.065,79.099,78.977,78.523,78.848,0
98275,80.001,79.012,78.649,80.064,78.194,80.005,78.941,0
98276,78.224,78.879,78.466,77.542,78.011,78.843,77.591,0
98277,77.151,78.397,77.925,78.101,78.109,80.059,79.149,0
98278,77.155,78.216,78.303,77.716,78.422,80.465,79.716,0
98279,79.703,80.822,82.023,81.029,82.225,82.314,81.352,0
98280,79.606,79.337,79.168,79.809,79.452,79.75,80.797,0
98281,79.57,80.677,78.575,80.65,81.027,81.556,82.552,0
98282,78.265,79.801,79.362,78.806,81.579,80.171,80.581,0
98283,82.872,83.659,83.116,79.174,80.473,79.425,80.762,0
98284,75.479,78.16,74.147,76.306,77.12,78.041,77.288,0
98285,78.459,78.767,77.765,78.011,77.286,77.953,77.503,0
98286,80.769,80.011,80.179,79.821,79.415,81.267,81.089,0
98287,80.536,82.865,81.508,81.354,79.589,80.916,80.318,0
98288,76.696,78.874,77.517,76.124,80.051,77.187,77.646,0
98289,76.969,77.082,76.038,77.535,78.379,79.63,78.284,0
98290,75.338,76.486,75.701,77.839,76.976,78.126,78.655,0
98291,80.484,79.032,77.424,79.231,79.5,80.314,79.186,0
98292,78.552,79.66,80.611,79.376,80.171,79.835,78.913,0
98293,77.28,78.921,77.568,77.678,78.239,79.167,79.483,0
98294,78.221,78.53,77.539,78.98,79.697,79.88,80.496,0
98295,79.245,78.15,78.971,78.438,78.177,78.525,77.232,0
98296,78.523,77.905,78.982,77.384,75.986,78.401,78.328,0
98297,81.674,79.675,80.66,81.099,80.175,79.962,79.679,0
98298,78.481,80.474,81.461,80.282,81.24,80.504,80.379,0
98299,77.906,78.28,78.629,79.065,78.303,78.793,79.158,0
