id,DS1 resumes,Mixtral1 resumes,DS2 resumes,Mixtral3 resumes,Mixtral2 resumes,DS3 resumes,Llama1 resumes,GPT-4o1 resumes,Llama2 resumes,GPT-4o3 resumes,GPT-4o2 resumes,Llama3 resumes,GPT-mini2 resumes,GPT-mini3 resumes,GPT-mini1 resumes,GPT-3.5.1 resumes,GPT-3.5.3 resumes,sonnet2 resumes,GPT-3.5.2 resumes,True,CV google Score
2660,0.8097571,0.8212883,0.80947953,0.8222886,0.7979107,0.80947953,0.86760986,0.8311881,0.86567605,0.8252802,0.8252802,0.86567605,0.7946111,0.7946111,0.7946111,0.7617557,0.75707805,0.82224536,0.75707805,0,0.84373116
2741,0.7478061,0.765773,0.7478061,0.7712105,0.7905704,0.75147486,0.7773572,0.79798347,0.7773572,0.79798347,0.79798347,0.7773572,0.7821935,0.7821935,0.7821935,0.7503697,0.7671248,0.723101,0.75575686,0,0.767277
2766,0.8337006,0.83435565,0.82515705,0.81672454,0.8191147,0.80189335,0.8514358,0.8002428,0.8525709,0.8401481,0.8324458,0.8525709,0.81767464,0.81767464,0.81767464,0.8038054,0.8038054,0.8228533,0.8038054,0,0.7931061
2793,0.8593515,0.8677007,0.8593515,0.8734326,0.8504506,0.84280324,0.89504397,0.86551845,0.89504397,0.855795,0.86023146,0.89504397,0.8676441,0.8676441,0.8676441,0.8941932,0.89494026,0.8487645,0.89494026,0,0.8683407
2810,0.7656152,0.7547159,0.7656152,0.819998,0.7646043,0.7656152,0.7631451,0.74481535,0.7631451,0.74383914,0.74383914,0.7631451,0.76362216,0.76362216,0.76362216,0.7434262,0.7429136,0.7772649,0.7429136,0,0.76372373
2824,0.84835404,0.8387468,0.84835404,0.8414941,0.8414941,0.84835404,0.8398062,0.8329686,0.8398062,0.8335102,0.8356689,0.82898605,0.7998326,0.7998326,0.7998326,0.81857526,0.81857526,0.86422765,0.81857526,0,0.8072246
3002,0.8424037,0.8239322,0.8594639,0.8451239,0.83462477,0.8551966,0.8273205,0.8272722,0.84882426,0.8311311,0.8349177,0.8479893,0.7899804,0.7899804,0.7899804,0.79999536,0.79999536,0.8512362,0.79999536,0,0.7897488
3021,0.8016099,0.7842353,0.80266154,0.8157256,0.7854371,0.8241005,0.80810475,0.7687633,0.808873,0.7577152,0.76167595,0.808873,0.76466787,0.76466787,0.76466787,0.7495389,0.74483305,0.7802915,0.73930615,0,0.79731363
3093,0.9018629,0.8947164,0.86502,0.8828006,0.88455415,0.86502,0.8787572,0.8628686,0.8787572,0.8632007,0.8711007,0.8787572,0.8765975,0.8765975,0.8765975,0.86404157,0.86404157,0.87721145,0.86404157,0,0.8668024
3105,0.8674222,0.8719691,0.8585912,0.8461156,0.8637632,0.8746259,0.8823701,0.8730663,0.8807486,0.87156284,0.87156284,0.8807486,0.83043075,0.83043075,0.83043075,0.86385477,0.86385477,0.87193984,0.86385477,0,0.8597156
3113,0.8243387,0.8220129,0.8243387,0.83313537,0.82563937,0.8243387,0.8135037,0.8028372,0.8135037,0.79990673,0.79990673,0.8139625,0.79976,0.79976,0.79976,0.82771266,0.82771266,0.806757,0.82771266,0,0.8171634
3118,0.85542035,0.8629816,0.85542035,0.8569867,0.85596585,0.85469395,0.8576592,0.7813542,0.86664534,0.7845831,0.7845831,0.86612004,0.8374898,0.8374898,0.8374898,0.8355692,0.83409315,0.8526142,0.83409315,0,0.8347217
3120,0.8538859,0.8646829,0.8538859,0.85613424,0.8262436,0.8787273,0.8187483,0.8488678,0.8306869,0.86628866,0.86628866,0.8306869,0.8353167,0.8353167,0.8353167,0.79997206,0.7974568,0.84690607,0.7974568,0,0.74378717
3122,0.83373165,0.84820724,0.83373165,0.869947,0.8558007,0.8341526,0.8515433,0.8607294,0.8419547,0.87175953,0.87119555,0.8500962,0.8390472,0.8390472,0.8576747,0.86770374,0.86770374,0.85755295,0.86770374,0,0.85451865
3123,0.87804806,0.8794668,0.87804806,0.88497376,0.8780895,0.87804806,0.83228016,0.866723,0.83228016,0.8576603,0.8702792,0.83228016,0.8468434,0.8468434,0.8468434,0.8591563,0.85915637,0.8744861,0.85915637,0,0.829955
3133,0.85789734,0.8627031,0.85789734,0.8566089,0.8543279,0.85789734,0.8421837,0.85074955,0.8421837,0.85175514,0.8474145,0.8421837,0.8435052,0.8435052,0.8435052,0.85405856,0.85405856,0.8510921,0.85405856,0,0.85005116
3134,0.8640266,0.8689014,0.8640266,0.8626837,0.8626837,0.8640266,0.8667822,0.8613577,0.86794335,0.85848343,0.85848343,0.86305195,0.8633176,0.8633176,0.85989547,0.8474035,0.8474035,0.84530705,0.8474035,0,0.8538699
3135,0.8317617,0.8185344,0.8317617,0.5919685,0.82072955,0.8351618,0.8289242,0.83577263,0.8158816,0.8405022,0.8426621,0.8158816,0.8122389,0.8122389,0.81738365,0.81466174,0.8062991,0.81873405,0.81466174,0,0.8282829
3136,0.84902287,0.8469085,0.8581071,0.813198,0.7316549,0.8581071,0.8587732,0.8647621,0.85089326,0.8717029,0.87079406,0.85089326,0.8535536,0.8535536,0.8535536,0.83559513,0.84102106,0.8503174,0.84102106,0,0.7716567
3137,0.8356737,0.8427196,0.8399615,0.8372085,0.8479065,0.8356781,0.8330296,0.84538245,0.83692074,0.8445105,0.8445105,0.83692074,0.8279408,0.8279408,0.8279408,0.8226132,0.8427342,0.84307504,0.8427342,0,0.83745444
3138,0.805628,0.7972496,0.805628,0.7475443,0.74913335,0.7984667,0.8032508,0.82629275,0.7989322,0.8264179,0.8220955,0.80827874,0.83018875,0.83018875,0.83018625,0.7663492,0.7696599,0.85929227,0.7696599,0,0.7781962
3139,0.8617202,0.8123665,0.87136936,0.83213013,0.804278,0.8589474,0.8315989,0.82884663,0.83156604,0.8302897,0.831774,0.836987,0.8161139,0.8161139,0.8161139,0.830934,0.830934,0.83293056,0.830934,0,0.8321459
3140,0.85922956,0.85207117,0.85922956,0.8487475,0.85138226,0.85922956,0.8514242,0.8178058,0.846941,0.81444925,0.8145946,0.846941,0.838941,0.838941,0.838941,0.8565221,0.8383713,0.8364845,0.8383713,0,0.8588563
3141,0.82091343,0.8624565,0.8668228,0.83999276,0.8244495,0.86296153,0.82496053,0.83676666,0.80778766,0.84342074,0.83921695,0.8315935,0.84262013,0.84262013,0.84262013,0.8215141,0.8215141,0.7665056,0.8215141,0,0.79872435
3142,0.8723326,0.8510251,0.8723326,0.86347336,0.8574456,0.89624786,0.8587156,0.87386894,0.8587156,0.87233496,0.87071085,0.78361475,0.84775054,0.84775054,0.85506964,0.83956283,0.83956283,0.86130047,0.84151715,0,0.8416499
3143,0.8351539,0.84458035,0.85053873,0.8369617,0.8436729,0.85053873,0.85289145,0.851649,0.84959793,0.84948134,0.8453139,0.84959793,0.842358,0.842358,0.842358,0.8291916,0.83029497,0.869242,0.83029497,0,0.8384461
3144,0.83924025,0.85280085,0.8578179,0.8474431,0.8481977,0.8575674,0.82882786,0.84711415,0.822523,0.8521591,0.85141283,0.822523,0.8391467,0.8391467,0.8391467,0.78163487,0.78203464,0.84779793,0.78203464,0,0.77075773
3145,0.7977674,0.79206944,0.82353616,0.7800307,0.79261005,0.8350575,0.81906605,0.7721782,0.81906605,0.7971672,0.78167,0.81906605,0.78518176,0.78518176,0.76479876,0.80627435,0.80627435,0.7937783,0.80627435,0,0.79993796
3146,0.8572765,0.8243167,0.85846543,0.8599872,0.82358384,0.85860705,0.8124123,0.8453387,0.8421242,0.8483641,0.8478724,0.83191484,0.82137954,0.82137954,0.82159126,0.7634668,0.7634668,0.8157569,0.7634668,0,0.8366957
3147,0.8480543,0.8539706,0.85711205,0.84132844,0.858785,0.8440678,0.84964764,0.84411645,0.84733754,0.8534248,0.8534248,0.84733754,0.8537678,0.8537678,0.8537678,0.83929515,0.83593863,0.8319595,0.83593863,0,0.84660137
3148,0.871637,0.8891415,0.871637,0.84912086,0.85124,0.871637,0.88066036,0.8598375,0.87266314,0.87065184,0.87065184,0.87533575,0.8487093,0.8487093,0.8487093,0.8622242,0.8778446,0.85545546,0.8778446,0,0.86151314
3149,0.8416047,0.835942,0.8416047,0.819301,0.82265663,0.8416047,0.84964114,0.81402236,0.8501058,0.8467488,0.8179214,0.8501058,0.8303714,0.8303714,0.8303714,0.7802428,0.8009971,0.8262841,0.8009971,0,0.81935775
3150,0.83682764,0.81753886,0.83682764,0.81223327,0.81108785,0.83688354,0.83737063,0.84218264,0.8368772,0.84462893,0.84816194,0.7703347,0.8322289,0.8322289,0.8322289,0.81859374,0.81859374,0.8238473,0.81859374,0,0.818242
3153,0.85318464,0.8663244,0.8527856,0.815659,0.81989604,0.84848505,0.8340181,0.8069766,0.8340181,0.82508516,0.8199737,0.8340181,0.8262259,0.8262259,0.8262259,0.79687816,0.7976545,0.82407564,0.79035413,0,0.8032559
3155,0.8283755,0.77671695,0.83385885,0.73232186,0.7222187,0.8411497,0.67969155,0.7340348,0.7438292,0.7326913,0.7313957,0.75785184,0.7880021,0.7880021,0.7880021,0.673117,0.673117,0.78058815,0.68317837,0,0.6238825
3156,0.8632974,0.79730433,0.8422307,0.806797,0.8061312,0.8325148,0.8253378,0.8182571,0.8261486,0.8436888,0.83794343,0.8261486,0.82417434,0.8254341,0.81869644,0.8405554,0.8405554,0.8255143,0.8405554,0,0.8224602
3157,0.8681175,0.84351015,0.8681175,0.8254802,0.8263695,0.8681175,0.8674609,0.8437619,0.86537886,0.8479904,0.8479904,0.86537886,0.8358375,0.8358375,0.8358375,0.8357682,0.8393848,0.8622268,0.8393848,0,0.8193352
3158,0.8084896,0.8315703,0.83001345,0.8392496,0.8288818,0.83001345,0.8176635,0.80198663,0.813776,0.7988119,0.79907376,0.813776,0.814597,0.814597,0.8234415,0.8074147,0.815329,0.8287757,0.815329,0,0.8064054
3159,0.83358747,0.8305943,0.83564794,0.8373642,0.8271099,0.84016323,0.82920104,0.860801,0.82920104,0.85735375,0.8582709,0.8331126,0.83119684,0.83119684,0.82760304,0.80152684,0.8015268,0.83794117,0.8015268,0,0.79227376
3160,0.8503507,0.8791872,0.8503507,0.8661527,0.8630864,0.8671364,0.86860603,0.8444126,0.86860603,0.8444126,0.8444126,0.86860603,0.84303635,0.84303635,0.84303635,0.86974037,0.86974037,0.8515047,0.86974037,0,0.8609222
3161,0.8845341,0.858486,0.8543668,0.8025973,0.86536384,0.8543668,0.84250844,0.8675108,0.84250844,0.8675108,0.8675108,0.84250844,0.8575985,0.8575985,0.8575985,0.79828185,0.79828185,0.8740335,0.79828185,0,0.8077696
3162,0.80571896,0.8686147,0.80571896,0.86144304,0.86144304,0.80571896,0.84452796,0.8243677,0.84225327,0.84074825,0.84074825,0.8398941,0.8148387,0.8148387,0.8148387,0.87042224,0.87042224,0.8251487,0.8704223,0,0.8187549
3186,0.87765247,0.87519914,0.87765247,0.8767915,0.87885505,0.87765247,0.8715428,0.87137246,0.8715428,0.87922066,0.8795769,0.8715428,0.8723709,0.8723709,0.8723709,0.86830217,0.86830217,0.8673949,0.86830217,0,0.8675002
3225,0.7878973,0.8055408,0.8379614,0.7753184,0.82165796,0.85027987,0.8085278,0.82169366,0.8085278,0.8271605,0.81934005,0.80381024,0.729742,0.7294173,0.74697894,0.76650643,0.6946029,0.79587686,0.72434753,0,0.76175356
3315,0.8671044,0.8115451,0.8328167,0.84755886,0.8444767,0.8328167,0.8133013,0.84685725,0.8304272,0.84352744,0.8465341,0.8304272,0.8343214,0.8343214,0.8343214,0.8238731,0.8238731,0.8195436,0.8238731,0,0.78799903
3321,0.83630776,0.81254375,0.7919849,0.8121818,0.8222127,0.84813696,0.7930063,0.76363945,0.79589283,0.76097083,0.76097083,0.79589283,0.7721503,0.7721503,0.7721503,0.7887294,0.7887294,0.7983423,0.7887294,0,0.80485606
3332,0.8482688,0.8431625,0.80812126,0.8305845,0.82816327,0.8410098,0.75932336,0.82853013,0.75932336,0.8308844,0.81878936,0.75932336,0.8354524,0.8354524,0.8354524,0.82190776,0.8219077,0.7809458,0.8219077,0,0.7653886
5877,0.82549155,0.80474997,0.82549155,0.7115631,0.81339365,0.79931426,0.84986466,0.8072486,0.86031735,0.8208172,0.816312,0.85499465,0.8187245,0.8187245,0.8446413,0.8170952,0.8170953,0.79975593,0.8170953,0,0.8179576
5981,0.82148266,0.81723833,0.84973055,0.8449546,0.848628,0.84973055,0.838743,0.8729067,0.8491625,0.8729067,0.8729067,0.8491625,0.8782302,0.8782302,0.8838599,0.83536166,0.83536166,0.8232293,0.83536166,0,0.82764477
6018,0.90004915,0.92339694,0.932742,0.9203266,0.92581445,0.932742,0.87493765,0.89246523,0.8776406,0.89246523,0.89246523,0.8950653,0.879761,0.879761,0.879761,0.8822404,0.89369464,0.8922506,0.89369464,1,0.8420464
6021,0.8392004,0.83948666,0.84514505,0.8148308,0.8283684,0.84514505,0.85454327,0.90337545,0.86085856,0.90337545,0.90337545,0.86085856,0.8400582,0.8325745,0.8400582,0.8468953,0.8300866,0.8459117,0.8302297,1,0.8393103
6026,0.9261322,0.9103563,0.90702486,0.87536126,0.7876066,0.91635805,0.8345376,0.8476943,0.8326667,0.8523081,0.8523081,0.8326667,0.82396233,0.82396233,0.82396233,0.886419,0.8843754,0.88274866,0.8843754,1,0.89357126
6043,0.82170296,0.657128,0.82170296,0.7988985,0.71768105,0.8250867,0.82374406,0.8313786,0.81562746,0.8324597,0.83860564,0.81562746,0.835408,0.835408,0.835408,0.7911666,0.7926639,0.85594064,0.7926639,0,0.8268631
6078,0.8246522,0.85562974,0.8246522,0.8476887,0.8378813,0.8246522,0.806564,0.83376455,0.81500816,0.8585073,0.8505299,0.8295352,0.8219146,0.8305535,0.80368185,0.7924283,0.8218133,0.82657933,0.8218133,0,0.7927079
6081,0.8724807,0.8762891,0.8724807,0.86358434,0.8914161,0.8724807,0.8698201,0.8881134,0.8677528,0.8867187,0.8867187,0.8656192,0.85848516,0.85848516,0.85848516,0.8459632,0.8459632,0.8699193,0.8459632,0,0.8253772
6082,0.87269,0.83121383,0.8803746,0.8286864,0.8349628,0.8803746,0.8263755,0.863797,0.8263755,0.863797,0.863797,0.8263755,0.86110586,0.8604504,0.8651222,0.8677054,0.8677054,0.8755066,0.8677054,0,0.8522604
6090,0.8112746,0.7134908,0.8379205,0.7484317,0.7242465,0.8379205,0.82323796,0.8292847,0.81459135,0.83158314,0.8315832,0.82241315,0.802154,0.802154,0.802154,0.8344034,0.8344034,0.8009776,0.8344034,0,0.8513255
6127,0.8829067,0.8592862,0.88691676,0.8544828,0.8525028,0.8867274,0.83546585,0.87260145,0.83546585,0.86884576,0.8813831,0.83546585,0.83672327,0.83672327,0.8358001,0.84619737,0.84619737,0.8597627,0.84619737,0,0.8665751
6211,0.8663444,0.74325,0.8515655,0.83109367,0.6974745,0.8515655,0.84974015,0.8473929,0.84974015,0.84413177,0.8549558,0.8637849,0.7950096,0.7950096,0.7950096,0.8541,0.8541,0.8521934,0.8541,0,0.86351216
6213,0.83591956,0.8521714,0.83591956,0.85290736,0.8100205,0.8415343,0.85270137,0.812899,0.8517254,0.8143139,0.81311417,0.8517254,0.8145236,0.8145236,0.8145236,0.8249694,0.826438,0.8223721,0.826438,0,0.83832467
6214,0.8314054,0.78917503,0.8314054,0.82498556,0.81155676,0.8295764,0.81415045,0.7997562,0.8141566,0.7991612,0.7991612,0.813364,0.80626756,0.80626756,0.8092952,0.7749444,0.7766956,0.8339796,0.7766956,0,0.7846246
6231,0.8378023,0.78176004,0.84201825,0.8170298,0.8396885,0.8442332,0.8110631,0.7929515,0.8407973,0.79875535,0.79909396,0.8242462,0.80597705,0.80597705,0.81478894,0.8082741,0.80509233,0.78198,0.80509233,0,0.8258405
6232,0.8534796,0.85889006,0.8633946,0.8306854,0.8607625,0.8629516,0.88487864,0.8610238,0.88487864,0.86134595,0.8625048,0.88487864,0.85963845,0.86686534,0.85316604,0.8252623,0.8252623,0.87218714,0.8252623,0,0.85837823
6233,0.8101156,0.8213875,0.8238984,0.8119746,0.81018966,0.8230179,0.8064706,0.8161286,0.8064706,0.8213307,0.8164174,0.8064706,0.8205629,0.82639074,0.8205629,0.81891805,0.81891805,0.8014976,0.81891805,0,0.8273622
6239,0.8142619,0.8794668,0.83245265,0.7624891,0.7030668,0.83703244,0.8433833,0.8059725,0.8431828,0.80936646,0.80936646,0.8431828,0.826076,0.826076,0.826076,0.8185856,0.8185856,0.85603917,0.8185856,0,0.8404798
6240,0.82818365,0.8327663,0.83996177,0.8275169,0.73155,0.8393662,0.814979,0.83218116,0.7955949,0.8462287,0.84445405,0.81022817,0.8054717,0.8054717,0.8054717,0.7816867,0.7740225,0.84215367,0.7740225,0,0.838385
6254,0.8348523,0.8531765,0.8348523,0.83659464,0.83283806,0.83780146,0.8408159,0.8245604,0.8456974,0.8211458,0.8227478,0.8456974,0.8341969,0.8341969,0.82964134,0.82506037,0.82587427,0.849494,0.82587427,0,0.8061795
6255,0.8118627,0.82557046,0.8118627,0.8359572,0.8317137,0.81186277,0.8043452,0.80834323,0.8024255,0.80834323,0.80834323,0.8024255,0.81911457,0.81911457,0.8211012,0.80005926,0.80005926,0.8187746,0.80005926,0,0.81709623
6342,0.79024976,0.768284,0.7794541,0.78640026,0.774297,0.8451771,0.74676484,0.76612514,0.74597687,0.7678602,0.76334584,0.74597687,0.7674868,0.7674868,0.7674868,0.76107913,0.76107913,0.80427426,0.76107913,0,0.7909814
7630,0.82563245,0.83715975,0.82563245,0.8442085,0.8442085,0.82563245,0.83494204,0.86419344,0.83494204,0.86419344,0.86419344,0.8347062,0.8525889,0.8525889,0.8525889,0.85286707,0.85286707,0.86035055,0.85286707,0,0.83453745
7654,0.8073012,0.8419523,0.8064351,0.8485626,0.85311,0.8064351,0.852323,0.7898699,0.852323,0.786875,0.8014358,0.86024356,0.75136423,0.75136423,0.75136423,0.7953706,0.79563034,0.79448175,0.79563034,0,0.8320582
8890,0.8771011,0.8224007,0.8771011,0.8921849,0.89428145,0.8668517,0.90087146,0.8623588,0.902869,0.8574338,0.8574338,0.902869,0.87174857,0.87174857,0.87174857,0.83421534,0.83421534,0.8423403,0.83421534,0,0.7789756
8916,0.7706781,0.78479767,0.7854837,0.74957347,0.72807074,0.7845252,0.735718,0.8093525,0.76573384,0.81689405,0.82675683,0.7617693,0.7909279,0.7909279,0.7909279,0.7007755,0.7069451,0.80635744,0.7069451,0,0.7053652
9028,0.8489392,0.85616183,0.83980775,0.8482928,0.84762824,0.83980775,0.8571731,0.8230951,0.8727369,0.8058977,0.8100163,0.8599305,0.8582788,0.8582788,0.86015403,0.83687586,0.83687586,0.83543634,0.83687586,0,0.8357327
9066,0.7990533,0.7942607,0.8190795,0.7801573,0.7912923,0.8535102,0.78028965,0.80045867,0.7963351,0.81658053,0.81968033,0.7941512,0.7908284,0.7908284,0.7908284,0.7770103,0.7770103,0.7754358,0.7770103,0,0.79769707
