resume UIUX Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,4o_on_35,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
80.267,2594,79.454,2594,79.87,2594,79.551,2594,79.528,2594,81.066,2594,79.813,1,True
79.809,2595,79.471,2595,80.739,2595,78.353,2595,79.376,2595,78.454,2595,80.924,1,True
81.064,2597,81.775,2597,82.115,2597,80.006,2597,81.758,2597,82.995,2597,82.06,1,True
80.975,2645,82.259,2645,81.078,2645,80.334,2645,82.042,2645,79.733,2645,80.354,1,True
78.027,2654,80.591,2654,80.838,2654,78.027,2654,80.535,2654,79.036,2654,82.422,1,True
82.107,2655,81.459,2655,80.545,2655,81.697,2655,81.84,2655,82.313,2655,80.316,1,True
81.991,2656,81.947,2656,81.64,2656,80.286,2656,82.108,2656,80.831,2656,81.993,1,True
82.343,2657,84.294,2657,84.436,2657,81.693,2657,83.165,2657,82.306,2657,84.406,1,True
76.605,2658,80.152,2658,80.488,2658,76.65,2658,80.554,2658,80.078,2658,79.636,1,True
80.147,2659,81.769,2659,81.18,2659,80.307,2659,81.589,2659,82.103,2659,79.99,1,True
78.465,2660,81.322,2660,80.335,2660,78.627,2660,81.032,2660,80.653,2660,80.584,1,True
76.12,2741,80.215,2741,78.214,2741,75.625,2741,80.215,2741,80.527,2741,78.267,1,True
79.06,2766,78.672,2766,83.207,2766,80.315,2766,80.067,2766,80.453,2766,83.521,1,True
81.938,2793,82.202,2793,82.013,2793,81.814,2793,82.315,2793,81.143,2793,82.07,1,True
75.744,2810,76.306,2810,76.091,2810,75.599,2810,76.253,2810,75.732,2810,75.975,1,True
79.724,2824,80.608,2824,81.436,2824,79.06,2824,80.872,2824,80.49,2824,81.83,1,True
73.845,3002,78.373,3002,78.654,3002,75.718,3002,78.341,3002,78.858,3002,79.758,1,True
78.372,3021,80.861,3021,80.054,3021,78.046,3021,80.638,3021,80.692,3021,79.893,1,True
79.407,3093,82.154,3093,80.715,3093,80.181,3093,82.486,3093,82.727,3093,81.381,1,True
77.727,3105,80.98,3105,80.241,3105,77.724,3105,80.82,3105,80.83,3105,79.711,1,True
77.822,3113,80.554,3113,80.69,3113,78.626,3113,80.449,3113,79.907,3113,80.757,1,True
82.142,3118,83.994,3118,82.952,3118,83.951,3118,84.081,3118,83.615,3118,82.668,1,True
75.728,3120,81.245,3120,79.353,3120,80.083,3120,81.676,3120,80.259,3120,79.4,1,True
78.794,3122,78.759,3122,78.955,3122,81.441,3122,80.96,3122,80.599,3122,81.004,1,True
78.464,3123,82.184,3123,81.91,3123,79.505,3123,82.493,3123,80.5,3123,81.608,1,True
80.491,3133,81.661,3133,82.606,3133,80.268,3133,81.578,3133,81.208,3133,82.606,1,True
79.688,3134,79.578,3134,80.866,3134,78.673,3134,79.784,3134,80.266,3134,81.752,1,True
80.379,3135,80.442,3135,81.391,3135,80.068,3135,80.906,3135,81.232,3135,81.371,1,True
78.942,3136,84.246,3136,84.197,3136,81.295,3136,84.591,3136,80.868,3136,84.142,1,True
80.629,3137,80.627,3137,81.594,3137,80.861,3137,80.698,3137,81.059,3137,81.077,1,True
78.61,3138,77.159,3138,77.824,3138,79.36,3138,77.856,3138,79.336,3138,78.367,1,True
78.194,3139,80.641,3139,79.458,3139,78.28,3139,80.199,3139,80.633,3139,78.729,1,True
78.839,3140,80.606,3140,80.084,3140,79.13,3140,80.46,3140,80.938,3140,81.391,1,True
79.575,3141,83.308,3141,83.508,3141,82.826,3141,83.747,3141,82.133,3141,83.756,1,True
79.509,3142,81.057,3142,79.348,3142,78.651,3142,81.024,3142,78.499,3142,79.455,1,True
79.781,3143,80.374,3143,79.144,3143,78.723,3143,80.019,3143,79.94,3143,78.554,1,True
74.758,3144,81.243,3144,81.119,3144,76.949,3144,81.173,3144,78.517,3144,81.723,1,True
78.151,3145,78.233,3145,77.82,3145,77.194,3145,78.093,3145,78.294,3145,77.746,1,True
75.4,3146,75.711,3146,78.997,3146,76.365,3146,77.102,3146,76.308,3146,79.071,1,True
79.055,3147,80.83,3147,80.714,3147,80.183,3147,80.612,3147,81.26,3147,80.94,1,True
80.919,3148,81.171,3148,79.39,3148,81.217,3148,81.491,3148,80.019,3148,80.085,1,True
79.202,3149,79.266,3149,80.593,3149,80.828,3149,79.091,3149,81.265,3149,80.908,1,True
79.382,3150,81.935,3150,82.234,3150,80.836,3150,81.58,3150,79.076,3150,81.29,1,True
77.496,3153,81.081,3153,80.645,3153,77.286,3153,80.35,3153,80.264,3153,80.649,1,True
72.477,3155,73.69,3155,79.817,3155,74.247,3155,73.409,3155,75.062,3155,79.663,1,True
77.704,3156,78.598,3156,79.264,3156,78.376,3156,82.915,3156,80.353,3156,79.671,1,True
81.213,3157,79.558,3157,80.69,3157,80.367,3157,80.367,3157,82.377,3157,80.541,1,True
80.855,3158,80.473,3158,81.006,3158,80.125,3158,80.611,3158,81.887,3158,80.634,1,True
75.497,3159,79.407,3159,76.94,3159,77.017,3159,79.444,3159,79.932,3159,76.422,1,True
81.575,3160,81.473,3160,82.003,3160,82.001,3160,81.473,3160,81.037,3160,81.908,1,True
80.167,3161,81.221,3161,84.334,3161,79.99,3161,81.221,3161,81.501,3161,83.592,1,True
78.688,3162,79.054,3162,81.707,3162,78.917,3162,78.668,3162,79.519,3162,81.369,1,True
80.252,3186,80.476,3186,80.425,3186,80.247,3186,81.388,3186,81.955,3186,81.994,1,True
77.014,3225,81.316,3225,77.087,3225,77.056,3225,80.858,3225,81.231,3225,79.701,1,True
75.209,3315,79.506,3315,79.544,3315,77.721,3315,79.551,3315,80.161,3315,79.796,1,True
77.844,3321,80.59,3321,79.838,3321,77.95,3321,80.239,3321,80.103,3321,79.785,1,True
75.78,3332,82.624,3332,82.65,3332,77.734,3332,82.691,3332,82.628,3332,82.064,1,True
78.733,5877,81.294,5877,79.725,5877,78.096,5877,81.436,5877,81.608,5877,80.303,1,True
80.363,5981,83.664,5981,82.467,5981,78.508,5981,83.664,5981,79.275,5981,82.668,1,True
79.295,6043,79.621,6043,79.479,6043,76.6,6043,79.545,6043,79.773,6043,79.53,1,True
79.611,6078,81.699,6078,80.551,6078,81.657,6078,81.772,6078,81.922,6078,79.873,1,True
81.642,6081,84.552,6081,81.914,6081,81.033,6081,83.807,6081,82.453,6081,82.204,1,True
80.805,6082,83.67,6082,82.687,6082,82.603,6082,83.67,6082,82.939,6082,82.107,1,True
77.834,6090,77.847,6090,78.478,6090,77.906,6090,77.47,6090,78.172,6090,78.099,1,True
81.424,6127,82.837,6127,83.697,6127,80.043,6127,82.8,6127,80.717,6127,83.597,1,True
80.203,6211,79.39,6211,80.907,6211,79.555,6211,79.24,6211,79.555,6211,81.199,1,True
81.409,6213,81.931,6213,79.677,6213,81.68,6213,81.905,6213,81.062,6213,79.972,1,True
79.562,6214,82.328,6214,81.676,6214,79.424,6214,82.769,6214,79.76,6214,81.785,1,True
77.132,6231,79.232,6231,78.898,6231,77.359,6231,79.442,6231,79.274,6231,78.04,1,True
79.93,6232,84.673,6232,80.78,6232,80.723,6232,84.171,6232,80.127,6232,81.419,1,True
76.5,6233,80.915,6233,76.91,6233,76.792,6233,81.031,6233,78.19,6233,82.435,1,True
77.199,6239,80.545,6239,80.088,6239,78.648,6239,80.25,6239,79.312,6239,79.654,1,True
79.191,6240,80.439,6240,79.033,6240,77.092,6240,80.337,6240,79.378,6240,78.902,1,True
81.494,6254,83.357,6254,83.725,6254,83.402,6254,83.238,6254,82.375,6254,83.819,1,True
78.563,6255,78.298,6255,78.874,6255,77.977,6255,78.298,6255,78.931,6255,78.108,1,True
75.051,6342,75.032,6342,75.093,6342,75.162,6342,75.212,6342,75.638,6342,75.373,1,True
80.692,7630,83.874,7630,82.14,7630,80.852,7630,83.874,7630,82.619,7630,82.549,1,True
79.431,7654,80.256,7654,79.597,7654,78.904,7654,80.331,7654,79.109,7654,79.714,1,True
74.311,8890,84.154,8890,85.994,8890,80.753,8890,83.105,8890,83.02,8890,85.449,1,True
76.781,8916,79.371,8916,79.462,8916,77.473,8916,80.032,8916,80.15,8916,79.187,1,True
80.647,9028,81.959,9028,80.731,9028,80.807,9028,82.183,9028,81.243,9028,80.291,1,True
75.594,9066,75.766,9066,80.454,9066,75.046,9066,77.185,9066,79.548,9066,79.895,1,True
80.759,9445,79.482,9445,81.001,9445,79.477,9445,78.973,9445,79.539,9445,80.326,1,True
77.849,9542,79.322,9542,82.025,9542,78.862,9542,78.597,9542,82.26,9542,82.489,1,True
79.661,9546,80.083,9546,80.752,9546,80.298,9546,80.083,9546,81.681,9546,80.527,1,True
78.438,9547,79.576,9547,80.497,9547,78.291,9547,79.475,9547,79.858,9547,80.885,1,True
76.9,9583,79.175,9583,77.227,9583,77.272,9583,79.143,9583,78.724,9583,77.626,1,True
77.048,9587,80.504,9587,79.291,9587,76.151,9587,80.34,9587,79.933,9587,78.469,1,True
81.076,12037,81.895,12037,81.71,12037,81.61,12037,82.048,12037,82.368,12037,83.065,1,True
76.391,12116,79.792,12116,78.816,12116,76.672,12116,79.764,12116,79.116,12116,79.066,1,True
78.341,12122,80.48,12122,81.85,12122,78.726,12122,80.352,12122,80.325,12122,81.624,1,True
79.18,12124,77.89,12124,79.997,12124,79.568,12124,78.516,12124,78.442,12124,78.772,1,True
78.079,12141,79.681,12141,80.638,12141,78.444,12141,79.626,12141,79.972,12141,80.073,1,True
79.674,12143,79.254,12143,80.818,12143,78.238,12143,79.111,12143,80.837,12143,80.736,1,True
81.499,12149,80.955,12149,81.282,12149,80.503,12149,81.169,12149,81.362,12149,80.694,1,True
78.86,12161,81.504,12161,80.824,12161,79.557,12161,80.862,12161,79.067,12161,80.773,1,True
83.181,12252,81.248,12252,83.935,12252,83.044,12252,81.47,12252,84.683,12252,84.108,1,True
76.643,12408,79.579,12408,77.806,12408,78.392,12408,78.721,12408,79.015,12408,78.196,1,True
79.018,12409,78.753,12409,78.756,12409,80.517,12409,78.609,12409,80.299,12409,79.084,1,True
80.869,12410,82.669,12410,83.147,12410,80.915,12410,82.665,12410,82.262,12410,83.042,1,True
80.894,12418,82.368,12418,82.727,12418,78.76,12418,82.368,12418,78.797,12418,82.907,1,True
78.027,12422,79.252,12422,79.104,12422,77.555,12422,79.365,12422,78.525,12422,78.276,1,True
76.513,12435,76.942,12435,77.856,12435,76.096,12435,76.646,12435,77.06,12435,78.132,1,True
75.188,12436,79.809,12436,78.879,12436,75.459,12436,80.473,12436,78.973,12436,78.199,1,True
74.666,12437,81.504,12437,79.945,12437,75.757,12437,81.624,12437,80.825,12437,80.147,1,True
79.584,12447,82.989,12447,82.189,12447,81.179,12447,82.071,12447,84.414,12447,82.99,1,True
81.883,12448,82.341,12448,82.082,12448,83.24,12448,82.639,12448,83.502,12448,81.118,1,False
78.945,12449,81.544,12449,81.755,12449,76.768,12449,80.919,12449,82.717,12449,81.544,1,False
78.3,12450,81.424,12450,81.203,12450,78.924,12450,80.865,12450,78.152,12450,80.799,1,False
75.854,12451,81.654,12451,80.64,12451,76.73,12451,82.434,12451,81.083,12451,79.425,1,False
77.259,12452,77.714,12452,80.172,12452,77.956,12452,82.892,12452,76.892,12452,80.172,1,False
80.76,12453,81.476,12453,82.004,12453,80.534,12453,81.476,12453,81.419,12453,82.33,1,False
80.319,12454,81.694,12454,81.606,12454,79.881,12454,81.47,12454,80.209,12454,81.741,1,False
80.943,12455,80.111,12455,80.046,12455,80.679,12455,80.645,12455,80.536,12455,80.443,1,False
78.638,12456,81.16,12456,81.021,12456,77.093,12456,81.003,12456,80.569,12456,80.093,1,False
82.379,12457,82.472,12457,82.54,12457,81.616,12457,82.472,12457,80.509,12457,82.137,1,False
81.438,12458,86.738,12458,85.927,12458,81.438,12458,87.462,12458,81.878,12458,86.075,1,False
75.972,12459,79.792,12459,75.943,12459,77.482,12459,79.669,12459,76.47,12459,76.755,1,False
80.977,12460,80.813,12460,82.039,12460,80.991,12460,80.927,12460,82.242,12460,82.039,1,False
77.812,12461,78.34,12461,83.525,12461,77.812,12461,78.772,12461,81.192,12461,84.352,1,False
79.613,12462,80.848,12462,79.721,12462,79.594,12462,80.867,12462,77.306,12462,79.757,1,False
79.776,12463,83.409,12463,83.727,12463,80.133,12463,83.57,12463,82.812,12463,83.535,1,False
81.306,12464,82.376,12464,80.681,12464,81.064,12464,82.565,12464,81.083,12464,81.532,1,False
78.186,12465,78.169,12465,78.094,12465,78.302,12465,77.678,12465,76.997,12465,77.843,1,False
78.228,12466,80.282,12466,79.564,12466,79.787,12466,80.262,12466,80.741,12466,80.812,1,False
82.424,12467,83.44,12467,83.603,12467,81.903,12467,83.673,12467,84.028,12467,82.9,1,False
78.471,12468,78.745,12468,80.983,12468,78.414,12468,78.332,12468,78.688,12468,80.446,1,False
75.032,12469,79.285,12469,79.831,12469,75.032,12469,79.236,12469,78.577,12469,79.238,1,False
81.119,12470,86.77,12470,87.634,12470,84.484,12470,86.463,12470,87.169,12470,87.541,1,False
81.386,12471,83.232,12471,82.101,12471,78.256,12471,83.251,12471,78.999,12471,82.32,1,False
79.787,12472,83.524,12472,84.458,12472,80.558,12472,83.032,12472,82.333,12472,84.84,1,False
80.705,12473,80.23,12473,81.992,12473,80.8,12473,79.87,12473,81.258,12473,82.139,1,False
79.98,12474,82.156,12474,79.588,12474,79.98,12474,82.347,12474,82.777,12474,80.309,1,False
80.412,12475,79.601,12475,81.035,12475,79.826,12475,79.605,12475,79.512,12475,80.484,1,False
80.65,12476,80.282,12476,81.933,12476,79.636,12476,80.3,12476,81.605,12476,81.674,1,False
83.012,12477,83.436,12477,84.146,12477,83.624,12477,82.711,12477,84.1,12477,83.926,1,False
79.038,12478,84.421,12478,83.718,12478,80.513,12478,84.523,12478,81.716,12478,83.336,1,False
77.026,12479,81.36,12479,81.973,12479,76.812,12479,81.643,12479,81.708,12479,82.05,1,False
79.673,12480,79.879,12480,80.49,12480,79.166,12480,79.589,12480,79.059,12480,79.557,1,False
81.276,12481,82.613,12481,82.65,12481,81.119,12481,82.214,12481,80.9,12481,82.834,1,False
81.462,12482,84.063,12482,83.662,12482,82.597,12482,83.606,12482,82.312,12482,83.195,1,False
81.473,12483,79.987,12483,80.915,12483,78.195,12483,79.987,12483,78.101,12483,81.588,1,False
77.769,12484,80.77,12484,80.186,12484,78.671,12484,81.273,12484,81.496,12484,79.635,1,False
79.154,12485,79.298,12485,78.544,12485,79.472,12485,79.298,12485,79.156,12485,78.282,1,False
79.819,12486,81.21,12486,80.293,12486,79.186,12486,81.21,12486,80.333,12486,81.194,1,False
82.157,12487,81.151,12487,82.212,12487,82.374,12487,81.492,12487,80.806,12487,82.444,1,False
81.701,12488,82.24,12488,79.988,12488,79.302,12488,82.086,12488,81.137,12488,81.51,1,False
74.878,12489,75.901,12489,74.867,12489,75.231,12489,75.901,12489,77.816,12489,75.489,1,False
79.852,12490,80.539,12490,80.004,12490,79.444,12490,80.7,12490,80.353,12490,79.539,1,False
80.05,12491,81.066,12491,81.817,12491,81.214,12491,81.372,12491,81.365,12491,81.805,1,False
77.576,12492,81.424,12492,78.634,12492,77.69,12492,81.584,12492,82.148,12492,80.862,1,False
77.298,12493,82.526,12493,81.435,12493,75.813,12493,82.576,12493,82.425,12493,80.474,1,False
82.0,12494,80.878,12494,82.741,12494,81.305,12494,80.831,12494,80.49,12494,83.208,1,False
80.273,12495,84.122,12495,81.733,12495,80.139,12495,84.346,12495,82.788,12495,81.573,1,False
78.393,12496,79.454,12496,81.173,12496,77.031,12496,79.454,12496,79.995,12496,81.274,1,False
82.566,12497,84.617,12497,83.188,12497,82.79,12497,84.582,12497,84.126,12497,84.645,1,False
82.421,12498,85.868,12498,84.185,12498,81.047,12498,86.281,12498,84.745,12498,85.675,1,False
76.882,12499,76.829,12499,80.952,12499,76.639,12499,77.313,12499,76.974,12499,81.24,1,False
77.065,12500,77.226,12500,78.107,12500,77.101,12500,77.381,12500,77.029,12500,77.583,1,False
69.513,12501,71.521,12501,71.897,12501,71.355,12501,71.606,12501,79.279,12501,78.373,1,False
78.215,12502,81.595,12502,81.549,12502,78.582,12502,81.595,12502,82.113,12502,81.549,1,False
75.92,12503,79.225,12503,80.718,12503,75.567,12503,79.225,12503,79.263,12503,80.661,1,False
79.613,12504,81.213,12504,79.757,12504,79.149,12504,80.905,12504,81.942,12504,79.946,1,False
79.964,12505,80.545,12505,80.469,12505,79.757,12505,80.979,12505,81.794,12505,80.827,1,False
80.899,12506,78.583,12506,79.975,12506,80.403,12506,79.929,12506,79.388,12506,80.052,1,False
84.434,12507,80.809,12507,81.112,12507,77.854,12507,81.004,12507,78.428,12507,81.65,1,False
77.599,12508,77.394,12508,81.085,12508,76.835,12508,77.744,12508,79.99,12508,80.906,1,False
80.355,12509,82.548,12509,82.044,12509,80.443,12509,81.726,12509,81.973,12509,81.887,1,False
79.228,12510,80.973,12510,81.734,12510,80.815,12510,81.208,12510,82.562,12510,81.629,1,False
79.474,12511,81.368,12511,81.529,12511,78.995,12511,81.168,12511,80.711,12511,80.878,1,False
82.117,12512,82.773,12512,82.432,12512,82.073,12512,82.773,12512,81.947,12512,82.709,1,False
78.181,12513,80.494,12513,79.855,12513,78.248,12513,80.494,12513,78.125,12513,80.338,1,False
80.459,12514,80.81,12514,81.316,12514,83.375,12514,80.633,12514,82.647,12514,81.429,1,False
80.171,12515,82.497,12515,81.429,12515,78.795,12515,82.231,12515,78.913,12515,81.73,1,False
79.507,12516,80.575,12516,80.691,12516,79.683,12516,80.677,12516,81.134,12516,79.973,1,False
78.064,12518,80.599,12518,79.706,12518,81.84,12518,80.599,12518,81.701,12518,81.554,1,False
77.795,12519,80.658,12519,81.092,12519,77.441,12519,80.684,12519,80.323,12519,80.484,1,False
80.856,12520,80.982,12520,81.015,12520,80.851,12520,80.954,12520,82.385,12520,81.66,1,False
80.413,12521,80.229,12521,80.734,12521,80.099,12521,80.335,12521,80.358,12521,81.02,1,False
78.906,12523,81.85,12523,81.624,12523,81.381,12523,81.56,12523,82.0,12523,81.534,1,False
83.941,12525,84.586,12525,85.611,12525,83.871,12525,86.177,12525,87.488,12525,85.234,1,False
79.317,12526,80.422,12526,79.379,12526,80.56,12526,80.574,12526,81.23,12526,80.343,1,False
80.622,12527,82.335,12527,83.683,12527,80.622,12527,82.692,12527,82.372,12527,83.817,1,False
79.936,12528,80.365,12528,79.72,12528,79.73,12528,81.615,12528,81.805,12528,79.326,1,False
79.961,12529,81.871,12529,82.013,12529,80.33,12529,81.371,12529,82.768,12529,81.989,1,False
75.786,12530,78.341,12530,75.649,12530,76.104,12530,78.309,12530,76.164,12530,77.063,1,False
75.877,12531,79.927,12531,80.123,12531,75.849,12531,79.722,12531,80.044,12531,79.705,1,False
76.616,12532,78.544,12532,79.018,12532,78.051,12532,79.514,12532,77.878,12532,78.336,1,False
79.374,12533,80.397,12533,81.306,12533,77.337,12533,80.94,12533,77.502,12533,80.259,1,False
83.661,12565,83.87,12565,84.252,12565,83.644,12565,84.128,12565,83.607,12565,83.722,1,False
80.638,12656,82.344,12656,82.442,12656,79.411,12656,82.344,12656,80.437,12656,82.257,1,False
79.775,12674,82.378,12674,82.362,12674,81.712,12674,81.748,12674,82.976,12674,81.851,1,False
82.962,12687,82.611,12687,83.197,12687,83.257,12687,82.254,12687,81.911,12687,82.77,1,False
81.955,12736,81.638,12736,81.863,12736,82.827,12736,83.459,12736,83.684,12736,82.926,1,False
76.9,13078,77.44,13078,77.959,13078,76.74,13078,77.174,13078,76.952,13078,78.587,1,False
80.952,13080,83.817,13080,83.758,13080,80.952,13080,83.612,13080,84.768,13080,83.225,1,False
78.854,13146,80.446,13146,79.323,13146,78.699,13146,80.446,13146,83.611,13146,80.752,1,False
78.748,13147,80.481,13147,79.256,13147,79.661,13147,80.586,13147,77.458,13147,78.76,1,False
76.09,13148,81.474,13148,81.212,13148,77.997,13148,81.669,13148,81.198,13148,81.669,1,False
78.678,13149,80.461,13149,80.924,13149,82.39,13149,80.38,13149,81.684,13149,80.458,1,False
80.907,13150,84.531,13150,83.965,13150,77.961,13150,84.21,13150,79.265,13150,83.056,1,False
79.192,13196,80.292,13196,80.464,13196,78.126,13196,79.858,13196,81.764,13196,80.281,1,False
77.455,13382,79.073,13382,80.645,13382,77.997,13382,78.67,13382,79.54,13382,80.412,1,False
77.143,13461,79.221,13461,78.233,13461,76.408,13461,78.973,13461,77.034,13461,78.461,1,False
79.141,13475,79.262,13475,82.478,13475,77.174,13475,79.262,13475,78.675,13475,82.525,1,False
78.756,13477,81.927,13477,80.777,13477,79.092,13477,81.927,13477,81.507,13477,81.127,1,False
78.298,13537,82.382,13537,81.224,13537,77.604,13537,82.526,13537,83.174,13537,80.047,1,False
77.371,13893,81.825,13893,80.35,13893,75.316,13893,81.825,13893,81.371,13893,79.841,1,False
74.25,13897,74.881,13897,79.817,13897,74.74,13897,74.613,13897,75.628,13897,79.653,1,False
74.963,14744,76.837,14744,78.17,14744,74.919,14744,77.58,14744,77.882,14744,78.028,1,False
79.369,14862,79.676,14862,82.493,14862,81.149,14862,82.177,14862,81.45,14862,82.416,1,False
80.424,14882,82.557,14882,81.39,14882,80.402,14882,82.632,14882,80.272,14882,81.602,1,False
78.253,14890,83.769,14890,80.165,14890,81.648,14890,84.368,14890,85.461,14890,81.416,1,False
77.913,14906,80.51,14906,81.267,14906,77.967,14906,80.623,14906,78.926,14906,81.36,1,False
79.897,14907,80.711,14907,82.214,14907,79.193,14907,80.711,14907,80.45,14907,82.125,1,False
76.537,14914,77.229,14914,79.214,14914,77.371,14914,80.711,14914,76.855,14914,79.349,1,False
80.94,14916,80.106,14916,76.795,14916,78.146,14916,80.156,14916,78.773,14916,78.657,1,False
80.409,14930,82.497,14930,82.787,14930,82.426,14930,82.461,14930,82.128,14930,82.395,1,False
77.43,14932,78.659,14932,79.4,14932,77.361,14932,78.388,14932,79.133,14932,78.858,1,False
78.203,14939,78.725,14939,79.634,14939,77.724,14939,78.742,14939,77.687,14939,79.433,1,False
77.422,14947,79.899,14947,79.287,14947,77.433,14947,78.781,14947,77.361,14947,79.381,1,False
79.132,15180,80.82,15180,77.846,15180,77.651,15180,81.584,15180,81.451,15180,80.715,1,False
79.749,15240,80.53,15240,80.883,15240,79.749,15240,80.557,15240,79.266,15240,80.787,1,False
78.921,15339,80.624,15339,81.051,15339,81.823,15339,80.905,15339,81.997,15339,81.404,1,False
79.322,15419,77.552,15419,78.6,15419,78.683,15419,77.83,15419,78.347,15419,79.497,1,False
78.35,15425,80.617,15425,80.475,15425,77.516,15425,80.453,15425,77.723,15425,80.402,1,False
80.974,15426,82.528,15426,82.822,15426,80.122,15426,82.79,15426,83.374,15426,82.696,1,False
78.869,15474,81.347,15474,80.733,15474,79.089,15474,81.396,15474,81.072,15474,80.326,1,False
81.159,15519,82.859,15519,82.427,15519,81.639,15519,83.16,15519,83.586,15519,82.372,1,False
80.681,15524,79.995,15524,80.738,15524,81.466,15524,80.537,15524,81.857,15524,81.911,1,False
77.292,15589,81.036,15589,80.404,15589,77.102,15589,80.748,15589,77.3,15589,80.467,1,False
76.429,15679,79.201,15679,80.047,15679,78.995,15679,79.201,15679,80.369,15679,79.986,1,False
77.233,15743,81.36,15743,80.217,15743,78.683,15743,80.937,15743,78.455,15743,79.948,1,False
80.054,16036,81.88,16036,83.34,16036,79.697,16036,81.676,16036,81.671,16036,83.499,1,False
78.71,16039,80.646,16039,81.752,16039,78.909,16039,80.513,16039,81.852,16039,81.597,1,False
83.02,16064,83.764,16064,82.877,16064,83.02,16064,83.78,16064,82.63,16064,83.496,1,False
85.607,6018,87.68,6018,87.248,6018,85.952,6018,87.68,6018,85.399,6018,85.734,0,True
80.387,6021,85.81,6021,80.588,6021,80.594,6021,85.81,6021,86.327,6021,82.671,0,True
88.592,6026,87.961,6026,86.74,6026,87.415,6026,88.085,6026,85.75,6026,87.964,0,True
84.062,9479,85.62,9479,85.508,9479,83.706,9479,85.12,9479,85.137,9479,84.365,0,True
75.695,16980,75.977,16980,79.747,16980,75.674,16980,76.345,16980,80.105,16980,80.932,0,True
78.918,17014,79.212,17014,79.217,17014,79.006,17014,79.447,17014,78.206,17014,79.767,0,True
80.142,18230,85.067,18230,86.785,18230,83.978,18230,84.84,18230,85.997,18230,87.228,0,True
84.935,18348,87.741,18348,85.434,18348,86.448,18348,87.982,18348,85.173,18348,85.911,0,True
85.053,26715,83.676,26715,85.492,26715,84.941,26715,84.007,26715,84.882,26715,85.11,0,True
86.066,26747,84.442,26747,87.224,26747,86.502,26747,85.491,26747,86.693,26747,87.113,0,True
84.459,29788,85.051,29788,87.74,29788,83.807,29788,85.216,29788,85.426,29788,87.487,0,True
83.081,29835,85.824,29835,84.054,29835,83.646,29835,85.448,29835,85.418,29835,83.68,0,True
82.662,30606,86.5,30606,87.526,30606,82.487,30606,86.5,30606,82.42,30606,87.878,0,True
85.679,30845,87.293,30845,87.712,30845,87.465,30845,87.293,30845,87.203,30845,87.513,0,True
84.105,32072,86.449,32072,88.217,32072,84.503,32072,87.213,32072,87.525,32072,88.504,0,True
