resume DoorDash Score,Unnamed: 0,gpt_4o,Unnamed: 0,gpt_mini,Unnamed: 0,gpt_3.5,Unnamed: 0,gpt4o_twice,Unnamed: 0,Modifiedgpt4o-on3.5 DoorDash Score,Unnamed: 0,4o_on_mini,True Label,Will Manipulate
77.256,6239,81.431,6239,79.821,6239,78.146,6239,82.343,6239,77.563,6239,79.304,0,True
82.129,6240,81.696,6240,82.697,6240,81.775,6240,81.757,6240,81.521,6240,83.228,0,True
82.058,6254,82.229,6254,82.571,6254,81.343,6254,82.278,6254,83.659,6254,82.785,0,True
80.384,6255,81.911,6255,81.662,6255,80.066,6255,81.911,6255,82.392,6255,81.181,0,True
80.357,6342,80.02,6342,79.878,6342,80.395,6342,80.086,6342,79.508,6342,79.907,0,True
80.044,7630,84.271,7630,82.413,7630,79.104,7630,84.271,7630,82.999,7630,81.287,0,True
79.56,7654,81.897,7654,82.061,7654,79.334,7654,82.077,7654,80.761,7654,82.233,0,True
72.057,8890,81.232,8890,82.226,8890,77.725,8890,81.005,8890,83.744,8890,81.811,0,True
76.812,8916,78.336,8916,79.349,8916,75.135,8916,79.114,8916,79.058,8916,80.652,0,True
78.622,9028,80.956,9028,79.812,9028,79.934,9028,80.681,9028,80.683,9028,79.086,0,True
77.931,9066,78.043,9066,80.19,9066,77.232,9066,78.213,9066,79.806,9066,79.986,0,True
81.801,9445,80.869,9445,81.961,9445,80.125,9445,80.852,9445,80.613,9445,81.358,0,True
79.739,9542,78.233,9542,82.149,9542,78.305,9542,77.885,9542,83.185,9542,82.244,0,True
82.295,9546,82.339,9546,83.83,9546,82.822,9546,82.339,9546,84.284,9546,83.286,0,True
80.354,9547,83.775,9547,83.596,9547,79.731,9547,83.326,9547,83.907,9547,83.838,0,True
81.023,9583,81.833,9583,82.186,9583,81.122,9583,81.98,9583,82.684,9583,82.129,0,True
76.728,9587,80.975,9587,79.31,9587,78.771,9587,80.805,9587,80.904,9587,79.984,0,True
80.739,12037,82.397,12037,81.232,12037,80.913,12037,82.315,12037,82.107,12037,83.039,0,True
76.891,12116,80.48,12116,78.706,12116,77.07,12116,80.49,12116,79.993,12116,78.958,0,True
81.708,12122,83.386,12122,83.248,12122,81.953,12122,82.679,12122,83.243,12122,83.737,0,True
80.016,12124,81.895,12124,81.951,12124,80.255,12124,82.663,12124,82.615,12124,81.464,0,True
81.284,12141,81.105,12141,82.746,12141,80.435,12141,81.349,12141,81.767,12141,81.638,0,True
78.464,12143,80.308,12143,81.523,12143,77.651,12143,80.045,12143,80.922,12143,81.284,0,True
82.387,12149,81.963,12149,81.632,12149,81.986,12149,84.563,12149,82.457,12149,80.739,0,True
75.648,12161,81.166,12161,80.895,12161,76.449,12161,80.734,12161,76.258,12161,81.86,0,True
81.65,12252,80.948,12252,83.387,12252,81.738,12252,81.072,12252,83.311,12252,83.504,0,True
78.619,12408,81.214,12408,80.208,12408,79.003,12408,80.146,12408,80.178,12408,80.793,0,True
80.564,12409,81.342,12409,82.665,12409,81.787,12409,81.56,12409,82.501,12409,82.362,0,True
81.924,12410,82.412,12410,83.774,12410,83.044,12410,82.121,12410,83.075,12410,83.878,0,True
80.887,12418,82.771,12418,83.041,12418,80.276,12418,82.771,12418,80.366,12418,83.613,0,True
81.647,12422,82.991,12422,82.776,12422,81.219,12422,83.205,12422,82.144,12422,82.472,0,True
80.205,12435,81.561,12435,81.911,12435,80.447,12435,81.591,12435,81.102,12435,82.265,0,True
77.55,12436,81.21,12436,82.43,12436,77.665,12436,82.596,12436,81.26,12436,81.665,0,True
74.847,12437,81.888,12437,81.392,12437,75.956,12437,80.969,12437,81.737,12437,81.277,0,True
80.9,12447,83.799,12447,82.813,12447,82.611,12447,83.346,12447,84.221,12447,83.212,0,True
82.373,12448,83.902,12448,84.263,12448,82.993,12448,84.06,12448,83.662,12448,84.065,0,False
81.108,12449,84.173,12449,83.842,12449,79.295,12449,83.855,12449,84.295,12449,83.589,0,False
78.652,12450,82.256,12450,82.368,12450,78.839,12450,81.495,12450,78.405,12450,82.477,0,False
80.616,12451,81.625,12451,82.544,12451,79.892,12451,82.152,12451,82.24,12451,83.013,0,False
78.411,12452,80.003,12452,83.919,12452,80.175,12452,85.457,12452,78.838,12452,83.919,0,False
81.291,12453,82.049,12453,81.76,12453,80.766,12453,82.049,12453,81.506,12453,82.205,0,False
81.058,12454,81.395,12454,81.778,12454,79.542,12454,81.405,12454,79.852,12454,81.743,0,False
84.639,12455,83.715,12455,84.627,12455,84.494,12455,83.761,12455,84.3,12455,84.753,0,False
83.603,12456,84.859,12456,83.961,12456,81.453,12456,84.004,12456,84.495,12456,82.997,0,False
81.619,12457,81.117,12457,82.001,12457,82.331,12457,81.117,12457,81.929,12457,82.502,0,False
79.287,12458,85.786,12458,85.379,12458,79.287,12458,85.194,12458,79.053,12458,85.031,0,False
79.189,12459,82.564,12459,79.873,12459,80.069,12459,82.339,12459,80.073,12459,80.07,0,False
84.031,12460,83.054,12460,83.235,12460,84.656,12460,82.98,12460,82.715,12460,83.764,0,False
76.918,12461,78.612,12461,81.896,12461,76.918,12461,79.416,12461,83.848,12461,83.069,0,False
79.285,12462,81.263,12462,81.05,12462,79.3,12462,81.704,12462,78.088,12462,81.634,0,False
74.3,12463,78.255,12463,80.825,12463,74.213,12463,78.962,12463,77.028,12463,80.04,0,False
83.39,12464,86.015,12464,84.892,12464,83.121,12464,85.824,12464,85.259,12464,85.442,0,False
80.344,12465,80.599,12465,80.715,12465,80.481,12465,80.357,12465,79.761,12465,80.401,0,False
79.429,12466,80.665,12466,80.866,12466,80.074,12466,80.821,12466,82.251,12466,82.109,0,False
82.072,12467,83.704,12467,84.219,12467,80.844,12467,83.841,12467,83.377,12467,83.952,0,False
78.341,12468,78.073,12468,82.455,12468,78.889,12468,78.89,12468,78.866,12468,81.969,0,False
74.243,12469,77.043,12469,78.037,12469,74.243,12469,76.908,12469,76.825,12469,78.016,0,False
80.991,12470,84.035,12470,84.088,12470,81.11,12470,83.456,12470,85.054,12470,83.636,0,False
84.184,12471,84.446,12471,83.668,12471,81.441,12471,84.134,12471,82.113,12471,84.141,0,False
80.53,12472,82.64,12472,82.765,12472,80.873,12472,82.235,12472,82.186,12472,82.615,0,False
82.216,12473,81.277,12473,83.657,12473,80.873,12473,80.975,12473,81.963,12473,84.461,0,False
79.462,12474,80.89,12474,79.502,12474,79.462,12474,79.971,12474,80.723,12474,79.75,0,False
82.06,12475,81.666,12475,82.269,12475,80.011,12475,81.589,12475,81.104,12475,82.178,0,False
82.204,12476,81.454,12476,81.95,12476,80.358,12476,81.214,12476,81.656,12476,81.623,0,False
82.083,12477,83.953,12477,86.284,12477,80.686,12477,83.04,12477,84.812,12477,86.682,0,False
80.015,12478,83.188,12478,83.467,12478,81.113,12478,83.169,12478,81.128,12478,83.066,0,False
78.869,12479,81.55,12479,81.998,12479,78.669,12479,81.43,12479,82.238,12479,81.893,0,False
82.038,12480,81.97,12480,82.648,12480,82.34,12480,82.513,12480,81.66,12480,81.903,0,False
80.903,12481,80.824,12481,82.196,12481,79.538,12481,80.276,12481,81.128,12481,82.856,0,False
83.031,12482,82.601,12482,81.316,12482,81.859,12482,82.697,12482,83.855,12482,83.585,0,False
81.297,12483,79.992,12483,81.682,12483,78.839,12483,79.992,12483,79.97,12483,81.785,0,False
78.232,12484,81.493,12484,80.746,12484,78.785,12484,81.782,12484,81.334,12484,80.808,0,False
81.38,12485,82.445,12485,79.259,12485,81.366,12485,82.445,12485,82.876,12485,78.62,0,False
82.114,12486,83.185,12486,83.341,12486,81.481,12486,83.185,12486,83.49,12486,83.882,0,False
84.148,12487,82.151,12487,82.829,12487,83.672,12487,81.847,12487,82.851,12487,83.24,0,False
81.203,12488,81.182,12488,80.357,12488,79.429,12488,81.107,12488,80.647,12488,81.47,0,False
77.179,12489,77.546,12489,76.553,12489,76.974,12489,77.546,12489,77.685,12489,77.648,0,False
80.169,12490,82.151,12490,81.016,12490,79.818,12490,82.491,12490,81.777,12490,81.397,0,False
80.571,12491,83.06,12491,84.051,12491,80.74,12491,83.014,12491,80.919,12491,83.472,0,False
81.785,12492,82.34,12492,82.094,12492,81.788,12492,82.181,12492,83.038,12492,82.05,0,False
77.354,12493,82.745,12493,82.624,12493,76.421,12493,82.658,12493,83.325,12493,82.164,0,False
79.893,12494,81.565,12494,80.67,12494,78.938,12494,81.035,12494,78.938,12494,80.767,0,False
83.082,12495,84.739,12495,83.57,12495,82.232,12495,84.763,12495,83.498,12495,83.338,0,False
79.886,12496,81.079,12496,82.776,12496,78.651,12496,81.079,12496,81.638,12496,83.469,0,False
82.928,12497,84.59,12497,82.1,12497,82.986,12497,84.105,12497,83.769,12497,83.789,0,False
83.737,12498,83.344,12498,82.898,12498,82.831,12498,83.419,12498,83.744,12498,83.191,0,False
80.214,12499,79.916,12499,84.052,12499,80.269,12499,81.121,12499,80.145,12499,84.162,0,False
79.336,12500,79.759,12500,81.955,12500,79.591,12500,79.893,12500,79.603,12500,81.726,0,False
73.249,12501,75.313,12501,76.057,12501,74.271,12501,75.01,12501,81.071,12501,80.574,0,False
79.626,12502,83.532,12502,83.426,12502,79.313,12502,83.531,12502,82.64,12502,83.426,0,False
76.122,12503,81.025,12503,83.287,12503,75.748,12503,81.025,12503,81.42,12503,83.212,0,False
83.023,12504,84.259,12504,83.439,12504,81.996,12504,84.281,12504,84.211,12504,83.736,0,False
76.132,12505,75.976,12505,75.784,12505,75.841,12505,76.224,12505,77.778,12505,75.971,0,False
81.809,12506,81.996,12506,81.998,12506,81.53,12506,82.128,12506,82.37,12506,81.765,0,False
81.053,12507,80.357,12507,80.997,12507,78.869,12507,80.597,12507,79.366,12507,81.524,0,False
81.937,12508,80.477,12508,83.529,12508,81.399,12508,80.881,12508,82.307,12508,83.637,0,False
79.714,12509,81.508,12509,79.931,12509,78.91,12509,81.257,12509,80.649,12509,80.419,0,False
79.411,12510,82.713,12510,82.65,12510,78.436,12510,82.589,12510,84.13,12510,82.564,0,False
80.135,12511,81.212,12511,81.451,12511,80.301,12511,81.372,12511,81.689,12511,81.502,0,False
80.673,12512,80.513,12512,80.127,12512,80.972,12512,80.513,12512,80.329,12512,81.022,0,False
79.544,12513,80.374,12513,81.754,12513,79.618,12513,80.374,12513,79.874,12513,81.315,0,False
82.236,12514,83.474,12514,84.583,12514,84.803,12514,83.938,12514,85.002,12514,84.488,0,False
81.648,12515,82.446,12515,82.82,12515,81.976,12515,82.139,12515,81.809,12515,82.941,0,False
83.058,12516,83.898,12516,84.452,12516,81.958,12516,83.571,12516,84.3,12516,83.502,0,False
81.753,12518,83.154,12518,82.87,12518,84.472,12518,83.154,12518,84.164,12518,83.295,0,False
79.677,12519,82.477,12519,81.251,12519,80.803,12519,81.479,12519,81.287,12519,81.11,0,False
84.553,12520,84.162,12520,84.505,12520,83.753,12520,84.131,12520,84.8,12520,84.86,0,False
82.633,12521,81.974,12521,83.199,12521,81.996,12521,82.196,12521,83.001,12521,83.619,0,False
78.456,12523,82.222,12523,83.274,12523,80.482,12523,81.426,12523,81.93,12523,83.078,0,False
85.303,12525,85.148,12525,85.963,12525,85.794,12525,85.764,12525,85.471,12525,86.036,0,False
82.639,12526,84.22,12526,83.385,12526,83.992,12526,84.896,12526,85.147,12526,85.178,0,False
81.905,12527,83.366,12527,83.391,12527,81.905,12527,83.406,12527,83.641,12527,83.403,0,False
79.472,12528,79.22,12528,79.847,12528,79.291,12528,80.303,12528,80.195,12528,79.117,0,False
85.004,12529,85.75,12529,86.324,12529,84.709,12529,86.114,12529,85.502,12529,86.259,0,False
79.314,12530,80.006,12530,79.216,12530,79.133,12530,80.077,12530,79.302,12530,79.993,0,False
76.728,12531,81.059,12531,80.403,12531,76.304,12531,80.749,12531,79.608,12531,80.713,0,False
79.832,12532,83.167,12532,82.51,12532,81.227,12532,83.197,12532,80.747,12532,82.292,0,False
81.969,12533,82.765,12533,82.448,12533,80.31,12533,82.936,12533,80.125,12533,82.142,0,False
84.886,12565,84.532,12565,85.374,12565,84.821,12565,84.594,12565,84.316,12565,85.716,0,False
82.681,12656,83.564,12656,82.729,12656,81.613,12656,83.564,12656,81.882,12656,82.733,0,False
81.642,12674,83.641,12674,83.248,12674,82.357,12674,83.835,12674,82.708,12674,82.933,0,False
79.369,12687,79.395,12687,79.493,12687,79.865,12687,79.495,12687,79.586,12687,79.256,0,False
82.133,12736,83.163,12736,83.22,12736,82.083,12736,84.488,12736,83.233,12736,83.212,0,False
82.662,13078,81.554,13078,83.253,13078,78.985,13078,80.9,13078,80.923,13078,83.277,0,False
82.397,13080,84.124,13080,82.829,13080,82.397,13080,83.674,13080,83.001,13080,83.283,0,False
79.198,13146,83.591,13146,80.052,13146,78.891,13146,83.591,13146,83.257,13146,80.931,0,False
81.122,13147,81.444,13147,82.287,13147,81.496,13147,81.49,13147,80.487,13147,81.865,0,False
82.124,13148,83.661,13148,83.23,13148,82.443,13148,83.696,13148,83.397,13148,83.503,0,False
80.98,13149,81.307,13149,82.409,13149,83.178,13149,81.055,13149,83.218,13149,82.216,0,False
83.228,13150,83.176,13150,82.976,13150,80.909,13150,82.955,13150,81.571,13150,82.786,0,False
82.047,13196,83.898,13196,84.104,13196,82.069,13196,84.014,13196,85.1,13196,84.113,0,False
77.717,13382,81.236,13382,82.681,13382,79.751,13382,81.53,13382,81.369,13382,82.59,0,False
77.719,13461,80.532,13461,80.782,13461,79.002,13461,80.26,13461,79.127,13461,80.961,0,False
82.804,13475,83.223,13475,84.315,13475,81.069,13475,83.223,13475,82.115,13475,84.667,0,False
80.048,13477,82.568,13477,82.845,13477,79.553,13477,82.568,13477,81.289,13477,82.532,0,False
80.83,13537,84.418,13537,82.855,13537,80.579,13537,84.344,13537,85.207,13537,84.062,0,False
82.617,13893,82.944,13893,83.621,13893,78.878,13893,82.944,13893,83.497,13893,82.801,0,False
79.197,13897,79.298,13897,82.555,13897,79.46,13897,79.02,13897,78.941,13897,81.706,0,False
80.258,14744,83.744,14744,83.993,14744,80.045,14744,84.41,14744,84.429,14744,84.319,0,False
80.284,14862,80.137,14862,83.191,14862,80.849,14862,81.951,14862,82.465,14862,83.349,0,False
82.443,14882,82.813,14882,81.571,14882,83.567,14882,83.095,14882,83.945,14882,82.294,0,False
79.639,14890,84.404,14890,81.28,14890,81.433,14890,84.644,14890,84.893,14890,82.127,0,False
81.154,14906,81.438,14906,80.307,14906,79.899,14906,81.648,14906,81.018,14906,80.708,0,False
80.215,14907,82.001,14907,81.5,14907,81.609,14907,82.001,14907,82.651,14907,81.141,0,False
79.951,14914,81.036,14914,82.087,14914,80.66,14914,83.016,14914,80.956,14914,82.349,0,False
79.431,14916,80.716,14916,75.24,14916,79.947,14916,80.771,14916,80.581,14916,76.576,0,False
81.419,14930,82.656,14930,84.328,14930,81.701,14930,82.9,14930,81.388,14930,83.199,0,False
75.023,14932,78.681,14932,80.398,14932,74.628,14932,78.32,14932,79.843,14932,79.731,0,False
80.096,14939,80.286,14939,80.457,14939,76.688,14939,80.234,14939,76.571,14939,79.727,0,False
79.241,14947,80.525,14947,80.613,14947,79.799,14947,79.857,14947,78.954,14947,80.648,0,False
80.155,15180,82.004,15180,78.645,15180,78.961,15180,82.178,15180,82.766,15180,81.902,0,False
79.513,15240,81.364,15240,81.318,15240,79.513,15240,81.166,15240,80.368,15240,81.766,0,False
79.347,15339,83.01,15339,84.276,15339,79.998,15339,83.297,15339,82.293,15339,83.814,0,False
82.234,15419,81.224,15419,80.762,15419,80.801,15419,81.874,15419,82.497,15419,82.753,0,False
80.784,15425,84.355,15425,84.581,15425,82.022,15425,84.737,15425,82.007,15425,84.42,0,False
79.82,15426,83.425,15426,84.015,15426,79.779,15426,83.114,15426,84.247,15426,83.453,0,False
81.051,15474,81.652,15474,82.244,15474,81.555,15474,81.728,15474,80.324,15474,82.458,0,False
78.923,15519,82.748,15519,81.43,15519,78.464,15519,82.922,15519,82.588,15519,82.109,0,False
82.165,15524,81.622,15524,82.052,15524,82.72,15524,82.445,15524,82.836,15524,82.349,0,False
78.509,15589,82.752,15589,81.159,15589,77.849,15589,82.682,15589,79.716,15589,81.041,0,False
74.458,15679,76.555,15679,77.197,15679,76.52,15679,76.555,15679,78.231,15679,76.902,0,False
77.237,15743,80.328,15743,79.389,15743,77.955,15743,79.802,15743,77.699,15743,79.26,0,False
80.419,16036,84.116,16036,85.408,16036,80.786,16036,84.077,16036,83.438,16036,85.436,0,False
80.565,16039,81.672,16039,82.145,16039,80.719,16039,81.383,16039,81.793,16039,82.106,0,False
85.761,16064,84.787,16064,85.347,16064,85.761,16064,84.839,16064,84.154,16064,85.975,0,False
77.359,6018,78.879,6018,78.522,6018,76.732,6018,78.879,6018,76.248,6018,77.803,1,True
76.957,6021,80.784,6021,77.821,6021,77.173,6021,80.784,6021,80.924,6021,79.254,1,True
78.456,6026,80.264,6026,80.127,6026,78.438,6026,80.651,6026,78.491,6026,80.067,1,True
78.834,9479,79.129,9479,80.224,9479,77.294,9479,79.224,9479,78.639,9479,79.75,1,True
77.141,16980,77.708,16980,80.571,16980,77.411,16980,77.771,16980,80.794,16980,81.575,1,True
77.237,17014,76.078,17014,77.647,17014,74.861,17014,76.325,17014,73.936,17014,77.993,1,True
75.989,18230,76.005,18230,78.052,18230,76.075,18230,75.878,18230,76.565,18230,78.465,1,True
78.917,18348,80.413,18348,78.715,18348,79.357,18348,80.004,18348,77.939,18348,79.48,1,True
79.694,26715,79.96,26715,81.933,26715,80.396,26715,80.022,26715,81.367,26715,81.389,1,True
80.852,26747,80.021,26747,82.111,26747,81.309,26747,80.286,26747,82.647,26747,82.237,1,True
78.953,29788,77.73,29788,80.398,29788,77.691,29788,77.663,29788,77.695,29788,80.331,1,True
79.948,29835,81.79,29835,81.036,29835,80.38,29835,81.343,29835,82.08,29835,80.597,1,True
76.332,30606,79.028,30606,80.387,30606,75.1,30606,79.028,30606,75.784,30606,80.867,1,True
80.344,30845,80.325,30845,81.637,30845,79.9,30845,80.325,30845,80.088,30845,81.13,1,True
