,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
29788,0.6564599,0.82822996,0.63380075,0.8169004,0.54558945,0.7727947,0.54501206,0.772506,0.709893,0.8549465,0.819308,0.909654,0.7948568,0.8974284,0.7648797,0.88243985,0.77191126,0.88595563,0.83972764,0.9198638
29835,0.6479939,0.82399696,0.6775125,0.83875626,0.5563562,0.7781781,0.5822648,0.7911324,0.6526625,0.82633126,0.7372818,0.8686409,0.73233604,0.866168,0.7530542,0.8765271,0.75648236,0.8782412,0.77828074,0.88914037
30606,0.69080544,0.8454027,0.60791516,0.8039576,0.5989152,0.7994576,0.5663059,0.78315294,0.70111305,0.8505565,0.81879234,0.9093962,0.6908007,0.84540033,0.73729396,0.868647,0.7803844,0.8901922,0.8164636,0.9082318
30845,0.67032886,0.8351644,0.6552122,0.8276061,0.5847701,0.79238504,0.58564407,0.792822,0.69965315,0.8498266,0.8024777,0.90123886,0.72564286,0.86282146,0.76136786,0.8806839,0.7666817,0.88334084,0.81947196,0.909736
32072,0.73930675,0.86965334,0.6927732,0.8463866,0.6942022,0.8471011,0.63955295,0.8197765,0.7249757,0.86248785,0.8178284,0.9089142,0.73321974,0.8666099,0.8168278,0.9084139,0.75056845,0.8752842,0.7962472,0.8981236
46443,0.6503161,0.82515806,0.67918146,0.8395907,0.6166437,0.80832183,0.62602854,0.81301427,0.6611532,0.8305766,0.71965635,0.8598282,0.6700992,0.8350496,0.75098014,0.87549007,0.74431026,0.87215513,0.7692529,0.88462645
46506,0.53074545,0.76537275,0.5546343,0.77731717,0.47378623,0.7368931,0.49618295,0.74809146,0.56839454,0.7841973,0.658311,0.8291555,0.61563003,0.807815,0.65827674,0.8291384,0.6987744,0.84938717,0.71513957,0.8575698
50300,0.6856999,0.84284997,0.68560886,0.84280443,0.6596177,0.82980883,0.62862253,0.81431127,0.7242625,0.86213124,0.7655693,0.88278466,0.72285527,0.86142766,0.7753688,0.8876844,0.7469809,0.87349045,0.7932999,0.89664996
51419,0.6815681,0.8407841,0.6698382,0.8349191,0.61547184,0.8077359,0.59622,0.79811,0.70754623,0.8537731,0.796,0.898,0.76601875,0.8830094,0.75967336,0.8798367,0.78218055,0.8910903,0.8207898,0.9103949
53971,0.68758214,0.84379107,0.63788426,0.8189421,0.58358926,0.79179466,0.5765648,0.7882824,0.7263832,0.8631916,0.81379557,0.9068978,0.7985433,0.8992716,0.76199883,0.88099945,0.78922355,0.8946118,0.8245448,0.9122724
53972,0.63464403,0.817322,0.595514,0.797757,0.5286439,0.7643219,0.56190443,0.7809522,0.65328425,0.82664216,0.7750672,0.8875336,0.7254759,0.86273795,0.719072,0.859536,0.7428185,0.87140924,0.766089,0.8830445
53973,0.67496413,0.8374821,0.6358985,0.81794924,0.5818006,0.7909003,0.6101954,0.8050977,0.70246243,0.8512312,0.8013469,0.90067345,0.7556633,0.87783164,0.7798304,0.8899152,0.76427007,0.88213503,0.8162298,0.9081149
53974,0.6635643,0.83178216,0.61188185,0.8059409,0.58141136,0.7907057,0.5923132,0.7961566,0.7181548,0.8590774,0.7849072,0.8924536,0.7428803,0.8714402,0.72925866,0.8646293,0.7514941,0.8757471,0.78282195,0.89141095
53975,0.65415245,0.8270762,0.63027894,0.8151395,0.5985105,0.79925525,0.5722121,0.78610605,0.6798316,0.8399158,0.78655136,0.8932757,0.7362699,0.868135,0.72031224,0.8601561,0.76682854,0.88341427,0.77499455,0.8874973
53976,0.6034031,0.80170155,0.58435065,0.7921753,0.533382,0.76669097,0.5187173,0.75935864,0.6517961,0.82589805,0.74094456,0.8704723,0.7423164,0.87115824,0.6812086,0.8406043,0.728255,0.8641275,0.76528645,0.8826432
53977,0.74269724,0.8713486,0.69573313,0.84786654,0.62577057,0.8128853,0.66356456,0.8317823,0.714002,0.857001,0.7601731,0.88008654,0.75787705,0.87893856,0.76788557,0.8839428,0.78405094,0.8920255,0.7891489,0.89457446
53978,0.69196916,0.8459846,0.6546356,0.82731783,0.60099614,0.80049807,0.62418354,0.81209177,0.711882,0.855941,0.80238473,0.90119237,0.75992125,0.87996066,0.75721854,0.8786093,0.7702372,0.8851186,0.81919974,0.9095999
53979,0.74228585,0.8711429,0.69209886,0.8460494,0.6702263,0.83511317,0.6113181,0.80565906,0.7781662,0.8890831,0.87869644,0.9393482,0.7888821,0.894441,0.8303671,0.91518354,0.7912077,0.89560384,0.8524881,0.926244
53981,0.58862513,0.7943126,0.6066859,0.80334294,0.52427125,0.7621356,0.5687753,0.78438765,0.607003,0.8035015,0.68644726,0.84322363,0.68527246,0.8426362,0.67042863,0.8352143,0.7021623,0.85108113,0.7088865,0.85444325
54796,0.6950642,0.8475321,0.69099593,0.84549797,0.58467245,0.7923362,0.6529806,0.8264903,0.64787245,0.8239362,0.7173121,0.85865605,0.7168479,0.85842395,0.7770696,0.8885348,0.7652543,0.8826271,0.7593212,0.8796606
54797,0.72730416,0.8636521,0.69287664,0.8464383,0.67414254,0.8370713,0.62051463,0.8102573,0.76595306,0.88297653,0.8747879,0.93739396,0.78676367,0.89338183,0.818532,0.909266,0.76244843,0.8812242,0.8679776,0.9339888
54798,0.6787076,0.8393538,0.7067716,0.8533858,0.619547,0.8097735,0.62264144,0.8113207,0.6754942,0.8377471,0.7410128,0.8705064,0.72759926,0.86379963,0.73418283,0.8670914,0.7932895,0.8966447,0.7687223,0.88436115
54799,0.584036,0.792018,0.57871675,0.7893584,0.47570384,0.7378519,0.5366027,0.76830137,0.5688579,0.78442895,0.67575204,0.837876,0.6702414,0.8351207,0.64783514,0.82391757,0.71007407,0.85503703,0.73549944,0.8677497
54800,0.7113161,0.85565805,0.69664395,0.848322,0.6340829,0.81704146,0.6176909,0.80884546,0.7051871,0.85259354,0.7751,0.88755,0.75093997,0.87547,0.77933776,0.8896689,0.78289914,0.8914496,0.78689444,0.8934472
56453,0.73254335,0.8662717,0.6667337,0.8333669,0.6198717,0.8099358,0.5871644,0.7935822,0.7278653,0.8639326,0.82623607,0.913118,0.787962,0.893981,0.7385011,0.86925054,0.7486863,0.87434316,0.8106117,0.90530586
56528,0.6853873,0.8426937,0.6419039,0.82095194,0.5608809,0.78044045,0.55351573,0.77675784,0.6922585,0.84612924,0.7512845,0.87564224,0.72562164,0.86281085,0.6805979,0.84029895,0.7185478,0.8592739,0.73139703,0.8656985
56542,0.7281195,0.86405975,0.6889978,0.8444989,0.6072142,0.8036071,0.644737,0.8223685,0.72593105,0.8629655,0.8191197,0.90955985,0.7711213,0.88556063,0.8071746,0.90358734,0.80224156,0.9011208,0.83870053,0.91935027
56543,0.67547834,0.83773917,0.6407061,0.82035303,0.57994384,0.78997195,0.5804162,0.7902081,0.6669307,0.83346534,0.74812114,0.8740606,0.7401704,0.87008524,0.72618973,0.86309487,0.76173365,0.8808668,0.7641506,0.8820753
56544,0.66836476,0.8341824,0.6743865,0.83719325,0.57883346,0.78941673,0.6254606,0.8127303,0.68776774,0.8438839,0.758332,0.879166,0.76217735,0.8810887,0.755365,0.8776825,0.7708323,0.88541615,0.79576355,0.89788175
56545,0.56228673,0.78114337,0.6375265,0.81876326,0.49008703,0.7450435,0.53379655,0.7668983,0.5591708,0.77958536,0.5629793,0.7814896,0.64569694,0.82284844,0.644792,0.82239604,0.65325737,0.8266287,0.6028757,0.80143785
56618,0.70506597,0.852533,0.7475536,0.8737768,0.61259425,0.8062971,0.6387824,0.8193912,0.7034321,0.85171604,0.7491076,0.8745538,0.7565836,0.8782918,0.8021952,0.9010976,0.7981572,0.8990786,0.7785553,0.88927764
56619,0.62539005,0.812695,0.6196227,0.80981135,0.5337652,0.7668826,0.5840331,0.7920165,0.6331879,0.81659395,0.70951205,0.854756,0.7084477,0.85422385,0.67704654,0.83852327,0.7034118,0.8517059,0.73578227,0.86789113
56629,0.6953199,0.84765995,0.65508425,0.8275421,0.57163167,0.78581583,0.6041124,0.8020562,0.708995,0.8544975,0.82784224,0.9139211,0.776322,0.888161,0.80463713,0.9023186,0.767551,0.8837755,0.8451317,0.9225658
56630,0.7186806,0.8593403,0.6840581,0.8420291,0.60206896,0.80103445,0.6389297,0.81946486,0.7136728,0.85683644,0.7913493,0.89567465,0.7712255,0.8856127,0.77405584,0.8870279,0.80942607,0.90471303,0.8171576,0.9085788
56631,0.61682117,0.8084106,0.6209326,0.8104663,0.5271498,0.7635749,0.5570791,0.77853954,0.624676,0.812338,0.7288339,0.86441696,0.69810784,0.8490539,0.72206223,0.8610311,0.7374779,0.86873895,0.78590024,0.8929501
56632,0.64207625,0.8210381,0.6387822,0.81939113,0.56471,0.782355,0.60428464,0.8021423,0.6540081,0.8270041,0.74709135,0.87354565,0.720892,0.860446,0.7590053,0.87950265,0.74444735,0.8722237,0.79313636,0.8965682
56633,0.70749843,0.8537492,0.61977994,0.80989,0.59243983,0.79621994,0.57416856,0.7870843,0.682061,0.8410305,0.7959621,0.89798105,0.7400239,0.8700119,0.7398274,0.8699137,0.7151206,0.8575603,0.7971984,0.8985992
56634,0.52323955,0.7616198,0.50810194,0.75405097,0.4492403,0.72462016,0.4960766,0.7480383,0.51511776,0.7575589,0.5844525,0.79222625,0.56959116,0.7847956,0.589622,0.794811,0.6576561,0.82882804,0.6482526,0.8241263
56635,0.6149338,0.80746686,0.68078434,0.8403922,0.5702424,0.7851212,0.5862138,0.7931069,0.6438018,0.8219009,0.694438,0.847219,0.68446994,0.84223497,0.71137404,0.855687,0.72196174,0.86098087,0.74468625,0.8723431
56637,0.6486825,0.82434124,0.6496596,0.8248298,0.5635016,0.7817508,0.63224804,0.816124,0.6692889,0.83464444,0.74988997,0.874945,0.72046924,0.8602346,0.7641371,0.8820685,0.7659451,0.88297254,0.78219944,0.8910997
56638,0.7701901,0.88509506,0.6953778,0.8476889,0.6337402,0.8168701,0.6067574,0.8033787,0.7657347,0.88286734,0.860866,0.93043303,0.7953569,0.8976785,0.77385163,0.8869258,0.7554559,0.877728,0.83574754,0.91787374
56639,0.5473318,0.7736659,0.5518551,0.77592754,0.5058144,0.75290716,0.48702252,0.74351126,0.58919,0.794595,0.7399726,0.8699863,0.7136469,0.85682344,0.6670071,0.83350354,0.7107597,0.8553798,0.75316536,0.8765827
56641,0.6046704,0.8023352,0.573207,0.7866035,0.5197432,0.7598716,0.5308734,0.7654367,0.63226175,0.8161309,0.74291396,0.871457,0.71619964,0.8580998,0.68268883,0.8413444,0.71167547,0.8558377,0.7796308,0.8898154
56642,0.6099933,0.8049966,0.5898075,0.79490376,0.48003843,0.7400192,0.5246811,0.76234055,0.62652814,0.8132641,0.705698,0.852849,0.7431853,0.87159264,0.6674042,0.8337021,0.72319424,0.8615971,0.73665607,0.86832803
56643,0.78475803,0.89237905,0.72425914,0.86212957,0.7068145,0.85340726,0.69513994,0.84756994,0.7178751,0.85893756,0.7516735,0.87583673,0.66982543,0.8349127,0.7889521,0.89447606,0.7816143,0.89080715,0.7531525,0.87657624
56644,0.6143661,0.807183,0.602432,0.801216,0.51531994,0.75766,0.54307175,0.7715359,0.6144403,0.80722016,0.68094206,0.840471,0.70301545,0.8515077,0.6729854,0.83649266,0.6908066,0.8454033,0.68382347,0.84191173
56645,0.7073697,0.85368484,0.70685875,0.8534294,0.6046078,0.8023039,0.6651926,0.8325963,0.7095292,0.8547646,0.804,0.902,0.75486434,0.87743217,0.82974553,0.91487277,0.80403614,0.9020181,0.82705873,0.9135294
56646,0.58545464,0.79272735,0.58134073,0.7906704,0.47315723,0.7365786,0.57599056,0.7879953,0.59296894,0.7964845,0.6565522,0.8282761,0.6608805,0.8304403,0.64722335,0.8236117,0.70172906,0.8508645,0.6974778,0.8487389
56647,0.6483408,0.8241704,0.64871633,0.82435817,0.54480684,0.7724034,0.61455727,0.80727863,0.6639057,0.8319528,0.7380035,0.86900175,0.7340727,0.86703634,0.72687215,0.8634361,0.7318753,0.86593765,0.7803638,0.8901819
56648,0.7229473,0.8614737,0.6818632,0.8409316,0.61120594,0.80560297,0.657056,0.828528,0.7186965,0.85934824,0.77050185,0.8852509,0.7669226,0.8834613,0.7719102,0.8859551,0.762148,0.881074,0.77109385,0.8855469
56649,0.68752974,0.8437649,0.69345725,0.8467286,0.60275793,0.80137897,0.6257553,0.81287766,0.65350854,0.8267543,0.66983247,0.83491623,0.6326186,0.81630933,0.71485484,0.8574274,0.72206306,0.86103153,0.6825733,0.84128666
56650,0.72466934,0.86233467,0.6988857,0.84944284,0.6129895,0.8064947,0.6382469,0.81912345,0.75244516,0.8762226,0.81659734,0.9082987,0.7953743,0.89768714,0.78354275,0.8917714,0.77766615,0.88883305,0.81798136,0.9089907
56651,0.6696037,0.83480185,0.5893514,0.7946757,0.53923357,0.7696168,0.5132787,0.75663936,0.7140346,0.8570173,0.79822314,0.89911157,0.7537074,0.8768537,0.71336675,0.8566834,0.7319703,0.86598516,0.7888358,0.8944179
56652,0.75429475,0.8771474,0.67778695,0.8388935,0.64437866,0.82218933,0.6261934,0.8130967,0.74787843,0.8739392,0.843158,0.921579,0.75920355,0.8796018,0.801022,0.900511,0.79308355,0.8965418,0.8341682,0.9170841
56653,0.66506743,0.8325337,0.64675725,0.8233786,0.5901482,0.7950741,0.5598146,0.7799073,0.6746857,0.83734286,0.78489536,0.8924477,0.7402296,0.8701148,0.7422245,0.8711122,0.7604687,0.88023436,0.7963654,0.8981827
56654,0.77416575,0.8870829,0.7046272,0.85231364,0.6599738,0.82998693,0.6407272,0.82036364,0.7945611,0.8972806,0.8468002,0.9234001,0.7821027,0.89105135,0.8040273,0.90201366,0.80187476,0.9009374,0.83167005,0.915835
56656,0.5958475,0.79792374,0.5759014,0.7879507,0.52117,0.760585,0.5466928,0.7733464,0.62105405,0.810527,0.66695637,0.8334782,0.6535041,0.82675207,0.65401816,0.8270091,0.66860974,0.83430487,0.6969614,0.8484807
56657,0.5878986,0.7939493,0.55589104,0.7779455,0.47690204,0.738451,0.5049975,0.75249875,0.61255383,0.8062769,0.7474786,0.8737393,0.7164899,0.85824496,0.6602323,0.83011615,0.7078315,0.85391575,0.7652661,0.8826331
56661,0.7067133,0.85335666,0.6848725,0.84243625,0.5898589,0.79492944,0.6112983,0.80564916,0.71873474,0.8593674,0.8005783,0.9002892,0.7237886,0.8618943,0.75768316,0.8788416,0.75572056,0.8778603,0.7782755,0.88913774
56662,0.7069,0.85345,0.7173903,0.85869515,0.5848375,0.7924187,0.65347147,0.82673573,0.7125778,0.8562889,0.78930986,0.8946549,0.7591076,0.8795538,0.8266298,0.91331494,0.8260824,0.91304123,0.83274305,0.9163715
56725,0.7318934,0.8659467,0.69708717,0.8485436,0.65174544,0.8258727,0.6400057,0.82000285,0.7460193,0.8730097,0.8448195,0.9224098,0.80187976,0.9009399,0.82074,0.91037,0.77645946,0.8882297,0.8506433,0.92532164
56795,0.6540109,0.82700545,0.63101405,0.81550705,0.58647573,0.79323786,0.56208205,0.781041,0.67848957,0.8392448,0.7601336,0.8800668,0.74836713,0.87418354,0.7706898,0.88534486,0.75896335,0.8794817,0.8020026,0.90100133
56796,0.60011476,0.8000574,0.60616475,0.80308235,0.55176955,0.77588475,0.5613413,0.78067064,0.6615294,0.8307647,0.73330134,0.8666507,0.7340367,0.86701834,0.74039865,0.8701993,0.7133179,0.85665894,0.75663066,0.8783153
56797,0.75196755,0.8759838,0.7264635,0.8632318,0.62035364,0.81017685,0.6414089,0.82070446,0.7617273,0.88086367,0.8078759,0.90393794,0.77101445,0.8855072,0.79748845,0.8987442,0.7772282,0.88861406,0.80768514,0.90384257
56798,0.63603145,0.8180157,0.6318896,0.8159448,0.5625417,0.78127086,0.5721447,0.7860724,0.6494601,0.82473004,0.717466,0.858733,0.7458309,0.87291545,0.7128413,0.85642064,0.7417079,0.87085396,0.76695836,0.8834792
56799,0.6980791,0.84903955,0.6766994,0.8383497,0.59001136,0.7950057,0.6194504,0.80972517,0.7166396,0.85831976,0.7710504,0.8855252,0.7802172,0.8901086,0.7666291,0.88331455,0.7854525,0.89272624,0.8072416,0.90362084
56800,0.7159234,0.8579617,0.68968153,0.84484076,0.6158405,0.8079202,0.6511172,0.8255586,0.66597104,0.8329855,0.7260306,0.8630153,0.65783775,0.8289189,0.73822224,0.8691111,0.73935294,0.8696765,0.73096335,0.8654817
56801,0.700161,0.8500805,0.6964201,0.84821004,0.6075021,0.80375105,0.5973618,0.7986809,0.7103503,0.85517514,0.80101436,0.9005072,0.7329493,0.8664746,0.771404,0.885702,0.76284087,0.88142043,0.76996714,0.88498354
56802,0.6075623,0.80378115,0.5884863,0.79424316,0.540786,0.770393,0.5619118,0.7809559,0.59817624,0.7990881,0.70313257,0.8515663,0.68940747,0.84470373,0.67356944,0.8367847,0.72867656,0.8643383,0.7000916,0.8500458
56803,0.7667197,0.88335985,0.70203495,0.8510175,0.6635329,0.8317665,0.62416637,0.8120832,0.7524451,0.87622255,0.86600447,0.93300223,0.76690984,0.8834549,0.78683645,0.8934182,0.7473801,0.87369,0.8368822,0.91844106
56804,0.6885809,0.84429044,0.6919905,0.84599525,0.6222414,0.8111207,0.63518286,0.8175914,0.7033084,0.8516542,0.7751651,0.88758254,0.73850995,0.86925495,0.80016637,0.9000832,0.7674249,0.8837124,0.7863122,0.8931561
56805,0.6937841,0.84689206,0.6617824,0.8308912,0.6211302,0.8105651,0.6421863,0.82109314,0.64837253,0.82418627,0.72938347,0.86469173,0.68630433,0.84315217,0.74299943,0.8714997,0.75805664,0.8790283,0.7579925,0.87899625
56807,0.73964715,0.8698236,0.7258414,0.8629207,0.6126803,0.80634016,0.6482376,0.8241188,0.7485033,0.87425166,0.7922727,0.89613634,0.812088,0.906044,0.7776571,0.8888285,0.8135668,0.9067834,0.8254505,0.9127252
56809,0.71842974,0.8592149,0.68808365,0.8440418,0.6332971,0.81664854,0.66371703,0.8318585,0.71808755,0.8590438,0.7991059,0.89955294,0.73122704,0.8656135,0.80001295,0.9000065,0.8026384,0.9013192,0.80407774,0.9020389
56859,0.6175227,0.80876136,0.6066303,0.80331516,0.49281728,0.74640864,0.56978333,0.78489166,0.616722,0.808361,0.7049571,0.85247856,0.68585265,0.8429263,0.6689607,0.83448035,0.7393109,0.8696555,0.7223426,0.8611713
56860,0.6931107,0.84655535,0.70846,0.85423,0.5860539,0.7930269,0.6742134,0.8371067,0.7077753,0.8538877,0.787274,0.893637,0.7770807,0.8885404,0.81279904,0.9063995,0.78453374,0.89226687,0.8390801,0.91954005
56861,0.59760225,0.7988011,0.5471505,0.77357525,0.52542275,0.7627114,0.59845287,0.7992264,0.5830003,0.79150015,0.68120956,0.8406048,0.6456561,0.82282805,0.67841864,0.8392093,0.68230695,0.8411535,0.70681727,0.85340863
56862,0.72186005,0.86093,0.68626904,0.8431345,0.6064831,0.80324155,0.6168887,0.8084444,0.67348874,0.83674437,0.7928374,0.8964187,0.7337757,0.8668878,0.7540536,0.8770268,0.7789605,0.88948023,0.7907858,0.8953929
57384,0.7377571,0.86887854,0.6924851,0.84624255,0.65657055,0.8282853,0.6675328,0.8337664,0.7252683,0.8626342,0.80472326,0.90236163,0.7713615,0.88568074,0.7925831,0.89629155,0.748453,0.8742265,0.8103658,0.9051829
57400,0.741004,0.870502,0.6967919,0.84839594,0.63822806,0.819114,0.63561964,0.8178098,0.73176986,0.8658849,0.8012041,0.90060204,0.7412555,0.87062776,0.7926136,0.8963068,0.7219684,0.8609842,0.7897291,0.89486456
62042,0.76868135,0.88434064,0.7416704,0.8708352,0.69899803,0.849499,0.69390255,0.84695125,0.7195648,0.8597824,0.75858164,0.8792908,0.7062504,0.8531252,0.7635428,0.8817714,0.7523626,0.8761813,0.7634155,0.8817078
63086,0.4806888,0.7403444,0.49334022,0.7466701,0.42389393,0.71194696,0.4233652,0.7116826,0.48079753,0.74039876,0.61271214,0.8063561,0.5968622,0.7984311,0.561661,0.7808305,0.6303617,0.81518084,0.64289093,0.82144547
63087,0.70537347,0.85268676,0.65498567,0.82749283,0.5967338,0.7983669,0.62978363,0.8148918,0.69003606,0.845018,0.7878386,0.8939193,0.7718293,0.8859147,0.71840405,0.859202,0.74184585,0.8709229,0.78768384,0.8938419
83710,0.6877456,0.8438728,0.70521814,0.85260904,0.5930182,0.7965091,0.6545954,0.8272977,0.7012708,0.8506354,0.74793935,0.8739697,0.6955461,0.8477731,0.79333216,0.89666605,0.750857,0.8754285,0.7857885,0.89289427
83711,0.56843096,0.78421545,0.6099725,0.80498624,0.5827738,0.7913869,0.5183971,0.75919855,0.51399934,0.7569997,0.46142277,0.7307114,0.45300806,0.726504,0.57270455,0.7863523,0.507554,0.753777,0.46020806,0.730104
86666,0.6847075,0.84235376,0.7281277,0.86406386,0.60178494,0.8008925,0.66370285,0.8318514,0.691727,0.84586346,0.7878524,0.8939262,0.77961755,0.8898088,0.8186135,0.90930676,0.789521,0.8947605,0.82761437,0.91380715
87779,0.40011424,0.70005715,0.46592772,0.73296386,0.34450763,0.67225385,0.4208058,0.7104029,0.39580834,0.69790417,0.36785573,0.6839279,0.44119006,0.720595,0.41914183,0.7095709,0.44905576,0.7245279,0.41277087,0.70638543
97622,0.7277466,0.8638733,0.7125053,0.8562527,0.6591147,0.82955736,0.626369,0.8131845,0.7583189,0.87915945,0.86210287,0.93105143,0.7809925,0.89049625,0.839694,0.919847,0.8163134,0.9081567,0.8634486,0.9317243
98134,0.6698495,0.83492476,0.6419731,0.8209865,0.60316193,0.80158097,0.5474693,0.7737347,0.665594,0.832797,0.768456,0.884228,0.7429085,0.87145424,0.7359642,0.8679821,0.76227236,0.8811362,0.8016834,0.9008417
