,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Score
29788,0.6628831,0.8314415,0.6471869,0.82359344,0.5619525,0.78097624,0.56722826,0.78361416,0.7015674,0.8507837,0.8117695,0.90588474,0.78121996,0.89061,0.77176666,0.88588333,0.77409565,0.8870478,0.82619107,0.91309553
29835,0.6623925,0.83119625,0.68522304,0.84261155,0.57866263,0.7893313,0.5973222,0.7986611,0.6536993,0.82684964,0.7412695,0.8706348,0.71946895,0.8597345,0.7591095,0.87955475,0.7551253,0.87756264,0.774621,0.8873105
30606,0.1642223,0.5821111,0.17766544,0.58883274,0.16855964,0.58427984,0.10893113,0.5544656,0.22874583,0.6143729,0.20353898,0.6017695,0.18218604,0.591093,0.18959719,0.59479856,0.18134867,0.59067434,0.18483716,0.59241855
30845,0.66194487,0.83097243,0.6492728,0.8246364,0.5787889,0.78939444,0.6192383,0.8096192,0.66499245,0.8324962,0.780409,0.8902045,0.7039649,0.8519825,0.7501273,0.87506366,0.7737458,0.8868729,0.78267956,0.8913398
32072,0.7361594,0.86807966,0.7209915,0.86049575,0.6963102,0.84815514,0.6709447,0.83547235,0.7230827,0.8615414,0.8033386,0.90166926,0.7282898,0.8641449,0.8145433,0.9072716,0.762338,0.88116896,0.7823571,0.89117855
46443,0.70092654,0.8504633,0.71488345,0.8574417,0.6843833,0.84219164,0.65056974,0.82528484,0.724522,0.862261,0.7672671,0.88363355,0.68579364,0.8428968,0.78616285,0.8930814,0.76852506,0.88426256,0.79264045,0.8963202
46506,0.5446682,0.7723341,0.57940966,0.7897048,0.50146365,0.7507318,0.51457554,0.75728774,0.590642,0.795321,0.66615,0.833075,0.6212616,0.8106308,0.67107177,0.8355359,0.70401853,0.8520093,0.7202068,0.86010337
50300,0.6685673,0.83428365,0.69405174,0.8470259,0.6437446,0.8218723,0.62725085,0.81362545,0.70516086,0.8525804,0.7341442,0.8670721,0.70704937,0.8535247,0.76939934,0.8846997,0.74172366,0.8708618,0.771533,0.8857665
51419,0.72053987,0.8602699,0.7019496,0.8509748,0.62855697,0.8142785,0.6218788,0.81093943,0.73301816,0.8665091,0.81877625,0.9093881,0.7821996,0.8910998,0.7761183,0.88805914,0.7759062,0.8879531,0.82809275,0.9140464
53971,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
53972,0.63255095,0.8162755,0.5971466,0.79857326,0.5302166,0.7651083,0.55836344,0.7791817,0.6568699,0.82843494,0.75314796,0.876574,0.7147025,0.85735124,0.69971704,0.8498585,0.7292174,0.8646087,0.7411984,0.8705992
53973,0.65105474,0.82552737,0.6424429,0.8212215,0.56617427,0.78308713,0.58967555,0.7948378,0.7033116,0.85165584,0.79516727,0.8975836,0.76262,0.88131,0.77200353,0.88600177,0.77165735,0.8858287,0.8193503,0.9096751
53974,0.6906576,0.8453288,0.643433,0.8217165,0.6320078,0.8160039,0.6247554,0.8123777,0.69873005,0.849365,0.75676966,0.8783848,0.7164633,0.85823166,0.7348217,0.86741084,0.74076766,0.87038386,0.7651937,0.88259685
53975,0.644161,0.8220805,0.61727077,0.80863535,0.57572854,0.78786427,0.57586825,0.7879341,0.6737158,0.8368579,0.77337044,0.88668525,0.73272663,0.8663633,0.70998883,0.8549944,0.7562338,0.8781169,0.76628256,0.8831413
53976,0.5734086,0.7867043,0.5416261,0.77081305,0.48286647,0.74143326,0.505518,0.752759,0.599375,0.7996875,0.6707694,0.8353847,0.69061756,0.8453088,0.62523806,0.81261903,0.6754823,0.83774114,0.6971181,0.848559
53977,0.73874617,0.8693731,0.68769014,0.84384507,0.61868525,0.8093426,0.6531086,0.8265543,0.7175518,0.8587759,0.7635226,0.8817613,0.7497626,0.87488127,0.76053536,0.8802677,0.77985716,0.8899286,0.79221296,0.8961065
53978,0.66390485,0.83195245,0.6234855,0.8117428,0.57168525,0.78584266,0.58119035,0.7905952,0.68252015,0.8412601,0.7720282,0.8860141,0.7213441,0.86067206,0.71863633,0.85931814,0.73770857,0.8688543,0.78500783,0.8925039
53979,0.7416985,0.87084925,0.7047397,0.85236984,0.6817336,0.8408668,0.66634774,0.8331739,0.7512685,0.87563425,0.84119546,0.92059773,0.76354575,0.8817729,0.8184614,0.9092307,0.7993864,0.8996932,0.8292441,0.91462207
53981,0.681518,0.84075904,0.69081235,0.8454062,0.63094765,0.8154738,0.61955017,0.8097751,0.69733685,0.84866846,0.7860682,0.8930341,0.74495804,0.872479,0.75920856,0.8796043,0.77969986,0.8898499,0.7846949,0.89234746
54796,0.6542876,0.8271438,0.6814873,0.84074366,0.5588898,0.77944493,0.6371988,0.8185994,0.62766016,0.8138301,0.6954266,0.8477133,0.69356596,0.846783,0.76086926,0.88043463,0.7538152,0.8769076,0.74685895,0.8734295
54797,0.7369845,0.86849225,0.70905054,0.85452527,0.68485427,0.84242713,0.63354886,0.8167744,0.7704652,0.88523257,0.8559739,0.927987,0.7699199,0.88495994,0.81914425,0.9095721,0.7514442,0.8757221,0.84398806,0.92199403
54798,0.7135906,0.8567953,0.73073703,0.8653685,0.62697566,0.8134878,0.6564871,0.82824355,0.7078012,0.8539006,0.7666608,0.8833304,0.7462313,0.87311566,0.76007164,0.8800358,0.8190191,0.90950954,0.7884954,0.8942477
54799,0.5191603,0.75958014,0.5280331,0.7640165,0.41831023,0.7091551,0.48908132,0.7445407,0.52426803,0.762134,0.614146,0.807073,0.6293284,0.81466424,0.59571326,0.7978566,0.6732671,0.83663356,0.697837,0.8489185
54800,0.7061111,0.85305554,0.6976621,0.84883106,0.6360282,0.8180141,0.5889081,0.79445404,0.6960823,0.8480412,0.7897694,0.8948847,0.75046325,0.8752316,0.7915205,0.89576024,0.7851083,0.89255416,0.79403776,0.8970189
56453,0.7027949,0.85139745,0.66449976,0.8322499,0.61404616,0.80702305,0.5656481,0.78282404,0.7178216,0.8589108,0.79621583,0.8981079,0.7810826,0.8905413,0.74031365,0.8701568,0.74118567,0.87059283,0.80127656,0.9006383
56528,0.6397668,0.8198834,0.6401539,0.82007694,0.5417695,0.77088475,0.56816626,0.7840831,0.6479295,0.8239647,0.6977706,0.8488853,0.7237307,0.86186534,0.6760208,0.83801043,0.733567,0.8667835,0.7201426,0.8600713
56542,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56543,0.6952682,0.8476341,0.63701713,0.81850857,0.58351266,0.79175633,0.5742401,0.78712004,0.681684,0.840842,0.7956896,0.8978448,0.7571846,0.8785923,0.73948056,0.86974025,0.7531457,0.87657285,0.79657423,0.8982871
56544,0.69830406,0.849152,0.7148143,0.85740715,0.6162208,0.80811036,0.64173186,0.8208659,0.71991324,0.8599566,0.7936944,0.8968472,0.79616445,0.89808226,0.78814304,0.8940715,0.81863034,0.90931517,0.8398379,0.91991895
56545,0.61064714,0.8053236,0.6778722,0.8389361,0.5309252,0.76546264,0.5976344,0.79881716,0.6097221,0.80486107,0.5958518,0.7979259,0.65350705,0.8267535,0.6789282,0.83946407,0.6767038,0.8383519,0.64774203,0.823871
56618,0.6834286,0.84171426,0.72914934,0.8645747,0.606675,0.8033375,0.6400168,0.8200084,0.681462,0.840731,0.72432053,0.86216027,0.7427011,0.8713505,0.788435,0.8942175,0.7774274,0.8887137,0.763561,0.8817805
56619,0.61582047,0.8079102,0.61956584,0.8097829,0.5349005,0.7674502,0.5847174,0.7923587,0.64002025,0.8200101,0.71006507,0.85503256,0.70461535,0.8523077,0.6857132,0.8428566,0.7198281,0.85991406,0.74296427,0.87148213
56629,0.7060834,0.8530417,0.6729937,0.83649683,0.5867548,0.7933774,0.62071323,0.8103566,0.7156744,0.8578372,0.8263194,0.9131597,0.7627335,0.8813667,0.8051262,0.9025631,0.76347864,0.8817393,0.8426583,0.92132914
56630,0.6976235,0.84881175,0.69352496,0.8467625,0.5962589,0.79812944,0.6279867,0.81399333,0.7057722,0.8528861,0.79853255,0.89926624,0.777956,0.888978,0.7877265,0.89386326,0.7967657,0.89838284,0.82600474,0.9130024
56631,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56632,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56633,0.6811702,0.8405851,0.6076421,0.8038211,0.57033134,0.78516567,0.542529,0.7712645,0.65206015,0.8260301,0.7932081,0.89660406,0.75449896,0.8772495,0.7238129,0.8619064,0.700457,0.8502285,0.7935902,0.8967951
56634,0.5201243,0.76006216,0.5022753,0.7511376,0.44116145,0.7205807,0.48545653,0.74272823,0.5224404,0.7612202,0.5882615,0.79413074,0.57709026,0.78854513,0.59151554,0.7957578,0.6449294,0.8224647,0.6497753,0.82488763
56635,0.6169753,0.80848765,0.6847534,0.8423767,0.57375336,0.7868767,0.5930315,0.79651576,0.633139,0.8165695,0.6909448,0.8454724,0.6828872,0.8414436,0.7092819,0.85464096,0.7283428,0.8641714,0.7503886,0.8751943
56637,0.6328567,0.81642836,0.63120556,0.8156028,0.54246056,0.7712303,0.6115799,0.80578995,0.64600456,0.8230023,0.7071563,0.85357815,0.69814134,0.84907067,0.7331151,0.86655754,0.73504186,0.8675209,0.7470822,0.8735411
56638,0.7429657,0.87148285,0.6715592,0.8357796,0.61590683,0.8079534,0.60155785,0.8007789,0.7366425,0.86832124,0.8418077,0.92090386,0.78936946,0.89468473,0.77013326,0.8850666,0.7547912,0.87739563,0.8361349,0.91806746
56639,0.54982054,0.7749103,0.5703291,0.7851646,0.5002244,0.7501122,0.51093876,0.7554694,0.59530383,0.7976519,0.71032274,0.85516137,0.71307373,0.85653687,0.67526007,0.83763003,0.7376528,0.8688264,0.7449527,0.87247634
56641,0.6025466,0.8012733,0.5716436,0.7858218,0.51447034,0.75723517,0.52135587,0.76067793,0.61638147,0.8081907,0.749616,0.874808,0.7082404,0.8541202,0.65990436,0.8299522,0.7110616,0.8555308,0.7679133,0.8839567
56642,0.16422224,0.5821111,0.1776655,0.58883274,0.1685596,0.5842798,0.108931154,0.5544656,0.22874588,0.61437297,0.20353904,0.6017695,0.1821861,0.59109306,0.18959719,0.59479856,0.18134871,0.59067434,0.18483718,0.5924186
56643,0.77629054,0.88814527,0.7370225,0.86851126,0.6739919,0.83699596,0.69104576,0.8455229,0.7257488,0.8628744,0.7582352,0.8791176,0.6866609,0.84333044,0.8073206,0.9036603,0.7795882,0.8897941,0.75280094,0.8764005
56644,0.6490867,0.82454336,0.6413456,0.8206728,0.5599301,0.77996504,0.5846297,0.7923149,0.64511925,0.8225596,0.6938509,0.84692544,0.7232139,0.86160696,0.70629615,0.8531481,0.72730446,0.8636522,0.718665,0.8593325
56645,0.16422224,0.5821111,0.1776655,0.58883274,0.1685596,0.5842798,0.108931154,0.5544656,0.22874588,0.61437297,0.20353904,0.6017695,0.1821861,0.59109306,0.18959719,0.59479856,0.18134871,0.59067434,0.18483718,0.5924186
56646,0.56958807,0.78479403,0.56000787,0.7800039,0.46389914,0.73194957,0.577353,0.7886765,0.5594484,0.77972424,0.6329283,0.8164642,0.6427868,0.8213934,0.62733227,0.8136661,0.6923931,0.84619653,0.6698501,0.83492506
56647,0.6601624,0.8300812,0.65258193,0.82629097,0.5584816,0.7792408,0.6097469,0.80487347,0.6620225,0.83101124,0.7542516,0.8771258,0.74110246,0.8705512,0.7251216,0.8625608,0.75146174,0.8757309,0.7975817,0.89879084
56648,0.7741405,0.88707024,0.738479,0.8692395,0.6502552,0.8251276,0.70363545,0.8518177,0.776686,0.888343,0.7891998,0.8945999,0.79870725,0.8993536,0.828375,0.9141875,0.77828836,0.8891442,0.7967768,0.8983884
56649,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56650,0.7079505,0.85397524,0.6728405,0.83642024,0.5931322,0.7965661,0.61853373,0.80926687,0.7171402,0.8585701,0.81194615,0.9059731,0.7771147,0.8885573,0.76017237,0.8800862,0.77087,0.885435,0.8057101,0.90285504
56651,0.6523015,0.8261508,0.57991695,0.7899585,0.5367061,0.76835304,0.5126978,0.7563489,0.70393074,0.85196537,0.8134216,0.9067108,0.7673895,0.88369477,0.7232423,0.86162114,0.73891115,0.8694556,0.8111187,0.90555936
56652,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56653,0.6689955,0.83449775,0.66029847,0.83014923,0.60496557,0.8024828,0.57560587,0.78780293,0.68662786,0.84331393,0.7925819,0.89629096,0.7540058,0.8770029,0.76471376,0.8823569,0.78149146,0.89074576,0.81048566,0.9052428
56654,0.7735251,0.88676256,0.72208416,0.8610421,0.6743783,0.83718914,0.65177417,0.8258871,0.80222,0.90111,0.8505325,0.92526627,0.78118974,0.89059484,0.8101559,0.90507793,0.8071856,0.9035928,0.8341999,0.91709995
56656,0.660742,0.830371,0.62736666,0.81368333,0.565711,0.7828555,0.5582451,0.7791226,0.6804512,0.8402256,0.7693052,0.8846526,0.7402707,0.8701353,0.6979645,0.8489822,0.73513377,0.8675669,0.7729187,0.88645935
56657,0.5684119,0.7842059,0.5515688,0.7757844,0.4725015,0.73625076,0.5034791,0.75173956,0.6024264,0.8012132,0.731202,0.865601,0.7004094,0.8502047,0.66135633,0.83067816,0.71878505,0.8593925,0.7518445,0.87592226
56661,0.71287227,0.85643613,0.6897532,0.8448766,0.59998167,0.79999083,0.613847,0.8069235,0.7168294,0.8584147,0.8102238,0.9051119,0.72404873,0.86202437,0.7688576,0.8844288,0.7621269,0.88106346,0.7967546,0.8983773
56662,0.67035437,0.8351772,0.66984886,0.83492446,0.54040587,0.77020293,0.6282414,0.8141207,0.67472506,0.8373625,0.73884904,0.8694245,0.7112899,0.85564494,0.7638064,0.8819032,0.7864866,0.8932433,0.7916484,0.8958242
56725,0.68806547,0.84403276,0.6695056,0.8347528,0.5943998,0.7971999,0.63120365,0.8156018,0.69020015,0.84510005,0.7706093,0.8853047,0.7595332,0.8797666,0.76204574,0.8810229,0.74955714,0.87477857,0.8082458,0.9041229
56795,0.7037696,0.85188484,0.7036274,0.8518137,0.6224679,0.81123394,0.6179291,0.80896455,0.7313257,0.8656628,0.7999873,0.89999366,0.7943727,0.89718634,0.8037812,0.90189064,0.79909295,0.8995465,0.83768713,0.91884357
56796,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56797,0.75048476,0.87524235,0.72353053,0.86176527,0.6466793,0.82333964,0.64320505,0.8216025,0.75369716,0.8768486,0.7905829,0.89529145,0.7481693,0.87408465,0.79279554,0.89639777,0.7829789,0.89148945,0.7756435,0.8878218
56798,0.62523544,0.8126177,0.644749,0.82237446,0.56267333,0.78133667,0.58594334,0.7929717,0.66252947,0.83126473,0.70787907,0.85393953,0.7446841,0.87234205,0.7043407,0.85217035,0.73385227,0.86692613,0.77018166,0.8850908
56799,0.63508856,0.8175443,0.61428845,0.8071442,0.53749275,0.7687464,0.57376516,0.7868826,0.66487706,0.8324385,0.7438197,0.87190986,0.75249887,0.87624943,0.7259548,0.8629774,0.73517776,0.8675889,0.7837068,0.8918534
56800,0.70730495,0.8536525,0.7174455,0.85872275,0.61598176,0.8079909,0.6480907,0.82404536,0.6661082,0.83305407,0.7048844,0.8524422,0.6633807,0.8316903,0.7400686,0.87003434,0.7410002,0.8705001,0.7190882,0.8595441
56801,0.6731069,0.83655345,0.6630379,0.83151895,0.58189833,0.79094917,0.6061572,0.8030786,0.6822224,0.8411112,0.77911675,0.8895584,0.725129,0.8625645,0.7436831,0.87184155,0.76318157,0.8815908,0.7809789,0.89048946
56802,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56803,0.7552128,0.8776064,0.706683,0.85334146,0.653758,0.826879,0.62912905,0.8145645,0.72122234,0.8606112,0.8449583,0.92247915,0.7497188,0.8748594,0.79082185,0.8954109,0.72684693,0.86342347,0.80842865,0.9042143
56804,0.71114117,0.85557055,0.7061557,0.8530779,0.6235769,0.81178844,0.6404034,0.8202017,0.7378234,0.86891174,0.8176646,0.9088323,0.76852465,0.8842623,0.82040924,0.91020465,0.7881216,0.8940608,0.81801,0.909005
56805,0.66734165,0.83367085,0.65018594,0.825093,0.59182274,0.7959114,0.6107595,0.80537975,0.6415957,0.82079786,0.727741,0.8638705,0.66494685,0.8324734,0.7200223,0.86001116,0.73712754,0.8685638,0.7482902,0.8741451
56807,0.7336421,0.86682105,0.72419596,0.862098,0.6089446,0.8044723,0.6328453,0.81642264,0.7571542,0.8785771,0.7909496,0.8954748,0.80277973,0.90138984,0.7761687,0.88808435,0.7983129,0.89915645,0.8320662,0.9160331
56809,0.6790279,0.83951396,0.70555437,0.8527772,0.61344564,0.8067228,0.68432736,0.8421637,0.69908834,0.84954417,0.7458821,0.872941,0.7351962,0.86759806,0.78824246,0.8941212,0.8107633,0.9053817,0.78449297,0.8922465
56859,0.6684202,0.8342101,0.6536894,0.8268447,0.53357255,0.7667863,0.60304654,0.80152327,0.65225136,0.8261257,0.7463008,0.8731504,0.692348,0.846174,0.6973818,0.84869087,0.7565161,0.87825805,0.7328016,0.86640084
56860,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
56861,0.6326976,0.8163488,0.5795127,0.78975636,0.55937624,0.7796881,0.6395685,0.8197843,0.61690485,0.8084524,0.69108677,0.8455434,0.6592275,0.82961375,0.6925417,0.84627086,0.70174026,0.85087013,0.71538746,0.85769373
56862,0.7533789,0.87668943,0.73126715,0.8656336,0.6344865,0.8172432,0.66900885,0.8345044,0.69566786,0.84783393,0.7789297,0.88946486,0.745899,0.8729495,0.7837913,0.89189565,0.7826909,0.89134544,0.79420775,0.8971039
57384,0.7800648,0.8900324,0.75149393,0.87574697,0.70398116,0.8519906,0.68268,0.84134,0.77883196,0.889416,0.8457489,0.92287445,0.80419517,0.9020976,0.83089316,0.9154466,0.77624995,0.88812494,0.84644926,0.9232246
57400,0.7524423,0.8762212,0.7092439,0.85462195,0.6596198,0.8298099,0.6415857,0.82079285,0.7462542,0.8731271,0.81282943,0.90641475,0.7431377,0.87156886,0.80807173,0.90403587,0.7261548,0.8630774,0.786381,0.8931905
62042,0.7824373,0.89121866,0.73570085,0.8678504,0.7034432,0.85172164,0.64896345,0.8244817,0.73061013,0.86530507,0.79386795,0.896934,0.7248801,0.86244005,0.7739013,0.8869506,0.7572262,0.8786131,0.79078704,0.8953935
63086,0.5027836,0.75139177,0.51929486,0.7596474,0.4355737,0.71778685,0.45779654,0.7288983,0.5149487,0.75747436,0.61471474,0.8073574,0.61829555,0.8091478,0.5904623,0.79523116,0.63895535,0.8194777,0.6498233,0.82491165
63087,0.16422231,0.5821112,0.1776655,0.58883274,0.16855967,0.58427984,0.108931236,0.5544656,0.22874588,0.61437297,0.20353903,0.6017695,0.18218605,0.591093,0.18959728,0.5947986,0.18134871,0.59067434,0.18483719,0.5924186
83710,0.7087058,0.8543529,0.7055993,0.85279965,0.5950209,0.79751045,0.6471079,0.8235539,0.6842686,0.8421343,0.73961055,0.8698053,0.68675315,0.8433766,0.77659655,0.8882983,0.74894965,0.8744748,0.7787629,0.8893814
83711,0.5900757,0.79503787,0.6354671,0.8177335,0.59603274,0.79801637,0.53783745,0.76891875,0.53729725,0.7686486,0.49164852,0.7458243,0.4967048,0.7483524,0.5802695,0.7901348,0.56233907,0.78116953,0.5129447,0.75647235
86666,0.7049489,0.85247445,0.7473086,0.8736543,0.63336706,0.81668353,0.6675395,0.83376974,0.70849514,0.85424757,0.8046695,0.90233475,0.79139304,0.8956965,0.8407786,0.9203893,0.8198621,0.90993106,0.8471836,0.9235918
87779,0.38682222,0.6934111,0.44935843,0.72467923,0.32293522,0.6614676,0.41078496,0.7053925,0.3667025,0.6833513,0.35049158,0.67524576,0.43049422,0.7152471,0.4022234,0.7011117,0.4334879,0.71674395,0.40536004,0.70268
97622,0.72977257,0.8648863,0.6979836,0.8489918,0.63889605,0.819448,0.6382639,0.819132,0.73343956,0.8667198,0.843962,0.921981,0.7601192,0.8800596,0.8126557,0.90632784,0.8034618,0.9017309,0.8424312,0.9212156
98134,0.67978436,0.83989215,0.6529965,0.82649827,0.6245204,0.8122602,0.5624764,0.7812382,0.6891191,0.84455955,0.7967466,0.8983733,0.7606516,0.8803258,0.77093923,0.8854696,0.78320813,0.89160407,0.83380383,0.91690195
