,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_google_ux_Score
56634,0.5369328,0.7684664,0.5312729,0.76563644,0.49186411,0.74593204,0.4968948,0.7484474,0.56093335,0.7804667,0.64903116,0.8245156,0.6284435,0.81422174,0.6606095,0.83030474,0.6941627,0.84708136,0.70986855,0.8549343
56635,0.48596,0.74298,0.5741824,0.7870912,0.462435,0.7312175,0.46686608,0.733433,0.53911424,0.7695571,0.64396137,0.8219807,0.63702726,0.81851363,0.62215143,0.8110757,0.65151006,0.825755,0.6711863,0.83559316
56637,0.62633306,0.8131665,0.604025,0.8020125,0.5312077,0.76560384,0.59050816,0.7952541,0.6636332,0.8318166,0.7369239,0.86846197,0.6981642,0.8490821,0.7310883,0.86554414,0.7062222,0.8531111,0.7543105,0.87715524
56638,0.7051649,0.85258245,0.68911034,0.84455514,0.63353,0.816765,0.6104195,0.80520976,0.74566126,0.8728306,0.75749624,0.8787481,0.77827644,0.8891382,0.77883303,0.8894165,0.7416122,0.8708061,0.77702177,0.8885109
56639,0.51591456,0.7579573,0.51320577,0.7566029,0.47444832,0.73722416,0.47130263,0.7356513,0.5375731,0.76878655,0.64861965,0.8243098,0.63635516,0.8181776,0.6207534,0.8103767,0.6593267,0.82966334,0.68701196,0.843506
56641,0.55940926,0.77970463,0.5100095,0.75500476,0.4724114,0.7362057,0.50757,0.753785,0.5791887,0.78959435,0.6800951,0.84004754,0.6789611,0.8394805,0.62652606,0.81326306,0.6592556,0.8296278,0.71777797,0.858889
56642,0.5787294,0.7893647,0.55544573,0.77772284,0.49643427,0.7482171,0.50232553,0.75116277,0.57287663,0.78643835,0.64517426,0.82258713,0.67349577,0.8367479,0.6232078,0.8116039,0.6748128,0.8374064,0.6793,0.83965003
56643,0.73158586,0.86579293,0.6843903,0.84219515,0.6592618,0.8296309,0.63974285,0.8198714,0.6758428,0.8379214,0.7116802,0.8558401,0.585827,0.7929135,0.7339685,0.86698425,0.6948694,0.8474347,0.6632515,0.83162576
56644,0.65551174,0.82775587,0.63154024,0.81577015,0.56353915,0.7817696,0.606382,0.803191,0.65266585,0.8263329,0.71177185,0.8558859,0.7058933,0.85294664,0.7142142,0.8571071,0.73355186,0.86677593,0.7341982,0.8670991
56645,0.6222273,0.81111366,0.6346138,0.8173069,0.5791108,0.78955543,0.64130664,0.8206533,0.614732,0.807366,0.66372156,0.8318608,0.63674116,0.8183706,0.72813314,0.8640666,0.71126616,0.8556331,0.6958357,0.84791785
56646,0.53172183,0.7658609,0.50273836,0.7513692,0.41275886,0.7063794,0.51638645,0.75819325,0.5305153,0.76525766,0.59298646,0.79649323,0.5997251,0.79986256,0.5641973,0.78209865,0.62828684,0.8141434,0.62579006,0.81289506
56647,0.6864662,0.8432331,0.68166417,0.8408321,0.60393745,0.8019687,0.67516446,0.83758223,0.6955453,0.84777266,0.76465744,0.88232875,0.73806906,0.8690345,0.777284,0.888642,0.7657295,0.8828647,0.7909529,0.89547646
56648,0.68837833,0.84418917,0.6515406,0.82577026,0.58631176,0.7931559,0.63690436,0.8184522,0.67429703,0.83714855,0.75943434,0.8797172,0.71025646,0.8551282,0.76685977,0.8834299,0.7605273,0.8802637,0.7458718,0.8729359
56649,0.61652184,0.8082609,0.62647784,0.8132389,0.53736705,0.76868355,0.56986964,0.7849348,0.606299,0.80314946,0.66021395,0.830107,0.58142316,0.7907116,0.6568084,0.8284042,0.6805886,0.8402943,0.64210904,0.8210545
56650,0.69217205,0.846086,0.6579721,0.82898605,0.5947223,0.79736114,0.5754518,0.7877259,0.7417004,0.8708502,0.84511054,0.92255527,0.81534076,0.9076704,0.77092016,0.8854601,0.76478827,0.88239413,0.8350117,0.91750586
56651,0.542718,0.77135897,0.49991682,0.7499584,0.47328636,0.7366432,0.46179593,0.73089796,0.5830562,0.7915281,0.69837594,0.84918797,0.6650376,0.8325188,0.6382588,0.8191294,0.64990765,0.8249538,0.71008927,0.8550446
56652,0.6526853,0.82634264,0.67962086,0.83981043,0.55111253,0.77555627,0.61899984,0.8094999,0.674623,0.8373115,0.7077929,0.85389644,0.7244983,0.86224914,0.73425555,0.8671278,0.7674076,0.8837038,0.74170756,0.8708538
56653,0.64916396,0.824582,0.6668907,0.8334453,0.5951065,0.79755324,0.5931544,0.7965772,0.6498766,0.8249383,0.6972051,0.84860253,0.6780424,0.8390212,0.7436474,0.87182367,0.7444894,0.8722447,0.72470367,0.86235183
56654,0.7353418,0.8676709,0.6753843,0.83769214,0.6378032,0.8189016,0.6355512,0.8177756,0.77554363,0.88777184,0.83941936,0.9197097,0.7918295,0.8959148,0.7903054,0.8951527,0.7828251,0.89141256,0.85034597,0.925173
56656,0.5806728,0.7903364,0.5701804,0.7850902,0.515936,0.757968,0.526675,0.7633375,0.6055926,0.8027963,0.66564214,0.8328211,0.6517722,0.82588613,0.6305277,0.81526387,0.65758705,0.8287935,0.6844771,0.84223855
56657,0.50672233,0.75336117,0.4702648,0.7351324,0.4140666,0.7070333,0.45590788,0.7279539,0.53724015,0.7686201,0.6705216,0.8352608,0.6409615,0.82048076,0.5905596,0.7952798,0.6270181,0.81350905,0.6879406,0.8439703
56661,0.7253151,0.86265755,0.676766,0.83838296,0.59623814,0.79811907,0.5918895,0.79594475,0.7010432,0.85052156,0.8281347,0.9140674,0.73787254,0.8689363,0.77397996,0.88698995,0.78043735,0.8902187,0.82998985,0.91499496
56662,0.6981398,0.8490699,0.6646228,0.8323114,0.59460855,0.7973043,0.6562206,0.82811034,0.69537926,0.8476896,0.7829574,0.89147866,0.6980546,0.8490273,0.8017138,0.9008569,0.7929865,0.89649326,0.79282784,0.8964139
56725,0.70754296,0.85377145,0.69503796,0.847519,0.6579089,0.82895446,0.6535523,0.82677615,0.71809685,0.8590484,0.80035925,0.9001796,0.77146804,0.885734,0.81131756,0.9056588,0.77397,0.886985,0.8088354,0.9044177
56795,0.6590804,0.8295402,0.6749035,0.83745176,0.59178853,0.79589427,0.6007706,0.8003853,0.69173384,0.8458669,0.7561897,0.87809485,0.77905035,0.8895252,0.7825882,0.8912941,0.7763679,0.88818395,0.8056566,0.90282834
56796,0.56158113,0.78079057,0.596556,0.798278,0.5146965,0.75734824,0.53895336,0.76947665,0.62763655,0.8138183,0.6690671,0.8345336,0.6844094,0.8422047,0.70540434,0.85270214,0.67272925,0.8363646,0.68045944,0.84022975
56797,0.6887011,0.8443506,0.69114536,0.8455727,0.57204294,0.7860215,0.6101744,0.8050872,0.7075666,0.8537833,0.7139948,0.8569974,0.6858768,0.8429384,0.7725862,0.8862931,0.7134486,0.85672426,0.71370894,0.85685444
56798,0.72163117,0.8608156,0.6854729,0.8427365,0.61479026,0.8073951,0.62940747,0.8147037,0.7259248,0.86296237,0.78542936,0.8927147,0.7758393,0.88791966,0.77110416,0.88555205,0.732773,0.86638653,0.7936421,0.896821
56799,0.6047484,0.80237424,0.59424096,0.79712045,0.5037316,0.7518658,0.53538895,0.7676945,0.61853456,0.8092673,0.687479,0.8437395,0.7033894,0.8516947,0.679039,0.8395195,0.71980107,0.85990053,0.72782385,0.8639119
56800,0.5979634,0.79898167,0.5870819,0.79354095,0.5033574,0.7516787,0.5887706,0.7943853,0.5708339,0.78541696,0.6059067,0.80295336,0.56605196,0.783026,0.6408906,0.8204453,0.6284237,0.81421185,0.6087221,0.80436105
56801,0.6403804,0.8201902,0.6055938,0.8027969,0.5856156,0.7928078,0.56077236,0.7803862,0.6154047,0.80770236,0.7348255,0.86741275,0.64141154,0.8207058,0.7101532,0.8550766,0.71192896,0.8559645,0.7170452,0.8585226
56802,0.6006947,0.8003473,0.56914973,0.78457487,0.53394663,0.7669733,0.54355943,0.7717797,0.5617827,0.78089136,0.6138081,0.8069041,0.62657136,0.8132857,0.6388974,0.8194487,0.69902474,0.84951234,0.6481471,0.82407355
56803,0.73272246,0.86636126,0.73238564,0.8661928,0.6556193,0.8278097,0.65157914,0.8257896,0.7176194,0.8588097,0.7847878,0.8923939,0.7314756,0.8657378,0.8061529,0.9030764,0.75490344,0.8774517,0.7921709,0.89608544
56804,0.7224936,0.8612468,0.7119665,0.85598326,0.6291913,0.81459564,0.6763077,0.83815384,0.7175226,0.8587613,0.76222193,0.88111097,0.70552015,0.8527601,0.8130222,0.90651107,0.7782513,0.88912565,0.7605104,0.8802552
56805,0.581267,0.7906335,0.5995681,0.79978406,0.5531001,0.77655005,0.6041226,0.8020613,0.5604814,0.7802407,0.61140555,0.8057028,0.5834701,0.79173505,0.6851623,0.84258115,0.68480563,0.8424028,0.65052515,0.82526255
56807,0.7041557,0.85207784,0.70242715,0.8512136,0.6082771,0.80413854,0.6295979,0.81479895,0.7228502,0.8614251,0.7629417,0.88147086,0.7768028,0.8884014,0.7629614,0.8814807,0.7771288,0.8885644,0.80033815,0.9001691
56809,0.71341014,0.85670507,0.67159903,0.8357995,0.60692465,0.8034623,0.6572182,0.8286091,0.7121887,0.85609436,0.79793686,0.89896846,0.73933125,0.8696656,0.805034,0.90251696,0.79381466,0.8969073,0.8157892,0.9078946
56859,0.60068154,0.8003408,0.56248426,0.78124213,0.48411405,0.742057,0.57716894,0.7885845,0.59974456,0.7998723,0.68178123,0.84089065,0.6441207,0.82206035,0.6559427,0.82797134,0.68487513,0.84243757,0.6790113,0.8395057
56860,0.6111541,0.80557704,0.6216537,0.81082684,0.54984677,0.7749234,0.656364,0.828182,0.63213086,0.81606543,0.73873067,0.86936533,0.6657669,0.8328835,0.76620567,0.88310283,0.748644,0.874322,0.7680105,0.88400525
56861,0.58679914,0.7933996,0.5670291,0.78351456,0.50312376,0.7515619,0.60930794,0.804654,0.5885907,0.7942953,0.6191224,0.8095612,0.64730257,0.8236513,0.6562165,0.82810825,0.658841,0.8294205,0.64476824,0.8223841
56862,0.6811266,0.8405633,0.6605219,0.830261,0.5645781,0.782289,0.6381787,0.81908935,0.6723262,0.8361631,0.75733507,0.87866753,0.7093739,0.854687,0.7699313,0.88496566,0.74065137,0.8703257,0.7620636,0.8810318
57384,0.741249,0.87062454,0.69217455,0.8460873,0.64991575,0.82495785,0.6452582,0.8226291,0.74378,0.87189,0.8614812,0.9307406,0.7609006,0.8804503,0.827991,0.9139955,0.7735721,0.88678604,0.83676994,0.91838497
57400,0.76723814,0.88361907,0.6787716,0.8393858,0.6493677,0.82468385,0.6068542,0.8034271,0.7709465,0.88547325,0.86751133,0.93375564,0.768399,0.8841995,0.8104369,0.9052185,0.71081376,0.8554069,0.8094746,0.9047373
62042,0.7334037,0.86670184,0.6823536,0.8411768,0.66908836,0.8345442,0.6603804,0.8301902,0.67236245,0.8361812,0.7161536,0.8580768,0.6101154,0.8050577,0.7021363,0.85106814,0.6763941,0.83819705,0.65049195,0.825246
63086,0.56433487,0.78216743,0.58754414,0.7937721,0.5147334,0.75736666,0.5154502,0.7577251,0.6038626,0.80193126,0.70286953,0.85143477,0.6751435,0.83757174,0.6797564,0.8398782,0.7066107,0.85330534,0.72262794,0.86131394
63087,0.6873236,0.8436618,0.6541601,0.82708,0.5990014,0.7995007,0.6473327,0.82366633,0.6952721,0.84763604,0.7571711,0.8785856,0.7798035,0.88990176,0.737028,0.868514,0.7212848,0.86064243,0.78684366,0.8934218
83710,0.6876328,0.8438164,0.6684961,0.83424807,0.5881943,0.7940972,0.64358616,0.8217931,0.6955837,0.84779185,0.7463804,0.87319016,0.6761453,0.83807266,0.77150416,0.8857521,0.721817,0.8609085,0.73314685,0.86657345
83711,0.49325275,0.7466264,0.5696151,0.78480756,0.52998304,0.7649915,0.49869475,0.7493474,0.4494146,0.7247073,0.4354456,0.7177228,0.41699788,0.70849895,0.570374,0.785187,0.5157672,0.7578836,0.44534165,0.7226708
86666,0.67278665,0.83639336,0.72519827,0.86259913,0.6093317,0.80466586,0.67032486,0.8351624,0.6684431,0.83422154,0.74180424,0.8709021,0.7320043,0.86600214,0.82202923,0.9110146,0.7850274,0.8925137,0.7850852,0.8925426
87779,0.4283198,0.7141599,0.47826827,0.73913413,0.37236285,0.6861814,0.46795723,0.7339786,0.39448804,0.69724405,0.40606296,0.7030315,0.45262325,0.7263116,0.44711432,0.7235572,0.48252672,0.7412634,0.42267865,0.71133935
97622,0.69100523,0.8455026,0.69132066,0.8456603,0.64775574,0.8238779,0.6236677,0.81183386,0.71710885,0.8585544,0.8063341,0.903167,0.75233555,0.8761678,0.816364,0.908182,0.7818086,0.8909043,0.8183281,0.9091641
98134,0.6529368,0.8264684,0.63055897,0.8152795,0.5827869,0.79139346,0.54102075,0.7705104,0.6513926,0.8256963,0.7445549,0.87227744,0.73168594,0.86584294,0.72229445,0.8611472,0.7384987,0.86924934,0.7714987,0.88574934
