,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_doordash_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_apple_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_samsara_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_yelp_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_match_pm_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_i2c_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_adobe_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_amazon_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_rowan_ux_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Raw_Score,Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_Modified_claude-sonnet-4-5_of_CV_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_Modelclaude-sonnet-4-5_google_ux_Score
56643,0.71870667,0.8593533,0.6786428,0.8393214,0.6247717,0.81238586,0.6211811,0.8105905,0.66517127,0.83258563,0.71090317,0.8554516,0.5971974,0.7985987,0.7183404,0.8591702,0.68682086,0.84341043,0.657935,0.8289675
56644,0.71508074,0.85754037,0.66689765,0.8334488,0.60718143,0.8035907,0.6379623,0.8189812,0.7023738,0.8511869,0.7454325,0.87271625,0.7194133,0.85970664,0.74614453,0.87307227,0.7367457,0.86837286,0.74817574,0.87408787
56645,0.64539355,0.8226968,0.63789475,0.8189474,0.57481,0.787405,0.62337625,0.8116881,0.62705874,0.8135294,0.7004075,0.85020375,0.660943,0.8304715,0.7276397,0.86381984,0.72222507,0.86111253,0.73498976,0.8674949
56646,0.5398036,0.7699018,0.5338537,0.7669269,0.4350557,0.71752787,0.5304891,0.76524454,0.5545984,0.77729917,0.6002824,0.8001412,0.63016653,0.81508327,0.5874356,0.7937178,0.65803266,0.8290163,0.63511795,0.817559
56647,0.7510525,0.87552625,0.6957828,0.8478914,0.6359308,0.8179654,0.663593,0.8317965,0.7473943,0.87369716,0.83034045,0.9151702,0.7752788,0.8876394,0.791036,0.895518,0.74916184,0.8745809,0.8172003,0.90860015
56648,0.7068227,0.8534113,0.66180396,0.830902,0.59854835,0.7992742,0.66299605,0.831498,0.7075736,0.8537868,0.7775568,0.8887784,0.7441351,0.8720676,0.7677841,0.88389206,0.7517905,0.87589526,0.7839407,0.89197034
56649,0.64274585,0.8213729,0.64622116,0.8231106,0.5644171,0.78220856,0.58115286,0.79057646,0.63885707,0.81942856,0.7045709,0.85228544,0.6382308,0.8191154,0.6850754,0.8425377,0.7088767,0.85443836,0.6859383,0.8429692
56650,0.6944469,0.84722346,0.6423328,0.8211664,0.58615553,0.79307777,0.5782811,0.7891406,0.7338732,0.86693656,0.849841,0.9249205,0.8048365,0.90241826,0.77818453,0.88909227,0.76582384,0.8829119,0.83725166,0.91862583
56651,0.66722536,0.8336127,0.59107304,0.7955365,0.55263937,0.7763197,0.5377103,0.76885515,0.7091838,0.8545919,0.8484799,0.92424,0.75508726,0.8775436,0.7294773,0.86473864,0.7199945,0.8599973,0.80586815,0.9029341
56652,0.64927274,0.82463634,0.6598834,0.8299417,0.5548533,0.77742666,0.61118525,0.80559266,0.6597669,0.82988346,0.7381433,0.86907166,0.71230555,0.8561528,0.74795055,0.8739753,0.7737012,0.8868506,0.76177204,0.880886
56653,0.73959434,0.86979717,0.7200779,0.86003894,0.65135837,0.8256792,0.6433598,0.8216799,0.7375865,0.86879325,0.79808605,0.899043,0.76624334,0.88312167,0.80920696,0.9046035,0.77489126,0.8874456,0.80593693,0.90296847
56654,0.746126,0.87306297,0.6942877,0.8471439,0.62943435,0.8147172,0.65096915,0.8254846,0.7836825,0.8918413,0.84683824,0.9234191,0.8004112,0.9002056,0.80903625,0.9045181,0.78863996,0.89432,0.84103084,0.9205154
56656,0.60787797,0.803939,0.593095,0.79654753,0.53374517,0.7668726,0.54290473,0.77145237,0.6415263,0.8207631,0.7000304,0.85001516,0.68435514,0.84217757,0.67013556,0.83506775,0.6834286,0.84171426,0.71562964,0.8578148
56657,0.59329295,0.7966465,0.5218401,0.76092005,0.47774005,0.73887,0.49431926,0.7471596,0.6118834,0.8059417,0.7617438,0.8808719,0.6876668,0.8438334,0.65059185,0.8252959,0.65861046,0.82930523,0.74574435,0.8728722
56661,0.7483798,0.8741899,0.71421826,0.8571091,0.6158675,0.80793375,0.6334003,0.81670016,0.7401264,0.8700632,0.8262094,0.9131047,0.7523396,0.8761698,0.8105658,0.9052829,0.7739059,0.88695294,0.83193505,0.9159675
56662,0.6981398,0.8490699,0.6646228,0.8323114,0.59460855,0.7973043,0.6562206,0.82811034,0.69537926,0.8476896,0.7829574,0.89147866,0.6980546,0.8490273,0.8017138,0.9008569,0.7929865,0.89649326,0.79282784,0.8964139
56725,0.71809626,0.8590481,0.695928,0.847964,0.66596913,0.83298457,0.6536559,0.82682794,0.7249837,0.86249185,0.8138683,0.90693414,0.77211773,0.88605887,0.81870633,0.90935314,0.7748178,0.8874089,0.81351745,0.9067587
56795,0.6840702,0.8420351,0.6674408,0.8337204,0.5540555,0.7770277,0.59327424,0.7966371,0.7275481,0.86377406,0.8174743,0.9087372,0.80482686,0.9024134,0.79260725,0.89630365,0.75830865,0.8791543,0.8377813,0.91889066
56796,0.7152964,0.8576482,0.6575812,0.8287906,0.56784165,0.7839208,0.5995707,0.7997854,0.7321471,0.86607355,0.8270302,0.9135151,0.75721276,0.8786064,0.80148315,0.9007416,0.75970507,0.87985253,0.7932347,0.89661735
56797,0.77594644,0.8879732,0.7138883,0.85694414,0.6225054,0.8112527,0.6353767,0.81768835,0.76179004,0.880895,0.79843795,0.899219,0.7191849,0.85959244,0.8075738,0.9037869,0.74843675,0.87421834,0.7760885,0.88804424
56798,0.72494847,0.8624742,0.70283544,0.8514177,0.6324979,0.81624895,0.6324792,0.8162396,0.7358053,0.86790264,0.80122626,0.9006131,0.7971915,0.89859575,0.7794029,0.8897015,0.7630145,0.8815073,0.82195127,0.91097564
56799,0.6363865,0.81819326,0.5935337,0.7967669,0.51674986,0.7583749,0.5389032,0.7694516,0.6500343,0.82501715,0.7590424,0.8795212,0.73630273,0.86815137,0.71389747,0.85694873,0.74970084,0.8748504,0.78237987,0.89118993
56800,0.6603095,0.8301548,0.61972684,0.80986345,0.54450786,0.77225393,0.6126393,0.80631965,0.60874856,0.8043743,0.659428,0.829714,0.5890744,0.7945372,0.67984927,0.83992463,0.65726805,0.828634,0.6383214,0.8191607
56801,0.6827841,0.84139204,0.6520221,0.82601106,0.60814595,0.804073,0.6038929,0.80194646,0.6791965,0.83959824,0.78035635,0.8901782,0.67553437,0.8377672,0.7670641,0.88353205,0.7291697,0.86458486,0.7664732,0.8832366
56802,0.7505514,0.87527573,0.6561325,0.82806623,0.63301295,0.8165065,0.6339077,0.81695384,0.6996982,0.8498491,0.76459223,0.8822961,0.6923947,0.84619737,0.7372043,0.86860216,0.7674423,0.8837211,0.7307805,0.86539024
56803,0.7309258,0.8654629,0.6739291,0.83696455,0.6013896,0.8006948,0.5916007,0.7958003,0.7408475,0.8704238,0.8835621,0.94178104,0.7904936,0.8952468,0.7982526,0.8991263,0.7513467,0.87567335,0.85494196,0.927471
56804,0.69925445,0.84962726,0.68380415,0.8419021,0.58246076,0.7912304,0.64427733,0.82213867,0.70745087,0.85372543,0.78775156,0.8938758,0.7331199,0.86656,0.7963908,0.8981954,0.7824447,0.89122236,0.7904379,0.89521897
56805,0.6784397,0.8392198,0.66638005,0.83319,0.62369466,0.8118473,0.6366433,0.81832165,0.63605976,0.8180299,0.7251365,0.86256826,0.6525394,0.8262697,0.7452302,0.8726151,0.7557248,0.8778624,0.74213207,0.87106603
56807,0.69738764,0.84869385,0.7134633,0.85673165,0.59287536,0.7964377,0.6141989,0.80709946,0.7320944,0.8660472,0.73274016,0.8663701,0.7603929,0.88019645,0.7331766,0.8665883,0.7896917,0.89484584,0.7834102,0.8917051
56809,0.7106526,0.8553263,0.67253155,0.8362658,0.59696186,0.7984809,0.6375917,0.81879586,0.71034795,0.85517395,0.77414536,0.8870727,0.7122695,0.8561348,0.7949678,0.8974839,0.7721867,0.8860934,0.78542626,0.8927131
56859,0.60263383,0.8013169,0.57291484,0.7864574,0.47895747,0.7394787,0.6065194,0.80325973,0.59454733,0.79727364,0.6531433,0.82657164,0.6390064,0.8195032,0.6524385,0.82621926,0.687055,0.8435275,0.66077113,0.83038557
56860,0.64604586,0.82302296,0.64351285,0.8217564,0.59125465,0.79562736,0.64316463,0.8215823,0.65898514,0.82949257,0.76395744,0.88197875,0.66809535,0.8340477,0.7681142,0.8840571,0.720685,0.8603425,0.77019715,0.8850986
56861,0.68277276,0.8413864,0.61481786,0.8074089,0.55782866,0.77891433,0.62248194,0.811241,0.66762275,0.8338114,0.75181603,0.875908,0.7126961,0.85634804,0.7386333,0.86931664,0.7019137,0.85095686,0.74505067,0.87252533
56862,0.7101958,0.8550979,0.6683279,0.83416396,0.56747556,0.7837378,0.63849616,0.8192481,0.6951519,0.84757596,0.7881163,0.8940581,0.74565464,0.8728273,0.7834077,0.89170384,0.74577075,0.87288535,0.78725994,0.89362997
57384,0.7414747,0.8707373,0.71005654,0.8550283,0.66827184,0.8341359,0.6536741,0.82683706,0.75159526,0.8757976,0.86094177,0.9304709,0.7625134,0.8812567,0.8442664,0.9221332,0.766896,0.883448,0.8369324,0.9184662
57400,0.7779701,0.88898504,0.6851908,0.8425954,0.6733391,0.83666956,0.612169,0.8060845,0.78339005,0.891695,0.86362207,0.93181103,0.7476521,0.873826,0.8179322,0.90896606,0.7062619,0.85313094,0.8008937,0.9004469
62042,0.7138449,0.85692245,0.7080094,0.85400474,0.6420942,0.82104707,0.638914,0.819457,0.6970941,0.84854704,0.72324705,0.8616235,0.6972043,0.8486022,0.7088626,0.8544313,0.6962667,0.8481333,0.6968223,0.84841114
63086,0.5635428,0.7817714,0.5888965,0.79444826,0.51455784,0.7572789,0.5135157,0.75675786,0.6077976,0.8038988,0.69885635,0.8494282,0.6752502,0.8376251,0.67759925,0.8387996,0.7026566,0.8513283,0.7148037,0.85740185
63087,0.6680052,0.8340026,0.65896785,0.8294839,0.58193123,0.7909656,0.6475122,0.8237561,0.68920636,0.8446032,0.75037086,0.87518543,0.7967875,0.89839375,0.72542095,0.8627105,0.7302723,0.86513615,0.78850484,0.8942524
83710,0.68279624,0.8413981,0.6565104,0.8282552,0.5894277,0.79471385,0.6452091,0.82260454,0.6747052,0.83735263,0.74068874,0.8703444,0.65673167,0.8283658,0.77442324,0.8872116,0.7145134,0.8572567,0.7377479,0.86887395
83711,0.615258,0.807629,0.66477346,0.83238673,0.5745194,0.7872597,0.5482527,0.77412635,0.56673783,0.78336895,0.53992516,0.76996255,0.5369443,0.7684722,0.6272069,0.81360346,0.5871676,0.7935838,0.54357857,0.7717893
86666,0.7183933,0.85919666,0.7395485,0.8697742,0.6282829,0.81414145,0.6437703,0.8218851,0.7320372,0.8660186,0.8297212,0.9148606,0.7850524,0.8925262,0.84237146,0.92118573,0.813156,0.906578,0.83945227,0.91972613
87779,0.5802326,0.7901163,0.6045475,0.80227375,0.5194479,0.75972396,0.59006494,0.7950325,0.5384922,0.7692461,0.58247626,0.7912381,0.56433326,0.7821666,0.59676045,0.79838026,0.6328007,0.81640035,0.5914141,0.79570705
97622,0.6894559,0.844728,0.67429954,0.83714974,0.619878,0.809939,0.60522807,0.80261403,0.7245447,0.8622724,0.84704125,0.9235206,0.7506455,0.87532276,0.7988008,0.8994004,0.7760562,0.8880281,0.82172513,0.91086257
98134,0.7430242,0.87151206,0.65923893,0.82961947,0.5982182,0.7991091,0.56949484,0.7847474,0.7110429,0.85552144,0.81029606,0.905148,0.74892473,0.87446237,0.7451075,0.8725537,0.69009316,0.8450466,0.769091,0.8845455
98135,0.7382133,0.86910665,0.67848885,0.8392444,0.636883,0.8184415,0.62331545,0.8116577,0.76911175,0.8845559,0.8899616,0.9449808,0.7797567,0.8898784,0.84048337,0.9202417,0.7788619,0.88943094,0.8524945,0.92624724
98136,0.7231089,0.86155444,0.65805113,0.82902557,0.6048003,0.8024001,0.60469246,0.8023462,0.71780306,0.8589015,0.8441774,0.92208874,0.71518123,0.8575906,0.7822922,0.89114606,0.7562434,0.87812173,0.79918903,0.89959455
98137,0.70301336,0.8515067,0.7029638,0.8514819,0.5983851,0.79919255,0.6617273,0.83086365,0.7164851,0.8582425,0.7753131,0.88765657,0.7528982,0.8764491,0.794556,0.897278,0.7585186,0.8792593,0.78716564,0.8935828
98138,0.6130199,0.80651,0.59375805,0.79687905,0.53176713,0.76588356,0.57706094,0.78853047,0.6420386,0.8210193,0.76293623,0.8814681,0.7149521,0.85747606,0.7313346,0.86566734,0.74188507,0.87094253,0.7854441,0.892722
98171,0.6487881,0.82439405,0.6064495,0.80322474,0.53431624,0.76715815,0.56333053,0.78166527,0.6883904,0.8441952,0.7991593,0.89957964,0.7448226,0.8724113,0.729053,0.8645265,0.7389217,0.8694608,0.8063663,0.90318316
98172,0.6369151,0.81845754,0.6430028,0.8215014,0.56706417,0.7835321,0.56999195,0.784996,0.7068842,0.8534421,0.7724491,0.8862245,0.74863255,0.8743163,0.7495377,0.87476885,0.715494,0.85774696,0.7674264,0.8837132
98173,0.72325575,0.8616279,0.6800591,0.84002954,0.60613036,0.8030652,0.5884434,0.7942217,0.7572845,0.87864226,0.86501956,0.9325098,0.7631034,0.88155174,0.79197115,0.8959856,0.7847136,0.8923568,0.8399687,0.91998434
98245,0.6710042,0.8355021,0.65711594,0.82855797,0.5876221,0.7938111,0.6297496,0.81487477,0.670434,0.835217,0.77419156,0.8870958,0.7132662,0.85663307,0.77257836,0.8862892,0.75933254,0.87966627,0.74994206,0.87497103
98250,0.6283726,0.81418633,0.67514515,0.8375726,0.6090455,0.80452275,0.6193501,0.80967504,0.6135875,0.80679375,0.5755227,0.78776133,0.5418947,0.77094734,0.65450597,0.827253,0.5933918,0.7966959,0.55433893,0.77716947
98251,0.62829447,0.81414723,0.5835029,0.79175144,0.52848035,0.76424015,0.5644943,0.7822472,0.6182368,0.8091184,0.63586295,0.8179315,0.62450194,0.812251,0.6070045,0.80350226,0.6548657,0.8274329,0.6165805,0.80829024
98252,0.4696134,0.7348067,0.4431327,0.7215663,0.3810184,0.6905092,0.6048552,0.8024276,0.45132533,0.72566265,0.46492994,0.73246497,0.46611694,0.73305845,0.48405325,0.7420266,0.54168165,0.7708408,0.4737452,0.7368726
98253,0.6738532,0.8369266,0.66836536,0.8341827,0.60049206,0.800246,0.65704715,0.8285236,0.65282345,0.8264117,0.6660595,0.83302975,0.6250161,0.81250805,0.69830525,0.8491526,0.7286179,0.86430895,0.69075525,0.8453776
98254,0.6658349,0.83291745,0.6453472,0.82267356,0.6006447,0.80032235,0.6666355,0.83331776,0.6983918,0.8491959,0.7912978,0.8956489,0.72531414,0.86265707,0.7924713,0.89623564,0.7732874,0.8866437,0.80992603,0.904963
98255,0.7365581,0.86827904,0.7355695,0.86778474,0.68590647,0.8429532,0.7174011,0.8587005,0.7580931,0.87904656,0.8308841,0.91544205,0.7539933,0.87699664,0.8370894,0.9185447,0.8077901,0.903895,0.8316117,0.9158058
98256,0.6291085,0.8145542,0.6045487,0.80227435,0.5462761,0.77313805,0.6668899,0.83344495,0.62316775,0.8115839,0.67808676,0.8390434,0.5937383,0.79686916,0.6767436,0.8383718,0.6819822,0.84099114,0.6498258,0.8249129
98257,0.7545928,0.8772964,0.7064334,0.8532167,0.6599624,0.8299812,0.6658975,0.83294874,0.7300327,0.86501634,0.85698545,0.9284927,0.7442868,0.8721434,0.8401017,0.92005086,0.7835678,0.8917839,0.8274039,0.91370195
98258,0.6926104,0.8463052,0.62031895,0.81015944,0.59646714,0.79823357,0.56188923,0.7809446,0.6364511,0.81822556,0.7033452,0.8516726,0.63285846,0.81642926,0.616699,0.8083495,0.62781453,0.81390727,0.67485005,0.837425
98259,0.65272605,0.826363,0.5977187,0.79885936,0.5518098,0.7759049,0.60380876,0.8019044,0.66445684,0.8322284,0.78316027,0.8915801,0.7149265,0.85746324,0.724681,0.8623405,0.74288213,0.87144107,0.7827091,0.89135456
98260,0.6411971,0.82059854,0.6360482,0.8180241,0.6430483,0.82152414,0.6924168,0.8462084,0.6325078,0.8162539,0.7030818,0.8515409,0.6207472,0.8103736,0.74404055,0.87202024,0.7096005,0.8548002,0.70784533,0.85392267
98261,0.723722,0.861861,0.6528666,0.8264333,0.63757426,0.8187871,0.7024783,0.85123914,0.69465995,0.84733,0.8143804,0.9071902,0.7398763,0.86993814,0.7670092,0.8835046,0.775093,0.88754654,0.81303513,0.90651757
98262,0.6022762,0.8011381,0.5380106,0.7690053,0.513836,0.756918,0.60029995,0.80015,0.5946834,0.7973417,0.7432233,0.87161165,0.61358404,0.806792,0.6882582,0.8441291,0.6999126,0.8499563,0.727178,0.863589
98263,0.72057855,0.8602893,0.6523917,0.82619584,0.65764016,0.8288201,0.65192306,0.82596153,0.7026468,0.85132337,0.7190304,0.8595152,0.6292141,0.814607,0.7268485,0.86342424,0.71012294,0.8550615,0.7189959,0.85949796
98264,0.6847824,0.8423912,0.6743489,0.8371744,0.6111096,0.8055548,0.7227558,0.8613779,0.65462947,0.82731473,0.7089411,0.85447055,0.6515277,0.8257638,0.7580396,0.8790198,0.73201585,0.8660079,0.7437391,0.87186956
98265,0.7738581,0.88692904,0.71370006,0.85685,0.67804635,0.8390232,0.66257256,0.8312863,0.76466084,0.8823304,0.8681372,0.93406856,0.74609905,0.8730495,0.8221479,0.9110739,0.7962104,0.8981052,0.82952416,0.9147621
98266,0.7469163,0.87345815,0.6860616,0.8430308,0.60777307,0.80388653,0.69649243,0.8482462,0.7097509,0.85487545,0.8053317,0.90266585,0.71897185,0.8594859,0.8065492,0.9032746,0.76029074,0.8801454,0.78274226,0.89137113
98267,0.67679787,0.83839893,0.64602005,0.82301,0.62267894,0.8113395,0.6522341,0.82611704,0.6646979,0.83234894,0.67504364,0.8375218,0.61007,0.805035,0.72757494,0.8637875,0.73406684,0.8670334,0.6882789,0.84413946
98268,0.68473434,0.8423672,0.676228,0.838114,0.6450995,0.82254976,0.6305742,0.8152871,0.6482089,0.8241044,0.67139685,0.8356984,0.5927219,0.79636097,0.7191962,0.8595981,0.6661812,0.8330906,0.6684879,0.83424395
98269,0.71530825,0.8576541,0.66584504,0.8329225,0.63205504,0.8160275,0.6477575,0.82387877,0.70698017,0.8534901,0.7680836,0.8840418,0.68156815,0.8407841,0.77155757,0.8857788,0.77266467,0.88633233,0.78506804,0.892534
98270,0.7029048,0.8514524,0.6476643,0.82383215,0.5793544,0.7896772,0.62489486,0.8124474,0.69781816,0.8489091,0.80844986,0.90422493,0.7543261,0.87716305,0.7741147,0.88705736,0.78716594,0.89358294,0.79934996,0.899675
98271,0.6065726,0.8032863,0.5619014,0.78095067,0.48743588,0.7437179,0.54760736,0.7738037,0.6132437,0.80662185,0.76883554,0.8844178,0.705827,0.8529135,0.7034813,0.85174066,0.71930075,0.8596504,0.7718941,0.88594705
98272,0.68264043,0.8413202,0.6618999,0.83094996,0.6069368,0.8034684,0.5973153,0.79865766,0.7261315,0.8630657,0.86483693,0.93241847,0.7545635,0.8772818,0.8122997,0.90614986,0.7891294,0.8945647,0.86214066,0.9310703
98273,0.6755354,0.8377677,0.67322975,0.83661485,0.55752575,0.7787629,0.63721,0.818605,0.6478626,0.82393134,0.7243976,0.8621988,0.67155325,0.8357766,0.78306305,0.8915315,0.7545898,0.8772949,0.780218,0.890109
98274,0.74050283,0.8702514,0.6989546,0.8494773,0.66106725,0.8305336,0.6798929,0.83994645,0.74100214,0.87050104,0.8749738,0.9374869,0.76815975,0.8840799,0.8251756,0.91258776,0.8050481,0.90252405,0.8602928,0.9301464
98275,0.7350787,0.86753935,0.6893407,0.84467036,0.6612975,0.8306488,0.66333175,0.8316659,0.7639589,0.88197947,0.83151853,0.91575927,0.75489366,0.87744683,0.8213238,0.91066194,0.766047,0.8830235,0.8226422,0.9113211
98276,0.70695406,0.853477,0.6535711,0.82678556,0.5872066,0.7936033,0.63749534,0.81874764,0.72853035,0.8642652,0.82504153,0.91252077,0.77521944,0.8876097,0.7870017,0.89350086,0.78893626,0.8944681,0.84368944,0.9218447
98277,0.5806437,0.7903218,0.60147727,0.80073863,0.50549805,0.752749,0.5973699,0.79868495,0.6162891,0.80814457,0.7039583,0.85197914,0.70022494,0.85011244,0.6937498,0.8468749,0.7360379,0.868019,0.7273695,0.8636848
98278,0.7433249,0.87166244,0.675748,0.837874,0.6382612,0.8191306,0.6457712,0.82288563,0.7510275,0.8755138,0.8794989,0.9397495,0.76570576,0.8828529,0.8086283,0.90431416,0.7921642,0.8960821,0.82791996,0.91396
98279,0.6946726,0.8473363,0.69256216,0.84628105,0.60520494,0.80260247,0.6736984,0.8368492,0.6978221,0.84891105,0.7923639,0.89618194,0.7062458,0.8531229,0.77169394,0.885847,0.7384938,0.8692469,0.7668973,0.88344866
98280,0.6957985,0.84789926,0.6693134,0.8346567,0.6016252,0.8008126,0.69024956,0.8451248,0.6938243,0.84691215,0.78415656,0.8920783,0.716664,0.85833204,0.7595445,0.87977225,0.7573872,0.8786936,0.78216,0.89108
98281,0.74727213,0.87363607,0.67393404,0.836967,0.6349393,0.81746966,0.62448275,0.8122414,0.73905134,0.8695257,0.85832393,0.92916197,0.757138,0.878569,0.7902672,0.8951336,0.78532827,0.89266413,0.83672,0.91836
98282,0.6532273,0.82661366,0.7093556,0.8546778,0.62008893,0.81004447,0.71651155,0.85825574,0.66173196,0.830866,0.70324314,0.85162157,0.6980698,0.8490349,0.7643513,0.8821757,0.77568376,0.8878419,0.76426375,0.8821319
98283,0.71886015,0.8594301,0.70606625,0.8530331,0.6299114,0.8149557,0.70297307,0.85148656,0.7272334,0.8636167,0.79786754,0.89893377,0.7485896,0.87429476,0.80301464,0.9015073,0.7684912,0.88424563,0.7960307,0.8980154
98284,0.5807173,0.79035866,0.55812484,0.7790624,0.48983535,0.7449177,0.5344075,0.76720375,0.63362706,0.8168135,0.74226546,0.87113273,0.73430705,0.8671535,0.7124014,0.8562007,0.73268336,0.8663417,0.7791731,0.88958657
98285,0.6118674,0.8059337,0.5761295,0.7880647,0.48804092,0.74402046,0.56153727,0.78076863,0.63090336,0.8154517,0.72079015,0.8603951,0.67604434,0.8380222,0.6741525,0.83707625,0.7340334,0.8670167,0.7236114,0.8618057
98286,0.6115607,0.80578035,0.6125855,0.8062928,0.5700695,0.7850348,0.5779923,0.78899616,0.64455557,0.8222778,0.69673526,0.84836763,0.65219855,0.8260993,0.7388458,0.8694229,0.6882141,0.84410703,0.6932441,0.84662205
