,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Score
29788,0.5452559,0.77262795,0.5564772,0.7782386,0.4491068,0.7245534,0.5205822,0.7602911,0.57269764,0.7863488,0.6123329,0.8061664,0.64452016,0.8222601,0.6288804,0.8144402,0.6397501,0.81987506,0.6556622,0.8278311
29835,0.6251477,0.81257385,0.64956325,0.82478166,0.5438618,0.77193093,0.6136343,0.8068172,0.611573,0.8057865,0.6997427,0.84987134,0.7159581,0.85797906,0.7177652,0.8588826,0.7425267,0.8712634,0.7371635,0.8685818
30606,0.63796294,0.81898147,0.56032693,0.78016347,0.5259224,0.7629612,0.56438756,0.7821938,0.6263938,0.8131969,0.75175214,0.87587607,0.6610946,0.83054733,0.6690036,0.8345018,0.7154481,0.8577241,0.7558361,0.87791806
30845,0.6908474,0.8454237,0.66076505,0.8303825,0.5996292,0.7998146,0.65819454,0.8290973,0.66972065,0.8348603,0.78159523,0.8907976,0.71265286,0.85632646,0.7648914,0.8824457,0.7922312,0.8961156,0.78820574,0.8941029
32072,0.71637654,0.8581883,0.7201445,0.86007226,0.71873,0.859365,0.6689693,0.83448464,0.703629,0.8518145,0.76699555,0.8834978,0.6876596,0.8438298,0.78633064,0.89316535,0.74444497,0.8722225,0.744913,0.8724565
46443,0.7330502,0.8665251,0.7543769,0.87718844,0.70179665,0.8508983,0.70563006,0.85281503,0.75042325,0.8752116,0.7815167,0.89075834,0.7446497,0.8723248,0.8288244,0.9144122,0.8130281,0.90651405,0.8275671,0.91378355
46506,0.43860894,0.71930444,0.4767893,0.7383946,0.42846724,0.71423364,0.45701307,0.72850657,0.4517749,0.7258874,0.5100558,0.7550279,0.4868315,0.7434157,0.5779309,0.78896546,0.6299996,0.8149998,0.59731674,0.7986584
50300,0.64364433,0.82182217,0.6558715,0.82793576,0.6366774,0.8183387,0.6230018,0.8115009,0.66307425,0.8315371,0.6946321,0.847316,0.6281924,0.8140962,0.719944,0.859972,0.71016073,0.85508037,0.73035216,0.8651761
51419,0.558622,0.779311,0.60286164,0.8014308,0.5428873,0.7714436,0.54072326,0.77036166,0.54297876,0.7714894,0.5910586,0.7955293,0.61013705,0.8050685,0.64669967,0.82334983,0.6676117,0.83380586,0.63954186,0.81977093
53971,0.5527327,0.77636635,0.56768966,0.7838448,0.49326527,0.74663264,0.5328276,0.7664138,0.58858496,0.79429245,0.5803711,0.7901856,0.6377212,0.8188606,0.6123731,0.80618656,0.6353903,0.81769514,0.6060382,0.8030191
53972,0.5470938,0.77354693,0.5757476,0.7878738,0.49859905,0.7492995,0.5356334,0.76781666,0.5570602,0.7785301,0.6205363,0.81026816,0.61458045,0.8072902,0.63795424,0.8189771,0.6656401,0.83282006,0.6635089,0.83175445
53973,0.61711514,0.80855757,0.6148043,0.80740213,0.54735833,0.77367914,0.575191,0.7875955,0.6287168,0.8143584,0.73672783,0.8683639,0.70815754,0.85407877,0.73704207,0.86852103,0.77579576,0.88789785,0.7863083,0.89315414
53974,0.6331976,0.8165988,0.616681,0.8083405,0.5600475,0.78002375,0.6065396,0.8032698,0.66302717,0.8315136,0.7350669,0.86753345,0.7375109,0.86875546,0.697706,0.848853,0.7559757,0.87798786,0.7601638,0.8800819
53975,0.6566982,0.8283491,0.64326346,0.8216317,0.61456335,0.8072817,0.61860967,0.80930483,0.65040135,0.8252007,0.7555475,0.87777376,0.7019513,0.85097563,0.7221962,0.8610981,0.78046894,0.8902345,0.7711876,0.8855938
53976,0.49028414,0.7451421,0.43215406,0.716077,0.43307388,0.71653694,0.47256058,0.7362803,0.48443323,0.7422166,0.5818392,0.7909196,0.57984304,0.7899215,0.52588487,0.76294243,0.5892799,0.79463995,0.59389186,0.7969459
53977,0.730349,0.86517453,0.68369645,0.84184825,0.64283216,0.8214161,0.6455752,0.82278764,0.7122129,0.85610646,0.75092566,0.87546283,0.73003745,0.8650187,0.7545759,0.877288,0.76582587,0.88291293,0.7533777,0.87668884
53978,0.5813552,0.7906776,0.58440614,0.79220307,0.5424222,0.7712111,0.5443018,0.7721509,0.6289841,0.81449205,0.6945789,0.84728944,0.6623667,0.8311833,0.6685928,0.8342964,0.69654214,0.8482711,0.71439576,0.8571979
53979,0.7822589,0.8911295,0.7280954,0.8640477,0.6974789,0.84873945,0.66266894,0.8313345,0.7585085,0.8792542,0.8626592,0.9313296,0.7634153,0.88170767,0.8237091,0.9118545,0.79908884,0.8995444,0.83864987,0.91932493
53981,0.5681221,0.7840611,0.5575495,0.77877474,0.49883264,0.74941635,0.5274845,0.7637422,0.5816341,0.790817,0.6675655,0.8337828,0.655427,0.8277135,0.6505179,0.825259,0.6735983,0.83679914,0.6871376,0.8435688
54796,0.5250292,0.7625146,0.5476859,0.77384293,0.44026762,0.7201338,0.5281141,0.76405704,0.4658572,0.73292863,0.51293933,0.75646967,0.5398088,0.7699044,0.5856165,0.7928083,0.60942537,0.80471265,0.5642508,0.7821254
54797,0.70379126,0.85189563,0.70688224,0.8534411,0.6366514,0.8183257,0.63905764,0.8195288,0.7103845,0.85519224,0.7970208,0.8985104,0.736858,0.868429,0.79338217,0.8966911,0.7732843,0.88664216,0.79062057,0.8953103
54798,0.59449995,0.79725,0.6311302,0.8155651,0.5272581,0.7636291,0.59127605,0.795638,0.605052,0.802526,0.63985515,0.8199276,0.6707674,0.8353837,0.66588074,0.83294034,0.7354088,0.8677044,0.6869991,0.84349954
54799,0.53510773,0.76755387,0.55819976,0.7790999,0.4606894,0.7303447,0.5509391,0.77546954,0.54750234,0.77375114,0.6210029,0.81050146,0.6273099,0.81365496,0.6423076,0.82115376,0.6834608,0.84173036,0.6992035,0.84960175
54800,0.53709674,0.76854837,0.5465281,0.77326405,0.4920625,0.7460313,0.49287194,0.746436,0.54379654,0.77189827,0.6294929,0.81474644,0.6808355,0.84041774,0.6478545,0.8239273,0.6699312,0.8349656,0.6802069,0.84010345
56453,0.6256436,0.8128218,0.62096715,0.8104836,0.5703113,0.78515565,0.5765701,0.788285,0.6655055,0.83275276,0.7018548,0.8509274,0.7681278,0.8840639,0.68566036,0.8428302,0.7294544,0.8647272,0.7383083,0.86915416
56528,0.61116076,0.8055804,0.57397723,0.7869886,0.51597357,0.7579868,0.56284696,0.78142345,0.60821676,0.8041084,0.688117,0.8440585,0.6493579,0.82467896,0.6413252,0.8206626,0.7092607,0.85463035,0.68514746,0.84257376
56542,0.7324964,0.8662482,0.6924987,0.84624934,0.6289463,0.81447315,0.63793,0.81896496,0.7358997,0.86794984,0.8443146,0.9221573,0.7729709,0.88648546,0.8112153,0.90560764,0.8095628,0.9047814,0.86719227,0.93359613
56543,0.5756426,0.7878213,0.5421218,0.77106094,0.48215905,0.7410795,0.5076222,0.7538111,0.55885255,0.7794263,0.655192,0.827596,0.66429377,0.8321469,0.6190544,0.80952716,0.6880882,0.8440441,0.6833637,0.84168184
56544,0.6501204,0.8250602,0.64628506,0.8231425,0.5892384,0.7946192,0.65042305,0.8252115,0.66145265,0.8307263,0.7097049,0.85485244,0.7273457,0.86367285,0.7126497,0.85632485,0.71954924,0.8597746,0.75001323,0.8750066
56545,0.52201164,0.7610058,0.5914242,0.7957121,0.46560085,0.7328004,0.52415216,0.7620761,0.51147693,0.7557385,0.52357084,0.7617854,0.60202456,0.8010123,0.6012716,0.8006358,0.64912367,0.82456183,0.6005708,0.8002854
56618,0.5734936,0.7867468,0.6104989,0.80524945,0.5051263,0.7525631,0.572729,0.7863645,0.560454,0.780227,0.5973126,0.79865634,0.6138989,0.80694944,0.6664407,0.83322036,0.6868419,0.843421,0.66691196,0.833456
56619,0.5503269,0.7751634,0.5597683,0.77988416,0.4717719,0.735886,0.5090214,0.7545107,0.56968755,0.7848438,0.6439297,0.82196486,0.6787461,0.83937305,0.61797094,0.8089855,0.66530955,0.8326548,0.677597,0.8387985
56629,0.69911224,0.8495561,0.6714833,0.83574164,0.5994802,0.7997401,0.6935081,0.8467541,0.68064636,0.8403232,0.7750795,0.88753974,0.73815787,0.86907893,0.788123,0.8940615,0.7617196,0.8808598,0.80182254,0.9009113
56630,0.54698235,0.77349114,0.54651535,0.7732577,0.46102256,0.7305113,0.5281012,0.7640506,0.53684944,0.76842475,0.62984943,0.8149247,0.6517482,0.8258741,0.6445734,0.8222867,0.6710105,0.83550525,0.70593596,0.852968
56631,0.58998907,0.79499453,0.60450757,0.8022538,0.5118066,0.7559033,0.5811348,0.7905674,0.60490894,0.8024545,0.6742271,0.83711356,0.66552365,0.8327618,0.6909275,0.84546375,0.75002754,0.87501377,0.75622416,0.8781121
56632,0.6843178,0.8421589,0.65591496,0.8279575,0.6124158,0.8062079,0.63771,0.818855,0.68685997,0.84343,0.79813135,0.8990657,0.74108166,0.87054086,0.79595923,0.8979796,0.76767343,0.88383675,0.82015467,0.91007733
56633,0.55123025,0.7756151,0.5464343,0.77321714,0.51870686,0.7593534,0.49957755,0.74978876,0.5351943,0.76759714,0.643739,0.8218695,0.6107371,0.80536854,0.61446404,0.807232,0.65871465,0.8293573,0.6728094,0.8364047
56634,0.5478624,0.7739312,0.5891087,0.79455435,0.4890126,0.7445063,0.5260141,0.76300704,0.56814635,0.7840732,0.6529559,0.82647794,0.6767037,0.83835185,0.664019,0.8320095,0.7100278,0.8550139,0.7231309,0.8615655
56635,0.42944485,0.7147224,0.47443575,0.7372179,0.384865,0.6924325,0.39428908,0.6971445,0.4410753,0.72053766,0.51186603,0.75593305,0.5209455,0.7604728,0.53763056,0.7688153,0.5183252,0.7591626,0.5709472,0.7854736
56637,0.6337706,0.8168853,0.63408947,0.81704473,0.53772974,0.76886487,0.62397027,0.81198514,0.6490842,0.8245421,0.71097976,0.85548985,0.7159245,0.85796225,0.7135072,0.8567536,0.7155758,0.8577879,0.7395217,0.8697609
56638,0.6622627,0.83113134,0.69070077,0.8453504,0.5982447,0.79912233,0.6162236,0.8081118,0.6761401,0.83807003,0.7058908,0.8529454,0.737404,0.868702,0.7361207,0.86806035,0.7089734,0.8544867,0.7274316,0.86371577
56639,0.4378528,0.7189264,0.44735938,0.72367966,0.41177025,0.7058851,0.40728408,0.703642,0.4744547,0.7372273,0.569907,0.7849535,0.5719073,0.78595364,0.53525525,0.7676276,0.5741652,0.7870826,0.62061226,0.81030613
56641,0.5243882,0.7621941,0.51338184,0.7566909,0.44633466,0.7231673,0.47593683,0.73796844,0.56693983,0.7834699,0.6561707,0.82808536,0.68872416,0.8443621,0.59781677,0.79890835,0.6570277,0.82851386,0.6925212,0.8462606
56642,0.5099198,0.75495994,0.5211915,0.76059574,0.43679044,0.71839523,0.47026008,0.7351301,0.52041554,0.7602078,0.5706461,0.785323,0.632859,0.8164295,0.5569378,0.7784689,0.6292691,0.81463456,0.612792,0.806396
56643,0.73999584,0.8699979,0.7152232,0.8576116,0.6959652,0.8479826,0.68660516,0.8433026,0.69790435,0.8489522,0.725714,0.862857,0.6634313,0.83171564,0.7630286,0.8815143,0.77457035,0.8872852,0.7325038,0.8662519
56644,0.48140705,0.7407035,0.50820667,0.7541033,0.40231258,0.70115626,0.4465349,0.72326744,0.49446052,0.7472303,0.5347097,0.76735485,0.6042993,0.80214965,0.5734514,0.7867257,0.60198355,0.8009918,0.595734,0.797867
56645,0.5433699,0.77168494,0.5763623,0.7881812,0.5078604,0.7539302,0.5495671,0.77478355,0.51652336,0.7582617,0.58246374,0.7912319,0.5880798,0.7940399,0.65247333,0.82623667,0.647809,0.8239045,0.64630836,0.8231542
56646,0.474703,0.73735154,0.47511095,0.7375555,0.37529898,0.6876495,0.48432297,0.7421615,0.48087543,0.74043775,0.5506117,0.77530587,0.58499295,0.79249644,0.5598022,0.7799011,0.590446,0.795223,0.6144248,0.8072124
56647,0.67440337,0.8372017,0.67919415,0.8395971,0.6069125,0.80345625,0.6674044,0.8337022,0.6839495,0.84197474,0.730997,0.86549854,0.7356469,0.8678235,0.7569305,0.87846524,0.74241805,0.871209,0.7636452,0.8818226
56648,0.7222647,0.8611324,0.65109706,0.8255485,0.6266869,0.8133434,0.6562817,0.82814085,0.6728148,0.8364074,0.7375875,0.8687937,0.6774724,0.8387362,0.77817297,0.8890865,0.75601685,0.8780084,0.7535183,0.8767592
56649,0.6522489,0.8261244,0.647168,0.82358396,0.5848845,0.79244226,0.6067427,0.8033713,0.61634696,0.8081735,0.6764648,0.8382324,0.63259864,0.8162993,0.6986481,0.84932405,0.7264577,0.86322886,0.6918619,0.84593093
56650,0.60550845,0.8027542,0.6108579,0.805429,0.5143428,0.7571714,0.5542998,0.7771499,0.6446694,0.8223347,0.7146548,0.8573274,0.73496616,0.8674831,0.69304895,0.8465245,0.72129107,0.86064553,0.76249707,0.88124853
56651,0.41373187,0.7068659,0.43086344,0.7154317,0.34396064,0.6719803,0.38908073,0.6945404,0.43166155,0.7158308,0.49351025,0.7467551,0.5476207,0.7738104,0.48757085,0.74378544,0.52151126,0.76075566,0.55780256,0.7789013
56652,0.6818551,0.84092754,0.67440164,0.8372008,0.5740101,0.78700507,0.6167647,0.8083824,0.67525935,0.8376297,0.7458551,0.87292755,0.74750423,0.8737521,0.7570579,0.87852895,0.75380003,0.8769,0.7685506,0.8842753
56653,0.5350203,0.7675102,0.5300597,0.76502985,0.47676295,0.7383815,0.48741361,0.7437068,0.53864586,0.76932293,0.6072444,0.8036222,0.6009953,0.80049765,0.5991448,0.7995724,0.6262139,0.81310695,0.6319421,0.815971
56654,0.6923609,0.84618044,0.6795299,0.83976495,0.61758626,0.8087931,0.62879586,0.81439793,0.74432576,0.8721629,0.7997072,0.8998536,0.77208185,0.8860409,0.77750456,0.8887523,0.77780795,0.888904,0.8110597,0.90552986
56656,0.5644989,0.78224945,0.56601876,0.7830094,0.50332636,0.7516632,0.5362807,0.7681403,0.59264696,0.7963235,0.63411564,0.81705785,0.63829625,0.8191481,0.6228917,0.81144583,0.65864074,0.8293204,0.68357044,0.8417852
56657,0.5317863,0.76589316,0.5252717,0.7626358,0.45001692,0.7250085,0.4946283,0.74731416,0.54813117,0.7740656,0.67515665,0.8375783,0.6350342,0.8175171,0.619318,0.809659,0.6546303,0.82731515,0.69437206,0.847186
56661,0.6668366,0.8334183,0.6613332,0.8306666,0.5689453,0.78447264,0.58869755,0.7943488,0.66821,0.834105,0.7798689,0.8899344,0.7085003,0.8542502,0.73390985,0.8669549,0.74931324,0.8746566,0.77838975,0.88919485
56662,0.57695925,0.7884796,0.6511185,0.82555926,0.5296538,0.7648269,0.60895586,0.80447793,0.5836048,0.7918024,0.61290395,0.806452,0.6291286,0.8145643,0.6913886,0.8456943,0.7293099,0.86465496,0.6625354,0.8312677
56725,0.5892609,0.7946304,0.63193756,0.81596875,0.52431697,0.7621585,0.5715407,0.78577036,0.6023415,0.8011707,0.6458072,0.82290363,0.71698016,0.8584901,0.71382946,0.85691476,0.6738733,0.83693665,0.69888103,0.8494405
56795,0.5403991,0.77019954,0.57981014,0.7899051,0.5329349,0.76646745,0.5476104,0.7738052,0.56538486,0.78269243,0.6401962,0.8200981,0.67868495,0.8393425,0.68213874,0.84106934,0.71235836,0.8561792,0.71726084,0.8586304
56796,0.54505193,0.77252597,0.56820816,0.7841041,0.50855297,0.7542765,0.5358647,0.76793236,0.6279002,0.81395006,0.6662755,0.83313775,0.6967137,0.84835684,0.6778115,0.83890575,0.66458905,0.8322945,0.6958841,0.84794205
56797,0.5817195,0.79085976,0.60886675,0.80443335,0.49413875,0.74706936,0.54429424,0.7721471,0.5718976,0.7859488,0.630462,0.81523097,0.62312925,0.8115646,0.6731372,0.8365686,0.6724372,0.8362186,0.6726745,0.8363372
56798,0.53112274,0.76556134,0.57467246,0.78733623,0.49092585,0.7454629,0.53219885,0.76609945,0.5516203,0.7758101,0.5854768,0.79273844,0.6447624,0.8223812,0.6235918,0.8117959,0.6363225,0.81816125,0.669783,0.8348915
56799,0.5522293,0.77611464,0.54494756,0.7724738,0.46120048,0.73060024,0.5068664,0.7534332,0.5733899,0.78669494,0.657058,0.828529,0.68070704,0.8403535,0.6407567,0.82037836,0.6792778,0.8396389,0.72169936,0.8608497
56800,0.66247904,0.8312395,0.63015056,0.8150753,0.56349635,0.7817482,0.6468353,0.82341766,0.6114284,0.8057142,0.6673315,0.8336657,0.61944604,0.809723,0.6932956,0.8466478,0.7073352,0.8536676,0.68354684,0.8417734
56801,0.5597335,0.77986676,0.5912875,0.79564375,0.51963556,0.7598178,0.5287272,0.7643636,0.58148575,0.7907429,0.6397034,0.8198517,0.62656605,0.813283,0.6492593,0.82462966,0.6692365,0.8346182,0.6591015,0.82955074
56802,0.5489638,0.7744819,0.53287,0.766435,0.46902418,0.7345121,0.5152117,0.75760585,0.51386935,0.75693464,0.63578796,0.817894,0.6372222,0.8186111,0.6184438,0.80922186,0.66995186,0.83497596,0.68153924,0.84076965
56803,0.659243,0.8296215,0.6455786,0.8227893,0.5864821,0.793241,0.60476965,0.80238485,0.6463351,0.82316756,0.72790897,0.8639545,0.7186954,0.8593477,0.74525446,0.87262726,0.72701186,0.86350596,0.76468,0.88234
56804,0.7142031,0.85710156,0.6898794,0.8449397,0.6291565,0.81457824,0.6563691,0.82818455,0.6855164,0.8427582,0.75344384,0.8767219,0.6962271,0.84811354,0.7879849,0.8939924,0.7603018,0.8801509,0.7592565,0.87962824
56805,0.5147306,0.7573653,0.53215116,0.7660756,0.4788187,0.7394093,0.52702075,0.76351035,0.469345,0.7346725,0.52277535,0.7613877,0.53006625,0.7650331,0.57031333,0.78515667,0.6243431,0.8121716,0.5757915,0.78789574
56807,0.62022495,0.8101125,0.6272155,0.81360775,0.54070246,0.77035123,0.5934168,0.7967084,0.62014365,0.8100718,0.6730859,0.83654296,0.7043154,0.8521577,0.6756393,0.83781964,0.72115237,0.86057615,0.732343,0.8661715
56809,0.63494337,0.8174717,0.6247846,0.8123923,0.58376825,0.7918841,0.62675047,0.81337523,0.600628,0.800314,0.70570624,0.8528531,0.64337766,0.82168883,0.73547566,0.8677378,0.74118483,0.8705924,0.7384496,0.8692248
56859,0.5567114,0.7783557,0.54537094,0.77268547,0.44933945,0.7246697,0.5540388,0.7770194,0.5642555,0.78212774,0.62409425,0.8120471,0.63217103,0.8160855,0.61817044,0.80908525,0.65801036,0.8290052,0.65204275,0.8260214
56860,0.6383684,0.8191842,0.6484626,0.82423127,0.57979167,0.78989583,0.67871946,0.83935976,0.6695735,0.8347868,0.740901,0.8704505,0.71823263,0.8591163,0.7537484,0.8768742,0.75967515,0.8798376,0.80337864,0.9016893
56861,0.5024192,0.7512096,0.48565474,0.74282736,0.41072863,0.70536435,0.52322865,0.7616143,0.47851032,0.7392552,0.555411,0.7777055,0.5533979,0.77669895,0.5782901,0.78914505,0.5906919,0.79534596,0.6017057,0.80085284
56862,0.5968567,0.79842836,0.6144304,0.8072152,0.5092201,0.75461006,0.57539403,0.787697,0.5828671,0.7914336,0.6453096,0.82265484,0.66254973,0.83127487,0.66829956,0.8341498,0.687135,0.8435675,0.6812772,0.84063864
57384,0.75497997,0.87749,0.7309818,0.8654909,0.67892545,0.83946276,0.65940714,0.82970357,0.77735835,0.88867915,0.87457454,0.9372873,0.7968415,0.89842075,0.8472376,0.9236188,0.8009177,0.9004588,0.86333776,0.9316689
57400,0.8065549,0.90327746,0.71867484,0.85933745,0.72262836,0.8613142,0.6685146,0.8342573,0.7666036,0.8833018,0.8227806,0.9113903,0.743133,0.87156653,0.8156923,0.90784615,0.7259756,0.86298776,0.8000492,0.9000246
62042,0.67705196,0.838526,0.66264117,0.8313206,0.6098174,0.8049087,0.6377205,0.8188603,0.6371092,0.81855464,0.678735,0.8393675,0.6812656,0.8406328,0.695886,0.847943,0.71083003,0.855415,0.7097618,0.8548809
63086,0.4701618,0.7350809,0.4723286,0.73616433,0.44031262,0.7201563,0.4336869,0.7168435,0.47301972,0.73650986,0.579204,0.78960204,0.56561387,0.78280693,0.5468751,0.77343756,0.6021626,0.8010813,0.5988931,0.7994466
63087,0.56388634,0.7819432,0.5552479,0.77762395,0.5105405,0.75527024,0.53348386,0.76674193,0.57538605,0.787693,0.6817965,0.8408983,0.6980372,0.8490186,0.6361394,0.8180697,0.6817271,0.8408636,0.73783505,0.8689175
83710,0.64905584,0.8245279,0.66085625,0.8304281,0.5790483,0.78952414,0.6495671,0.82478356,0.638118,0.819059,0.67275,0.836375,0.6176755,0.8088378,0.701279,0.85063946,0.7000869,0.8500434,0.68948084,0.8447404
83711,0.5509701,0.77548504,0.61555165,0.80777586,0.549345,0.7746725,0.57326484,0.7866324,0.5034995,0.75174975,0.48640707,0.7432035,0.53497654,0.76748824,0.59685266,0.79842633,0.6077298,0.8038649,0.55310416,0.7765521
86666,0.5520907,0.7760453,0.6328975,0.81644875,0.522941,0.7614705,0.5764891,0.78824455,0.5518725,0.77593625,0.6467928,0.82339644,0.6572066,0.82860327,0.7262248,0.8631124,0.7182865,0.85914326,0.70422435,0.8521122
87779,0.5372565,0.76862824,0.5983263,0.79916316,0.4577874,0.7288937,0.550234,0.77511704,0.5063345,0.7531673,0.4973445,0.74867225,0.5472221,0.77361107,0.56583035,0.7829152,0.5619428,0.7809714,0.53772587,0.76886296
97622,0.668541,0.8342705,0.6560154,0.8280077,0.59283483,0.7964174,0.6101937,0.80509686,0.6738235,0.83691174,0.78103644,0.8905182,0.73678887,0.86839443,0.7579812,0.8789906,0.7676543,0.88382715,0.7972895,0.89864475
