,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_doordash_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_apple_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_samsara_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_yelp_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_match_pm_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_i2c_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_adobe_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_amazon_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_rowan_ux_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Raw_Score,Modified_claude-haiku-4-5_of_CV_Modelclaude-haiku-4-5_google_ux_Score
29788,0.52969337,0.7648467,0.5396066,0.7698033,0.4533074,0.7266537,0.48876175,0.7443809,0.57393795,0.78696895,0.65473425,0.8273671,0.65498054,0.82749027,0.61491615,0.80745804,0.6323986,0.8161993,0.6735392,0.8367696
29835,0.71656954,0.8582848,0.7235044,0.8617522,0.62300134,0.81150067,0.6519225,0.82596123,0.71781933,0.85890967,0.8095143,0.90475714,0.7831166,0.8915583,0.8139938,0.9069969,0.8101898,0.90509486,0.8324503,0.91622514
30606,0.5113268,0.7556634,0.4620426,0.7310213,0.4812959,0.740648,0.50044876,0.75022435,0.51810586,0.75905293,0.6206837,0.81034184,0.5164238,0.7582119,0.56163085,0.7808154,0.64300764,0.8215038,0.62435085,0.8121754
30845,0.71750236,0.8587512,0.68183464,0.84091735,0.6391406,0.8195703,0.6718157,0.8359078,0.71702576,0.8585129,0.84284556,0.9214228,0.7495127,0.87475634,0.81349045,0.9067452,0.8161224,0.9080612,0.82889795,0.914449
32072,0.7587606,0.8793803,0.7176305,0.85881525,0.7156565,0.85782826,0.678365,0.8391825,0.7312425,0.8656212,0.8090068,0.9045034,0.7126188,0.8563094,0.8109509,0.90547544,0.7688565,0.88442826,0.7762314,0.8881157
46443,0.7392496,0.8696248,0.7351514,0.8675757,0.6827653,0.8413826,0.6717303,0.83586514,0.76590765,0.8829538,0.8268059,0.9134029,0.7569412,0.8784706,0.8320176,0.91600883,0.79067796,0.895339,0.85132855,0.9256643
46506,0.4931779,0.74658895,0.5413455,0.77067274,0.4681341,0.7340671,0.5002017,0.75010085,0.5347042,0.7673521,0.6110933,0.80554664,0.5429337,0.77146685,0.6364708,0.8182354,0.6765739,0.83828694,0.67336595,0.836683
50300,0.69607306,0.8480365,0.69797754,0.8489888,0.68345636,0.8417282,0.65542877,0.8277144,0.74439466,0.87219733,0.80029094,0.9001455,0.72112644,0.8605632,0.80969167,0.90484583,0.7786746,0.8893373,0.82728887,0.91364443
51419,0.6506285,0.8253143,0.6507919,0.82539594,0.5893681,0.79468405,0.59582907,0.7979145,0.6747141,0.83735704,0.7497421,0.874871,0.73030746,0.86515373,0.76356065,0.8817803,0.7558538,0.8779269,0.78540224,0.89270115
53971,0.55843866,0.7792193,0.53798115,0.7689906,0.47089186,0.7354459,0.47463012,0.73731506,0.55779463,0.7788973,0.5901216,0.7950608,0.60911894,0.80455947,0.6004187,0.80020934,0.6538937,0.82694685,0.6248145,0.81240726
53972,0.61991054,0.80995524,0.64162695,0.8208135,0.5358032,0.7679016,0.5720948,0.7860474,0.6303586,0.8151793,0.67207915,0.83603954,0.6739886,0.8369943,0.68580925,0.8429046,0.70033014,0.85016507,0.67104286,0.83552146
53973,0.65847147,0.82923573,0.6296985,0.81484926,0.5640578,0.7820289,0.5813472,0.7906736,0.6993464,0.8496732,0.80635864,0.9031793,0.7413287,0.87066436,0.7916065,0.8958032,0.76438713,0.88219357,0.80732596,0.903663
53974,0.6216033,0.8108016,0.5800774,0.7900387,0.53183335,0.7659167,0.5710168,0.7855084,0.64682686,0.82341343,0.7327776,0.8663888,0.6965644,0.8482822,0.69535106,0.84767556,0.72004104,0.8600205,0.73710054,0.8685503
53975,0.6257611,0.8128805,0.57835835,0.7891792,0.5762683,0.78813416,0.54145837,0.7707292,0.63825345,0.8191267,0.77503276,0.8875164,0.66289675,0.8314484,0.66970026,0.83485013,0.7194346,0.8597173,0.72679293,0.86339647
53976,0.5011656,0.7505828,0.44065237,0.7203262,0.42998067,0.7149903,0.45010322,0.72505164,0.4923077,0.74615383,0.63299954,0.81649977,0.6012984,0.80064917,0.56038755,0.7801938,0.62091666,0.8104583,0.6375078,0.8187539
53977,0.66869557,0.8343478,0.6016413,0.80082065,0.54406214,0.77203107,0.5938045,0.79690224,0.6578088,0.8289044,0.73454297,0.8672715,0.69775724,0.8488786,0.70876026,0.85438013,0.71384364,0.8569218,0.7156358,0.8578179
53978,0.67006457,0.8350323,0.6390573,0.81952864,0.5884899,0.79424495,0.5810878,0.7905439,0.69592094,0.8479605,0.786994,0.893497,0.70062697,0.8503135,0.7345848,0.8672924,0.7460207,0.87301034,0.7894124,0.8947062
53979,0.7353504,0.8676752,0.68293375,0.8414669,0.63651884,0.8182594,0.6347932,0.81739664,0.74698454,0.87349224,0.84860426,0.9243021,0.74719083,0.8735954,0.79941154,0.89970577,0.7587571,0.87937856,0.8029604,0.9014802
53981,0.6223204,0.8111602,0.6121806,0.8060903,0.5479133,0.77395666,0.5950688,0.7975344,0.66155624,0.8307781,0.7517252,0.8758626,0.7347725,0.8673862,0.7385557,0.86927783,0.755332,0.877666,0.77558935,0.8877947
54796,0.6366118,0.8183059,0.6433207,0.82166034,0.5290062,0.7645031,0.6085546,0.8042773,0.60947484,0.80473745,0.64476275,0.8223814,0.6813226,0.8406613,0.69738793,0.84869397,0.6912596,0.8456298,0.6810456,0.84052277
54797,0.681653,0.8408265,0.6493641,0.82468206,0.5992855,0.79964274,0.6031051,0.80155253,0.7042589,0.85212946,0.8478698,0.92393494,0.7411576,0.87057877,0.7956096,0.8978048,0.7701143,0.88505715,0.81488585,0.9074429
54798,0.6141771,0.80708855,0.62769836,0.8138492,0.54427755,0.7721388,0.57510555,0.7875528,0.6119542,0.8059771,0.69547784,0.8477389,0.6533638,0.8266819,0.67267466,0.8363373,0.7347438,0.8673719,0.7047373,0.85236865
54799,0.5393127,0.76965636,0.56044424,0.7802221,0.4580164,0.7290082,0.54237497,0.7711875,0.5624777,0.78123885,0.63689303,0.8184465,0.64643526,0.82321763,0.6434189,0.82170945,0.7099782,0.8549891,0.72089267,0.86044633
54800,0.618885,0.8094425,0.6270623,0.81353116,0.5581957,0.77909786,0.54533905,0.77266955,0.6449773,0.82248867,0.6941676,0.8470838,0.72137755,0.8606888,0.71799815,0.8589991,0.7157968,0.8578984,0.7412052,0.8706026
56453,0.71897316,0.8594866,0.6697507,0.83487535,0.6297203,0.8148601,0.5917002,0.7958501,0.7332299,0.86661494,0.82274777,0.91137385,0.79299307,0.89649653,0.7605231,0.88026154,0.77290356,0.8864518,0.8205364,0.9102682
56528,0.62919873,0.8145994,0.58019304,0.7900965,0.50002134,0.75001067,0.554399,0.7771995,0.6333835,0.81669176,0.7203741,0.86018705,0.6783919,0.83919597,0.66755414,0.83377707,0.7034335,0.85171676,0.6964155,0.8482077
56542,0.6644593,0.8322296,0.66501385,0.8325069,0.58257174,0.7912859,0.6468448,0.82342243,0.6916617,0.84583086,0.7661166,0.8830583,0.7274544,0.8637272,0.7745173,0.88725865,0.7611146,0.8805573,0.7794237,0.88971186
56543,0.6655932,0.8327966,0.61687255,0.8084363,0.5510582,0.7755291,0.5530824,0.77654123,0.6806011,0.84030056,0.7500031,0.87500155,0.7417506,0.8708753,0.71955574,0.85977787,0.7285091,0.8642546,0.7507957,0.87539786
56544,0.6527429,0.82637143,0.66544557,0.8327228,0.58834183,0.7941709,0.62903714,0.8145186,0.6728631,0.83643156,0.7308582,0.8654291,0.7093972,0.8546986,0.72795117,0.8639756,0.74532163,0.8726608,0.78007984,0.8900399
56545,0.577616,0.788808,0.6148986,0.80744934,0.53353745,0.7667687,0.5455761,0.77278805,0.54530346,0.77265173,0.5434766,0.7717383,0.5492531,0.77462655,0.6424492,0.8212246,0.6318611,0.81593055,0.57447934,0.7872397
56618,0.66775155,0.8338758,0.65541005,0.827705,0.587299,0.7936495,0.6009088,0.8004544,0.66368604,0.831843,0.73601633,0.86800814,0.7110833,0.85554165,0.7585279,0.87926394,0.77134925,0.8856746,0.75757134,0.87878567
56619,0.61097324,0.8054866,0.59597075,0.7979854,0.5252254,0.7626127,0.5572084,0.7786042,0.63125205,0.815626,0.7219533,0.86097664,0.69069993,0.84534997,0.67801595,0.839008,0.69941163,0.8497058,0.7293318,0.86466587
56629,0.71981746,0.8599087,0.687686,0.843843,0.5977088,0.7988544,0.65004236,0.82502115,0.7111621,0.85558105,0.82689214,0.91344607,0.74322116,0.8716106,0.8106464,0.9053232,0.7343247,0.86716235,0.8136436,0.9068218
56630,0.66719496,0.8335975,0.6588031,0.82940155,0.5401126,0.7700563,0.59939194,0.79969597,0.66036475,0.8301824,0.75333464,0.8766673,0.75453806,0.877269,0.7578548,0.8789274,0.7651659,0.88258296,0.7917038,0.8958519
56631,0.58250034,0.79125017,0.60591274,0.80295634,0.5105915,0.75529575,0.57268745,0.7863437,0.6003108,0.8001554,0.6534183,0.82670915,0.6274688,0.8137344,0.6829934,0.8414967,0.7266173,0.86330867,0.74713767,0.87356883
56632,0.72178316,0.8608916,0.6680682,0.8340341,0.6244135,0.81220675,0.6228386,0.8114193,0.74222434,0.87111217,0.86242115,0.9312106,0.79488426,0.8974421,0.8472756,0.9236378,0.77573466,0.88786733,0.84953785,0.9247689
56633,0.6843569,0.84217846,0.6613779,0.83068895,0.5882143,0.79410714,0.58614063,0.7930703,0.6889929,0.8444965,0.7598536,0.8799268,0.74574006,0.87287,0.7406246,0.87031233,0.7453437,0.87267184,0.7795501,0.88977504
56634,0.5290306,0.7645153,0.51884604,0.759423,0.4705101,0.73525506,0.47509682,0.7375484,0.52096653,0.76048326,0.63651097,0.8182555,0.60526955,0.8026348,0.6362238,0.8181119,0.6737399,0.83686996,0.69027704,0.84513855
56635,0.53093266,0.76546633,0.59302855,0.7965143,0.5075507,0.75377536,0.49872652,0.74936324,0.5549562,0.7774781,0.6764085,0.83820426,0.6509695,0.82548475,0.6735663,0.8367832,0.6598775,0.82993877,0.6985147,0.84925735
56637,0.6146033,0.80730164,0.60782546,0.80391276,0.51459575,0.7572979,0.61137164,0.8056858,0.62944865,0.8147243,0.6982177,0.8491088,0.68526495,0.8426325,0.7245222,0.86226106,0.692543,0.8462715,0.71710163,0.8585508
56638,0.7326539,0.8663269,0.6875105,0.84375525,0.6234735,0.81173676,0.6139214,0.8069607,0.75741374,0.8787069,0.82711864,0.9135593,0.7687299,0.88436496,0.7829547,0.89147735,0.7463573,0.87317866,0.8184372,0.9092186
56639,0.6146707,0.8073354,0.6281932,0.81409657,0.56261384,0.7813069,0.5498184,0.7749092,0.6952261,0.84761304,0.7957126,0.8978563,0.7932098,0.8966049,0.75670993,0.87835497,0.7690896,0.8845448,0.82830465,0.9141523
56641,0.56932557,0.7846628,0.527414,0.76370704,0.49175626,0.7458781,0.5238545,0.76192725,0.5920913,0.79604566,0.70189494,0.8509475,0.6848565,0.8424282,0.6456802,0.8228401,0.6685842,0.8342921,0.7376304,0.8688152
56642,0.6113113,0.80565566,0.59307367,0.7965368,0.5121288,0.7560644,0.5422225,0.77111125,0.6142646,0.8071323,0.7125543,0.8562771,0.7254368,0.8627184,0.68464196,0.842321,0.73560834,0.86780417,0.74033153,0.87016577
56643,0.7092978,0.8546489,0.6730472,0.8365236,0.6311805,0.81559026,0.6345043,0.81725216,0.65659416,0.8282971,0.69838333,0.84919167,0.60613406,0.803067,0.7203995,0.86019975,0.7205937,0.86029685,0.66633177,0.8331659
56644,0.5725992,0.7862996,0.58449674,0.79224837,0.49394262,0.7469713,0.5418356,0.7709178,0.55658877,0.7782944,0.60635245,0.8031762,0.62983525,0.8149176,0.6147058,0.8073529,0.6615778,0.8307889,0.64779586,0.82389796
56645,0.6197288,0.8098644,0.64099157,0.8204958,0.5629742,0.7814871,0.624066,0.812033,0.6100116,0.8050058,0.66719425,0.8335971,0.6368973,0.81844866,0.7516643,0.87583214,0.7041342,0.8520671,0.6918976,0.8459488
56646,0.5575068,0.7787534,0.5653957,0.78269786,0.45780623,0.7289031,0.55571157,0.77785575,0.5738983,0.78694916,0.6227138,0.8113569,0.63988876,0.8199444,0.63680327,0.81840163,0.6698193,0.8349097,0.6605201,0.83026004
56647,0.68761635,0.8438082,0.70745826,0.8537291,0.6113882,0.8056941,0.64129233,0.82064617,0.73208654,0.86604327,0.7783047,0.88915235,0.77418596,0.88709295,0.77897775,0.8894889,0.77346337,0.8867317,0.80104756,0.9005238
56648,0.7082435,0.85412174,0.6533736,0.8266868,0.59691215,0.7984561,0.6419159,0.82095796,0.7052523,0.85262614,0.781686,0.89084303,0.74068254,0.8703413,0.7767401,0.88837004,0.74913955,0.8745698,0.7703815,0.8851907
56649,0.5962689,0.79813445,0.6145833,0.8072916,0.5182054,0.7591027,0.52377397,0.76188695,0.6062757,0.80313784,0.65170586,0.82585293,0.60092443,0.80046225,0.6290027,0.81450135,0.6457435,0.82287174,0.6526091,0.82630455
56650,0.71065545,0.8553277,0.6630634,0.8315317,0.62072253,0.81036127,0.60669935,0.8033497,0.7380706,0.8690353,0.8306208,0.9153104,0.7922324,0.8961162,0.7796265,0.88981324,0.7711669,0.88558346,0.83637476,0.9181874
56651,0.60868204,0.804341,0.62475854,0.81237924,0.54695034,0.77347517,0.5485164,0.7742582,0.67474157,0.83737075,0.7132011,0.8566005,0.7288496,0.8644248,0.71496797,0.857484,0.69478786,0.84739393,0.71087384,0.8554369
56652,0.6676623,0.8338312,0.6831755,0.8415878,0.56449515,0.78224754,0.6061153,0.8030577,0.69206595,0.846033,0.738762,0.869381,0.7381976,0.8690988,0.74533236,0.8726662,0.7515275,0.8757638,0.74498886,0.87249446
56653,0.56073,0.780365,0.5695598,0.7847799,0.524979,0.7624895,0.5291298,0.7645649,0.5464222,0.7732111,0.6046918,0.8023459,0.5624877,0.78124386,0.64965117,0.8248256,0.6501452,0.8250726,0.6130599,0.80652994
56654,0.74658316,0.8732916,0.6987214,0.8493607,0.6498914,0.8249457,0.62681603,0.813408,0.78642035,0.8932102,0.85289705,0.9264485,0.7927498,0.89637494,0.796012,0.89800596,0.7988531,0.8994266,0.8611704,0.9305852
56656,0.5955832,0.7977916,0.61455655,0.8072783,0.52333844,0.7616692,0.552834,0.776417,0.64993393,0.82496697,0.68431437,0.8421572,0.7145775,0.8572887,0.6721864,0.8360932,0.71286833,0.85643417,0.73137033,0.86568516
56657,0.5886285,0.79431427,0.5369037,0.7684518,0.48961073,0.74480534,0.49162656,0.74581325,0.61450267,0.80725133,0.7563168,0.8781584,0.6947964,0.84739816,0.6647819,0.83239096,0.6954479,0.84772396,0.75308645,0.8765432
56661,0.7319925,0.86599624,0.68607116,0.8430356,0.61048824,0.8052441,0.6124594,0.8062297,0.71569943,0.8578497,0.83365595,0.916828,0.7357408,0.8678704,0.7932637,0.89663184,0.77553713,0.88776857,0.8253938,0.9126969
56662,0.6584332,0.8292166,0.65725696,0.8286285,0.55900526,0.77950263,0.64256716,0.8212836,0.6316153,0.81580764,0.7088111,0.8544055,0.6493391,0.82466954,0.7611593,0.88057965,0.7627874,0.8813937,0.72773534,0.86386764
56725,0.72720945,0.8636047,0.7034851,0.8517425,0.6429293,0.82146466,0.65811694,0.82905847,0.7554035,0.87770176,0.84984255,0.9249213,0.8089725,0.90448624,0.8329329,0.9164665,0.7742106,0.8871053,0.8670207,0.93351036
56795,0.63174707,0.8158735,0.6485745,0.82428724,0.5685582,0.7842791,0.5999805,0.79999024,0.6767796,0.8383898,0.7674458,0.8837229,0.78744924,0.8937246,0.77945447,0.88972723,0.7721137,0.88605684,0.80516404,0.90258205
56796,0.6455474,0.8227737,0.6595241,0.82976204,0.59309745,0.7965487,0.5798651,0.78993255,0.7126973,0.85634863,0.7639177,0.88195884,0.74877053,0.87438524,0.78759277,0.8937964,0.7165416,0.85827076,0.7614896,0.8807448
56797,0.66284186,0.8314209,0.6736417,0.83682084,0.5617517,0.78087586,0.60152805,0.800764,0.6670349,0.83351743,0.7017703,0.85088515,0.6640644,0.8320322,0.73751104,0.8687555,0.6951196,0.8475598,0.6926515,0.84632576
56798,0.6483699,0.82418495,0.6315963,0.81579816,0.57590556,0.7879528,0.5841342,0.7920671,0.66791815,0.8339591,0.7203545,0.8601773,0.73691845,0.8684592,0.72148395,0.860742,0.73105943,0.8655297,0.76572806,0.882864
56799,0.5882834,0.7941417,0.58257973,0.79128987,0.50358844,0.7517942,0.53166616,0.7658331,0.61510676,0.8075534,0.6996851,0.84984255,0.7045083,0.85225415,0.6910979,0.845549,0.72427654,0.8621383,0.75593966,0.87796986
56800,0.60204154,0.80102074,0.58328056,0.7916403,0.50058246,0.7502912,0.57562065,0.7878103,0.55535924,0.7776796,0.59932494,0.7996625,0.54195523,0.7709776,0.63321733,0.81660867,0.60523814,0.8026191,0.59576213,0.79788107
56801,0.6733242,0.8366621,0.64571506,0.8228575,0.576442,0.788221,0.5791254,0.7895627,0.6725097,0.83625484,0.76817626,0.88408816,0.68133307,0.84066653,0.75609696,0.8780485,0.7199154,0.8599577,0.7540699,0.87703496
56802,0.565375,0.7826875,0.5223194,0.76115966,0.51024693,0.7551235,0.49274167,0.74637085,0.5128068,0.7564034,0.6182697,0.80913484,0.58394146,0.79197073,0.5942495,0.79712474,0.6675774,0.8337887,0.6496763,0.82483816
56803,0.7383474,0.8691737,0.6994858,0.8497429,0.63751745,0.8187587,0.62327015,0.8116351,0.7181244,0.8590622,0.8427327,0.92136633,0.7609854,0.8804927,0.8055411,0.9027705,0.75921005,0.87960505,0.82652575,0.91326284
56804,0.70678246,0.85339123,0.69480824,0.8474041,0.6142404,0.8071202,0.65187055,0.82593524,0.722353,0.8611765,0.80300236,0.9015012,0.7432103,0.87160516,0.8308034,0.9154017,0.78712255,0.89356124,0.8135241,0.90676206
56805,0.6357944,0.8178972,0.6346375,0.81731874,0.59276265,0.79638135,0.62227035,0.8111352,0.5910202,0.7955101,0.66084206,0.83042103,0.61961985,0.8098099,0.6965024,0.8482512,0.70339894,0.8516995,0.6968169,0.84840846
56807,0.65693223,0.8284661,0.66350454,0.8317523,0.5709316,0.78546584,0.6184958,0.8092479,0.6579039,0.82895195,0.65880346,0.82940173,0.68832415,0.8441621,0.69159114,0.8457956,0.7138891,0.85694456,0.69013333,0.84506667
56809,0.7299708,0.8649854,0.7185705,0.85928524,0.6077829,0.8038914,0.68882537,0.8444127,0.7311491,0.86557454,0.7976855,0.89884275,0.7785218,0.8892609,0.82082653,0.91041327,0.7994577,0.8997289,0.83465314,0.91732657
56859,0.6265254,0.8132627,0.57945764,0.7897288,0.48956546,0.74478275,0.59866333,0.79933167,0.6055763,0.80278814,0.7031007,0.85155034,0.65953696,0.8297685,0.6731444,0.8365722,0.7094768,0.8547384,0.70488024,0.8524401
56860,0.711647,0.8558235,0.682947,0.84147346,0.63408923,0.8170446,0.7104323,0.85521615,0.72492874,0.86246437,0.8127624,0.9063812,0.76168925,0.8808446,0.8290149,0.91450745,0.7913501,0.89567506,0.8505894,0.9252947
56861,0.58562064,0.7928103,0.58828413,0.79414207,0.51550716,0.7577536,0.6049904,0.80249524,0.59940994,0.79970497,0.6270889,0.81354445,0.67091537,0.8354577,0.65974176,0.8298709,0.67283547,0.83641773,0.6651499,0.83257496
56862,0.65190244,0.8259512,0.6584496,0.8292248,0.53539693,0.76769847,0.59273046,0.79636526,0.6235637,0.8117819,0.7047707,0.85238534,0.6963971,0.84819853,0.7332235,0.8666117,0.7269796,0.8634898,0.7210406,0.8605203
57384,0.7562139,0.87810695,0.7135896,0.85679483,0.6615044,0.8307522,0.64151514,0.82075757,0.75308144,0.8765407,0.84814405,0.924072,0.76881003,0.884405,0.84037936,0.9201897,0.7423636,0.8711818,0.8087976,0.9043988
57400,0.77775884,0.8888794,0.69393724,0.84696865,0.6479175,0.82395875,0.6297917,0.81489587,0.7685863,0.88429314,0.83592457,0.9179623,0.7460618,0.8730309,0.82160664,0.9108033,0.71735954,0.8586798,0.8133671,0.90668356
62042,0.6450924,0.82254624,0.59801257,0.7990063,0.579211,0.7896055,0.58923125,0.7946156,0.5901904,0.7950952,0.62342143,0.8117107,0.5732283,0.7866142,0.5919012,0.7959506,0.60728204,0.803641,0.5883681,0.7941841
63086,0.47180134,0.73590064,0.503299,0.7516495,0.43626666,0.71813333,0.46541458,0.73270726,0.52191293,0.76095647,0.6193543,0.8096771,0.63261765,0.81630886,0.5930803,0.79654014,0.63014925,0.8150746,0.63494825,0.8174741
63087,0.6781459,0.83907294,0.6634463,0.83172315,0.60342747,0.8017137,0.6624578,0.8312289,0.7207259,0.86036295,0.7599143,0.87995714,0.78775173,0.89387584,0.747116,0.87355804,0.7442379,0.87211895,0.78660357,0.8933018
83710,0.6620414,0.8310207,0.66143775,0.8307189,0.57476425,0.7873821,0.66161954,0.8308098,0.673893,0.8369465,0.72136575,0.86068285,0.65632904,0.8281645,0.75079423,0.8753971,0.7246932,0.8623466,0.73388124,0.8669406
83711,0.60049796,0.800249,0.6142435,0.80712175,0.5725558,0.7862779,0.5684267,0.78421336,0.55448735,0.7772437,0.583273,0.79163647,0.554704,0.777352,0.6520417,0.82602084,0.6280769,0.81403846,0.58795524,0.7939776
86666,0.65443313,0.82721657,0.71346974,0.8567349,0.6049929,0.80249643,0.6501664,0.8250832,0.6841073,0.84205365,0.7696588,0.8848294,0.7528865,0.87644327,0.8289909,0.91449547,0.7970607,0.89853036,0.8047945,0.9023973
87779,0.44240525,0.7212026,0.5032085,0.75160426,0.3801179,0.69005895,0.47821093,0.73910546,0.41589224,0.7079461,0.39718944,0.6985947,0.4754657,0.7377328,0.46078318,0.7303916,0.46593097,0.73296547,0.44123462,0.7206173
97622,0.69202685,0.8460134,0.6641773,0.83208865,0.618294,0.809147,0.6055738,0.8027869,0.70294595,0.851473,0.84073144,0.9203657,0.7201704,0.8600852,0.80440795,0.902204,0.7705693,0.88528466,0.8067732,0.9033866
98134,0.52584076,0.7629204,0.552474,0.776237,0.49342284,0.74671143,0.44703865,0.7235193,0.55661017,0.77830505,0.6461301,0.82306504,0.673753,0.8368765,0.6374787,0.81873935,0.6637403,0.83187014,0.6862068,0.8431034
