,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_doordash_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_apple_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_samsara_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_yelp_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_match_pm_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_i2c_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_adobe_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_amazon_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_rowan_ux_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Raw_Score,Modified_claude-opus-4-5_of_Modified_claude-opus-4-5_of_CV_Modelclaude-opus-4-5_Modelclaude-opus-4-5_google_ux_Score
56809,0.74825734,0.8741287,0.71356046,0.85678023,0.6416204,0.8208102,0.6630448,0.8315224,0.7480831,0.87404156,0.825156,0.912578,0.76425403,0.88212705,0.8390117,0.91950583,0.7826179,0.89130896,0.8091605,0.90458024
56859,0.58803,0.794015,0.5416896,0.7708448,0.45459712,0.72729856,0.56943685,0.7847184,0.5851252,0.7925626,0.6728506,0.8364253,0.63318336,0.8165917,0.6373211,0.81866056,0.6786519,0.83932596,0.66846424,0.8342321
56860,0.6563378,0.82816887,0.650578,0.825289,0.58434117,0.7921706,0.70569026,0.85284513,0.67997295,0.83998644,0.7703152,0.8851576,0.6985468,0.84927344,0.78152764,0.8907638,0.7661364,0.8830682,0.7816965,0.8908483
56861,0.583436,0.791718,0.5631257,0.78156286,0.4865552,0.7432776,0.6097412,0.8048706,0.5695245,0.78476226,0.5925528,0.7962764,0.62604254,0.8130213,0.6303924,0.81519616,0.6333438,0.8166719,0.63756883,0.8187844
56862,0.72639316,0.8631966,0.6997013,0.84985065,0.5940421,0.79702103,0.6545079,0.82725394,0.6913402,0.8456701,0.73534495,0.86767244,0.69868124,0.8493406,0.75503325,0.8775166,0.75327754,0.87663877,0.7426809,0.87134045
57384,0.7739433,0.88697165,0.73909825,0.86954916,0.670293,0.8351465,0.6641694,0.83208466,0.77998954,0.88999474,0.8627254,0.9313627,0.78023756,0.8901188,0.8579007,0.9289503,0.7677172,0.88385856,0.8337872,0.9168936
57400,0.7748364,0.8874182,0.7132642,0.8566321,0.650969,0.8254845,0.6730341,0.83651704,0.76470006,0.88235,0.81615597,0.90807796,0.7436929,0.87184644,0.81286013,0.90643007,0.7402649,0.87013245,0.78990984,0.8949549
62042,0.69309473,0.84654737,0.64161706,0.82080853,0.6229609,0.81148046,0.6028422,0.8014211,0.64720374,0.82360184,0.6899365,0.84496826,0.6243216,0.8121608,0.648738,0.824369,0.64891326,0.82445663,0.64428324,0.82214165
63086,0.5284363,0.76421815,0.5429255,0.77146274,0.46575963,0.7328798,0.48940086,0.74470043,0.56554884,0.78277445,0.6490692,0.8245346,0.63934255,0.8196713,0.61527675,0.8076384,0.6594876,0.8297438,0.6540464,0.8270232
63087,0.72949266,0.86474633,0.68357253,0.84178627,0.60335666,0.8016783,0.67741084,0.8387054,0.7410406,0.8705203,0.77022433,0.88511217,0.78455716,0.89227855,0.749075,0.87453747,0.74607766,0.8730388,0.7766212,0.8883106
83710,0.7342073,0.86710364,0.72377676,0.8618884,0.64134073,0.82067037,0.69487333,0.84743667,0.7524488,0.8762244,0.79773307,0.89886653,0.74665296,0.8733265,0.80733323,0.9036666,0.7745296,0.8872648,0.7955308,0.8977654
83711,0.5487526,0.7743763,0.5917594,0.7958797,0.5364889,0.76824445,0.498102,0.749051,0.4750713,0.73753566,0.46034068,0.73017037,0.45251426,0.72625715,0.56058145,0.7802907,0.51493263,0.7574663,0.4501304,0.72506523
86666,0.68131196,0.840656,0.7370501,0.868525,0.62971866,0.81485933,0.6774587,0.8387294,0.71251905,0.8562595,0.7684605,0.88423026,0.7666761,0.8833381,0.8435149,0.92175746,0.8047946,0.9023973,0.8178942,0.9089471
87779,0.6922362,0.8461181,0.70127285,0.8506364,0.6232177,0.81160885,0.67512554,0.8375628,0.6632831,0.83164155,0.610268,0.805134,0.6168219,0.80841094,0.6824882,0.8412441,0.6547929,0.82739645,0.6182187,0.80910933
97622,0.7289286,0.8644643,0.700635,0.8503175,0.65800494,0.8290025,0.6208533,0.81042665,0.7411413,0.87057066,0.8482083,0.92410415,0.7760731,0.88803655,0.83043325,0.9152166,0.798282,0.899141,0.8438312,0.9219156
98134,0.7006242,0.8503121,0.6726029,0.83630145,0.6296077,0.81480384,0.58571446,0.7928572,0.7259567,0.86297834,0.7681799,0.88408995,0.7463981,0.87319905,0.7592716,0.8796358,0.72386044,0.86193025,0.7680334,0.8840167
98135,0.70044243,0.8502212,0.69728684,0.8486434,0.6471497,0.82357484,0.64345706,0.8217285,0.7233058,0.8616529,0.8366271,0.91831356,0.7415068,0.8707534,0.8204337,0.9102168,0.77572155,0.8878608,0.8100113,0.9050057
98136,0.6069863,0.80349314,0.58259284,0.7912964,0.52293247,0.76146626,0.60624754,0.8031238,0.5971848,0.7985924,0.6635588,0.83177936,0.5993134,0.7996567,0.6936996,0.8468498,0.6682471,0.83412355,0.66379565,0.83189785
98137,0.6510379,0.82551897,0.66856897,0.8342845,0.56175286,0.7808764,0.6391156,0.8195578,0.711266,0.855633,0.74062437,0.8703122,0.7325008,0.8662504,0.75529623,0.8776481,0.7410284,0.8705142,0.74020195,0.870101
98138,0.63075966,0.81537986,0.58700925,0.7935046,0.54696083,0.7734804,0.58119524,0.7905976,0.6503292,0.82516456,0.7547617,0.87738085,0.6876459,0.84382296,0.7173854,0.8586927,0.7208618,0.8604309,0.74078494,0.87039244
98171,0.67628765,0.8381438,0.6322539,0.81612694,0.578521,0.7892605,0.60714716,0.8035736,0.70182383,0.8509119,0.74582493,0.87291247,0.70443237,0.8522162,0.73502254,0.8675113,0.7348906,0.8674453,0.7601161,0.88005805
98172,0.57761323,0.7888066,0.60413903,0.80206954,0.5018865,0.75094324,0.53290594,0.76645297,0.6827913,0.8413956,0.7317369,0.86586845,0.7369641,0.86848205,0.7209134,0.8604567,0.68523264,0.8426163,0.72168195,0.860841
98173,0.67622507,0.83811253,0.6508963,0.82544816,0.56656075,0.7832804,0.58783966,0.7939198,0.7211871,0.86059356,0.8018536,0.9009268,0.7542671,0.87713355,0.73906624,0.8695331,0.7751735,0.8875867,0.79761463,0.8988073
98245,0.5687542,0.7843771,0.6129272,0.8064636,0.5365572,0.7682786,0.5385015,0.76925075,0.6052968,0.8026484,0.67356575,0.8367829,0.6609664,0.8304832,0.70165944,0.8508297,0.6934662,0.8467331,0.6747844,0.8373922
98250,0.7179281,0.8589641,0.7361798,0.8680899,0.65902376,0.8295119,0.65459526,0.8272976,0.664623,0.8323115,0.6852765,0.84263825,0.63732827,0.81866413,0.74290854,0.87145424,0.65885496,0.8294275,0.64156413,0.82078207
98251,0.63093454,0.81546724,0.5777691,0.7888845,0.5204789,0.7602395,0.55308163,0.7765408,0.60745335,0.8037267,0.64618015,0.8230901,0.6050908,0.8025454,0.6097003,0.80485016,0.6576755,0.82883775,0.60641986,0.8032099
98252,0.5304358,0.7652179,0.4844421,0.74222106,0.42632067,0.71316034,0.62682676,0.8134134,0.50905234,0.75452614,0.48230696,0.7411535,0.47819322,0.73909664,0.48610032,0.74305016,0.5227108,0.7613554,0.47102973,0.7355149
98253,0.726061,0.8630305,0.686883,0.8434415,0.6013671,0.80068356,0.615147,0.8075735,0.7245343,0.86226714,0.7672149,0.88360745,0.7129284,0.8564642,0.74150616,0.87075305,0.7307918,0.8653959,0.7359171,0.86795855
98254,0.6530711,0.8265356,0.6231767,0.81158835,0.5693792,0.7846896,0.6440164,0.8220082,0.6741668,0.8370834,0.7706088,0.8853044,0.69370973,0.84685487,0.74621475,0.8731074,0.7487149,0.87435746,0.75921553,0.8796078
98255,0.7201761,0.86008805,0.69946325,0.8497316,0.6468451,0.82342255,0.6933352,0.8466676,0.78609616,0.89304805,0.82741034,0.91370517,0.7542138,0.8771069,0.83322877,0.9166144,0.75178236,0.8758912,0.8025179,0.90125895
98256,0.69819355,0.8490968,0.64596635,0.82298315,0.6114675,0.80573374,0.67851007,0.83925503,0.7019415,0.85097075,0.7841511,0.89207554,0.6740072,0.8370036,0.7381493,0.86907464,0.7235781,0.86178905,0.73716474,0.86858237
98257,0.6870116,0.8435058,0.6968243,0.84841216,0.61624044,0.80812025,0.6945355,0.84726775,0.636333,0.8181665,0.7175815,0.85879076,0.65257037,0.8262852,0.7547493,0.87737465,0.7608324,0.8804162,0.7248007,0.86240035
98258,0.63913107,0.81956553,0.6121757,0.80608785,0.53973603,0.769868,0.600054,0.800027,0.5646769,0.78233844,0.611429,0.8057145,0.59447527,0.79723763,0.5880885,0.79404426,0.6364945,0.81824726,0.62800336,0.8140017
98259,0.6701206,0.8350603,0.61497045,0.8074852,0.56494904,0.7824745,0.61780244,0.8089012,0.6674737,0.83373684,0.7660426,0.8830213,0.72782993,0.86391497,0.708125,0.8540625,0.7514508,0.8757254,0.78876776,0.8943839
98260,0.6767458,0.8383729,0.6628715,0.83143574,0.6210637,0.81053185,0.70863765,0.85431886,0.67302954,0.8365148,0.73549366,0.86774683,0.6645688,0.8322844,0.75960886,0.87980443,0.72479105,0.8623955,0.72430027,0.86215013
98261,0.73457146,0.8672857,0.6760106,0.8380053,0.64069325,0.8203466,0.6840557,0.84202784,0.73188764,0.8659438,0.82097733,0.91048867,0.77204263,0.8860213,0.7888329,0.89441645,0.78769803,0.893849,0.82880485,0.9144024
98262,0.6261317,0.8130659,0.5796099,0.78980494,0.5432526,0.7716263,0.656131,0.8280655,0.59652007,0.79826003,0.665619,0.8328095,0.5937233,0.79686165,0.6701566,0.8350783,0.6907926,0.8453963,0.66195667,0.83097833
98263,0.68588144,0.8429407,0.68225753,0.84112877,0.61881137,0.8094057,0.6599772,0.8299886,0.71989775,0.8599489,0.7842231,0.89211154,0.69885147,0.84942573,0.7862156,0.8931078,0.7251626,0.8625813,0.77598417,0.8879921
98264,0.6528187,0.82640934,0.61136603,0.805683,0.5293711,0.7646855,0.702741,0.8513705,0.59560645,0.7978032,0.61429983,0.8071499,0.56724,0.78362,0.6659593,0.8329797,0.63268137,0.8163407,0.62459743,0.8122987
98265,0.7314714,0.8657357,0.67982984,0.8399149,0.6293926,0.8146963,0.6477242,0.8238621,0.755758,0.877879,0.8550457,0.92752284,0.74097675,0.8704884,0.7969301,0.89846504,0.7774728,0.88873637,0.8143353,0.9071677
98266,0.7729212,0.8864606,0.6764687,0.8382343,0.6397606,0.8198803,0.67922276,0.8396114,0.7239847,0.86199236,0.83837426,0.9191871,0.715298,0.85764897,0.78494555,0.89247274,0.7677424,0.8838712,0.81036365,0.9051818
98267,0.67679787,0.83839893,0.6731583,0.83657914,0.6047126,0.8023563,0.67236155,0.8361808,0.68229264,0.84114635,0.69915056,0.8495753,0.6567278,0.8283639,0.7355536,0.8677768,0.7665654,0.88328266,0.7207021,0.8603511
98268,0.66701627,0.83350813,0.67611206,0.838056,0.64082116,0.8204106,0.6274756,0.8137378,0.6200319,0.8100159,0.6642548,0.8321274,0.5652138,0.7826069,0.71003413,0.85501707,0.6478044,0.8239022,0.6695068,0.8347534
98269,0.6817578,0.8408789,0.6062966,0.80314827,0.5497105,0.77485526,0.6119103,0.8059552,0.65363765,0.8268188,0.7581106,0.87905526,0.6626055,0.83130276,0.72810733,0.86405367,0.7005422,0.8502711,0.7150879,0.85754395
98270,0.7303909,0.86519545,0.6791498,0.83957493,0.610863,0.8054315,0.6615342,0.8307671,0.67933303,0.8396665,0.7662935,0.88314676,0.7177179,0.85885894,0.7493315,0.87466574,0.77269244,0.8863462,0.74761915,0.8738096
98271,0.6370595,0.8185297,0.6086664,0.8043332,0.51987594,0.759938,0.5554799,0.77773994,0.6454948,0.8227474,0.79066396,0.895332,0.73842204,0.869211,0.7102001,0.85510004,0.7486175,0.8743087,0.79349935,0.8967497
98272,0.66819274,0.8340964,0.67378926,0.83689463,0.5981635,0.79908174,0.6428219,0.82141095,0.7136383,0.85681915,0.8097706,0.9048853,0.75764686,0.8788234,0.82049656,0.9102483,0.7777295,0.88886476,0.8316517,0.91582584
98273,0.6680926,0.8340463,0.70978713,0.85489357,0.5864498,0.79322493,0.6621078,0.8310539,0.6419215,0.82096076,0.6987622,0.8493811,0.67666113,0.83833057,0.76981986,0.8849099,0.7499882,0.8749941,0.7613583,0.88067913
98274,0.6617478,0.8308739,0.64085054,0.8204253,0.5735183,0.78675914,0.634316,0.817158,0.66127074,0.83063537,0.7778282,0.8889141,0.68900824,0.8445041,0.728827,0.8644135,0.7113471,0.85567355,0.74270225,0.8713511
98275,0.70661366,0.85330683,0.66230375,0.83115184,0.6186688,0.8093344,0.6566408,0.8283204,0.7326964,0.8663482,0.7832456,0.8916228,0.74218065,0.8710903,0.78398925,0.8919946,0.74215436,0.8710772,0.78484976,0.8924249
98276,0.66428965,0.83214486,0.6365097,0.8182548,0.5533459,0.77667296,0.61391306,0.8069565,0.7120363,0.8560182,0.7650837,0.88254184,0.7280886,0.8640443,0.7411049,0.8705524,0.7546046,0.8773023,0.7687564,0.8843782
98277,0.69286215,0.8464311,0.6539733,0.8269867,0.5891601,0.79458004,0.6638378,0.8319189,0.67106384,0.83553195,0.77211165,0.8860558,0.714051,0.8570255,0.77865016,0.8893251,0.7874867,0.89374334,0.7805253,0.89026266
98278,0.74521923,0.8726096,0.6949796,0.84748983,0.6327951,0.81639755,0.6690314,0.8345157,0.7515136,0.8757568,0.8633425,0.93167126,0.7633772,0.8816886,0.81852835,0.9092642,0.7832457,0.89162284,0.8310156,0.9155078
98279,0.70775974,0.85387987,0.6767288,0.83836436,0.59618485,0.7980924,0.6805728,0.8402864,0.6863712,0.8431856,0.78317815,0.89158905,0.6969893,0.84849465,0.7600752,0.8800376,0.7275374,0.8637687,0.75124204,0.875621
98280,0.7187657,0.85938287,0.68694067,0.84347034,0.6422826,0.8211413,0.70889777,0.8544489,0.70746815,0.8537341,0.7785625,0.8892813,0.7282115,0.86410576,0.77892613,0.88946307,0.7834637,0.89173186,0.79994833,0.89997417
98281,0.67844474,0.8392224,0.6283109,0.81415546,0.5554704,0.77773523,0.63355696,0.8167785,0.7029349,0.8514675,0.7670839,0.88354194,0.74135625,0.8706781,0.7395352,0.8697676,0.7514304,0.8757152,0.7486437,0.8743218
98282,0.64314926,0.8215746,0.6827872,0.8413936,0.59015936,0.7950797,0.673892,0.836946,0.6620548,0.8310274,0.7272946,0.86364734,0.70576715,0.8528836,0.76086587,0.88043296,0.73930347,0.86965173,0.7502141,0.87510705
98283,0.68823195,0.844116,0.66857445,0.8342872,0.59362745,0.7968137,0.66164505,0.8308225,0.70309085,0.85154545,0.7612179,0.8806089,0.7219259,0.860963,0.7482069,0.8741034,0.74084276,0.8704214,0.7744659,0.88723296
98284,0.5727111,0.78635556,0.5661674,0.7830837,0.48682004,0.74341,0.5429411,0.77147055,0.61027545,0.80513775,0.6832917,0.84164584,0.67321706,0.8366085,0.6929415,0.8464707,0.68375653,0.8418783,0.7059587,0.85297936
98285,0.5975145,0.79875726,0.5632502,0.7816251,0.4763221,0.7381611,0.57533765,0.7876688,0.5952543,0.79762715,0.6747503,0.83737516,0.62604785,0.8130239,0.6515181,0.82575905,0.70732963,0.8536648,0.6813769,0.84068847
98286,0.6256161,0.81280804,0.61593604,0.807968,0.55390525,0.7769526,0.5672662,0.7836331,0.65920806,0.829604,0.7184606,0.8592303,0.6915281,0.84576404,0.74711454,0.87355727,0.71281683,0.8564084,0.7344233,0.86721164
98287,0.66450274,0.83225137,0.6739053,0.8369527,0.59070194,0.79535097,0.6355555,0.81777775,0.6669777,0.8334888,0.7490566,0.8745283,0.6996639,0.84983194,0.7834555,0.89172775,0.73023856,0.8651193,0.7491746,0.8745873
98288,0.68704367,0.84352183,0.6451183,0.8225591,0.5632743,0.7816372,0.56171846,0.78085923,0.66045076,0.83022535,0.66572165,0.8328608,0.5907434,0.7953717,0.6968757,0.84843785,0.65131974,0.8256599,0.6545651,0.82728255
98289,0.65906745,0.8295337,0.62581116,0.81290555,0.57346636,0.78673315,0.6330965,0.8165482,0.68103886,0.8405194,0.7692555,0.88462776,0.66745245,0.8337262,0.73612136,0.8680607,0.71610796,0.858054,0.74992156,0.8749608
98290,0.55527425,0.7776371,0.5496775,0.77483875,0.5350668,0.7675334,0.45450476,0.72725236,0.61295474,0.80647737,0.68766534,0.8438327,0.6745119,0.83725595,0.59159803,0.795799,0.66783917,0.8339196,0.70332384,0.8516619
98291,0.70274675,0.8513734,0.7046364,0.85231817,0.6383771,0.81918854,0.6245269,0.8122635,0.71332955,0.8566648,0.82673573,0.91336787,0.76230097,0.8811505,0.7744657,0.88723284,0.7911538,0.8955769,0.81517935,0.9075897
98292,0.5811039,0.79055196,0.62207055,0.8110353,0.52515876,0.7625794,0.57487345,0.7874367,0.6381775,0.81908876,0.68263876,0.8413194,0.6864567,0.84322834,0.7085087,0.85425436,0.6783125,0.83915627,0.6815573,0.84077865
98293,0.65279293,0.82639647,0.61462945,0.80731475,0.5486249,0.77431244,0.61179924,0.8058996,0.64604306,0.82302153,0.74815965,0.8740798,0.69160414,0.84580207,0.72033477,0.8601674,0.73192453,0.86596227,0.7433315,0.8716657
98294,0.66720986,0.83360493,0.61698663,0.8084933,0.5734643,0.78673214,0.68779016,0.8438951,0.6566353,0.82831764,0.6556814,0.8278407,0.62679636,0.8133982,0.6901374,0.8450687,0.67419326,0.83709663,0.6308584,0.8154292
98295,0.6257293,0.81286466,0.6225469,0.81127346,0.5621091,0.78105456,0.5915929,0.79579645,0.6604419,0.83022094,0.7699441,0.88497204,0.7061624,0.8530812,0.74940693,0.87470347,0.75024676,0.8751234,0.769015,0.88450754
98296,0.65117735,0.8255887,0.6654603,0.8327302,0.5782659,0.78913295,0.63473725,0.8173686,0.6634493,0.83172464,0.6909674,0.84548366,0.6858898,0.84294486,0.75943434,0.8797172,0.6741946,0.8370973,0.6927651,0.84638256
98297,0.7030134,0.8515067,0.67252314,0.8362616,0.6358017,0.81790084,0.6868675,0.84343374,0.6685935,0.83429676,0.70437783,0.85218894,0.65794694,0.8289735,0.76734793,0.88367397,0.7559675,0.87798375,0.7503785,0.87518924
98298,0.6967573,0.84837866,0.66226745,0.8311337,0.5726652,0.7863326,0.669675,0.8348375,0.6850232,0.8425116,0.7748852,0.8874426,0.72766304,0.8638315,0.7582331,0.87911654,0.7523861,0.87619305,0.78471476,0.89235735
98299,0.6052541,0.8026271,0.6198484,0.8099242,0.52630657,0.7631533,0.5775871,0.78879356,0.65739036,0.8286952,0.7190577,0.85952884,0.68769526,0.84384763,0.7074878,0.8537439,0.66444564,0.8322228,0.7161088,0.8580544
98300,0.614704,0.807352,0.6452055,0.82260275,0.5561787,0.77808934,0.58862865,0.7943143,0.6799431,0.83997154,0.7523253,0.87616265,0.76075315,0.8803766,0.76268697,0.8813435,0.7487739,0.8743869,0.78544194,0.89272094
98301,0.55705404,0.778527,0.5243277,0.7621639,0.478378,0.739189,0.5034116,0.75170577,0.5838102,0.7919051,0.6692714,0.83463573,0.65427893,0.8271395,0.6533282,0.8266641,0.6744145,0.83720726,0.69753194,0.84876597
98302,0.72603595,0.863018,0.6710446,0.8355223,0.6145382,0.8072691,0.66608894,0.83304447,0.75484765,0.8774238,0.843873,0.9219365,0.7646916,0.8823458,0.80126584,0.9006329,0.75579464,0.8778973,0.82607657,0.91303825
98303,0.6693398,0.8346699,0.6398591,0.81992954,0.56866,0.78433,0.61273503,0.8063675,0.69542694,0.8477135,0.7839253,0.89196265,0.71977466,0.85988736,0.7431476,0.8715738,0.75439095,0.8771955,0.79154587,0.89577293
98304,0.75429547,0.87714773,0.7492113,0.87460566,0.6686641,0.83433205,0.6773187,0.83865935,0.7475985,0.87379926,0.80912375,0.9045619,0.75459504,0.8772975,0.8174993,0.90874964,0.7982503,0.89912516,0.80140483,0.9007024
98305,0.7190751,0.85953754,0.67936575,0.8396829,0.57919705,0.7895985,0.6634848,0.8317424,0.70263845,0.8513192,0.8011644,0.9005822,0.7404065,0.87020326,0.7685998,0.8842999,0.76137304,0.8806865,0.78906524,0.8945326
98306,0.6601127,0.8300563,0.66242486,0.8312124,0.576442,0.788221,0.63330805,0.816654,0.69072,0.84536004,0.7891888,0.89459443,0.7323297,0.86616486,0.7670258,0.8835129,0.7633034,0.8816517,0.7752005,0.88760024
98307,0.71375275,0.8568764,0.71055806,0.855279,0.63749945,0.8187497,0.64850265,0.8242513,0.7440151,0.87200755,0.85130465,0.9256523,0.77023613,0.88511807,0.84277296,0.9213865,0.8042407,0.90212035,0.8167523,0.90837616
98308,0.6175808,0.8087904,0.6670897,0.83354485,0.51772654,0.7588633,0.60359657,0.8017983,0.61376655,0.8068833,0.6271357,0.8135679,0.6856296,0.8428148,0.65842927,0.82921463,0.69319737,0.8465987,0.6640898,0.8320449
98309,0.70471984,0.8523599,0.6544691,0.8272345,0.5960109,0.79800546,0.6193223,0.80966115,0.7087259,0.85436296,0.7792394,0.8896197,0.7054897,0.8527448,0.7791006,0.8895503,0.7639364,0.8819682,0.7525281,0.87626404
98310,0.72659516,0.8632976,0.66210246,0.83105123,0.64602435,0.8230122,0.5963815,0.7981907,0.72537327,0.86268663,0.84385026,0.9219251,0.7539551,0.87697756,0.7615354,0.8807677,0.68556654,0.8427833,0.7985587,0.89927936
98311,0.740221,0.8701105,0.72198945,0.8609947,0.647478,0.823739,0.65800285,0.8290014,0.74724597,0.873623,0.81058973,0.9052949,0.7587356,0.8793678,0.7812754,0.8906377,0.77681184,0.8884059,0.81942356,0.9097118
98312,0.67602646,0.83801323,0.6973867,0.8486934,0.5931933,0.79659665,0.640967,0.8204835,0.7123654,0.8561827,0.7759036,0.8879518,0.7708213,0.88541067,0.7728508,0.8864254,0.72164536,0.8608227,0.8058958,0.9029479
98313,0.7415769,0.87078846,0.7066655,0.85333276,0.61875546,0.80937773,0.620946,0.81047297,0.7637731,0.88188654,0.8623761,0.93118805,0.75856984,0.8792849,0.8273157,0.91365784,0.73746663,0.8687333,0.8161845,0.90809226
98314,0.74829805,0.874149,0.69689536,0.8484477,0.6368214,0.8184107,0.69416326,0.84708166,0.7284012,0.8642006,0.8100793,0.90503967,0.7010727,0.85053635,0.79326653,0.89663327,0.7701217,0.88506085,0.79409313,0.89704657
98315,0.6563587,0.82817936,0.67743814,0.83871907,0.59418535,0.7970927,0.6546045,0.8273022,0.6762749,0.83813745,0.76545835,0.8827292,0.6961987,0.84809935,0.7519847,0.87599236,0.77048314,0.88524157,0.75396776,0.8769839
98316,0.77798164,0.8889908,0.7560165,0.87800825,0.6724857,0.83624285,0.6691612,0.8345806,0.7893336,0.8946668,0.8446621,0.92233104,0.76012886,0.8800644,0.8242137,0.9121069,0.76205385,0.8810269,0.8120941,0.90604705
98317,0.6120546,0.8060273,0.6056672,0.80283356,0.5333683,0.7666842,0.5365068,0.7682534,0.6870419,0.84352094,0.8029749,0.90148747,0.7431432,0.8715716,0.7285211,0.86426055,0.7028581,0.85142905,0.78561187,0.89280593
98318,0.6987053,0.84935266,0.6661848,0.8330924,0.6176401,0.80882,0.67946607,0.839733,0.69598854,0.84799427,0.7645784,0.8822892,0.74682724,0.8734136,0.73585814,0.8679291,0.7595068,0.8797534,0.7936983,0.89684916
98319,0.6831467,0.84157336,0.6515275,0.82576376,0.59480274,0.79740137,0.7150961,0.85754806,0.6456345,0.8228172,0.7208748,0.8604374,0.662475,0.8312375,0.73474395,0.867372,0.72476554,0.86238277,0.7205881,0.86029404
98320,0.72330225,0.8616511,0.6905012,0.8452506,0.64545363,0.82272685,0.61146855,0.8057343,0.7451767,0.87258834,0.8596281,0.92981404,0.7436104,0.8718052,0.8102139,0.90510696,0.77843773,0.88921887,0.8208011,0.9104005
98321,0.70904,0.85451996,0.70120895,0.8506045,0.6449711,0.82248557,0.69571185,0.8478559,0.70769584,0.8538479,0.7964661,0.89823306,0.7018043,0.85090214,0.7829159,0.8914579,0.77297723,0.8864886,0.7793155,0.88965774
98322,0.69824827,0.84912413,0.689886,0.844943,0.5857786,0.7928893,0.60920143,0.8046007,0.7470842,0.8735421,0.840972,0.920486,0.74381644,0.8719082,0.7924466,0.8962233,0.7942615,0.8971307,0.8313303,0.91566515
98323,0.6536703,0.82683516,0.6055567,0.80277836,0.5311311,0.7655655,0.56365055,0.7818253,0.6644597,0.83222985,0.7491901,0.87459505,0.6972265,0.84861326,0.7497425,0.87487125,0.6956817,0.84784085,0.7334088,0.8667044
98324,0.704586,0.852293,0.6652429,0.83262146,0.6285736,0.8142868,0.72571874,0.86285937,0.6729083,0.83645415,0.7305434,0.8652717,0.67561275,0.83780634,0.7345051,0.8672526,0.75378585,0.8768929,0.7621988,0.8810994
98325,0.63270134,0.8163507,0.5837794,0.79188967,0.5528092,0.7764046,0.5746827,0.78734136,0.6580198,0.8290099,0.7606447,0.88032234,0.7018494,0.85092473,0.73624563,0.8681228,0.7239568,0.8619784,0.7555804,0.8777902
98326,0.6266917,0.81334585,0.63193417,0.8159671,0.5374688,0.7687344,0.5765408,0.7882704,0.6256219,0.81281096,0.73396754,0.8669838,0.6671462,0.8335731,0.72505057,0.8625253,0.74647784,0.8732389,0.7143295,0.85716474
98327,0.6029037,0.80145186,0.634495,0.8172475,0.544431,0.7722155,0.6033231,0.80166155,0.6074881,0.8037441,0.6993189,0.84965944,0.6684921,0.83424604,0.70619386,0.85309696,0.7505301,0.87526506,0.7400769,0.87003845
