,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Score
29788,0.63956386,0.8197819,0.6360018,0.8180009,0.53481555,0.7674078,0.5643773,0.78218865,0.67106116,0.8355306,0.7666651,0.88333255,0.7542522,0.8771261,0.7376512,0.8688256,0.75537676,0.8776884,0.779352,0.889676
29835,0.67326915,0.8366346,0.67518055,0.8375903,0.57420266,0.7871013,0.5853931,0.79269654,0.6850436,0.8425218,0.7790022,0.8895011,0.76776487,0.8838824,0.7579851,0.87899256,0.7907729,0.89538646,0.816692,0.908346
30606,0.6387433,0.81937164,0.5824019,0.79120094,0.56470156,0.7823508,0.5817323,0.79086614,0.61585873,0.8079294,0.7393906,0.8696953,0.6778753,0.83893764,0.7081331,0.85406655,0.73017263,0.8650863,0.7876369,0.89381844
30845,0.6925863,0.84629315,0.6841202,0.8420601,0.5964068,0.7982034,0.6265501,0.81327504,0.68338835,0.8416942,0.8002525,0.9001262,0.7245219,0.86226094,0.78224707,0.89112353,0.8044003,0.90220016,0.8061042,0.9030521
32072,0.7688558,0.8844279,0.72685903,0.86342955,0.72119284,0.8605964,0.6651647,0.83258235,0.7253791,0.86268955,0.7893398,0.8946699,0.7218161,0.86090803,0.7979972,0.8989986,0.754026,0.87701297,0.77413845,0.8870692
46443,0.6960951,0.84804755,0.7066021,0.85330105,0.66147184,0.8307359,0.6380806,0.8190403,0.72913516,0.8645676,0.7897121,0.89485604,0.73731136,0.8686557,0.8045927,0.90229636,0.785916,0.892958,0.8191251,0.9095626
46506,0.55888116,0.7794406,0.60841393,0.80420697,0.53011656,0.7650583,0.5441076,0.77205384,0.61420465,0.8071023,0.67549765,0.8377488,0.6495095,0.8247547,0.72183436,0.8609172,0.73159444,0.8657972,0.73999727,0.86999863
50300,0.63994867,0.8199743,0.6689147,0.83445734,0.6369704,0.8184852,0.6029341,0.80146706,0.6578688,0.82893443,0.70917356,0.8545868,0.6538948,0.8269474,0.72058994,0.86029494,0.71124107,0.8556205,0.74602205,0.873011
51419,0.67040414,0.8352021,0.6792221,0.83961105,0.6195054,0.8097527,0.62310326,0.81155163,0.6729728,0.8364864,0.75993407,0.87996703,0.7428756,0.8714378,0.77188545,0.8859427,0.7801759,0.89008796,0.801424,0.900712
53971,0.66292465,0.8314623,0.63311803,0.816559,0.5604989,0.7802495,0.5650908,0.7825454,0.71039945,0.8551997,0.79651356,0.8982568,0.79328597,0.896643,0.7347975,0.86739874,0.7620076,0.8810038,0.80778337,0.9038917
53972,0.652939,0.82646954,0.60679847,0.8033992,0.55429924,0.7771496,0.5613029,0.78065145,0.6759501,0.837975,0.7981405,0.89907026,0.74503535,0.8725177,0.74228233,0.8711412,0.76001805,0.88000906,0.78140664,0.8907033
53973,0.62373674,0.81186837,0.6137198,0.8068599,0.5310559,0.76552796,0.5638695,0.78193474,0.65580213,0.82790107,0.76544416,0.8827221,0.73218787,0.86609393,0.7359005,0.86795026,0.76030946,0.8801547,0.7935535,0.89677674
53974,0.6757602,0.83788013,0.6434889,0.82174444,0.6221784,0.81108916,0.63799894,0.81899947,0.690374,0.845187,0.74175894,0.8708795,0.72592777,0.8629639,0.74282897,0.8714145,0.75498366,0.87749183,0.7647171,0.88235855
53975,0.67046314,0.83523154,0.6282474,0.8141237,0.6166655,0.80833274,0.59353745,0.7967687,0.6880163,0.84400815,0.7774999,0.88874996,0.7157866,0.8578933,0.7268541,0.86342704,0.7608595,0.88042974,0.76447964,0.8822398
53976,0.57974494,0.78987247,0.55317044,0.7765852,0.4700467,0.7350234,0.5010042,0.7505021,0.60234857,0.8011743,0.6608742,0.83043706,0.6858829,0.84294146,0.62038964,0.81019485,0.6786088,0.8393044,0.69478744,0.84739375
53977,0.7698603,0.88493013,0.6961961,0.84809804,0.63975596,0.819878,0.63099957,0.8154998,0.7486598,0.8743299,0.8134836,0.9067418,0.7737754,0.88688767,0.78356767,0.89178383,0.784376,0.892188,0.8061261,0.90306306
53978,0.70927083,0.8546354,0.6547613,0.82738066,0.59361744,0.7968087,0.5878258,0.7939129,0.72648156,0.8632408,0.8303411,0.91517055,0.73828804,0.869144,0.75082195,0.875411,0.7663938,0.8831969,0.8199529,0.9099765
53979,0.79503894,0.89751947,0.717589,0.8587945,0.67908573,0.83954287,0.63652855,0.81826425,0.78927934,0.8946397,0.8776449,0.93882245,0.78233445,0.8911672,0.8245878,0.9122939,0.7932466,0.8966233,0.835487,0.9177435
53981,0.6780355,0.83901775,0.6523156,0.8261578,0.592991,0.7964955,0.5926541,0.79632705,0.7093097,0.85465485,0.78099006,0.89049506,0.7490334,0.8745167,0.73505604,0.867528,0.74594676,0.8729734,0.7634434,0.88172174
54796,0.66571563,0.83285785,0.66961217,0.8348061,0.572761,0.7863805,0.6048697,0.80243486,0.6255022,0.8127511,0.6995941,0.849797,0.69595414,0.84797704,0.7388512,0.8694256,0.73674613,0.86837304,0.7291545,0.8645773
54797,0.7211206,0.8605603,0.69910914,0.84955454,0.6732409,0.83662045,0.62424487,0.81212246,0.7467432,0.8733716,0.84019375,0.9200969,0.756056,0.87802804,0.7999091,0.89995456,0.75478864,0.8773943,0.8217151,0.91085756
54798,0.7030139,0.85150695,0.71497166,0.85748583,0.6412075,0.8206037,0.6450687,0.8225343,0.685803,0.84290147,0.78266394,0.891332,0.7414079,0.87070394,0.75170994,0.87585497,0.80150425,0.9007521,0.79619724,0.8980986
54799,0.60406095,0.80203044,0.60239446,0.80119723,0.5316665,0.76583326,0.5627058,0.7813529,0.6122915,0.8061458,0.6908779,0.84543896,0.69931245,0.8496562,0.68017864,0.8400893,0.7551153,0.87755764,0.7574388,0.8787194
54800,0.68128836,0.8406442,0.7159277,0.85796386,0.63410735,0.8170537,0.63364345,0.8168217,0.6798059,0.83990294,0.74374086,0.8718704,0.735899,0.8679495,0.7996282,0.8998141,0.8037332,0.9018666,0.78144026,0.8907201
56453,0.70659304,0.8532965,0.65802073,0.82901037,0.59228945,0.7961447,0.56518483,0.7825924,0.7319071,0.86595356,0.80439264,0.9021963,0.79900885,0.8995044,0.7313266,0.8656633,0.7509327,0.87546635,0.7999104,0.8999552
56528,0.6508242,0.8254121,0.62500614,0.8125031,0.5415515,0.77077574,0.5760969,0.78804845,0.6611246,0.8305623,0.7167858,0.8583929,0.73846793,0.86923397,0.68629336,0.8431467,0.72764975,0.86382484,0.7356454,0.8678227
56542,0.7061541,0.85307705,0.7065512,0.8532756,0.6153817,0.80769086,0.6876814,0.8438407,0.6899747,0.8449874,0.7647176,0.8823588,0.73970634,0.86985314,0.80658066,0.90329033,0.7979765,0.89898825,0.8118653,0.90593266
56543,0.598975,0.7994875,0.5867185,0.7933593,0.5021339,0.7510669,0.5298227,0.76491135,0.618204,0.809102,0.6740594,0.8370297,0.71164846,0.85582423,0.6620827,0.83104134,0.70098084,0.85049045,0.7153621,0.85768104
56544,0.7502084,0.8751042,0.7280601,0.86403006,0.6592819,0.829641,0.6742963,0.8371482,0.752537,0.8762685,0.83159715,0.91579854,0.79029584,0.8951479,0.8142441,0.907122,0.8122916,0.9061458,0.84920037,0.9246002
56545,0.5922631,0.79613155,0.67502284,0.8375114,0.5131245,0.75656223,0.57198495,0.7859925,0.57266915,0.7863346,0.5811034,0.79055166,0.62568265,0.8128413,0.67040694,0.83520347,0.6786822,0.8393411,0.6314505,0.8157252
56618,0.7337443,0.8668722,0.7262666,0.8631333,0.65115607,0.82557803,0.6536828,0.8268414,0.7198801,0.85994005,0.79374975,0.8968749,0.7358408,0.8679204,0.82429475,0.9121474,0.8132031,0.90660155,0.7989749,0.89948744
56619,0.6283849,0.8141924,0.64380306,0.82190156,0.5494223,0.77471113,0.5884206,0.7942103,0.6585314,0.8292657,0.73316205,0.866581,0.72111106,0.8605555,0.71266496,0.8563325,0.748744,0.874372,0.7763407,0.88817036
56629,0.74725795,0.873629,0.73992693,0.86996347,0.63663256,0.8183163,0.69307745,0.8465387,0.75271994,0.87635994,0.8152653,0.90763265,0.7735182,0.8867591,0.8442698,0.9221349,0.8019868,0.9009934,0.8318068,0.9159034
56630,0.62372714,0.81186354,0.63374054,0.8168703,0.5165072,0.7582536,0.558728,0.779364,0.6333836,0.81669176,0.70607996,0.85304,0.7024497,0.85122484,0.71019256,0.8550963,0.73359424,0.8667971,0.75044084,0.8752204
56631,0.5848459,0.79242295,0.5904254,0.7952127,0.4756825,0.73784125,0.5218586,0.7609293,0.58895814,0.7944791,0.68483233,0.84241617,0.66143996,0.83071995,0.6604978,0.8302489,0.70317626,0.85158813,0.75760794,0.87880397
56632,0.6605305,0.8302653,0.64069325,0.8203466,0.54954314,0.7747716,0.60993433,0.80496716,0.641847,0.8209235,0.7355875,0.86779374,0.7221217,0.86106086,0.7261405,0.86307025,0.7511316,0.87556577,0.77061236,0.8853062
56633,0.65115166,0.8255758,0.6355367,0.81776834,0.6006559,0.80032796,0.58777577,0.79388785,0.6394617,0.8197309,0.7104994,0.8552497,0.7279753,0.8639877,0.71688956,0.8584448,0.7007458,0.8503729,0.73091125,0.8654556
56634,0.6349207,0.81746036,0.6234817,0.8117409,0.52179456,0.7608973,0.561923,0.7809615,0.6578991,0.8289496,0.7483326,0.8741663,0.7331662,0.8665831,0.72498786,0.86249393,0.75151277,0.8757564,0.7760561,0.888028
56635,0.5284647,0.76423234,0.6153013,0.8076507,0.4684381,0.7342191,0.48964894,0.74482447,0.55401856,0.77700925,0.5903452,0.7951726,0.6371157,0.81855786,0.624666,0.812333,0.6407552,0.8203776,0.62949026,0.8147451
56637,0.6332859,0.81664294,0.6204554,0.8102277,0.5415065,0.77075326,0.6021147,0.80105734,0.66204053,0.83102024,0.7387903,0.86939514,0.7212398,0.8606199,0.74732035,0.8736602,0.745369,0.8726845,0.7902832,0.8951416
56638,0.7557312,0.8778656,0.70466375,0.8523319,0.6287339,0.81436694,0.6416895,0.82084477,0.7501957,0.8750979,0.8148244,0.9074122,0.78607965,0.8930398,0.77868456,0.8893423,0.7706121,0.88530606,0.8047713,0.90238565
56639,0.51053125,0.7552656,0.48213384,0.74106693,0.41186786,0.7059339,0.45316434,0.72658217,0.5318845,0.7659422,0.6560236,0.8280118,0.6310904,0.8155452,0.6055777,0.80278885,0.64897275,0.8244864,0.70039505,0.85019755
56641,0.55294526,0.7764726,0.52474064,0.76237035,0.47589284,0.7379464,0.49794626,0.74897313,0.58013153,0.79006577,0.6737448,0.8368724,0.6703342,0.8351671,0.6139363,0.80696815,0.6571281,0.82856405,0.7248167,0.86240834
56642,0.61525476,0.8076274,0.57848245,0.7892412,0.49341542,0.7467077,0.49507648,0.7475382,0.5965791,0.79828954,0.68514264,0.8425713,0.6692054,0.8346027,0.6231142,0.8115571,0.67644036,0.8382202,0.70038974,0.8501949
56643,0.7546861,0.87734306,0.7267215,0.86336076,0.70136213,0.85068107,0.70762414,0.8538121,0.7145754,0.8572877,0.7283566,0.8641783,0.655647,0.8278235,0.7866522,0.8933261,0.7549981,0.87749904,0.73484683,0.8674234
56644,0.5859488,0.7929744,0.61779773,0.80889887,0.50629044,0.7531452,0.5636525,0.78182626,0.6017441,0.8008721,0.62726486,0.8136324,0.6795587,0.8397794,0.6654516,0.83272576,0.6870036,0.8435018,0.67070067,0.83535033
56645,0.63618755,0.8180938,0.6465255,0.82326275,0.5528122,0.7764061,0.613313,0.8066565,0.62306863,0.8115343,0.72042286,0.86021143,0.68483436,0.8424172,0.7425585,0.87127924,0.748232,0.874116,0.7658667,0.8829334
56646,0.59439987,0.79719996,0.59396297,0.79698145,0.50403464,0.7520173,0.58222944,0.7911147,0.59441775,0.7972089,0.64933395,0.824667,0.6509321,0.82546604,0.6557189,0.82785946,0.7008357,0.85041785,0.6890263,0.8445132
56647,0.73717976,0.8685899,0.7105086,0.8552543,0.6482263,0.82411313,0.64731884,0.8236594,0.75729704,0.8786485,0.85174143,0.9258707,0.79801095,0.8990055,0.81152636,0.90576315,0.8055059,0.90275294,0.85712683,0.9285634
56648,0.73006076,0.8650304,0.7031548,0.8515774,0.628932,0.814466,0.6823641,0.84118205,0.7256981,0.86284906,0.7763961,0.888198,0.764253,0.8821265,0.8071532,0.9035766,0.79361975,0.8968099,0.81286,0.90643
56649,0.7182618,0.85913086,0.6998857,0.84994286,0.63875294,0.81937647,0.6190281,0.80951405,0.7188726,0.8594363,0.76333857,0.8816693,0.7013314,0.8506657,0.7773552,0.8886776,0.761571,0.88078547,0.7567968,0.8783984
56650,0.69847786,0.84923893,0.66406596,0.832033,0.62614375,0.81307185,0.59029925,0.7951496,0.7205287,0.86026436,0.80502033,0.90251017,0.79674035,0.89837015,0.7551397,0.87756985,0.76664567,0.88332283,0.824093,0.9120465
56651,0.5283948,0.7641974,0.54007757,0.7700388,0.47118992,0.735595,0.48914763,0.74457383,0.54916036,0.7745802,0.62750006,0.81375,0.63190734,0.8159537,0.6375787,0.81878936,0.6390364,0.8195182,0.67453396,0.837267
56652,0.6770962,0.83854806,0.6756646,0.83783233,0.58421373,0.79210687,0.6080563,0.80402815,0.68886673,0.84443337,0.7646941,0.88234705,0.73720235,0.8686012,0.73348176,0.8667409,0.7669426,0.8834713,0.784528,0.892264
56653,0.63562536,0.8178127,0.63612425,0.8180621,0.5765151,0.78825754,0.5541197,0.77705985,0.6491289,0.82456446,0.73722386,0.86861193,0.7202561,0.86012805,0.7078233,0.85391164,0.7591259,0.879563,0.76215553,0.88107777
56654,0.71103644,0.8555182,0.6807566,0.8403783,0.5976885,0.7988442,0.6254257,0.81271285,0.69121027,0.84560513,0.75621176,0.8781059,0.7196167,0.8598083,0.7331052,0.8665526,0.7734642,0.8867321,0.7874367,0.89371836
56656,0.7095959,0.85479796,0.654664,0.827332,0.60819805,0.804099,0.57491004,0.787455,0.6984211,0.84921056,0.7766683,0.88833416,0.7166818,0.85834086,0.7062516,0.8531258,0.7251189,0.86255944,0.74284923,0.8714246
56657,0.56071556,0.7803578,0.53165305,0.7658265,0.43979165,0.71989584,0.48625422,0.7431271,0.56880677,0.7844034,0.7064455,0.8532227,0.6797139,0.839857,0.6275093,0.8137547,0.6834645,0.84173226,0.7415049,0.87075245
56661,0.6868415,0.84342074,0.6777814,0.8388907,0.5905412,0.79527056,0.57505673,0.7875284,0.7011951,0.85059756,0.82050407,0.91025203,0.7392193,0.86960965,0.7279456,0.8639728,0.76197094,0.8809855,0.80332434,0.9016622
56662,0.718433,0.8592165,0.7212815,0.86064076,0.6348307,0.81741536,0.6865152,0.8432576,0.7129197,0.85645986,0.79203737,0.8960187,0.74889123,0.8744456,0.8159261,0.90796304,0.83489436,0.9174472,0.8319458,0.9159729
56725,0.69398,0.84699,0.6968328,0.8484164,0.61688864,0.8084443,0.6331525,0.81657624,0.7330733,0.8665366,0.7949673,0.89748365,0.77200127,0.88600063,0.79035467,0.89517736,0.7702843,0.88514215,0.82785124,0.91392565
56795,0.648464,0.824232,0.67799586,0.83899796,0.5808425,0.79042125,0.60310525,0.80155265,0.70648164,0.85324085,0.73664886,0.8683244,0.7833936,0.8916968,0.7689542,0.88447714,0.78959686,0.8947984,0.7893561,0.89467806
56796,0.6737505,0.83687526,0.6672497,0.83362484,0.5909635,0.79548174,0.6123673,0.80618364,0.7148783,0.85743916,0.79157674,0.8957884,0.77553296,0.8877665,0.7881284,0.8940642,0.7960683,0.89803416,0.81928134,0.90964067
56797,0.7754315,0.88771576,0.735398,0.867699,0.63474786,0.81737393,0.6573647,0.82868236,0.7667419,0.88337094,0.80204487,0.90102243,0.7614995,0.88074976,0.79461026,0.89730513,0.78909826,0.89454913,0.7980728,0.8990364
56798,0.6362159,0.81810796,0.6495143,0.82475716,0.55724806,0.77862406,0.5818063,0.79090315,0.6547437,0.82737184,0.7028713,0.85143566,0.75297356,0.8764868,0.70251393,0.85125697,0.7132964,0.8566482,0.7581143,0.87905717
56799,0.668513,0.83425653,0.64602625,0.8230131,0.5762728,0.78813636,0.5862075,0.79310375,0.67826414,0.8391321,0.7446389,0.87231946,0.7487091,0.87435454,0.7254642,0.8627321,0.7573692,0.87868464,0.79139304,0.8956965
56800,0.70213985,0.8510699,0.6861652,0.8430826,0.60059965,0.8002998,0.656689,0.82834446,0.65023535,0.8251177,0.7083238,0.85416186,0.67049086,0.83524543,0.7389317,0.8694658,0.7501563,0.87507814,0.72349405,0.861747
56801,0.6783316,0.8391658,0.6772541,0.83862704,0.612275,0.8061375,0.60521126,0.8026056,0.68775034,0.84387517,0.7856529,0.89282644,0.72584,0.86292,0.7612307,0.88061535,0.7588599,0.87942994,0.77714455,0.8885723
56802,0.6145409,0.8072704,0.6100403,0.80502015,0.54322517,0.7716126,0.5746288,0.7873144,0.62419474,0.8120974,0.71631134,0.85815567,0.7139413,0.85697067,0.6889427,0.84447134,0.75956905,0.8797845,0.7366954,0.8683477
56803,0.7711297,0.88556486,0.7461555,0.87307775,0.6529155,0.82645774,0.66890585,0.8344529,0.7408837,0.87044185,0.82604486,0.9130224,0.7855894,0.8927947,0.8262987,0.91314936,0.7851875,0.89259374,0.82881355,0.9144068
56804,0.7149693,0.85748464,0.7196858,0.8598429,0.62090397,0.810452,0.638146,0.81907296,0.73853445,0.8692672,0.8206111,0.91030556,0.7922555,0.89612776,0.82589173,0.91294587,0.7917053,0.8958527,0.8266151,0.91330755
56805,0.6635171,0.83175856,0.62456304,0.8122815,0.59720695,0.7986035,0.61034286,0.80517143,0.6219074,0.81095374,0.7269518,0.8634759,0.62931705,0.8146585,0.7148391,0.85741955,0.7270443,0.8635222,0.7394995,0.8697498
56807,0.703218,0.851609,0.712723,0.8563615,0.62182236,0.8109112,0.6430386,0.82151926,0.7461411,0.87307054,0.81606126,0.9080306,0.79517615,0.8975881,0.79927313,0.89963657,0.8130455,0.90652275,0.8599384,0.9299692
56809,0.7362021,0.86810106,0.7243408,0.8621704,0.6441796,0.8220898,0.689106,0.844553,0.7520864,0.8760432,0.7901372,0.8950686,0.7670009,0.88350046,0.821392,0.910696,0.82194704,0.91097355,0.8110988,0.9055494
56859,0.638865,0.8194325,0.61521196,0.807606,0.5049622,0.7524811,0.5746397,0.78731984,0.6334022,0.8167011,0.6964321,0.84821606,0.6764949,0.8382474,0.6719778,0.8359889,0.73000795,0.86500394,0.7104223,0.85521114
56860,0.62184656,0.8109233,0.6281624,0.8140812,0.539454,0.769727,0.6284363,0.81421816,0.60142064,0.8007103,0.6988897,0.84944487,0.6571697,0.82858485,0.7222991,0.86114955,0.7214043,0.86070216,0.74078476,0.8703924
56861,0.568555,0.7842775,0.5780199,0.7890099,0.46891332,0.73445666,0.5684633,0.78423166,0.5577943,0.77889717,0.59375453,0.79687726,0.6096116,0.80480576,0.61815435,0.80907714,0.6379943,0.81899714,0.6457747,0.82288736
56862,0.72508276,0.8625414,0.7038648,0.8519324,0.62311447,0.81155723,0.6553469,0.82767344,0.708651,0.85432553,0.8096895,0.90484476,0.76436913,0.88218457,0.8055928,0.9027964,0.8071637,0.90358186,0.8246465,0.91232324
57384,0.7600476,0.88002384,0.724339,0.8621695,0.67243373,0.83621687,0.6394405,0.81972027,0.7666193,0.88330966,0.8484022,0.92420113,0.777131,0.88856554,0.81761235,0.9088062,0.7619789,0.88098943,0.8315305,0.9157653
57400,0.7744432,0.8872216,0.70337236,0.8516862,0.67592585,0.8379629,0.6504313,0.82521564,0.7503258,0.8751629,0.8089311,0.90446556,0.7433688,0.87168443,0.7975756,0.8987878,0.6958647,0.84793234,0.78122926,0.8906146
62042,0.76819545,0.8840977,0.7339281,0.86696404,0.6778837,0.8389418,0.6694046,0.8347023,0.73098516,0.8654926,0.7736598,0.8868299,0.73953164,0.8697658,0.7667731,0.88338655,0.78339607,0.891698,0.781822,0.890911
63086,0.5233032,0.76165164,0.5269906,0.7634953,0.4660241,0.7330121,0.4777053,0.7388526,0.5475962,0.7737981,0.6368785,0.81843925,0.6390461,0.81952304,0.60870785,0.80435395,0.6484556,0.8242278,0.6574007,0.82870036
63087,0.66513467,0.83256733,0.6338024,0.8169012,0.56742007,0.78371,0.57218456,0.7860923,0.67108166,0.83554083,0.74206674,0.8710334,0.75232613,0.87616307,0.6938052,0.8469026,0.69964564,0.8498228,0.76027477,0.8801374
83710,0.7218054,0.86090267,0.7356555,0.8678278,0.6408211,0.82041055,0.66317666,0.8315883,0.7159472,0.8579736,0.7546191,0.87730956,0.71788585,0.8589429,0.7863373,0.8931687,0.73983395,0.869917,0.7817431,0.8908715
83711,0.6238137,0.8119068,0.67227244,0.8361362,0.6334299,0.81671494,0.6126952,0.8063476,0.56201947,0.78100973,0.5203581,0.76017904,0.5220516,0.7610258,0.62687784,0.8134389,0.61007595,0.805038,0.5599905,0.77999526
86666,0.68938786,0.8446939,0.7170571,0.85852855,0.6231187,0.8115593,0.65641105,0.8282055,0.70142394,0.85071194,0.8195045,0.90975225,0.7915808,0.8957904,0.83176553,0.91588277,0.8246782,0.9123391,0.8555018,0.9277509
87779,0.3829803,0.6914902,0.4481867,0.7240933,0.32697743,0.66348875,0.41976288,0.7098814,0.3590477,0.6795238,0.32083076,0.6604154,0.38960287,0.69480145,0.38821298,0.69410646,0.41063356,0.7053168,0.38181534,0.69090766
97622,0.6646319,0.8323159,0.64498293,0.82249147,0.5609144,0.7804572,0.58773285,0.7938664,0.6808423,0.84042114,0.8074059,0.903703,0.7473579,0.8736789,0.7783642,0.8891821,0.7742497,0.88712484,0.8097111,0.90485555
98134,0.6899664,0.8449832,0.64088094,0.8204405,0.5964881,0.79824406,0.55404615,0.7770231,0.70199656,0.8509983,0.80750805,0.903754,0.7613771,0.88068855,0.74931395,0.874657,0.730826,0.865413,0.8039832,0.9019916
