,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Score
29788,0.6145934,0.8072967,0.58748114,0.7937406,0.5104721,0.755236,0.5222227,0.7611114,0.65242994,0.82621497,0.7774013,0.88870066,0.74653137,0.8732657,0.7017826,0.8508913,0.7289799,0.8644899,0.7932466,0.8966233
29835,0.6605078,0.8302539,0.6812109,0.84060544,0.5749775,0.78748876,0.6106885,0.8053442,0.67174435,0.8358722,0.75696397,0.878482,0.7354197,0.8677099,0.76359415,0.8817971,0.7848909,0.89244545,0.8105829,0.90529144
30606,0.6323117,0.81615585,0.57773054,0.78886527,0.56550854,0.7827543,0.58100647,0.79050326,0.64916086,0.82458043,0.7478613,0.8739307,0.65729445,0.82864726,0.69280624,0.8464031,0.74228674,0.87114334,0.7466429,0.8733214
30845,0.67653036,0.8382652,0.6594515,0.82972574,0.5907225,0.7953613,0.6471183,0.82355917,0.6589576,0.8294788,0.7664477,0.8832239,0.71764815,0.8588241,0.7538808,0.87694037,0.7912853,0.89564264,0.77958995,0.88979495
32072,0.74945205,0.87472606,0.7097555,0.8548777,0.689584,0.844792,0.660481,0.8302405,0.69978034,0.8498902,0.78399146,0.8919957,0.71526957,0.8576348,0.7914649,0.89573246,0.75501955,0.8775098,0.77315176,0.8865759
46443,0.6805266,0.8402633,0.71041423,0.8552071,0.6604714,0.8302357,0.6450147,0.8225074,0.7075448,0.8537724,0.7509991,0.87549955,0.69461584,0.8473079,0.78629345,0.89314675,0.76163274,0.88081634,0.7844261,0.89221305
46506,0.5590532,0.7795266,0.5905274,0.7952637,0.5161259,0.75806296,0.523908,0.761954,0.62142897,0.8107145,0.70193017,0.8509651,0.65329146,0.82664573,0.695619,0.8478095,0.7339258,0.8669629,0.7341027,0.86705136
50300,0.6106628,0.8053314,0.6427815,0.82139075,0.60994357,0.8049718,0.57350916,0.7867546,0.6344178,0.8172089,0.68676245,0.8433812,0.6304015,0.81520075,0.6928392,0.8464196,0.68389785,0.8419489,0.72999483,0.8649974
51419,0.7062589,0.85312945,0.6725133,0.8362566,0.6377141,0.8188571,0.61204183,0.8060209,0.70335716,0.8516786,0.80381787,0.90190893,0.75857484,0.8792874,0.7688742,0.8844371,0.7850167,0.8925084,0.8237997,0.91189986
53971,0.65740514,0.82870257,0.6172495,0.80862474,0.5597552,0.7798776,0.55167335,0.7758367,0.6796244,0.83981216,0.77540815,0.8877041,0.7592651,0.8796326,0.7165029,0.85825145,0.7580502,0.8790251,0.78887415,0.8944371
53972,0.6340889,0.81704444,0.61686707,0.80843353,0.53105843,0.7655292,0.5675102,0.78375506,0.6632199,0.83160996,0.761343,0.8806715,0.74628985,0.8731449,0.7031343,0.85156715,0.7532568,0.8766284,0.7560811,0.87804055
53973,0.70155334,0.8507767,0.6569272,0.8284636,0.5923154,0.7961577,0.6121311,0.80606556,0.7254581,0.8627291,0.8184017,0.90920085,0.77318543,0.88659275,0.793584,0.896792,0.7786948,0.88934743,0.8446163,0.92230815
53974,0.7073225,0.85366124,0.6273162,0.8136581,0.5799298,0.7899649,0.58376396,0.791882,0.70009106,0.85004556,0.7944596,0.8972298,0.7355677,0.86778384,0.71499765,0.8574988,0.74203765,0.8710188,0.7823461,0.89117306
53975,0.6504983,0.82524914,0.607116,0.803558,0.59834284,0.79917145,0.575966,0.787983,0.6810174,0.8405087,0.7825407,0.89127034,0.73003125,0.8650156,0.72573495,0.8628675,0.7574111,0.87870556,0.7962995,0.8981497
53976,0.5689263,0.78446317,0.55661136,0.77830565,0.4786318,0.73931587,0.50676453,0.75338227,0.605878,0.802939,0.6642237,0.83211184,0.69788796,0.84894395,0.62799066,0.81399536,0.6736917,0.8368459,0.6996509,0.84982544
53977,0.78745806,0.89372903,0.7154341,0.85771704,0.6462923,0.82314616,0.6676464,0.8338232,0.76398504,0.8819925,0.7917677,0.89588386,0.7801964,0.8900982,0.7985288,0.8992644,0.7896988,0.8948494,0.8074237,0.90371186
53978,0.66289365,0.8314468,0.64021444,0.8201072,0.5958619,0.79793096,0.5827725,0.79138625,0.6813123,0.84065616,0.77743125,0.8887156,0.71032715,0.8551636,0.716815,0.8584075,0.7456682,0.8728341,0.7828771,0.89143854
53979,0.77533996,0.88767,0.71976,0.85988,0.6797757,0.83988786,0.6270172,0.8135086,0.7792963,0.88964814,0.8770565,0.93852824,0.79484653,0.89742327,0.81809187,0.90904593,0.769439,0.8847195,0.8290076,0.9145038
53981,0.67195386,0.83597696,0.670015,0.8350075,0.5928019,0.79640096,0.59067917,0.7953396,0.71677566,0.8583878,0.82414246,0.9120712,0.78665245,0.8933262,0.7654466,0.88272333,0.78878546,0.8943927,0.8253716,0.9126858
54796,0.66881394,0.834407,0.69040036,0.8452002,0.5666815,0.78334075,0.6460398,0.82301986,0.6367068,0.8183534,0.7037029,0.85185146,0.7011586,0.85057926,0.772205,0.8861025,0.76635647,0.88317823,0.75319004,0.876595
54797,0.72907543,0.8645377,0.71777624,0.85888815,0.70448923,0.8522446,0.63858026,0.81929016,0.7882729,0.8941364,0.8570925,0.92854625,0.78353447,0.89176726,0.8219713,0.91098565,0.78036433,0.89018214,0.849675,0.92483747
54798,0.6496227,0.82481134,0.6694706,0.8347353,0.5566287,0.77831435,0.60557806,0.80278903,0.63698256,0.8184913,0.69250846,0.8462542,0.7041286,0.8520643,0.6777531,0.83887655,0.75720394,0.87860197,0.7386793,0.86933964
54799,0.5741513,0.78707564,0.58734554,0.7936728,0.49914485,0.7495724,0.51867694,0.7593385,0.6051303,0.80256516,0.6987919,0.849396,0.69227505,0.8461375,0.67240596,0.836203,0.73489434,0.86744714,0.75639874,0.87819934
54800,0.67382026,0.8369101,0.70174295,0.85087144,0.5955858,0.7977929,0.6190601,0.80953,0.668792,0.834396,0.7388161,0.869408,0.75630736,0.8781537,0.7818332,0.8909166,0.7937428,0.8968714,0.75976634,0.87988317
56453,0.6818099,0.84090495,0.6722692,0.8361346,0.6129477,0.80647385,0.58418953,0.79209477,0.7088319,0.85441595,0.7645716,0.88228583,0.7679182,0.8839591,0.7178508,0.8589254,0.75776815,0.8788841,0.76612353,0.88306177
56528,0.64813113,0.82406557,0.6318625,0.81593126,0.54727674,0.77363837,0.579581,0.7897905,0.674822,0.837411,0.71678096,0.85839045,0.74031544,0.8701577,0.6968821,0.84844106,0.7452216,0.8726108,0.7274843,0.8637421
56542,0.66756964,0.8337848,0.6644065,0.83220327,0.5756644,0.7878322,0.6513741,0.82568705,0.6707391,0.8353696,0.7338166,0.8669083,0.7131829,0.85659146,0.7659048,0.8829524,0.76486564,0.8824328,0.778572,0.88928604
56543,0.60417974,0.80208987,0.60327864,0.8016393,0.5049458,0.7524729,0.53362453,0.76681226,0.6099586,0.8049793,0.68703085,0.8435154,0.71605897,0.8580295,0.67525464,0.8376273,0.71149856,0.85574925,0.72597635,0.8629882
56544,0.7230215,0.86151075,0.71077704,0.8553885,0.6383694,0.81918466,0.67608595,0.838043,0.71604145,0.8580207,0.78734887,0.89367443,0.76834536,0.8841727,0.8010055,0.90050274,0.80587006,0.902935,0.81551814,0.9077591
56545,0.5851121,0.79255605,0.64162713,0.82081354,0.48151773,0.7407589,0.56911933,0.78455967,0.57864213,0.78932106,0.5872987,0.7936493,0.6438893,0.82194465,0.65357965,0.82678986,0.66909426,0.83454716,0.639212,0.819606
56618,0.71036255,0.8551813,0.7255689,0.86278445,0.6238082,0.8119041,0.65832937,0.8291647,0.719326,0.859663,0.7968811,0.89844054,0.77814114,0.8890706,0.8225052,0.9112526,0.8126532,0.9063266,0.8381386,0.9190693
56619,0.6298909,0.81494546,0.63803804,0.819019,0.5495475,0.7747737,0.592114,0.796057,0.6643772,0.8321886,0.72179675,0.8608984,0.7242312,0.8621156,0.7025478,0.8512739,0.7297962,0.8648981,0.7571645,0.87858224
56629,0.717742,0.858871,0.7047076,0.8523538,0.633535,0.8167675,0.66577643,0.83288825,0.71359503,0.8567975,0.8328873,0.91644365,0.76969016,0.8848451,0.8280827,0.91404134,0.7868345,0.89341724,0.83695185,0.9184759
56630,0.6346787,0.81733936,0.61383116,0.8069156,0.51308596,0.756543,0.57055223,0.7852761,0.64855456,0.8242773,0.7268075,0.86340374,0.73460376,0.8673019,0.7095152,0.8547576,0.75242686,0.87621343,0.7678739,0.88393694
56631,0.6092317,0.80461586,0.6140689,0.8070345,0.51150215,0.7557511,0.54790974,0.77395487,0.6203368,0.8101684,0.72400904,0.8620045,0.69842225,0.8492111,0.69568706,0.8478435,0.73627687,0.86813843,0.7872181,0.89360905
56632,0.64534056,0.8226703,0.62913185,0.8145659,0.5451365,0.7725682,0.5915176,0.79575884,0.6617289,0.8308644,0.75948995,0.879745,0.7426317,0.87131584,0.755927,0.87796354,0.75301963,0.8765098,0.80562586,0.90281296
56633,0.6256503,0.81282514,0.586063,0.7930315,0.5339221,0.76696104,0.5377069,0.7688534,0.63473594,0.817368,0.7368604,0.8684302,0.7252327,0.86261636,0.707083,0.8535415,0.6973774,0.8486887,0.75962126,0.87981063
56634,0.6416162,0.8208081,0.62624997,0.813125,0.528396,0.764198,0.57776797,0.788884,0.67309624,0.8365481,0.745425,0.8727125,0.7284833,0.86424166,0.72174406,0.86087203,0.7548361,0.87741804,0.778885,0.8894425
56635,0.56958747,0.78479373,0.63227606,0.816138,0.5119097,0.75595486,0.52315015,0.7615751,0.56958234,0.7847912,0.61184263,0.8059213,0.6412059,0.82060295,0.63150275,0.8157514,0.672246,0.836123,0.67202055,0.8360103
56637,0.72232467,0.8611623,0.7241932,0.8620966,0.61935693,0.80967844,0.685439,0.8427195,0.7272874,0.8636437,0.77166814,0.8858341,0.7695379,0.88476896,0.8298235,0.91491175,0.775808,0.887904,0.8044649,0.9022324
56638,0.70963436,0.85481715,0.674008,0.837004,0.60869133,0.80434567,0.61767817,0.8088391,0.71862984,0.8593149,0.8096249,0.90481246,0.7953493,0.8976747,0.7704185,0.88520926,0.7540757,0.8770379,0.8225039,0.91125196
56639,0.58694935,0.7934747,0.56510633,0.7825532,0.4985919,0.74929595,0.5168568,0.7584284,0.6047596,0.8023798,0.7135968,0.8567984,0.6900365,0.84501827,0.6660184,0.83300924,0.7067286,0.8533643,0.7315282,0.86576414
56641,0.55650043,0.7782502,0.5257149,0.76285744,0.47053158,0.7352658,0.50348014,0.7517401,0.57683414,0.7884171,0.6720946,0.8360473,0.66943944,0.8347197,0.6197449,0.80987245,0.6591166,0.8295583,0.730095,0.8650475
56642,0.5964253,0.79821265,0.57482135,0.7874107,0.46216607,0.73108304,0.51629114,0.7581456,0.6121813,0.80609065,0.69906723,0.8495336,0.7171228,0.8585614,0.6518168,0.8259084,0.70859724,0.8542986,0.7231891,0.86159456
56643,0.7612776,0.88063884,0.721053,0.8605265,0.68604636,0.8430232,0.69738305,0.8486915,0.69487035,0.8474352,0.7288281,0.86441404,0.6378132,0.8189066,0.78363323,0.8918166,0.7603524,0.8801762,0.7165319,0.85826594
56644,0.6227741,0.81138706,0.60767114,0.8038356,0.53286374,0.76643187,0.57299864,0.7864993,0.6224122,0.8112061,0.6873816,0.8436908,0.6989795,0.84948975,0.6785598,0.8392799,0.7150315,0.85751575,0.71185446,0.8559272
56645,0.68811953,0.84405977,0.7058228,0.8529114,0.606022,0.803011,0.6624185,0.83120924,0.68082714,0.8404136,0.74644,0.87321997,0.730719,0.8653595,0.7719295,0.88596475,0.7507988,0.8753994,0.77992964,0.8899648
56646,0.6039823,0.80199116,0.59536606,0.797683,0.48854145,0.74427074,0.59164876,0.7958244,0.59723985,0.7986199,0.6405194,0.8202597,0.662473,0.8312365,0.6533012,0.8266506,0.70496684,0.8524834,0.67964697,0.8398235
56647,0.6706204,0.8353102,0.6679855,0.8339927,0.5734643,0.78673214,0.61374474,0.80687237,0.6991221,0.84956104,0.77985644,0.8899282,0.77051365,0.8852568,0.7484124,0.8742062,0.77414215,0.8870711,0.7982352,0.8991176
56648,0.7621135,0.8810568,0.6731402,0.83657014,0.63574314,0.8178716,0.6448561,0.82242805,0.7567716,0.8783858,0.7915528,0.8957764,0.78164387,0.89082193,0.77611417,0.8880571,0.7534727,0.87673634,0.8002659,0.90013295
56649,0.63658094,0.8182905,0.6555376,0.8277688,0.5370272,0.76851356,0.58626175,0.7931309,0.6433382,0.8216691,0.6641505,0.83207524,0.68289113,0.84144557,0.6790303,0.83951515,0.7243663,0.86218315,0.69499886,0.84749943
56650,0.7036988,0.85184944,0.6687868,0.8343934,0.6044315,0.80221575,0.6071545,0.80357724,0.7076682,0.8538341,0.7747354,0.8873677,0.7568197,0.87840986,0.74858683,0.87429345,0.75003344,0.8750167,0.77706635,0.8885332
56651,0.6040603,0.80203015,0.59480596,0.797403,0.53954554,0.76977277,0.535267,0.7676335,0.6442021,0.82210106,0.75038415,0.87519205,0.7279143,0.86395717,0.6971855,0.84859276,0.73689204,0.868446,0.77828807,0.88914406
56652,0.72890913,0.86445457,0.69630563,0.8481528,0.63496137,0.8174807,0.6257219,0.81286097,0.7541755,0.8770877,0.8218193,0.91090965,0.77679455,0.8883973,0.8073375,0.90366876,0.81854594,0.90927297,0.83937025,0.9196851
56653,0.63930976,0.8196549,0.6339326,0.8169663,0.5636027,0.78180134,0.5813587,0.79067934,0.65469384,0.8273469,0.7220527,0.86102635,0.7027979,0.85139894,0.7314203,0.86571014,0.7409103,0.87045515,0.7542943,0.87714714
56654,0.7456274,0.8728137,0.72725415,0.8636271,0.66026413,0.83013207,0.65801823,0.8290091,0.7703788,0.8851894,0.8365457,0.91827285,0.79639167,0.89819586,0.7968718,0.8984359,0.81790566,0.90895283,0.853855,0.9269275
56656,0.74142563,0.8707128,0.6399385,0.81996924,0.6106106,0.8053053,0.5842106,0.7921053,0.72904384,0.8645219,0.80378217,0.9018911,0.74597865,0.8729893,0.72942305,0.8647115,0.7341626,0.8670813,0.7718196,0.8859098
56657,0.6637472,0.8318736,0.6216057,0.8108028,0.5575619,0.77878094,0.559929,0.7799645,0.6830847,0.84154236,0.8267156,0.9133578,0.7538035,0.87690175,0.7462317,0.87311584,0.7693831,0.88469154,0.8258042,0.9129021
56661,0.68508565,0.8425428,0.6886122,0.8443061,0.6084332,0.8042166,0.59965765,0.7998288,0.6923326,0.8461663,0.77614814,0.88807404,0.70331985,0.8516599,0.7234889,0.86174446,0.7522777,0.8761388,0.7624295,0.88121474
56662,0.6818831,0.84094155,0.66802585,0.8340129,0.56466043,0.7823302,0.6318983,0.81594914,0.6766623,0.83833116,0.76501787,0.88250893,0.7200969,0.8600484,0.77961254,0.8898063,0.8059372,0.9029686,0.807371,0.9036855
56725,0.7133563,0.8566781,0.6880377,0.8440188,0.6292767,0.8146384,0.6604395,0.83021975,0.72155225,0.8607761,0.8238586,0.9119293,0.7757535,0.88787675,0.8029245,0.90146226,0.7753022,0.8876511,0.8361418,0.9180709
56795,0.68110585,0.8405529,0.66680944,0.8334047,0.59078133,0.79539067,0.5994072,0.7997036,0.7022398,0.8511199,0.7980456,0.8990228,0.7913017,0.89565086,0.7789244,0.88946223,0.78326946,0.8916347,0.8334324,0.9167162
56796,0.6788001,0.83940005,0.6690434,0.8345217,0.58288074,0.79144037,0.6063639,0.80318195,0.7121154,0.8560577,0.80142295,0.9007115,0.7862729,0.89313644,0.79491514,0.8974576,0.7953547,0.89767736,0.81351256,0.9067563
56797,0.69057024,0.8452851,0.67826974,0.8391349,0.5520419,0.77602094,0.6067916,0.8033958,0.6952988,0.8476494,0.7617975,0.8808987,0.7542105,0.87710524,0.7597827,0.87989134,0.7655481,0.88277406,0.78689414,0.89344704
56798,0.6136353,0.80681765,0.63930845,0.8196542,0.5416107,0.77080536,0.5829227,0.79146135,0.6403811,0.82019055,0.6730651,0.8365326,0.7217652,0.86088264,0.7027532,0.8513766,0.6857113,0.8428557,0.7170188,0.8585094
56799,0.6818398,0.8409199,0.67008275,0.8350414,0.607507,0.8037535,0.6207574,0.8103787,0.6848196,0.8424098,0.7479337,0.8739668,0.7386781,0.86933905,0.7481187,0.8740593,0.7710059,0.88550293,0.7743551,0.8871776
56800,0.69931686,0.8496584,0.6929457,0.84647286,0.60096335,0.8004817,0.6401325,0.8200662,0.6668634,0.8334317,0.7053889,0.85269445,0.65835,0.829175,0.73471403,0.867357,0.7397606,0.8698803,0.70785356,0.8539268
56801,0.68888605,0.844443,0.6656353,0.8328177,0.5950456,0.7975228,0.5985395,0.79926974,0.70534015,0.8526701,0.82941926,0.9147096,0.7493627,0.87468135,0.7620135,0.8810067,0.7668649,0.88343245,0.80052304,0.9002615
56802,0.6514869,0.82574344,0.64718366,0.8235918,0.5800489,0.79002446,0.582258,0.791129,0.664167,0.83208346,0.7578362,0.8789181,0.7522501,0.87612504,0.7224188,0.8612094,0.780076,0.890038,0.76115316,0.8805766
56803,0.7859633,0.89298165,0.7367289,0.86836445,0.6887556,0.84437776,0.6442478,0.8221239,0.7490382,0.8745191,0.8600677,0.93003386,0.7849381,0.89246905,0.8218892,0.9109446,0.751768,0.875884,0.8365278,0.9182639
56804,0.71579826,0.8578991,0.7198116,0.85990584,0.6440585,0.82202923,0.6523187,0.82615936,0.74312854,0.87156427,0.83858836,0.9192942,0.7756605,0.88783026,0.839603,0.9198015,0.8240752,0.9120376,0.8373735,0.91868675
56805,0.6498722,0.8249361,0.64367354,0.82183677,0.5600741,0.78003705,0.59022063,0.79511034,0.6045528,0.8022764,0.6815407,0.84077036,0.64423615,0.82211804,0.6829374,0.8414687,0.7182171,0.85910857,0.7175998,0.85879993
56807,0.7146061,0.857303,0.7161994,0.8580997,0.6091325,0.80456626,0.62614465,0.8130723,0.7465684,0.8732842,0.81550205,0.907751,0.8066513,0.9033257,0.77006245,0.8850312,0.792709,0.8963545,0.8548366,0.9274183
56809,0.7594907,0.87974536,0.7158103,0.85790515,0.6385287,0.81926435,0.6599352,0.8299676,0.75939655,0.8796983,0.8474151,0.92370754,0.80128014,0.9006401,0.8200915,0.91004574,0.8194075,0.90970373,0.84848595,0.924243
56859,0.577939,0.7889695,0.55714077,0.7785704,0.45395666,0.7269783,0.52916026,0.76458013,0.57380027,0.78690016,0.65319335,0.8265967,0.64003664,0.8200183,0.6236268,0.8118134,0.67422515,0.83711255,0.65889394,0.829447
56860,0.67249984,0.83624995,0.6964736,0.8482368,0.5951332,0.7975666,0.71655226,0.8582761,0.6924154,0.84620774,0.7415154,0.8707577,0.7360575,0.86802876,0.79410744,0.8970537,0.7884933,0.89424664,0.8000832,0.9000416
56861,0.5368694,0.7684347,0.5209082,0.76045406,0.43260008,0.7163,0.5410752,0.7705376,0.51261234,0.7563062,0.5567666,0.7783833,0.5886166,0.7943083,0.5872663,0.79363316,0.60924685,0.8046234,0.6023455,0.80117273
56862,0.74051964,0.8702598,0.7178807,0.85894036,0.6150358,0.8075179,0.6475271,0.82376355,0.72654724,0.8632736,0.805956,0.902978,0.7714268,0.8857134,0.7803445,0.89017224,0.7975172,0.8987586,0.8069749,0.90348744
57384,0.73502105,0.86751056,0.72747874,0.8637394,0.6275537,0.81377685,0.637409,0.8187045,0.7431785,0.87158924,0.793122,0.896561,0.77861404,0.889307,0.80256927,0.90128464,0.73671633,0.86835814,0.80868995,0.904345
57400,0.7404889,0.87024444,0.67729986,0.8386499,0.6145706,0.8072853,0.611364,0.805682,0.72724664,0.8636233,0.8198921,0.9099461,0.7506152,0.87530756,0.7871508,0.89357543,0.7163429,0.85817146,0.7991545,0.89957726
62042,0.70471346,0.85235673,0.70170784,0.8508539,0.6092168,0.8046084,0.6580212,0.8290106,0.6490933,0.82454664,0.7204865,0.86024326,0.6951207,0.84756035,0.7238195,0.86190975,0.73244965,0.8662248,0.7369745,0.86848724
63086,0.54569644,0.77284825,0.5507698,0.7753849,0.47226208,0.7361311,0.5004245,0.75021225,0.5784006,0.7892003,0.6859187,0.84295934,0.6824907,0.84124535,0.6618032,0.8309016,0.6951703,0.84758514,0.7279177,0.86395884
63087,0.6735462,0.8367731,0.6439253,0.82196265,0.57218117,0.7860906,0.6214328,0.8107164,0.65472454,0.8273623,0.73049474,0.86524737,0.7561055,0.8780527,0.69382393,0.84691197,0.7079563,0.85397816,0.76249886,0.8812494
83710,0.78829217,0.8941461,0.72901785,0.8645089,0.66311014,0.83155507,0.66683704,0.8334185,0.7334626,0.8667313,0.8160249,0.90801245,0.71772015,0.8588601,0.81377083,0.9068854,0.7594806,0.8797403,0.79552925,0.8977646
83711,0.54735357,0.77367675,0.593603,0.7968015,0.56499445,0.7824972,0.51378375,0.75689185,0.47481537,0.7374077,0.43932623,0.71966314,0.42428857,0.71214426,0.5513793,0.77568966,0.51968604,0.759843,0.44676104,0.7233805
86666,0.71167356,0.85583675,0.7529354,0.8764677,0.6485224,0.8242612,0.677087,0.83854353,0.7193866,0.8596933,0.790815,0.8954075,0.7774193,0.88870966,0.83848155,0.9192408,0.81951934,0.90975964,0.8287512,0.9143756
87779,0.37518698,0.68759346,0.4339127,0.7169564,0.31763947,0.65881974,0.40274167,0.70137084,0.33156565,0.6657828,0.32059053,0.66029525,0.37542513,0.68771255,0.38123637,0.69061816,0.39737162,0.6986858,0.3625431,0.68127155
97622,0.72729087,0.86364543,0.7012033,0.8506017,0.64510286,0.8225514,0.62869215,0.8143461,0.7398516,0.8699258,0.86314714,0.93157357,0.7795639,0.88978195,0.8145491,0.90727454,0.8151103,0.90755516,0.8573668,0.9286834
98134,0.6489171,0.82445854,0.6210448,0.81052244,0.5591637,0.77958184,0.53163266,0.76581633,0.6669197,0.83345985,0.75487614,0.87743807,0.7343881,0.86719406,0.7161875,0.85809374,0.72696316,0.8634816,0.7673255,0.88366276
