,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_doordash_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_apple_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_samsara_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_yelp_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_match_pm_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_i2c_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_adobe_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_amazon_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_rowan_ux_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Raw_Score,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite_google_ux_Score
53971,0.63264334,0.8163217,0.62009275,0.8100464,0.55851996,0.77926,0.5787555,0.78937775,0.65482223,0.8274111,0.6934074,0.8467037,0.7069676,0.8534838,0.69636786,0.84818393,0.7215786,0.8607893,0.71118855,0.8555943
53972,0.58798987,0.7939949,0.6047939,0.80239695,0.5221688,0.76108444,0.55376315,0.7768816,0.59246606,0.79623306,0.6516936,0.8258468,0.6392766,0.8196383,0.66514313,0.83257157,0.71254635,0.8562732,0.68663585,0.8433179
53973,0.59680873,0.79840434,0.59497714,0.7974886,0.539945,0.7699725,0.5691366,0.7845683,0.6118881,0.8059441,0.6958002,0.8479001,0.6748811,0.83744055,0.7098247,0.85491234,0.7280755,0.86403775,0.7561004,0.8780502
53974,0.5949561,0.7974781,0.5669443,0.7834722,0.53167236,0.7658362,0.58153987,0.79076993,0.60918,0.80459,0.68484724,0.8424236,0.67303896,0.8365195,0.6576663,0.82883316,0.7252181,0.862609,0.7225456,0.8612728
53975,0.6492864,0.8246432,0.6144833,0.8072417,0.5889289,0.79446447,0.598585,0.7992925,0.6291704,0.8145852,0.73222375,0.8661119,0.6772497,0.83862484,0.684219,0.8421095,0.75189614,0.8759481,0.73627716,0.86813855
53976,0.51244783,0.7562239,0.46698123,0.7334906,0.46458298,0.73229146,0.47926384,0.7396319,0.5174774,0.7587387,0.6081357,0.80406785,0.6278805,0.8139403,0.55769336,0.7788467,0.6237743,0.81188715,0.6262107,0.81310534
53977,0.75911117,0.8795556,0.6830244,0.8415122,0.6489701,0.82448506,0.6705879,0.83529395,0.72296554,0.86148274,0.780805,0.8904025,0.74630296,0.8731515,0.78232956,0.8911648,0.78682435,0.8934122,0.77343273,0.88671637
53978,0.61109835,0.80554914,0.6036236,0.8018118,0.5630947,0.7815473,0.5651589,0.7825794,0.6480652,0.8240326,0.7006638,0.8503319,0.6671152,0.8335576,0.6737909,0.83689547,0.7067607,0.8533803,0.7292645,0.86463225
53979,0.74700713,0.87350357,0.719759,0.8598795,0.66152185,0.83076096,0.63492227,0.81746113,0.76052463,0.8802623,0.86553884,0.9327694,0.78763026,0.89381516,0.8308314,0.9154157,0.7967093,0.89835465,0.848428,0.924214
53981,0.53848475,0.7692424,0.5437192,0.7718596,0.49031052,0.7451553,0.5281449,0.7640724,0.5523746,0.7761873,0.6187978,0.8093989,0.6356286,0.8178143,0.6261486,0.8130743,0.6391512,0.8195756,0.6452054,0.8226027
54796,0.6056528,0.8028264,0.6215358,0.8107679,0.536682,0.768341,0.567816,0.783908,0.55689955,0.7784498,0.627999,0.81399953,0.6412016,0.8206008,0.66145706,0.83072853,0.6965346,0.8482673,0.67001843,0.8350092
54797,0.71575165,0.8578758,0.70973206,0.854866,0.6701971,0.83509856,0.64816153,0.82408077,0.72492087,0.86246043,0.8159964,0.9079982,0.7291706,0.8645853,0.7933028,0.8966514,0.762738,0.881369,0.79680127,0.89840066
54798,0.6432365,0.82161826,0.6550014,0.8275007,0.5606413,0.78032064,0.60978097,0.8048905,0.65232563,0.8261628,0.69276017,0.8463801,0.7025691,0.85128456,0.68817186,0.84408593,0.7332648,0.8666324,0.7267544,0.8633772
54799,0.5056102,0.7528051,0.5245255,0.76226276,0.42721462,0.7136073,0.49231142,0.74615574,0.52554095,0.7627705,0.61535716,0.8076786,0.6136304,0.8068152,0.60032815,0.8001641,0.652226,0.826113,0.69784325,0.84892166
54800,0.47503486,0.7375174,0.5248524,0.7624262,0.44047168,0.7202358,0.46582252,0.7329112,0.5173777,0.7586888,0.5515249,0.77576244,0.64206994,0.82103497,0.5837158,0.7918579,0.63409626,0.81704813,0.6223005,0.81115025
56453,0.66535425,0.8326771,0.6625991,0.83129954,0.60478145,0.8023907,0.62228006,0.81114006,0.69534993,0.84767497,0.71635866,0.85817933,0.7843207,0.89216036,0.7016189,0.85080945,0.76608163,0.8830408,0.7649901,0.88249505
56528,0.6081271,0.80406356,0.5666669,0.7833334,0.512095,0.7560475,0.5587437,0.77937186,0.60313845,0.8015692,0.68835926,0.84417963,0.6528348,0.8264174,0.64047766,0.8202388,0.7061476,0.85307384,0.67985976,0.8399299
56542,0.6669831,0.83349156,0.67394453,0.83697224,0.58284295,0.7914215,0.642781,0.8213905,0.6848968,0.8424484,0.7299446,0.8649723,0.70758915,0.8537946,0.75579333,0.87789667,0.7554199,0.87771,0.7565581,0.8782791
56543,0.53296596,0.76648295,0.52579725,0.7628986,0.4700907,0.7350453,0.49213156,0.7460658,0.5250999,0.76254994,0.595667,0.7978335,0.6149454,0.8074727,0.5909415,0.7954707,0.6611122,0.8305561,0.662429,0.8312145
56544,0.6326796,0.8163398,0.6317086,0.8158543,0.55784684,0.7789234,0.6347865,0.81739324,0.66272795,0.831364,0.7122686,0.8561343,0.7250893,0.86254466,0.71457183,0.8572859,0.7281008,0.8640504,0.75705314,0.87852657
56545,0.52183455,0.7609173,0.59002906,0.7950145,0.47430044,0.7371502,0.518722,0.759361,0.50642025,0.7532101,0.5191158,0.7595579,0.5869237,0.79346186,0.6011727,0.80058634,0.633798,0.816899,0.587548,0.793774
56618,0.56460017,0.7823001,0.6253599,0.81267995,0.5061407,0.75307035,0.56276214,0.7813811,0.56701416,0.7835071,0.58177125,0.7908856,0.6347903,0.81739515,0.65890217,0.8294511,0.6771165,0.83855826,0.6560365,0.82801825
56619,0.5678991,0.78394955,0.5767711,0.7883855,0.50209665,0.7510483,0.5423117,0.77115583,0.5942756,0.7971378,0.6588566,0.8294283,0.6816662,0.84083307,0.6353981,0.8176991,0.68593013,0.84296507,0.6905256,0.84526277
56629,0.68594444,0.8429722,0.6708634,0.8354317,0.5953669,0.7976835,0.67599094,0.83799547,0.66334456,0.8316723,0.73053396,0.865267,0.70603985,0.85301995,0.7755208,0.8877604,0.7453103,0.87265515,0.76544785,0.8827239
56630,0.5879266,0.7939633,0.5932174,0.7966087,0.49220985,0.74610496,0.57005143,0.7850257,0.5887611,0.79438055,0.6554707,0.82773536,0.67986846,0.83993423,0.6747182,0.8373591,0.6973712,0.8486856,0.7203699,0.8601849
56631,0.56032276,0.7801614,0.5807768,0.7903884,0.4931887,0.74659437,0.5432711,0.77163553,0.58009744,0.7900487,0.64646006,0.82323,0.62693536,0.8134677,0.65525186,0.82762593,0.702009,0.8510045,0.7351556,0.8675778
56632,0.6797754,0.83988774,0.6595928,0.82979643,0.57448566,0.7872428,0.6337565,0.81687826,0.6716215,0.8358108,0.775707,0.8878535,0.7523223,0.87616116,0.77012557,0.8850628,0.76005304,0.8800265,0.809251,0.90462554
56633,0.66872597,0.834363,0.63572466,0.81786233,0.6038468,0.8019234,0.59385896,0.7969295,0.64556384,0.8227819,0.73039615,0.8651981,0.72112995,0.86056495,0.7170385,0.85851926,0.69492114,0.84746057,0.7337666,0.8668833
56634,0.5691929,0.78459644,0.5783708,0.7891854,0.47801918,0.7390096,0.51071286,0.75535643,0.58060765,0.7903038,0.6681589,0.83407944,0.6612156,0.8306078,0.6687119,0.83435595,0.7285025,0.86425126,0.72685385,0.8634269
56635,0.5069152,0.7534576,0.5719931,0.78599656,0.47346658,0.7367333,0.49472854,0.7473643,0.53483474,0.7674174,0.5865714,0.7932857,0.6093957,0.8046979,0.6307856,0.8153928,0.6062337,0.80311686,0.6476413,0.82382065
56637,0.56011176,0.7800559,0.535945,0.76797247,0.47403315,0.73701656,0.56577766,0.7828888,0.57855546,0.78927773,0.66599,0.832995,0.6330839,0.8165419,0.6527461,0.82637304,0.645235,0.82261753,0.6815538,0.8407769
56638,0.7205863,0.86029315,0.7208457,0.86042285,0.6345695,0.81728476,0.6522392,0.8261196,0.7306235,0.86531174,0.74591196,0.872956,0.77654755,0.8882738,0.77398145,0.8869907,0.7304615,0.86523074,0.76293576,0.8814679
56639,0.5043359,0.75216794,0.53784955,0.7689248,0.48630798,0.743154,0.50538945,0.7526947,0.55886096,0.7794305,0.6200247,0.81001234,0.65774417,0.8288721,0.6426742,0.8213371,0.66216326,0.8310816,0.6752851,0.83764255
56641,0.5460994,0.7730497,0.5245664,0.7622832,0.44509143,0.72254574,0.48306438,0.7415322,0.5890431,0.7945216,0.6539953,0.82699764,0.7007737,0.85038686,0.6108655,0.80543274,0.64193213,0.82096606,0.70074004,0.85037005
56642,0.5375099,0.76875496,0.5412085,0.77060425,0.4492888,0.7246444,0.4932292,0.7466146,0.53643084,0.7682154,0.58025074,0.79012537,0.63249266,0.81624633,0.58417964,0.7920898,0.63829875,0.8191494,0.6307804,0.8153902
56643,0.71303266,0.85651636,0.67147756,0.8357388,0.6753948,0.8376974,0.6797792,0.8398896,0.636219,0.8181095,0.66489697,0.8324485,0.5845233,0.79226166,0.7129499,0.85647494,0.71954083,0.8597704,0.6724434,0.8362217
56644,0.4979325,0.7489662,0.5186224,0.7593112,0.41620165,0.7081008,0.47374308,0.73687154,0.49944222,0.7497211,0.5320007,0.7660004,0.6040056,0.8020028,0.5808479,0.790424,0.6122756,0.8061378,0.5965816,0.7982908
56645,0.5759095,0.78795475,0.5998549,0.7999275,0.54769194,0.773846,0.5787817,0.78939086,0.5431668,0.77158344,0.6064469,0.8032235,0.5973258,0.7986629,0.6759487,0.8379743,0.65836436,0.82918215,0.6548273,0.8274137
56646,0.4344826,0.7172413,0.4330513,0.7165257,0.34879446,0.67439723,0.4575285,0.72876424,0.43985897,0.71992946,0.4887991,0.74439955,0.526376,0.763188,0.5127928,0.7563964,0.5322465,0.76612324,0.5534208,0.7767104
56647,0.6225455,0.81127274,0.64526355,0.8226318,0.5686505,0.78432524,0.6066097,0.80330485,0.62326854,0.8116343,0.68073744,0.84036875,0.6826162,0.8413081,0.70719254,0.85359627,0.68960243,0.8448012,0.73570836,0.8678542
56648,0.7463852,0.8731926,0.6824264,0.8412132,0.65136373,0.82568187,0.68612826,0.8430641,0.70835316,0.8541766,0.7815114,0.8907557,0.724336,0.862168,0.79102147,0.89551073,0.79734474,0.89867234,0.7966732,0.8983366
56649,0.67937136,0.8396857,0.67406076,0.8370304,0.61581624,0.8079081,0.6340219,0.81701094,0.64871573,0.82435787,0.6910986,0.8455493,0.6446285,0.82231426,0.7299069,0.86495346,0.73794854,0.86897427,0.7150904,0.8575452
56650,0.58890563,0.7944528,0.58945084,0.7947254,0.48865867,0.74432933,0.53192496,0.7659625,0.6151056,0.8075528,0.69437706,0.84718853,0.7152804,0.8576402,0.663393,0.8316965,0.6931455,0.84657276,0.73690283,0.8684514
56651,0.46086252,0.73043126,0.4806796,0.7403398,0.40833002,0.704165,0.4208554,0.7104277,0.46844068,0.7342203,0.5391235,0.76956177,0.5631952,0.7815976,0.537822,0.768911,0.5872257,0.79361284,0.59224564,0.7961228
56652,0.6727286,0.83636427,0.68901217,0.8445061,0.57899565,0.78949785,0.6416795,0.82083976,0.6720327,0.83601636,0.70500714,0.85250354,0.7362367,0.86811835,0.74394995,0.87197495,0.75344384,0.8767219,0.75235754,0.87617874
56653,0.4886764,0.7443382,0.49410856,0.7470543,0.43425322,0.7171266,0.46060097,0.7303005,0.4792481,0.739624,0.5504888,0.7752444,0.5554159,0.77770793,0.55959296,0.7797965,0.59746915,0.79873455,0.61242914,0.8062146
56654,0.73996013,0.8699801,0.727872,0.863936,0.6600907,0.83004534,0.6742027,0.83710134,0.7741232,0.8870616,0.8032769,0.90163845,0.7956246,0.8978123,0.80337274,0.9016864,0.8022971,0.90114856,0.83047295,0.9152365
56656,0.5560094,0.7780047,0.55247474,0.77623737,0.50838894,0.7541945,0.53543043,0.7677152,0.5656512,0.7828256,0.61575496,0.8078775,0.6171988,0.8085994,0.6108378,0.8054189,0.6370741,0.81853706,0.66404223,0.8320211
56657,0.55229354,0.77614677,0.5436796,0.7718398,0.47827992,0.73914,0.5019034,0.7509517,0.57711375,0.7885569,0.7049476,0.8524738,0.6540743,0.82703716,0.6581452,0.8290726,0.6786449,0.83932245,0.73197985,0.8659899
56661,0.7003253,0.8501626,0.68591815,0.84295905,0.5858501,0.79292506,0.59867847,0.79933923,0.68786615,0.8439331,0.783481,0.8917405,0.71885794,0.859429,0.7463465,0.87317324,0.762058,0.881029,0.78725344,0.8936267
56662,0.5834818,0.7917409,0.64451617,0.8222581,0.52705145,0.7635257,0.57576096,0.7878805,0.5865289,0.79326445,0.66852456,0.83426225,0.6545606,0.8272803,0.7333634,0.8666817,0.73957217,0.8697861,0.7234103,0.8617052
56725,0.65648055,0.8282403,0.66612357,0.8330618,0.6104219,0.80521095,0.6462316,0.8231158,0.66921675,0.8346084,0.7136741,0.85683703,0.7125527,0.8562764,0.77100205,0.885501,0.69673276,0.8483664,0.73509765,0.8675488
56795,0.54381347,0.77190673,0.61087465,0.8054373,0.52064335,0.7603217,0.5661067,0.78305334,0.5639216,0.7819608,0.5707776,0.7853888,0.67823195,0.839116,0.6654041,0.83270204,0.6677693,0.83388466,0.64293456,0.8214673
56796,0.5258738,0.7629369,0.5498562,0.7749281,0.4896945,0.74484724,0.5244361,0.76221806,0.6042669,0.80213344,0.63667595,0.818338,0.67322874,0.8366144,0.6543857,0.82719284,0.6370092,0.8185046,0.6661434,0.8330717
56797,0.6505156,0.8252578,0.66366637,0.8318332,0.55493414,0.7774671,0.6046077,0.80230385,0.63396925,0.81698465,0.6936872,0.8468436,0.67316353,0.83658177,0.72361773,0.8618089,0.7260315,0.8630158,0.7199644,0.8599822
56798,0.61201715,0.8060086,0.64505386,0.82252693,0.54861385,0.7743069,0.6033652,0.8016826,0.633402,0.816701,0.64784896,0.8239245,0.72751325,0.86375666,0.6848477,0.84242386,0.6930231,0.84651154,0.7227732,0.8613866
56799,0.5749661,0.78748304,0.5538099,0.77690494,0.4819023,0.7409512,0.5157896,0.7578948,0.5897697,0.79488486,0.6847893,0.84239465,0.69795525,0.8489776,0.6613355,0.83066773,0.7037623,0.85188115,0.7408465,0.87042326
56800,0.66834146,0.8341707,0.64616096,0.8230805,0.56705725,0.7835286,0.6437317,0.82186586,0.6193619,0.80968094,0.690619,0.8453095,0.6368847,0.81844234,0.71011615,0.8550581,0.72034603,0.860173,0.69782954,0.84891474
56801,0.6087487,0.80437434,0.60756826,0.80378413,0.5644318,0.7822159,0.5592133,0.77960664,0.59629035,0.7981452,0.6705131,0.8352566,0.64264005,0.82132006,0.6738099,0.83690494,0.6822915,0.84114575,0.6836767,0.84183836
56802,0.54949284,0.7747464,0.51724946,0.75862473,0.4866343,0.7433171,0.49679407,0.74839705,0.51683635,0.7584182,0.603972,0.801986,0.62724304,0.8136215,0.59356666,0.7967833,0.68028194,0.84014094,0.6548396,0.82741976
56803,0.68152165,0.8407608,0.69477475,0.8473874,0.6287695,0.81438476,0.6437662,0.8218831,0.687495,0.8437475,0.74115086,0.8705754,0.7672924,0.8836462,0.76186275,0.8809314,0.7679093,0.88395464,0.7945379,0.89726895
56804,0.7128469,0.85642344,0.6971059,0.84855294,0.6342573,0.81712866,0.6719065,0.83595324,0.6978358,0.8489179,0.76260877,0.8813044,0.70495415,0.8524771,0.7884984,0.8942492,0.7781857,0.88909286,0.76496243,0.8824812
56805,0.5202551,0.76012754,0.53815246,0.7690762,0.5063829,0.7531915,0.5347782,0.76738906,0.48031443,0.74015725,0.53836787,0.76918393,0.5256191,0.7628095,0.5913899,0.79569495,0.6474694,0.8237347,0.5912627,0.79563135
56807,0.6704078,0.8352039,0.6727179,0.83635896,0.593928,0.796964,0.6454078,0.8227039,0.6859319,0.84296596,0.7141291,0.85706455,0.74187595,0.87093794,0.72076946,0.8603847,0.76013243,0.8800662,0.7825925,0.89129627
56809,0.5867288,0.7933644,0.5818846,0.7909423,0.52759385,0.7637969,0.5908611,0.79543054,0.5653718,0.7826859,0.67368895,0.83684444,0.61059356,0.8052968,0.69933593,0.84966797,0.72044253,0.86022127,0.7145828,0.8572914
56859,0.5522204,0.7761102,0.5352743,0.76763713,0.43759555,0.7187978,0.5598418,0.77992094,0.5525296,0.7762648,0.61511457,0.8075573,0.6319654,0.8159827,0.6212721,0.81063604,0.6555973,0.82779866,0.6550722,0.8275361
56860,0.5963457,0.79817283,0.6300534,0.8150267,0.55924714,0.77962357,0.6873722,0.8436861,0.62319523,0.8115976,0.6746079,0.83730394,0.6491093,0.8245547,0.7204953,0.8602476,0.7211156,0.8605578,0.7474581,0.87372905
56861,0.4722364,0.7361182,0.4750365,0.73751825,0.3962207,0.69811034,0.5173523,0.7586762,0.46951824,0.7347591,0.5114234,0.7557117,0.52958804,0.764794,0.5458749,0.7729374,0.57111764,0.7855588,0.5577814,0.7788907
56862,0.5932932,0.7966466,0.616098,0.80804896,0.49676576,0.74838287,0.5572795,0.7786398,0.5751738,0.7875869,0.625275,0.8126375,0.6604675,0.83023375,0.656983,0.8284915,0.67981714,0.8399086,0.6532903,0.82664514
57384,0.696073,0.8480365,0.7056333,0.85281664,0.6360632,0.8180316,0.6557775,0.8278887,0.69481623,0.8474081,0.77884084,0.8894204,0.7475374,0.8737687,0.7873781,0.89368904,0.7429272,0.8714636,0.79087394,0.895437
57400,0.7865349,0.89326745,0.70212156,0.85106075,0.687663,0.84383154,0.67665553,0.83832777,0.76024806,0.88012403,0.82451844,0.9122592,0.76552486,0.88276243,0.8164248,0.9082124,0.7283006,0.8641503,0.7977259,0.89886296
62042,0.7592164,0.8796082,0.71087635,0.8554382,0.6769188,0.8384594,0.6723087,0.83615434,0.7177137,0.85885686,0.77783144,0.8889157,0.73688114,0.86844057,0.77479625,0.8873981,0.7703974,0.8851987,0.79855657,0.8992783
63086,0.4535054,0.7267527,0.49258056,0.74629027,0.4271465,0.7135732,0.4317475,0.7158737,0.4826678,0.7413339,0.56202644,0.78101325,0.59100145,0.79550076,0.54813236,0.7740662,0.5952586,0.7976293,0.589107,0.7945535
63087,0.6093075,0.80465376,0.57315457,0.7865773,0.5462579,0.773129,0.6380645,0.81903225,0.5969638,0.79848194,0.6459894,0.8229947,0.6642582,0.8321291,0.6290597,0.81452984,0.6680225,0.83401126,0.6746079,0.83730394
83710,0.6457873,0.8228936,0.66107166,0.8305358,0.564115,0.7820575,0.6583649,0.82918245,0.6427591,0.82137954,0.6816641,0.84083205,0.64548767,0.82274383,0.72633016,0.8631651,0.72011644,0.8600582,0.7248272,0.8624136
83711,0.5846456,0.7923228,0.66213065,0.8310653,0.5817503,0.79087514,0.56548244,0.7827412,0.5611203,0.78056014,0.5413271,0.77066356,0.5769549,0.7884774,0.6406334,0.8203167,0.60621244,0.8031062,0.56468815,0.7823441
86666,0.5526775,0.77633876,0.6490435,0.8245218,0.49428904,0.7471445,0.5891181,0.79455906,0.5496931,0.77484655,0.5919696,0.7959848,0.6670662,0.8335331,0.7035837,0.85179186,0.69013435,0.84506714,0.68791556,0.8439578
87779,0.5416551,0.77082753,0.609623,0.8048115,0.4658901,0.7329451,0.55950963,0.7797548,0.5072244,0.75361216,0.49367613,0.7468381,0.54110223,0.7705511,0.566357,0.7831785,0.5613555,0.78067774,0.5318292,0.76591456
