,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_doordash_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_apple_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_samsara_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_yelp_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_match_pm_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_i2c_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_adobe_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_amazon_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_rowan_ux_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Raw_Score,Modified_gemini-3-pro-preview_of_CV_Modelgemini-3-pro-preview_google_ux_Score
29788,0.5615102,0.7807551,0.57272434,0.7863622,0.4599902,0.72999513,0.52046514,0.76023257,0.57971036,0.7898552,0.6582851,0.8291426,0.6664495,0.8332248,0.6351979,0.81759894,0.6813252,0.8406626,0.6991742,0.8495871
29835,0.6445252,0.8222626,0.65509427,0.82754713,0.56836426,0.78418213,0.56961834,0.7848092,0.6445551,0.82227755,0.7604139,0.88020694,0.72768474,0.86384237,0.7592702,0.8796351,0.77850604,0.889253,0.79274327,0.8963716
30606,0.6353374,0.8176687,0.56360066,0.7818003,0.5357548,0.7678774,0.55383086,0.77691543,0.65237594,0.82618797,0.7856803,0.89284015,0.6842561,0.84212804,0.6803997,0.8401998,0.7460952,0.8730476,0.7577864,0.8788932
30845,0.7185463,0.85927314,0.6928493,0.84642464,0.63152254,0.81576127,0.6403154,0.8201577,0.7088249,0.85441244,0.80862105,0.9043105,0.73863566,0.8693178,0.77850395,0.88925195,0.81000984,0.9050049,0.8186489,0.9093244
32072,0.71382225,0.8569111,0.7002602,0.8501301,0.68924654,0.84462327,0.64347124,0.8217356,0.69316,0.84658,0.7653048,0.8826524,0.70165515,0.8508276,0.77349114,0.8867456,0.7500385,0.87501925,0.75248545,0.87624276
46443,0.694258,0.847129,0.7081886,0.85409427,0.6537223,0.82686114,0.64399076,0.8219954,0.7366984,0.8683492,0.7970747,0.89853734,0.7417017,0.87085086,0.8100989,0.90504944,0.79346466,0.89673233,0.8282493,0.9141246
46506,0.5147476,0.7573738,0.5475595,0.77377975,0.47832674,0.7391634,0.5024321,0.75121605,0.5650544,0.7825272,0.63852704,0.8192635,0.6017065,0.80085325,0.6484834,0.8242417,0.6808807,0.8404404,0.70063806,0.850319
50300,0.62957245,0.8147862,0.65919423,0.8295971,0.6217258,0.8108629,0.57734025,0.7886701,0.6519123,0.8259561,0.71810794,0.85905397,0.6556355,0.82781774,0.71041006,0.85520506,0.7067504,0.8533752,0.75006324,0.8750316
51419,0.6725508,0.8362754,0.67438674,0.83719337,0.6093142,0.8046571,0.6114844,0.8057422,0.6808623,0.84043115,0.7529285,0.87646425,0.7301899,0.86509496,0.74803245,0.8740162,0.7621507,0.8810754,0.78172976,0.89086485
53971,0.5990878,0.79954386,0.60675555,0.80337775,0.5129036,0.7564518,0.53544426,0.76772213,0.62636316,0.8131816,0.6796384,0.8398192,0.702927,0.8514635,0.67192245,0.8359612,0.70387006,0.851935,0.710351,0.8551755
53972,0.63921165,0.8196058,0.6301418,0.81507087,0.5669403,0.78347015,0.5770244,0.78851223,0.65001744,0.82500875,0.75320125,0.8766006,0.7312134,0.86560667,0.73464084,0.8673204,0.781157,0.8905785,0.77599144,0.8879957
53973,0.661767,0.8308835,0.6544132,0.8272066,0.5967916,0.7983958,0.5884017,0.79420084,0.6907161,0.845358,0.7916167,0.89580834,0.7363388,0.8681694,0.75614953,0.87807477,0.77325225,0.8866261,0.8117524,0.90587616
53974,0.67680323,0.8384016,0.6332017,0.81660086,0.611789,0.8058945,0.59956825,0.7997841,0.69018435,0.8450922,0.76416945,0.8820847,0.7135385,0.85676926,0.71664214,0.8583211,0.7374628,0.8687314,0.7622586,0.88112926
53975,0.67537874,0.8376894,0.651631,0.8258155,0.6181869,0.8090935,0.59526914,0.7976346,0.69389844,0.8469492,0.79250365,0.8962518,0.7264656,0.8632328,0.7233022,0.86165106,0.7776445,0.88882226,0.7837037,0.89185184
53976,0.5995518,0.7997759,0.56418145,0.7820907,0.52847826,0.76423913,0.5360416,0.7680208,0.61751854,0.8087593,0.70066285,0.8503314,0.70201945,0.8510097,0.64337635,0.8216882,0.7114637,0.85573184,0.7215694,0.8607847
53977,0.7728644,0.8864322,0.67827857,0.8391393,0.62411416,0.8120571,0.626595,0.8132975,0.7419268,0.8709634,0.7886808,0.8943404,0.7662183,0.88310915,0.75629544,0.8781477,0.7528956,0.8764478,0.77570474,0.8878524
53978,0.6486995,0.82434976,0.59281635,0.7964082,0.5485701,0.7742851,0.55236626,0.7761831,0.6750121,0.83750606,0.80459815,0.90229905,0.7189456,0.8594728,0.71017057,0.85508525,0.73883486,0.8694174,0.7993386,0.8996693
53979,0.76409805,0.882049,0.7409053,0.87045264,0.68892795,0.84446394,0.64437497,0.8221875,0.7636585,0.88182926,0.8754691,0.93773454,0.78922486,0.89461243,0.8354746,0.9177373,0.7965956,0.8982978,0.82908696,0.9145435
53981,0.6600975,0.83004874,0.6462601,0.82313,0.58581,0.792905,0.59841317,0.7992066,0.6475843,0.82379216,0.7651586,0.8825793,0.7076355,0.85381776,0.7252284,0.8626142,0.7559109,0.87795544,0.76046354,0.88023174
54796,0.6824656,0.8412328,0.7005378,0.8502689,0.56709564,0.7835478,0.63175726,0.8158786,0.6616867,0.8308433,0.70729023,0.8536451,0.7357691,0.8678845,0.7326422,0.8663211,0.7436662,0.8718331,0.7434306,0.8717153
54797,0.7200936,0.8600468,0.7220446,0.8610223,0.6824014,0.8412007,0.6374679,0.81873393,0.75454676,0.8772734,0.82109505,0.9105475,0.7352116,0.8676058,0.8099352,0.9049676,0.7661358,0.8830679,0.8018535,0.9009267
54798,0.701988,0.850994,0.7043989,0.85219944,0.6037967,0.80189836,0.6359729,0.8179865,0.69589525,0.8479476,0.7665825,0.88329124,0.7478693,0.8739346,0.73158634,0.86579317,0.7883315,0.89416575,0.7896138,0.89480686
54799,0.59529793,0.79764897,0.5856682,0.7928341,0.5038562,0.7519281,0.51726425,0.7586321,0.61100185,0.8055009,0.7293781,0.86468905,0.699613,0.8498065,0.6783023,0.83915114,0.73080647,0.86540323,0.7773372,0.8886686
54800,0.5927734,0.7963867,0.61080897,0.8054045,0.53579164,0.7678958,0.5561284,0.7780642,0.58431906,0.79215956,0.6670544,0.8335272,0.6850148,0.84250736,0.69826746,0.84913373,0.72646105,0.8632305,0.72321117,0.8616056
56453,0.6503769,0.82518846,0.6385112,0.8192556,0.5961662,0.79808307,0.55918777,0.7795939,0.68960613,0.8448031,0.7402078,0.8701039,0.77962613,0.88981307,0.70283264,0.85141635,0.74549055,0.8727453,0.7737348,0.8868674
56528,0.6321058,0.8160529,0.57356775,0.7867839,0.5169762,0.75848806,0.53215706,0.76607853,0.61538017,0.8076901,0.6973014,0.8486507,0.6667694,0.8333847,0.6367845,0.8183923,0.70216495,0.85108244,0.6806882,0.8403441
56542,0.6720215,0.83601075,0.69044363,0.8452218,0.57534647,0.78767323,0.64651084,0.8232554,0.69425476,0.8471274,0.75015676,0.8750784,0.7207979,0.86039895,0.76912117,0.8845606,0.77119845,0.88559926,0.77258855,0.88629425
56543,0.52190584,0.76095295,0.53919154,0.76959574,0.45054096,0.7252705,0.47158098,0.7357905,0.54231286,0.77115643,0.6257544,0.8128772,0.6513071,0.82565355,0.6111825,0.8055912,0.67065203,0.835326,0.67413676,0.8370684
56544,0.682535,0.84126747,0.66030014,0.83015007,0.6156126,0.8078063,0.64330256,0.8216513,0.69397044,0.8469852,0.75711346,0.8785567,0.75507766,0.8775388,0.7295823,0.86479115,0.76400703,0.88200355,0.7988987,0.89944935
56545,0.5963174,0.7981587,0.68387634,0.84193814,0.52958,0.76479,0.60059893,0.80029947,0.59675735,0.7983787,0.5994699,0.79973495,0.64502776,0.8225139,0.70266587,0.8513329,0.72271156,0.8613558,0.6692138,0.8346069
56618,0.68791336,0.8439567,0.7062222,0.8531111,0.60271335,0.8013567,0.6120988,0.8060494,0.6786027,0.83930135,0.74292636,0.8714632,0.75579894,0.87789947,0.7649447,0.88247234,0.7931689,0.89658445,0.77808464,0.8890423
56619,0.65660995,0.828305,0.6411978,0.8205989,0.582191,0.7910955,0.60958976,0.8047949,0.67733514,0.8386676,0.75267863,0.8763393,0.72440153,0.86220074,0.71970844,0.8598542,0.7522366,0.8761183,0.7619014,0.8809507
56629,0.73841524,0.8692076,0.7322923,0.86614615,0.6421323,0.82106614,0.69186693,0.84593344,0.7309711,0.86548555,0.7940792,0.8970396,0.76482844,0.8824142,0.81617516,0.9080876,0.78038937,0.89019465,0.80017674,0.90008837
56630,0.6407831,0.82039154,0.6417079,0.82085395,0.53531647,0.76765823,0.58666146,0.7933307,0.6550658,0.8275329,0.75876737,0.8793837,0.7488074,0.8744037,0.7464431,0.8732215,0.7737747,0.8868873,0.80493015,0.9024651
56631,0.5787119,0.789356,0.6022581,0.80112904,0.5056654,0.7528327,0.5517914,0.7758957,0.60031354,0.8001568,0.6885792,0.8442896,0.6624415,0.83122075,0.68349445,0.8417472,0.725687,0.8628435,0.7651421,0.88257104
56632,0.691044,0.845522,0.6665625,0.8332813,0.61001897,0.8050095,0.6300653,0.81503266,0.6869959,0.843498,0.78359044,0.8917952,0.7508363,0.8754182,0.77857196,0.889286,0.7790023,0.88950115,0.80867875,0.9043394
56633,0.62917584,0.81458795,0.60469633,0.80234814,0.5425135,0.77125674,0.53960645,0.7698032,0.631557,0.8157785,0.7287357,0.86436784,0.724138,0.862069,0.691661,0.8458305,0.6947578,0.8473789,0.7592438,0.87962186
56634,0.65485597,0.827428,0.62944984,0.8147249,0.55112445,0.7755622,0.5613022,0.7806511,0.66112983,0.8305649,0.76866627,0.88433313,0.74449605,0.87224805,0.7225475,0.86127377,0.78261995,0.89131,0.77722883,0.8886144
56635,0.6151606,0.8075803,0.6486758,0.8243379,0.5516666,0.7758333,0.5802173,0.7901087,0.651421,0.82571054,0.7224004,0.8612002,0.7195381,0.85976905,0.74210465,0.8710523,0.73887193,0.86943597,0.7738451,0.88692254
56637,0.6003587,0.80017936,0.6324894,0.8162447,0.5224126,0.76120627,0.61186713,0.8059336,0.6294724,0.8147362,0.6917212,0.8458606,0.68366283,0.84183145,0.73488194,0.86744094,0.7082839,0.85414195,0.7148396,0.8574198
56638,0.74393046,0.8719652,0.72180045,0.8609002,0.6388755,0.81943774,0.6511624,0.8255812,0.73591685,0.8679584,0.7894249,0.89471245,0.7743413,0.8871707,0.7622769,0.88113844,0.75877166,0.8793858,0.7878965,0.89394826
56639,0.47313714,0.73656857,0.5046189,0.75230944,0.4256004,0.7128002,0.46774358,0.7338718,0.5186101,0.75930506,0.5920892,0.7960446,0.6273737,0.81368685,0.59686244,0.7984312,0.64192295,0.8209615,0.65626955,0.8281348
56641,0.62499225,0.8124961,0.5907149,0.79535747,0.5378449,0.76892245,0.543445,0.7717225,0.6577409,0.8288704,0.75990534,0.87995267,0.74757934,0.87378967,0.7012626,0.8506313,0.72058165,0.8602908,0.7715064,0.8857532
56642,0.61648583,0.8082429,0.5669781,0.78348905,0.49927163,0.7496358,0.51414937,0.7570747,0.60602605,0.803013,0.6935903,0.84679514,0.7063457,0.85317284,0.6433253,0.82166266,0.6957678,0.84788394,0.70939773,0.8546989
56643,0.78592324,0.8929616,0.7866888,0.8933444,0.72617626,0.86308813,0.6862459,0.84312296,0.7800743,0.8900372,0.7806791,0.89033955,0.73034257,0.8651713,0.8288636,0.9144318,0.7667937,0.88339686,0.778252,0.889126
56644,0.6658335,0.83291674,0.6490518,0.8245259,0.5618081,0.78090405,0.59269094,0.7963455,0.65817595,0.829088,0.7091304,0.8545652,0.7250813,0.86254066,0.7165809,0.85829043,0.73330975,0.8666549,0.74231887,0.87115943
56645,0.68308854,0.8415443,0.7026818,0.8513409,0.6000271,0.80001354,0.6811422,0.8405711,0.6640001,0.832,0.751737,0.8758685,0.72745436,0.8637272,0.7829099,0.89145494,0.7844207,0.89221036,0.77515817,0.8875791
56646,0.58441687,0.79220843,0.5722678,0.7861339,0.46488824,0.7324441,0.55177987,0.77588993,0.5810875,0.7905438,0.6835313,0.84176564,0.6742648,0.8371324,0.65857935,0.8292897,0.6987365,0.8493682,0.70772487,0.8538624
56647,0.72441983,0.8622099,0.70953864,0.85476935,0.63388234,0.81694114,0.6789558,0.8394779,0.74297273,0.87148637,0.7809348,0.8904674,0.7625739,0.881287,0.78188586,0.89094293,0.779215,0.8896075,0.80780417,0.90390205
56648,0.74936503,0.87468255,0.70143723,0.8507186,0.642343,0.8211715,0.6958474,0.8479237,0.74869037,0.8743452,0.76283205,0.881416,0.7716707,0.88583535,0.7946588,0.8973294,0.74799955,0.8739998,0.77107966,0.8855398
56649,0.72126573,0.8606329,0.6844238,0.8422119,0.61462486,0.8073124,0.6543069,0.82715344,0.654181,0.8270905,0.69549835,0.8477492,0.64545184,0.8227259,0.71582353,0.85791177,0.7395915,0.86979574,0.6951618,0.8475809
56650,0.6366804,0.8183402,0.6329911,0.81649554,0.53312206,0.76656103,0.54259145,0.7712957,0.66504616,0.8325231,0.74220157,0.8711008,0.742557,0.8712785,0.68123305,0.8406165,0.72046256,0.8602313,0.7670525,0.8835262
56651,0.5433184,0.7716592,0.56374025,0.7818701,0.466179,0.7330895,0.49506044,0.7475302,0.5783609,0.78918046,0.6501282,0.82506406,0.678265,0.8391325,0.64670956,0.8233548,0.6637931,0.83189654,0.69492584,0.8474629
56652,0.7064593,0.85322964,0.6916406,0.8458203,0.6140614,0.8070307,0.609162,0.804581,0.72137123,0.8606856,0.80257946,0.9012897,0.77063376,0.88531685,0.77727556,0.8886378,0.7970278,0.8985139,0.8215233,0.91076165
56653,0.5473503,0.77367514,0.56097007,0.78048503,0.48582226,0.7429111,0.514341,0.7571705,0.5366797,0.7683399,0.61098486,0.8054924,0.6006082,0.8003041,0.6122891,0.80614454,0.6667199,0.83335996,0.6590876,0.8295438
56654,0.7248348,0.8624174,0.69266665,0.8463333,0.6238013,0.8119006,0.6432378,0.8216189,0.7178949,0.85894746,0.7762056,0.88810277,0.7365689,0.86828446,0.7671442,0.8835721,0.7657831,0.88289154,0.8031733,0.90158665
56656,0.62522626,0.8126131,0.5885383,0.79426914,0.5545871,0.77729356,0.55084074,0.77542037,0.64085263,0.82042634,0.73525935,0.86762965,0.7087374,0.8543687,0.67278713,0.8363936,0.71756214,0.8587811,0.7604964,0.8802482
56657,0.54681337,0.7734067,0.5352173,0.76760864,0.45199898,0.7259995,0.47899854,0.7394993,0.5750065,0.78750324,0.7016731,0.8508365,0.66790843,0.8339542,0.6198822,0.8099411,0.6696936,0.8348468,0.7304473,0.86522365
56661,0.73296106,0.8664805,0.71325195,0.856626,0.6113701,0.80568504,0.6229721,0.811486,0.71165967,0.85582983,0.8081931,0.90409654,0.723917,0.8619585,0.7823173,0.89115864,0.7819944,0.8909972,0.793038,0.896519
56662,0.6742177,0.83710885,0.66385007,0.83192503,0.5743356,0.7871678,0.6320799,0.8160399,0.6506902,0.8253451,0.7552645,0.87763226,0.6956438,0.8478219,0.77192855,0.8859643,0.78713083,0.8935654,0.7929925,0.89649624
56725,0.68616486,0.8430824,0.69161254,0.84580624,0.61219025,0.8060951,0.65400445,0.8270022,0.70244205,0.851221,0.7879232,0.8939616,0.7677114,0.8838557,0.8013879,0.90069395,0.75843424,0.87921715,0.8172772,0.9086386
56795,0.6705283,0.83526415,0.71359336,0.8567967,0.6252055,0.81260276,0.64679587,0.82339793,0.71985644,0.85992825,0.73588634,0.86794317,0.79091275,0.8954564,0.7888402,0.8944201,0.79415584,0.8970779,0.7932769,0.89663845
56796,0.61565614,0.80782807,0.62757266,0.8137863,0.54399157,0.7719958,0.5943063,0.7971531,0.6499609,0.82498044,0.7207066,0.8603533,0.71782434,0.85891217,0.7314527,0.86572635,0.74705446,0.8735272,0.75566196,0.877831
56797,0.7427966,0.8713983,0.7220458,0.8610229,0.6152119,0.807606,0.65068924,0.8253446,0.7346153,0.86730766,0.79547036,0.8977352,0.76013756,0.8800688,0.7985196,0.8992598,0.793952,0.896976,0.8020239,0.90101194
56798,0.69291866,0.8464593,0.6899358,0.8449679,0.6051979,0.80259895,0.636076,0.818038,0.72238994,0.86119497,0.7343429,0.8671714,0.7667413,0.88337064,0.73908365,0.8695418,0.7308111,0.86540556,0.7696886,0.8848443
56799,0.6361622,0.81808114,0.5993134,0.7996567,0.52847123,0.7642356,0.545503,0.7727515,0.6397504,0.81987524,0.7535957,0.87679785,0.7285532,0.8642766,0.713249,0.8566245,0.74549735,0.8727487,0.7855078,0.8927539
56800,0.68621683,0.8431084,0.6701031,0.83505154,0.60542953,0.80271477,0.6549778,0.8274889,0.6411363,0.82056814,0.72485113,0.86242557,0.668476,0.834238,0.74631333,0.87315667,0.7315279,0.86576396,0.72988045,0.8649402
56801,0.7223233,0.86116165,0.70537484,0.8526874,0.66263115,0.8313156,0.63691455,0.81845725,0.7206617,0.8603308,0.82089067,0.91044533,0.73709065,0.8685453,0.78541994,0.89271,0.7862196,0.8931098,0.8064135,0.9032067
56802,0.6373339,0.81866693,0.6129785,0.8064892,0.56639653,0.78319824,0.58923525,0.79461765,0.60716915,0.8035846,0.7075551,0.8537775,0.70109195,0.850546,0.69922984,0.8496149,0.745841,0.8729205,0.7336024,0.8668012
56803,0.76575005,0.882875,0.7475174,0.8737587,0.66368365,0.8318418,0.6995888,0.8497944,0.7556113,0.87780565,0.80488026,0.90244013,0.8112759,0.905638,0.8208815,0.91044074,0.7762306,0.8881153,0.8335719,0.91678596
56804,0.7008636,0.8504318,0.6803081,0.84015405,0.62858784,0.8142939,0.6419676,0.82098377,0.7118896,0.8559448,0.7984158,0.8992079,0.74720013,0.87360007,0.8000386,0.9000193,0.7848954,0.8924477,0.80443066,0.90221536
56805,0.5874101,0.79370505,0.61142206,0.80571103,0.5435302,0.7717651,0.5765561,0.78827804,0.5687441,0.7843721,0.6369401,0.81847006,0.6031873,0.80159366,0.65315235,0.8265762,0.6936819,0.846841,0.6939774,0.8469887
56807,0.71886253,0.85943127,0.7087116,0.8543558,0.63908625,0.8195431,0.63248044,0.8162402,0.74144626,0.8707231,0.79675275,0.89837635,0.80509317,0.9025466,0.7698424,0.8849212,0.78947175,0.8947359,0.8513745,0.92568725
56809,0.6243979,0.81219894,0.62103987,0.81051993,0.5507877,0.77539384,0.62322056,0.8116103,0.61430657,0.8071533,0.7099339,0.85496694,0.67034876,0.8351744,0.73720217,0.8686011,0.7466496,0.8733248,0.74665034,0.87332517
56859,0.59637636,0.7981882,0.5746978,0.78734887,0.47406343,0.7370317,0.5636408,0.7818204,0.5909296,0.7954648,0.65704715,0.8285236,0.6647923,0.83239615,0.6324925,0.8162463,0.685837,0.8429185,0.6647724,0.8323862
56860,0.62263954,0.81131977,0.64979494,0.82489747,0.54634905,0.7731745,0.67010117,0.8350506,0.61438286,0.80719143,0.676358,0.838179,0.65764284,0.8288214,0.7092942,0.8546471,0.710006,0.855003,0.72710955,0.8635548
56861,0.4984805,0.7492403,0.5078736,0.75393677,0.41500178,0.7075009,0.5303017,0.76515085,0.49412966,0.7470648,0.5379905,0.7689953,0.5523747,0.77618736,0.57911205,0.789556,0.58924794,0.794624,0.5869931,0.79349655
56862,0.6768378,0.8384189,0.66486347,0.83243173,0.5448605,0.77243024,0.59883,0.799415,0.67178905,0.8358945,0.7458364,0.8729182,0.7438774,0.8719387,0.72218823,0.8610941,0.76044434,0.8802222,0.7569049,0.8784524
57384,0.755719,0.8778595,0.7360135,0.8680067,0.66848695,0.8342435,0.6745168,0.8372584,0.7588092,0.8794046,0.8321276,0.9160638,0.7974793,0.89873964,0.8328483,0.91642416,0.76108146,0.8805407,0.835924,0.917962
57400,0.77270377,0.8863519,0.7319405,0.86597025,0.67117906,0.8355895,0.66192466,0.8309623,0.762192,0.881096,0.8253904,0.91269517,0.7741693,0.88708466,0.8148463,0.90742314,0.7404913,0.87024564,0.8204056,0.9102028
62042,0.7164991,0.85824955,0.70365953,0.85182977,0.6334336,0.8167168,0.65568614,0.82784307,0.6897656,0.8448828,0.7694729,0.8847364,0.7407714,0.8703857,0.7432791,0.87163955,0.78705686,0.89352846,0.7978448,0.89892244
63086,0.52006036,0.76003015,0.53786373,0.76893187,0.47059184,0.7352959,0.47950563,0.7397528,0.53633404,0.768167,0.6415241,0.82076204,0.62426376,0.8121319,0.61980593,0.80990297,0.66768,0.83384,0.68150723,0.8407536
63087,0.7115686,0.8557843,0.6619899,0.83099496,0.60272354,0.8013618,0.6104867,0.8052434,0.71647346,0.85823673,0.79146206,0.89573103,0.7635037,0.88175184,0.71755314,0.85877657,0.7273499,0.86367494,0.7939896,0.8969948
83710,0.7282256,0.8641128,0.7349388,0.86746943,0.6460433,0.82302165,0.67473453,0.8373673,0.73546505,0.8677325,0.7766794,0.8883397,0.7199284,0.8599642,0.8027085,0.90135425,0.805591,0.9027955,0.80691254,0.9034563
83711,0.6751245,0.83756226,0.70539176,0.8526959,0.636296,0.818148,0.6204309,0.8102155,0.61100376,0.8055019,0.6207746,0.8103873,0.6183026,0.8091513,0.6765467,0.83827335,0.6785324,0.8392662,0.65144646,0.82572323
86666,0.5796474,0.7898237,0.6668469,0.83342344,0.52116215,0.7605811,0.60407853,0.80203927,0.58208454,0.79104227,0.6440451,0.82202256,0.6983928,0.84919643,0.7275334,0.8637667,0.7385379,0.86926895,0.727756,0.863878
87779,0.52119255,0.7605963,0.5657258,0.7828629,0.44610554,0.72305274,0.5610458,0.78052294,0.49230474,0.7461524,0.4588654,0.7294327,0.4962039,0.74810195,0.521169,0.7605845,0.52521515,0.7626076,0.4949242,0.7474621
97622,0.6464784,0.8232392,0.62538224,0.8126911,0.5788611,0.78943056,0.5877433,0.79387164,0.66207325,0.8310366,0.79096806,0.89548403,0.7133136,0.8566568,0.7534449,0.87672246,0.75585544,0.8779277,0.7956589,0.8978294
98134,0.6364576,0.81822884,0.6199176,0.8099588,0.5469602,0.77348006,0.5192113,0.75960565,0.6588303,0.82941514,0.76031077,0.8801554,0.75450635,0.8772532,0.7140891,0.8570446,0.73597133,0.86798567,0.7902392,0.8951196
