Unnamed: 0,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct UIUX Score
3021,79.76
3093,80.371
3105,78.101
3113,79.802
3118,83.301
3120,77.832
3122,79.473
3123,79.315
3133,81.078
3134,82.504
3135,79.225
3136,76.601
3137,80.205
3138,75.734
3139,78.71
3140,80.214
3141,81.164
3142,78.605
3143,78.229
3144,79.892
3145,79.316
3146,77.239
3147,80.862
3148,81.244
3149,80.955
3150,81.12
3153,78.396
3155,73.105
3156,79.375
3157,79.063
3158,80.656
3159,77.498
3160,81.071
3161,80.753
3162,77.875
3186,82.723
3225,77.544
3315,80.043
3321,78.126
3332,80.363
5877,78.555
5981,80.166
6043,72.915
6078,82.47
6081,82.511
6082,81.907
6090,79.199
6127,82.289
6211,75.031
6213,81.716
6214,78.57
6231,77.888
6232,80.807
6233,80.096
6239,74.218
6240,76.764
6254,82.228
6255,79.432
6342,73.881
7630,81.579
7654,79.735
8890,81.402
8916,77.114
9028,80.51
9066,76.565
9445,76.299
9542,79.994
9546,81.859
9547,78.012
9583,76.255
9587,76.834
12037,80.366
12116,77.648
12122,80.18
12124,80.054
12141,74.087
12143,80.386
12149,81.328
12161,77.948
12252,82.926
12408,77.647
12409,78.441
12410,81.999
12418,81.634
12422,76.791
12435,77.147
12436,75.679
12437,79.705
12447,83.458
12448,82.726
12449,78.51
12450,79.436
12451,77.942
12452,78.646
12453,78.664
12454,77.899
12455,81.242
12456,80.094
12457,80.866
12458,82.224
12459,73.419
12460,81.086
12461,79.653
12462,81.168
12463,79.437
12464,80.176
12465,78.298
12466,80.33
12467,82.256
12468,79.166
12469,74.973
12470,85.636
12471,82.173
12472,81.266
12473,79.549
12474,79.448
12475,80.187
12476,80.874
12477,83.35
12478,82.406
12479,80.111
12480,77.545
12481,81.246
12482,81.26
12483,80.792
12484,78.214
12485,80.903
12486,78.182
12487,79.179
12488,80.367
12489,77.24
12490,79.665
12491,79.99
12492,75.556
12493,79.083
12494,81.292
12495,81.923
12496,76.993
12497,82.677
12498,81.156
12499,77.709
12500,77.482
12501,67.983
12502,79.26
12503,76.82
12504,78.211
12505,78.761
12506,76.556
12507,81.92
12508,78.378
12509,81.804
12510,80.465
12511,79.55
12512,79.515
12513,77.337
12514,82.146
12515,80.507
12516,80.583
12518,82.109
12519,78.09
12520,81.703
12521,79.697
12523,79.704
12525,82.322
12526,80.338
12527,83.629
12528,74.553
12529,81.742
12530,72.901
12531,77.825
12532,77.992
12533,78.591
12565,82.107
12656,78.772
12674,82.783
12687,80.777
12736,82.398
13078,76.786
13080,79.728
13146,77.977
13147,78.599
13148,78.763
13149,80.669
13150,81.832
13196,77.489
13382,80.433
13461,75.618
13475,77.994
13477,78.206
13537,80.954
13893,77.305
13897,76.015
14744,76.23
14862,80.704
14882,78.726
14890,80.262
14906,78.314
14907,80.394
14914,78.802
14916,78.181
14930,82.397
14932,77.811
14939,79.303
14947,79.557
15180,77.436
15240,80.234
15339,80.096
15419,77.814
15425,77.921
15426,82.178
15474,80.484
15519,81.545
15524,81.597
15589,78.431
15679,77.474
15743,77.487
16036,80.06
16039,75.277
16064,84.24
