Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free UIUX Score
98377,85.847
98378,83.28
98379,86.356
98380,86.99
98381,85.099
98382,87.582
98383,84.326
98384,81.318
98385,85.145
98386,83.245
98387,82.86
98388,86.96
98389,82.051
98390,86.562
98391,86.112
98392,86.204
98393,85.361
98394,85.091
98395,88.843
98396,84.281
98397,82.068
98398,85.603
98399,81.3
98400,80.636
98401,82.781
98402,86.629
1747,81.934
1784,80.964
2476,80.749
2515,79.402
2517,77.75
2529,79.161
2538,78.631
2551,82.569
2553,78.39
2554,85.601
2555,80.431
2556,77.032
2577,79.157
2582,79.179
2583,79.802
2584,80.16
2585,78.157
2586,79.515
2587,77.704
2588,77.778
2589,80.712
2590,78.108
2591,80.6
2592,80.198
2594,78.982
2595,78.443
2597,80.293
2645,80.144
2654,78.702
2655,80.424
2656,80.364
2657,82.652
2658,75.287
2659,79.377
2660,79.006
2741,76.76
2766,80.712
2793,82.339
2810,76.477
2824,79.161
3002,78.942
3021,79.684
3093,79.663
3105,78.245
3113,78.887
3118,84.008
3120,80.383
3122,78.19
3123,79.578
3133,80.649
3134,78.851
3135,78.898
3136,80.87
3137,79.341
3138,78.19
3139,79.289
3140,79.019
3141,81.19
3142,80.558
3143,79.224
3144,79.041
3145,76.997
3146,77.085
3147,80.41
3148,81.992
3149,78.928
3150,81.408
3153,79.094
3155,74.249
3156,80.503
3157,79.524
3158,79.593
3159,77.848
3160,81.17
3161,79.275
3162,78.797
3186,81.355
3225,78.763
3315,77.578
3321,77.391
3332,76.162
5877,79.922
5981,82.317
6043,79.564
6078,80.906
6081,82.969
6082,83.7
6090,77.658
6127,82.673
6211,78.955
6213,81.536
6214,79.182
6231,77.183
6232,81.689
6233,78.185
6239,77.832
6240,79.12
6254,79.199
6255,78.916
6342,75.085
7630,81.231
7654,80.705
8890,82.543
8916,77.972
9028,79.361
9066,78.277
9445,79.533
9542,80.312
9546,79.438
9547,78.733
9583,78.071
9587,76.261
12037,82.644
12116,76.472
12122,80.587
12124,80.09
12141,79.538
12143,80.277
12149,80.756
12161,79.374
12252,82.288
12408,77.911
12409,78.622
12410,78.675
12418,79.946
12422,77.609
12435,76.914
12436,78.174
12437,78.214
12447,81.004
12448,81.695
12449,80.302
12450,79.459
12451,76.054
12452,78.862
12453,79.947
12454,81.208
12455,79.736
12456,79.696
12457,81.112
12458,83.46
12459,74.908
12460,80.436
12461,80.506
12462,80.265
12463,81.144
12464,80.607
12465,78.554
12466,79.394
12467,80.518
12468,78.136
12469,74.875
12470,81.171
12471,81.03
12472,81.008
12473,79.318
12474,78.704
12475,78.434
12476,80.58
12477,84.056
12478,80.792
12479,80.798
12480,79.587
12481,82.256
12482,82.749
12483,78.997
12484,79.26
12485,78.522
12486,79.01
12487,81.142
12488,79.939
12489,75.35
12490,78.73
12491,79.629
12492,79.117
12493,74.568
12494,79.657
12495,83.611
12496,78.348
12497,82.842
12498,81.892
12499,76.536
12500,77.361
12501,73.063
12502,78.762
12503,78.408
12504,78.066
12505,79.454
12506,80.512
12507,78.634
12508,76.38
12509,81.796
12510,80.615
12511,79.208
12512,80.251
12513,77.464
12514,81.945
12515,78.073
12516,79.676
12518,80.536
12519,78.193
12520,81.439
12521,79.865
12523,81.433
12525,84.417
12526,80.193
12527,80.958
12528,80.171
12529,80.042
12530,76.246
12531,78.29
12532,77.916
12533,79.113
12565,82.935
12656,79.184
12674,81.506
12687,83.48
12736,82.891
13078,76.484
13080,82.454
13146,80.447
13147,78.884
13148,78.322
13149,79.678
13150,80.393
13196,78.017
13382,79.866
13461,76.243
13475,79.782
13477,78.753
13537,80.317
13893,76.516
13897,76.306
14744,76.04
14862,79.042
14882,80.568
14890,83.612
14906,77.334
14907,79.357
14914,76.562
14916,79.146
14930,82.03
14932,77.371
14939,78.544
14947,78.535
15180,80.419
15240,80.772
15339,82.453
15419,77.559
15425,78.85
15426,80.076
15474,79.325
15519,82.647
15524,81.575
15589,78.305
15679,80.061
15743,77.135
16036,79.65
16039,80.044
16064,80.324
