Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free DoorDash Score
12454,83.539
12455,83.542
12456,84.631
12457,80.837
12458,85.519
12459,79.616
12460,81.057
12461,81.562
12462,81.115
12463,75.107
12464,84.256
12465,81.234
12466,80.363
12467,78.957
12468,79.583
12469,73.907
12470,83.081
12471,82.737
12472,81.965
12473,79.541
12474,77.401
12475,81.116
12476,81.451
12477,85.165
12478,82.287
12479,81.934
12480,82.127
12481,80.274
12482,82.12
12483,79.97
12484,81.242
12485,79.796
12486,82.46
12487,83.751
12488,80.071
12489,77.116
12490,78.541
12491,81.585
12492,81.68
12493,76.106
12494,79.788
12495,83.18
12496,80.375
12497,83.945
12498,83.362
12499,80.553
12500,79.043
12501,76.978
12502,79.992
12503,78.853
12504,80.769
12505,76.048
12506,81.146
12507,78.586
12508,81.539
12509,81.725
12510,79.649
12511,80.191
12512,80.299
12513,79.626
12514,84.654
12515,80.834
12516,83.219
12518,82.224
12519,81.565
12520,83.775
12521,82.569
12523,81.441
12525,85.783
12526,83.97
12527,83.377
12528,79.898
12529,83.925
12530,80.189
12531,78.825
12532,81.813
12533,80.975
12565,85.315
12656,83.237
12674,80.703
12687,80.394
12736,83.042
13078,79.583
13080,84.086
13146,82.072
13147,80.863
13148,83.367
13149,80.627
13150,81.936
13196,83.118
13382,80.84
13461,78.424
13475,83.478
13477,79.211
13537,82.084
13893,80.54
13897,81.037
14744,81.163
14862,81.236
14882,83.358
14890,83.169
14906,79.716
14907,81.296
14914,81.254
14916,80.295
14930,81.369
14932,75.019
14939,79.701
14947,80.913
15180,82.213
15240,82.805
15339,81.188
15419,81.772
15425,82.807
15426,80.261
15474,81.419
15519,81.602
15524,83.252
15589,79.672
15679,75.65
15743,77.309
16036,82.491
16039,82.625
16064,84.288
