Unnamed: 0,Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_Modified_meta-llama/llama-3.3-70b-instruct:free_of_resume_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free_Modelmeta-llama/llama-3.3-70b-instruct:free DoorDash Score
12448,82.561
12449,80.435
12450,77.805
12451,81.954
12452,82.819
12453,81.091
12454,83.539
12455,83.542
12456,84.631
12457,80.837
12458,85.52
12459,81.718
12460,81.057
12461,81.045
12462,81.11
12463,75.107
12464,84.256
12465,81.234
12466,80.363
12467,78.89
12468,79.734
12469,73.907
12470,82.82
12471,82.737
12472,81.965
12473,79.541
12474,77.291
12475,81.511
12476,81.451
12477,85.357
12478,82.287
12479,81.934
12480,82.494
12481,80.015
12482,82.851
12483,79.97
12484,81.242
12485,79.796
12486,82.46
12487,83.006
12488,80.071
12489,77.11
12490,77.653
12491,81.52
12492,81.68
12493,76.106
12494,79.788
12495,83.18
12496,81.851
12497,84.486
12498,83.18
12499,80.553
12500,79.043
12501,76.978
12502,79.952
12503,78.853
12504,80.401
12505,76.048
12506,81.146
12507,78.586
12508,81.539
12509,81.604
12510,79.482
12511,80.191
12512,80.814
12513,79.859
12514,84.318
12515,80.834
12516,82.541
12518,81.876
12519,81.565
12520,83.501
12521,82.569
12523,81.694
12525,85.783
12526,84.23
12527,83.384
12528,79.898
12529,83.971
12530,80.189
12531,79.022
12532,81.813
12533,81.145
12565,84.998
12656,82.256
12674,79.549
12687,79.935
12736,83.479
13078,79.583
13080,84.086
13146,82.072
13147,80.863
13148,83.367
13149,80.627
13150,81.936
13196,83.491
13382,80.84
13461,78.423
13475,83.168
13477,78.915
13537,82.084
13893,80.54
13897,80.689
14744,81.163
14862,81.236
14882,83.358
14890,83.169
14906,79.622
14907,82.138
14914,82.155
14916,80.295
14930,81.369
14932,75.495
14939,79.701
14947,80.913
15180,82.698
15240,82.805
15339,81.348
15419,81.903
15425,82.807
15426,80.261
15474,81.419
15519,81.58
15524,83.252
15589,79.672
15679,75.704
15743,77.309
16036,82.491
16039,82.298
16064,84.288
6018,77.237
6021,78.719
6026,78.637
9479,79.888
16980,79.346
17014,72.377
18230,76.998
18348,78.918
26715,80.639
26747,81.611
29788,78.634
29835,79.12
30606,75.598
30845,80.355
32072,79.063
46443,82.243
46506,74.765
50300,80.419
51419,77.4
53971,74.924
53972,78.036
53973,75.64
53974,75.729
53975,79.134
53976,76.925
53977,81.371
53978,76.466
53979,80.678
53981,77.35
54796,76.386
54797,78.605
54798,76.651
54799,74.683
54800,73.871
56453,80.47
56528,76.309
56542,75.774
56543,73.747
56544,75.462
56545,74.3
56618,77.679
56619,76.204
56629,79.499
56630,76.804
56631,78.114
56632,78.377
56633,78.316
56634,77.344
56635,77.233
56637,75.747
56638,78.04
56639,74.775
56641,78.474
56642,77.761
56643,81.819
56644,72.931
56645,77.901
56646,75.665
56647,77.912
56648,76.223
56649,73.435
56650,79.582
56651,75.559
56652,80.178
56653,75.991
56654,79.646
56656,74.733
56657,74.626
56661,79.643
56662,77.88
56725,76.137
56795,75.114
56796,75.129
56797,74.661
56798,74.803
56799,73.572
56800,79.195
56801,76.622
56802,72.988
56803,78.527
56804,78.199
56805,78.119
56807,79.275
56809,79.234
56859,77.162
56860,80.06
56861,75.653
56862,78.183
57384,81.383
57400,83.219
62042,78.08
63086,74.921
63087,80.329
83710,77.517
83711,74.803
86666,77.19
87779,80.843
97622,77.34
98134,79.663
98135,78.618
98136,76.735
98137,75.983
98138,78.36
98171,77.45
98172,75.311
98173,78.656
98245,76.2
98250,81.774
98251,77.76
98252,80.588
98253,79.29
98254,76.112
98255,80.412
98256,81.254
98257,82.048
98258,78.083
98259,78.66
98260,78.91
98261,80.035
98262,82.035
98263,80.642
98264,80.376
98265,81.786
98266,83.135
98267,76.443
98268,78.997
98269,77.667
98270,80.642
98271,77.091
98272,78.292
98273,79.351
98274,78.336
98275,78.657
98276,76.105
98277,74.981
98278,76.651
98279,78.231
98280,78.689
98281,78.771
98282,79.278
98283,80.618
98284,75.656
98285,77.291
98286,79.792
98287,79.506
98288,77.385
98289,76.157
98290,76.188
98291,78.54
98292,77.782
98293,76.87
98294,79.565
98295,78.38
98296,74.443
98297,79.78
98298,78.303
98299,77.302
98300,76.78
98301,74.382
98302,78.321
98303,79.083
98304,77.202
98305,81.891
98306,78.294
98307,77.278
98308,77.739
98309,77.314
98310,80.433
98311,78.558
98312,78.36
98313,79.669
98314,82.347
98315,79.157
98316,85.424
98317,75.886
98318,78.831
98319,78.376
98320,76.24
98321,80.277
98322,76.284
98323,77.732
98324,77.101
98325,78.277
98326,76.522
98327,77.167
98328,79.25
98329,78.481
98330,80.336
98331,77.745
98332,77.317
98333,75.68
98334,79.917
98335,80.58
98336,77.371
98337,78.446
98338,79.48
98339,73.31
98340,76.326
98341,79.828
98342,82.913
98343,74.156
98344,78.343
98345,81.885
98346,75.629
98347,77.319
98348,74.362
98349,78.81
98350,79.428
98351,78.395
98352,74.825
98353,74.882
98354,77.449
98355,82.244
98356,78.076
98357,80.292
98358,81.58
98359,76.221
98360,76.465
98361,79.878
98362,76.623
98363,76.593
98364,73.621
98365,76.852
98366,77.509
98367,79.978
98368,75.959
98369,75.328
98370,81.061
98371,78.956
98372,80.749
98373,81.94
98374,79.694
98375,78.324
98376,76.829
98377,80.229
98378,79.664
98379,80.921
98380,79.748
98381,76.429
98382,77.06
98383,79.28
98384,79.648
98385,77.101
98386,79.859
98387,78.926
98388,81.953
98389,77.975
98390,79.594
98391,77.7
98392,75.976
98393,77.452
98394,74.786
98395,79.205
98396,76.196
98397,77.464
98398,80.694
98399,75.142
98400,76.652
98401,79.906
98402,82.748
