,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_doordash_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_apple_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_samsara_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_yelp_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_match_pm_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_i2c_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_adobe_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_amazon_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_rowan_ux_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Raw_Score,Modified_gemini-3-flash-preview_of_CV_Modelgemini-3-flash-preview_google_ux_Score
56545,0.5367192,0.7683596,0.5758021,0.78790104,0.47566622,0.73783314,0.52118826,0.7605941,0.48636812,0.7431841,0.49877656,0.7493883,0.5177119,0.75885594,0.5910629,0.79553145,0.5863707,0.79318535,0.5503324,0.7751662
56618,0.65643734,0.8282187,0.7204222,0.86021113,0.5940691,0.79703456,0.64221555,0.82110775,0.64240956,0.8212048,0.68539417,0.8426971,0.7036437,0.85182184,0.77402973,0.88701487,0.77388704,0.8869435,0.7503005,0.87515026
56619,0.5569439,0.77847195,0.55222154,0.77611077,0.4636144,0.73180723,0.5260923,0.76304615,0.57628715,0.7881436,0.67502487,0.83751243,0.68055004,0.84027505,0.6290428,0.81452143,0.67960036,0.8398002,0.71735656,0.8586783
56629,0.67517686,0.8375884,0.68102556,0.84051275,0.591871,0.7959355,0.6241883,0.81209415,0.6994054,0.8497027,0.79963756,0.8998188,0.7682327,0.88411635,0.7948414,0.8974207,0.75979245,0.8798962,0.82579136,0.9128957
56630,0.6817298,0.8408649,0.6618011,0.83090055,0.5739752,0.7869876,0.60635906,0.8031795,0.68698454,0.84349227,0.77521515,0.8876076,0.75270414,0.8763521,0.7568815,0.87844074,0.76380384,0.8819019,0.80150247,0.90075123
56631,0.66836053,0.83418024,0.65514296,0.8275715,0.57531226,0.7876561,0.5904457,0.7952229,0.69283354,0.8464168,0.7874727,0.89373636,0.7429235,0.87146175,0.7467367,0.8733684,0.786646,0.893323,0.84610915,0.9230546
56632,0.6782193,0.83910966,0.6794152,0.8397076,0.58653075,0.79326534,0.61712563,0.8085628,0.70071256,0.8503563,0.7825945,0.8912972,0.76740825,0.8837041,0.7946378,0.8973189,0.7615783,0.88078916,0.83110905,0.9155545
56633,0.6661813,0.83309066,0.62411666,0.8120583,0.5550048,0.7775024,0.56327224,0.7816361,0.64012384,0.8200619,0.72305083,0.8615254,0.7055558,0.8527779,0.7049544,0.8524772,0.69187146,0.8459357,0.7229565,0.8614782
56634,0.6236563,0.81182814,0.6116258,0.8058129,0.5182749,0.75913745,0.5353814,0.76769066,0.65527457,0.8276373,0.7548479,0.87742394,0.7204758,0.8602379,0.7357199,0.86785996,0.7676418,0.8838209,0.77736235,0.8886812
56635,0.5520968,0.7760484,0.61435515,0.80717754,0.49262416,0.7463121,0.51681745,0.7584087,0.57062864,0.7853143,0.6203591,0.8101796,0.6354721,0.817736,0.6375512,0.8187756,0.65757406,0.828787,0.6748512,0.8374256
56637,0.68311,0.841555,0.69566816,0.8478341,0.58540416,0.7927021,0.6507735,0.82538676,0.69758195,0.848791,0.7479352,0.8739676,0.7275152,0.8637576,0.7944228,0.89721143,0.75752974,0.87876487,0.7851075,0.89255375
56638,0.71005785,0.8550289,0.7037815,0.85189074,0.6296534,0.8148267,0.64253575,0.82126784,0.7276345,0.8638172,0.7871335,0.8935667,0.7919087,0.8959544,0.77258694,0.8862935,0.7704128,0.8852064,0.80216724,0.9010836
56639,0.4742757,0.73713785,0.494355,0.7471775,0.41054326,0.7052716,0.4544133,0.72720665,0.4981652,0.74908257,0.6061703,0.80308515,0.6257474,0.8128737,0.59741557,0.7987078,0.6332336,0.8166168,0.67561173,0.83780587
56641,0.59692323,0.7984616,0.55202174,0.7760109,0.5149113,0.75745565,0.5097845,0.75489223,0.63070464,0.8153523,0.7632053,0.88160264,0.74370277,0.8718514,0.68102455,0.8405123,0.7071504,0.8535752,0.7945243,0.89726216
56642,0.6298833,0.81494164,0.5995878,0.7997939,0.5038423,0.7519212,0.53653634,0.76826817,0.641343,0.8206715,0.7425909,0.87129545,0.7530654,0.8765327,0.68700653,0.84350324,0.74345565,0.8717278,0.76164854,0.88082427
56643,0.75698173,0.87849087,0.7249383,0.86246914,0.6993852,0.8496926,0.70773816,0.8538691,0.6861794,0.8430897,0.7268028,0.8634014,0.6493069,0.82465345,0.77499866,0.88749933,0.7638955,0.88194776,0.7262249,0.86311245
56644,0.56925386,0.78462696,0.58585083,0.7929254,0.48229343,0.7411467,0.5466798,0.77333987,0.56887716,0.7844386,0.5806721,0.790336,0.64909816,0.8245491,0.61058474,0.80529237,0.65974337,0.82987165,0.6147287,0.80736434
56645,0.6400316,0.8200158,0.6609946,0.83049726,0.5699715,0.7849858,0.64497674,0.82248837,0.62832874,0.8141644,0.68587136,0.8429357,0.6779399,0.83896995,0.7367262,0.86836314,0.735078,0.867539,0.7277546,0.8638773
56646,0.52384555,0.7619228,0.52218455,0.7610923,0.4157887,0.7078943,0.5302712,0.7651356,0.51558375,0.7577919,0.5690514,0.7845257,0.5926341,0.79631704,0.58043647,0.79021823,0.6406255,0.82031274,0.6393224,0.8196612
56647,0.6416776,0.8208388,0.65190685,0.8259534,0.55804026,0.77902013,0.63519,0.817595,0.6560415,0.82802075,0.7221037,0.86105186,0.7431712,0.8715856,0.72388375,0.8619419,0.7491028,0.8745514,0.77757335,0.8887867
56648,0.7188969,0.85944843,0.68787515,0.8439376,0.63123953,0.81561977,0.6841397,0.84206986,0.7213589,0.86067945,0.76565194,0.882826,0.7637735,0.8818867,0.77967,0.889835,0.7774651,0.88873255,0.7966747,0.89833736
56649,0.67490375,0.8374519,0.6743543,0.83717716,0.60037374,0.8001869,0.5786561,0.78932804,0.6480786,0.82403934,0.7287135,0.86435676,0.6582211,0.82911056,0.7259661,0.86298305,0.74392396,0.87196195,0.7355977,0.86779886
56650,0.6920149,0.84600747,0.6730647,0.83653235,0.6064131,0.80320656,0.6005604,0.8002802,0.72092354,0.8604618,0.7857481,0.89287406,0.7714774,0.88573873,0.7488715,0.8744358,0.7534952,0.8767476,0.8041557,0.90207785
56651,0.49439955,0.7471998,0.50288886,0.75144446,0.43993935,0.7199697,0.4747829,0.7373915,0.5096385,0.7548193,0.55500627,0.77750313,0.60471666,0.8023583,0.5913789,0.79568946,0.60964215,0.8048211,0.61172354,0.8058618
56652,0.76011693,0.88005847,0.7061782,0.8530891,0.63787425,0.8189371,0.6396964,0.8198482,0.7576444,0.8788222,0.8562809,0.92814046,0.781832,0.890916,0.82008505,0.9100425,0.8185436,0.90927184,0.8654897,0.93274486
56653,0.63689876,0.8184494,0.6363131,0.81815654,0.5893086,0.7946543,0.5754918,0.7877459,0.64183867,0.82091933,0.7335475,0.8667737,0.6913434,0.8456717,0.7330996,0.8665498,0.75188875,0.8759444,0.7645428,0.8822714
56654,0.7690382,0.8845191,0.71692765,0.8584638,0.6401012,0.8200506,0.6604099,0.83020496,0.7614996,0.8807498,0.83539504,0.91769755,0.78592825,0.8929641,0.79961824,0.8998091,0.78874516,0.8943726,0.8441394,0.92206967
56656,0.6419964,0.8209982,0.6058091,0.80290455,0.54848385,0.7742419,0.5564575,0.77822876,0.6601218,0.8300609,0.74195457,0.8709773,0.7018821,0.85094106,0.6914004,0.8457002,0.7144466,0.8572233,0.75702584,0.8785129
56657,0.53272915,0.7663646,0.5165465,0.75827324,0.46538937,0.7326947,0.47137716,0.73568857,0.55604845,0.7780242,0.69863236,0.8493162,0.6573252,0.82866263,0.62249196,0.811246,0.6836753,0.84183764,0.72711873,0.86355937
56661,0.69598436,0.8479922,0.6868156,0.8434078,0.59193856,0.79596925,0.59996307,0.79998153,0.7018631,0.8509315,0.7943752,0.8971876,0.72114986,0.86057496,0.74584967,0.8729248,0.7629044,0.8814522,0.7762693,0.88813466
56662,0.6840841,0.8420421,0.69488174,0.84744084,0.59025884,0.7951294,0.66632324,0.8331616,0.66721165,0.8336058,0.7449683,0.87248415,0.705428,0.852714,0.7897179,0.89485896,0.8081708,0.9040854,0.78815615,0.8940781
56725,0.62935066,0.81467533,0.6281582,0.8140791,0.5536394,0.7768197,0.60660315,0.8033016,0.6210055,0.81050277,0.7368126,0.8684063,0.7117901,0.85589504,0.73864055,0.8693203,0.7401719,0.87008595,0.76494044,0.88247025
56795,0.64395666,0.82197833,0.63197494,0.81598747,0.59447753,0.79723877,0.6072366,0.8036183,0.7097033,0.85485166,0.75804675,0.8790234,0.76533747,0.88266873,0.78653914,0.89326954,0.7634567,0.88172835,0.80902576,0.9045129
56796,0.5304674,0.7652337,0.55025554,0.77512777,0.46918952,0.73459476,0.5154646,0.7577323,0.5762305,0.78811526,0.6098218,0.8049109,0.644959,0.8224795,0.6411104,0.8205552,0.62747884,0.8137394,0.6470541,0.82352704
56797,0.6781337,0.83906686,0.6927055,0.84635276,0.57080865,0.7854043,0.60369813,0.80184907,0.6653042,0.8326521,0.71450496,0.8572525,0.7032542,0.8516271,0.73917234,0.86958617,0.749655,0.8748275,0.729262,0.864631
56798,0.585659,0.7928295,0.5991857,0.79959285,0.5347731,0.76738656,0.55322486,0.7766124,0.5964347,0.79821736,0.6447649,0.82238245,0.6882007,0.84410036,0.660988,0.830494,0.663002,0.831501,0.71220875,0.8561044
56799,0.61735314,0.8086766,0.59569633,0.79784817,0.50121814,0.75060904,0.53964245,0.7698212,0.6368948,0.8184474,0.738531,0.8692655,0.72863036,0.86431515,0.6921798,0.8460899,0.7299739,0.86498696,0.7843659,0.89218295
56800,0.6862227,0.84311134,0.6753658,0.8376829,0.59321886,0.7966094,0.63206315,0.8160316,0.63889086,0.81944543,0.69908714,0.8495436,0.63732505,0.8186625,0.72567797,0.862839,0.7239591,0.86197954,0.7006503,0.8503251
56801,0.65771055,0.8288553,0.6443565,0.82217824,0.57236516,0.7861826,0.5833086,0.7916543,0.6706239,0.83531195,0.7817627,0.89088136,0.7065829,0.85329145,0.7310621,0.8655311,0.73881304,0.8694065,0.77542126,0.88771063
56802,0.59552145,0.7977607,0.56741005,0.783705,0.5302955,0.76514775,0.54387224,0.7719361,0.5747442,0.7873721,0.6679962,0.8339981,0.65787536,0.82893765,0.63340116,0.8167006,0.71631503,0.8581575,0.6665171,0.8332585
56803,0.7423556,0.8711778,0.7247934,0.8623967,0.66841054,0.83420527,0.6730819,0.83654094,0.7174332,0.8587166,0.8150449,0.90752244,0.7756946,0.8878473,0.8251909,0.91259545,0.7649163,0.88245815,0.81894827,0.90947413
56804,0.67106384,0.83553195,0.66436017,0.8321801,0.599137,0.79956853,0.62261844,0.8113092,0.6757966,0.8378983,0.75278914,0.87639457,0.69777125,0.84888566,0.77516115,0.8875806,0.74462026,0.87231016,0.75269234,0.8763462
56805,0.65235996,0.82618,0.60107386,0.80053693,0.57815105,0.7890755,0.60455465,0.8022773,0.57500947,0.78750473,0.6701908,0.8350954,0.61612797,0.808064,0.6673891,0.8336946,0.68584436,0.8429222,0.68198633,0.84099317
56807,0.70068365,0.8503418,0.69937503,0.8496875,0.60896313,0.80448157,0.6108327,0.80541635,0.73507893,0.86753947,0.7912762,0.8956381,0.81021047,0.90510523,0.7651458,0.8825729,0.79333025,0.8966651,0.83117145,0.91558576
56809,0.73286223,0.8664311,0.69243646,0.8462182,0.6261222,0.8130611,0.64481133,0.8224057,0.7280992,0.8640496,0.8113458,0.9056729,0.7547953,0.87739766,0.8116435,0.90582174,0.7831781,0.89158905,0.79431,0.897155
56859,0.5783445,0.7891723,0.54233915,0.77116954,0.46404552,0.73202276,0.5533603,0.7766801,0.5634163,0.7817081,0.6430584,0.8215292,0.6356902,0.8178451,0.61204886,0.80602443,0.6709163,0.83545816,0.6556171,0.82780856
56860,0.69202703,0.84601355,0.6929583,0.8464792,0.6109798,0.8054899,0.672312,0.836156,0.72950506,0.86475253,0.8067318,0.9033659,0.79071057,0.8953553,0.7921196,0.8960598,0.8053684,0.9026842,0.83325243,0.9166262
56861,0.5813981,0.79069906,0.53885007,0.76942503,0.50663185,0.7533159,0.5721146,0.7860573,0.58673066,0.79336536,0.6732583,0.83662915,0.65540785,0.82770395,0.687276,0.843638,0.675489,0.8377445,0.6932831,0.84664154
56862,0.685973,0.84298646,0.6931938,0.8465969,0.5901951,0.7950976,0.62237734,0.8111887,0.6613157,0.83065784,0.76559454,0.88279724,0.75346255,0.8767313,0.761281,0.8806405,0.78967357,0.8948368,0.7944422,0.8972211
57384,0.7068391,0.85341954,0.6913558,0.8456779,0.624079,0.8120395,0.63225913,0.81612957,0.70827997,0.85414,0.79671085,0.8983554,0.7662453,0.8831227,0.79006135,0.8950307,0.74398553,0.87199277,0.82186306,0.9109315
57400,0.7441941,0.872097,0.6916332,0.8458166,0.6457028,0.8228514,0.64249575,0.8212479,0.7420129,0.8710065,0.83971107,0.91985554,0.76375514,0.88187754,0.8242586,0.9121293,0.75532657,0.87766325,0.81882924,0.90941465
62042,0.7143192,0.8571596,0.6416738,0.8208369,0.6509742,0.82548714,0.61567134,0.8078357,0.6321821,0.81609106,0.68263763,0.84131885,0.6010442,0.8005221,0.6314808,0.8157404,0.6671977,0.83359885,0.65092814,0.82546407
63086,0.46539646,0.7326982,0.4954886,0.7477443,0.41918904,0.7095945,0.44280106,0.7214005,0.481957,0.7409785,0.5567417,0.77837086,0.577745,0.7888725,0.562245,0.7811225,0.59854984,0.7992749,0.59860325,0.7993016
63087,0.66097367,0.83048683,0.62839985,0.8141999,0.5551653,0.77758265,0.6491396,0.8245698,0.6417125,0.8208562,0.722129,0.8610645,0.7326325,0.86631626,0.68867576,0.8443379,0.7074555,0.85372776,0.7620064,0.8810032
83710,0.7039435,0.85197175,0.7193616,0.8596808,0.63655436,0.8182772,0.687889,0.8439445,0.7142,0.8571,0.76691973,0.88345987,0.6982221,0.8491111,0.8114284,0.9057142,0.77684486,0.8884224,0.7826196,0.8913098
83711,0.54982775,0.7749139,0.596574,0.79828703,0.56675744,0.7833787,0.5285942,0.7642971,0.4934753,0.74673766,0.46095976,0.7304799,0.46016836,0.7300842,0.5682297,0.78411484,0.5347499,0.767375,0.48926258,0.7446313
86666,0.6850327,0.84251636,0.728441,0.8642205,0.6238768,0.8119384,0.66457474,0.8322874,0.698816,0.84940803,0.7992804,0.8996402,0.79704046,0.89852023,0.82958794,0.91479397,0.81322587,0.90661293,0.8431031,0.9215516
87779,0.3919494,0.6959747,0.4462823,0.72314113,0.33839548,0.66919774,0.42088547,0.7104427,0.3807046,0.6903523,0.3461393,0.67306966,0.418333,0.7091665,0.40111244,0.7005562,0.41865158,0.7093258,0.38065344,0.6903267
97622,0.7048275,0.8524138,0.6812517,0.8406259,0.63150424,0.81575215,0.60837394,0.80418694,0.7243614,0.8621807,0.8450906,0.9225453,0.7685313,0.88426566,0.79886746,0.89943373,0.7992488,0.8996244,0.84095466,0.92047733
98134,0.6229007,0.81145036,0.6176833,0.80884165,0.5479142,0.77395713,0.52803725,0.76401865,0.63714445,0.8185722,0.7224381,0.86121905,0.73841846,0.86920923,0.7008774,0.8504387,0.72528803,0.862644,0.76087326,0.88043666
